Column1,Time,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,GNA/NR/2024/09/01/6566,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2024/09/01/8090,GNA/NR/2024/09/01/3451,NR/01102023/30042040/GNA_LT_36,NR/01082024/30092024/LT_MEJA_DELHI,GNA/NR/2024/09/01/9821,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/09/01/7908,GNA/NR/2024/09/01/4802,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2024/09/01/7196,NR/01102023/19072037/LT-05,NR/30092023/26122029/SH-06,NR/01102023/05012040/L_NR_2020_02,NR/30092023/31122025/SH-07,GNA/NR/2024/09/01/2171,NR/01102023/22052037/LT-59,GNA/NR/2024/09/01/6020,NR/01102023/30042040/GNA_LT_35,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31102037/L_NR_2019_11,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/09/01/7119,NR/01102023/31052040/LT-31,WR/01102023/31032046/L_NR_2020_05,SR/01102023/07102043/L_NR_2018_61,WR/01102023/01102023/L_NR_2022_09,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_07),L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2020_06
11,02:30-02:45,0,0,0,0,0,0,24.2,29.78,0,48.4,0,3.75,32.91,15.06,21.78,96.79,140.35,48.4,70.55,26.9071,5.12,26.9071,2.42,0,96.79,0,75.26,57.78,0,53.23,24.79,0,26,15.4,26.33,0,0,0,0,0,26.33,8.34,0,8.67,8.66

12,02:45-03:00,0,0,0,0,0,0,24.2,29.27,0,48.4,0,3.75,32.91,15.06,21.78,96.79,111.31,48.4,70.55,26.9071,5.12,26.9071,2.42,0,96.79,0,75.26,57.78,0,53.23,24.79,0,25.5,15.2,25.67,0,0,0,0,0,25.67,8.34,0,8.5,8.5

13,03:00-03:15,0,0,0,0,0,0,24.2,29.27,0,48.4,0,0,0,14.78,21.78,96.79,111.31,48.4,70.55,26.9071,4.94,26.9071,2.42,0,96.79,0,75.26,57.78,0,53.23,24.79,0,25,15,26.33,0,0,0,0,0,26.33,8.34,0,8.33,8.34

14,03:15-03:30,0,0,0,0,0,0,24.2,29.27,0,48.4,0,0,0,14.78,21.78,96.79,111.31,48.4,70.55,26.9071,4.94,26.9071,2.42,0,96.79,0,75.26,57.78,0,53.23,24.79,0,26,14.6,26.33,0,0,0,0,0,26.33,8.34,0,8.67,8.66

15,03:30-03:45,0,0,0,0,0,0,24.2,29.27,0,48.4,0,4.38,0,14.78,21.78,96.79,111.31,48.4,70.55,26.9071,4.94,26.9071,2.42,0,96.79,0,75.26,57.78,0,53.23,24.79,0,26.5,14.4,25.67,0,0,0,0,0,25.67,8.34,0,8.83,8.84

16,03:45-04:00,0,0,0,0,0,0,24.2,29.27,0,48.4,0,3.75,0,14.78,21.78,96.79,111.31,48.4,70.55,26.9071,4.94,26.9071,2.42,0,96.79,0,75.26,57.78,0,53.23,24.79,0,26.5,14,25,0,0,0,0,0,25,8.34,0,8.83,8.84

17,04:00-04:15,0,0,0,0,0,0,24.2,29.27,0,48.4,0,0,0,14.78,21.78,96.79,111.31,48.4,70.55,26.9071,4.94,26.9071,2.42,0,96.79,0,75.26,57.78,0,53.23,24.79,0,25,17.01,32.33,0,0,0,0,0,32.33,8.34,0,8.33,8.34

18,04:15-04:30,0,0,0,0,0,0,24.2,29.27,0,48.4,0,0,0,14.78,21.78,96.79,111.31,48.4,70.55,26.9071,4.94,26.9071,2.42,0,96.79,0,75.26,57.78,0,53.23,24.79,0,23.5,16.81,32.33,0,0,0,0,0,32.33,8.34,0,7.83,7.84

19,04:30-04:45,0,0,0,0,0,0,24.2,29.27,0,48.4,0,0,0,14.78,21.78,96.79,111.31,48.4,70.55,26.9071,4.94,26.9071,2.42,0,96.79,0,75.26,57.78,0,53.23,24.79,0,22.5,16.61,32,0,0,0,0,0,32,11.66,0,7.5,7.5

20,04:45-05:00,0,0,0,0,0,0,24.2,29.27,0,48.4,0,0,0,14.78,21.78,96.79,111.31,48.4,70.55,26.9071,4.94,26.9071,2.42,0,96.79,0,75.26,57.78,0,53.23,24.79,0,22.5,16.41,31.67,0,0,0,0,0,31.67,11.34,0,7.5,7.5

21,05:00-05:15,0,0,0,0,0,0,24.2,29.27,0,48.4,0,0,0,14.78,21.78,96.79,111.31,48.4,70.55,26.9071,4.66,26.9071,2.42,0,96.79,0,75.26,57.78,0,53.23,24.79,0,40,16.01,40.67,0,0,0,0,0,40.67,11.34,0,13.33,13.34

22,05:15-05:30,0,0,0,0,0,0,24.2,29.27,0,48.4,0,0,0,14.78,21.78,96.79,111.31,48.4,70.55,26.9071,4.66,26.9071,2.42,0,96.79,0,75.26,57.78,0,53.23,24.79,0,40,15.61,40.67,0,0,0,0,0,40.67,11,0,13.33,13.34

23,05:30-05:45,0,0,0,0,0,0,24.2,28.77,0,48.4,0,0,0,14.78,21.78,96.79,111.31,48.4,70.55,26.9071,4.66,26.9071,2.42,0,96.79,0,75.26,57.78,0,53.23,24.79,0,40,15.81,40,0,0,0,0,0,40,10.34,0,13.33,13.34

24,05:45-06:00,0,0,0,0,0,0,24.2,29.27,0,48.4,0,4.38,0,14.78,21.78,96.79,111.31,48.4,70.55,26.9071,4.66,26.9071,2.42,0,96.79,0,75.26,57.78,0,53.23,24.79,0,39.5,15.61,39.67,0,0,0,0,0,39.67,9,0,13.17,13.16

25,06:00-06:15,1,1,1,0,0,0.82,24.2,28.77,0,48.4,0,4.38,0,14.6,21.78,96.79,159.7,48.4,70.55,26.9071,4.66,26.9071,2.42,0,96.79,0,75.26,57.78,0,53.23,24.79,0,38.5,18,39,1,0,4,0.01,13.07,39,8.34,12.4,12.83,12.84

26,06:15-06:30,4,1,2,0.77,3.86,2.92,24.2,28.26,0,48.4,0,4.38,0,14.6,21.78,96.79,169.38,48.4,70.55,26.9071,4.66,26.9071,2.42,0,96.79,0,75.26,57.78,0,53.23,24.79,0,37.5,18,38.67,2,1,8.9,1.95,22.97,38.67,7.66,21.8,12.5,12.5

27,06:30-06:45,7,3,3,1.59,7.96,4.94,24.2,28.26,0,48.4,0.71,3.81,0,14.6,21.78,96.79,169.38,48.4,70.55,26.9071,4.66,26.9071,2.42,0,96.79,0.69,75.26,57.78,0,53.23,24.79,0.69,27.5,18,18.33,5,3,11.9,5.32,31.64,18.33,7.66,30.05,9.17,9.16

28,06:45-07:00,14,6,5,2.53,12.65,7.94,24.2,27.76,0,48.4,0.97,3.75,0,14.6,21.78,96.79,169.38,48.4,70.55,26.9071,4.66,26.9071,2.42,0,96.79,0.96,75.26,57.78,0,53.23,24.79,0.96,26,18,18,8,4,15.8,9.92,33,18,7.66,33,8.67,8.66

29,07:00-07:15,21,9,7,3.83,19.17,10,24.2,27.76,0,48.4,1.59,3.75,0,14.6,21.78,96.79,169.38,48.4,70.55,26.9071,4.66,26.9071,2.42,0,96.79,1.56,75.26,57.78,0,53.23,24.79,1.56,25,18,17.67,10,5,18.8,15.4,33,17.67,7.66,33,8.33,8.34

30,07:15-07:30,32,13,8,5.31,26.53,13,24.2,27.76,0,48.4,2.23,3.75,0,14.6,21.78,96.79,169.38,48.4,70.55,26.9071,4.66,26.9071,2.42,0,96.79,2.18,75.26,57.78,0,53.23,24.79,2.18,24.5,18,17.67,12,6,26.7,21.16,33,17.67,7.66,33,8.17,8.16

31,07:30-07:45,44,19,12,7.24,36.22,17,24.2,28.26,0,48.4,2.89,3.75,0,14.6,21.78,96.79,169.38,48.4,70.55,26.9071,4.66,26.9071,2.42,0,96.79,2.83,75.26,57.78,0,53.23,24.79,2.83,24,18,17,15,7,32.67,28.7,32.67,17,7.66,32.66,8,8

32,07:45-08:00,56,24,16,9.44,47.22,20,24.2,28.77,0,48.4,3.64,3.75,0,14.6,21.78,96.79,120.99,48.4,70.55,26.9071,4.66,26.9071,2.42,0,96.79,3.55,75.26,57.78,0,53.23,24.79,3.55,24,18,16.33,22,10,32.67,35.83,32.67,16.33,7.66,32.66,8,8

33,08:00-08:15,67,28,20,11.39,56.96,24,24.2,28.26,0,48.4,4.49,3.75,0,14.6,21.78,96.79,111.31,48.4,70.55,26.9071,4.66,26.9071,2.42,0,96.79,4.37,75.26,57.78,0,53.23,24.79,4.37,23,18,16,30,15,33,43.15,33,16,7.66,33,7.67,7.66

34,08:15-08:30,81,34,23,11.74,58.72,31,24.2,28.26,0,48.4,5.33,3.75,0,14.6,21.78,96.79,111.31,48.4,70.55,26.9071,4.66,26.9071,2.42,0,96.79,5.2,75.26,57.78,0,53.23,24.79,5.2,22,18,16.33,37,18,33,50.61,33,16.33,7.66,33,7.33,7.34

35,08:30-08:45,95,40,26,14.65,73.27,38,24.2,29.27,0,48.4,6.18,3.95,0,14.6,21.78,96.79,111.31,48.4,70.55,26.9071,4.66,26.9071,2.42,0,96.79,6.04,75.26,57.78,0,53.23,24.79,6.04,22,18,16.33,44,21,33,56.41,33,16.33,7.66,33,7.33,7.34

36,08:45-09:00,109,46,29,16.39,81.96,45,24.2,28.77,0,48.4,7.02,3.95,0,14.6,21.78,96.79,111.31,48.4,70.55,26.9071,4.66,26.9071,2.42,0,96.79,6.85,75.26,57.78,0,53.23,24.79,6.85,22,18,17.67,51,24,33,61.81,33,17.67,7.66,33,7.33,7.34

37,09:00-09:15,123,52,32,20.82,104.11,52,24.2,28.77,0,48.4,7.81,3.95,0,14.6,21.78,96.79,111.31,48.4,70.55,26.9071,5.22,26.9071,2.42,0,96.79,7.62,75.26,57.78,0,53.23,24.79,7.62,22,14.01,26.67,55,27,33,66.86,33,26.67,7.66,33,7.33,7.34

38,09:15-09:30,137,58,34,23.32,116.63,57,24.2,26.75,0,48.4,8.6,3.95,0,14.6,21.78,96.79,111.31,48.4,70.55,26.9071,5.22,26.9071,2.42,0,96.79,8.38,75.26,57.78,0,53.23,24.79,8.38,22,14.01,27.67,62,30,33,71.32,33,27.67,7.66,33,7.33,7.34

39,09:30-09:45,142,61,38,35,175,63,24.2,27.26,0,48.4,10.3,3.95,0,14.6,21.78,96.79,111.31,48.4,70.55,26.9071,5.22,26.9071,2.42,0,96.79,10.05,75.26,57.78,0,53.23,24.79,10.05,22,14.01,20,68,32,33,78.14,33,20,7.66,33,7.33,7.34

40,09:45-10:00,152,65,39,40,200,70,24.2,28.26,0,48.4,11.35,3.95,0,14.6,21.78,96.79,111.31,48.4,70.55,26.9071,5.22,26.9071,2.42,0,96.79,11.07,75.26,57.78,0,53.23,24.79,11.07,22,14.01,19.67,76,36,33,84.83,33,19.67,7.66,33,7.33,7.34

41,10:00-10:15,159,68,41,44.6,223.02,74,24.2,28.26,0,0,12.26,3.95,0,14.6,21.78,0,111.31,48.4,70.55,26.9071,5.12,26.9071,2.42,0,96.79,11.97,75.26,57.78,0,53.23,24.79,11.97,22,14.41,19.33,80,38,33,90.19,33,19.33,7.66,33,7.33,7.34

42,10:15-10:30,166,71,42,45.83,229.17,77,24.2,27.25,0,0,13.41,3.95,0,14.6,21.78,0,111.31,48.4,70.55,26.9071,5.12,26.9071,2.42,0,96.79,13.07,75.26,57.78,0,53.23,24.79,13.07,22,14.81,19,85,40,33,93.84,33,19,8,33,7.33,7.34

43,10:30-10:45,173,74,43,45.83,229.17,83,24.2,26.74,0,0,13.91,3.95,0,14.6,21.78,0,111.31,48.4,70.55,26.9071,5.12,26.9071,2.42,0,96.79,13.58,75.26,57.78,0,53.23,24.79,13.58,22,15.21,23,87,41,33,93.94,33,23,8.34,33,7.33,7.34

44,10:45-11:00,180,77,44,45.83,229.17,84,24.2,26.74,0,0,14.33,3.95,0,14.6,21.78,0,111.31,48.4,70.55,26.9071,5.12,26.9071,2.42,0,96.79,13.98,75.26,57.78,0,53.23,24.79,13.98,23,15.61,23.33,88,42,33,93.41,33,23.33,8.34,33,7.67,7.66

45,11:00-11:15,186,79,45,45.83,229.17,87,24.2,26.24,0,0,14.66,3.75,0,14.6,21.78,0,111.31,48.4,70.55,26.9071,5.12,26.9071,2.42,0,96.79,14.31,75.26,57.78,0,53.23,24.79,14.31,24.5,16.21,23.67,90,43,33,91.79,33,23.67,9,33,8.17,8.16

46,11:15-11:30,186,79,45,45.83,229.17,87,24.2,26.24,0,0,14.86,3.75,0,14.6,21.78,0,111.31,48.4,70.55,26.9071,5.12,26.9071,2.42,0,96.79,14.5,75.26,57.78,0,53.23,24.79,14.5,26.5,17.01,23.67,90,43,33,90.36,33,23.67,9.66,33,8.83,8.84

47,11:30-11:45,186,79,46,45.83,229.17,89,24.2,26.24,0,0,15.22,3.75,0,14.6,21.78,0,111.31,48.4,70.55,26.9071,5.12,26.9071,2.42,0,96.79,14.85,75.26,57.78,0,53.23,24.79,14.85,28.5,18.01,23.67,88,42,33,91.94,33,23.67,8.34,33,9.5,9.5

48,11:45-12:00,186,79,46,45.83,229.17,90,24.2,27.25,0,0,15.39,3.75,0,14.6,21.78,0,111.31,48.4,70.55,26.9071,5.12,26.9071,2.42,0,96.79,15,75.26,57.78,0,53.23,24.79,15,31,19.61,24,88,42,33,93.27,33,24,8.66,33,10.33,10.34

49,12:00-12:15,186,79,46,45.83,229.17,90,24.2,27.25,0,0,15.4,0,0,14.6,21.78,0,111.31,48.4,70.55,26.9071,5.3,26.9071,2.42,0,96.79,15.02,75.26,57.78,0,53.23,24.79,15.02,25.5,21.21,28.33,88,42,33,94.26,33,28.33,9,33,8.5,8.5

50,12:15-12:30,186,79,46,45.83,229.17,90,24.2,26.24,0,0,15.42,0,0,14.6,21.78,0,111.31,48.4,70.55,26.9071,5.3,26.9071,2.42,0,96.79,15.05,75.26,57.78,0,53.23,24.79,15.05,26.5,21.41,28.67,88,42,33,94.12,33,28.67,9.66,33,8.83,8.84

51,12:30-12:45,186,79,46,45.83,229.17,91,24.2,25.22,0,0,15.47,0,0,14.6,21.78,0,111.31,48.4,70.55,26.9071,5.3,26.9071,2.42,0,96.79,15.09,75.26,57.78,0,53.23,24.79,15.09,27.5,22.21,34,88,42,33,92.83,33,34,10,33,9.17,9.16

52,12:45-13:00,186,79,46,45.83,229.17,91,24.2,25.22,0,0,15.52,0,0,14.6,21.78,0,111.31,48.4,70.55,26.9071,5.3,26.9071,2.42,0,96.79,15.15,75.26,57.78,0,53.23,24.79,15.15,28.5,24.21,34.67,88,42,33,91.44,33,34.67,10.34,33,9.5,9.5

53,13:00-13:15,189,81,45,45.83,229.17,90,24.2,25.22,0,0,15.4,0,0,14.6,21.78,0,111.31,48.4,70.55,26.9071,5.49,26.9071,2.42,0,96.79,15.03,75.26,57.78,0,53.23,24.79,15.03,30.5,18.01,35.67,90,43,33,90.08,33,35.67,11,33,10.17,10.16

54,13:15-13:30,189,81,45,45.83,229.17,90,24.2,24.22,0,0,15.32,0,0,14.6,21.78,0,111.31,48.4,70.55,26.9071,5.49,26.9071,2.42,0,96.79,14.94,75.26,57.78,0,53.23,24.79,14.94,33,19.61,37.33,90,43,33,88.92,33,37.33,11.66,33,11,11

55,13:30-13:45,182,78,44,45.83,229.17,89,24.2,24.22,0,0,15.26,0,0,14.6,21.78,0,111.31,48.4,70.55,26.9071,5.49,26.9071,2.42,0,96.79,14.89,75.26,57.78,0,53.23,24.79,14.89,35.5,22.01,36.33,90,43,33,82.05,33,36.33,9.34,33,11.83,11.84

56,13:45-14:00,182,78,44,45.83,229.17,88,24.2,24.22,0,0,15.04,0,0,14.6,21.78,0,111.31,48.4,70.55,26.9071,5.49,26.9071,2.42,0,96.79,14.68,75.26,57.78,0,53.23,24.79,14.68,38.5,25.01,37.67,90,43,33,80.76,33,37.67,9.66,33,12.83,12.84

57,14:00-14:15,182,78,42,45.83,229.17,85,24.2,25.22,0,0,14.65,0,0,14.88,21.78,0,111.31,48.4,70.55,26.9071,5.68,26.9071,2.42,0,96.79,14.3,75.26,57.78,0,53.23,24.79,14.3,30,36.01,38,90,43,33,79,33,38,10,33,10,10

58,14:15-14:30,179,76,41,45.83,229.17,83,24.2,25.22,0,0,14.18,0,0,14.88,21.78,0,111.31,48.4,70.55,26.9071,5.68,26.9071,2.42,0,96.79,13.84,75.26,57.78,0,53.23,24.79,13.84,30.5,37.02,38.33,87,41,33,76.96,33,38.33,10.66,33,10.17,10.16

59,14:30-14:45,168,72,41,41.67,208.33,78,24.2,25.22,0,0,13.59,0,0,14.88,21.78,0,111.31,48.4,70.55,26.9071,5.68,26.9071,2.42,0,96.79,13.26,75.26,57.78,0,53.23,24.79,13.26,32,38.02,38.67,83,40,33,68.69,33,38.67,9,33,10.67,10.66

60,14:45-15:00,161,69,40,40.8,204.01,75,24.2,25.22,0,0,11.7,0,0,14.88,21.78,0,171.94,48.4,70.55,26.9071,5.68,26.9071,2.42,0,96.79,11.41,75.26,57.78,0,53.23,24.79,11.41,33.5,40.02,39,80,38,33,60.36,33,39,9.66,33,11.17,11.16

61,15:00-15:15,158,67,39,39.15,195.73,72,24.2,25.22,0,0,10.98,0,0,14.88,21.78,0,171.94,48.4,70.55,26.9071,5.87,26.9071,2.42,0,96.79,10.72,75.26,57.78,0,53.23,24.79,10.72,34.5,43.02,39.33,76,37,33,49.95,33,39.33,9.66,33,11.5,11.5

62,15:15-15:30,147,63,36,38.29,191.47,68,24.2,24.22,0,0,10.24,0,0,14.88,21.78,0,171.94,48.4,70.55,26.9071,5.87,26.9071,2.42,0,96.79,9.99,75.26,57.78,0,53.23,24.79,9.99,34.5,44.02,39.67,71,34,33,42.2,33,39.67,10,33,11.5,11.5

63,15:30-15:45,137,58,34,36.7,183.49,64,24.2,24.22,0,0,9.46,0,0,14.88,21.78,0,171.94,48.4,70.55,26.9071,5.87,26.9071,2.42,0,96.79,9.23,75.26,57.78,0,100.84,24.79,9.23,44,43.82,40,66,32,33,41.59,33,40,13.34,33,14.67,14.66

64,15:45-16:00,126,54,31,33.93,169.65,59,24.2,25.22,0,0,8.72,0,0,14.88,21.78,0,228.02,48.4,70.55,26.9071,5.87,26.9071,2.42,0,96.79,8.51,91.95,76.74,0,100.84,24.79,8.51,46,43.82,40.67,61,29,33,40.67,33,40.67,14,33,15.33,15.34

65,16:00-16:15,112,48,28,30.05,150.26,57,24.2,25.22,0,0,7.93,0,0,15.06,21.78,0,228.02,48.4,70.55,26.9071,6.05,26.9071,2.42,0,96.79,7.74,111.31,76.74,0,100.84,24.79,7.74,47.5,37.02,41.33,58,27,33,38.73,33,41.33,15,33,15.83,15.84

66,16:15-16:30,102,43,26,28.24,141.21,52,24.2,26.24,0,0,7.02,0,0,15.06,21.78,0,228.02,48.4,70.55,26.9071,6.05,26.9071,2.42,0,96.79,6.85,134.15,57.78,0,100.84,24.79,6.85,49.5,38.02,42,51,24,33,36.03,33,42,15.34,33,16.5,16.5

67,16:30-16:45,91,39,25,24.12,120.6,44,24.2,26.24,0,0,6.19,0,0,15.06,21.78,0,228.02,48.4,70.55,26.9071,6.05,26.9071,2.42,0,96.79,6.04,134.15,76.74,0,100.84,24.79,6.04,51.5,39.02,42.67,44,21,33,31.05,33,42.67,15.34,33,17.17,17.16

68,16:45-17:00,77,33,20,20.51,102.54,38,24.2,26.24,0,0,5.26,0,0,15.06,21.78,0,228.02,48.4,70.55,26.9071,6.05,26.9071,2.42,0,96.79,5.14,134.15,76.74,0,100.84,24.79,5.14,54,40.02,41.67,37,18,22.8,24.96,33,41.67,15.66,33,18,18

69,17:00-17:15,63,27,16,15.78,78.9,31,24.2,26.24,0,48.4,4.38,0,0,15.06,21.78,96.79,171.94,48.4,70.55,3,6.33,3,2.42,0,96.79,4.28,116.15,57.78,0,100.84,24.79,4.28,52.5,40.02,43.33,32,16,15.8,19.27,33,43.33,19,33,17.5,17.5

70,17:15-17:30,53,22,13,11.94,59.68,27,24.2,26.24,0,48.4,3.58,0,0,15.06,21.78,96.79,171.94,48.4,70.55,3,6.33,3,2.42,0,96.79,3.49,134.15,57.78,0,100.84,24.79,3.49,50.5,40.02,42.33,27,13,7.9,14.03,33,42.33,18.66,33,16.83,16.84

71,17:30-17:45,39,16,10,8.21,41.07,18,24.2,25.74,0,48.4,2.73,0,0,15.06,21.78,96.79,171.94,48.4,70.55,3,6.33,3,2.42,0,96.79,2.66,134.15,57.78,0,100.84,24.79,2.66,50.5,43.02,46,20,10,3,9.44,33,46,17.66,32.28,16.83,16.84

72,17:45-18:00,28,12,7,7.96,39.79,15,24.2,25.74,0,48.4,1.97,0,0,15.06,21.78,96.79,171.94,48.4,70.55,3,6.33,3,2.42,0,96.79,1.92,134.15,57.78,0,100.84,24.79,1.92,50.5,43.02,44.33,15,7,0,5.48,22.99,44.33,16.66,21.83,16.83,16.84

73,18:00-18:15,21,9,7,4.81,24.08,12,24.2,26.75,0,48.4,1.5,0,0,15.06,21.78,96.79,228.02,48.4,70.55,3,6.89,3,2.42,0,96.79,1.46,134.15,76.74,0,100.84,24.79,1.46,48.5,43.02,43,9,5,0,2.35,0,43,15.66,0,16.17,16.16

74,18:15-18:30,11,4,5,3.06,15.31,8,24.2,26.75,0,48.4,1.07,0,0,15.06,21.78,96.79,228.02,48.4,70.55,3,6.89,3,2.42,0,96.79,1.04,134.15,76.74,0,100.84,24.79,1.04,46,43.02,41,6,3,0,0.01,0,41,15.34,0,15.33,15.34

75,18:30-18:45,7,3,3,2.15,10.77,6,24.2,26.75,0,48.4,0.54,0,0,15.06,21.78,96.79,262.78,48.4,70.55,25.9717,6.89,32,2.42,0,96.79,0.53,134.15,75.5,0,100.84,24.79,0.53,44,43.02,38.33,1,1,0,0,0,38.33,15,0,14.67,14.66

76,18:45-19:00,4,1,2,0.84,4.2,4,24.2,27.26,0,48.4,0.2,0,0,15.06,21.78,96.79,262.78,48.4,70.55,25.9717,6.89,32,2.42,0,96.79,0.19,134.15,75.5,0,100.84,24.79,0.19,41.5,43.02,35,0,0,0,0,0,35,14.66,0,13.83,13.84

77,19:00-19:15,1,0,1,0.19,0.94,2,24.2,28.26,0,48.4,0.05,0,0,15.06,21.78,96.79,262.78,48.4,94.83,26.8708,6.7,26.8708,2.42,0,96.79,0.05,134.15,75.5,0,100.84,24.79,0.05,36.5,43.02,33,0,0,0,0,0,33,13.66,0,12.17,12.16

