Block,Time,NR/30092023/31122025/SH-07,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/23032024/30032024/HP-64,NR/30092023/26122029/SH-06,NR/01102023/23072042/L_NR_2012_04,NR/23032024/30032024/HP-60,NR/01102023/30042040/GNA_LT_35,NR/01102023/31102037/L_NR_2019_11,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/30042040/GNA_LT_36,WR/16032024/31032024/TPDDL/PMG/MSEDCL/Banking/12112023,WR/01102023/29112042/RUMS(L_NR_2019_06),L_NR_2019_19,NR/01032024/31032024/NVVN/OA/16997,NR/22102023/11042047/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,WR/01102023/01102023/L_NR_2022_09,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/31032046/L_NR_2020_05,NR/01032024/31032024/SJVN010324NR1589,NR/26072023/31072042/L_NR_2023_07,NR/01012024/31032024/ ChanjuII,SR/01032024/31032024/SWAP ARRANGEMENT LOA D.NO.366 DT.31-08-2023,NR/01032024/31032024/SJVN010324NR1588,WR/01102023/30052048/L_NR_2022_10,NR/01102023/02012046/L_NR_2021_17,NR/01102023/08032047/L_NR_2021_14,NR/01102023/06022042/L_NR_2012_02,WR/01102023/01102023/L_NR_2020_06,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,NR/23032024/30032024/HP-57,NR/01102023/05012040/L_NR_2020_02,SR/16032024/31032024/SWAP ARRANGEMENT LOA.NO.365 DT.31-08-2023,NR/01102023/14082046/L_NR_2021_16,NR/01102023/22052037/LT-59,SR/01032024/31032024/SJVN010324NR1590,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/13082046/L_NR_2021_12,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31052040/LT-31,SR/01102023/07102043/L_NR_2018_61,NR/01102023/19072037/LT-05
7,01:30-01:45,25.530000,27.030000,29.540000,25.530000,134.010000,74.090000,0.000000,2.530000,0.000000,0.000000,193.100000,0,0,48.280000,0,0,0,54.33,22.66,0,30.83,0,92.5,0,0,0.000000,48.28,0,54.33,0,0,130.630000,30.84,0,0,173.020000,1.670000,48.28,0,2.720000,0,48.280000,0,76.550000,0.000000,6.61,57.910000

8,01:45-02:00,25.530000,27.030000,29.540000,25.530000,134.010000,74.090000,0.000000,2.530000,0.000000,0.000000,193.100000,0,0,48.280000,0,0,0,54.67,22.34,0,31,0,93,0,0,0.000000,48.28,0,54.67,0,0,130.630000,31,0,0,173.020000,1.670000,48.28,0,2.720000,0,48.280000,0,76.550000,0.000000,6.61,57.910000

9,02:00-02:15,25.530000,27.030000,29.540000,25.530000,134.010000,74.090000,0.000000,2.380000,0.000000,0.000000,193.100000,0,0,48.280000,0,0,0,55,21.66,0,31.5,0,94.5,0,0,0.000000,48.28,0,55,0,0,130.630000,31.5,0,0,173.020000,1.670000,48.28,0,2.480000,0,48.280000,0,76.550000,0.000000,6.61,47.310000

10,02:15-02:30,25.530000,27.030000,29.540000,25.530000,134.010000,74.090000,0.000000,2.380000,0.000000,0.000000,193.100000,0,0,48.280000,0,0,0,56,21.34,0,32,0,96,0,0,0.000000,48.28,0,56,0,0,130.630000,32,0,0,173.020000,1.670000,48.28,0,2.480000,0,48.280000,0,76.550000,0.000000,6.61,35.200000

11,02:30-02:45,25.530000,27.030000,29.540000,25.530000,134.010000,74.090000,0.000000,2.380000,0.000000,0.000000,193.100000,0,0,48.280000,0,0,0,46.67,20.66,0,28.67,0,86,0,0,0.000000,48.28,0,46.67,0,0,130.630000,28.66,0,0,173.020000,1.670000,48.28,0,2.480000,0,48.280000,0,52.780000,0.000000,6.61,35.200000

12,02:45-03:00,25.530000,27.030000,29.540000,25.530000,134.010000,74.090000,0.000000,2.380000,0.000000,0.000000,193.100000,0,0,48.280000,0,0,0,47,20,0,28.5,0,85.5,0,0,0.000000,48.28,0,47,0,0,130.630000,28.5,0,0,173.020000,1.670000,48.28,0,2.480000,0,48.280000,0,52.780000,0.000000,6.61,35.200000

13,03:00-03:15,25.530000,27.030000,29.540000,25.530000,134.010000,74.090000,0.000000,2.310000,0.000000,0.000000,193.100000,0,0,48.280000,0,0,0,38,17.66,0,23.67,0,71,0,0,0.000000,48.28,0,38,0,0,130.630000,23.66,0,0,173.020000,1.620000,48.28,0,2.480000,0,48.280000,0,52.780000,0.000000,6.61,35.200000

14,03:15-03:30,25.530000,27.030000,29.540000,25.530000,134.010000,74.090000,0.000000,2.310000,0.000000,0.000000,193.100000,0,0,48.280000,0,0,0,39,17.66,0,23.5,0,70.5,0,0,0.000000,48.28,0,39,0,0,130.630000,23.5,0,0,173.020000,1.620000,48.28,0,2.480000,0,48.280000,0,52.780000,0.000000,6.61,35.200000

15,03:30-03:45,25.530000,27.030000,29.540000,25.530000,134.010000,74.090000,0.000000,2.310000,0.000000,0.000000,193.100000,0,0,48.280000,0,0,0,39.67,18,0,23,0,69,0,0,0.000000,48.28,0,39.67,0,0,130.630000,23,0,0,173.020000,1.620000,48.28,0,2.480000,0,48.280000,0,52.780000,0.000000,6.61,35.200000

16,03:45-04:00,25.530000,27.030000,29.540000,25.530000,134.010000,74.090000,0.000000,2.310000,0.000000,0.000000,193.100000,0,0,48.280000,0,0,0,40,18.34,0,22.83,0,68.5,0,0,0.000000,48.28,0,40,0,0,130.630000,22.84,0,0,173.020000,1.620000,48.28,0,2.480000,0,48.280000,0,52.780000,0.000000,6.61,35.200000

17,04:00-04:15,25.530000,27.030000,29.540000,25.530000,134.010000,74.090000,0.000000,2.310000,0.000000,0.000000,193.100000,0,0,48.280000,0,0,0,53,16.34,0,22,0,66,0,0,0.000000,48.28,0,53,0,0,130.630000,22,0,0,173.020000,1.620000,48.28,0,2.330000,0,48.280000,0,52.780000,0.000000,6.61,35.200000

18,04:15-04:30,25.530000,27.030000,29.540000,25.530000,134.010000,74.090000,0.000000,2.310000,0.000000,0.000000,193.100000,0,0,48.280000,0,0,0,54,16,0,21.5,0,64.5,0,0,0.000000,48.28,0,54,0,0,130.630000,21.5,0,0,173.020000,1.620000,48.28,0,2.330000,0,48.280000,0,52.780000,0.000000,6.61,35.200000

19,04:30-04:45,25.530000,26.070000,29.540000,25.530000,134.010000,74.090000,0.000000,2.150000,0.000000,0.000000,193.100000,0,0,48.280000,0,0,0,55,12,0,21,0,63,0,0,0.000000,48.28,0,55,0,0,130.630000,21,0,0,173.020000,1.620000,48.28,0,2.480000,0,48.280000,0,76.550000,0.000000,6.61,35.200000

20,04:45-05:00,25.530000,26.070000,29.540000,25.530000,134.010000,74.090000,0.000000,2.150000,0.000000,0.000000,193.100000,0,0,48.280000,0,0,0,55.67,11,0,20.5,0,61.5,0,0,0.000000,48.28,0,55.67,0,0,130.630000,20.5,0,0,173.020000,1.620000,48.28,0,2.480000,0,48.280000,0,76.550000,0.000000,6.61,35.200000

21,05:00-05:15,25.530000,26.070000,29.540000,25.530000,134.010000,74.090000,0.000000,2.080000,0.000000,0.000000,193.100000,0,0,48.280000,0,0,0,55.67,10.34,0,24.17,0,72.5,0,0,0.000000,48.28,0,55.67,0,0,130.630000,24.16,0,0,173.020000,1.620000,48.28,0,2.480000,0,48.280000,0,76.550000,0.000000,6.61,35.200000

22,05:15-05:30,25.530000,26.070000,29.540000,25.530000,134.010000,74.090000,0.000000,2.080000,0.000000,0.000000,193.100000,0,0,48.280000,0,0,0,55.67,9.66,0,23.5,0,70.5,0,0,0.000000,48.28,0,55.67,0,0,130.630000,23.5,0,0,173.020000,1.620000,48.28,0,2.480000,0,48.280000,0,76.550000,0.000000,6.61,47.310000

23,05:30-05:45,25.530000,26.070000,29.540000,25.530000,134.010000,74.090000,0.000000,2.080000,0.000000,0.000000,193.100000,0,0,48.280000,0,0,0,55.67,14,0,23,0,69,0,0,0.000000,48.28,0,55.67,0,0,130.630000,23,0,0,173.020000,1.620000,48.28,0,2.480000,0,53.100000,0,76.550000,0.000000,6.61,51.570000

24,05:45-06:00,25.530000,26.070000,29.540000,25.530000,134.010000,74.090000,0.000000,2.080000,0.000000,0.000000,193.100000,0,0,48.280000,0,0,0,55.33,13.66,0,21.83,0,65.5,0,0,0.000000,48.28,0,55.33,0,0,130.630000,21.84,0,0,173.020000,1.620000,48.28,0,2.480000,0,53.100000,0,76.550000,0.000000,6.61,55.830000

25,06:00-06:15,24.460000,26.070000,0.000000,30.900000,134.010000,0.000000,0.000000,2.080000,0.000000,0.000000,96.550000,0,0,48.280000,0,0,0,53.33,12.66,0,21.33,0,64,0,0,0.000000,48.28,0,53.33,0,0,130.630000,21.34,0,0,0.000000,1.570000,48.28,0,2.480000,0,82.070000,0,87.090000,0.000000,6.61,57.910000

26,06:15-06:30,24.460000,25.100000,0.000000,30.900000,134.010000,0.000000,0.000000,2.080000,0.000000,0.000000,96.550000,1,0.671784,48.280000,0,0,0,52.33,12.66,0,20.33,0.5,61,0,0,0.000000,48.28,0,52.33,0,0,130.630000,20.34,0,0,0.000000,1.570000,48.28,0,2.480000,0,89.320000,0.01,87.090000,0.000000,6.61,57.910000

27,06:30-06:45,24.460000,25.100000,0.000000,30.900000,134.010000,0.000000,0.000000,2.080000,0.000000,0.000000,96.550000,8.14,4.507768,48.280000,0,0,0,45.67,16.66,1,26.67,5,80,0,0,0.000000,48.28,0,45.67,0,0,130.630000,26.66,0,0,0.000000,1.570000,48.28,0,2.480000,0,89.320000,0.01,87.090000,0.000000,6.61,57.910000

28,06:45-07:00,24.460000,25.100000,0.000000,30.900000,134.010000,0.000000,0.030000,2.080000,0.000000,0.030000,96.550000,14.94,10.7096,48.280000,0,0.5,0,43.67,16,3,25.83,15,77.5,0,1,0.000000,48.28,0,43.67,0,0.27,130.630000,25.84,1,0.39,0.000000,1.570000,48.28,0,2.480000,0,89.320000,1.96,87.090000,0.030000,6.61,57.910000

29,07:00-07:15,24.460000,24.140000,0.000000,30.900000,134.010000,0.000000,0.200000,2.000000,0.000000,0.210000,96.550000,24.12,17.81688,48.280000,2,1,1,41,15.34,10,23.5,25,70.5,0,4,0.000000,48.28,0,41,0,2.28,130.630000,23.5,1,1.73,0.000000,1.570000,48.28,0,2.480000,0,89.320000,8.65,87.090000,0.200000,6.61,57.910000

30,07:15-07:30,24.460000,24.140000,0.000000,30.900000,134.010000,0.000000,0.630000,2.000000,0.000000,0.650000,96.550000,26.87,26.209312,48.280000,6,5,3,39.33,15,26.87,22.5,26.86,67.5,0,11,0.000000,48.28,0,39.33,0,5.8,130.630000,22.5,4,3.82,0.000000,1.570000,48.28,0,2.480000,0,89.320000,19.09,87.090000,0.630000,6.61,57.910000

31,07:30-07:45,24.460000,23.170000,0.000000,30.900000,134.010000,0.000000,1.370000,2.000000,0.000000,1.400000,96.550000,27.53,36.94812,48.280000,12,7,6,37.67,14,27.53,20.17,27.54,60.5,0,14,0.000000,48.28,0,37.67,0,10.95,130.630000,20.16,6,6.84,0.000000,1.570000,48.28,0,2.480000,0,89.320000,34.18,87.090000,1.370000,6.61,57.910000

32,07:45:08:00,24.460000,23.170000,0.000000,30.900000,134.010000,0.000000,2.410000,2.000000,0.000000,2.470000,96.550000,27.7,49.108384,48.280000,20,11,10,36,13,27.7,19.5,27.7,58.5,0,32,0.000000,48.28,0,36,0,17.63,130.630000,19.5,13,10.6,0.000000,1.570000,48.28,0,2.480000,0,89.320000,52.98,87.090000,2.410000,6.61,57.910000

33,08:00-08:15,24.460000,23.170000,0.000000,30.900000,134.010000,0.000000,3.490000,2.000000,0.000000,3.570000,96.550000,30.23,61.161552,48.280000,28,14,14,32.67,12.34,30.23,17.5,30.24,52.5,0,53,0.000000,48.28,0,32.67,0,25.09,130.630000,17.5,22,14.88,0.000000,1.570000,48.28,0,2.480000,0,89.320000,74.4,87.090000,3.490000,6.61,57.910000

34,08:15-08:30,24.460000,23.170000,0.000000,30.900000,134.010000,0.000000,4.920000,2.000000,0.000000,5.030000,96.550000,30.23,72.309272,48.280000,37,18,18,30,11.66,30.23,15.33,30.24,46,0,70,0.000000,48.28,0,30,0,32.19,130.630000,15.34,30,19.56,0.000000,1.570000,48.28,0,2.480000,0,89.320000,97.83,76.550000,4.920000,6.61,57.910000

35,08:30-08:45,24.460000,24.140000,0.000000,30.900000,134.010000,0.000000,6.300000,2.000000,0.000000,6.470000,96.550000,30.73,82.785208,48.280000,45,23.1,22,38.67,10.66,30.73,20,30.74,60,0,88,0.000000,48.28,0,38.67,0,39.81,130.630000,20,37,24.07,0.000000,1.570000,48.28,0,2.100000,0,89.320000,120.36,76.550000,6.300000,6.61,57.910000

36,08:45:09:00,24.460000,24.140000,0.000000,30.900000,134.010000,0.000000,7.650000,2.000000,0.000000,7.840000,96.550000,30.73,93.017744,48.280000,52,27.1,26,36.33,10,30.73,19.67,30.74,59,0,105,0.000000,48.28,0,36.33,0,47.37,130.630000,19.66,45,28.29,0.000000,1.570000,48.28,0,2.100000,0,89.320000,141.47,76.550000,7.650000,6.61,57.910000

37,09:00:09:15,24.460000,23.170000,0.000000,30.900000,134.010000,0.000000,9.010000,2.000000,0.000000,9.230000,96.550000,30.73,98.23624,48.280000,60,30.4,30,48.33,9.66,30.73,19,30.74,57,0,119,0.000000,48.28,0,48.33,0,54.56,130.630000,19,51,32.34,0.000000,1.620000,48.28,0,2.100000,14.48,89.320000,161.71,76.550000,9.010000,6.61,57.910000

38,09:15-09:30,24.460000,23.170000,0.000000,30.900000,134.010000,0.000000,10.230000,2.000000,0.000000,10.480000,96.550000,30.73,107.38808,48.280000,67,33.5,33,46.67,9.34,30.73,18.33,30.74,55,0,137,0.000000,48.28,0,46.67,0,61.16,130.630000,18.34,58,36.05,0.000000,1.620000,48.28,0,2.100000,14.48,89.320000,180.23,76.550000,10.230000,6.61,57.910000

39,09:30-09:45,30.900000,23.170000,0.000000,30.900000,134.010000,0.000000,11.370000,2.000000,0.000000,11.660000,96.550000,31.92,116.033648,48.280000,73,36.5,37,45,9.66,31.92,24.17,31.91,72.5,0,151,0.000000,48.28,0,45,0,67.52,130.630000,24.16,64,37.45,0.000000,1.620000,48.28,0,1.550000,14.48,89.320000,187.25,76.550000,11.370000,6.61,57.910000

40,09:45-10:00,30.900000,23.170000,0.000000,30.900000,134.010000,0.000000,12.370000,2.000000,0.000000,12.670000,96.550000,31.92,123.471952,48.280000,79,39.5,39,41.67,9.66,31.92,23.67,31.91,71,0,165,0.000000,48.28,0,41.67,0,73.53,130.630000,23.66,70,40.91,0.000000,1.620000,48.28,0,1.550000,14.48,89.320000,204.55,76.550000,12.370000,6.61,57.910000

41,10:00-10:15,30.900000,23.170000,0.000000,30.900000,134.010000,0.000000,13.350000,2.000000,0.000000,13.690000,96.550000,31.92,129.790616,48.280000,83,41.1,42,33.33,11.34,31.92,12.5,31.91,37.5,0,168,0.000000,48.28,0,33.33,0,79,130.630000,12.5,72,43.99,0.000000,1.620000,48.28,0,1.550000,14.48,89.320000,219.94,76.550000,13.350000,6.01,57.910000

42,10:15-10:30,30.900000,23.170000,0.000000,30.900000,134.010000,0.000000,14.180000,2.000000,0.000000,14.540000,96.550000,31.92,135.057792,48.280000,88,43.2,44,31.67,11.34,31.92,12.5,31.91,37.5,0,179,0.000000,48.28,0,31.67,0,83.78,130.630000,12.5,76,46.16,0.000000,1.620000,48.28,0,1.790000,14.48,72.410000,230.83,76.550000,14.180000,6.01,57.910000

43,10:30-10:45,30.900000,23.170000,0.000000,24.460000,134.010000,0.000000,14.920000,2.000000,0.000000,15.290000,96.550000,31.92,139.438992,48.280000,92,43.3,46,30,11,31.92,12.5,31.91,37.5,0,189,0.000000,48.28,0,30,0,87.98,130.630000,12.5,81,46.67,0.000000,1.620000,48.28,0,1.790000,14.48,72.410000,233.33,76.550000,14.920000,6.01,57.910000

44,10:45-11:00,30.900000,23.170000,0.000000,24.460000,134.010000,0.000000,15.670000,2.000000,0.000000,16.060000,96.550000,31.88,143.489168,48.280000,95,45,47,26.67,11,31.88,12.5,31.89,37.5,0,193,0.000000,48.28,0,26.67,0,91.39,130.630000,12.5,82,46.67,0.000000,1.620000,48.28,0,1.790000,14.48,53.100000,233.33,76.550000,15.670000,6.01,57.910000

45,11:00-11:15,30.900000,23.170000,0.000000,24.460000,134.010000,0.000000,16.260000,2.080000,0.000000,16.670000,96.550000,31.88,146.517064,48.280000,95,46,47,23.33,7.66,31.88,11.67,31.89,35,0,193,0.000000,48.28,0,23.33,0,92.31,112.920000,11.66,82,46.67,0.000000,1.620000,48.28,0,1.790000,14.48,53.100000,233.33,76.550000,16.260000,6.01,57.910000

46,11:15-11:30,30.900000,23.170000,0.000000,24.460000,134.010000,0.000000,16.810000,2.080000,0.000000,17.230000,96.550000,31.88,149.233408,48.280000,95,46,47,24,8,31.88,11.33,31.89,34,0,193,0.000000,48.28,0,24,0,92.92,112.920000,11.34,82,46.67,0.000000,1.620000,48.28,0,1.790000,14.48,53.100000,233.33,76.550000,16.810000,6.01,57.910000

47,11:30-11:45,30.900000,23.170000,0.000000,24.460000,134.010000,0.000000,16.810000,2.080000,0.000000,17.230000,96.550000,31.88,150.674336,48.280000,95,46.5,47,31.67,8.34,31.88,11.33,31.89,34,0,193,0.000000,48.28,0,31.67,0,92.92,112.920000,11.34,82,46.67,0.000000,1.620000,48.28,0,1.790000,14.48,53.100000,233.33,76.550000,16.810000,6.01,57.910000

48,11:45-12:00,30.900000,23.170000,0.000000,24.460000,134.010000,0.000000,16.810000,2.080000,0.000000,17.230000,96.550000,31.88,151.229288,48.280000,95,46.5,47,31.33,8.34,31.88,11.33,31.89,34,0,193,0.000000,48.28,0,31.33,0,92.92,112.920000,11.34,82,46.67,0.000000,1.620000,48.28,0,1.790000,14.48,53.100000,233.33,76.550000,16.810000,6.01,57.910000

49,12:00-12:15,30.900000,24.140000,0.000000,24.460000,134.010000,0.000000,16.810000,2.380000,0.000000,17.230000,96.550000,31.88,150.791168,48.280000,95,46.5,47,31,8.34,31.88,11.67,31.89,35,0,196,0.000000,48.28,0,31,0,92.92,112.920000,11.66,84,46.67,0.000000,1.670000,48.28,0,1.790000,14.48,53.100000,233.33,76.550000,16.810000,6.01,57.910000

50,12:15-12:30,30.900000,24.140000,0.000000,24.460000,134.010000,0.000000,16.810000,2.380000,0.000000,17.230000,96.550000,31.88,150.56724,48.280000,95,46.5,47,30.67,8.34,31.88,12,31.89,36,0,196,0.000000,48.28,0,30.67,0,92.92,112.920000,12,84,46.67,0.000000,1.670000,48.28,0,1.790000,14.48,53.100000,233.33,76.550000,16.810000,6.01,47.310000

51,12:30-12:45,25.530000,24.140000,0.000000,25.530000,134.010000,0.000000,16.810000,2.380000,0.000000,17.230000,96.550000,31.88,149.437864,48.280000,95,45.7,47,30,8.34,31.88,9.83,31.89,29.5,0,196,0.000000,48.28,0,30,0,92.92,112.920000,9.84,84,46.67,0.000000,1.850000,48.28,0,2.170000,14.48,53.100000,233.33,76.550000,16.810000,6.21,33.120000

52,12:45-13:00,25.530000,24.140000,0.000000,25.530000,134.010000,0.000000,16.810000,2.380000,0.000000,17.230000,96.550000,31.88,148.191656,48.280000,95,45.7,47,30,8.34,31.88,10,31.89,30,0,196,0.000000,48.28,0,30,0,92.86,94.730000,10,84,46.67,0.000000,1.850000,48.28,0,2.170000,14.48,53.100000,233.33,52.420000,16.810000,6.41,33.120000

53,13:00-13:15,25.530000,24.140000,0.000000,25.530000,113.930000,0.000000,16.810000,2.460000,0.000000,17.230000,96.550000,31.88,147.490664,48.280000,95,45.7,47,31.67,8.66,31.88,10.33,31.89,31,0,203,0.000000,48.28,0,31.67,0,93.08,70.600000,10.34,87,46.67,0.000000,1.850000,48.28,0,2.170000,14.48,53.100000,233.33,33.790000,16.810000,6.41,33.120000

54,13:15-13:30,25.530000,24.140000,0.000000,25.530000,94.620000,0.000000,16.810000,2.460000,0.000000,17.230000,96.550000,31.88,146.400232,48.280000,95,45.7,47,33,9,31.88,10.83,31.89,32.5,0,203,0.000000,48.28,0,33,0,92.71,64.690000,10.84,87,46.67,0.000000,1.850000,48.28,0,2.170000,14.48,53.100000,233.33,33.790000,16.810000,6.61,33.120000

55,13:30-13:45,25.530000,22.210000,0.000000,25.530000,113.930000,0.000000,16.810000,2.460000,0.000000,17.230000,96.550000,32.22,144.978776,48.280000,95,45.7,47,33.67,9.66,32.22,11.33,32.21,34,0,203,0.000000,48.28,0,33.67,0,92.72,84.810000,11.34,87,46.67,0.000000,1.850000,48.28,0,2.330000,14.48,53.100000,233.33,33.290000,16.810000,6.81,33.120000

56,13:45-14:00,25.530000,22.210000,0.000000,25.530000,134.010000,0.000000,16.510000,2.460000,0.000000,16.920000,96.550000,32.22,142.019032,48.280000,95,45.7,47,36,10.34,32.22,12.5,32.21,37.5,0,203,0.000000,48.28,0,36,0,92.52,84.810000,12.5,87,46.67,0.000000,1.850000,48.28,0,2.330000,14.48,53.100000,233.33,33.290000,16.510000,6.81,33.120000

57,14:00-14:15,25.530000,22.210000,0.000000,25.530000,134.010000,0.000000,16.370000,2.460000,0.000000,16.780000,96.550000,32.22,138.075952,48.280000,95,45,47,39.67,12.34,32.22,13.67,32.21,41,0,203,0.000000,48.28,0,39.67,0,92.22,84.810000,13.66,87,48,0.000000,1.850000,48.28,0,2.330000,14.48,53.100000,240,52.280000,16.370000,7.41,33.120000

58,14:15-14:30,25.530000,22.210000,0.000000,25.530000,134.010000,0.000000,15.920000,2.460000,0.000000,16.320000,96.550000,32.38,133.587656,48.280000,95,44.4,47,43.33,13.66,32.38,15,32.39,45,0,200,0.000000,48.28,0,43.33,0,91.75,84.810000,15,85,48,0.000000,1.850000,48.28,0,2.330000,14.48,53.100000,240,52.280000,15.920000,10.01,33.120000

59,14:30-14:45,25.530000,22.210000,0.000000,25.530000,134.010000,0.000000,15.310000,2.460000,0.000000,15.690000,96.550000,32.38,128.768336,48.280000,95,43.8,47,49.33,15.34,32.38,17,32.39,51,0,193,0.000000,48.28,0,49.33,0,91.36,84.810000,17,82,48,0.000000,1.850000,48.28,0,2.640000,14.48,53.100000,240,52.280000,15.310000,9.81,33.120000

60,14:45-15:00,25.530000,22.210000,0.000000,25.530000,134.010000,0.000000,14.520000,2.460000,0.000000,14.880000,96.550000,32.38,123.238288,48.280000,88,42.2,44,53,17,32.38,18.33,32.39,55,0,186,0.000000,48.28,0,53,0,88.49,84.810000,18.34,79,48,0.000000,1.850000,48.28,0,2.640000,14.48,53.100000,240,52.280000,14.520000,9.61,57.910000

61,15:00-15:15,25.530000,22.210000,0.000000,25.530000,134.010000,0.000000,12.680000,2.530000,0.000000,13.000000,96.550000,32.38,117.396688,48.280000,81,39.1,41,55.33,21.66,32.38,21.83,32.39,65.5,0,182,0.000000,48.28,0,55.33,0,84.69,84.810000,21.84,78,46.34,0.000000,1.850000,48.28,0,2.640000,14.48,53.100000,231.68,52.280000,12.680000,11.01,57.910000

62,15:15-15:30,25.530000,22.210000,0.000000,25.530000,134.010000,0.000000,12.000000,2.530000,0.000000,12.300000,96.550000,32.38,109.296336,48.280000,75,37,37,56.33,22.34,32.38,23,32.39,69,0,165,0.000000,48.28,0,56.33,0,80.24,84.810000,23,70,43.76,0.000000,1.850000,48.28,0,2.640000,14.48,53.100000,218.78,52.280000,12.000000,10.81,57.910000

