Block,Time,SH-06,L_NR_2018_61,LT-05,L_NR_2020_02,L_NR_2019_19,L_NR_2019_11,LT-36,L_NR_2012_01,LT-31,LT-35,L_NR_2023_04,LT-59,LT_MEJA_Delhi,L_NR_2012_02,L_NR_2012_04,SH-07,L_NR_2012_07,L_NR_2021_17,L_NR_2020_07,L_NR_2021_13,L_NR_2020_05,L_NR_2019_06,L_NR_2021_16,L_NR_2022_08,L_NR_2019_07,L_NR_2022_09,L_NR_2019_05,L_NR_2022_10,L_NR_2021_15,L_NR_2021_12,L_NR_2020_06,L_NR_2021_14
92,22:45-23:00,30.950000,37.58,115.730000,6.790000,0.000000,6.540000,0.000000,101.310000,0.000000,0.000000,0.000000,6.310000,3.230000,261.720000,272.020000,11.030000,87.240000,0,14.78,0,44.31,0,0,12.03,0,28.01,0,28.01,0,0,14.77,0

93,23:00-23:15,30.950000,37.56,115.730000,6.330000,0.000000,6.540000,0.000000,101.310000,0.000000,0.000000,0.000000,5.920000,3.230000,261.720000,272.020000,11.030000,87.240000,0,16.43,0,49.31,0,0,12.49,0,28.88,0,28.88,0,0,16.44,0

94,23:15-23:30,30.950000,37.51,115.730000,6.330000,0.000000,6.540000,0.000000,101.310000,0.000000,0.000000,0.000000,5.920000,3.230000,261.720000,272.020000,11.030000,87.240000,0,16.62,0,49.83,0,0,13.65,0,29.21,0,29.21,0,0,16.61,0

95,23:30-23:45,30.950000,37.21,115.730000,6.330000,0.000000,6.540000,0.000000,101.310000,0.000000,0.000000,0.000000,5.920000,3.230000,261.720000,272.020000,11.030000,87.240000,0,16.71,0,50.12,0,0,14.21,0,29.86,0,29.86,0,0,16.7,0

96,23:45-24:00,30.950000,37.12,115.730000,6.330000,0.000000,6.540000,0.000000,101.310000,0.000000,0.000000,0.000000,5.920000,3.230000,261.720000,272.020000,11.030000,87.240000,0,16.99,0,50.99,0,0,15.21,0,30.35,0,30.35,0,0,17,0

