Block,Time Block,DADRT2,CHAMERA1,BSIUL,CHAMERA3,CHAMERA2,DHAULIGNGA,BRBCL,DADRI_GF,DADRI_RF,DADRI_LF,UNCHAHAR1,UNCHAHAR4,TALST2,TANAKPUR,TelanganaSTPP,URI2,UNCHAHAR3,TEHRI,UNCHAHAR2,URI,TANDA2,ANTA_CRF,ANTA_RF,VALLURNTECL,AURY_LF,ANTA_LF,AURY_GF,DADRI_CRF,ANTA_GF,AURY_CRF,AURY_RF,NLCIIST2,NLCTS2EXP,NNTPP,NTPL,PARBATI3,RIHAND2,SASAN,TALA,RIHAND1,SIMHST1,SINGRAULI_HYDRO,RAMPUR,RSTPSU1TO6,SIMHST2,RAPPC,RSTPSU7,SALAL,SEWA2,SINGRAULI,RIHAND3,RAPPB,KOTESHWR,KKNP,NLCEXP,NLCIIST1,KKNPPU2,KUDGI,KOLDAM,NJPC,MAPS,NAPP,KGSU3AND4,KHSTPP-II,KISHANGANGA,KHSTPP-I,JHAJJAR,KGSU1AND2,FSTPP I & II,DULHASTI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,354.78,0,0,0,0,0,13.2,0,0,0,11.02,0,0,5.51,0,4.12,13.87,0,22.28,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.43,333.59,0,60.44,0,0,0,0,0,51.68,0,1.34,0,91.22,118.84,0,8.49,0,0,0,0,0,0,19.91,0,42.37,0,93.36,0,18.3,344.12,0,9.57,0,0,0,0,0,0

7,01:30-01:45,354.78,0,0,0,0,0,12.95,0,0,0,11.02,0,0,0.24,0,4.12,13.87,0,22.28,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.43,333.59,0,60.44,0,0,0,0,0,51.68,0,1.34,0,91.22,118.84,0,8.49,0,0,0,0,0,0,19.91,0,42.37,0,93.36,0,18.3,344.12,0,9.57,0,0,0,0,0,0

8,01:45-02:00,354.78,0,0,0,0,0,13.63,0,0,0,11.02,0,0,0.24,0,4.12,13.87,0,22.28,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.43,333.59,0,60.44,0,0,0,0,0,51.68,0,1.34,0,91.22,118.84,0,8.49,0,0,0,0,0,0,19.91,0,42.37,0,93.36,0,18.3,344.12,0,9.57,0,0,0,0,0,0

9,02:00-02:15,354.78,0,0,0,0,0,14.36,0,0,0,11.02,0,0,0.24,0,4.12,13.87,0,22.28,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.43,333.59,0,60.44,0,0,0,0,0,51.68,0,1.34,0,91.22,118.84,0,8.49,0,0,0,0,0,0,0,0,42.37,0,93.36,0,18.3,344.12,0,9.57,0,0,0,0,0,0

10,02:15-02:30,354.78,0,0,0,0,0,14.55,0,0,0,11.02,0,0,0.24,0,4.12,13.87,0,22.28,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.43,333.59,0,60.44,0,0,0,0,0,51.68,0,8.88,0,91.22,118.84,0,8.49,0,0,0,0,0,0,0,0,42.37,0,93.36,0,18.3,344.12,0,9.57,0,0,0,0,0,0

11,02:30-02:45,354.78,0,0,0,0,0,13.33,0,0,0,11.02,0,0,0.24,0,4.12,13.87,0,22.28,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.43,333.59,0,60.44,0,0,0,0,0,51.68,0,39.99,0,91.22,118.84,0,8.49,0,0,0,0,0,0,0,0,42.37,0,93.36,0,18.3,344.12,0,9.57,0,0,0,0,0,0

12,02:45-03:00,354.78,0,0,0,0,0,13.73,0,0,0,11.02,0,0,0.24,0,4.12,13.87,0,22.28,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.43,333.59,0,60.44,0,0,0,0,0,51.68,0,39.99,0,91.22,118.84,0,8.49,0,0,0,0,0,0,0,0,42.37,0,93.36,0,18.3,344.12,0,9.57,0,0,0,0,0,0

13,03:00-03:15,354.78,0,0,0,0,0,16.34,0,0,0,11.02,0,0,0.24,0,4.12,13.87,0,22.28,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.43,333.59,0,60.44,0,0,0,0,0,51.68,0,39.99,0,91.22,118.84,0,8.49,0,0,0,0,0,0,0,0,42.37,0,93.36,0,18.3,344.12,0,9.57,0,0,0,0,0,0

14,03:15-03:30,354.78,0,0,0,0,0,16.61,0,0,0,11.02,0,0,0.24,0,4.12,13.87,0,22.28,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.43,333.59,0,60.44,0,0,0,0,0,51.68,0,39.99,0,91.22,118.84,0,8.49,0,0,0,0,0,0,0,0,42.37,0,93.36,0,18.3,344.12,0,9.57,0,0,0,0,0,0

15,03:30-03:45,354.78,0,0,0,0,0,15.24,0,0,0,11.02,0,0,0.24,0,4.12,13.87,0,22.28,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.43,333.59,0,60.44,0,0,0,0,0,51.68,0,39.99,0,91.22,118.84,0,8.49,0,0,0,0,0,0,0,0,42.37,0,93.36,0,18.3,344.12,0,9.57,0,0,0,0,0,0

16,03:45-04:00,354.78,0,0,0,0,0,16.1,0,0,0,11.02,0,0,0.24,0,4.12,13.87,0,22.28,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.43,333.59,0,60.44,0,0,0,0,0,51.68,0,39.99,0,91.22,118.84,0,8.49,0,0,0,0,0,0,0,0,42.37,0,93.36,0,18.3,344.12,0,9.57,0,0,0,0,0,0

17,04:00-04:15,354.78,0,0,0,0,0,15.39,0,0,0,11.02,0,0,0.24,0,4.12,13.87,0,22.28,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.43,333.59,0,60.44,0,0,0,0,0,51.68,0,8.88,0,91.22,118.84,0,8.49,0,0,0,0,0,0,0,0,42.37,0,93.36,0,18.3,344.12,0,9.57,0,0,0,0,0,0

18,04:15-04:30,354.78,0,0,0,0,0,17.85,0,0,0,11.02,0,0,0.24,0,4.12,13.87,0,22.28,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.43,333.59,0,60.44,0,0,0,0,0,51.68,0,1.34,0,91.22,118.84,0,8.49,0,0,0,0,0,0,0,0,42.37,0,93.36,0,18.3,344.12,0,9.57,0,0,0,0,0,0

19,04:30-04:45,354.78,0,0,0,0,0,18.48,0,0,0,11.02,0,0,0.24,0,4.12,13.87,0,22.28,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.43,333.59,0,60.44,0,0,0,0,0,51.68,0,1.34,0,91.22,118.84,0,8.49,0,0,0,0,0,0,0,0,42.37,0,93.36,0,18.3,344.12,0,9.57,0,0,0,0,0,0

20,04:45-05:00,354.78,0,0,0,0,0,18.48,0,0,0,11.02,0,0,0.24,0,4.12,13.87,0,22.28,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.43,333.59,0,60.44,0,0,0,0,0,51.68,0,1.34,0,91.22,118.84,0,8.49,0,0,0,0,0,0,0,0,42.37,0,93.36,0,18.3,344.12,0,9.57,0,0,0,0,0,0

21,05:00-05:15,354.78,0,0,0,0,0,19.12,0,0,0,11.48,0,0,0.24,0,4.12,13.87,0,22.28,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.23,333.59,0,85.08,0,0,0,0,0,51.68,0,1.34,0,102.59,118.84,0,8.49,0,0,0,0,0,0,0,0,42.37,0,93.36,0,18.3,344.12,0,9.57,0,0,0,0,0,0

22,05:15-05:30,354.78,0,0,0,0,0,19.12,0,0,0,11.48,0,0,0.24,0,4.12,13.87,0,22.28,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.51,333.59,0,87.94,0,0,0,0,0,51.68,0,1.34,0,102.59,118.84,0,8.49,0,0,0,0,0,0,0,0,42.37,0,93.36,0,18.3,344.12,0,9.57,0,0,0,0,0,0

23,05:30-05:45,354.78,0,0,0,0,0,19.12,0,0,0,11.48,0,0,0.24,0,4.12,13.87,0,22.28,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.51,333.59,0,87.94,0,0,0,0,0,51.68,0,1.34,0,120.41,118.84,0,8.49,0,0,0,0,0,0,22.36,0,42.37,0,141.76,0,32.49,344.12,0,13.98,0,0,0,0,0,0

24,05:45-06:00,382.36,0,0,0,0,0,19.12,0,0,0,16.49,0,0,0.24,0,4.12,18.65,14.87,25.59,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.51,333.59,0,87.94,0,0,0,0,0,51.68,0,1.34,0,120.41,118.84,0,8.49,0,0,0,0,0,0,22.36,0,42.37,0,141.76,0,32.49,344.12,0,13.98,15.75,0,0,0,0,0

25,06:00-06:15,456.37,0,0,0,0,8.74,19.12,0,0,0,18.74,0,0,0.24,0,4.12,20.9,14.87,36.31,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.65,113.51,333.59,0,87.94,0,0,0,0,0,51.68,0,1.34,0,120.41,118.84,0,8.49,0,0,0,0,0,0,44.73,0,42.37,0,141.76,0,32.49,463.42,0,15.25,15.75,0,0,0,0,0

26,06:15-06:30,561.7,0,0,0,12.49,17.46,19.12,0,0,0,19.65,0,0,0.24,0,18,24.89,29.75,39.49,3.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.82,113.51,333.59,0,87.94,0,0,0,0,0,51.68,0,1.34,0,120.41,118.84,0,8.49,0,0,0,0,0,0,67.08,0,42.37,0,141.76,0,32.49,553.27,0,15.28,31.5,0,0,0,0,0

27,06:30-06:45,648.06,11.48,1.05,9.24,12.49,26.2,19.12,0,0,0,19.65,0,0,0.24,0,18,25.23,44.62,40.52,25.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.82,113.51,333.59,0,87.94,0,0,0,0,0,51.68,0,1.34,0,120.41,118.84,0,8.49,0,0,0,0,0,0,89.43,0,42.37,0,141.76,0,32.49,614.48,0,15.28,31.5,0,0,0,0,0

28,06:45-07:00,652.68,11.71,12.46,27.79,25.18,26.2,19.12,0,0,0,19.65,0,0,0.24,0,18,25.23,59.5,40.52,25.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.82,113.51,333.59,0,87.94,0,0,0,0,0,51.68,0,1.34,0,120.41,118.84,0,9.43,0,0,0,0,0,0,89.43,0,42.37,0,141.76,0,32.49,625.45,0,15.28,47.25,0,0,0,0,0

29,07:00-07:15,652.68,26.86,12.46,27.79,25.18,26.2,19.12,0,0,0,19.65,0,0,0.24,0,18,25.23,59.5,40.52,25.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.82,113.51,333.59,0,87.94,0,0,0,0,0,51.68,0,1.34,7.55,120.41,118.84,0,9.43,0,0,0,0,0,0,108.63,0,42.37,0,141.76,0,32.49,625.45,0,15.28,47.25,0,0,0,0,0

30,07:15-07:30,652.68,26.86,12.46,27.79,25.18,26.2,19.12,0,0,0,19.65,0,0,0.24,0,18,25.23,59.5,40.52,25.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.82,113.51,333.59,0,87.94,0,0,0,0,0,51.68,0,1.34,15.11,120.41,118.84,0,9.43,0,0,0,0,0,0,108.63,0,42.37,0,141.76,0,32.49,625.45,0,15.28,47.25,0,0,0,0,0

31,07:30-07:45,652.68,26.86,12.46,27.79,25.18,26.2,19.12,0,0,0,19.65,0,0,0.24,0,18,25.23,59.5,40.52,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.82,113.51,333.59,0,87.94,0,0,0,0,0,51.68,0,1.34,15.11,120.41,118.84,0,9.43,0,0,0,0,0,0,108.63,0,42.37,0,141.76,0,32.49,625.45,0,15.28,47.25,0,0,0,0,0

32,07:45-08:00,652.68,26.86,12.46,27.79,25.18,26.2,18.64,0,0,0,19.65,0,0,0.24,0,18,25.23,59.5,40.52,3.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,113.51,333.59,0,87.94,0,0,0,0,0,51.68,0,1.34,15.11,120.41,118.84,0,9.43,0,0,0,0,0,0,108.63,0,42.37,0,141.76,0,32.49,625.45,0,15.28,47.25,0,0,0,0,0

33,08:00-08:15,652.68,26.86,12.46,27.79,25.18,26.2,16.88,0,0,0,19.65,0,0,5.51,0,18,25.23,59.5,40.52,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.51,333.59,0,87.94,0,0,0,0,0,51.68,0,1.34,15.11,120.41,118.84,0,9.43,0,0,0,0,0,0,108.63,0,42.37,0,141.76,0,32.49,625.45,0,15.28,47.25,0,0,0,0,0

34,08:15-08:30,652.68,26.86,12.46,27.79,25.18,26.2,19.12,0,0,0,19.65,0,0,5.51,0,4.12,25.23,59.5,40.52,25.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.51,333.59,0,87.94,0,0,0,0,0,51.68,0,1.34,8.92,120.41,118.84,0,9.43,0,0,0,0,0,0,108.63,0,42.37,0,141.76,0,32.49,625.45,0,15.28,47.25,0,0,0,0,0

35,08:30-08:45,652.68,11.48,2.1,9.24,25.18,8.74,19.12,0,0,0,19.65,0,0,5.51,0,4.12,25.23,59.5,40.52,25.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.51,333.59,0,87.94,0,0,0,0,0,51.68,0,1.34,0,120.41,118.84,0,8.49,0,0,0,0,0,0,89.43,0,42.37,0,141.76,0,32.49,625.45,0,15.28,31.5,0,0,0,0,0

36,08:45-09:00,652.68,0,0,0,12.59,0,19.12,0,0,0,19.65,0,0,5.51,0,4.12,25.23,44.62,40.52,25.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.51,333.59,0,87.94,0,0,0,0,0,51.68,0,1.34,0,120.41,118.84,0,8.49,0,0,0,0,0,0,67.08,0,42.37,0,141.76,0,32.49,625.45,0,15.28,31.5,0,0,0,0,0

37,09:00-09:15,652.68,0,0,0,12.59,0,19.12,0,0,0,19.65,0,0,0,0,18,25.23,44.62,40.52,25.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.51,333.59,0,87.94,0,0,0,0,0,51.68,0,1.34,0,120.41,118.84,0,8.49,0,0,0,0,0,0,44.73,0,42.37,0,141.76,0,32.49,596.77,0,15.28,15.75,0,0,0,0,0

38,09:15-09:30,652.68,0,0,0,12.59,0,19.12,0,0,0,19.65,0,0,0,0,18,25.23,29.75,40.52,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.51,333.59,0,87.94,0,0,0,0,0,51.68,0,1.34,0,120.41,118.84,0,8.49,0,0,0,0,0,0,22.36,0,42.37,0,141.76,0,32.49,596.77,0,15.28,0,0,0,0,0,0

39,09:30-09:45,652.68,0,0,0,12.49,0,19.12,0,0,0,19.65,0,0,0,0,18,25.23,29.75,40.52,4.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.51,333.59,0,87.94,0,0,0,0,0,51.68,0,1.34,0,120.41,118.84,0,8.49,0,0,0,0,0,0,0,0,42.37,0,141.76,0,32.49,587.21,0,15.28,0,0,0,0,0,0

40,09:45-10:00,652.68,0,0,0,12.49,0,19.12,0,0,0,19.65,0,0,0,0,18,25.23,14.87,40.52,4.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.51,333.59,0,87.94,0,0,0,0,0,51.68,0,1.34,0,120.41,118.84,0,8.49,0,0,0,0,0,0,0,0,42.37,0,141.76,0,32.49,587.21,0,15.28,0,0,0,0,0,0

41,10:00-10:15,652.68,0,0,0,12.49,0,18.42,0,0,0,19.65,0,0,0,0,4.12,25.23,0,40.52,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.51,333.59,0,87.94,0,0,0,0,0,51.68,0,1.34,0,120.41,118.84,0,8.49,0,0,0,0,0,0,0,0,42.37,0,141.76,0,32.49,568.09,0,15.28,0,0,0,0,0,0

42,10:15-10:30,652.68,0,0,0,0,0,17.67,0,0,0,19.65,0,0,0,0,4.12,25.23,0,40.52,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.51,333.59,0,87.94,0,0,0,0,0,51.68,0,1.34,0,120.41,118.84,0,8.49,0,0,0,0,0,0,0,0,42.37,0,141.76,0,32.49,547.06,0,15.28,0,0,0,0,0,0

43,10:30-10:45,653.01,0,0,0,0,0,19.02,0,0,0,19.65,0,0,0,0,4.12,25.23,0,40.52,3.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.51,333.59,0,87.94,0,0,0,0,0,51.68,0,1.34,0,120.41,118.84,0,8.49,0,0,0,0,0,0,0,0,42.37,0,141.76,0,32.49,529.86,0,15.28,0,0,0,0,0,0

44,10:45-11:00,653.01,0,0,0,0,0,18.92,0,0,0,19.65,0,0,0,0,4.12,25.23,0,40.52,3.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.51,333.59,0,87.94,0,0,0,0,0,51.68,0,1.34,0,120.41,118.84,0,8.49,0,0,0,0,0,0,0,0,42.37,0,141.76,0,32.49,514.56,0,15.28,0,0,0,0,0,0

45,11:00-11:15,633.4,0,0,0,0,0,17.37,0,0,0,19.65,0,0,0,0,4.12,25.23,0,40.52,14.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.51,333.59,0,87.94,0,0,0,0,0,51.68,0,1.34,0,120.41,118.84,0,8.49,0,0,0,0,0,0,0,0,42.37,0,141.76,0,32.49,568.65,0,15.28,0,0,0,0,0,0

46,11:15-11:30,601.85,0,0,0,0,0,18.07,0,0,0,19.65,0,0,0,0,4.12,25.23,0,40.52,14.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.51,333.59,0,87.94,0,0,0,0,0,51.68,0,1.34,0,120.41,118.84,0,8.49,0,0,0,0,0,0,0,0,42.37,0,141.76,0,32.49,492.09,0,15.28,0,0,0,0,0,0

47,11:30-11:45,525.74,0,0,0,0,0,19.12,0,0,0,19.65,0,0,0,0,4.12,25.23,0,40.52,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.51,333.59,0,87.94,0,0,0,0,0,51.68,0,1.34,0,120.41,118.84,0,8.49,0,0,0,0,0,0,0,0,42.37,0,141.76,0,32.49,492.09,0,15.28,0,0,0,0,0,0

48,11:45-12:00,468.39,0,0,0,0,0,19.12,0,0,0,19.65,0,0,0,0,4.12,25.23,0,40.52,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.51,333.59,0,87.94,0,0,0,0,0,51.68,0,1.34,0,120.41,118.84,0,8.49,0,0,0,0,0,0,0,0,42.37,0,141.76,0,32.49,492.09,0,15.28,0,0,0,0,0,0

49,12:00-12:15,420.6,0,0,0,0,0,19.12,0,0,0,19.65,0,0,0,0,4.12,25.23,0,40.52,4.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.51,317.24,0,87.94,0,0,0,0,0,51.68,0,1.34,0,120.41,118.84,0,8.49,0,0,0,0,0,0,0,0,42.37,0,141.76,0,32.49,375.13,0,15.28,0,0,0,0,0,0

50,12:15-12:30,372.8,0,0,0,0,0,19.12,0,0,0,19.65,0,0,0,0,4.12,25.23,0,40.52,4.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.51,301.11,0,87.94,0,0,0,0,0,51.68,0,1.34,0,120.41,118.84,0,8.49,0,0,0,0,0,0,0,0,42.37,0,141.76,0,32.49,348.37,0,15.28,0,0,0,0,0,0

51,12:30-12:45,372.8,0,0,0,0,0,19.12,0,0,0,16.49,0,0,0,0,4.12,20.35,0,33.82,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.51,284.97,0,87.94,0,0,0,0,0,51.68,0,1.34,0,120.41,118.84,0,8.49,0,0,0,0,0,0,0,0,42.37,0,141.76,0,32.49,377.38,0,15.28,0,0,0,0,0,0

52,12:45-13:00,310.67,0,0,0,0,0,19.12,0,0,0,16.49,0,0,0,0,4.12,20.35,0,33.82,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.51,264.55,0,87.94,0,0,0,0,0,51.68,0,1.34,0,120.41,118.84,0,8.49,0,0,0,0,0,0,0,0,42.37,0,141.76,0,32.49,377.38,0,15.28,0,0,0,0,0,0

53,13:00-13:15,310.67,0,0,0,0,0,19.12,0,0,0,16.49,0,0,0,0,4.12,20.35,0,33.82,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.51,264.55,0,87.94,0,0,0,0,0,51.68,0,1.34,0,120.41,118.84,0,8.49,0,0,0,0,0,0,0,0,42.37,0,141.76,0,32.49,377.38,0,15.28,0,0,0,0,0,0

54,13:15-13:30,310.67,0,0,0,0,0,19.12,0,0,0,16.49,0,0,0,0,4.12,20.35,0,33.82,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.51,264.55,0,87.94,0,0,0,0,0,51.68,0,1.34,0,120.41,118.84,0,8.49,0,0,0,0,0,0,0,0,42.37,0,120.25,0,29.21,377.38,0,15.28,0,0,0,0,0,0

55,13:30-13:45,310.67,0,0,0,0,0,19.12,0,0,0,16.49,0,0,0,0,4.12,20.35,0,33.82,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.51,264.55,0,87.94,0,0,0,0,0,51.68,0,1.34,0,120.41,118.84,0,8.49,0,0,0,0,0,0,0,0,42.37,0,120.25,0,29.21,377.38,0,15.28,0,0,0,0,0,0

56,13:45-14:00,301.11,0,0,0,0,0,19.12,0,0,0,16.49,0,0,0,0,4.12,20.35,0,33.82,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.51,264.55,0,87.94,0,0,0,0,0,51.68,0,1.34,0,120.41,118.84,0,8.49,0,0,0,0,0,0,0,0,42.37,0,120.25,0,29.21,377.38,0,15.28,0,0,0,0,0,0

57,14:00-14:15,305.89,0,0,0,0,0,19.12,0,0,0,16.49,0,0,0,0,4.12,20.35,0,33.82,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.51,264.55,0,87.94,0,0,0,0,0,51.68,0,1.34,0,120.41,118.84,0,8.49,0,0,0,0,0,0,0,0,42.37,0,140.62,0,32.4,377.38,0,15.28,0,0,0,0,0,0

58,14:15-14:30,305.89,0,0,0,0,0,19.12,0,0,0,16.49,0,0,0,0,4.12,20.35,0,33.82,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.51,264.55,0,87.94,0,0,0,0,0,51.68,0,1.34,0,120.41,118.84,0,8.49,0,0,0,0,0,0,0,0,42.37,0,141.76,0,32.49,377.38,0,15.28,0,0,0,0,0,0

59,14:30-14:45,301.11,0,0,0,0,0,19.12,0,0,0,16.49,0,0,0,0,4.12,20.35,0,33.82,4.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.51,264.55,0,87.94,0,0,0,0,0,51.68,0,1.34,0,120.41,118.84,0,8.49,0,0,0,0,0,0,0,0,42.37,0,141.76,0,32.49,377.38,0,15.28,0,0,0,0,0,0

60,14:45-15:00,382.36,0,0,0,0,0,19.12,0,0,0,16.49,0,0,0,0,4.12,20.35,0,33.82,4.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.51,264.55,0,87.94,0,0,0,0,0,51.68,0,1.34,0,120.41,118.84,0,8.49,0,0,0,0,0,0,0,0,42.37,0,141.76,0,32.49,377.38,0,15.28,0,0,0,0,0,0

61,15:00-15:15,428.89,0,0,0,0,0,19.12,0,0,0,18.33,0,0,0,0,4.12,23.21,0,40.52,10.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.51,264.55,0,87.94,0,0,0,0,0,51.68,0,1.34,0,120.41,118.84,0,8.49,0,0,0,0,0,0,0,0,42.37,0,141.76,0,32.49,377.38,0,15.28,0,0,0,0,0,0

62,15:15-15:30,482.73,0,0,0,0,0,19.12,0,0,0,19.65,0,0,0,0,4.12,25.23,0,40.52,10.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.51,264.55,0,87.94,0,0,0,0,0,51.68,0,1.34,0,120.41,118.84,0,8.49,0,0,0,0,0,0,0,0,42.37,0,141.76,0,32.49,377.38,0,15.28,0,0,0,0,0,0

