Block,Time,NR/01102023/31102037/L_NR_2019_11,NR/20122023/31122023/HPX-GTAMLDCRA-141223-05422,NR/20122023/31122023/HPX-GTAMLDCRA-141223-05421,NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_36,NR/20122023/29022024/IEX_LDC_231218_00502,NR/20122023/29022024/IEX_LDC_231218_00501,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/19072037/LT-05,WR/01102023/24112044/L_NR_2020_07,NR/01102023/22052037/LT-59,NR/23122023/31122023/HP-17,WR/01102023/01102023/L_NR_2020_06,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02012046/L_NR_2021_17,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/L_NR_2019_05,WR/01102023/30052048/L_NR_2022_10,NR/01102023/30042040/GNA_LT_35,WR/01102023/29112042/RUMS(L_NR_2019_06),SR/01122023/31122023/BYPL_KSEB_DEC23,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/23122023/31122023/SJVN231223NR1309,NR/01102023/06022042/L_NR_2012_02,NR/26072023/25122043/L_NR_2023_10,WR/01102023/01102023/L_NR_2022_09,NR/01102023/06022042/L_NR_2012_07,NR/01102023/25122043/GNA_MEJA_DELHI,WR/01102023/16072048/L_NR_2022_08,L_NR_2019_19,NR/01102023/25072045/L_NR_2021_15,NR/30092023/26122029/SH-06,NR/30092023/31122025/SH-07,NR/01122023/31122023/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,WR/01102023/31032046/L_NR_2020_05,NR/01102023/15082037/GNA_NR_2012_01,NR/22102023/11042047/L_NR_2021_17,NR/23122023/31122023/SJVN231223NR1310,NR/01102023/14082046/L_NR_2021_16,NR/01102023/31052040/LT-31,NR/23122023/31122023/HP-21,NR/01102023/13082046/L_NR_2021_12,NR/01102023/05012040/L_NR_2020_02,NR/01102023/02122045/L_NR_2021_13,SR/01102023/07102043/L_NR_2018_61
7,01:30-01:45,1.140000,14.410000,5.760000,148.550000,0.000000,11.520000,8.160000,23.050000,70.020000,20.59,1.090000,114.620000,20.59,0,0,0,0,32.35,0.000000,0,48.02,0,0,0,169.250000,0,32.35,56.300000,0.000000,17.26,0,0,25.580000,25.580000,96.040000,61.77,50.900000,0,0,0,0.000000,147.310000,0,1.660000,0,18.49

8,01:45-02:00,1.140000,14.410000,5.760000,148.550000,0.000000,11.520000,8.160000,23.050000,70.020000,20.15,1.090000,114.620000,20.16,0,0,0,0,32.89,0.000000,0,48.02,0,0,0,169.250000,0,32.89,56.300000,0.000000,16.45,0,0,25.580000,25.580000,96.040000,60.46,50.900000,0,0,0,0.000000,147.310000,0,1.660000,0,18.43

9,02:00-02:15,1.140000,14.410000,5.760000,148.550000,0.000000,11.520000,8.160000,23.050000,70.020000,19.29,1.090000,114.620000,19.29,0,0,0,0,32.92,0.000000,0,48.02,0,0,0,169.250000,0,32.92,56.300000,0.000000,10.22,0,0,25.580000,25.580000,96.040000,57.87,50.900000,0,0,0,0.000000,147.310000,0,1.660000,0,15.74

10,02:15-02:30,1.140000,14.410000,5.760000,148.550000,0.000000,11.520000,8.160000,23.050000,70.020000,18.74,1.090000,114.620000,18.73,0,0,0,0,33.45,0.000000,0,48.02,0,0,0,169.250000,0,33.45,56.300000,0.000000,10.03,0,0,25.580000,25.580000,96.040000,56.22,50.900000,0,0,0,0.000000,147.310000,0,1.660000,0,15.82

11,02:30-02:45,1.140000,14.410000,5.760000,148.550000,0.000000,11.520000,8.160000,23.050000,70.020000,18.32,1.090000,114.620000,18.33,0,0,0,0,33.94,0.000000,0,48.02,0,0,0,169.250000,0,33.94,56.300000,0.000000,9.97,0,0,25.580000,25.580000,96.040000,54.97,50.900000,0,0,0,0.000000,147.310000,0,1.660000,0,16.09

12,02:45-03:00,1.140000,14.410000,5.760000,148.550000,0.000000,11.520000,8.160000,23.050000,70.020000,17.99,1.090000,114.620000,18,0,0,0,0,34.96,0.000000,0,48.02,0,0,0,169.250000,0,34.96,56.300000,0.000000,9.94,0,0,25.580000,25.580000,96.040000,53.99,50.900000,0,0,0,0.000000,147.310000,0,1.660000,0,16.29

13,03:00-03:15,1.140000,14.410000,5.760000,148.550000,0.000000,11.520000,8.160000,23.050000,70.020000,15.19,1.090000,114.620000,15.17,0,0,0,0,35.98,0.000000,0,48.02,0,0,0,169.250000,0,35.98,56.300000,0.000000,14.21,0,0,25.580000,25.580000,96.040000,45.56,50.900000,0,0,0,0.000000,147.310000,0,1.660000,0,16.31

14,03:15-03:30,1.140000,14.410000,5.760000,148.550000,0.000000,11.520000,8.160000,23.050000,70.020000,15.62,1.090000,114.620000,15.63,0,0,0,0,37,0.000000,0,48.02,0,0,0,169.250000,0,37,56.300000,0.000000,13.77,0,0,25.580000,25.580000,96.040000,46.88,50.900000,0,0,0,0.000000,147.310000,0,1.660000,0,16.39

15,03:30-03:45,1.140000,14.410000,5.760000,148.550000,0.000000,11.520000,8.160000,23.050000,70.020000,15.64,1.090000,114.620000,15.64,0,0,0,0,37.51,0.000000,0,48.02,0,0,0,169.250000,0,37.51,56.300000,0.000000,11.77,0,0,25.580000,25.580000,96.040000,46.92,50.900000,0,0,0,0.000000,147.310000,0,1.660000,0,16.42

16,03:45-04:00,1.140000,14.410000,5.760000,148.550000,0.000000,11.520000,8.160000,23.050000,70.020000,15.75,1.090000,114.620000,15.76,0,0,0,0,37.8,0.000000,0,48.02,0,0,0,169.250000,0,37.8,56.300000,0.000000,11.45,0,0,25.580000,25.580000,96.040000,47.26,50.900000,0,0,0,0.000000,147.310000,0,1.660000,0,16.45

17,04:00-04:15,1.140000,14.410000,5.760000,148.550000,0.000000,11.520000,8.160000,23.050000,70.020000,15.94,1.090000,114.620000,15.96,0,0,0,0,36.21,0.000000,0,48.02,0,0,0,169.250000,0,36.21,56.300000,0.000000,11.22,0,0,25.580000,25.580000,96.040000,47.83,50.900000,0,0,0,0.000000,147.310000,0,1.660000,0,16.56

18,04:15-04:30,1.140000,14.410000,5.760000,148.550000,0.000000,11.520000,8.160000,23.050000,70.020000,16.14,1.090000,114.620000,16.15,0,0,0,0,36.12,0.000000,0,48.02,0,0,0,169.250000,0,36.12,56.300000,0.000000,11.11,0,0,25.580000,25.580000,96.040000,48.43,50.900000,0,0,0,0.000000,147.310000,0,1.660000,0,16.74

19,04:30-04:45,1.140000,14.410000,5.760000,148.550000,0.000000,11.520000,8.160000,23.050000,70.020000,16.3,1.090000,114.620000,16.3,0,0,0,0,36.18,0.000000,0,48.02,0,0,0,169.250000,0,36.18,55.340000,0.000000,10.07,0,0,25.580000,25.580000,96.040000,48.9,50.900000,0,0,0,0.000000,147.310000,0,1.660000,0,17.54

20,04:45-05:00,1.140000,14.410000,5.760000,148.550000,0.000000,11.520000,8.160000,22.090000,70.020000,16.35,1.090000,114.620000,16.34,0,0,0,0,36.26,0.000000,0,48.02,0,0,0,169.250000,0,36.26,55.340000,0.000000,10.11,0,0,25.580000,25.580000,96.040000,49.03,50.900000,0,0,0,0.000000,147.310000,0,1.660000,0,18.34

21,05:00-05:15,1.140000,14.410000,5.760000,148.550000,0.000000,11.520000,8.160000,22.090000,65.880000,13.04,0.770000,114.620000,13.05,0,0,0,0,36.09,0.000000,0,48.02,0,0,0,204.480000,0,36.09,55.340000,0.000000,10.15,0,0,30.730000,14.780000,96.040000,39.13,48.020000,0,0,0,0.000000,147.310000,0,1.660000,0,19.34

22,05:15-05:30,1.140000,14.410000,5.760000,148.550000,0.000000,11.520000,8.160000,22.090000,65.880000,13.21,0.770000,114.620000,13.22,0,0,0,0,36.12,0.000000,0,48.02,0,0,0,204.480000,0,36.12,55.340000,0.000000,10.1,0,0,30.730000,14.780000,96.040000,39.64,48.020000,0,0,0,0.000000,147.310000,0,1.660000,0,20.54

23,05:30-05:45,1.140000,14.410000,5.760000,148.550000,0.000000,11.520000,8.160000,22.090000,65.880000,11,0.930000,114.620000,11,0,0,0,0,31.83,0.000000,0,48.02,0,0,0,204.480000,0,31.83,55.340000,0.000000,7.34,0,0,30.730000,14.780000,96.040000,33,48.020000,0,0,0,0.000000,147.310000,0,1.660000,0,21.89

24,05:45-06:00,1.140000,14.410000,5.760000,192.080000,0.000000,11.520000,8.160000,22.090000,65.880000,11,0.930000,114.620000,11,0,0,0,0,31.4,0.000000,0,48.02,0,0,0,204.480000,0,31.4,55.340000,0.000000,7.34,0,0,30.730000,14.780000,96.040000,33,48.020000,0,0,0,0.000000,147.310000,0,1.660000,0,22.72

25,06:00-06:15,1.140000,14.410000,5.760000,230.500000,0.000000,11.520000,8.160000,22.090000,74.350000,11,0.930000,0.000000,11,0,0,0,0,30.79,0.000000,0,48.02,0,0,0,238.090000,0,30.79,63.020000,0.000000,7.34,0,0,30.730000,0.000000,96.040000,33,48.020000,0,0,0,0.000000,250.750000,0,1.660000,0,21.72

26,06:15-06:30,1.140000,14.410000,5.760000,270.110000,0.000000,11.520000,8.160000,22.090000,65.880000,11,0.930000,0.000000,11,0,0,0,0,30.19,0.000000,0,48.02,0,0,0,257.300000,0,30.19,75.190000,0.000000,7.34,0,0,30.730000,0.000000,96.040000,33,48.020000,0,0,0,0.000000,250.750000,0,1.660000,0,21.88

27,06:30-06:45,1.140000,14.410000,5.760000,270.110000,0.000000,11.520000,8.160000,22.090000,65.880000,11,0.930000,0.000000,11,0,0,0,0,29.81,0.000000,0,48.02,0,0.5,0,257.300000,0,29.81,75.190000,0.000000,7.34,0,0,30.730000,0.000000,96.040000,33,78.750000,0,0,0,0.000000,250.750000,0,1.660000,0,22.28

28,06:45-07:00,1.140000,14.410000,5.760000,270.110000,0.000000,11.520000,8.160000,22.090000,65.880000,11,0.930000,0.000000,11,0,0,0,0,29.08,0.000000,0,48.02,0,3,0,257.300000,0,29.08,86.630000,0.000000,7.34,0,0,30.730000,0.000000,96.040000,33,100.590000,0,0,0,0.000000,250.750000,0,1.660000,0,22.63

29,07:00-07:15,1.100000,14.410000,5.760000,270.110000,0.000000,11.520000,8.160000,22.090000,94.120000,11,0.930000,0.000000,11,0,0,0,1,29,0.000000,1,48.02,0,10,0,257.300000,0,29,86.630000,0.000000,7.34,0.87624,0,30.730000,0.000000,96.040000,33,100.590000,0,0,0,0.000000,250.750000,0,1.660000,0,18.23

30,07:15-07:30,1.100000,14.410000,5.760000,270.110000,0.060000,11.520000,8.160000,21.130000,114.830000,11,0.930000,0.000000,11,1,0,0,1.58,29.45,0.060000,8.34,48.02,1,18,0,257.300000,0,29.45,86.630000,0.000000,7.34,6.007112,0,30.730000,0.000000,96.040000,33,100.590000,0,0,0,0.060000,250.750000,0,1.660000,0,18.53

31,07:30-07:45,1.100000,14.410000,5.760000,270.110000,0.260000,11.520000,8.160000,21.130000,114.830000,11,0.930000,0.000000,11,2,0,0.33,14.37,29.82,0.260000,27.29,48.02,3,27.29,0,257.300000,1,29.82,86.630000,0.000000,7.34,13.1436,1,30.730000,0.000000,96.040000,33,100.590000,1,0,0,0.260000,250.750000,2.44,1.660000,0.49,18.82

32,07:45:08:00,1.100000,14.410000,5.760000,270.110000,0.700000,11.520000,8.160000,20.170000,114.830000,11,0.930000,0.000000,11,11,0,1,23.32,30.58,0.680000,23.31,48.02,5,23.32,0,257.300000,4,30.58,86.630000,0.000000,7.34,21.02976,2,30.730000,0.000000,96.040000,33,100.590000,3,0,0,0.680000,250.750000,12.23,1.660000,2.44,18.94

33,08:00-08:15,1.100000,14.410000,5.760000,270.110000,1.390000,11.520000,8.160000,19.210000,114.830000,11,1.010000,0.000000,11,18,0,6.14,25.32,23.29,1.370000,25.31,48.02,8,25.32,0,257.300000,7,23.29,86.630000,0.000000,7.34,30.629456,5,30.730000,0.000000,96.040000,33,100.590000,4,0,0,1.370000,250.750000,27.79,1.660000,5.56,27.29

34,08:15-08:30,1.100000,14.410000,5.760000,270.110000,2.280000,11.520000,8.160000,19.210000,114.830000,11,1.010000,0.000000,11,25,0,14.53,26.98,23.24,2.230000,26.99,48.02,12,26.98,0,257.300000,10,23.24,86.630000,0.000000,7.34,41.91348,8,30.730000,0.000000,96.040000,33,100.590000,6,0,0,2.230000,250.750000,48.14,1.660000,9.63,27.24

35,08:30-08:45,1.100000,14.410000,5.760000,270.110000,3.410000,11.520000,8.160000,19.210000,114.830000,11,1.010000,0.000000,11,29,0,22.85,27.82,23.11,3.320000,27.81,48.02,14,27.82,0,257.300000,13,23.11,86.630000,0.000000,7.34,53.771928,11,30.730000,0.000000,96.040000,33,100.590000,7,0,0,3.320000,250.750000,73.87,1.660000,14.77,27.26

36,08:45:09:00,1.100000,14.410000,5.760000,270.110000,4.700000,11.520000,8.160000,19.210000,114.830000,11,1.010000,0.000000,11,36,0,29.72,28.48,22.99,4.580000,28.49,48.02,17,28.48,0,257.300000,16,22.99,86.630000,0.000000,7.34,64.919648,16.5,30.730000,0.000000,96.040000,33,100.590000,8,0,0,4.580000,250.750000,96.29,1.660000,19.26,27.38

37,09:00:09:15,1.100000,14.410000,5.760000,270.110000,6.090000,11.520000,8.160000,19.210000,114.830000,11,1.010000,0.000000,11,53,0,37.17,28.48,22.74,5.950000,28.49,48.02,25,28.48,0,257.300000,22,22.74,86.630000,0.000000,7.34,75.346904,21,30.620000,30.250000,96.040000,33,100.590000,12,0,0,5.950000,250.750000,111.08,1.660000,22.22,25.74

38,09:15-09:30,1.100000,14.410000,5.760000,270.110000,7.440000,11.520000,8.160000,19.210000,114.830000,11,1.010000,0.000000,11,63,0,45.36,30.48,22.62,7.260000,30.49,48.02,30,30.48,0,257.300000,27,22.62,86.630000,0.000000,7.34,84.576632,24.5,30.620000,30.250000,96.040000,33,100.590000,15,0,0,7.260000,250.750000,130.02,1.660000,26,25.88

39,09:30-09:45,1.100000,14.410000,5.760000,270.110000,8.660000,11.520000,8.160000,19.210000,114.830000,8.09,1.010000,0.000000,8.09,74,0,52.56,30.48,16.55,8.450000,30.49,48.02,35,30.48,0,257.300000,31,16.55,86.630000,0.000000,6.66,92.959328,27,30.620000,30.250000,96.040000,24.27,100.590000,17,0,0,8.450000,250.750000,146.93,1.660000,29.39,20.4

40,09:45-10:00,1.100000,14.410000,5.760000,270.110000,9.780000,11.520000,8.160000,19.210000,114.830000,7.76,1.010000,0.000000,7.75,84,0,58.43,30.98,15.88,9.540000,30.99,48.02,41,30.98,0,257.300000,36,15.88,86.630000,0.000000,6.66,100.641032,34,30.620000,30.250000,96.040000,23.27,100.590000,21,0,0,9.540000,250.750000,162.82,1.660000,32.56,20.73

41,10:00-10:15,1.140000,14.410000,5.760000,270.110000,10.770000,11.520000,8.160000,0.000000,114.830000,7.61,1.010000,0.000000,7.61,130,0,64.11,30.98,15.22,10.510000,30.99,48.02,65,30.98,24.01,257.300000,55,15.22,86.630000,0.000000,5.66,107.709368,36,30.730000,30.730000,96.040000,22.82,100.590000,32,28.81,0,10.510000,250.750000,176.74,1.660000,35.35,20.94

42,10:15-10:30,1.140000,14.410000,5.760000,270.110000,11.610000,11.520000,8.160000,0.000000,114.830000,7.05,1.010000,0.000000,7.06,144,0,69.2,30.98,14.67,11.340000,30.99,48.02,72,30.98,24.01,257.300000,61,14.67,86.630000,0.000000,5.66,114.00856,39,30.730000,30.730000,96.040000,21.16,100.590000,36,28.81,0,11.340000,250.750000,189.47,1.660000,37.89,20.94

43,10:30-10:45,1.140000,14.410000,5.760000,270.110000,12.320000,11.520000,8.160000,0.000000,114.830000,6.94,1.010000,0.000000,6.94,144,0,74.09,30.98,14.67,12.020000,30.99,48.02,67,30.98,24.01,257.300000,61,14.67,86.630000,0.000000,5.66,107.53412,40,30.730000,30.730000,96.040000,20.83,100.590000,33,28.81,0,12.020000,250.750000,195.15,1.660000,39.03,19.41

44,10:45-11:00,1.140000,14.410000,5.760000,270.110000,12.910000,11.520000,8.160000,0.000000,114.830000,6.67,1.010000,0.000000,6.66,154,0,78.34,30.98,14.67,12.600000,30.99,48.02,71,30.98,24.01,257.300000,66,14.67,86.630000,0.000000,5.66,112.538424,41,30.730000,30.730000,96.040000,20,100.590000,36,28.81,0,12.600000,250.750000,205.67,1.660000,41.13,19.1

45,11:00-11:15,1.180000,14.410000,5.760000,270.110000,13.470000,11.520000,8.160000,0.000000,108.240000,6.67,1.010000,0.000000,6.66,154,0,81.64,31.15,14.67,13.140000,31.15,48.02,75,31.15,24.01,257.300000,66,14.67,86.630000,0.000000,5.66,116.432824,42.5,30.730000,30.730000,96.040000,20,100.590000,37,28.81,0,13.140000,250.750000,214.23,1.710000,42.84,19.5

46,11:15-11:30,1.180000,14.410000,5.760000,270.110000,13.920000,11.520000,8.160000,0.000000,108.240000,6.67,1.010000,0.000000,6.66,165,0,84.54,31.15,14.67,13.580000,31.15,48.02,80,31.15,24.01,257.300000,70,14.67,86.630000,0.000000,5.66,119.713856,43.5,30.730000,30.730000,96.040000,20,100.590000,40,28.81,0,13.580000,250.750000,218.54,1.710000,43.71,19.97

47,11:30-11:45,1.180000,14.410000,5.760000,270.110000,14.330000,11.520000,8.160000,0.000000,108.240000,6.67,1.010000,0.000000,6.66,182,0,86.31,31.48,14.67,13.990000,31.49,48.02,87,31.48,24.01,257.300000,78,14.67,86.630000,0.000000,5.66,121.982344,42,30.730000,30.730000,96.040000,20,100.590000,43,28.81,0,13.990000,250.750000,225,1.710000,45,20.38

48,11:45-12:00,1.180000,14.410000,5.760000,270.110000,14.580000,11.520000,8.160000,0.000000,108.240000,6.67,1.010000,0.000000,6.66,189,0,88.73,31.48,14.67,14.230000,31.49,48.02,89,31.48,24.01,257.300000,81,14.67,86.630000,0.000000,5.66,122.86832,42.5,30.730000,30.730000,96.040000,20,100.590000,45,28.81,0,14.230000,250.750000,230.42,1.710000,46.08,20.87

49,12:00-12:15,1.180000,14.410000,5.760000,270.110000,14.730000,11.520000,8.160000,0.000000,108.240000,6.67,1.010000,0.000000,6.66,193,0,88.71,31.48,14.67,14.360000,31.49,48.02,93,31.48,24.01,257.300000,82,14.67,86.630000,0.000000,5.66,126.12988,42.5,30.730000,30.730000,96.040000,20,100.590000,47,28.81,0,14.360000,250.750000,230.42,1.710000,46.08,21.11

50,12:15-12:30,1.180000,14.410000,5.760000,270.110000,14.730000,11.520000,8.160000,0.000000,108.240000,6.67,1.010000,0.000000,6.66,193,0,90.41,31.48,14.67,14.360000,31.49,48.02,93,31.48,24.01,257.300000,82,14.67,86.630000,0.000000,5.66,124.981032,41,30.730000,30.730000,96.040000,20,100.590000,47,28.81,0,14.360000,250.750000,230.42,1.710000,46.08,21.29

51,12:30-12:45,0.000000,14.410000,5.760000,270.110000,14.730000,11.520000,8.160000,0.000000,108.240000,6.67,1.010000,0.000000,6.66,193,0,90.7,31.48,14.67,14.360000,31.49,48.02,93,31.48,24.01,257.300000,82,14.67,86.630000,0.000000,5.66,123.676408,41,30.730000,30.730000,96.040000,20,100.590000,47,28.81,0,14.360000,250.750000,230.42,1.710000,46.08,16.33

52,12:45-13:00,0.000000,14.410000,5.760000,270.110000,14.730000,11.520000,8.160000,0.000000,94.120000,6.67,1.010000,0.000000,6.66,193,0,89.16,31.48,14.67,14.360000,31.49,48.02,93,31.48,24.01,257.300000,82,14.67,86.630000,0.000000,5.66,121.816832,41,30.730000,30.730000,96.040000,20,100.590000,47,28.81,0,14.360000,250.750000,230.42,1.710000,46.08,15.93

53,13:00-13:15,1.140000,14.410000,5.760000,270.110000,14.700000,11.520000,8.160000,0.000000,65.880000,6.67,1.090000,0.000000,6.66,186,0,82.78,31.48,14.67,14.330000,31.49,48.02,90,31.48,24.01,257.300000,79,14.67,66.780000,0.000000,5.66,119.538608,39,14.780000,30.730000,96.040000,20,100.590000,45,28.81,0,14.330000,250.750000,230.42,1.710000,46.08,15.53

54,13:15-13:30,1.140000,14.410000,5.760000,270.110000,14.610000,11.520000,8.160000,0.000000,65.880000,6.67,1.090000,0.000000,6.66,183,0,81.39,31.48,14.67,14.250000,31.49,48.02,87,31.48,24.01,257.300000,79,14.67,55.340000,0.000000,5.66,116.306256,38.5,14.780000,30.730000,96.040000,20,100.590000,44,28.81,0,14.250000,250.750000,230.42,1.710000,46.08,15.13

55,13:30-13:45,1.140000,14.410000,5.760000,270.110000,14.230000,11.520000,8.160000,0.000000,65.880000,6.67,1.090000,0.000000,6.66,179,0,78.65,31.48,14.67,13.890000,31.49,48.02,85,31.48,24.01,257.300000,76,14.67,55.340000,0.000000,5.66,119.928048,38,22.410000,22.410000,96.040000,20,83.020000,42,28.81,0,13.890000,250.750000,230.42,1.710000,46.08,16.24

56,13:45-14:00,1.140000,14.410000,5.760000,270.110000,13.740000,11.520000,8.160000,0.000000,65.880000,6.67,1.090000,0.000000,6.66,175,0,76.63,31.48,14.67,13.410000,31.49,48.02,80,31.48,24.01,257.300000,75,14.67,55.340000,0.000000,5.66,115.196352,37,22.410000,22.410000,96.040000,20,78.400000,40,28.81,0,13.410000,250.750000,230.42,1.710000,46.08,16.13

57,14:00-14:15,1.220000,14.410000,5.760000,270.110000,11.270000,11.520000,8.160000,0.000000,65.880000,6.67,1.090000,0.000000,6.66,161,0,74.77,31.48,14.67,10.990000,31.49,48.02,73,31.48,24.01,257.300000,69,14.67,55.340000,0.000000,5.66,109.929176,35.5,22.410000,22.410000,96.040000,20,78.400000,37,28.81,0,10.990000,250.750000,230.42,1.760000,46.08,15.98

58,14:15-14:30,1.220000,14.410000,5.760000,270.110000,10.880000,11.520000,8.160000,0.000000,65.880000,6.67,1.090000,0.000000,6.66,154,0,71.22,31.48,14.67,10.610000,31.49,48.02,68,31.48,24.01,257.300000,66,14.67,55.340000,0.000000,5.66,104.058368,34,22.410000,22.410000,96.040000,20,78.400000,34,28.81,0,10.610000,250.750000,227.9,1.760000,45.58,15.91

59,14:30-14:45,1.220000,14.410000,5.760000,270.110000,10.290000,11.520000,8.160000,0.000000,65.880000,6.67,1.090000,0.000000,6.66,140,0,66.74,31.48,14.67,10.040000,31.49,48.02,63,31.48,24.01,257.300000,60,14.67,75.190000,0.000000,5.66,97.21396,32,22.410000,22.410000,96.040000,20,50.730000,32,28.81,0,10.040000,250.750000,216.65,1.760000,43.33,17.13

60,14:45-15:00,1.220000,14.410000,5.760000,270.110000,9.500000,11.520000,8.160000,0.000000,65.880000,6.67,1.090000,0.000000,6.66,130,0,61.87,31.48,14.67,9.270000,31.49,48.02,56,31.48,24.01,257.300000,55,14.67,75.190000,0.000000,5.66,88.899416,30.6,22.410000,22.410000,96.040000,20,46.120000,28,28.81,0,9.270000,250.750000,203.62,1.760000,40.72,16.47

61,15:00-15:15,1.220000,14.410000,5.760000,270.110000,8.490000,11.520000,8.160000,0.000000,65.880000,6.67,1.090000,0.000000,6.66,112,0,57.36,31.48,14.67,8.280000,31.49,48.02,47,31.48,24.01,257.300000,48,14.67,75.190000,0.000000,5.66,82.960456,28,22.410000,22.410000,96.040000,20,55.340000,23,28.81,0,8.280000,250.750000,177.47,1.760000,35.49,16.33

62,15:15-15:30,1.220000,14.410000,5.760000,270.110000,7.570000,11.520000,8.160000,0.000000,65.880000,6.67,1.090000,0.000000,6.66,98,0,52.43,31.48,14.67,7.390000,31.49,48.02,40,31.48,24.01,257.300000,42,14.67,75.190000,0.000000,5.66,72.990792,26,22.410000,22.410000,96.040000,20,55.340000,20,28.81,0,7.390000,250.750000,160.88,1.760000,32.18,15.93

