Column1,Time,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,GNARE/SR/2025/01/13/4532,NR/26072023/25122043/L_NR_2023_10,GNARE/NR/2024/12/20/3668,NR/01102023/02122045/L_NR_2021_13,NR/26072023/31072042/L_NR_2023_07,WR/01102023/01102023/L_NR_2020_06,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,NR/01102023/19072037/LT-05,GNA/NR/2025/04/01/8456,GNA/NR/2025/04/01/8964,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/05/01/3877,GNA/NR/2025/05/01/4138,GNA/SR/2025/05/13/1025,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/05/01/9395,NR/01102023/22052037/LT-59,GNA/NR/2025/05/01/6363,GNA/NR/2025/05/01/6160,NR/01102023/31052040/LT-31,GNA/NR/2025/05/01/2069,NR/01102023/30042040/GNA_LT_35,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/05/01/8954,GNA/NR/2025/05/01/5800,GNA/NR/2025/05/01/9320,GNA/NR/2025/05/01/6957,GNA/SR/2025/05/13/2161,NR/30092023/26122029/SH-06,NR/30092023/31122025/SH-07,GNA/NR/2025/05/01/9154,GNA/NR/2025/05/01/2474,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31102037/L_NR_2019_11,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/05/01/7791,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/05/01/9252,GNA/NR/2025/04/01/8510,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/05/01/7902,GNA/NR/2025/05/01/8068
11,02:30-02:45,0,0,0,0,0,18.41,0,0,0,0,18,0,0,0,56.67,0,18,56.67,54,14.33,57.77,10.17,6.93,260.59,28.89,0,0,100.33,0,0,3.88,0,14.44,0,96.3,0,272.29,0,0,192.6,192.6,440,9.39,30,144.45,28.94,28.25,4.07,10.41,0,86.86,13.48,15.49,3.74,0,10.59

12,02:45-03:00,0,0,0,0,0,18.01,0,0,0,0,17.33,0,0,0,56,0,17.33,56,52.01,13.67,57.77,10.17,6.93,260.59,28.89,0,0,100.33,0,0,3.88,0,14.44,0,96.3,0,272.29,0,0,192.6,192.6,457,23.51,30,144.45,28.94,28.25,4.07,10.41,0,86.86,13.48,15.49,3.74,0,10.59

13,03:00-03:15,0,0,0,0,0,12.61,0,0,0,0,16,0,0,0,55,0,16,55,48,13.33,57.77,10.17,6.93,260.59,28.89,0,0,100.33,0,0,3.88,0,14.44,0,96.3,0,272.29,0,0,192.6,192.6,472,25.86,30,144.45,28.94,28.25,4.07,10.23,0,86.86,13.48,15.49,3.74,0,10.59

14,03:15-03:30,0,0,0,0,0,12.21,0,0,0,0,15,0,0,0,54.33,0,15,54.33,45,12.67,57.77,10.17,6.93,260.59,28.89,0,0,100.33,0,0,3.88,0,14.44,0,96.3,0,272.29,0,0,192.6,192.6,496,25.86,30,144.45,28.94,28.25,4.07,10.23,0,86.86,13.48,15.49,3.74,0,10.59

15,03:30-03:45,0,0,0,0,0,15.61,0,0,0,0,21.67,0,0,0,53.33,0,21.67,53.33,64.99,12.33,57.77,10.17,6.93,260.59,28.89,0,516,100.33,0,0,3.88,0,14.44,0,96.3,0,272.29,0,0,192.6,192.6,0,26.55,26.55,144.45,28.94,28.25,4.07,10.23,0,86.86,13.48,15.49,3.74,0,10.59

16,03:45-04:00,0,0,0,0,0,15.01,0,0,0,0,20.67,0,0,0,52.67,0,20.67,52.67,61.99,15,57.77,10.17,6.93,260.59,28.89,0,516,100.33,0,0,3.88,0,14.44,0,96.3,0,272.29,0,0,192.6,192.6,0,26.55,26.55,144.45,28.94,28.25,4.07,10.23,0,86.86,13.48,15.49,3.74,0,10.59

17,04:00-04:15,0,0,0,0,0,10,0,0,0,0,19.83,0,0,0,58.33,0,19.83,58.33,59.51,14.67,57.77,10.17,6.93,260.59,28.89,0,0,100.33,0,0,3.88,0,14.44,0,96.3,0,272.29,0,0,192.6,192.6,446,26.55,26.55,144.45,28.94,28.25,4.07,9.96,0,86.86,13.48,15.49,3.74,0,10.59

18,04:15-04:30,0,0,0,0,0,9.8,0,0,0,0,19.33,0,0,0,57.67,0,19.33,57.67,58.01,13.67,57.77,10.17,6.93,260.59,28.89,0,366,100.33,0,0,3.88,0,14.44,0,96.3,0,272.29,0,0,192.6,192.6,0,26.55,26.55,144.45,28.94,28.25,4.07,9.96,0,86.86,13.48,15.49,3.74,0,10.59

19,04:30-04:45,0,0,0,0,0,7,0,0,0,0,20.33,0,0,0,56.67,0,20.33,56.67,61.01,18.33,57.77,10.17,6.93,260.59,28.89,0,286,100.33,0,0,3.88,0,14.44,0,96.3,0,272.29,0,0,192.6,192.6,0,26.55,26.55,144.45,28.94,28.25,4.07,9.96,0,86.86,13.48,15.49,3.74,0,10.59

20,04:45-05:00,0,0,0,0,0,6.6,0,0,0,0,20.17,0,0,0,56,0,20.17,56,60.49,18,57.77,10.17,6.93,260.59,28.89,0,261,100.33,0,0,3.88,0,14.44,0,96.3,0,272.29,0,0,192.6,192.6,0,26.55,26.55,144.45,28.94,28.25,4.07,9.96,0,86.86,13.48,15.49,3.74,0,10.59

21,05:00-05:15,0,0,0,0,0,6.6,0,0,0,0,20,0,0,0,55,0,20,55,60,17.67,33.04,10.43,6.93,260.59,28.89,0,261,100.33,0,0,3.88,0,14.44,0,96.3,0,272.29,0,0,192.6,192.6,0,26.55,26.55,144.45,28.94,28.25,4,9.76,0,67.97,13.48,9.29,3.54,0,10.59

22,05:15-05:30,0,0,0,0,0,6.6,0,0.02,0,0,19.83,0,0,0,54.33,0,19.83,54.33,59.51,17.33,33.04,10.43,6.93,212.44,28.89,0,0,100.33,0,0,3.88,0,14.44,0,96.3,0,272.29,0,0,192.6,192.6,0,26.55,26.55,144.45,28.94,27.24,4,9.76,0,67.97,13.48,9.29,3.54,0,10.59

23,05:30-05:45,0,0,0,0,0,9.8,0,0.12,0,0,19.67,0,0,0,53.33,0,19.67,53.33,58.99,17,33.04,10.43,6.93,198.73,28.89,0,0,100.33,0,0,3.88,0,14.44,0,96.3,0,272.29,0,0,192.6,192.6,0,26.55,26.55,144.45,28.94,27.75,4,9.76,0,67.97,13.48,9.29,3.54,0,10.59

24,05:45-06:00,0,0,0,0,0,9.4,0,0.13,0,0,19.5,1.24,0,0,52.67,0,19.5,52.67,58.5,16.67,57.77,10.43,6.93,198.73,28.89,0,0,100.33,0,0,3.88,0,14.44,0,96.3,0,272.29,0,0,192.6,192.6,0,26.55,26.55,144.45,28.94,27.75,4,9.76,0,67.97,13.48,9.29,3.54,0,10.59

25,06:00-06:15,1,1,1,2.23,1,12.01,0,0.68,0.45,0,19.33,3.31,5.15,0,51.67,5,19.33,51.67,58.01,16.33,57.77,10.43,6.93,198.73,28.89,0,0,100.33,0,0,3.88,0,14.44,0,96.3,0,272.29,0,0,192.6,192.6,0,26.55,26.55,144.45,28.94,28.26,4,9.58,0,67.97,13.48,9.29,3.54,0,10.59

26,06:15-06:30,2,2,2,3.73,5,11.41,0,1.44,0.75,0,19.17,7.15,13.46,1.96,50,15.29,19.17,50,57.49,16,57.77,9.55,6.93,198.73,28.89,0,0,100.33,0,0,3.88,0,14.44,0,96.3,0,272.29,0,0,192.6,192.6,0,26.55,26.55,144.45,28.94,28.26,4,9.58,0,67.97,13.48,9.29,3.54,0,10.59

27,06:30-06:45,3,3,3,10.65,7,10.4,0,4.78,2.13,0,19,11.9,25.34,4.9,48.33,30.36,19,48.33,57,15.67,33.04,9.55,6.93,198.73,28.89,0,0,100.33,0.53,0,3.88,0,14.44,0.69,96.3,0.69,272.29,0,0,192.6,192.6,0,26.55,26.55,144.45,28.94,28.26,4.15,9.58,0,67.97,13.48,9.29,3.54,0,10.59

28,06:45-07:00,6,4,5,18.14,9,9.6,1,7.97,3.63,0,18.83,17.75,33,7.84,46.67,33,18.83,46.67,56.51,15.33,33.04,9.55,6.93,198.73,28.89,0,0,100.33,0.99,0,3.88,0,14.44,1.29,96.3,1.29,272.29,0,0,192.6,192.6,0,26.55,26.55,144.45,28.94,27.75,4.15,9.58,0,67.97,13.48,9.29,3.54,0,10.59

29,07:00-07:15,9,7,7,28.76,13,8.4,6,11.99,5.75,0,21.14,24.39,33,12.74,51.16,33,21.14,51.16,63.42,15,33.04,9.55,6.93,198.73,28.89,0,0,100.33,1.59,0,3.88,0,14.44,2.05,96.3,2.05,272.29,0,0,192.6,192.6,0,26.55,26.55,144.45,28.94,27.25,4.15,9.5,0,67.97,13.48,9.29,3.54,0,10.59

30,07:15-07:30,13,9,9,41.27,19,7,12,17.19,8.26,0,19.2,31.31,33,15.68,47.47,33,19.2,47.47,57.6,14.67,33.04,9.55,6.93,162.44,28.89,0,0,100.33,2.28,0,3.88,0,14.44,2.95,96.3,2.95,231.12,0,0,192.6,192.6,0,26.55,26.55,144.45,28.94,26.74,4.15,9.5,0,55.77,13.48,9.29,3.54,0,10.59

31,07:30-07:45,20,13,12,55.22,27,6.6,18,23.38,11.05,0,17.36,38.49,33,21.56,50,33,17.36,50,52.08,14.33,33.04,9.55,6.93,162.44,28.89,0,0,100.33,3.1,0,3.88,0,14.44,4.02,96.3,4.02,192.6,0,0,192.6,192.6,0,26.55,26.55,144.45,28.94,26.24,4.15,9.5,0,55.77,13.48,9.29,3.54,0,10.59

32,07:45-08:00,26,17,16,71.95,33,6.6,24,30.25,14.39,0,15.42,45.53,33,29.4,48.33,33,15.42,48.33,46.23,14,33.04,9.55,6.93,162.44,28.89,0,0,100.33,3.99,0,3.88,0,14.44,5.16,96.3,5.16,149.76,0,0,192.6,192.6,0,26.55,26.55,144.45,28.94,25.74,4.15,9.5,0,55.77,13.48,9.29,3.54,0,10.59

33,08:00-08:15,33,19,21,91.5,39,6.6,30,37.64,18.3,0,18.93,52.57,33,33,46.67,33,18.93,46.67,56.79,13.67,35.11,9.55,6.93,162.44,28.89,0,0,100.33,4.76,0,3.88,0,14.44,6.16,0,6.16,149.76,0,0,192.6,192.6,0,26.55,26.55,144.45,28.94,25.74,4.15,9.31,0,55.77,13.48,9.29,3.54,0,10.59

34,08:15-08:30,38,23,25,110.17,45,6.6,37,45.09,22.03,0,17.88,59.47,33,33,43.33,33,17.88,43.33,53.66,13.33,35.11,9.55,6.93,162.44,28.89,0,0,100.33,5.63,0,3.88,0,14.44,7.29,0,7.29,149.76,0,0,192.6,192.6,0,26.55,26.55,144.45,28.94,26.24,4.15,9.31,0,55.77,13.48,9.29,3.54,0,10.59

35,08:30-08:45,47,25,27,128.09,50,6.6,42,52.52,25.62,0,16.78,66.02,33,33,48.33,33,16.78,48.33,50.31,13,35.11,9.55,6.93,162.44,28.89,0,0,100.33,6.47,0,3.88,0,14.44,8.38,0,8.38,149.76,0,0,192.6,192.6,0,26.55,26.55,144.45,28.94,27.25,4.15,9.31,0,55.77,13.48,9.29,3.54,0,10.59

36,08:45-09:00,53,28,30,145.37,57,6.6,48,60.1,29.07,0,15.59,50.62,33,33,45.33,33,15.59,45.33,46.77,12.67,35.11,9.55,6.93,162.44,28.89,0,0,100.33,7.24,0,3.88,0,14.44,9.37,0,9.37,149.76,0,0,192.6,192.6,0,26.55,26.55,144.45,28.94,27.75,4.15,9.31,0,55.77,13.48,9.29,3.54,0,10.59

37,09:00-09:15,60,33,32,162.97,67,2.6,54,67.46,32.6,0,17.33,53.4,33,33,41.67,33,17.33,41.67,52.01,12.33,35.11,9.55,6.93,162.44,28.89,0,0,100.33,8.07,0,3.88,0,14.44,10.45,0,10.45,149.76,0,0,192.6,192.6,0,26.63,26.63,144.45,28.94,26.74,4.07,9.22,0,55.77,13.48,9.29,3.46,0,10.59

38,09:15-09:30,66,36,34,179.09,72,2.6,60,73.73,35.82,0,16.67,57.12,33,33,41,33,16.67,41,49.99,12.33,35.11,9.55,6.93,162.44,28.89,0,0,100.33,8.79,0,3.88,0,14.44,11.37,0,11.37,149.76,0,0,192.6,192.6,0,26.63,26.63,144.45,28.94,26.74,4.07,9.22,0,55.77,13.48,9.29,3.46,0,10.59

39,09:30-09:45,71,37,36,193.18,74,2.6,64,79.76,38.64,0,16,60.57,33,33,40.33,33,16,40.33,48,15,35.11,9.55,6.93,162.44,28.89,0,0,100.33,9.38,0,3.88,0,14.44,12.13,0,12.13,149.76,0,0,192.6,192.6,0,26.63,26.63,144.45,28.94,26.24,4.07,9.22,0,55.77,13.48,9.29,3.46,0,10.59

40,09:45-10:00,76,40,38,206.51,80,2.6,69,85.45,41.3,0,15.33,63.8,33,33,39.67,33,15.33,39.67,46.01,14.67,35.11,9.55,6.93,162.44,28.89,0,0,100.33,10.08,0,3.88,0,14.44,13.04,0,13.04,149.76,0,0,192.6,192.6,0,26.63,26.63,144.45,28.94,28.25,4.07,9.22,0,55.77,13.48,9.29,3.46,0,10.59

41,10:00-10:15,81,44,40,219.76,89,2.6,78,90.57,43.95,0,19,66.96,33,33,39,33,19,39,57,14.33,35.11,9.55,6.93,162.44,28.89,0,0,100.33,10.64,0,3.88,0,14.44,13.76,0,13.76,149.76,0,0,192.6,192.6,0,26.63,26.63,144.45,28.94,28.76,4.07,9.12,0,55.77,13.48,9.29,3.46,0,10.59

42,10:15-10:30,87,46,41,232.27,92,2.6,81,95.32,46.46,0,18.83,87.67,33,33,38.67,33,18.83,38.67,56.51,14,35.11,9.55,6.93,162.44,28.89,0,0,100.33,11.2,0,3.88,0,14.44,14.49,0,14.49,149.76,0,0,192.6,192.6,0,26.63,26.63,144.45,28.94,28.76,4.07,9.12,0,55.77,13.48,9.29,3.46,0,10.59

43,10:30-10:45,91,48,42,241.67,96,2.6,84,99.57,48.33,0,18.67,86.61,33,33,37.67,33,18.67,37.67,55.99,13.67,35.11,9.55,6.93,162.44,28.89,0,0,100.33,11.93,0,3.88,0,14.44,15.43,0,15.43,149.76,0,0,192.6,192.6,0,26.63,26.63,144.45,28.94,28.76,4.07,9.12,0,55.77,13.48,9.29,3.46,0,10.59

44,10:45-11:00,94,49,43,241.67,99,2.6,87,100,48.33,0,18.67,91.45,33,33,39,33,18.67,39,55.99,13.67,35.11,9.55,6.93,162.44,28.89,0,0,100.33,12.38,0,3.88,0,14.44,16.02,0,16.02,149.76,0,0,192.6,192.6,0,26.63,26.63,144.45,28.94,28.76,4.07,9.12,0,55.77,13.48,9.29,3.46,0,10.59

45,11:00-11:15,97,49,43,241.67,99,2.6,88,100,48.33,0,18.33,96.13,33,33,39.33,33,18.33,39.33,55.01,13.67,35.11,10.43,6.93,127.12,28.89,0,0,100.33,12.95,0,3.88,0,14.44,16.76,0,16.76,149.76,0,0,192.6,192.6,0,26.63,26.63,144.45,28.94,27.75,4.07,9.03,0,45.26,13.48,9.29,3.46,0,10.59

46,11:15-11:30,98,49,43,241.67,99,2.6,88,100,48.33,0,18,100.66,33,33,40.33,33,18,40.33,54,13.67,35.11,10.43,6.93,127.12,28.89,0,0,100.33,13.12,0,3.88,0,14.44,16.98,0,16.98,149.76,0,0,192.6,192.6,0,26.63,26.63,144.45,28.94,27.75,4.07,9.03,0,45.26,13.48,9.29,3.46,0,10.59

47,11:30-11:45,99,49,43,241.67,99,6,90,100,48.33,0,17.67,102.73,33,33,41,33,17.67,41,52.99,14.33,35.11,10.17,6.93,127.12,28.89,0,0,100.33,13.15,0,2.33,0,14.44,17.02,0,17.02,149.76,0,0,192.6,192.6,0,26.63,26.63,144.45,28.94,27.75,4.07,9.03,0,45.26,13.48,9.29,3.46,0,10.59

48,11:45-12:00,99,49,44,241.67,99,6,90,100,48.33,0,17.83,89.62,33,33,42,33,17.83,42,53.51,15,35.11,10.17,6.93,127.12,28.89,0,0,100.33,13.15,0,3.65,0,14.44,17.02,0,17.02,149.76,0,0,192.6,192.6,0,26.63,26.63,144.45,28.94,27.75,4.07,9.03,0,45.26,13.48,9.29,3.46,0,10.59

49,12:00-12:15,99,49,44,241.67,99,6,90,100,48.33,0,17,85.37,33,33,44.67,33,17,44.67,51,17,35.11,10.17,6.93,188.97,28.89,0,0,100.33,13.15,0,3.65,0,14.44,17.02,0,17.02,149.76,0,0,192.6,192.6,0,26.7,26.7,144.45,28.94,28.25,4.15,9.03,0,45.26,13.48,9.29,3.36,0,10.59

50,12:15-12:30,99,49,44,241.67,99,6,90,100,48.33,0,17.33,86.56,33,33,45.67,33,17.33,45.67,52.01,17.67,35.11,10.17,6.93,188.97,28.89,0,0,100.33,13.15,0,3.65,0,14.44,17.02,0,17.02,149.76,0,0,192.6,192.6,0,26.7,26.7,144.45,28.94,28.25,4.15,9.03,0,45.26,13.48,9.29,3.36,0,10.59

51,12:30-12:45,99,49,44,241.67,99,6,90,100,48.33,0,17.33,89.39,33,33,46.33,33,17.33,46.33,52.01,18.33,35.11,10.17,6.93,188.97,28.89,0,0,100.33,13.15,0,3.65,0,14.44,17.02,0,17.02,149.76,0,0,192.6,192.6,0,26.7,26.7,144.45,28.94,28.25,4.15,9.03,0,45.26,13.48,9.29,3.36,0,10.59

52,12:45-13:00,99,49,43,241.67,99,6,90,100,48.33,0,17.67,91.78,33,33,48,33,17.67,48,52.99,19,35.11,10.17,6.93,188.97,28.89,0,0,100.33,13.15,0,3.65,0,14.44,17.02,0,17.02,149.76,0,0,192.6,192.6,0,26.7,26.7,144.45,28.94,28.25,4.15,9.03,0,45.26,13.48,9.29,3.36,0,10.59

53,13:00-13:15,99,49,43,241.67,99,6,90,100,48.33,0,18.83,93.67,33,33,50,33,18.83,50,56.51,19.33,35.11,10.17,6.93,188.97,28.89,0,0,100.33,13.15,0,3.65,0,14.44,17.02,0,17.02,149.76,0,0,192.6,192.6,0,26.7,26.7,144.45,28.94,28.76,4.23,8.85,0,45.26,13.48,9.29,3.36,0,10.59

54,13:15-13:30,98,49,43,241.67,99,6,90,100,48.33,0,20.33,112.02,33,33,51.33,33,20.33,51.33,61.01,20.33,35.11,10.17,6.93,188.97,28.89,0,0,100.33,13.13,0,3.65,0,14.44,16.99,0,16.99,149.76,0,0,192.6,192.6,0,26.7,26.7,144.45,28.94,28.76,4.23,8.85,0,45.26,13.48,9.29,3.36,0,10.59

55,13:30-13:45,95,49,42,241.67,99,6,90,100,48.33,0,21.83,109.1,33,33,53.67,33,21.83,53.67,65.51,21,35.11,10.17,6.93,188.97,28.89,0,0,100.33,12.99,0,3.65,0,14.44,16.81,0,16.81,149.76,0,0,192.6,192.6,0,26.7,26.7,144.45,28.94,29.27,4.23,8.85,0,45.26,13.48,9.29,3.36,0,10.59

56,13:45-14:00,93,49,42,241.67,99,6,90,100,48.33,0,24.67,107.15,33,33,55.67,33,24.67,55.67,73.99,21.33,35.11,10.17,6.93,188.97,28.89,0,0,100.33,12.99,0,3.65,0,14.44,16.81,0,16.81,149.76,0,0,192.6,192.6,0,26.7,26.7,144.45,28.94,29.27,4.23,8.85,0,45.26,13.48,9.29,3.36,0,10.59

57,14:00-14:15,93,45,41,241.67,90,6,88,100,48.33,0,25.5,105.2,33,33,55,33,25.5,55,76.5,25.67,35.11,10.17,6.93,188.97,28.89,0,0,100.33,12.87,0,3.65,0,14.44,16.66,0,16.66,192.6,0,0,192.6,192.6,0,26.7,26.7,144.45,28.94,28.26,4.45,8.85,0,45.26,13.48,9.29,3.54,0,10.59

58,14:15-14:30,91,45,41,241.67,90,6,87,100,48.33,0,27.17,109.28,33,33,58.33,33,27.17,58.33,81.49,26.67,35.11,10.17,6.93,188.97,28.89,0,0,100.33,12.34,0,3.65,0,14.44,15.98,0,15.98,231.12,0,0,192.6,192.6,0,26.7,26.7,144.45,28.94,28.26,4.45,8.85,0,45.26,13.48,9.29,3.54,0,10.59

59,14:30-14:45,87,45,39,241.67,90,6,81,98.32,48.33,0,26.67,105.39,33,33,62.33,33,26.67,62.33,79.99,27.33,33.04,10.17,6.93,188.97,28.89,0,0,100.33,12.07,0,3.65,0,14.44,15.62,0,15.62,272.29,0,0,192.6,192.6,0,26.7,26.7,144.45,28.94,28.26,4.45,8.85,0,45.26,13.48,9.29,3.54,0,10.59

60,14:45-15:00,85,43,38,233.92,85,6,76,94.44,46.79,0,28.67,100.52,33,33,66.33,33,28.67,66.33,85.99,28.33,33.04,10.17,6.93,188.97,28.89,0,0,100.33,11.68,0,3.65,0,14.44,15.11,0,15.11,272.29,0,0,192.6,192.6,0,26.7,26.7,144.45,28.94,29.28,4.45,8.85,0,45.26,13.48,9.29,3.54,0,10.59

61,15:00-15:15,83,39,36,223.52,79,8.6,70,90.14,44.71,0,25.83,91.41,33,33,59.67,33,25.83,59.67,77.51,24.67,33.04,10.17,6.93,224.29,28.89,0,0,100.33,11.19,0,3.88,0,14.44,14.49,0,14.49,272.29,0,0,192.6,192.6,0,26.7,26.7,144.45,28.94,28.26,4.6,8.75,0,74.66,13.48,9.29,3.74,0,10.59

62,15:15-15:30,79,36,34,211.43,72,9,64,85.53,42.29,0,26.67,86.69,33,33,61.33,33,26.67,61.33,79.99,25.67,33.04,10.17,6.93,224.29,28.89,0,0,100.33,10.57,0,3.88,0,14.44,13.68,0,13.68,272.29,0,0,192.6,192.6,0,26.7,26.7,144.45,28.94,29.28,4.6,8.75,0,74.66,13.48,9.29,3.74,0,10.59

