Block,Time Block,KKNP,CHAMERA2,KHSTPP-II,KHSTPP-I,KISHANGANGA,DADRT2,DHAULIGNGA,CHAMERA3,KGSU3AND4,KGSU1AND2,JHAJJAR,FSTPP I & II,AURY_LF,DADRI_GF,AURY_GF,DADRI_CRF,DADRI_RF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,TEHRIPSP,ANTA_LF,URI2,UNCHAHAR3,AURY_CRF,ANTA_GF,TelanganaSTPP,UNCHAHAR2,URI,CHAMERA1,DULHASTI,BSIUL,BRBCL,RAPPC,RIHAND2,PARBATI3,RIHAND1,RAPPB,RAPPD,RAMPUR,TANDA2,SASAN,TALST2,TANAKPUR,SINGRAULI_HYDRO,SIMHST1,RSTPSU1TO6,TALA,TEHRI,SIMHST2,RSTPSU7,RIHAND3,SALAL,SEWA2,SINGRAULI,NAPP,NTPL,PARBATI2,NLCEXP,NLCIIST1,NLCIIST2,NJPC,NLCTS2EXP,NNTPP,KOTESHWR,KUDGI,KKNPPU2,MAPS,KOLDAM,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
11,02:30-02:45,0,47.26,143.32,44,8.42,50.85,42.38,33.91,0,0,125.61,15,0,0,0,0,0,0,0,0,0,13.73,1.93,0,0,0,31.1,18.28,0,0,0,29.51,36.27,40.73,37.38,12.6,11.58,66.09,121.91,0,90.17,0,25.26,6.8,3.74,330.51,0,12.38,1.09,0,0,28.64,43.53,0,0,127.92,82.54,0,147.73,24.57,0,0,0,0,0,175.07,0,0,10.09,0,0,0,10.29,0,0,0,0,0

12,02:45-03:00,0,47.26,143.32,44,8.42,50.85,42.38,33.91,0,0,125.61,15,0,0,0,0,0,0,0,0,0,13.73,1.93,0,0,0,31.1,18.28,0,0,0,29.51,36.27,40.73,37.38,12.6,13.92,66.09,121.91,0,90.17,0,25.26,6.8,3.74,330.51,0,12.38,1.09,0,0,28.64,43.53,0,0,127.92,82.54,0,147.73,24.57,0,0,0,0,0,175.07,0,0,10.09,0,0,0,10.29,0,0,0,0,0

13,03:00-03:15,0,47.26,114.99,29.22,8.42,50.85,42.38,33.91,0,0,125.61,13.33,0,0,0,0,0,0,0,0,0,12.68,1.51,0,0,0,31.1,16.67,0,0,0,27.14,36.27,40.73,37.38,12.6,15.86,66.09,97,0,61.12,0,25.26,6.8,3.64,330.51,0,12.38,1.09,0,0,28.64,43.53,0,0,93.51,78.61,0,132.87,24.57,0,0,0,0,0,175.07,0,0,10.09,0,0,0,10.29,0,0,0,0,0

14,03:15-03:30,0,47.26,114.99,29.22,8.42,50.85,42.38,33.91,0,0,125.61,13.33,0,0,0,0,0,0,0,0,0,12.68,0.97,0,0,0,31.1,16.67,0,0,0,27.14,36.27,40.73,37.38,12.6,18.95,66.09,97,0,61.12,0,25.26,6.8,3.64,330.51,0,12.38,1.09,0,0,28.64,43.53,0,0,93.51,78.61,0,132.87,24.57,0,0,0,0,0,175.07,0,0,10.09,0,0,0,10.29,0,0,0,0,0

15,03:30-03:45,0,47.26,101.5,29.22,8.42,49.89,42.38,33.91,0,0,124.65,11.31,0,0,0,0,0,0,0,0,0,12.47,0.97,0,0,0,31.1,16.67,0,0,0,26.1,36.27,40.73,37.38,12.6,17.69,66.09,97,0,61.12,0,25.26,6.8,3.64,330.51,0,11.51,1.09,0,0,28.64,43.53,0,0,93.51,78.61,0,132.87,24.57,0,0,0,0,0,175.07,0,0,10.09,0,0,0,10.29,0,0,0,0,0

16,03:45-04:00,0,47.26,109.8,29.22,8.42,49.89,42.38,33.91,0,0,124.65,10.51,0,0,0,0,0,0,0,0,0,12.47,0.97,0,0,0,31.1,16.67,0,0,0,26.1,36.27,40.73,37.38,12.6,16.99,66.09,97,0,61.12,0,25.26,6.8,3.64,330.51,0,11.51,1.09,0,0,28.64,43.53,0,0,93.51,78.61,0,132.87,24.57,0,0,0,0,0,175.07,0,0,10.09,0,0,0,10.29,0,0,0,0,0

17,04:00-04:15,0,47.26,113.76,32.07,8.42,49.89,42.38,33.91,0,0,124.65,16.1,0,0,0,0,0,0,0,0,0,12.47,0.97,0,0,0,31.1,16.67,0,0,0,26.1,36.27,40.73,37.38,12.6,16.22,66.09,97,0,61.12,0,25.26,6.8,3.64,330.51,0,11.51,1.09,0,0,28.64,32.64,0,0,93.51,78.61,0,132.87,24.57,0,0,0,0,0,175.07,0,0,10.09,0,0,0,10.29,0,0,0,0,0

18,04:15-04:30,0,47.26,105.65,32.07,8.42,49.89,42.38,33.91,0,0,124.65,16.1,0,0,0,0,0,0,0,0,0,12.47,0.97,0,0,0,31.1,16.67,0,0,0,26.1,36.27,40.73,37.38,12.6,20.11,66.09,97,0,61.12,0,25.26,6.8,3.64,330.51,0,11.51,1.09,0,0,28.64,32.64,0,0,93.51,78.61,0,132.87,24.57,0,0,0,0,0,175.07,0,0,10.09,0,0,0,10.29,0,0,0,0,0

19,04:30-04:45,0,47.26,114.99,32.36,8.42,49.89,42.38,33.91,0,0,124.65,12.93,0,0,0,0,0,0,0,0,0,12.66,0.97,0,0,0,27.99,16.67,0,0,0,27.06,36.27,40.73,37.38,12.6,17.81,66.09,97,0,61.12,0,25.26,6.8,3.64,330.51,0,11.51,1.09,0,0,28.55,32.64,0,0,93.51,78.61,0,132.87,24.57,0,0,0,0,0,175.07,0,0,10.09,0,0,0,10.29,0,0,0,0,0

20,04:45-05:00,0,47.26,114.99,32.36,8.42,49.89,42.38,33.91,0,0,124.65,12.93,0,0,0,0,0,0,0,0,0,12.66,0.97,0,0,0,27.99,16.67,0,0,0,27.06,36.27,40.73,37.38,12.6,22.64,66.09,97,0,61.12,0,25.26,6.8,3.64,330.51,0,11.51,1.09,0,0,28.3,32.64,0,0,93.51,78.61,0,132.87,24.57,0,0,0,0,0,175.07,0,0,10.09,0,0,0,10.29,0,0,0,0,0

21,05:00-05:15,0,47.26,102.75,32.36,8.42,76.46,42.38,33.91,0,0,124.65,12.93,0,0,0,0,0,0,0,0,0,12.66,0.97,0,0,0,27.99,16.67,0,0,0,27.06,36.27,40.73,37.38,12.6,24.15,66.09,97,0,61.12,0,25.26,6.8,3.64,330.51,0,11.51,1.09,0,0,27.94,32.64,0,0,93.51,78.61,0,132.87,24.57,0,0,0,0,0,175.07,0,0,10.09,0,0,0,10.29,0,0,0,0,0

22,05:15-05:30,0,47.26,114.99,32.36,8.42,49.9,42.38,33.91,0,0,124.65,12.93,0,0,0,0,0,0,0,0,0,12.66,0.97,0,0,0,27.99,16.67,0,0,0,27.06,36.27,40.73,37.38,12.6,24.15,66.09,97,0,61.12,0,25.26,6.8,3.64,330.51,0,11.51,1.09,0,0,27.71,32.64,0,0,93.51,78.61,0,132.87,24.57,0,0,0,0,0,175.07,0,0,10.09,0,0,0,10.29,0,0,0,0,0

23,05:30-05:45,0,47.26,114.99,32.39,8.42,49.9,42.38,33.91,0,0,124.65,12.93,0,0,0,0,0,0,0,0,0,12.47,0.97,0,0,0,27.99,16.67,0,0,0,26.1,36.27,40.73,37.38,12.6,22.12,66.09,97,0,61.12,0,25.26,6.8,3.64,330.51,0,11.51,1.09,0,0,27.47,32.64,0,0,93.51,78.61,0,132.87,24.57,0,0,0,0,0,175.07,0,0,10.09,0,0,0,10.29,0,0,0,0,0

24,05:45-06:00,0,47.26,114.99,32.39,8.42,49.9,42.38,33.91,0,0,124.65,12.93,0,0,0,0,0,0,0,0,0,12.47,0.97,0,0,0,27.99,16.67,0,0,0,26.1,36.27,40.73,37.38,12.6,21.22,66.09,97,0,61.12,0,25.26,6.8,3.64,330.51,0,11.51,1.09,0,0,27.37,32.64,0,0,93.51,78.61,0,132.87,24.57,0,0,0,0,0,175.07,0,0,10.09,0,0,0,10.29,0,0,0,0,0

25,06:00-06:15,0,47.26,114.99,31.12,8.42,49.9,42.38,33.91,0,0,124.65,16.1,0,0,0,0,0,0,0,0,0,12.47,0.97,0,0,0,27.99,16.67,0,0,0,26.1,37.34,40.73,37.38,12.6,20.95,66.09,97,0,61.12,0,25.26,6.8,3.64,330.51,0,11.51,1.09,0,0,27.5,32.64,0,0,93.51,78.61,0,132.87,24.57,0,0,0,0,0,175.07,0,0,10.09,0,0,0,10.29,0,0,0,0,0

26,06:15-06:30,0,47.26,114.99,31.12,8.42,49.9,42.38,33.91,0,0,124.65,16.1,0,0,0,0,0,0,0,0,0,12.47,0.97,0,0,0,27.99,16.67,0,0,0,26.1,37.34,40.73,37.38,12.6,24.15,66.09,97,0,61.12,0,25.26,6.8,3.64,330.51,0,11.51,1.09,0,0,27.5,32.64,0,0,93.51,78.61,0,132.87,24.57,0,0,0,0,0,175.07,0,0,10.09,0,0,0,10.29,0,0,0,0,0

27,06:30-06:45,0,47.26,95.2,29.22,8.42,49.9,42.38,33.91,0,0,124.65,13.33,0,0,0,0,0,0,0,0,0,12.47,0.97,0,0,0,27.99,16.67,0,0,0,26.1,37.34,40.73,37.38,12.6,21.97,66.09,97,0,61.12,0,25.26,6.8,3.64,330.51,0,5.57,1.09,0,0,24.21,32.64,0,0,93.51,78.61,0,132.87,24.57,0,0,0,0,0,175.07,0,0,10.09,0,0,0,10.29,0,0,0,0,0

28,06:45-07:00,0,47.26,109.58,29.22,8.42,49.9,42.38,33.91,0,0,124.65,13.33,0,0,0,0,0,0,0,0,0,12.47,0.97,0,0,0,27.99,16.67,0,0,0,26.1,37.34,40.73,37.38,12.6,18.53,66.09,97,0,61.12,0,25.26,6.8,3.64,330.51,0,5.57,1.09,0,0,24.23,21.76,0,0,93.51,78.61,0,132.87,24.57,0,0,0,0,0,175.07,0,0,10.09,0,0,0,10.29,0,0,0,0,0

29,07:00-07:15,0,47.26,114.99,29.22,8.42,49.9,42.38,33.91,0,0,124.65,13.33,0,0,0,0,0,0,0,0,0,13.09,0.97,0,0,0,27.99,16.67,0,0,0,27.06,37.34,40.73,37.38,18.9,19.97,66.09,97,0,61.12,0,25.26,6.8,3.64,330.51,0,5.57,1.12,0,0,25.71,10.87,0,0,93.51,78.61,0,132.87,24.57,0,0,0,0,0,175.07,0,0,10.09,0,0,0,10.29,0,0,0,0,0

30,07:15-07:30,0,47.26,114.99,29.22,8.42,49.9,42.38,33.91,0,0,124.65,13.33,0,0,0,0,0,0,0,0,0,13.09,0.97,0,0,0,27.99,16.67,0,0,0,27.06,37.34,40.73,37.38,18.9,22.7,66.09,97,0,61.12,0,25.26,6.8,3.64,330.51,0,5.57,1.12,0,0,25.48,0,0,0,93.51,78.61,0,132.87,24.57,0,0,0,0,0,175.07,0,0,10.09,0,0,0,10.29,0,0,0,0,0

31,07:30-07:45,0,47.26,107.53,29.22,8.42,7.38,42.38,33.91,0,0,116.93,13.33,0,0,0,0,0,0,0,0,0,10.44,0.97,0,0,0,27.99,13.28,0,0,0,23.97,34.14,40.73,37.38,18.9,18.21,66.09,121.91,0,61.12,0,25.26,6.8,3.64,337.25,0,11.51,1.12,0,0,25.63,0,0,0,127.92,78.61,0,132.87,24.57,0,0,0,0,0,175.07,0,0,10.09,0,0,0,10.29,0,0,0,0,0

32,07:45-08:00,0,47.26,108.05,29.22,8.42,7.38,42.38,33.91,0,0,116.93,10.51,0,0,0,0,0,0,0,0,0,10.44,0.97,0,0,0,27.99,13.28,0,0,0,23.97,34.14,40.73,37.38,18.9,18.19,66.09,121.91,0,61.12,0,25.26,6.8,3.64,337.25,0,11.51,1.12,0,0,25.63,0,0,0,127.92,78.61,0,132.87,24.57,0,0,0,0,0,175.07,0,0,10.09,0,0,0,10.29,0,0,0,0,0

33,08:00-08:15,0,47.26,96.99,29.22,8.42,7.38,42.38,33.91,0,0,116.93,10.51,0,0,0,0,0,0,0,0,0,10.44,0.97,0,0,0,27.99,13.28,0,0,0,23.97,34.14,40.73,37.38,18.9,18.86,66.09,121.91,0,61.12,0,25.26,6.8,4.01,337.25,0,11.51,1.12,0,0,25.63,0,0,0,127.92,78.61,0,104.96,24.57,0,0,0,0,0,175.07,0,0,10.09,0,0,0,10.29,0,0,0,0,0

34,08:15-08:30,0,47.26,96.93,29.22,8.42,7.38,42.38,33.91,0,0,116.93,10.51,0,0,0,0,0,0,0,0,0,10.44,0.97,0,0,0,27.99,13.28,0,0,0,23.97,34.14,40.73,37.38,18.9,20.54,66.09,121.91,0,61.12,0,25.26,6.8,4.01,337.25,0,11.51,1.12,0,0,25.63,0,0,0,127.92,78.61,0,98.67,24.57,0,0,0,0,0,175.07,0,0,10.09,0,0,0,10.29,0,0,0,0,0

35,08:30-08:45,0,47.26,107.15,37.92,8.42,7.38,42.38,33.91,0,0,116.93,10.51,0,0,0,0,0,0,0,0,0,10.44,0.97,0,0,0,27.99,13.28,0,0,0,23.97,50.6,40.73,37.38,18.9,20.47,66.09,121.91,0,94.48,0,25.26,6.8,4.01,337.25,0,11.51,1.12,0,0,25.63,0,0,0,127.92,78.61,0,113.52,24.57,0,0,0,0,0,175.07,0,0,10.09,0,0,0,10.29,0,0,0,0,0

36,08:45-09:00,0,47.26,123.53,37.92,8.42,7.38,42.38,33.91,0,0,116.93,10.51,0,0,0,0,0,0,0,0,0,10.44,0.97,0,0,0,27.99,13.28,0,0,0,23.97,50.6,40.73,37.38,18.9,20.5,66.09,121.91,0,94.48,0,25.26,6.8,4.01,337.25,0,11.51,1.12,0,0,25.63,0,0,0,127.92,78.61,0,113.52,24.57,0,0,0,0,0,175.07,0,0,10.09,0,0,0,10.29,0,0,0,0,0

37,09:00-09:15,0,47.26,106.45,32.88,8.42,4.98,42.38,33.91,0,0,116.93,10.51,0,0,0,0,0,0,0,0,0,10.1,0.97,0,0,0,38.88,12.8,0,0,0,23.38,50.6,40.73,37.38,18.9,18.46,66.09,119.47,0,92.4,0,25.26,6.8,1.68,337.25,0,11.51,1.12,0,0,25.63,0,0,0,125.21,78.61,0,110.17,24.57,0,0,0,0,0,175.07,0,0,10.09,0,0,0,10.29,0,0,0,0,0

38,09:15-09:30,0,47.26,106.45,32.55,8.42,4.98,42.38,33.91,0,0,116.93,10.51,0,0,0,0,0,0,0,0,0,10.1,0.97,0,0,0,38.88,12.8,0,0,0,23.38,50.6,40.73,37.38,18.9,18.9,66.09,119.47,0,92.4,0,25.26,6.8,1.68,337.25,0,11.51,1.12,0,0,25.63,0,0,0,125.21,78.61,0,110.17,24.57,0,0,0,0,0,175.07,0,0,10.09,0,0,0,10.29,0,0,0,0,0

39,09:30-09:45,0,47.26,106.45,32.55,8.42,4.98,42.38,33.91,0,0,116.93,10.51,0,0,0,0,0,0,0,0,0,10.1,0.97,0,0,0,38.88,12.8,0,0,0,23.38,36.27,40.73,37.38,12.6,19.24,66.09,119.47,0,92.4,0,25.26,6.8,1.68,337.25,0,11.51,1.12,0,0,25.63,0,0,0,125.21,78.61,0,108.03,24.57,0,0,0,0,0,175.07,0,0,10.09,0,0,0,10.29,0,0,0,0,0

40,09:45-10:00,0,47.26,109.71,32.55,8.42,4.98,42.38,33.91,0,0,116.93,10.51,0,0,0,0,0,0,0,0,0,10.1,0.97,0,0,0,38.88,12.8,0,0,0,23.38,36.27,40.73,37.38,12.6,20.75,66.09,119.47,0,92.4,0,25.26,6.8,1.68,337.25,0,11.51,1.12,0,0,25.63,0,0,0,125.21,78.61,0,110.17,24.57,0,0,0,0,0,175.07,0,0,10.09,0,0,0,10.29,0,0,0,0,0

41,10:00-10:15,0,47.26,126.24,26.11,8.42,4.98,42.38,33.91,0,0,116.93,10.51,0,0,0,0,0,0,0,0,0,10.1,0.97,0,0,0,38.88,12.8,0,0,0,23.38,36.27,27.16,37.38,12.6,20.03,66.09,119.47,0,92.4,0,25.26,6.8,1.68,337.25,0,11.51,1.12,0,0,25.63,0,0,0,125.21,79.17,0,110.17,24.57,0,0,0,0,0,175.07,0,0,10.09,0,0,0,10.29,0,0,0,0,0

42,10:15-10:30,0,47.26,126.24,26.11,8.42,4.98,42.38,33.91,0,0,116.93,10.51,0,0,0,0,0,0,0,0,0,10.1,0.97,0,0,0,38.88,12.8,0,0,0,23.38,36.27,13.58,37.38,12.6,16.63,66.09,119.47,0,92.4,0,25.26,6.8,1.68,337.25,0,11.51,1.12,0,0,25.63,0,0,0,125.21,79.17,0,110.17,24.57,0,0,0,0,0,175.07,0,0,10.09,0,0,0,10.29,0,0,0,0,0

43,10:30-10:45,0,47.26,97.92,26.11,8.42,4.98,42.38,33.91,0,0,116.93,10.51,0,0,0,0,0,0,0,0,0,10.1,0.97,0,0,0,27.99,12.8,0,0,0,23.38,36.27,0,37.38,12.6,14.45,66.09,119.47,0,92.4,0,25.26,6.8,1.68,337.25,0,11.51,1.12,0,0,23.36,0,0,0,125.21,79.17,0,110.17,24.57,0,0,0,0,0,175.07,0,0,10.09,0,0,0,10.29,0,0,0,0,0

44,10:45-11:00,0,47.26,97.92,26.11,8.42,4.98,42.38,33.91,0,0,116.93,10.51,0,0,0,0,0,0,0,0,0,10.1,0.97,0,0,0,27.99,12.8,0,0,0,23.38,36.27,0,37.38,12.6,13.62,66.09,119.47,0,92.4,0,25.26,6.8,1.68,337.25,0,11.51,1.12,0,0,23.36,0,0,0,125.21,79.17,0,110.17,24.57,0,0,0,0,0,175.07,0,0,10.09,0,0,0,10.29,0,0,0,0,0

45,11:00-11:15,0,47.26,114.99,29.22,8.42,4.98,42.38,33.91,0,0,116.93,10.51,0,0,0,0,0,0,0,0,0,10.1,0.97,0,0,0,27.99,12.8,0,0,0,23.38,36.27,0,37.38,12.6,12.71,66.09,119.47,0,59.03,0,25.26,6.8,1.68,337.25,0,11.51,1.12,0,0,23.36,0,0,0,125.21,79.17,0,94.59,24.57,0,0,0,0,0,175.07,0,0,10.09,0,0,0,10.29,0,0,0,0,0

46,11:15-11:30,0,47.26,114.99,29.22,8.42,4.98,42.38,33.91,0,0,116.93,10.51,0,0,0,0,0,0,0,0,0,10.1,0.97,0,0,0,27.99,12.8,0,0,0,23.38,36.27,0,37.38,12.6,13.8,66.09,119.47,0,59.03,0,25.26,6.8,1.68,337.25,0,11.51,1.12,0,0,23.36,0,0,0,125.21,79.17,0,94.59,24.57,0,0,0,0,0,175.07,0,0,10.09,0,0,0,10.29,0,0,0,0,0

47,11:30-11:45,0,47.26,114.99,35.3,8.42,4.98,42.38,33.91,0,0,116.93,12.08,0,0,0,0,0,0,0,0,0,10.1,0.97,0,0,0,27.99,12.8,0,0,0,23.38,29.87,0,37.38,12.6,16.54,66.09,119.47,0,59.03,0,25.26,6.8,1.68,337.25,0,9.91,1.12,0,0,23.36,0,0,0,125.21,79.17,0,130,24.57,0,0,0,0,0,175.07,0,0,10.09,0,0,0,10.29,0,0,0,0,0

48,11:45-12:00,0,47.26,114.99,35.3,8.42,4.98,42.38,33.91,0,0,116.93,12.93,0,0,0,0,0,0,0,0,0,10.1,0.97,0,0,0,27.99,12.8,0,0,0,23.38,29.87,0,37.38,12.6,18.89,66.09,119.47,0,59.03,0,25.26,6.8,1.68,337.25,0,9.91,1.12,0,0,23.36,0,0,0,125.21,79.17,0,130,24.57,0,0,0,0,0,175.07,0,0,10.09,0,0,0,10.29,0,0,0,0,0

49,12:00-12:15,0,47.26,97.92,29.98,8.42,4.98,42.38,33.91,0,0,116.93,12.93,0,0,0,0,0,0,0,0,0,10.1,0.97,0,0,0,27.99,12.8,0,0,0,23.38,34.14,0,37.38,12.6,21.57,66.09,119.47,0,59.03,0,25.26,6.8,1.68,337.25,0,9.91,1.12,0,0,23.36,0,0,0,125.21,79.17,0,130,24.57,0,0,0,0,0,175.07,0,0,10.09,0,0,0,10.29,0,0,0,0,0

50,12:15-12:30,0,47.26,97.92,29.98,8.42,4.98,42.38,33.91,0,0,116.93,12.93,0,0,0,0,0,0,0,0,0,10.1,0.97,0,0,0,27.99,12.8,0,0,0,23.38,34.14,0,37.38,12.6,20.32,66.09,119.47,0,59.03,0,25.26,6.8,1.68,337.25,0,9.91,1.12,0,0,23.36,0,0,0,125.21,79.17,0,130,24.57,0,0,0,0,0,175.07,0,0,10.09,0,0,0,10.29,0,0,0,0,0

51,12:30-12:45,0,47.26,97.92,29.98,8.42,4.98,42.38,33.91,0,0,116.93,12.93,0,0,0,0,0,0,0,0,0,10.1,0.97,0,0,0,27.99,12.8,0,0,0,23.38,34.14,0,37.38,12.6,16.29,66.09,119.47,0,59.03,0,25.26,6.8,1.68,337.25,0,9.91,1.12,0,0,23.36,0,0,0,125.21,79.17,0,130,24.57,0,0,0,0,0,175.07,0,0,10.09,0,0,0,10.29,0,0,0,0,0

52,12:45-13:00,0,47.26,97.92,29.98,8.42,4.98,42.38,33.91,0,0,116.93,12.93,0,0,0,0,0,0,0,0,0,10.1,0.97,0,0,0,27.99,12.8,0,0,0,23.38,34.14,0,37.38,12.6,20.82,66.09,119.47,0,59.03,0,25.26,6.8,1.68,337.25,0,9.91,1.12,0,0,23.36,0,0,0,125.21,79.17,0,130,24.57,0,0,0,0,0,175.07,0,0,10.09,0,0,0,10.29,0,0,0,0,0

53,13:00-13:15,0,47.26,97.92,26.11,8.42,4.98,42.38,33.91,0,0,116.93,10.51,0,0,0,0,0,0,0,0,0,10.1,0.97,0,0,0,27.99,12.8,0,0,0,23.38,29.87,0,37.38,6.3,19.73,66.09,119.47,0,59.03,0,25.26,6.8,1.68,337.25,0,9.91,1.12,0,0,23.36,0,0,0,125.21,79.17,0,130,24.57,0,0,0,0,0,175.07,0,0,10.09,0,0,0,10.29,0,0,0,0,0

