Block,Time,NR/01102023/31052040/LT-31,NR/01102023/23072042/L_NR_2012_04,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_17,NR/01102023/30042040/GNA_LT_36,NR/01102023/02122045/L_NR_2021_13,NR/01102023/30042040/GNA_LT_35,SR/01102023/07102043/L_NR_2018_61,NR/01102023/25072045/L_NR_2021_15,NR/01102023/22052037/LT-59,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_16,NR/03112023/30112023/IEX-231101-05680,L_NR_2019_19,NR/01102023/06022042/L_NR_2012_02,NR/01112023/30112023/HP-10,WR/01102023/24112044/L_NR_2020_07,WR/01102023/16072048/L_NR_2022_08,NR/01102023/19072037/LT-05,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_07,SR/01112023/30112023/KSEB_BYPL-NOV23,NR/01102023/13082046/L_NR_2021_12,NR/01102023/25122043/GNA_MEJA_DELHI,NR/03112023/30112023/HPX-TAMDLY-011123-05147,WR/01102023/01102023/L_NR_2020_06,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/26122029/SH-06,NR/01102023/08032047/L_NR_2021_14,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,NR/01102023/15082037/GNA_NR_2012_01,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/31102037/L_NR_2019_11,NR/01112023/30112023/HP-09,NR/01102023/05012040/L_NR_2020_02,WR/01102023/01102023/L_NR_2022_09
73,18:00-18:15,0.000000,271.270000,0,0,0,0.000000,0.2,0.000000,7.41,0,1.780000,0,0,48.220000,0,260.990000,73.790000,6.67,8.34,117.670000,0.000000,87.000000,144.68,1,0.000000,48.220000,6.66,26.040000,30.860000,0,20,0,101.020000,19.42,0,2.000000,0.000000,2.280000,19.42

74,18:15-18:30,0.000000,271.270000,0,0,0,0.000000,0,0.000000,10.95,0,1.780000,0,0,48.220000,0,260.990000,73.790000,6.67,8.49,117.670000,0.000000,87.000000,144.68,0,0.000000,48.220000,6.66,26.040000,30.860000,0,20,0,101.020000,20.83,0,2.000000,0.000000,2.280000,20.83

75,18:30-18:45,0.000000,271.270000,0,0,0,0.000000,0,0.000000,10.52,0,1.780000,0,0,48.220000,0,260.990000,73.790000,6.9,8.59,117.670000,0.000000,87.000000,144.68,0,0.000000,48.220000,6.9,26.040000,30.860000,0,20.7,0,101.020000,21.8,0,2.000000,0.000000,2.280000,21.8

76,18:45-19:00,0.000000,271.270000,0,0,0,0.000000,0,0.000000,10.18,0,1.780000,0,0,48.220000,0,260.990000,73.790000,7.47,9.38,117.670000,18.700000,87.000000,144.68,0,0.000000,48.220000,7.45,26.040000,30.860000,0,22.4,0,101.020000,23.83,0,2.000000,0.000000,2.280000,23.83

77,19:00-19:15,0.000000,271.270000,0,0,0,0.000000,0,0.000000,9.89,0,1.780000,0,0,48.220000,0,260.990000,73.790000,15.38,11.88,86.800000,23.420000,87.000000,144.68,0,0.000000,48.220000,15.4,26.040000,23.420000,0,46.15,0,101.020000,36.77,0,2.000000,0.000000,2.280000,36.77

78,19:15-19:30,0.000000,271.270000,0,0,0,0.000000,0,0.000000,10.2,0,1.780000,0,0,48.220000,0,260.990000,73.790000,16.31,12.95,67.520000,23.420000,87.000000,144.68,0,0.000000,48.220000,16.3,25.080000,23.420000,0,48.92,0,101.020000,38.5,0,2.000000,0.000000,2.280000,38.5

79,19:30-19:45,0.000000,271.270000,0,0,0,0.000000,0,0.000000,10.68,0,1.780000,0,0,48.220000,0,260.990000,73.790000,16.91,13.64,67.520000,23.420000,87.000000,144.68,0,0.000000,48.220000,16.93,25.080000,23.420000,0,50.74,0,101.020000,41.75,0,2.000000,0.000000,2.280000,41.75

80,19:45-20:00,0.000000,271.270000,0,0,0,0.000000,0,0.000000,10.57,0,1.780000,0,0,48.220000,0,260.990000,73.790000,17.73,13.6,86.800000,23.420000,87.000000,144.68,0,0.000000,48.220000,17.74,25.080000,23.420000,0,53.2,0,101.020000,44.39,0,2.000000,0.000000,2.280000,44.39

81,20:00-20:15,0.000000,271.270000,0,0,0,0.000000,0,0.000000,10.31,0,1.780000,0,0,48.220000,0,260.990000,73.790000,18.7,13.21,86.800000,26.030000,87.000000,144.68,0,0.000000,48.220000,18.71,25.080000,26.030000,0,56.1,0,101.020000,44.55,0,2.000000,0.000000,2.280000,44.55

82,20:15-20:30,0.000000,271.270000,0,0,0,0.000000,0,0.000000,7.31,0,1.780000,0,0,48.220000,0,260.990000,73.790000,19.16,13.01,86.800000,26.030000,87.000000,144.68,0,0.000000,48.220000,19.16,25.080000,26.030000,0,57.49,0,101.020000,45.2,0,2.000000,0.000000,2.280000,45.2

83,20:30-20:45,0.000000,271.270000,0,0,0,0.000000,0,0.000000,7.31,0,1.780000,0,0,48.220000,0,260.990000,73.790000,18.85,16.47,71.760000,26.030000,87.000000,144.68,0,0.000000,48.220000,18.86,25.080000,26.030000,0,56.56,0,101.020000,44.95,0,2.000000,0.000000,2.280000,44.95

84,20:45-21:00,0.000000,271.270000,0,0,0,0.000000,0,0.000000,7.31,0,1.780000,0,0,48.220000,0,260.990000,73.790000,19.02,16.01,71.760000,26.030000,68.030000,144.68,0,0.000000,48.220000,19.01,25.080000,26.030000,0,57.06,0,101.020000,46.23,0,2.000000,0.000000,2.280000,46.23

85,21:00-21:15,0.000000,271.270000,0,0,0,0.000000,0,0.000000,7.31,0,1.780000,0,0,48.220000,0,260.990000,73.790000,19.18,15.77,71.760000,26.030000,68.030000,144.68,0,0.000000,48.220000,19.18,25.080000,26.030000,0,57.53,0,101.020000,45.15,0,1.920000,0.000000,2.230000,45.15

86,21:15-21:30,0.000000,271.270000,0,0,0,0.000000,0,0.000000,7.31,0,1.780000,0,0,48.220000,0,260.990000,73.790000,19.17,15.36,71.760000,26.030000,68.030000,144.68,0,0.000000,48.220000,19.18,25.080000,26.030000,0,57.51,0,72.340000,45.49,0,1.920000,0.000000,2.230000,45.49

87,21:30-21:45,0.000000,271.270000,0,0,0,0.000000,0,0.000000,7.31,0,1.780000,0,0,48.220000,0,260.990000,73.790000,19.12,15.34,71.760000,26.030000,62.330000,144.68,0,0.000000,48.220000,19.12,25.080000,26.030000,0,57.36,0,53.050000,44.24,0,1.840000,0.000000,2.230000,44.24

88,21:45-22:00,0.000000,271.270000,0,0,0,0.000000,0,0.000000,7.31,0,1.780000,0,0,48.220000,0,234.290000,73.790000,19.27,15.31,71.760000,26.030000,62.330000,144.68,0,0.000000,48.220000,19.26,25.080000,26.030000,0,57.81,0,53.050000,42.86,0,1.840000,0.000000,2.230000,42.86

89,22:00-22:15,0.000000,271.270000,0,0,0,0.000000,0,0.000000,7.31,0,1.710000,0,0,48.220000,0,260.990000,73.790000,20.11,15.27,71.760000,26.030000,56.540000,144.68,0,0.000000,48.220000,20.1,25.080000,26.030000,0,60.33,0,46.300000,42.04,0,1.840000,172.780000,2.230000,42.04

90,22:15-22:30,0.000000,271.270000,0,0,0,0.000000,0,0.000000,7.31,0,1.710000,0,0,48.220000,0,260.990000,73.790000,19.32,15.26,71.760000,26.030000,56.540000,144.68,0,0.000000,48.220000,19.32,25.080000,26.030000,0,57.95,0,46.300000,39.56,0,1.840000,172.780000,2.230000,39.56

91,22:30-22:45,0.000000,271.270000,0,0,0,0.000000,0,0.000000,7.31,0,1.710000,0,0,48.220000,0,260.990000,73.790000,18.61,15.1,71.760000,26.030000,56.540000,144.68,0,0.000000,48.220000,18.61,25.080000,26.030000,0,55.83,0,46.300000,37.15,0,1.840000,172.780000,2.230000,37.15

92,22:45-23:00,0.000000,271.270000,0,0,0,0.000000,0,0.000000,7.31,0,1.710000,0,0,48.220000,0,234.290000,73.790000,17.57,15.01,71.760000,26.030000,56.540000,144.68,0,0.000000,48.220000,17.56,25.080000,26.030000,0,52.71,0,46.300000,35.8,0,1.840000,172.780000,2.230000,35.8

93,23:00-23:15,0.000000,231.480000,0,0,0,0.000000,0,0.000000,7.31,0,1.710000,0,0,48.220000,0,234.290000,73.790000,16.67,14.62,71.760000,26.030000,56.540000,144.68,0,0.000000,48.220000,16.68,25.080000,26.030000,0,50.03,0,46.300000,35.87,0,1.770000,172.780000,2.230000,35.87

94,23:15-23:30,0.000000,192.900000,0,0,0,0.000000,0,0.000000,7.31,0,1.710000,0,0,48.220000,0,197.740000,73.790000,16.39,13.68,71.760000,26.030000,56.540000,144.68,0,0.000000,48.220000,16.38,25.080000,26.030000,0,49.17,0,46.300000,37,0,1.770000,172.780000,2.230000,37

95,23:30-23:45,0.000000,149.190000,0,0,0,0.000000,0,0.000000,7.31,0,1.710000,0,0,48.220000,0,197.740000,73.790000,16.13,13.21,71.760000,26.030000,56.540000,144.68,0,0.000000,48.220000,16.13,25.080000,26.030000,0,48.39,0,46.300000,36.48,0,1.770000,172.780000,2.230000,36.48

96,23:45-24:00,0.000000,149.190000,0,0,0,0.000000,0,0.000000,7.31,0,1.710000,0,0,48.220000,0,197.740000,73.790000,16.12,13.01,71.760000,26.030000,56.540000,144.68,0,0.000000,48.220000,16.1,25.080000,26.030000,0,48.35,0,46.300000,36.27,0,1.770000,172.780000,2.230000,36.27

