Column1,Time,WR/01102023/01102023/L_NR_2020_06,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/L_NR_2019_05,L_NR_2019_19,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/08/06/4330,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_02,NR/01102023/31052040/LT-31,NR/01102023/05012040/L_NR_2020_02,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/30092023/31122025/SH-07,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01082024/30082024/NR/01082024/30082024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_36,NR/01082024/15082024/IIPL/JPL-T-BRPL/04/Aug'24,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_16,SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_17,NR/01102023/14082046/L_NR_2021_16,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02012046/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12,NR/01102023/25072045/L_NR_2021_15,NR/01082024/15082024/APL-Raigarh,NR/01102023/19072037/LT-05,NR/01082024/31082024/1000011628-SIEL-BRPL(DISCOM),NR/01082024/31082024/SKS-Raigarh,NR/01082024/31082024/jitpl,NR/01102023/06022042/L_NR_2012_07,NR/01082024/30092024/LT_MEJA_DELHI,NR/30092023/26122029/SH-06,NR/01082024/31082024/APPCPL/180/F25/GNA/12763
80,19:45-20:00,26.66,26.67,59.33,0,80,59.33,26.66,0,0,0,89.89,0,0,144.44,0,261.43,0,6.94,19.12,32,30.78,0,272.26,0,48.14,0,0,0,7.61,0,0,0,0,0,0,0,192.58,115.07,48.14,12.4,24.23,86.85,3.97,0,0

81,20:00-20:15,26.5,26.5,68.67,0,79.5,68.67,25,0,0,0,89.89,0,0,144.44,0,261.43,0,7.13,19.12,32,30.78,0,272.26,0,48.14,0,0,0,7.41,0,0,0,0,0,0,0,192.58,115.07,48.14,12.4,24.23,86.85,3.97,0,0

82,20:15-20:30,26.34,26.33,67.67,0,79,67.67,24.66,0,0,0,89.89,0,0,144.44,0,261.43,0,7.13,19.12,32,30.27,0,272.26,0,48.14,0,0,0,7.41,0,0,0,0,0,0,0,192.58,115.07,48.14,12.4,24.23,86.85,3.97,0,0

83,20:30-20:45,26.34,26.33,66,0,79,66,25,0,0,0,89.89,0,0,144.44,0,261.43,0,7.13,19.12,32,30.78,0,272.26,0,48.14,0,0,0,7.01,0,0,0,0,0,0,0,192.58,115.07,48.14,12.4,24.23,86.85,3.97,0,0

84,20:45-21:00,26.16,26.17,65.33,0,78.5,65.33,24.34,0,0,0,89.89,0,0,144.44,0,261.43,0,7.13,19.12,32,30.78,0,272.26,0,48.14,0,0,0,7.01,0,0,0,0,0,0,0,192.58,115.07,48.14,12.4,24.23,86.85,3.97,0,0

85,21:00-21:15,25.16,25.17,51,0,75.5,51,24,0,0,0,89.89,0,0,144.44,0,261.43,0,7.13,19.12,32,30.28,0,272.26,0,48.14,0,0,0,7.01,0,0,0,0,0,0,0,192.58,115.07,48.14,12.4,24.23,86.85,3.97,32,0

86,21:15-21:30,24.66,24.67,49.33,0,74,49.33,24,0,0,0,89.89,0,0,144.44,0,261.43,0,7.13,19.12,32,29.77,0,272.26,0,48.14,0,0,0,7.01,0,0,0,0,0,0,0,192.58,115.07,48.14,12.4,24.23,86.85,3.97,32,0

87,21:30-21:45,24.66,24.67,47.33,0,74,47.33,23.66,0,0,0,89.89,0,0,144.44,0,261.43,0,7.13,19.12,32,29.77,0,272.26,0,48.14,0,0,0,7.01,0,0,0,0,0,0,0,192.58,115.07,48.14,12.4,24.23,86.85,3.97,32,0

88,21:45-22:00,24.84,24.83,45.67,0,74.5,45.67,22.66,0,0,0,89.89,0,0,144.44,0,261.43,0,7.13,19.12,32,29.77,0,272.26,0,48.14,0,0,0,7.01,0,0,0,0,0,0,0,192.58,115.07,48.14,12.4,24.23,86.85,3.97,32,0

89,22:00-22:15,22.66,22.67,56.67,0,68,56.67,22,0,0,0,89.89,0,0,144.44,0,261.43,0,6.94,19.12,32,29.77,0,272.26,0,48.14,0,0,0,7.01,0,0,0,0,0,0,0,192.58,115.07,48.14,12.4,16.96,86.85,3.97,32,0

90,22:15-22:30,23,23,55.33,0,69,55.33,22,0,0,0,89.89,0,0,144.44,0,261.43,0,6.94,19.12,32,29.27,0,272.26,0,48.14,0,0,0,7.01,0,0,0,0,0,0,0,192.58,115.07,48.14,12.4,15.8,86.85,3.97,32,0

91,22:30-22:45,23.34,23.33,54,0,70,54,22,0,0,0,89.89,0,0,144.44,0,261.43,0,6.48,19.12,32,28.76,0,272.26,0,48.14,0,0,0,7.01,0,0,0,0,0,0,0,192.58,115.07,48.14,12.4,11.82,86.85,3.97,32,0

92,22:45-23:00,24,24,53,0,72,53,22.66,0,0,0,89.89,0,0,144.44,0,261.43,0,6.48,19.12,32,28.76,0,272.26,0,48.14,0,0,0,7.01,0,0,0,0,0,0,0,192.58,115.07,48.14,12.4,6.06,86.85,3.97,32,0

93,23:00-23:15,26.84,26.83,62.33,0,80.5,62.33,28,0,0,0,89.89,0,0,144.44,0,261.43,0,6.48,19.12,32,29.77,0,272.26,0,48.14,0,0,0,7.01,0,0,0,0,0,0,0,192.58,115.07,48.14,12.4,6.06,80.88,3.97,32,0

94,23:15-23:30,27.34,27.33,61.33,0,82,61.33,28,0,0,0,89.89,0,0,144.44,0,261.43,0,6.48,19.12,32,29.27,0,272.26,0,48.14,0,0,0,7.01,0,0,0,0,0,0,0,192.58,115.07,48.14,12.4,6.06,80.88,3.97,32,0

95,23:30-23:45,27.84,27.83,61.33,0,83.5,61.33,27.66,0,0,0,89.89,0,0,144.44,0,261.43,0,6.48,19.12,32,29.27,0,272.26,0,48.14,0,0,0,7.01,0,0,0,0,0,0,0,192.58,115.07,48.14,12.4,6.06,80.88,3.97,32,0

96,23:45-24:00,27.84,27.83,60.67,0,83.5,60.67,29.34,0,0,0,89.89,0,0,144.44,0,261.43,0,6.48,19.12,32,29.27,0,272.26,0,48.14,0,0,0,7.01,0,0,0,0,0,0,0,192.58,115.07,48.14,12.4,6.06,80.88,3.97,32,0

