Block,Time Block,KHSTPP-I,KOTESHWR,KKNP,KKNPPU2,KOLDAM,KISHANGANGA,KGSU3AND4,KHSTPP-II,JHAJJAR,CHAMERA2,DADRT2,CHAMERA3,UNCHAHAR1,UNCHAHAR4,UNCHAHAR3,TelanganaSTPP,UNCHAHAR2,URI,TEHRI,BRBCL,CHAMERA1,BSIUL,DHAULIGNGA,FSTPP I & II,DULHASTI,RIHAND1,RAPPC,RAPPB,RSTPSU1TO6,SIMHST2,TALA,RSTPSU7,SALAL,SEWA2,SINGRAULI,RIHAND3,TANDA2,RIHAND2,SASAN,TALST2,TANAKPUR,SIMHST1,SINGRAULI_HYDRO,KGSU1AND2,NAPP,KUDGI,NLCEXP,NJPC,MAPS,NLCTS2EXP,RAMPUR,NNTPP,NTPL,PARBATI3,NLCIIST1,NLCIIST2,URI2,VALLURNTECL,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,28.01,17.06,0,0,0,0,0,122.84,246.46,0,265.29,0,6.64,0,16.69,0,27.06,0,12.77,14.42,0,0,0,17.22,0,88.43,25.13,0,0,0,0,0,1.35,0,134.27,59.75,0,114.15,335.44,0,5.54,0,0.62,0,41.99,0,0,0,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

7,01:30-01:45,28.01,17.06,0,0,0,0,0,122.84,246.46,0,265.29,0,6.64,0,16.69,0,27.06,0,12.77,14.42,0,0,0,17.22,0,88.43,25.13,0,0,0,0,0,1.35,0,134.27,59.75,0,114.15,335.44,0,0,0,0.62,0,41.99,0,0,0,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

8,01:45-02:00,28.01,17.06,0,0,0,0,0,122.84,246.46,0,265.29,0,6.64,0,16.69,0,27.06,0,12.77,14.42,0,0,0,17.22,0,88.43,25.13,0,0,0,0,0,1.35,0,134.27,59.75,0,114.15,335.44,0,0,0,0.62,0,41.99,0,0,0,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

9,02:00-02:15,28.01,17.06,0,0,0,0,0,122.84,246.46,0,265.29,0,8.63,0,16.69,0,27.06,0,12.77,14.42,0,0,0,17.22,0,88.43,25.13,0,0,0,0,0,8.93,0,134.27,59.75,0,114.15,335.44,0,0,0,0.62,0,41.99,0,0,0,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

10,02:15-02:30,28.01,17.06,0,0,0,0,0,122.84,246.46,0,265.29,0,8.63,0,16.69,0,27.06,0,12.77,14.42,0,0,0,17.22,0,88.43,25.13,0,0,0,0,0,53.61,0,134.27,59.75,0,114.15,335.44,0,0,0,0.62,0,41.99,0,0,0,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

11,02:30-02:45,28.01,17.06,0,0,0,0,0,122.84,246.46,0,265.29,0,8.69,0,16.69,0,27.06,0,12.77,14.42,0,0,0,17.22,0,88.43,25.13,0,0,0,0,0,53.61,0,134.27,59.75,0,114.15,335.44,0,0,0,0.62,0,41.99,0,0,0,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

12,02:45-03:00,28.01,17.06,0,0,0,0,0,122.84,246.46,0,265.29,0,8.69,0,16.69,0,27.06,0,12.77,14.42,0,0,0,17.22,0,88.43,25.13,0,0,0,0,0,53.61,0,134.27,59.75,0,114.15,335.44,0,0,0,0.62,0,41.99,0,0,0,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

13,03:00-03:15,28.01,17.06,0,0,0,0,0,122.84,224.92,0,265.29,0,8.69,0,16.69,0,27.06,0,12.29,14.42,0,0,0,17.22,0,88.43,25.13,0,0,0,0,0,53.61,0,134.27,59.75,0,114.15,335.44,0,0,0,0.62,0,41.99,0,0,0,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

14,03:15-03:30,28.01,17.06,0,0,0,0,0,122.84,224.92,0,265.29,0,8.69,0,16.69,0,27.06,0,12.77,14.42,0,0,0,17.22,0,88.43,25.13,0,0,0,0,0,8.93,0,134.27,59.75,0,114.15,335.44,0,0,0,0.62,0,41.99,0,0,0,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

15,03:30-03:45,28.01,17.06,0,0,0,0,0,122.84,224.92,0,265.29,0,8.69,0,16.69,0,27.06,0,12.77,14.42,0,0,0,17.22,0,88.43,25.13,0,0,0,0,0,1.35,0,134.27,59.75,0,114.15,335.44,0,0,0,0.62,0,41.99,0,0,0,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,28.01,17.06,0,0,0,0,0,122.84,224.92,0,265.29,0,8.69,0,16.69,0,27.06,0,12.77,14.42,0,0,0,17.22,0,88.43,25.13,0,0,0,0,0,1.35,0,134.27,59.75,0,114.15,335.44,0,0,0,0.62,0,41.99,0,0,0,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,28.01,17.06,0,0,0,0,0,142.55,224.92,0,265.29,0,8.69,0,16.69,0,27.06,0,12.77,14.42,0,0,0,17.22,0,88.43,25.13,0,0,0,0,0,1.35,0,134.27,59.75,0,114.15,335.44,0,0,0,0.62,0,41.99,0,0,0,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,28.01,17.06,0,0,0,0,0,142.55,246.46,0,265.29,0,8.69,0,16.69,0,27.06,0,12.77,14.42,0,0,0,17.22,0,88.43,25.13,0,0,0,0,0,1.35,0,134.27,59.75,0,114.15,335.44,0,0,0,0.62,0,41.99,0,0,0,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,28.01,17.06,0,0,0,0,0,142.55,246.46,0,265.29,0,8.69,0,16.69,0,27.06,0,12.77,14.42,0,0,0,17.22,0,88.43,25.13,0,0,0,0,0,1.35,0,134.27,59.75,0,114.15,335.44,0,0,0,0.62,0,41.99,0,0,0,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,28.01,17.06,0,0,0,0,0,142.55,246.46,0,332.58,0,8.69,0,16.69,0,27.06,0,12.77,14.42,0,6.27,0,17.22,0,88.43,25.13,0,0,0,0,0,1.35,0,134.27,59.75,0,114.15,335.44,0,0,0,0.62,0,41.99,0,0,0,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,28.01,17.06,0,0,0,0,0,142.55,246.46,0,413.32,0,8.69,0,16.69,0,27.06,0,12.77,14.42,0,6.27,0,17.22,0,88.43,25.13,0,0,0,0,0,1.35,0,134.27,59.75,0,114.15,335.44,0,0,0,0.62,0,41.99,0,0,0,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,28.01,17.06,0,0,0,0,0,142.55,246.46,0,431.73,0,8.69,0,16.69,0,27.06,0,12.77,14.42,0,6.27,0,17.22,0,88.43,25.13,0,0,0,0,0,1.35,0,134.27,59.75,0,114.15,335.44,0,0,0,0.62,0,41.99,0,0,0,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,37.33,17.06,0,0,0,0,0,142.55,280.52,0,431.73,0,13.1,0,20.19,0,32.68,0,25.56,14.42,0,6.27,0,19.16,0,88.43,25.13,0,0,0,0,0,1.35,0,134.27,59.75,0,114.15,335.44,0,0,0,0.62,0,41.99,0,0,0,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,37.33,17.06,0,0,0,0,0,142.55,349.06,0,470.18,0,18.56,0,24.97,0,40.75,0,38.32,14.42,0,6.27,0,19.99,0,88.43,25.13,0,0,0,0,0,1.35,0,134.27,59.75,0,114.15,335.44,0,0,0,0.62,0,41.99,0,0,20.03,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,38.51,17.06,0,0,0,0,0,142.55,413.79,0,527.77,0,19.2,0,25.38,0,40.75,0,38.32,14.42,0,6.27,0,19.99,15.84,88.43,25.13,0,0,0,0,0,1.35,0,134.27,59.75,0,114.15,335.44,0,0,0,0.62,0,41.99,0,0,40.05,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

26,06:15-06:30,38.51,17.06,0,0,0,0,0,142.55,417.79,0,608.85,1.84,19.2,0,25.38,0,40.75,0,38.32,14.42,0,6.27,0,19.99,15.84,88.43,25.13,0,0,0,0,0,1.35,5.07,134.27,59.75,0,114.15,335.44,0,0,0,0.62,0,41.99,0,0,55.8,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

27,06:30-06:45,39.61,25.59,0,0,0,0,0,142.55,417.79,5.12,656.3,9.3,19.2,0,25.38,0,40.75,0,38.32,14.42,12.69,6.27,0,19.99,31.68,88.43,25.13,0,0,0,0,0,13.41,10.12,134.27,59.75,0,114.15,335.44,0,0,0,0.62,0,41.99,0,0,80.1,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

28,06:45-07:00,39.67,37.53,0,0,0,0,0,142.55,417.79,37.98,656.3,18.63,19.2,0,25.38,0,40.75,0,51.11,14.42,23.16,12.53,8.29,19.99,31.68,88.43,25.13,0,0,0,0,0,53.61,10.12,134.27,59.75,0,114.15,335.44,0,0,0,0.62,0,41.99,0,0,109.23,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

29,07:00-07:15,40.71,37.53,0,0,0,0,0,142.55,417.79,37.98,656.3,18.63,19.2,0,25.38,0,40.75,1.07,51.11,14.42,23.16,12.53,17.56,19.99,31.68,88.43,25.13,0,0,0,0,0,53.61,10.12,134.27,59.75,0,114.15,335.44,0,0,0,0.62,0,41.99,0,0,109.23,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

30,07:15-07:30,40.84,37.53,0,0,0,0,0,142.55,417.79,37.98,656.3,18.63,19.2,0,25.38,0,40.75,25.46,51.11,14.42,25.6,12.53,26.35,19.99,31.68,88.43,25.13,0,0,0,0,0,53.61,10.12,134.27,59.75,0,114.15,335.44,0,0,0,0.62,0,41.99,0,0,109.23,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

31,07:30-07:45,41.87,37.53,0,0,0,0,0,142.55,417.79,37.98,656.3,18.63,19.2,0,25.38,0,40.75,25.46,51.11,14.42,26.96,12.53,26.35,19.99,31.68,88.43,25.13,0,0,0,0,0,53.61,10.12,134.27,59.75,0,114.15,335.44,0,0,0,0.62,0,41.99,0,0,109.23,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

32,07:45-08:00,42.01,37.53,0,0,0,0,0,142.55,417.79,37.98,656.3,18.63,19.2,0,25.38,0,40.75,25.46,51.11,14.42,23.16,18.8,26.35,19.99,31.68,88.43,25.13,0,0,0,0,0,8.93,10.12,134.27,59.75,0,114.15,335.44,0,0,0,0.62,0,41.99,0,0,109.23,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

33,08:00-08:15,32.08,37.53,0,0,0,0,0,142.55,417.79,37.98,656.3,18.63,19.2,0,25.38,0,40.75,1.07,51.11,14.42,23.16,18.8,26.35,19.99,31.68,88.43,25.13,0,0,0,0,0,1.35,10.12,134.27,59.75,0,114.15,335.44,0,0,0,0.62,0,41.99,0,0,109.23,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

34,08:15-08:30,32.08,28.43,0,0,0,0,0,142.55,417.79,2.56,656.3,9.3,19.2,0,25.38,0,40.75,1.07,38.32,14.42,12.69,1.06,17.56,19.99,31.68,88.43,25.13,0,0,0,0,0,1.35,10.12,134.27,59.75,0,114.15,335.44,0,0,0,0.62,0,41.99,0,0,109.23,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

35,08:30-08:45,32.08,17.06,0,0,0,0,0,142.55,417.79,0,656.3,9.3,19.2,0,25.38,0,40.75,1.07,25.56,14.42,12.69,0,17.56,19.99,15.84,88.43,25.13,0,0,0,0,0,1.35,5.07,134.27,59.75,0,114.15,335.44,0,0,0,0.62,0,41.99,0,0,80.19,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

36,08:45-09:00,32.08,8.53,0,0,0,0,0,142.55,417.79,0,656.3,9.3,19.2,0,25.38,0,40.75,1.07,25.56,14.42,0,0,8.79,19.99,15.84,88.43,25.13,0,0,0,0,0,1.35,0,134.27,59.75,0,114.15,335.44,0,0,0,0.62,0,41.99,0,0,60.08,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

37,09:00-09:15,32.08,8.53,0,0,0,0,0,142.55,417.79,0,656.3,0,19.2,0,25.38,0,40.75,1.07,25.56,14.42,0,0,0,19.99,15.84,88.43,25.13,0,0,0,0,0,1.35,0,134.27,59.75,0,114.15,335.44,0,0,0,0.62,0,41.99,0,0,40.05,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

38,09:15-09:30,32.08,8.53,0,0,0,0,0,142.55,417.79,0,656.3,0,19.2,0,25.38,0,40.75,1.07,25.56,14.42,0,0,0,19.99,15.84,88.43,25.13,0,0,0,0,0,1.35,0,134.27,59.75,0,114.15,335.44,0,0,0,0.62,0,41.99,0,0,18.21,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

39,09:30-09:45,32.08,8.53,0,0,0,0,0,142.55,417.79,0,656.3,0,19.2,0,25.38,0,40.75,1.07,25.56,14.42,0,0,0,19.99,15.84,88.43,25.13,0,0,0,0,0,1.35,0,134.27,59.75,0,114.15,335.44,0,6.53,0,0.62,0,41.99,0,0,0,0,0,0,0,0,0,0,0,10.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

40,09:45-10:00,32.08,8.53,0,0,0,0,0,142.55,417.79,0,656.3,0,19.2,0,25.38,0,40.75,1.07,25.56,14.42,0,0,0,19.99,15.84,88.43,25.13,0,0,0,0,0,1.35,0,134.27,59.75,0,114.15,335.44,0,6.53,0,0.62,0,41.99,0,0,0,0,0,0,0,0,0,0,0,10.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

41,10:00-10:15,32.08,8.53,0,0,0,0,0,142.55,417.79,0,560.54,0,19.2,0,25.38,0,40.75,25.46,25.56,14.42,0,0,0,19.99,0,88.43,25.13,0,0,0,0,0,1.35,0,134.27,59.75,0,114.15,335.44,0,5.54,0,0.62,0,41.99,0,0,0,0,0,0,0,0,0,0,0,10.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

42,10:15-10:30,32.08,8.53,0,0,0,0,0,142.55,417.79,0,547.08,0,19.2,0,25.38,0,40.75,25.46,25.56,14.42,0,0,0,19.99,0,88.43,25.13,0,0,0,0,0,1.35,0,134.27,59.75,0,114.15,335.44,0,5.54,0,0.62,0,41.99,0,0,0,0,0,0,0,0,0,0,0,10.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

43,10:30-10:45,35.05,8.53,0,0,0,0,0,142.55,414.93,0,456.57,0,19.2,0,25.38,0,40.75,25.46,25.56,14.42,0,0,0,19.99,0,88.43,25.13,0,0,0,0,0,1.35,0,134.27,59.75,0,114.15,335.44,0,5.54,0,0.62,0,41.99,0,0,0,0,0,0,0,0,0,0,0,10.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

44,10:45-11:00,35.05,8.53,0,0,0,0,0,142.55,363.03,0,389.29,0,19.2,0,25.38,0,40.75,3.18,25.56,14.42,0,0,0,19.99,0,88.43,25.13,0,0,0,0,0,1.35,0,134.27,59.75,0,114.15,335.44,0,5.54,0,0.62,0,41.99,0,0,0,0,0,0,0,0,0,0,0,10.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

45,11:00-11:15,40.18,8.53,0,0,0,0,0,142.55,302.21,0,370.06,0,13.1,0,20.19,0,32.68,1.07,25.56,14.42,0,0,0,19.99,0,88.43,25.13,0,0,0,0,0,1.35,0,134.27,59.75,0,114.15,335.44,0,0,0,0.62,0,41.99,0,0,0,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

46,11:15-11:30,40.18,8.53,0,0,0,0,0,142.55,284.91,0,370.06,0,13.1,0,20.19,0,32.68,1.07,25.56,14.42,0,0,0,19.99,0,88.43,25.13,0,0,0,0,0,1.35,0,134.27,59.75,0,114.15,335.44,0,0,0,0.62,0,41.99,0,0,0,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

47,11:30-11:45,40.18,8.53,0,0,0,0,0,142.55,246.46,0,370.06,0,13.1,0,20.19,0,32.68,0.63,25.56,14.42,0,0,0,19.99,0,88.43,25.13,0,0,0,0,0,1.35,0,134.27,59.75,0,114.15,335.44,0,0,0,0.62,0,41.99,0,0,0,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

48,11:45-12:00,40.18,8.53,0,0,0,0,0,142.55,246.46,0,370.06,0,8.69,0,16.69,0,27.06,0.63,25.56,14.42,0,0,0,19.99,0,88.43,25.13,0,0,0,0,0,1.35,0,134.27,59.75,0,114.15,335.44,0,0,0,0.62,0,41.99,0,0,0,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

49,12:00-12:15,40.18,8.53,0,0,0,0,0,142.55,225.88,0,361.41,0,8.69,0,16.69,0,27.06,0.63,25.56,14.42,0,0,0,19.99,0,88.43,25.13,0,0,0,0,0,1.35,0,134.27,59.75,0,114.15,335.44,0,0,0,0.62,0,41.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

50,12:15-12:30,40.18,8.53,0,0,0,0,0,142.55,225.88,0,284.52,0,8.69,0,16.69,0,27.06,0.63,25.56,14.42,0,0,0,19.99,0,88.43,25.13,0,0,0,0,0,1.35,0,134.27,59.75,0,114.15,335.44,0,0,0,0.62,0,41.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

51,12:30-12:45,40.18,8.53,0,0,0,0,0,142.55,225.88,0,284.52,0,8.69,0,16.69,0,27.06,0.63,25.56,14.42,0,0,0,19.99,0,88.43,25.13,0,0,0,0,0,1.35,0,134.27,59.75,0,114.15,348.85,0,0,0,0.62,0,41.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

52,12:45-13:00,40.18,8.53,0,0,0,0,0,142.55,225.88,0,284.52,0,8.69,0,16.69,0,27.06,0.63,25.56,14.42,0,0,0,19.99,0,88.43,25.13,0,0,0,0,0,1.35,0,134.27,59.75,0,114.15,363.9,0,0,0,0.62,0,41.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

53,13:00-13:15,24.31,8.53,0,0,0,0,0,101.51,225.88,0,284.52,0,8.69,0,16.69,0,27.06,0.63,25.56,14.42,0,0,0,11.32,0,88.43,25.13,0,0,0,0,0,1.35,0,134.27,59.75,0,114.15,373.06,0,0,0,0.62,0,41.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

54,13:15-13:30,24.31,8.53,0,0,0,0,0,101.03,225.88,0,284.52,0,8.69,0,16.69,0,27.06,0.63,25.56,14.42,0,0,0,11.32,0,88.43,25.13,0,0,0,0,0,1.35,0,134.27,59.75,0,114.15,383.88,0,0,0,0.62,0,41.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

55,13:30-13:45,24.31,8.53,0,0,0,0,0,103.68,225.88,0,284.52,0,8.69,0,16.69,0,27.06,0.63,25.56,14.42,0,0,0,11.32,0,88.43,25.13,0,0,0,0,0,8.93,0,134.27,59.75,0,114.15,388.8,0,0,0,0.62,0,41.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,24.31,8.53,0,0,0,0,0,111.13,225.88,0,284.52,0,8.69,0,16.69,0,27.06,0.63,25.56,14.42,0,0,0,11.32,0,88.43,25.13,0,0,0,0,0,53.61,0,134.27,59.75,0,114.15,402.52,0,0,0,0.62,0,41.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

57,14:00-14:15,23.04,8.53,0,0,0,0,0,102.93,225.88,0,284.52,0,8.69,0,16.69,0,27.06,0.63,25.56,14.42,0,0,0,11.32,0,88.43,25.13,0,0,0,0,0,53.61,0,134.27,59.75,0,114.15,402.52,0,0,0,0.62,0,41.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

58,14:15-14:30,23.04,8.53,0,0,0,0,0,107.23,225.88,0,284.52,0,8.69,0,16.69,0,27.06,0.63,25.56,14.42,0,0,0,11.32,0,88.43,25.13,0,0,0,0,0,53.61,0,134.27,59.75,0,114.15,402.52,0,0,0,0.62,0,41.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,23.04,8.53,0,0,0,0,0,125.75,225.88,0,284.52,0,8.69,0,16.69,0,27.06,0.63,25.56,14.42,0,0,0,11.32,0,88.43,25.13,0,0,0,0,0,53.61,0,134.27,59.75,0,114.15,402.52,0,0,0,0.62,0,41.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,28.39,8.53,0,0,0,0,0,112.28,225.88,0,332.58,0,8.69,0,16.69,0,27.06,0.63,25.56,14.42,0,0,0,11.32,0,88.43,25.13,0,0,0,0,0,8.93,0,134.27,59.75,0,114.15,402.52,0,0,0,0.62,0,41.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

61,15:00-15:15,28.39,8.53,0,0,0,0,0,112.28,226.31,0,361.41,0,8.69,0,16.69,0,27.06,0.63,25.56,14.42,0,0,0,11.32,0,88.43,25.13,0,0,0,0,0,1.35,0,134.27,59.75,0,114.15,402.52,0,0,0,0.62,0,41.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

62,15:15-15:30,28.39,8.53,0,0,0,0,0,112.28,226.31,0,361.41,0,8.69,0,16.69,0,27.06,0.63,25.56,14.42,0,0,0,11.32,0,88.43,25.13,0,0,0,0,0,1.35,0,134.27,59.75,0,114.15,402.52,0,0,0,0.62,0,41.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

