Block,Time Block,DHAULIGNGA,CHAMERA3,DADRT2,CHAMERA2,NJPC,NLCEXP,NLCIIST1,NLCIIST2,NAPP,BSIUL,BRBCL,CHAMERA1,KOTESHWR,KHSTPP-II,KKNP,KKNPPU2,KOLDAM,KISHANGANGA,KUDGI,KHSTPP-I,MAPS,DULHASTI,FSTPP I & II,JHAJJAR,KGSU3AND4,KGSU1AND2,NLCTS2EXP,NNTPP,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,UNCHAHAR2,URI,UNCHAHAR1,UNCHAHAR3,VALLURNTECL,UNCHAHAR4,URI2,TANAKPUR,SIMHST1,SINGRAULI_HYDRO,SIMHST2,TALA,SINGRAULI,TANDA2,TALST2,TEHRI,TelanganaSTPP,SEWA2,SALAL,RIHAND3,RAMPUR,RIHAND2,NTPL,SASAN,RIHAND1,PARBATI3,RSTPSU1TO6,RAPPC,RAPPB,RSTPSU7,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0,0,383.45,0,0,0,0,0,40.73,0,13.93,0,8.52,82.39,0,0,0,0,0,37.52,0,15.83,15.03,235.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.26,1.59,14.88,18.77,0,0,18.09,3.7,0,0,0,0,122.44,0,0,0,0,0,2.24,119.43,0,114.09,0,395.57,88.38,0,0,50.59,0,0,0,0,0,0,0

7,01:30-01:45,0,0,397.86,0,0,0,0,0,40.73,0,14.7,0,8.52,82.39,0,0,0,0,0,37.52,0,15.83,15.03,235.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.26,1.59,14.88,18.77,0,0,18.09,3.7,0,0,0,0,122.44,0,0,0,0,0,2.24,119.43,0,114.09,0,395.57,88.38,0,0,50.59,0,0,0,0,0,0,0

8,01:45-02:00,0,0,397.86,0,0,0,0,0,40.73,0,16.13,0,8.52,82.39,0,0,0,0,0,37.52,0,15.83,15.03,235.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.26,1.59,14.88,18.77,0,0,18.09,3.7,0,0,0,0,122.44,0,0,0,0,0,2.24,119.43,0,114.09,0,395.57,88.38,0,0,50.59,0,0,0,0,0,0,0

9,02:00-02:15,0,0,407.68,0,0,0,0,0,40.73,0,16.27,0,8.52,82.39,0,0,0,0,0,37.52,0,15.83,15.03,231.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.31,1.59,11.54,13.94,0,0,4.39,3.7,0,0,0,0,115.72,0,0,0,0,0,13.4,119.43,0,114.09,0,395.57,88.38,0,0,50.59,0,0,0,0,0,0,0

10,02:15-02:30,0,0,407.68,0,0,0,0,0,40.73,0,16.63,0,8.52,82.39,0,0,0,0,0,37.52,0,15.83,15.03,231.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.31,1.59,11.54,13.94,0,0,4.39,3.7,0,0,0,0,112.83,0,0,0,0,0,66.98,119.43,0,114.09,0,395.57,88.38,0,0,50.59,0,0,0,0,0,0,0

11,02:30-02:45,0,0,411.53,0,0,0,0,0,40.73,0,15.15,0,8.52,82.39,0,0,0,0,0,37.52,0,15.83,15.03,231.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.31,1.59,11.54,13.94,0,0,4.39,9.85,0,0,0,0,112.83,0,0,0,0,0,66.98,119.43,0,114.09,0,395.57,88.38,0,0,50.59,0,0,0,0,0,0,0

12,02:45-03:00,0,0,411.53,0,0,0,0,0,40.73,0,15.73,0,8.52,82.39,0,0,0,0,0,37.52,0,15.83,15.03,231.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.31,1.59,11.54,13.94,0,0,4.39,9.85,0,0,0,0,112.83,0,0,0,0,0,66.98,119.43,0,114.09,0,395.57,88.38,0,0,50.59,0,0,0,0,0,0,0

13,03:00-03:15,0,0,411.53,0,0,0,0,0,40.73,0,15.71,0,8.52,79.18,0,0,0,0,0,32.15,0,15.83,15.03,231.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.31,1.59,11.54,13.94,0,0,4.39,9.85,0,0,0,0,106.11,0,0,0,0,0,66.98,119.43,0,114.09,0,395.57,88.38,0,0,50.59,0,0,0,0,0,0,0

14,03:15-03:30,0,0,411.53,0,0,0,0,0,40.73,0,14.7,0,8.52,79.18,0,0,0,0,0,32.15,0,15.83,15.03,231.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.31,1.59,11.54,13.94,0,0,4.39,4.3,0,0,0,0,112.83,0,0,0,0,0,12.28,119.43,0,114.09,0,395.57,88.38,0,0,50.59,0,0,0,0,0,0,0

15,03:30-03:45,0,0,411.53,0,0,0,0,0,40.73,0,14.81,0,8.52,79.18,0,0,0,0,0,32.15,0,15.83,15.03,231.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.31,1.59,11.54,13.94,0,0,4.39,4.3,0,0,0,0,112.83,0,0,0,0,0,2.24,119.43,0,114.09,0,395.57,88.38,0,0,50.59,0,0,0,0,0,0,0

16,03:45-04:00,0,0,411.53,0,0,0,0,0,40.73,0,18.89,0,8.52,79.18,0,0,0,0,0,32.15,0,15.83,15.03,231.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.31,1.59,11.54,13.94,0,0,4.39,4.3,0,0,0,0,112.83,0,0,0,0,0,2.24,119.43,0,114.09,0,395.57,88.38,0,0,50.59,0,0,0,0,0,0,0

17,04:00-04:15,0,0,411.53,0,0,0,0,0,40.73,0,19.21,0,8.52,79.18,0,0,0,0,0,32.15,0,15.83,15.03,231.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.31,1.59,11.54,13.94,0,0,4.39,4.3,0,0,0,0,112.83,0,0,0,0,0,2.24,119.43,0,114.09,0,395.57,88.38,0,0,50.59,0,0,0,0,0,0,0

18,04:15-04:30,0,0,411.53,0,0,0,0,0,40.73,0,19.21,0,8.52,79.18,0,0,0,0,0,32.15,0,15.83,15.03,231.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.31,1.59,11.54,13.94,0,0,4.39,4.3,0,0,0,0,112.83,0,0,0,0,0,2.24,119.43,0,114.09,0,395.57,88.38,0,0,50.59,0,0,0,0,0,0,0

19,04:30-04:45,0,0,411.53,0,0,0,0,0,40.73,0,19.21,0,8.52,79.18,0,0,0,0,0,31.92,0,15.83,14.91,231.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.31,1.59,11.54,13.94,0,0,4.39,4.3,0,0,0,0,115.72,0,0,0,0,0,2.24,119.43,0,114.09,0,395.57,88.38,0,0,50.59,0,0,0,0,0,0,0

20,04:45-05:00,0,0,395.19,0,22.47,0,0,0,40.73,0,19.21,0,8.52,79.18,0,0,0,0,0,31.92,0,15.83,14.91,235.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.26,1.59,14.88,18.77,0,0,4.39,4.3,0,0,0,0,115.72,0,0,0,0,0,2.24,119.43,0,114.09,0,395.57,88.38,0,0,50.59,0,0,0,0,0,0,0

21,05:00-05:15,0,0,392.31,0,44.94,0,0,0,40.73,0,19.21,0,8.52,86.87,0,0,0,0,0,32.15,0,15.83,15.03,235.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.26,33.94,14.88,18.77,0,0,4.39,4.3,0,0,0,0,134.19,0,0,15.13,0,0,2.24,119.43,0,114.09,0,395.57,88.38,0,0,50.59,0,0,0,0,0,0,0

22,05:15-05:30,0,0,413.45,0,67.41,0,0,0,40.73,0,19.21,0,8.52,86.87,0,0,0,0,0,32.15,0,15.83,15.03,235.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.26,33.94,14.88,18.77,0,0,4.39,4.3,0,0,0,0,134.19,0,0,30.26,0,0,2.24,119.43,0,114.09,0,395.57,88.38,0,0,50.59,0,0,0,0,0,0,0

23,05:30-05:45,8.77,0,424.98,1.54,89.88,0,0,0,40.73,0,19.21,0,8.52,86.87,0,0,0,0,0,32.15,0,15.83,15.03,235.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.26,1.59,14.88,18.77,0,0,4.39,4.3,0,0,0,0,134.19,0,0,30.26,0,0,2.24,119.43,0,114.09,0,395.57,88.38,0,0,50.59,0,0,0,0,0,0,0

24,05:45-06:00,17.55,9.3,420.17,3.58,112.35,0,0,0,40.73,1.06,19.21,0,8.52,86.87,0,0,0,0,0,32.15,0,15.83,15.03,235.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.26,1.59,14.88,18.77,0,0,4.39,4.3,0,0,0,0,134.19,0,0,44.49,0,0,2.24,119.43,0,114.09,0,395.57,88.38,0,0,50.59,0,0,0,0,0,0,0

25,06:00-06:15,26.32,18.6,382.7,7.69,112.35,0,0,0,40.73,2.11,19.21,11.38,8.52,90.08,0,0,0,0,0,36.88,0,31.66,17.79,231.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.31,1.59,11.54,13.94,0,0,4.39,4.3,0,0,0,0,134.19,0,0,59.79,0,0,2.24,119.43,0,114.09,0,395.57,88.38,3.67,0,50.59,0,0,0,0,0,0,0

26,06:15-06:30,35.11,27.92,382.7,37.96,134.82,0,0,0,40.73,12.53,19.21,26.95,18.95,90.08,0,0,0,0,0,37.78,0,47.49,17.79,231.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.31,1.59,11.54,13.94,0,0,4.39,4.3,0,0,0,0,134.19,0,0,59.79,0,5.06,13.4,119.43,0,114.09,0,395.57,88.38,15.9,0,50.59,0,0,0,0,0,0,0

27,06:30-06:45,35.11,27.92,382.7,37.96,134.82,0,0,0,40.73,12.53,19.21,40.45,18.95,90.08,0,0,0,0,0,37.78,0,47.49,17.79,231.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.31,1.59,11.54,13.94,0,0,4.39,4.3,0,0,0,0,134.19,0,0,59.79,0,10.13,66.98,119.43,0,114.09,0,395.57,88.38,15.9,0,50.59,0,0,0,0,0,0,0

28,06:45-07:00,35.11,27.92,382.7,37.96,134.82,0,0,0,40.73,12.53,19.21,40.45,18.95,90.08,0,0,0,0,0,37.78,0,47.49,17.79,231.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.31,1.59,11.54,13.94,0,0,4.39,4.3,0,0,0,0,134.19,0,0,59.79,0,10.13,66.98,119.43,0,114.09,0,395.57,88.38,15.9,0,50.59,0,0,0,0,0,0,0

29,07:00-07:15,35.11,27.92,382.7,37.96,134.82,0,0,0,40.73,12.53,19.21,37.95,18.95,90.08,0,0,0,0,0,37.78,0,47.49,17.79,231.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.31,1.59,11.54,13.94,0,0,4.39,4.3,0,0,0,0,134.19,0,0,59.79,0,10.13,66.98,119.43,0,114.09,0,395.57,88.38,15.9,0,50.59,0,0,0,0,0,0,0

30,07:15-07:30,35.11,27.92,382.7,37.96,134.82,0,0,0,40.73,12.53,19.21,26.95,18.95,82.39,0,0,0,0,0,37.78,0,47.49,17.79,231.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.31,1.59,11.54,13.94,0,0,4.39,4.3,0,0,0,0,134.19,0,0,59.79,0,5.06,66.98,119.43,0,114.09,0,395.57,88.38,15.9,0,50.59,0,0,0,0,0,0,0

31,07:30-07:45,26.32,18.6,382.7,3.84,112.35,0,0,0,40.73,1.06,19.21,11.38,8.52,82.39,0,0,0,0,0,37.78,0,31.66,17.79,231.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.31,33.94,11.54,13.94,0,0,4.39,4.3,0,0,0,0,134.19,0,0,44.49,0,0,13.4,119.43,0,114.09,0,395.57,88.38,15.9,0,50.59,0,0,0,0,0,0,0

32,07:45-08:00,17.55,9.3,382.7,0,89.88,0,0,0,40.73,0,19.21,0,8.52,82.39,0,0,0,0,0,37.78,0,15.83,17.79,231.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.31,33.94,11.54,13.94,0,0,4.39,4.3,0,0,0,0,134.19,0,0,30.26,0,0,2.24,119.43,0,114.09,0,395.57,88.38,3.42,0,50.59,0,0,0,0,0,0,0

33,08:00-08:15,8.77,0,382.7,0,67.41,0,0,0,40.73,0,19.21,0,8.52,94.4,0,0,0,0,0,43.3,0,15.83,19.98,235.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.26,3.71,14.88,18.77,0,0,4.39,4.3,0,0,0,0,134.19,0,0,15.13,0,0,2.24,119.43,0,114.09,0,401.14,88.38,0,0,50.59,0,0,0,0,0,0,0

34,08:15-08:30,0,0,382.7,0,39.3,0,0,0,40.73,0,19.21,0,8.52,94.98,0,0,0,0,0,43.44,0,15.83,19.98,235.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.26,1.28,14.88,18.77,0,0,4.39,4.3,0,0,0,0,134.19,0,0,15.13,0,0,2.24,119.43,0,114.09,0,402.31,88.38,0,0,50.59,0,0,0,0,0,0,0

35,08:30-08:45,0,0,382.7,0,22.47,0,0,0,40.73,0,19.21,0,8.52,94.98,0,0,0,0,0,43.44,0,15.83,19.98,235.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.26,1.28,14.88,18.77,0,0,4.39,4.3,0,0,0,0,134.19,0,0,0,0,0,2.24,119.43,0,114.09,0,402.31,88.38,0,0,50.59,0,0,0,0,0,0,0

36,08:45-09:00,0,0,382.7,0,0,0,0,0,40.73,0,19.21,0,8.52,94.98,0,0,0,0,0,43.44,0,15.83,19.98,235.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.26,1.28,14.88,18.77,0,0,4.39,4.3,0,0,0,0,134.19,0,0,0,0,0,2.24,119.43,0,114.09,0,402.31,88.38,0,0,50.59,0,0,0,0,0,0,0

37,09:00-09:15,0,0,396.15,0,0,0,0,0,40.73,0,19.21,0,8.52,94.98,0,0,0,0,0,43.44,0,15.83,19.98,235.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.26,1.28,14.88,18.77,0,0,4.39,4.3,0,0,0,0,118.89,0,0,0,0,0,2.24,119.43,0,114.09,0,402.31,88.38,0,0,50.59,0,0,0,0,0,0,0

38,09:15-09:30,0,0,396.15,0,0,0,0,0,40.73,0,19.21,0,8.52,94.98,0,0,0,0,0,43.44,0,15.83,18.16,235.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.26,1.28,14.88,18.77,0,0,4.39,4.3,0,0,0,0,100.07,0,0,0,0,0,2.24,119.43,0,114.09,0,402.31,88.38,0,0,50.59,0,0,0,0,0,0,0

39,09:30-09:45,0,0,443.23,0,0,0,0,0,40.73,0,19.21,0,8.52,94.98,0,0,0,0,0,43.44,0,15.83,17.22,235.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.26,33.94,14.88,18.77,0,0,18.09,4.3,0,0,0,0,100.07,0,0,0,0,0,2.24,119.43,0,114.09,0,402.31,88.38,0,0,50.59,0,0,0,0,0,0,0

40,09:45-10:00,0,0,490.19,0,0,0,0,0,40.73,0,19.21,0,8.52,94.98,0,0,0,0,0,43.44,0,15.83,17.22,235.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.26,33.94,14.88,18.77,0,0,18.09,4.3,0,0,0,0,100.07,0,0,0,0,0,2.24,119.43,0,114.09,0,402.31,88.38,0,0,50.59,0,0,0,0,0,0,0

41,10:00-10:15,0,0,473.1,0,0,0,0,0,40.73,0,19.21,0,8.52,94.98,0,0,0,0,0,43.44,0,15.83,15.32,235.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.26,6.37,14.88,18.77,0,0,18.09,4.3,0,0,0,0,100.07,0,0,0,0,0,2.24,119.43,0,114.09,0,402.31,88.38,0,0,50.59,0,0,0,0,0,0,0

42,10:15-10:30,0,0,456.22,0,0,0,0,0,40.73,0,18.98,0,8.52,94.98,0,0,0,0,0,43.44,0,15.83,15.03,235.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.26,6.37,14.88,18.77,0,0,18.09,4.3,0,0,0,0,100.07,0,0,0,0,0,2.24,119.43,0,114.09,0,402.31,88.38,0,0,50.59,0,0,0,0,0,0,0

43,10:30-10:45,0,0,451.22,0,0,0,0,0,40.73,0,17.39,0,8.52,94.98,0,0,0,0,0,43.44,0,15.83,15.03,235.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.26,3.18,14.88,18.77,0,0,7.11,4.3,0,0,0,0,100.07,0,0,0,0,0,2.24,119.43,0,114.09,0,402.31,88.38,0,0,50.59,0,0,0,0,0,0,0

44,10:45-11:00,0,0,436.23,0,0,0,0,0,40.73,0,18.7,0,8.52,94.98,0,0,0,0,0,43.44,0,15.83,15.03,235.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.26,3.18,14.88,18.77,0,0,7.11,4.3,0,0,0,0,100.07,0,0,0,0,0,2.24,119.43,0,114.09,0,402.31,88.38,0,0,50.59,0,0,0,0,0,0,0

45,11:00-11:15,0,0,411.26,0,0,0,0,0,40.73,0,19.21,0,8.52,94.98,0,0,0,0,0,43.06,0,15.83,14.91,235.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.26,5.3,14.88,18.77,0,0,7.11,4.3,0,0,0,0,100.07,0,0,0,0,0,2.24,119.43,0,114.09,0,402.31,88.38,0,0,50.59,0,0,0,0,0,0,0

46,11:15-11:30,0,0,407.34,0,0,0,0,0,40.73,0,19.21,0,8.52,94.98,0,0,0,0,0,43.06,0,15.83,14.91,235.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.26,35,14.88,18.77,0,0,7.11,4.3,0,0,0,0,100.07,0,0,0,0,0,2.24,119.43,0,114.09,0,402.31,88.38,0,0,50.59,0,0,0,0,0,0,0

47,11:30-11:45,0,0,382.7,0,0,0,0,0,40.73,0,18.01,0,8.52,94.98,0,0,0,0,0,43.06,0,15.83,17.22,235.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.26,35,14.88,18.77,0,0,4.39,9.85,0,0,0,0,100.07,0,0,0,0,0,2.24,119.43,0,114.09,0,402.31,88.38,0,0,50.59,0,0,0,0,0,0,0

48,11:45-12:00,0,0,382.7,0,0,0,0,0,40.73,0,19.21,0,8.52,94.98,0,0,0,0,0,43.06,0,15.83,17.22,235.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.26,5.3,14.88,18.77,0,0,4.39,4.3,0,0,0,0,100.07,0,0,0,0,0,2.24,119.43,0,114.09,0,402.31,88.38,0,0,50.59,0,0,0,0,0,0,0

49,12:00-12:15,0,0,406.53,0,0,0,0,0,40.73,0,19.21,0,8.52,94.98,0,0,0,0,0,43.06,0,15.83,15.03,231.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.31,3.71,11.54,13.94,0,0,7.11,4.3,0,0,0,0,100.07,0,0,0,0,0,12.28,119.43,0,114.09,0,402.31,88.38,0,0,50.59,0,0,0,0,0,0,0

50,12:15-12:30,0,0,406.53,0,0,0,0,0,40.73,0,19.21,0,8.52,94.98,0,0,0,0,0,43.06,0,15.83,15.03,231.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.31,2.65,11.54,13.94,0,0,7.11,4.3,0,0,0,0,100.07,0,0,0,0,0,12.28,119.43,0,114.09,0,402.31,88.38,0,0,50.59,0,0,0,0,0,0,0

51,12:30-12:45,0,0,406.53,0,0,0,0,0,40.73,0,19.21,0,8.52,76.21,0,0,0,0,0,29.66,0,15.83,11.05,231.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.31,6.37,11.54,13.94,0,0,7.11,4.3,0,0,0,0,100.07,0,0,0,0,0,12.28,119.43,0,114.09,0,402.31,88.38,0,0,50.59,0,0,0,0,0,0,0

52,12:45-13:00,0,0,406.53,0,0,0,0,0,40.73,0,19.21,0,8.52,76.21,0,0,0,0,0,29.66,0,15.83,11.05,231.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.31,6.37,11.54,13.94,0,0,7.11,4.3,0,0,0,0,100.07,0,0,0,0,0,12.28,119.43,0,114.09,0,402.31,88.38,0,0,50.59,0,0,0,0,0,0,0

53,13:00-13:15,0,0,406.53,0,0,0,0,0,40.73,0,19.21,0,8.52,63.72,0,0,0,0,0,29.66,0,15.83,11.05,231.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.31,2.65,11.54,13.94,0,0,4.39,4.3,0,0,0,0,92.27,0,0,0,0,0,12.28,105.7,0,91.84,0,402.31,60.75,0,0,50.59,0,0,0,0,0,0,0

54,13:15-13:30,0,0,406.53,0,0,0,0,0,40.73,0,19.21,0,8.52,66.61,0,0,0,0,0,29.66,0,15.83,11.05,231.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.31,2.65,11.54,13.94,0,0,4.39,4.3,0,0,0,0,90.86,0,0,0,0,0,12.28,87.09,0,91.84,0,402.31,60.75,0,0,50.59,0,0,0,0,0,0,0

55,13:30-13:45,0,0,406.53,0,0,0,0,0,40.73,0,19.21,0,8.52,63.72,0,0,0,0,0,29.66,0,15.83,11.05,231.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.31,2.65,11.54,13.94,0,0,4.39,9.85,0,0,0,0,67.21,0,0,0,0,0,12.28,87.09,0,87.85,0,402.31,60.75,0,0,50.59,0,0,0,0,0,0,0

56,13:45-14:00,0,0,406.53,0,0,0,0,0,40.73,0,19.21,0,8.52,63.72,0,0,0,0,0,29.66,0,15.83,11.05,231.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.31,2.65,11.54,13.94,0,0,4.39,9.85,0,0,0,0,67.21,0,0,0,0,0,12.28,87.09,0,84,0,402.31,60.75,0,0,50.59,0,0,0,0,0,0,0

57,14:00-14:15,0,0,406.53,0,0,0,0,0,40.73,0,19.21,0,8.52,63.72,0,0,0,0,0,29.66,0,15.83,11.05,231.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.31,6.9,11.54,13.94,0,0,4.39,3.7,0,0,0,0,67.21,0,0,0,0,0,12.28,106.3,0,84,0,402.31,60.75,0,0,50.59,0,0,0,0,0,0,0

58,14:15-14:30,0,0,406.53,0,0,0,0,0,40.73,0,19.21,0,8.52,63.72,0,0,0,0,0,29.66,0,15.83,11.05,231.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.31,6.9,11.54,13.94,0,0,4.39,3.7,0,0,0,0,67.21,0,0,0,0,0,12.28,106.3,0,84,0,402.31,60.75,0,0,50.59,0,0,0,0,0,0,0

59,14:30-14:45,0,0,406.53,0,0,0,0,0,40.73,0,19.21,0,8.52,63.72,0,0,0,0,0,29.66,0,15.83,11.05,231.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.31,12.73,11.54,13.94,0,0,7.11,3.7,0,0,0,0,76.41,0,0,0,0,0,12.28,119.43,0,106.25,0,402.31,88.38,0,0,50.59,0,0,0,0,0,0,0

60,14:45-15:00,0,0,406.53,0,0,0,0,0,40.73,0,19.21,0,8.52,63.72,0,0,0,0,0,29.66,0,15.83,11.05,231.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.31,12.73,11.54,13.94,0,0,7.11,3.7,0,0,0,0,76.41,0,0,0,0,0,12.28,119.43,0,106.25,0,402.31,88.38,0,0,50.59,0,0,0,0,0,0,0

61,15:00-15:15,0,0,370.78,0,0,0,0,0,40.73,0,19.21,0,8.52,63.27,0,0,0,0,0,29.66,0,15.83,13.81,231.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.31,6.37,11.54,13.94,0,0,7.11,3.7,0,0,0,0,87.98,0,0,0,0,0,12.28,119.43,0,114.09,0,402.31,88.38,0,0,50.59,0,0,0,0,0,0,0

62,15:15-15:30,0,0,370.78,0,22.47,0,0,0,40.73,0,19.21,0,8.52,63.27,0,0,0,0,0,29.66,0,15.83,13.81,231.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.31,6.37,11.54,13.94,0,0,7.11,3.7,0,0,0,0,99.35,0,0,0,0,0,12.28,119.43,0,114.09,0,402.31,88.38,0,0,50.59,0,0,0,0,0,0,0

