Column1,Time,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/08032047/L_NR_2021_14,WR/01102023/30052048/L_NR_2022_10,NR/01102023/02122045/L_NR_2021_13,WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,WR/01102023/16072048/L_NR_2022_08,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2020_06,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,GNARE/NR/2024/12/20/3668,WR/01102023/29112042/L_NR_2019_05,GNARE/SR/2025/01/13/4532,GNA/NR/2025/07/01/1192,NR/30092023/31122025/SH-07,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/07/01/8128,GNA/NR/2025/07/01/1044,GNA/NR/2025/06/07/5932,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/31052040/LT-31,GNA/NR/2025/07/01/2952,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/07/01/2786,GNA/NR/2025/07/01/2236,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/07/01/8230,GNA/NR/2025/07/01/8139,NR/01102023/06022042/L_NR_2012_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/07/01/3109,NR/01102023/22052037/LT-59,GNA/NR/2025/07/01/2997,NR/01102023/19072037/LT-05,GNA/NR/2025/07/01/8154,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/06022042/L_NR_2012_07,NR/30092023/26122029/SH-06,L_NR_2019_19
6,01:15-01:30,0,0,0,0,0,0,16.17,11,48.49,16.17,0,0,0,0,0,0,0,0,42.62,49.05,20.56,100.2,0,12.65,3.24,-0,270.51,0,8.51,10.13,43.71,81.75,0,224.82,134.89,130.13,28.77,6.53,19.24,10.48,15.24,64.15,20.75,15,86.75,20.56,0

7,01:30-01:45,0,0,0,0,0,0,24.17,26.67,72.49,24.17,0,0,0,0,0,0,0,0,43.02,49.05,26.2,100.2,0,12.65,3.24,-0,270.51,0,8.51,10.13,43.71,81.75,0,224.82,134.89,130.13,28.77,6.53,19.24,10.48,15.24,89.93,20.75,15,86.75,26.2,0

8,01:45-02:00,0,0,0,0,0,0,24.17,26.33,72.49,24.17,0,0,0,0,0,0,0,0,43.02,49.05,26.2,100.2,0,12.65,3.24,-0,270.51,0,8.51,10.13,43.71,81.75,0,224.82,134.89,130.13,28.77,6.53,19.24,10.48,15.24,81.45,20.75,15,86.75,26.2,0

9,02:00-02:15,0,0,0,0,0,0,24.17,25.67,72.49,24.17,0,0,0,0,0,0,0,0,43.02,49.05,26.94,100.2,0,12.65,3.24,-0,270.51,0,8.51,9.97,43.71,81.75,0,224.82,134.89,130.13,28.77,6.06,19.24,10.48,15.24,72.96,20.75,17.49,81.34,26.94,0

10,02:15-02:30,0,0,0,0,0,0,24.33,25.67,73.01,24.33,0,0,0,0,0,0,0,0,43.02,49.05,26.94,100.2,0,12.65,3.24,-0,270.51,0,8.51,9.97,43.71,81.75,0,224.82,134.89,130.13,28.77,6.06,19.24,10.48,15.24,70.13,20.75,17.49,80.25,26.94,0

11,02:30-02:45,0,0,0,0,0,0,24.33,22.54,73.01,24.33,0,0,0,0,0,0,0,0,43.02,49.05,26.94,100.2,0,12.65,3.24,-0,270.51,0,8.51,9.97,43.71,81.75,0,224.82,134.89,130.13,28.77,6.06,19.24,10.48,15.24,70.13,20.75,17.49,79.72,26.94,0

12,02:45-03:00,0,0,0,0,0,0,24.33,21.89,73.01,24.33,0,0,0,0,0,0,0,0,43.02,49.05,26.94,100.2,0,12.65,3.24,-0,270.51,0,8.51,9.97,43.71,81.75,0,224.82,134.89,130.13,28.77,6.06,19.24,10.48,15.24,70.13,20.75,17.49,79.05,26.94,0

13,03:00-03:15,0,0,0,0,0,0,24.67,21.89,73.99,24.67,0,0,0,0,0,0,0,0,43.02,0,26.94,100.2,0,9.77,3.24,-0,270.51,0,6.53,9.97,43.71,81.75,0,224.82,134.89,130.13,27.76,5.6,19.24,10.48,15.24,70.13,20.75,17.4,77.49,26.94,0

14,03:15-03:30,0,0,0,0,0,0,25,21.56,75,25,0,0,0,0,0,0,0,0,43.02,0,26.94,100.2,0,9.77,3.24,-0,247.82,0,6.53,9.97,43.71,81.75,0,224.82,134.89,102.39,27.76,5.6,19.24,10.48,15.24,70.13,20.75,17.4,66.87,26.94,0

15,03:30-03:45,0,0,0,0,0,0,25.33,16.67,76.01,25.33,0,0,0,0,0,0,0,0,43.02,0,26.94,100.2,0,9.77,3.24,-0,209.35,0,6.53,10.35,43.71,81.75,0,224.82,134.89,102.39,27.76,5.6,19.24,10.48,15.24,70.13,20.75,17.4,66.87,26.94,0

16,03:45-04:00,0,0,0,0,0,0,25.5,17.33,76.5,25.5,0,0,0,0,0,0,0,0,43.02,0,26.94,100.2,0,9.77,3.24,-0,176.59,0,6.53,10.35,43.71,81.75,0,224.82,134.89,102.39,27.76,5.6,19.24,10.48,15.24,70.13,20.75,17.4,66.87,26.94,0

17,04:00-04:15,0,0,0,0,0,0,23.1,18,69.3,23.1,0,0,0,0,0,0,0,0,43.02,0,26.94,100.2,0,9.91,3.24,-0,215.06,0,6.67,10.35,43.71,81.75,0,224.82,134.89,130.13,27.25,5.22,19.24,10.48,15.24,115.38,20.75,17.22,86.75,26.94,0

18,04:15-04:30,0,0,0,0,0,0,23.25,18.67,69.75,23.25,0,0,0,0,0,0,0,0,43.02,0,26.94,100.2,0,9.91,3.24,-0,253.53,0,6.67,10.35,43.71,81.75,0,224.82,134.89,130.13,27.25,5.22,19.24,10.48,15.24,82.15,20.75,17.22,86.75,26.94,0

19,04:30-04:45,0,0,0,0,0,0,18.09,17.1,54.24,18.09,0,0,0,0,0,0,0,0,42.62,0,26.94,100.2,0,9.91,3.24,-0,270.51,0,6.67,10.35,43.71,81.75,0,224.82,134.89,130.13,27.25,5.22,19.24,10.48,15.24,70.13,20.75,17.22,86.75,26.94,0

20,04:45-05:00,0,0,0,0,0,0,19.14,17.24,57.44,19.14,0,0,0,0,0,0,0,0,42.42,0,26.94,100.2,0,9.91,3.24,-0,270.51,0,6.67,10.35,43.71,81.75,0,224.82,134.89,130.13,27.25,5.22,19.24,10.48,15.24,70.13,20.75,17.22,86.75,26.94,0

21,05:00-05:15,0,0,0,0,0,0,16.67,13.08,49.99,16.67,0,0,0,0,0,0,0,0,43.02,0,26.94,100.2,0,9.91,3.24,-0,270.51,0,6.67,10.2,43.71,81.75,0,224.82,134.89,130.13,27.25,5.13,19.24,10.48,15.24,70.13,20.75,17.03,86.75,26.94,0

22,05:15-05:30,0,0,0,0,0,0,16.67,13.2,49.99,16.67,0,0,0,0,0,0,0,0,43.02,0,26.94,100.2,0,9.91,3.24,-0,270.51,0,6.67,10.2,43.71,81.75,0,224.82,134.89,130.13,27.25,5.13,19.24,10.48,15.24,70.13,20.75,17.03,86.75,26.94,0

23,05:30-05:45,0,0,0,0,0,0,10.67,10,31.99,10.67,0,0,0,0,0,0,0.21,0,43.02,0,26.94,100.2,0,7.03,3.24,-0,270.51,0,4.68,10.2,43.71,81.75,0,224.82,134.89,100.21,27.76,5.13,19.24,10.48,15.24,70.13,20.75,17.03,64.4,26.94,0

24,05:45-06:00,0,0,0,0,0.29,0,10.67,10.33,31.99,10.67,0,1,0,1.47,0,0,0.19,0,43.02,0,26.94,100.2,0,7.03,3.24,-0,270.51,0,4.68,10.2,43.71,81.75,0,224.82,134.89,100.21,27.76,5.13,19.24,10.48,15.24,70.13,20.75,17.03,68.85,26.94,1.12

25,06:00-06:15,1,0,1,0,1.14,0,10.67,9.6,31.99,10.67,0,1,3.9,5.72,1,0,1.26,3.85,41.62,0,26.94,100.2,0,7.03,3.24,-0,270.51,0,4.68,10.2,43.71,81.75,0,224.82,134.89,100.21,27.76,5.13,19.24,10.48,15.24,91.2,20.75,16.94,68.85,26.94,2.08

26,06:15-06:30,2,0,2,0,2.17,0,10.67,9.9,31.99,10.67,0,3,6.09,10.85,2,1,2.72,6.01,38.42,0,26.94,100.2,0,7.03,3.24,-0,270.51,0,4.68,10.2,43.71,81.75,0,224.82,134.89,100.21,27.76,5.13,19.24,10.48,15.24,70.13,20.75,16.94,62.65,26.94,4.37

27,06:30-06:45,3,3,3,0,3.35,0,9.6,10.2,28.8,9.6,0,5,9.26,16.74,3,2,5.63,9.14,43.02,0,26.94,100.2,0.74,7.03,3.24,-0,270.51,0.96,4.68,10.2,43.71,81.75,0.96,224.82,134.89,100.21,27.76,5.13,19.24,10.48,15.24,70.13,20.75,16.94,62.16,26.94,7.14

28,06:45-07:00,4,5,6,0,4.72,0,9.6,10.5,28.8,9.6,0,7,13.16,23.59,7,3,9.44,12.98,43.02,0,26.94,100.2,1.19,7.03,3.24,-0,270.51,1.54,4.68,10.2,43.71,81.75,1.54,224.82,134.89,100.21,27.26,5.13,19.24,10.48,15.24,70.13,20.75,16.94,61.73,26.94,10.54

29,07:00-07:15,5,8,11,0,6.16,0,9.6,10.8,28.8,9.6,0,9,18.03,30.79,13,7,13.96,17.8,43.02,0,26.94,100.2,1.77,7.03,3.24,-0,232.03,2.28,4.68,9.97,43.71,81.75,2.28,224.82,134.89,72.46,29.27,5.45,19.24,10.48,15.24,70.13,20.75,16.84,48.97,26.94,14.51

30,07:15-07:30,6,13,14,0,8.4,0,9.7,11.1,29.08,9.7,0,12,23.88,41.97,17,8,19.08,23.57,43.02,0,26.94,100.2,2.37,7.03,3.24,-0,198.96,3.06,4.68,9.97,43.71,81.75,3.06,224.82,134.89,72.46,29.27,5.45,19.24,10.48,15.24,70.13,20.75,16.84,48.97,26.94,18.95

31,07:30-07:45,7,20,16,0,10.75,0,8.81,11.4,26.45,8.81,0,10,30.21,53.73,23,12,24.21,29.81,43.02,0,26.94,100.2,2.95,7.03,3.24,-0,180.26,3.81,4.68,9.97,43.71,81.75,3.81,224.82,134.89,72.46,29.78,5.45,19.24,10.48,15.24,70.13,20.75,16.84,48.97,26.94,17.64

32,07:45-08:00,9,28,18,0,13.23,0,9.08,11.7,27.25,9.08,0,15,33,66.12,30,15,29.8,33,43.02,0,26.94,100.2,3.52,7.03,3.24,-0,180.14,4.56,4.68,9.97,43.71,81.75,4.56,224.82,134.89,72.46,29.78,5.45,19.24,10.48,15.24,70.13,20.75,16.84,48.97,26.94,21.41

33,08:00-08:15,11,33,22,0,6.67,0,9.96,18.33,29.85,9.96,0,19,33,33.33,25,13,32.16,33,43.02,0,26.94,100.2,4.14,7.03,3.24,-0,179.97,5.36,4.68,10.2,43.71,81.75,5.36,224.82,134.89,72.46,29.78,5.45,19.24,10.48,15.24,70.13,20.75,16.84,48.97,26.94,25.46

34,08:15-08:30,12,33,25,0,9.12,0,10.8,18.67,32.38,10.8,0,24,33,45.59,30,15,37.16,33,43.02,0,26.94,100.2,4.73,7.03,3.24,-0,181.2,6.11,4.68,10.2,43.71,81.75,6.11,224.82,134.89,72.46,29.78,5.45,19.24,10.48,15.24,70.13,20.75,16.84,48.97,26.94,29.71

35,08:30-08:45,14,33,27,0,11.83,0,20.17,21.67,60.49,20.17,0,30,33,59.12,35,17,42.04,33,43.02,0,26.94,71.17,5.28,7.03,3.24,-0,181.19,6.84,4.68,10.2,43.71,81.75,6.84,224.82,134.89,54.2,26.75,4.19,19.24,10.48,15.24,70.13,20.75,16.84,38.03,26.94,32.78

36,08:45-09:00,16,33,30,0,14.85,0,20.17,21.67,60.49,20.17,0,34,33,74.23,40,20,47.33,33,43.02,0,26.94,50.88,5.94,7.03,3.24,-0,148.77,7.69,4.68,10.2,43.71,81.75,7.69,224.82,134.89,54.2,26.75,4.19,19.24,10.48,15.24,70.13,20.75,16.84,38.03,26.94,35.81

37,09:00-09:15,18,33,36,0,19.31,0,22.5,22,67.5,22.5,0,42,33,96.56,47,23,52.42,33,43.02,0,26.96,50.88,6.65,7.03,3.24,-0,148.77,8.6,4.68,9.59,43.71,81.75,8.6,224.82,134.89,54.2,27.25,4.19,19.24,10.48,15.24,70.13,20.75,16.84,38.03,26.96,68.28

38,09:15-09:30,21,33,38,0,21.78,0,22.5,22,67.5,22.5,0,46,33,108.88,51,26,57.54,33,43.02,0,26.96,50.88,7.39,7.03,3.24,-92.97,153.1,9.57,4.68,9.59,43.71,81.75,9.57,224.82,134.89,54.2,27.25,4.19,19.24,10.48,15.24,70.13,20.75,16.84,38.03,26.96,68.28

39,09:30-09:45,23,33,48,0,24.09,0,22.83,22.33,68.51,22.83,0,48,33,120.42,55,28,62.3,33,45.02,0,26.96,50.88,6.14,7.03,3.24,-92.97,190.89,7.95,4.68,9.59,43.71,81.75,7.95,224.82,134.89,54.2,27.25,4.19,19.24,10.48,15.24,70.13,20.75,16.84,38.03,26.96,68.28

40,09:45-10:00,25,33,56,0,26.58,0,23.33,22.33,70.01,23.33,0,51,33,132.87,59,29,66.88,33,45.02,0,26.96,50.88,6.64,7.03,3.24,-92.97,227.59,8.59,4.68,9.59,43.71,81.75,8.59,224.82,134.89,54.2,27.25,4.19,19.24,10.48,15.24,70.13,20.75,16.84,38.03,26.96,68.28

41,10:00-10:15,30,33,64,0,28.25,0,24,27.33,72,24,0,57,33,141.27,65,32,70.91,33,45.02,0,26.96,50.88,6.21,7.03,3.24,-92.97,260.01,8.03,4.68,9.2,43.71,81.75,8.03,224.82,134.89,54.2,27.25,3.91,19.24,10.48,15.24,70.13,20.75,16.75,38.03,26.96,68.28

42,10:15-10:30,31,33,68,0,31.6,0,24,27.67,72,24,0,61,33,157.99,70,35,74.49,33,45.02,0,26.96,50.88,6.57,7.03,3.24,-92.97,270.51,8.5,4.68,9.2,43.71,81.75,8.5,224.82,134.89,54.2,27.25,3.91,19.24,10.48,15.24,70.13,20.75,16.75,38.03,26.96,68.28

43,10:30-10:45,31,33,67,0,33.98,0,24.67,24.64,73.99,24.67,0,64,33,169.91,73,37,70,33,45.02,0,26.96,50.88,6.84,7.03,3.24,-92.97,270.51,8.85,4.68,9.2,43.71,81.75,8.85,224.82,134.89,80.5,26.75,3.91,19.24,9.77,15.24,70.13,20.75,16.75,38.03,26.96,72.4

44,10:45-11:00,32,33,67,0,34.23,0,25.5,24.93,76.5,25.5,0,69,33,171.16,77,38,75,33,45.02,0,26.96,50.88,7.05,7.03,3.24,-92.97,270.51,9.13,4.68,9.2,43.71,81.75,9.13,224.82,134.89,81.94,26.75,3.91,19.24,9.77,15.24,70.13,20.75,16.75,57.91,26.96,72.65

45,11:00-11:15,34,33,72,0,37.34,0,21.67,23.69,64.99,21.67,0,73,33,186.7,80,40,85.38,33,45.02,0,26.96,50.88,10.88,7.03,3.24,-92.97,270.51,14.07,4.68,9.36,43.71,81.75,14.07,224.82,134.89,81.94,26.75,3.54,19.24,9.77,15.24,70.13,20.75,16.66,57.91,26.96,72.53

46,11:15-11:30,35,33,75,0,37.34,0,21.83,23.69,65.51,21.83,0,75,33,186.7,82,41,87.2,33,45.02,0,26.96,50.88,10.88,7.03,3.24,-92.97,270.51,14.07,4.68,9.36,43.71,81.75,14.07,224.82,134.89,81.94,26.75,3.54,19.24,9.77,15.24,70.13,20.75,16.66,57.91,26.96,72.01

47,11:30-11:45,38,33,85,0,40.57,0,22,23.41,66,22,0,76,33,202.83,82,41,90.47,33,40.02,0,26.96,50.88,10.88,7.03,3.24,-92.97,270.51,14.07,4.68,9.36,43.71,81.75,14.07,224.82,134.89,81.94,26.75,3.54,19.24,9.93,15.24,70.13,20.75,16.01,57.91,26.96,97.54

48,11:45-12:00,40,33,85,0,40.76,0,22.33,23.41,67.01,22.33,0,76,33,203.8,82,41,91.89,33,40.62,0,26.96,50.88,10.88,7.03,3.24,-92.97,270.51,14.07,4.68,9.36,43.71,81.75,14.07,224.82,134.89,81.94,26.75,3.54,19.24,9.93,15.24,70.13,20.75,16.01,57.91,26.96,87.79

49,12:00-12:15,41,33,86,0,44.27,0,17.33,23.41,52.01,17.33,0,76,33,221.37,82,41,98.19,33,41.22,0,26.97,50.88,10.88,7.03,3.24,-92.97,270.51,14.07,4.68,9.36,43.71,81.75,14.07,224.82,134.89,81.94,27.25,4.85,19.24,10.08,15.24,70.13,20.75,15.93,57.91,26.97,87.79

50,12:15-12:30,41,33,86,0,44.27,0,17,23.13,51,17,0,76,33,221.33,82,41,97.28,33,41.82,0,26.97,50.88,10.88,7.03,3.24,-92.97,270.51,14.07,4.68,9.36,43.71,81.75,14.07,224.82,134.89,81.94,27.25,4.85,19.24,10.08,15.24,70.13,20.75,15.93,57.91,26.97,87.79

51,12:30-12:45,42,33,88,0,46.67,0,19.17,23.41,57.49,19.17,0,72,33,233.33,80,40,96.45,33,40.02,0,26.97,50.88,10.88,7.03,3.24,-92.97,270.51,14.07,4.68,9.36,43.71,81.75,14.07,224.82,134.89,81.94,26.24,4.85,19.24,10.08,15.24,70.13,20.75,15.93,57.91,26.97,87.79

52,12:45-13:00,42,33,88,0,46.67,0,19.33,23.48,58.01,19.33,0,72,33,233.33,80,40,96.33,33,40.62,0,26.97,50.88,10.88,7.03,3.24,-92.97,270.51,14.07,4.68,9.36,43.71,81.75,14.07,224.82,134.89,81.94,26.24,4.85,19.24,10.08,15.24,70.13,20.75,15.93,57.91,26.97,87.79

53,13:00-13:15,43,33,90,0,48.53,0,19.5,23.83,58.5,19.5,0,69,33,242.67,77,38,96.33,33,41.22,0,26.97,50.88,10.88,7.03,3.24,-92.97,270.51,14.07,4.68,9.59,43.71,81.75,14.07,224.82,134.89,81.94,26.24,4.19,19.24,10.47,15.24,70.13,20.75,15.83,57.91,26.97,87.79

54,13:15-13:30,43,33,90,0,48.53,0,20,24.18,60,20,0,69,33,242.67,75,37,95,33,41.82,0,26.97,50.88,10.88,7.03,3.24,-92.97,270.51,14.07,4.68,9.59,43.71,81.75,14.07,224.82,134.89,81.94,26.75,4.19,19.24,10.47,15.24,70.13,20.75,15.83,57.91,26.97,112.17

55,13:30-13:45,43,33,90,0,47.67,0,20.33,24.49,61.01,20.33,0,69,33,238.33,73,37,100,33,42.62,0,26.97,50.88,12.29,7.03,3.24,-92.97,270.51,15.91,4.68,9.59,43.71,81.75,15.91,224.82,134.89,81.94,26.75,4.19,19.24,10.47,15.24,70.13,20.75,15.83,57.91,26.97,97.54

56,13:45-14:00,42,33,90,0,46.8,0,20.83,24.69,62.51,20.83,0,69,33,234,73,37,100,33,43.02,0,26.97,50.88,12.13,7.03,3.24,-0,270.51,15.69,4.68,9.59,43.71,81.75,15.69,224.82,134.89,81.94,26.75,4.19,19.24,10.47,15.24,70.13,20.75,15.83,57.91,26.97,97.54

57,14:00-14:15,39,33,83,0,45.93,0,20.83,24.98,62.51,20.83,0,45,33,229.67,50,25,98.33,33,43.62,0,26.97,50.88,11.94,9.77,3.24,-0,232.03,15.45,6.53,9.97,43.71,81.75,15.45,224.82,134.89,54.2,26.75,4.39,19.24,10.47,15.24,70.13,20.75,15.74,38.03,26.97,92.66

58,14:15-14:30,38,33,80,0,44.72,0,21.67,25.25,64.99,21.67,0,45,33,223.6,50,25,98.33,33,44.22,0,26.97,50.88,11.67,9.77,3.24,-0,204.94,15.11,6.53,9.97,43.71,81.75,15.11,224.82,134.89,54.2,27.25,4.39,19.24,10.47,15.24,70.13,20.75,15.74,38.03,26.97,87.79

59,14:30-14:45,35,33,75,0,43.43,0,22.5,25.51,67.5,22.5,0,45,33,217.13,47,23,95.67,33,45.02,0,26.97,81.75,11.45,9.77,3.24,-0,234.65,14.81,6.53,9.97,43.71,81.75,14.81,224.82,134.89,54.2,27.25,4.39,19.24,10.47,15.24,70.13,20.75,15.74,38.03,26.97,85.84

60,14:45-15:00,34,33,72,0,42.19,0,23.17,25.63,69.49,23.17,0,45,33,210.95,47,23,92.67,33,45.02,0,26.97,100.2,11.31,9.77,3.24,-0,249.36,14.63,6.53,9.97,43.71,81.75,14.63,224.82,134.89,54.2,27.25,4.39,19.24,10.47,15.24,70.13,20.75,15.74,38.03,26.97,82.91

61,15:00-15:15,31,33,65,0,34.17,0,24.17,26.01,72.49,24.17,0,43,33,170.86,47,23,66.67,33,45.02,0,26.97,100.2,10.52,12.65,3.24,-0,261.29,13.63,8.51,10.35,43.71,81.75,13.63,224.82,134.89,84.13,28.26,4.66,19.24,10.47,15.24,70.13,20.75,16.01,55.94,26.97,75.35

62,15:15-15:30,30,33,63,0,32.77,0,25.33,26.44,76.01,25.33,0,42,33,163.86,47,23,66.67,33,45.02,0,26.97,100.2,9.63,12.65,3.24,-0,270.51,12.46,8.51,10.35,43.71,81.75,12.46,224.82,134.89,84.13,28.26,4.66,19.24,10.47,15.24,70.13,20.75,16.01,55.94,26.97,73.95

63,15:30-15:45,28,33,57,0,30.75,0,22.5,28,67.5,22.5,0,43,33,153.77,47,23,65,33,43.02,0,26.97,100.2,8.77,12.65,3.24,-0,270.51,11.35,8.51,10.35,43.71,81.75,11.35,224.82,134.89,84.13,28.26,4.66,19.24,10.47,15.24,70.13,20.75,16.01,55.94,26.97,40.37

64,15:45-16:00,25,33,53,0,28.66,0,22.83,28.45,68.51,22.83,0,42,33,143.29,47,23,63.33,33,43.02,0,26.97,100.2,7.86,12.65,3.24,-0,270.51,10.18,8.51,10.35,43.71,81.75,10.18,224.82,134.89,93.54,29.27,4.66,19.24,10.47,15.24,70.13,20.75,16.01,55.94,26.97,37.27

65,16:00-16:15,23,24,48,0,26.64,0,23,28.27,69,23,0,42,33,133.21,43,22,60,33,43.02,0,26.97,100.2,7.19,12.65,3.24,-0,270.51,9.31,8.51,10.35,43.71,81.75,9.31,224.82,134.89,93.07,29.27,4.85,19.24,10.47,15.24,70.13,20.75,16.39,55.94,26.97,34.05

66,16:15-16:30,21,16,43,0,24.22,0,23.17,27.83,69.49,23.17,0,39,33,121.1,40,20,57.44,33,43.02,0,26.97,100.2,6.47,12.65,3.24,-0,270.51,8.37,8.51,10.73,43.71,81.75,8.37,224.82,134.89,111.57,29.27,4.85,19.24,10.47,15.24,70.13,20.75,16.39,55.94,26.97,30.6

67,16:30-16:45,18,8,33,0,21.77,0,20.83,25.29,62.51,20.83,0,27,33,108.83,33,17,47.1,33,43.02,0,26.97,100.2,5.58,12.65,3.24,-0,270.51,7.22,8.51,10.73,43.71,81.75,7.22,224.82,134.89,130.13,29.27,4.85,19.24,10.47,15.24,70.13,20.75,16.39,86.75,26.97,45.84

68,16:45-17:00,16,5,29,0,19.36,0,21.17,24.75,63.49,21.17,0,24,28.46,96.82,30,15,41.87,28.1,43.02,0,26.97,100.2,4.71,12.65,3.24,-0,270.51,6.09,8.51,10.73,43.71,81.75,6.09,224.82,134.89,130.13,29.27,4.85,19.24,10.47,15.24,70.13,20.75,16.39,86.75,26.97,38.96

69,17:00-17:15,10,2,15,0,19.9,0,16.67,20,49.99,16.67,0,18,22.67,99.49,20,10,36.57,22.38,43.02,0,26.97,100.2,4.05,12.65,3.24,-0,270.51,5.24,8.51,10.73,43.71,81.75,5.24,224.82,134.89,130.13,29.27,5.13,19.24,10.47,15.24,70.13,20.75,16.84,86.75,26.97,32.39

70,17:15-17:30,9,0,10,0,16.91,0,17.5,20,52.5,17.5,0,16,17.37,84.54,17,8,31.52,17.15,43.02,0,26.97,100.2,3.5,12.65,3.24,-0,270.51,4.54,8.51,10.73,43.71,81.75,4.54,224.82,134.89,130.13,29.27,5.13,19.24,10.47,15.24,70.13,20.75,16.84,86.75,26.97,26.22

71,17:30-17:45,7,0,8,0,13.82,0,18.33,17,55.01,18.33,0,13,12.79,69.11,13,7,26.8,12.63,43.02,0,26.97,100.2,2.98,12.65,3.24,-0,270.51,3.85,8.51,10.73,43.71,81.75,3.85,224.82,134.89,130.13,29.27,5.13,19.24,10.47,15.24,70.13,20.75,16.84,86.75,26.97,21.56

