Block,Time,BSIUL,CHAMERA2,MAPS,NLCIIST1,RAPPC,RIHAND2,SASAN,AURY_RF,CHAMERA1,CHAMERA3,DADRT2,KHSTPP-II,KKNP,NAPP,NTPL,RAPPB,SINGRAULI,TANAKPUR,VALLURNTECL,DADRI_RF,DHAULIGNGA,FSTPP I & II,RIHAND1,SALAL,SEWA2,SIMHST1,TANDA2,UNCHAHAR2,ANTA_GF,AURY_GF,KGSU3AND4,KHSTPP-I,KOLDAM,NJPC,NLCEXP,PARBATI3,TALST2,TEHRI,TelanganaSTPP,URI2,ANTA_RF,DADRI_LF,BRBCL,JHAJJAR,KGSU1AND2,URI,KISHANGANGA,KOTESHWR,RIHAND3,RSTPSU1TO6,RSTPSU7,SIMHST2,UNCHAHAR4,ANTA_LF,NLCTS2EXP,TALA,AURY_LF,DADRI_GF,DULHASTI,KKNPPU2,KUDGI,NLCIIST2,NNTPP,RAMPUR,SINGRAULI_HYDRO,UNCHAHAR1,UNCHAHAR3,ANTA_CRF,AURY_CRF,DADRI_CRF
6,01:15-01:30,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,5.76,0,0,0,20.8,92,1.4,0,0,0,42.39,0,0,0,33.69,0,0,0,0,0,0,0,4.31,0,0,20,434.65,0,1.11,0,8.87,60.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,10.28,26.4,44.1,70.59,92.62

7,01:30-01:45,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,5.76,0,0,0,20.8,92,1.4,0,0,0,42.39,0,0,0,33.69,0,0,0,0,0,0,0,4.31,0,0,20,434.65,0,1.11,0,8.87,60.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,10.28,26.4,44.1,70.59,92.62

8,01:45-02:00,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,5.76,0,0,0,20.8,92,1.4,0,0,0,42.39,0,0,0,33.69,0,0,0,0,0,0,0,4.31,0,0,20,434.65,0,1.11,0,8.87,60.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,10.28,26.4,44.1,70.59,92.62

9,02:00-02:15,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,0,0,0,0,20.8,92,1.4,0,0,0,42.39,0,0,0,33.69,0,0,0,0,0,0,0,4.31,0,0,20,434.65,0,1.11,0,8.87,60.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,10.28,26.4,44.1,70.59,92.62

10,02:15-02:30,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,0,0,0,0,20.8,92,1.4,0,0,0,42.39,0,0,0,33.69,0,0,0,0,0,0,0,4.31,0,0,20,434.65,0,1.11,0,8.87,60.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,10.28,26.4,44.1,70.59,92.62

11,02:30-02:45,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,0,0,0,0,20.8,92,1.4,0,0,0,42.39,0,0,0,33.69,0,0,0,0,0,0,0,4.31,0,0,20,434.65,0,1.11,0,8.87,62.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,10.28,26.4,44.1,70.59,92.62

12,02:45-03:00,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,0,0,0,0,20.8,92,1.4,0,0,0,42.39,0,0,0,33.69,0,0,0,0,0,0,0,4.31,0,0,20,434.65,0,1.11,0,8.87,62.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,10.28,26.4,44.1,70.59,92.62

13,03:00-03:15,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,0,0,0,0,20.8,92,1.4,0,0,0,42.39,0,0,0,33.69,0,0,0,0,0,0,0,4.31,0,0,20,434.65,0,1.11,0,8.87,62.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,10.28,26.4,44.42,70.59,92.62

14,03:15-03:30,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,0,0,0,0,20.8,92,1.4,0,0,0,42.39,0,0,0,33.69,0,0,0,0,0,0,0,4.31,0,0,20,434.65,0,1.11,0,8.87,62.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,10.28,26.4,44.42,70.59,92.62

15,03:30-03:45,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,0,0,0,0,20.8,92,1.4,0,0,0,42.39,0,0,0,33.69,0,0,0,0,0,0,0,4.31,0,0,20,434.65,0,1.11,0,8.87,62.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,10.28,26.4,44.42,70.59,92.62

16,03:45-04:00,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,0,0,0,0,20.8,92,1.4,0,0,0,42.39,0,0,0,33.69,0,0,0,0,0,0,0,4.31,0,0,20,434.65,0,1.11,0,8.87,62.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,10.28,26.4,44.42,70.59,92.62

17,04:00-04:15,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,0,0,0,0,20.8,92,1.4,0,0,0,42.39,0,0,0,33.69,0,0,0,0,0,14.17,0,4.31,0,0,20,434.65,0,1.11,0,8.87,62.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,10.28,26.4,44.42,70.59,92.62

18,04:15-04:30,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,0,0,0,0,20.8,92,1.4,0,0,0,42.39,0,0,0,33.69,0,0,0,0,0,14.17,0,4.31,0,0,20,434.65,0,1.11,0,8.87,62.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,10.28,26.4,44.42,70.59,92.62

19,04:30-04:45,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,0,0,0,0,20.8,92,1.4,0,0,0,42.39,0,0,0,33.69,0,0,0,0,0,14.17,0,4.31,0,0,20,434.65,0,1.11,0,8.87,62.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,10.28,26.4,44.62,70.59,92.62

20,04:45-05:00,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,0,0,0,0,20.8,92,1.4,0,0,0,42.39,0,0,0,33.69,0,0,0,0,0,14.17,0,4.31,0,0,20,434.65,0,1.11,0,8.87,62.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,10.28,26.4,44.62,70.59,92.62

21,05:00-05:15,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,0,0,0,0,20.8,92,1.4,0,0,0,42.39,0,0,0,33.69,0,0,0,0,0,14.17,0,4.31,0,0,20,434.65,0,1.11,0,8.87,62.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,10.28,26.4,44.62,70.59,92.62

22,05:15-05:30,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,0,0,0,0,20.8,92,1.4,0,0,0,42.39,0,0,0,33.69,0,0,0,0,0,28.35,0,4.31,0,0,20,434.65,0,1.11,0,8.87,62.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,10.28,26.4,44.62,70.59,92.62

23,05:30-05:45,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,0,0,0,0,20.8,92,1.4,0,0,0,42.39,0,0,0,33.69,0,0,0,0,0,28.35,0,4.31,0,0,20,434.65,0,1.11,0,8.87,62.16,0,0,0,0,0,0,0,0,0,16.48,0,0,0,0,0,0.4,10.28,26.4,44.62,70.59,92.62

24,05:45-06:00,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,0,0,0,0,20.8,92,1.4,0,0,0,42.39,0,0,0,33.69,0,18.94,0,0,0,29.36,0,4.31,0,0,20,434.65,0,1.11,0,8.87,62.16,0,0,0,0,0,0,0,0,0,16.48,0,0,0,0,0,0.4,10.28,26.4,44.62,70.59,92.62

25,06:00-06:15,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,0,0,0,9.14,20.8,92,1.4,0,0,0,42.39,0,0,0,33.69,0,37.88,0,0,0,44.42,0,4.31,0,0,20,434.65,0,1.11,0,8.87,62.16,0,0,0,0,0,0,0,0,0,16.48,0,0,0,0,0,0.4,10.28,26.4,44.62,70.59,92.62

26,06:15-06:30,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,0,0,0,18.27,20.8,92,1.4,0,0,0,42.39,0,0,0,33.69,0,58.05,0,3.57,0,44.42,0,4.31,0,0,20,434.65,0,1.11,0,17.75,62.16,0,0,0,0,0,0,0,0,0,16.48,0,0,0,0,0,0.4,10.28,26.4,44.62,70.59,92.62

27,06:30-06:45,2.2,3.34,0,0,53.93,118.76,418.77,0,14.05,9.68,683.14,148.3,0,43.89,0,0,139.69,0,0,0,27.41,20.8,92,1.4,0,0,0,42.39,0,0,0,37.02,0,86.18,0,3.57,0,44.42,0,4.31,0,0,20,434.65,0,1.11,0,26.62,62.16,0,0,0,0,0,0,0,0,0,32.96,0,0,0,0,0,0.4,10.28,26.4,44.84,70.59,92.62

28,06:45-07:00,13.04,39.51,0,0,53.93,118.76,418.77,0,28.05,19.38,683.14,148.3,0,43.89,0,0,139.69,0,0,0,36.55,20.8,92,1.4,7.9,0,0,42.39,0,0,0,37.63,0,113.64,0,3.57,0,59.22,0,4.31,0,0,20,434.65,0,1.11,0,39.05,62.16,0,0,0,0,0,0,0,0,0,32.96,0,0,0,0,0,0.4,10.28,26.4,44.84,70.59,92.62

29,07:00-07:15,13.04,39.51,0,0,53.93,118.76,418.77,0,28.05,19.38,683.14,148.3,0,43.89,0,0,139.69,0,0,0,36.55,19.46,92,1.4,7.9,0,0,42.39,0,0,0,37.63,0,113.64,0,16.54,0,59.22,0,4.31,0,0,20,434.65,0,1.11,0,39.05,62.16,0,0,0,0,0,0,0,0,0,32.96,0,0,0,0,0,0.4,10.28,26.4,44.84,70.59,92.62

30,07:15-07:30,13.04,39.51,0,0,53.93,118.76,418.77,0,28.05,19.38,682.79,148.3,0,43.89,0,0,139.69,0,0,0,36.55,19.46,92,1.4,8.19,0,0,42.39,0,0,0,38.84,0,113.64,0,16.54,0,59.22,0,4.31,0,0,20,434.25,0,1.11,0,39.05,62.16,0,0,0,0,0,0,0,0,0,32.96,0,0,0,0,0,0.4,10.28,26.4,44.84,70.59,92.62

31,07:30-07:45,13.04,39.51,0,0,53.93,118.76,418.77,0,28.05,19.38,682.79,148.3,0,43.89,0,0,139.69,0,0,0,36.55,19.46,92,9.29,8.19,0,0,42.39,0,0,0,38.84,0,113.64,0,16.54,0,59.22,0,4.31,0,0,20,434.25,0,1.11,0,39.05,62.16,0,0,0,0,0,0,0,0,0,32.96,0,0,0,0,0,0.4,10.28,26.4,44.84,70.59,92.62

32,07:45-08:00,13.04,39.51,0,0,53.93,118.76,418.77,0,28.05,19.38,682.79,148.3,0,43.89,0,0,139.69,0,0,0,27.41,19.46,92,41.83,8.19,0,0,42.39,0,0,0,40.06,0,113.64,0,3.57,0,59.22,0,4.31,0,0,20,434.25,0,1.11,0,39.05,62.16,0,0,0,0,0,0,0,0,0,32.96,0,0,0,0,0,0.4,10.28,26.4,44.84,70.59,92.62

33,08:00-08:15,13.04,39.51,0,0,53.93,118.76,418.77,0,28.05,19.38,682.79,148.3,0,43.89,0,0,139.69,0,0,0,18.27,19.46,92,41.83,8.19,0,0,42.39,0,0,0,40.06,0,113.64,0,0,0,59.22,0,4.31,0,0,20,434.25,0,1.11,0,39.05,62.16,0,0,0,0,0,0,0,0,0,32.96,0,0,0,0,0,0.4,10.28,26.4,44.84,70.59,92.62

34,08:15-08:30,2.2,2.66,0,0,53.93,118.76,418.77,0,28.05,9.68,682.79,148.3,0,43.89,0,0,139.69,0,0,0,0,19.46,92,41.83,0,0,0,42.39,0,0,0,41.27,0,113.64,0,0,0,59.22,0,4.31,0,0,20,434.25,0,1.11,0,26.62,62.16,0,0,0,0,0,0,0,0,0,32.96,0,0,0,0,0,0.4,10.28,26.4,44.84,70.59,92.62

35,08:30-08:45,0,0,0,0,53.93,118.76,418.77,0,14.05,0,682.79,148.3,0,43.89,0,0,139.69,5.76,0,0,0,19.46,92,41.83,0,0,0,42.39,0,0,0,42.49,0,86.27,0,0,0,59.22,0,4.31,0,0,20,434.25,0,1.11,0,26.62,62.16,0,0,0,0,0,0,0,0,0,16.48,0,0,0,0,0,0.4,10.28,26.4,44.52,70.59,92.62

36,08:45-09:00,0,0,0,0,53.93,118.76,418.77,0,14.05,0,682.79,148.3,0,43.89,0,0,139.69,5.76,0,0,0,19.46,92,41.83,0,0,0,42.39,0,0,0,43.71,0,62.51,0,0,0,59.22,0,4.31,0,0,20,434.65,0,1.11,0,17.75,62.16,0,0,0,0,0,0,0,0,0,16.48,0,0,0,0,0,0.4,10.28,26.4,44.52,70.59,92.62

37,09:00-09:15,0,0,0,0,53.93,118.76,418.77,0,0,0,682.79,148.3,0,43.89,0,0,139.69,5.76,0,0,0,19.46,92,41.83,0,0,0,42.39,0,0,0,44.31,0,41.67,0,0,0,59.22,0,4.31,0,0,20,434.65,0,26.49,0,17.75,62.16,0,0,0,0,0,0,0,0,0,16.48,0,0,0,0,0,0.4,10.28,26.4,43.99,70.59,92.62

38,09:15-09:30,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,5.76,0,0,0,19.46,92,9.29,0,0,0,42.39,0,0,0,45.22,0,18.94,0,0,0,59.22,0,4.31,0,0,20,434.65,0,26.49,0,17.75,62.16,0,0,0,0,0,0,0,0,0,16.48,0,0,0,0,0,0.4,10.28,26.4,43.99,70.59,92.62

39,09:30-09:45,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,5.76,0,0,0,19.46,92,1.4,0,0,0,42.39,0,0,0,45.22,0,0,0,0,0,59.22,0,4.31,0,0,20,434.65,0,26.49,0,8.87,62.16,0,0,0,0,0,0,0,0,0,16.48,0,0,0,0,0,0.4,10.28,26.4,43.99,70.59,92.62

40,09:45-10:00,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,5.76,0,0,0,19.46,92,1.4,0,0,0,42.39,0,0,0,45.22,0,0,0,0,0,59.22,0,4.31,0,0,20,434.65,0,1.11,0,8.87,62.16,0,0,0,0,0,0,0,0,0,16.48,0,0,0,0,0,0.4,10.28,26.4,43.68,70.59,92.62

41,10:00-10:15,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,5.76,0,0,0,19.46,92,1.4,0,0,0,42.39,0,0,0,45.22,0,0,0,0,0,44.42,0,4.31,0,0,20,434.65,0,1.11,0,8.87,62.16,0,0,0,0,0,0,0,0,0,16.48,0,0,0,0,0,0.4,10.28,26.4,43.47,70.59,92.62

42,10:15-10:30,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,5.76,0,0,0,19.46,92,1.4,0,0,0,42.39,0,0,0,45.22,0,0,0,0,0,44.42,0,4.31,0,0,20,434.65,0,1.11,0,8.87,62.16,0,0,0,0,0,0,0,0,0,16.48,0,0,0,0,0,0.4,10.28,26.4,43.47,70.59,92.62

43,10:30-10:45,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,0,0,0,0,19.46,92,1.4,0,0,0,42.39,0,0,0,45.22,0,0,0,0,0,29.61,0,4.31,0,0,20,434.65,0,1.11,0,8.87,62.16,0,0,0,0,0,0,0,0,0,16.48,0,0,0,0,0,0.4,10.28,26.4,43.26,70.59,92.62

44,10:45-11:00,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,0,0,0,0,19.46,92,1.4,0,0,0,42.39,0,0,0,45.22,0,0,0,0,0,29.61,0,4.31,0,0,20,434.65,0,1.11,0,8.87,62.16,0,0,0,0,0,0,0,0,0,16.48,0,0,0,0,0,0.4,10.28,26.4,43.26,70.59,92.62

45,11:00-11:15,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,1.79,0,0,0,19.46,92,1.4,0,0,0,42.39,0,0,0,45.22,0,0,0,0,0,29.61,0,4.31,0,0,20,434.65,0,3.31,0,8.87,62.16,0,0,0,0,0,0,0,0,0,16.48,0,0,0,0,0,0.4,10.28,26.4,43.05,70.59,92.62

46,11:15-11:30,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,1.79,0,0,0,19.46,92,1.4,0,0,0,42.39,0,0,0,45.22,0,0,0,0,0,29.61,0,4.31,0,0,20,434.65,0,26.49,0,8.87,62.16,0,0,0,0,0,0,0,0,0,16.48,0,0,0,0,0,0.4,10.28,26.4,43.05,70.59,92.62

47,11:30-11:45,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,1.79,0,0,0,19.46,92,1.4,0,0,0,42.39,0,0,0,45.22,0,0,0,0,0,29.61,0,10.76,0,0,20,434.65,0,26.49,0,8.87,62.16,0,0,0,0,0,0,0,0,0,16.48,0,0,0,0,0,0.4,10.28,26.4,42.63,70.59,92.62

48,11:45-12:00,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,2.05,0,0,0,19.46,92,1.4,0,0,0,42.39,0,0,0,45.22,0,0,0,0,0,14.8,0,10.76,0,0,20,434.65,0,26.49,0,8.87,62.16,0,0,0,0,0,0,0,0,0,16.48,0,0,0,0,0,0.4,10.28,26.4,42.63,70.59,92.62

49,12:00-12:15,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,2.05,0,0,0,19.46,45,1.4,0,0,0,42.39,0,0,0,45.22,0,0,0,0,0,0,0,10.76,0,0,20,434.65,0,3.31,0,8.87,62.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,10.28,26.4,42.42,70.59,92.62

50,12:15-12:30,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,2.05,0,0,0,19.46,45,1.4,0,0,0,42.39,0,0,0,45.22,0,0,0,0,0,0,0,10.76,0,0,20,434.65,0,1.11,0,8.87,62.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,10.28,26.4,42.42,70.59,92.62

51,12:30-12:45,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,2.05,0,0,0,19.46,45,1.4,0,0,0,42.39,0,0,0,42.49,0,0,0,0,0,0,0,10.76,0,0,20,434.65,0,1.11,0,8.87,62.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,10.28,26.4,42.42,70.59,92.62

52,12:45-13:00,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,2.05,0,0,0,19.46,45,1.4,0,0,0,42.39,0,0,0,42.49,0,0,0,0,0,0,0,10.76,0,0,20,434.65,0,1.11,0,8.87,62.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,10.28,26.4,42.42,70.59,92.62

53,13:00-13:15,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,1.54,0,0,0,19.46,45,1.4,0,0,0,42.39,0,0,0,42.49,0,0,0,0,0,0,0,4.31,0,0,20,434.65,0,1.11,0,8.87,62.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,10.28,26.4,42.21,70.59,92.62

54,13:15-13:30,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,1.54,0,0,0,19.46,45,1.4,0,0,0,42.39,0,0,0,42.49,0,0,0,0,0,0,0,4.31,0,0,20,434.65,0,1.11,0,8.87,62.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,10.28,26.4,42.21,70.59,92.62

55,13:30-13:45,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,1.54,0,0,0,19.46,45,1.4,0,0,0,42.39,0,0,0,42.49,0,0,0,0,0,0,0,4.31,0,0,20,434.65,0,1.66,0,8.87,62.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,10.28,26.4,42.21,70.59,92.62

56,13:45-14:00,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,1.54,0,0,0,19.46,45,1.4,0,0,0,42.39,0,0,0,42.49,0,0,0,0,0,0,0,4.31,0,0,20,434.65,0,1.66,0,8.87,62.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,10.28,26.4,42.21,70.59,92.62

57,14:00-14:15,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,1.54,0,0,0,19.46,45,1.4,0,0,0,42.39,0,0,0,42.49,0,0,0,0,0,14.74,0,4.31,0,0,20,434.65,0,1.11,0,8.87,62.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,10.28,26.4,42.1,70.59,92.62

58,14:15-14:30,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,1.54,0,0,0,19.46,45,1.4,0,0,0,42.39,0,0,0,42.49,0,0,0,0,0,14.74,0,4.31,0,0,20,434.65,0,1.11,0,8.87,62.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,10.28,26.4,42.1,70.59,92.62

59,14:30-14:45,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,1.54,0,0,0,19.46,45,1.4,0,0,0,42.39,0,0,0,42.49,0,0,0,0,0,29.48,0,4.31,0,0,20,434.65,0,1.11,0,8.87,62.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,10.28,26.4,42.1,70.59,92.62

60,14:45-15:00,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,1.54,0,0,0,19.46,45,1.4,0,0,0,42.39,0,0,0,42.49,0,0,0,0,0,29.48,0,4.31,0,0,20,434.65,0,1.11,0,8.87,62.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,10.28,26.4,42.1,70.59,92.62

61,15:00-15:15,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,1.54,0,0,0,19.46,45,1.4,0,0,0,42.39,0,0,0,42.49,0,0,0,0,0,29.48,0,4.31,0,0,20,434.65,0,1.11,0,8.87,62.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,10.28,26.4,42.32,70.59,92.62

62,15:15-15:30,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,1.54,0,0,0,19.46,45,1.4,0,0,0,42.39,0,0,0,42.49,0,0,0,0,0,29.48,0,4.31,0,0,20,434.65,0,1.11,0,8.87,62.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,10.28,26.4,42.32,70.59,92.62

63,15:30-15:45,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,1.54,0,0,0,19.46,45,1.4,0,0,0,42.39,0,0,0,45.22,0,0,0,0,0,44.22,0,4.31,0,0,20,434.65,0,1.11,0,8.87,62.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,10.28,26.4,42.32,70.59,92.62

64,15:45-16:00,0,0,0,0,53.93,118.76,418.77,0,0,0,683.14,148.3,0,43.89,0,0,139.69,1.54,0,0,0,19.46,45,1.4,0,0,0,42.39,0,0,0,45.22,0,0,0,0,0,44.22,0,4.31,0,0,20,434.65,0,1.11,0,8.87,62.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,10.28,26.4,42.32,70.59,92.62

