Block,Time,LT-31,L_NR_2023_04,LT-05,L_NR_2012_04,LT-59,L_NR_2019_11,L_NR_2022_08,SH-07,L_NR_2020_07,L_NR_2022_10,L_NR_2021_12,L_NR_2019_05,L_NR_2021_17,LT-36,L_NR_2012_07,L_NR_2012_01,L_NR_2018_61,L_NR_2020_06,L_NR_2021_14,L_NR_2021_16,L_NR_2021_13,L_NR_2012_02,L_NR_2020_02,L_NR_2019_07,SH-06,L_NR_2022_09,LT-35,L_NR_2020_05,L_NR_2019_19,L_NR_2021_15,L_NR_2019_06
51,12:30-12:45,10.230000,28.000000,115.890000,271.520000,10.330000,10.750000,6.54,0.000000,7.2,13.2,237.5,32.67,47.33,10.230000,68.260000,101.130000,43.07,7.22,91.27,94.67,47.5,226.270000,11.510000,32.67,0.000000,13.2,10.230000,21.65,121.464893,50,32.66

52,12:45-13:00,10.230000,27.030000,115.890000,271.520000,10.330000,10.750000,6.61,0.000000,7.3,13.19,237.5,32.67,47.33,10.230000,68.260000,101.130000,43.04,7.29,91.23,94.67,47.5,226.270000,11.510000,32.67,0.000000,13.19,10.230000,21.88,122.64549,50,32.66

53,13:00-13:15,10.230000,28.960000,115.890000,271.520000,10.330000,10.750000,6.52,0.000000,7.21,13.3,237.5,32.67,47.33,10.230000,68.260000,101.130000,43.14,7.21,91.13,94.67,47.5,261.240000,11.700000,32.67,0.000000,13.3,10.230000,21.62,122.401565,50,32.66

54,13:15-13:30,10.230000,28.000000,115.890000,271.520000,10.330000,10.750000,6.39,0.000000,7.17,13.24,237.5,32.67,47.33,10.230000,68.260000,101.130000,43.1,7.19,91.1,94.67,47.5,261.240000,11.700000,32.67,0.000000,13.24,10.230000,21.56,122.284481,50,32.66

55,13:30-13:45,10.230000,28.000000,115.890000,271.520000,10.330000,10.750000,6.43,0.000000,7.31,13.74,237.5,32.67,47.66,10.230000,68.260000,101.130000,43.22,7.31,91.13,95.34,47.5,261.240000,11.700000,32.67,0.000000,13.74,10.230000,21.92,107.366028,48.73,32.66

56,13:45-14:00,10.230000,27.030000,115.890000,271.520000,10.330000,10.750000,6.42,0.000000,7.18,14.71,237.5,32.67,47.33,10.230000,68.260000,101.130000,43.04,7.18,90.9,94.67,47.5,261.240000,11.700000,32.67,0.000000,14.71,10.230000,21.54,103.287602,47.12,32.66

57,14:00-14:15,10.230000,27.030000,115.890000,271.520000,10.330000,10.750000,6.41,0.000000,7.22,15.54,237.5,32.67,47.33,10.230000,68.260000,101.130000,43.18,7.21,90,94.67,47.5,261.240000,11.880000,32.67,0.000000,15.54,10.230000,21.64,97.813925,46.04,32.66

58,14:15-14:30,10.230000,28.000000,115.890000,271.520000,10.330000,10.750000,6.53,0.000000,7.26,16.21,237.5,32.67,47.33,10.230000,68.260000,101.130000,43.19,7.27,89.43,94.67,47.5,261.240000,11.880000,32.67,0.000000,16.21,10.230000,21.81,91.81337,44.88,32.66

59,14:30-14:45,10.230000,29.930000,115.890000,271.520000,10.330000,10.750000,6.59,0.000000,7.2,17.54,237.5,32.67,46,10.230000,68.260000,101.130000,43.07,7.22,88.37,92,47.5,261.240000,11.880000,32.67,0.000000,17.54,10.230000,21.65,86.827543,43.08,32.66

60,14:45-15:00,10.230000,27.030000,115.890000,271.520000,10.330000,10.750000,6.42,0.000000,7.3,19,232.97,32.67,43.66,10.230000,68.260000,101.130000,43.2,7.29,86.57,87.34,46.59,261.240000,11.880000,32.67,0.000000,19,10.230000,21.88,82.183211,40.94,32.66

61,15:00-15:15,10.230000,28.960000,115.890000,271.520000,10.330000,10.750000,7.63,0.000000,7.21,19.76,226.33,32.67,34,10.230000,78.390000,101.130000,43.13,7.21,82.47,68,45.27,261.240000,11.880000,32.67,0.000000,19.76,10.230000,21.62,79.773232,38.64,32.66

62,15:15-15:30,10.230000,28.960000,115.890000,271.520000,10.330000,10.750000,10.21,0.000000,7.74,22.78,215.28,32.67,32.66,10.230000,78.390000,101.130000,43.04,7.72,76.87,65.34,43.06,261.240000,11.880000,32.67,0.000000,22.78,10.230000,23.17,74.806919,36.16,32.66

63,15:30-15:45,9.930000,29.930000,115.890000,271.520000,10.330000,10.750000,10.44,0.000000,8.06,20.21,201.92,32.67,31,9.930000,78.390000,101.130000,44.03,8.06,72.53,62,40.38,261.240000,11.880000,32.67,0.000000,20.21,9.930000,24.17,69.147859,36.2,32.66

64,15:45-16:00,9.810000,28.960000,115.890000,271.520000,10.330000,10.750000,10.87,0.000000,8.27,20.87,187.39,32.67,29,9.810000,78.390000,101.130000,44.22,8.27,66.83,58,37.48,261.240000,11.880000,32.67,0.000000,20.87,9.810000,24.81,62.903379,34.31,32.66

65,16:00-16:15,9.160000,28.000000,115.890000,271.520000,10.330000,10.750000,11.3,0.000000,8.43,21.78,172.53,32.67,25.66,9.160000,78.390000,101.130000,44.2,8.44,60.87,51.34,34.51,261.240000,11.880000,32.67,0.000000,21.78,9.160000,25.31,56.473516,32.01,32.66

66,16:15-16:30,8.630000,27.030000,115.890000,271.520000,10.330000,10.750000,11.73,0.000000,8.57,44.86,157.38,29.87,23.33,8.630000,78.390000,101.130000,44.08,8.56,54.6,46.67,31.47,261.240000,11.880000,33,0.000000,44.86,8.630000,25.68,49.711915,29.29,33

67,16:30-16:45,8.120000,28.000000,115.890000,271.520000,10.330000,10.750000,19.45,0.000000,8.84,44.34,140.63,18.78,22.66,8.120000,78.390000,101.130000,44.02,8.84,48.23,45.34,28.13,261.240000,11.880000,33,0.000000,44.34,8.120000,26.51,42.823473,25.84,33

68,16:45-17:00,7.380000,28.960000,115.890000,271.520000,10.330000,10.750000,19.79,0.000000,22.19,43.74,123.95,9.87,19,7.380000,78.390000,101.130000,32.68,22.19,41.9,38,24.79,261.240000,11.880000,23.75,0.000000,43.74,7.380000,66.57,35.856975,22.4,33

69,17:00-17:15,6.560000,29.930000,115.890000,271.520000,10.330000,10.750000,20.09,0.000000,22,42.96,112,3.67,17,6.560000,78.390000,101.130000,33.1,22,33.6,34,22.4,261.240000,11.880000,17.1,0.000000,42.96,6.560000,66,29.407598,20.97,33

70,17:15-17:30,5.160000,29.930000,115.890000,271.520000,10.330000,10.750000,20.25,0.000000,22,42.45,94.79,0.52,13.33,5.160000,78.390000,101.130000,43.15,21.99,27.57,26.67,18.96,261.240000,11.880000,11.4,0.000000,42.45,5.160000,65.97,23.875379,17.57,31.28

71,17:30-17:45,3.960000,29.930000,115.890000,271.520000,10.330000,10.750000,20.3,0.000000,21.83,42.37,77.52,0,9.67,3.960000,78.390000,101.130000,43.2,21.85,20.2,19.33,15.5,261.240000,11.880000,7.89,0.000000,42.37,3.960000,65.54,19.006636,14.5,18.4

72,17:45-18:00,3.130000,28.960000,115.890000,271.520000,10.330000,10.750000,20.11,0.000000,21.78,42.14,60.44,0,7.67,3.130000,78.390000,101.130000,43.16,21.8,11.2,15.33,12.09,261.240000,11.880000,2.44,0.000000,42.14,3.130000,65.39,14.557444,11.34,11.04

73,18:00-18:15,2.410000,28.960000,115.890000,271.520000,10.330000,10.750000,19.82,0.000000,21.76,52.58,44.95,0,6,2.410000,78.390000,101.130000,43.17,21.76,7.47,12,8.99,261.240000,11.880000,0,0.000000,52.58,2.410000,65.29,10.722943,8.49,0

74,18:15-18:30,1.770000,28.000000,115.890000,271.520000,10.330000,10.750000,17.92,0.000000,20.64,52.54,31.8,0,3.67,1.770000,78.390000,101.130000,43.16,20.66,2,7.33,6.36,261.240000,11.880000,0,0.000000,52.54,1.770000,61.97,7.112853,6,0

75,18:30-18:45,0.780000,28.000000,115.890000,271.520000,10.330000,10.750000,17.93,0.000000,20.55,52.16,23.8,0,3.33,0.780000,78.390000,101.130000,43.21,20.55,1,6.67,4.76,261.240000,11.880000,0,0.000000,52.16,0.780000,61.65,3.70766,4.01,0

76,18:45-19:00,0.530000,28.000000,115.890000,271.520000,10.330000,10.750000,17.75,0.000000,20.48,51.44,16.28,0,2.33,0.530000,78.390000,101.130000,43.26,20.47,0.33,4.67,3.26,261.240000,11.880000,0,0.000000,51.44,0.530000,61.42,1.56112,2.43,0

77,19:00-19:15,0.310000,28.000000,115.890000,271.520000,10.330000,10.750000,17.66,0.000000,20.38,51.25,10.45,0,1,0.310000,78.390000,101.130000,43.27,20.38,0.03,2,2.09,261.240000,11.880000,0,0.000000,51.25,0.310000,61.13,0.478093,1.32,0

78,19:15-19:30,0.040000,28.000000,115.890000,271.520000,10.330000,10.750000,17.62,0.000000,20.22,50.46,6.3,0,0,0.040000,78.390000,101.130000,43.28,20.23,0,0,1.26,261.240000,11.880000,0,0.000000,50.46,0.040000,60.69,0,0.43,0

79,19:30-19:45,0.000000,28.960000,115.890000,271.520000,10.330000,10.750000,17.21,0.000000,14.57,36.83,2.95,0,0.05,0.000000,78.390000,101.130000,43.18,14.56,0,0.1,0.59,261.240000,11.880000,0,0.000000,36.83,0.000000,43.69,0,0,0

80,19:45-20:00,0.000000,28.000000,115.890000,271.520000,10.330000,10.750000,12.42,0.000000,14.47,36.75,1.3,0,0,0.000000,78.390000,101.130000,44.02,14.48,0,0,0.26,261.240000,11.880000,0,0.000000,36.75,0.000000,43.44,0,0,0

81,20:00-20:15,0.000000,28.960000,115.890000,271.520000,10.330000,10.750000,12.64,0.000000,14.07,36.63,0,0,0,0.000000,74.030000,101.130000,44.02,14.08,0,0,0,261.240000,11.880000,0,0.000000,36.63,0.000000,42.23,0,0,0

82,20:15-20:30,0.000000,28.960000,115.890000,271.520000,10.330000,10.750000,12.19,0.000000,13.94,36.53,0,0,0,0.000000,74.030000,101.130000,44.02,13.94,0,0,0,261.240000,11.880000,0,0.000000,36.53,0.000000,41.83,0,0,0

83,20:30-20:45,0.000000,28.000000,115.890000,271.520000,10.330000,10.750000,11.8,0.000000,13.54,35.43,0,0,0,0.000000,74.030000,101.130000,44.02,13.55,0,0,0,261.240000,11.880000,0,0.000000,35.43,0.000000,40.65,0,0,0

84,20:45-21:00,0.000000,28.000000,115.890000,271.520000,10.330000,10.750000,11.3,0.000000,13.17,34.58,0,0,0,0.000000,74.030000,101.130000,44.02,13.18,0,0,0,261.240000,11.880000,0,0.000000,34.58,0.000000,39.53,0,0,0

85,21:00-21:15,0.000000,27.030000,115.890000,271.520000,10.330000,10.750000,11.48,0.000000,10.09,25.23,0,0,0,0.000000,74.030000,101.130000,44.02,10.1,0,0,0,261.240000,11.880000,0,0.000000,25.23,0.000000,30.28,0,0,0

86,21:15-21:30,0.000000,28.000000,115.890000,271.520000,10.330000,10.750000,12.21,0.000000,10.21,25.47,0,0,0,0.000000,74.030000,101.130000,44.02,10.22,0,0,0,261.240000,11.880000,0,0.000000,25.47,0.000000,30.65,0,0,0

87,21:30-21:45,0.000000,28.000000,115.890000,271.520000,10.330000,10.750000,10.26,0.000000,10.15,25.92,0,0,0,0.000000,74.030000,101.130000,44.02,10.16,0,0,0,261.240000,11.880000,0,0.000000,25.92,0.000000,30.47,0,0,0

88,21:45-22:00,0.000000,28.000000,115.890000,271.520000,10.330000,10.750000,10.35,0.000000,10.15,26.38,0,0,0,0.000000,74.030000,101.130000,44.02,10.15,0,0,0,261.240000,11.880000,0,0.000000,26.38,0.000000,30.45,0,0,0

89,22:00-22:15,0.000000,27.030000,115.890000,271.520000,10.330000,10.750000,10.27,0.000000,10.16,26.66,0,0,0,0.000000,74.030000,101.130000,44.02,10.17,0,0,0,261.240000,11.880000,0,0.000000,26.66,0.000000,30.5,0,0,0

90,22:15-22:30,0.000000,27.030000,115.890000,271.520000,10.330000,10.750000,9.41,0.000000,9.91,27.28,0,0,0,0.000000,74.030000,101.130000,44.02,9.92,0,0,0,261.240000,11.880000,0,0.000000,27.28,0.000000,29.75,0,0,0

91,22:30-22:45,0.000000,27.030000,115.890000,271.520000,10.330000,10.750000,9.81,0.000000,11.06,26.97,0,0,0,0.000000,74.030000,101.130000,44.02,11.06,0,0,0,261.240000,11.880000,0,0.000000,26.97,0.000000,33.19,0,0,0

92,22:45-23:00,0.000000,25.100000,115.890000,271.520000,10.330000,10.750000,9.91,0.000000,11.15,27.13,0,0,0,0.000000,74.030000,101.130000,44.02,11.14,0,0,0,261.240000,11.880000,0,0.000000,27.13,0.000000,33.43,0,0,0

93,23:00-23:15,0.000000,25.100000,115.890000,271.520000,10.330000,10.750000,10.12,0.000000,11.22,27.61,0,0,0,0.000000,74.030000,101.130000,44.02,11.23,0,0,0,261.240000,11.880000,0,0.000000,27.61,0.000000,33.69,0,0,0

94,23:15-23:30,0.000000,25.100000,115.890000,271.520000,10.330000,10.750000,10.23,0.000000,11.37,28.38,0,0,0,0.000000,74.030000,101.130000,44.02,11.38,0,0,0,261.240000,11.880000,0,0.000000,28.38,0.000000,34.13,0,0,0

95,23:30-23:45,0.000000,25.100000,115.890000,271.520000,10.330000,10.750000,10.51,0.000000,11.45,29,0,0,0,0.000000,74.030000,101.130000,44.02,11.46,0,0,0,261.240000,11.880000,0,0.000000,29,0.000000,34.37,0,0,0

96,23:45-24:00,0.000000,25.100000,115.890000,271.520000,10.330000,10.750000,10.54,0.000000,11.66,29.49,0,0,0,0.000000,74.030000,101.130000,44.02,11.65,0,0,0,261.240000,11.880000,0,0.000000,29.49,0.000000,34.97,0,0,0

