Column1,Time,WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/L_NR_2019_05,WR/01102023/31032046/L_NR_2020_05,L_NR_2019_19,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,SR/01102023/07102043/L_NR_2018_61,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/12/01/1766,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2024/12/01/2197,NR/01102023/19072037/LT-05,GNA/WR/2024/11/01/4200,NR/01102023/31052040/LT-31,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/12/01/7739,NR/01102023/30042040/GNA_LT_36,NR/01102023/22052037/LT-59,GNA/NR/2024/12/01/3428,GNA/NR/2024/12/01/1475,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/06022042/L_NR_2012_07,NR/01102023/05012040/L_NR_2020_02,NR/30092023/26122029/SH-06,GNA/SR/2024/12/01/6968,NR/01102023/06022042/L_NR_2012_02,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2024/12/01/1599,GNA/NR/2024/12/01/1899,NR/30092023/31122025/SH-07,GNA/WR/2024/10/15/7089,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17
23,05:30-05:45,8.33,21.66,13.33,0,21.67,0,13.33,0,40.01,0,0,0,13.61,0,25.97,24.73,115.17,25.97,70.13,0,0,100.19,31.71,0,0.69,8.66,25.97,1.92,74.56,1.62,0,150,230.38,1.14,95.13,8.66,0,0,0,0,0,0,0,0

24,05:45-06:00,8,21,11.67,0,21,0,11.67,0,34.99,0,0,0,14.21,0,25.97,24.73,135.25,25.97,70.13,0,0,100.19,31.71,0,0.69,8.66,25.97,1.92,74.56,1.62,0,150,230.38,1.14,95.13,8.66,0,0,0,0,0,0,0,0

25,06:00-06:15,8.33,19.66,10.5,0,19.67,0,10.5,0.69,31.5,0,0,0,12.01,0,25.97,24.73,135.25,25.97,70.13,0,0,100.19,0,0,0.69,8.66,25.97,1.84,74.56,1.62,0,150,261.1,1.14,0,8.66,0,0,0,0,0,0,0,0

26,06:15-06:30,8.67,18.34,9.17,0,18.33,0,9.17,1.3,27.49,0,0,0,12.01,0,25.97,24.23,135.25,25.97,70.13,0,0,100.19,0,0,0.69,8.66,25.97,1.84,74.56,1.62,0,150,261.1,1.14,0,8.66,0,0,0,0,0,0,0,0

27,06:30-06:45,8.67,16.66,8.33,0.19,16.67,1,8.33,2.99,25.01,0,0,0,12.01,0.14,25.97,24.23,135.25,25.97,65.98,0,0.14,100.19,0,0.14,0.69,8.66,25.97,1.84,86.75,1.62,0,150,261.1,1.14,0,8.66,0,0,0,0,0,0,0,0

28,06:45-07:00,8.33,15,7.67,3.74,15,6,7.67,6.04,22.99,0,0,0,12.01,0.33,25.97,23.22,135.25,25.97,74.46,0,0.33,100.19,0,0.34,0.69,8.66,25.97,1.84,86.75,1.62,0,150,261.1,1.14,0,8.66,0,0,0,0,0,0,0,0

29,07:00-07:15,8.33,15,7.17,13.77,15,11,7.17,14.55,21.49,3.41,0,0.11,12.01,0.64,25.97,22.21,135.25,25.97,82.95,0,0.64,100.19,0,0.65,0.69,8.66,25.97,1.84,86.75,1.62,0,150,261.1,1.14,0,8.66,0,0,1,0,1,0.56,2,0

30,07:15-07:30,8.33,15,7.17,25.09,15,18,7.17,25.09,21.49,12.7,1,0.51,12.01,1.07,25.97,22.21,135.25,25.97,91.43,0,1.07,100.19,0,1.1,0.69,8.66,25.97,1.84,86.75,1.62,0,150,261.1,1.14,0,8.66,0,0,4,1,2,2.53,3,1

31,07:30-07:45,8.33,15,7.17,28,15,24,7.17,28,21.49,22.27,2,1.11,12.01,1.63,25.97,22.21,135.25,25.97,114.99,0,1.63,100.19,0,1.68,0.69,8.66,25.97,1.84,86.75,1.62,0,150,261.1,1.14,0,8.66,0,0,7,3,5,5.55,6,3

32,07:45-08:00,8.67,15,7.17,27.17,15,27.16,7.17,27.17,21.49,31.53,4,3.15,12.01,2.35,25.97,22.21,135.25,25.97,114.99,0,2.35,100.19,0,2.41,0.69,8.66,25.97,1.84,86.75,1.62,0,150,261.1,1.14,0,8.66,0,0,11,4,8,15.73,8,4

33,08:00-08:15,7.67,15,7.17,28,15,28,7.17,28,21.49,42.56,5,6.16,20.01,3.11,33.66,21.2,135.25,33.66,114.99,0,3.11,100.19,0,3.19,0.69,8.66,33.66,1.84,86.75,1.62,0,150,261.1,1.14,0,8.66,0,0,28,12,17,30.81,13,8

34,08:15-08:30,8,15,7.17,29.23,15,29.24,7.17,29.23,21.49,55.13,9,10.19,20.01,3.87,33.66,21.2,135.25,33.66,114.99,0,3.87,100.19,0,3.97,0.69,8.66,33.66,1.84,86.75,1.62,0,150,261.1,1.14,0,8.66,0,0,42,18,23,50.96,21,12

35,08:30-08:45,7.67,31.66,7.17,30.07,31.67,30.06,7.17,30.07,21.49,68,15,14.46,20.01,4.61,33.66,20.19,135.25,33.66,114.99,0,4.61,100.19,0,4.73,0.69,8.66,33.66,1.84,86.75,1.62,0,150,261.1,1.14,0,8.66,0,0,56,24,33,72.31,26,17

36,08:45-09:00,8,32,7.17,30.07,32,30.06,7.17,30.07,21.49,80.15,20,18.61,20.01,5.59,33.66,20.19,135.25,33.66,114.99,0,5.59,100.19,0,5.73,0.69,8.66,33.66,1.84,86.75,1.62,0,150,261.1,1.14,0,8.66,0,0,70,30,43,93.08,37,22

37,09:00-09:15,8,32.34,12.17,30.07,32.33,30.06,12.17,30.07,36.49,91.07,23,22.81,31.01,7.11,25.97,19.68,135.25,25.97,114.99,0,7.11,100.19,0,7.28,0.69,8.66,25.97,1.92,86.75,1.66,0,150,261.1,1.14,0,8.66,0,0,98,42,52,114.08,43,26

38,09:15-09:30,8.33,33,12.67,31.07,33,31.06,12.67,31.07,37.99,100.63,26,26.77,31.01,7.96,25.97,19.18,135.25,25.97,114.99,0,7.96,100.19,0,8.16,0.69,8.66,25.97,1.92,86.75,1.66,0,150,261.1,1.14,0,8.66,0,0,112,48,59,133.87,50,29

39,09:30-09:45,8.67,33.34,13.17,31.07,33.33,31.06,13.17,31.07,39.49,109.3,29,30.62,22.01,8.96,25.97,19.18,135.25,25.97,114.99,0,8.96,100.19,0,9.18,0.69,8.66,25.97,1.92,86.75,1.66,0,150,261.1,1.14,0,8.66,0,0,126,54,65,153.12,63,33

40,09:45-10:00,9,33.34,13.67,31.07,33.33,31.06,13.67,31.07,40.99,116.98,32,34.11,21.01,11.14,25.97,18.68,135.25,25.97,65.98,0,11.14,100.19,0,11.43,0.69,8.66,25.97,1.92,86.75,1.66,0,150,261.1,1.14,0,8.66,0,0,140,60,72,170.58,70,36

41,10:00-10:15,9,33.66,13.83,31.07,33.67,31.06,13.83,31.07,41.51,123.6,34,37.34,14.01,12.13,25.97,18.68,135.25,25.97,65.98,0,12.13,100.19,0,12.42,0.69,8.66,25.97,1.84,86.75,1.66,0,150,261.1,1.14,0,8.66,0,0,151,64,77,186.71,75,39

42,10:15-10:30,9,33.66,14.17,31.07,33.67,31.06,14.17,31.07,42.49,129.02,36,40.23,14.01,12.93,25.97,18.68,135.25,25.97,65.98,0,12.93,100.19,0,13.26,0.69,8.66,25.97,1.84,86.75,1.66,0,150,261.1,1.14,0,8.66,0,0,161,69,83,201.16,82,42

43,10:30-10:45,7.67,28,9.17,31.07,28,31.06,9.17,31.07,27.49,133.39,39,42.79,11,13.65,25.97,18.17,135.25,25.97,65.98,0,13.65,100.19,0,13.99,0.69,8.66,25.97,1.84,86.75,1.66,0,150,261.1,1.14,0,8.66,0,0,168,72,88,213.95,88,44

44,10:45-11:00,7.33,27,9.17,31.07,27,31.06,9.17,31.07,27.49,136.92,40,45.29,11.21,14.27,25.97,18.17,135.25,25.97,65.98,0,14.27,100.19,0,14.62,0.69,8.66,25.97,1.84,86.75,1.66,0,150,261.1,1.14,0,8.66,0,0,175,75,91,226.45,91,46

45,11:00-11:15,7,19,7.5,31.4,19,31.4,7.5,31.4,22.5,139.62,43,48.33,11.41,14.68,25.97,18.17,135.25,25.97,65.98,0,14.68,100.19,0,15.05,0.69,8.66,25.97,1.84,86.75,1.71,0,150,261.1,1.14,0,8.66,0,0,182,78,95,241.67,92,47

46,11:15-11:30,6.67,18.34,7.5,31.4,18.33,31.4,7.5,31.4,22.5,141.8,44,48.33,11.81,15.38,25.97,18.17,135.25,25.97,65.98,0,15.38,100.19,0,15.76,0.69,8.66,25.97,1.84,74.56,1.71,0,150,261.1,1.14,0,8.66,0,0,189,81,97,241.67,93,48

47,11:30-11:45,6.67,18,7.5,31.4,18,31.4,7.5,31.4,22.5,143.3,44,48.33,9,15.38,25.97,18.17,135.25,25.97,65.98,0,15.38,100.19,0,15.76,0.69,8.66,25.97,1.84,74.56,1.71,0,150,261.1,1.14,0,8.66,0,0,196,84,97,241.67,93,48

48,11:45-12:00,6.67,17.34,7.5,31.4,17.33,31.4,7.5,31.4,22.5,144.17,45,48.33,9,15.38,25.97,18.17,135.25,25.97,65.98,0,15.38,100.19,0,15.76,0.69,8.66,25.97,1.84,74.56,1.71,0,150,261.1,1.14,0,8.66,0,0,196,84,97,241.67,93,48

49,12:00-12:15,6.67,16.66,7.5,31.4,16.67,31.4,7.5,31.4,22.5,144.31,45,48.33,9.2,15.38,25.97,18.68,135.25,25.97,65.98,0,15.38,100.19,0,15.76,0.77,8.66,25.97,1.84,74.56,1.71,0,150,261.1,1.22,0,8.66,0,0,196,84,97,241.67,93,48

50,12:15-12:30,6.67,16,7.5,31.4,16,31.4,7.5,31.4,22.5,143.52,46,48.33,9.4,15.38,25.97,19.18,135.25,25.97,65.98,0,15.38,100.19,0,15.76,0.77,8.66,25.97,1.84,74.56,1.71,0,150,261.1,1.22,0,8.66,0,0,196,84,97,241.67,93,48

51,12:30-12:45,6.67,15.66,7.5,31.4,15.67,31.4,7.5,31.4,22.5,142.04,45,48.33,8.4,15.38,25.97,19.18,135.25,25.97,65.98,0,15.38,100.19,0,15.76,0.77,8.66,25.97,1.84,74.56,1.71,0,150,261.1,1.22,0,8.66,0,0,196,84,97,241.67,93,48

52,12:45-13:00,6.67,15.34,7.5,31.4,15.33,31.4,7.5,31.4,22.5,139.73,45,48.33,8.4,15.53,25.97,19.18,135.25,25.97,65.98,0,15.53,100.19,0,15.91,0.77,8.66,25.97,1.84,74.56,1.71,0,150,261.1,1.22,0,8.66,0,0,196,84,97,241.67,93,48

53,13:00-13:15,6.67,15,7.5,31.4,15,31.4,7.5,31.4,22.5,136.75,45,48.33,13.01,15.53,25.97,19.18,115.17,25.97,65.98,0,15.53,100.19,0,15.91,0.85,8.66,25.97,1.84,74.56,1.76,0,150,230.38,1.22,0,8.66,0,0,196,84,97,241.67,93,48

54,13:15-13:30,6.67,15,7.5,31.4,15,31.4,7.5,31.4,22.5,133.09,44,48.33,12.81,15.53,25.97,19.18,94.98,25.97,65.98,0,15.53,100.19,0,15.91,0.85,8.66,25.97,1.84,74.56,1.76,0,150,230.38,1.22,0,8.66,0,0,193,82,95,241.67,93,48

55,13:30-13:45,13.33,21.66,7.5,31.4,21.67,31.4,7.5,31.4,22.5,128.7,43,48.33,15.01,14.88,25.97,19.18,94.98,25.97,65.98,0,14.88,100.19,0,15.25,0.85,8.66,25.97,1.84,74.56,1.76,0,150,230.38,1.22,0,8.66,0,0,189,81,93,241.67,93,47

56,13:45-14:00,13.67,22.66,7.5,31.4,22.67,31.4,7.5,31.4,22.5,123.45,42,48.33,14.81,14.72,25.97,19.18,115.17,25.97,65.98,0,14.72,100.19,0,15.09,0.85,8.66,25.97,1.84,74.56,1.76,0,150,230.38,1.22,0,8.66,0,0,186,79,90,241.67,92,45

57,14:00-14:15,14.67,18.34,11.33,31.4,18.33,31.4,11.33,31.4,34.01,117.44,41,46.95,14.61,14.22,25.97,19.18,115.17,25.97,65.98,0,14.22,100.19,0,14.57,0.85,8.66,25.97,1.84,74.56,1.76,0,150,230.38,1.3,0,8.66,0,0,182,78,87,234.73,91,43

58,14:15-14:30,15.33,19,11.83,31.4,19,31.4,11.83,31.4,35.51,110.55,39,45.11,14.01,13.43,25.97,19.18,115.17,25.97,65.98,0,13.43,100.19,0,13.77,0.85,8.66,25.97,1.84,74.56,1.76,0,150,230.38,1.3,0,8.66,0,0,175,75,83,225.56,88,42

59,14:30-14:45,13.33,20,10.67,31.4,20,31.4,10.67,31.4,31.99,102.85,37,42.78,11,12.69,25.97,19.68,115.17,25.97,65.98,0,12.69,100.19,0,13.01,0.85,8.66,25.97,1.84,74.56,1.76,0,150,230.38,1.3,0,8.66,0,0,165,70,77,213.9,84,38

60,14:45-15:00,13.67,20,11,31.4,20,31.4,11,31.4,33,94.44,35,40.63,8.8,11.58,25.97,19.68,115.17,25.97,65.98,0,11.58,100.19,0,11.87,0.85,8.66,25.97,1.84,74.56,1.76,0,150,230.38,1.3,0,8.66,0,0,154,66,73,203.13,80,37

61,15:00-15:15,14.33,20,11.17,31.4,20,31.4,11.17,31.4,33.49,85.07,32,37.91,8.8,10.72,25.97,19.68,115.17,25.97,65.98,0,10.72,100.19,0,10.99,0.93,8.66,25.97,1.84,74.56,1.81,0,150,230.38,1.3,0,8.66,0,0,140,60,67,189.57,76,33

62,15:15-15:30,14.67,20,11.5,31.4,20,31.4,11.5,31.4,34.5,74.74,29,34.12,8.8,9.57,25.97,19.68,115.17,25.97,65.98,0,9.57,100.19,0,9.81,0.93,8.66,25.97,1.84,74.56,1.81,0,150,230.38,1.3,0,8.66,0,0,126,54,60,170.6,68,30

63,15:30-15:45,15.33,20,11.83,32.1,20,30,11.83,32.1,35.51,63.64,27,30.31,8.6,8.48,25.97,20.19,135.25,25.97,65.98,0,8.48,100.19,0,8.69,0.93,8.66,25.97,1.84,86.75,1.81,0,150,261.1,1.3,0,8.66,0,0,111,47,53,151.58,64,27

64,15:45-16:00,16,20.34,12.33,32.89,20.33,25.99,12.33,32.89,37.01,51.6,22,26.52,8.4,7.39,25.97,20.19,135.25,25.97,65.98,0,7.39,100.19,0,7.57,0.93,8.66,25.97,1.84,86.75,1.81,0,150,261.1,1.3,0,8.66,0,0,95,41,47,132.6,59,23

65,16:00-16:15,16.33,36,15.83,33,36,20,15.83,33,47.51,39.2,18,22.84,8.2,6.27,25.97,20.69,135.25,25.97,65.98,0,6.27,100.19,0,6.44,0.93,8.66,25.97,1.84,86.75,1.81,0,150,261.1,1.38,0,8.66,0,0,81,34,37,114.2,48,18

66,16:15-16:30,17,36.66,15.5,33,36.67,13,15.5,25.77,46.5,27.44,12,19.26,8,5.1,25.97,21.7,135.25,25.97,65.98,0,5.1,100.19,0,5.23,0.93,8.66,25.97,1.84,86.75,1.81,0,150,261.1,1.38,0,8.66,0,0,67,28,27,96.32,39,13

67,16:30-16:45,17,37.34,15.17,24.04,37.33,7,15.17,14.75,45.49,17.8,8,15.3,8,3.92,25.97,22.21,135.25,25.97,84.83,0,3.92,100.19,0,4.01,0.93,8.66,25.97,1.84,86.75,1.81,0,150,261.1,1.38,0,8.66,0,0,46,19,18,76.52,32,9

68,16:45-17:00,17,38,14.67,9.75,38,1,14.67,6.17,43.99,11.53,5,10.69,8,2.74,25.97,22.21,135.25,25.97,94.26,0,2.74,100.19,0,2.82,0.93,8.66,25.97,1.84,86.75,1.81,0,150,261.1,1.38,0,8.66,0,0,32,13,13,53.47,23,6

69,17:00-17:15,17,54,14.83,3.56,54,0,14.83,1.48,44.51,7.24,2,6.52,8,1.95,31.74,22.21,135.25,31.74,114.99,0,1.95,85.5,0,2,0.93,8.66,31.74,1.92,82.51,1.76,0,150,261.1,1.45,0,8.66,0,0,14,6,8,32.63,14,4

70,17:15-17:30,17,55,15,1.01,55,0,15,2.29,45,2.54,1,3.3,8,1.33,31.74,23.22,135.25,31.74,114.99,0,1.33,85.5,0,1.36,0.93,8.66,31.74,1.92,82.51,1.76,0,150,261.1,1.45,0,8.66,0,0,7,3,2,16.51,7,1

71,17:30-17:45,17,44,18.5,0.05,44,0,18.5,1.31,55.5,0,0,1.11,8,0.83,31.74,24.23,135.25,31.74,114.99,0,0.83,85.5,0,0.85,0.93,8.66,31.74,1.92,82.51,1.76,0,150,261.1,1.45,0,8.66,0,0,2,1,1,5.56,3,0

72,17:45-18:00,17,45.34,19,0.03,45.33,0,19,0.72,57,0,0,0.13,8,0.46,31.74,25.24,135.25,31.74,114.99,0,0.46,85.5,0,0.47,0.93,8.66,31.74,1.92,82.51,1.76,0,150,261.1,1.45,0,8.66,0,0,0,0,0,0.68,2,0

73,18:00-18:15,16,46.34,19.33,0,46.33,0,19.33,0,58.01,0,0,0,8,0.26,31.74,25.24,135.25,31.74,114.99,50,0.26,85.5,0,0.27,0.93,8.66,31.74,1.92,82.51,1.76,0,150,261.1,1.38,0,8.66,0,150,0,0,0,0,0,0

74,18:15-18:30,16.33,47.66,19.67,0,47.67,0,19.67,0,58.99,0,0,0,8,0,31.74,25.24,135.25,31.74,114.99,50,0,85.5,0,0,0.93,8.66,31.74,1.92,82.51,1.76,0,150,261.1,1.38,0,8.66,0,150,0,0,0,0,0,0

75,18:30-18:45,17,49,18.67,0,49,0,18.67,0,55.99,0,0,0,7.2,0,31.74,25.24,135.25,31.74,114.99,50,0,85.5,0,0,0.93,8.66,31.74,1.92,82.51,1.76,0,150,261.1,1.38,0,8.66,0,150,0,0,0,0,0,0

76,18:45-19:00,17.33,50.34,19.17,0,50.33,0,19.17,0,57.49,0,0,0,7.2,0,31.74,25.24,135.25,31.74,114.99,50,0,85.5,0,0,0.93,8.66,31.74,1.92,82.51,1.76,0,150,261.1,1.38,0,8.66,0,150,0,0,0,0,0,0

77,19:00-19:15,17.33,50.34,19.67,0,50.33,0,19.67,0,58.99,0,0,0,7.2,0,31.74,25.24,135.25,31.74,65.98,50,0,85.5,0,0,0.85,8.66,31.74,1.92,82.51,1.71,0,150,261.1,1.3,0,8.66,0,150,0,0,0,0,0,0

78,19:15-19:30,17.67,50.34,20.33,0,50.33,0,20.33,0,61.01,0,0,0,7.2,0,31.74,25.24,135.25,31.74,65.98,50,0,85.5,0,0,0.85,8.66,31.74,1.92,82.51,1.71,0,150,261.1,1.3,0,8.66,0,150,0,0,0,0,0,0

79,19:30-19:45,17.67,49,20.83,0,49,0,20.83,0,62.51,0,0,0,7.2,0,31.74,25.24,135.25,31.74,65.98,50,0,85.5,0,0,0.85,8.66,31.74,1.92,82.51,1.71,0,150,261.1,1.3,0,8.66,0,150,0,0,0,0,0,0

80,19:45-20:00,17.67,49.66,21.5,0,49.67,0,21.5,0,64.5,0,0,0,7.2,0,31.74,25.24,135.25,31.74,65.98,50,0,85.5,0,0,0.85,8.66,31.74,1.92,82.51,1.71,0,150,261.1,1.3,0,8.66,0,150,0,0,0,0,0,0

81,20:00-20:15,13.33,35.34,22.33,0,35.33,0,22.33,0,67.01,0,0,0,8.2,0,31.74,25.24,135.25,31.74,65.98,50,0,85.5,0,0,0.85,8.66,31.74,1.92,82.51,1.71,0,150,261.1,1.22,0,8.66,0,250,0,0,0,0,0,0

