Block,Time,KGSU3AND4,KOTESHWR,MAPS,NLCEXP,RAMPUR,SASAN,TALA,URI,ANTA_RF,AURY_LF,CHAMERA1,DHAULIGNGA,DULHASTI,FSTPP I & II,KGSU1AND2,NAPP,NJPC,NNTPP,SIMHST1,TALST2,TANAKPUR,CHAMERA3,KHSTPP-I,KHSTPP-II,KISHANGANGA,KOLDAM,NLCIIST2,RIHAND1,UNCHAHAR2,UNCHAHAR3,ANTA_GF,DADRI_CRF,DADRI_GF,DADRI_LF,DADRT2,KUDGI,RSTPSU1TO6,SALAL,SINGRAULI,TEHRI,TelanganaSTPP,URI2,AURY_CRF,BSIUL,KKNPPU2,NTPL,RAPPB,UNCHAHAR1,VALLURNTECL,ANTA_LF,AURY_RF,BRBCL,JHAJJAR,NLCIIST1,RIHAND2,RIHAND3,SEWA2,SIMHST2,TANDA2,KKNP,NLCTS2EXP,PARBATI3,UNCHAHAR4,AURY_GF,DADRI_RF,CHAMERA2,RAPPC,RSTPSU7,SINGRAULI_HYDRO,ANTA_CRF
6,01:15-01:30,0,8.87,0,0,0,337.5,0,1.11,0,0,0,0,0,11.7,0,43.57,0,0,0,0,2.31,0,45.22,98.87,0,0,0,92,42.4,26.39,0,32.88,0,24.11,683.14,0,0,1.4,125.97,0,0,18.83,70.59,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,0,54.06,0,0,29.93

7,01:30-01:45,0,8.87,0,0,0,337.5,0,1.11,0,0,0,0,0,11.7,0,43.57,0,0,0,0,2.56,0,45.22,98.87,0,0,0,92,42.4,26.39,0,32.88,0,24.11,683.14,0,0,1.4,125.97,0,0,18.83,70.59,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,0,54.06,0,0,29.93

8,01:45-02:00,0,8.87,0,0,0,337.5,0,1.11,0,0,0,0,0,11.7,0,43.57,0,0,0,0,2.56,0,45.22,98.87,0,0,0,92,42.4,26.39,0,34.52,0,24.11,683.14,0,0,1.4,125.97,0,0,4.44,70.59,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,0,54.06,0,0,29.93

9,02:00-02:15,0,8.87,0,0,0,337.5,0,1.11,0,0,0,0,0,11.7,0,43.57,0,0,0,0,8.33,0,45.22,98.87,0,0,0,92,42.4,26.39,0,34.52,0,24.11,683.14,0,0,1.4,125.97,0,0,4.44,70.59,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,0,54.06,0,0,29.93

10,02:15-02:30,0,8.87,0,0,0,337.5,0,1.11,0,0,0,0,0,11.7,0,43.57,0,0,0,0,8.33,0,45.22,98.87,0,0,0,92,42.4,26.39,0,34.52,0,24.11,683.14,0,0,1.4,125.97,0,0,4.44,70.59,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,0,54.06,0,0,29.93

11,02:30-02:45,0,8.87,0,0,0,337.5,0,1.11,0,0,0,0,0,11.7,0,43.57,0,0,0,0,8.33,0,45.22,98.87,0,0,0,92,42.4,26.39,0,34.52,0,24.11,683.14,0,0,1.4,125.97,0,0,4.44,70.59,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,0,54.06,0,0,29.93

12,02:45-03:00,0,8.87,0,0,0,337.5,0,1.11,0,0,0,0,0,11.7,0,43.57,0,0,0,0,8.33,0,45.22,98.87,0,0,0,92,42.4,26.39,0,34.52,0,24.11,683.14,0,0,1.4,125.97,0,0,4.44,70.59,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,0,54.06,0,0,29.93

13,03:00-03:15,0,8.87,0,0,0,337.5,0,1.11,0,0,0,0,0,11.7,0,43.57,0,0,0,0,2.56,0,45.22,98.87,0,0,0,92,42.4,26.39,0,34.52,0,24.11,683.14,0,0,1.4,125.97,0,0,4.44,70.59,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,0,54.06,0,0,29.93

14,03:15-03:30,0,8.87,0,0,0,337.5,0,1.11,0,0,0,0,0,11.7,0,43.57,0,0,0,0,2.05,0,45.22,98.87,0,0,0,92,42.4,26.39,0,34.52,0,24.11,683.14,0,0,1.4,125.97,0,0,4.44,70.59,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,0,54.06,0,0,29.93

15,03:30-03:45,0,8.87,0,0,0,337.5,0,1.11,0,0,0,0,0,11.7,0,43.57,0,0,0,0,2.05,0,45.22,98.87,0,0,0,92,42.4,26.39,0,34.52,0,24.11,683.14,0,0,1.4,125.97,0,0,4.44,70.59,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,0,54.06,0,0,29.93

16,03:45-04:00,0,8.87,0,0,0,337.5,0,1.11,0,0,0,0,0,11.7,0,43.57,0,0,0,0,2.05,0,45.22,98.87,0,0,0,92,42.4,26.39,0,34.52,0,24.11,683.14,0,0,1.4,125.97,0,0,4.44,70.59,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,0,54.06,0,0,29.93

17,04:00-04:15,0,8.87,0,0,0,337.5,0,1.11,0,0,0,0,0,11.7,0,43.57,0,0,0,0,0,0,45.22,98.87,0,0,0,92,42.4,26.39,0,34.52,0,24.11,683.14,0,0,1.4,125.97,0,0,4.44,70.59,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,0,54.06,0,0,29.93

18,04:15-04:30,0,8.87,0,0,0,337.5,0,1.11,0,0,0,0,0,11.7,0,43.57,0,0,0,0,0,0,45.22,98.87,0,0,0,92,42.4,26.39,0,34.52,0,24.11,683.14,0,0,1.4,125.97,0,0,4.44,70.59,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,0,54.06,0,0,29.93

19,04:30-04:45,0,8.87,0,0,0,337.5,0,1.11,0,0,0,0,16.48,11.7,0,43.57,0,0,0,0,0,0,45.22,98.87,0,0,0,92,42.4,26.39,0,34.52,0,24.11,683.14,0,0,1.4,125.97,0,0,4.44,70.59,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,0,54.06,0,0,29.93

20,04:45-05:00,0,8.87,0,0,0,337.5,0,1.11,0,0,0,0,16.48,11.7,0,43.57,0,0,0,0,6.27,0,45.22,98.87,0,0,0,92,42.4,26.39,0,34.52,0,24.11,683.14,0,0,1.4,125.97,0,0,4.44,70.59,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,0,54.06,0,0,29.93

21,05:00-05:15,0,8.87,0,0,0,337.5,0,1.11,0,0,0,0,16.48,11.7,0,43.57,0,0,0,0,6.27,0,45.22,98.87,0,0,0,92,42.4,26.39,0,34.52,0,24.11,683.14,0,0,1.4,125.97,0,0,4.44,70.59,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,0,54.06,0,0,29.93

22,05:15-05:30,0,8.87,0,0,0,337.5,0,1.11,0,0,0,0,16.48,11.7,0,43.57,18.94,0,0,0,6.27,0,45.22,98.87,0,0,0,92,42.4,26.39,0,34.52,0,24.11,683.14,0,0,12.78,125.97,0,0,4.44,70.59,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,0,54.06,0,0,29.93

23,05:30-05:45,0,8.87,0,0,0,337.5,0,1.11,0,0,0,0,16.48,11.7,0,43.57,37.88,0,0,0,6.27,0,45.22,98.87,0,0,0,92,42.4,26.39,0,34.52,0,24.11,683.14,0,0,55.77,125.97,0,0,4.44,70.59,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,0,54.06,0,0,29.93

24,05:45-06:00,0,8.87,0,0,0,337.5,0,1.11,0,0,0,0,16.48,11.7,0,43.57,56.82,0,0,0,0,0,45.22,98.87,0,0,0,92,42.4,26.39,0,34.52,0,24.11,683.14,0,0,55.77,125.97,0,0,4.44,70.59,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,3.33,54.06,0,0,29.93

25,06:00-06:15,0,8.87,0,0,0,337.5,0,1.11,5.25,0,0,9.13,32.96,11.7,0,43.57,94.7,0,0,0,0,0,45.22,98.87,0,0,0,92,42.4,26.39,0,34.52,0,24.11,683.14,0,0,55.77,125.97,15.56,0,4.44,70.59,6.52,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,3.82,0,0,7.12,13.17,54.06,0,0,24.15

26,06:15-06:30,0,26.62,0,0,0,337.5,0,1.11,5.25,0,0,16.51,49.43,11.7,0,43.57,116.95,0,0,0,0,6.36,45.22,98.87,0,0,0,92,42.4,26.39,0,34.52,0,24.11,683.14,0,0,55.77,125.97,31.13,0,4.44,70.59,6.52,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,16.55,0,0,7.12,13.17,54.06,0,0,24.15

27,06:30-06:45,0,39.83,0,0,0,337.5,0,26.49,5.25,0,12.01,36.55,49.43,11.7,0,43.57,140.34,0,0,0,0,29.06,45.22,98.87,0,0,0,92,42.4,26.39,0,34.52,0,24.11,683.14,0,0,55.77,125.97,62.24,0,4.44,70.59,13.04,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,10.54,0,0,0,0,16.55,0,0,7.12,26.34,54.06,0,0,24.15

28,06:45-07:00,0,39.83,0,0,0,337.5,0,26.49,5.25,0,28.05,36.55,49.43,11.7,0,43.57,140.34,0,0,0,0,29.06,45.22,98.87,0,0,0,92,42.4,26.39,0,34.52,0,24.11,638.63,0,0,55.77,125.97,62.24,0,4.44,70.59,13.04,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,10.54,0,0,0,0,16.55,0,0,7.12,26.34,54.06,0,0,24.15

29,07:00-07:15,0,39.83,0,0,0,337.5,0,26.49,5.25,0,28.05,36.55,49.43,11.7,0,43.57,140.34,0,0,0,0,29.06,45.22,98.87,0,0,0,92,42.4,26.39,0,34.52,0,24.11,682.78,0,0,12.78,125.97,62.24,0,4.44,70.59,13.04,0,0,0,20.56,0,0,0,20,459.81,0,118.76,124.32,10.54,0,0,0,0,16.55,0,0,7.12,26.34,54.06,0,0,24.15

30,07:15-07:30,0,39.83,0,0,0,337.5,0,3.31,5.25,0,28.05,36.55,49.43,11.7,0,43.57,140.34,0,0,0,0,29.06,45.22,98.87,0,0,0,92,42.4,26.39,0,34.52,0,24.11,682.78,0,0,1.4,125.97,62.24,0,4.44,70.59,13.04,0,0,0,20.56,0,0,0,20,459.81,0,118.76,124.32,10.54,0,0,0,0,16.55,0,0,7.12,26.34,54.06,0,0,24.15

31,07:30-07:45,0,39.83,0,0,0,337.5,0,1.66,5.25,0,28.05,36.55,49.43,11.7,0,43.57,140.34,0,0,0,6.27,29.06,45.22,98.87,0,0,0,92,42.4,26.39,0,34.52,0,24.11,682.78,0,0,1.4,125.97,62.24,0,4.44,70.59,13.04,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,10.54,0,0,0,0,16.55,0,0,7.12,26.34,54.06,0,0,24.15

32,07:45-08:00,0,39.83,0,0,0,337.5,0,1.66,5.25,0,14.05,36.55,49.43,11.7,0,43.57,104.17,0,0,0,0,29.06,45.22,98.87,0,0,0,92,42.4,26.39,0,34.52,0,24.11,682.78,0,0,1.4,125.97,62.24,0,4.44,70.59,13.04,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,10.54,0,0,0,0,3.56,0,0,7.12,26.34,54.06,0,0,24.15

33,08:00-08:15,0,19.72,0,0,0,337.5,0,1.66,5.25,0,14.05,18.49,32.96,11.7,0,43.57,82.29,0,0,0,0,1.91,45.22,98.87,0,0,0,92,42.4,26.39,0,34.52,0,23.56,682.78,0,0,1.4,125.97,46.69,0,4.44,70.59,6.52,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,26.34,54.06,0,0,24.15

34,08:15-08:30,0,8.87,0,0,0,337.5,0,1.66,5.25,0,0,9.25,32.96,11.7,0,43.57,66.29,0,0,0,1.15,0,45.22,98.87,0,0,0,92,42.4,26.39,0,34.52,0,23.56,682.78,0,0,1.4,125.97,46.69,0,4.44,70.59,6.52,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,26.34,54.06,0,0,24.15

35,08:30-08:45,0,8.87,0,0,0,337.5,0,26.49,5.25,0,0,0,32.96,11.7,0,43.57,45.45,0,0,0,1.15,0,45.22,98.87,0,0,0,92,42.4,26.39,0,34.52,0,23.56,682.78,0,0,1.4,125.97,31.13,0,18.83,70.59,6.52,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,26.34,54.06,0,0,24.15

36,08:45-09:00,0,8.87,0,0,0,337.5,0,26.49,5.25,0,0,0,32.96,11.7,0,43.57,22.73,0,0,0,1.15,0,45.22,98.87,0,0,0,92,42.4,26.39,0,34.52,0,23.56,682.78,0,0,1.4,125.97,15.56,0,18.83,70.59,6.52,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,13.17,54.06,0,0,24.15

37,09:00-09:15,0,8.87,0,0,0,337.5,0,26.49,5.25,0,0,0,32.96,11.7,0,43.57,0,0,0,0,1.15,0,45.22,98.87,0,0,0,92,42.4,26.39,0,34.52,0,23.56,682.78,0,0,1.4,125.97,15.56,0,18.83,66.24,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,0,54.06,0,0,23.83

38,09:15-09:30,0,8.87,0,0,0,337.5,0,3.31,5.25,0,0,0,16.48,11.7,0,43.57,0,0,0,0,1.15,0,45.22,98.87,0,0,0,92,42.4,26.39,0,34.52,0,23.56,682.78,0,0,1.4,125.97,0,0,18.83,66.24,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,0,54.06,0,0,23.83

39,09:30-09:45,0,8.87,0,0,0,337.5,0,3.31,5.25,0,0,0,16.48,11.7,0,43.57,0,0,0,0,1.79,0,45.22,98.87,0,0,0,92,42.4,26.39,0,34.52,0,23.56,682.78,0,0,1.4,125.97,0,0,10.76,66.24,0,0,0,0,20.56,0,0,0,20,459.81,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,0,54.06,0,0,23.83

40,09:45-10:00,0,8.87,0,0,0,337.5,0,1.66,5.25,0,0,0,16.48,11.7,0,43.57,0,0,0,0,1.79,0,45.22,98.87,0,0,0,92,42.4,26.39,0,35.62,0,23.56,682.78,0,0,1.4,125.97,0,0,10.76,66.24,0,0,0,0,20.56,0,0,0,20,459.81,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,0,54.06,0,0,23.83

41,10:00-10:15,0,8.87,0,0,0,337.5,0,3.31,5.25,0,0,0,0,11.7,0,43.57,0,0,0,0,1.79,0,45.22,98.87,0,0,0,92,42.4,26.39,0,36.72,0,23.56,683.14,0,0,1.4,125.97,0,0,4.44,66.24,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,0,54.06,0,0,23.83

42,10:15-10:30,0,8.87,0,0,0,337.5,0,3.31,5.25,0,0,0,0,11.7,0,43.57,0,0,0,0,1.79,0,45.22,98.87,0,0,0,92,42.4,26.39,0,36.72,0,23.56,683.14,0,0,1.4,125.97,0,0,4.44,66.24,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,0,54.06,0,0,23.83

43,10:30-10:45,0,8.87,0,0,0,337.5,0,7.95,5.25,0,0,0,0,11.7,0,43.57,0,0,0,0,1.79,0,45.22,98.87,0,0,0,92,42.4,26.39,0,36.72,0,23.56,683.14,0,0,1.4,125.97,0,0,4.44,66.24,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,0,54.06,0,0,23.83

44,10:45-11:00,0,8.87,0,0,0,337.5,0,7.95,5.25,0,0,0,0,11.7,0,43.57,0,0,0,0,1.79,0,45.22,98.87,0,0,0,92,42.4,26.39,0,36.72,0,23.56,683.14,0,0,1.4,125.97,0,0,4.44,66.24,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,0,54.06,0,0,23.83

45,11:00-11:15,0,8.87,0,0,0,337.5,0,7.95,5.25,0,0,0,0,11.7,0,43.57,0,0,0,0,1.79,0,45.22,98.87,0,0,0,92,42.4,26.39,0,36.72,0,23.56,683.14,0,0,1.4,125.97,0,0,4.44,66.24,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,0,54.06,0,0,23.83

46,11:15-11:30,0,8.87,0,0,0,337.5,0,7.95,5.25,0,0,0,0,11.7,0,43.57,0,0,0,0,1.79,0,45.22,98.87,0,0,0,92,42.4,26.39,0,36.72,0,23.56,683.14,0,0,1.4,125.97,0,0,4.44,66.24,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,0,54.06,0,0,23.83

47,11:30-11:45,0,8.87,0,0,0,337.5,0,7.95,5.25,0,0,0,0,11.7,0,43.57,0,0,0,0,2.44,0,45.22,98.87,0,0,0,92,42.4,26.39,0,36.72,0,23.56,683.14,0,0,1.4,125.97,0,0,4.44,66.24,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,0,54.06,0,0,23.63

48,11:45-12:00,0,8.87,0,0,0,337.5,0,7.95,5.25,0,0,0,0,11.7,0,43.57,0,0,0,0,2.44,0,45.22,98.87,0,0,0,92,42.4,26.39,0,36.72,0,23.56,683.14,0,0,1.4,125.97,0,0,4.44,66.24,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,0,54.06,0,0,23.63

49,12:00-12:15,0,8.87,0,0,0,354.38,0,13.25,5.25,0,0,0,0,11.7,0,43.57,0,0,0,0,2.44,0,45.22,98.87,0,0,0,92,42.4,26.39,0,36.72,0,23.56,683.14,0,0,1.4,125.97,0,0,4.44,70.59,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,0,54.06,0,0,23.63

50,12:15-12:30,0,8.87,0,0,0,371.25,0,13.25,5.25,0,0,0,0,11.7,0,43.57,0,0,0,0,2.44,0,45.22,98.87,0,0,0,92,42.4,26.39,0,36.72,0,23.56,683.14,0,0,1.4,125.97,0,0,4.44,70.59,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,0,54.06,0,0,23.63

51,12:30-12:45,0,8.87,0,0,0,371.25,0,7.95,5.25,0,0,0,0,11.7,0,43.57,0,0,0,0,2.44,0,45.22,98.87,0,0,0,92,42.4,26.39,0,36.72,0,23.56,683.14,0,0,1.4,125.97,0,0,4.44,70.59,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,0,54.06,0,0,23.63

52,12:45-13:00,0,8.87,0,0,0,371.25,0,7.95,5.25,0,0,0,0,11.7,0,43.57,0,0,0,0,2.44,0,45.22,98.87,0,0,0,92,42.4,26.39,0,36.72,0,23.56,683.14,0,0,1.4,125.97,0,0,4.44,70.59,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,0,54.06,0,0,23.63

53,13:00-13:15,0,8.87,0,0,0,371.25,0,7.95,5.25,0,0,0,0,11.7,0,43.57,0,0,0,0,2.44,0,45.22,98.87,0,0,0,92,42.4,26.39,0,36.72,0,23.56,683.14,0,0,1.4,125.97,0,0,4.44,70.59,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,0,54.06,0,0,23.63

54,13:15-13:30,0,8.87,0,0,0,371.25,0,7.95,5.25,0,0,0,0,11.7,0,43.57,0,0,0,0,2.44,0,45.22,98.87,0,0,0,92,42.4,26.39,0,36.72,0,23.56,683.14,0,0,9.29,125.97,0,0,4.44,70.59,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,0,54.06,0,0,23.63

55,13:30-13:45,0,8.87,0,0,0,371.25,0,7.95,5.25,0,0,0,0,11.7,0,43.57,0,0,0,0,2.44,0,45.22,98.87,0,0,0,82,42.4,26.39,0,36.72,0,23.56,683.14,0,0,55.77,125.97,0,0,4.44,70.59,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,0,54.06,0,0,23.63

56,13:45-14:00,0,8.87,0,0,0,371.25,0,7.95,5.25,0,0,0,0,11.7,0,43.57,0,0,0,0,2.44,0,45.22,98.87,0,0,0,82,42.4,26.39,0,36.72,0,23.56,683.14,0,0,55.77,125.97,0,0,4.44,70.59,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,0,54.06,0,0,23.63

57,14:00-14:15,0,8.87,0,0,0,371.25,0,7.95,5.25,0,0,0,0,11.7,0,43.57,0,0,0,0,1.79,0,45.22,98.87,0,0,0,82,42.4,26.39,0,36.72,0,23.56,683.14,0,0,55.77,125.97,0,0,4.44,70.59,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,0,54.06,0,0,23.52

58,14:15-14:30,0,8.87,0,0,0,371.25,0,7.95,5.25,0,0,0,0,11.7,0,43.57,0,0,0,0,1.79,0,45.22,98.87,0,0,0,82,42.4,26.39,0,36.72,0,23.56,683.14,0,0,12.78,125.97,0,0,4.44,70.59,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,0,54.06,0,0,23.52

59,14:30-14:45,0,8.87,0,0,0,371.25,0,7.95,5.25,0,0,0,0,11.7,0,43.57,0,0,0,0,1.79,0,45.22,98.87,0,0,0,82,42.4,26.39,0,36.72,0,23.56,683.14,0,0,1.4,125.97,10.2,0,4.44,70.59,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,0,54.06,0,0,23.52

60,14:45-15:00,0,8.87,0,0,0,371.25,0,7.95,5.25,0,0,0,0,11.7,0,43.57,0,0,0,0,1.79,0,45.22,98.87,0,0,0,82,42.4,26.39,0,36.72,0,23.56,683.14,0,0,1.4,125.97,15.56,0,4.44,70.59,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,0,54.06,0,0,23.52

61,15:00-15:15,0,8.87,0,0,0,371.25,0,3.86,5.25,0,0,0,0,11.7,0,43.57,0,0,0,0,1.79,0,45.22,98.87,0,0,0,82,42.4,26.39,0,36.72,0,23.56,683.14,0,0,1.4,125.97,31.13,0,4.44,70.59,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,0,54.06,0,0,23.52

62,15:15-15:30,0,8.87,0,0,0,371.25,0,3.86,5.25,0,0,0,0,11.7,0,43.57,0,0,0,0,1.79,0,45.22,98.87,0,0,0,82,42.4,26.39,0,36.72,0,23.56,683.14,0,0,1.4,125.97,46.69,0,4.44,70.59,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,0,54.06,0,0,23.52

63,15:30-15:45,0,8.87,0,0,0,371.25,0,7.95,5.25,0,0,0,0,11.7,0,43.57,0,0,0,0,1.79,0,45.22,98.87,0,0,0,82,42.4,26.39,0,36.72,0,23.56,683.14,0,0,1.4,125.97,62.24,0,4.44,70.59,0,0,0,0,20.56,0,0,0,20,654.31,0,118.76,124.32,0,0,0,0,0,0,0,0,7.12,0,54.06,0,0,23.52

