Block,Time,BRBCL,CHAMERA2,CHAMERA3,NAPP,NJPC,NTPL,RIHAND3,SALAL,URI,URI2,AURY_LF,DADRI_GF,DADRI_RF,DADRT2,JHAJJAR,KGSU3AND4,KHSTPP-I,PARBATI3,RAPPC,RSTPSU7,TALA,UNCHAHAR1,DADRI_CRF,DADRI_LF,BSIUL,FSTPP I & II,MAPS,ANTA_LF,CHAMERA1,KKNPPU2,NLCIIST2,TANAKPUR,ANTA_GF,AURY_CRF,DULHASTI,RAMPUR,RIHAND1,RSTPSU1TO6,TelanganaSTPP,UNCHAHAR3,VALLURNTECL,AURY_RF,KGSU1AND2,KHSTPP-II,KOLDAM,SASAN,SIMHST1,TALST2,TANDA2,TEHRI,UNCHAHAR2,ANTA_RF,AURY_GF,DHAULIGNGA,KISHANGANGA,KKNP,KOTESHWR,NLCEXP,NLCTS2EXP,SEWA2,SIMHST2,SINGRAULI_HYDRO,ANTA_CRF,KUDGI,NLCIIST1,NNTPP,RAPPB,RIHAND2,SINGRAULI,UNCHAHAR4
6,01:15-01:30,20,0,0,20.61,0,0,62.16,12.78,24.29,20.18,0,0,59.73,683.14,434.65,0,45.53,0,26.01,0,0,20.85,0,0,6.52,18.2,0,0,0,0,0,5.76,0,0,16.48,0,92,0,0,26.4,0,70.04,0,148.3,0,410.62,0,0,0,0,42.39,43.26,0,0,0,0,8.87,0,0,10.53,0,0.77,0,0,0,0,0,118.76,139.69,0

7,01:30-01:45,20,0,0,20.61,0,0,62.16,12.78,24.29,20.18,0,0,59.73,683.14,434.65,0,45.53,0,26.01,0,0,20.85,0,0,6.52,18.2,0,0,0,0,0,0,0,0,16.48,0,92,0,0,26.4,0,70.04,0,148.3,0,410.62,0,0,0,0,42.39,43.26,0,0,0,0,8.87,0,0,10.53,0,0.77,0,0,0,0,0,118.76,139.69,0

8,01:45-02:00,20,0,0,20.61,0,0,62.16,69.72,24.29,20.18,0,0,59.73,683.14,434.65,0,45.53,0,26.01,0,0,20.85,0,0,6.52,18.2,0,0,0,0,0,0,0,0,16.48,0,92,0,0,26.4,0,70.04,0,148.3,0,410.62,0,0,0,0,42.39,43.26,0,0,0,0,8.87,0,0,10.53,0,0.77,0,0,0,0,0,118.76,139.69,0

9,02:00-02:15,20,0,0,20.61,0,0,62.16,69.72,24.29,20.18,0,0,59.73,683.14,434.65,0,45.53,0,26.01,0,0,20.85,0,0,6.52,18.2,0,0,0,0,0,0,0,0,16.48,0,92,0,0,26.4,0,70.04,0,148.3,0,410.62,0,0,0,0,42.39,43.26,0,0,0,0,8.87,0,0,10.53,0,0.77,0,0,0,0,0,118.76,139.69,0

10,02:15-02:30,20,0,0,20.61,0,0,62.16,69.72,24.29,20.18,0,0,59.73,683.14,434.65,0,45.53,0,26.01,0,0,20.85,0,0,6.52,18.2,0,0,0,0,0,0,0,0,16.48,0,92,0,0,26.4,0,70.04,0,148.3,0,410.62,0,0,0,0,42.39,43.26,0,0,0,0,8.87,0,0,10.53,0,0.77,0,0,0,0,0,118.76,139.69,0

11,02:30-02:45,20,0,0,20.61,0,0,62.16,69.72,24.29,20.18,0,0,59.73,683.14,434.65,0,45.53,0,26.01,0,0,20.85,0,0,6.52,18.2,0,0,0,0,0,0,0,0,16.48,0,92,0,0,26.4,0,70.04,0,148.3,0,410.62,0,0,0,0,42.39,43.26,0,0,0,0,8.87,0,0,10.53,0,0.77,0,0,0,0,0,118.76,139.69,0

12,02:45-03:00,20,0,0,20.61,0,0,62.16,69.72,24.29,20.18,0,0,59.73,683.14,434.65,0,45.53,0,26.01,0,0,20.85,0,0,6.52,18.2,0,0,0,0,0,0,0,0,16.48,0,92,0,0,26.4,0,70.04,0,148.3,0,410.62,0,0,0,0,42.39,43.26,0,0,0,0,8.87,0,0,10.53,0,0.77,0,0,0,0,0,118.76,139.69,0

13,03:00-03:15,20,0,0,20.61,0,0,62.16,26.73,24.29,20.18,0,0,59.73,683.14,434.65,0,45.53,0,26.01,0,0,20.85,0,0,6.52,18.2,0,0,0,0,0,0,0,0,16.48,0,92,0,0,26.4,0,70.04,0,148.3,0,410.62,0,0,0,0,42.39,43.57,0,0,0,0,8.87,0,0,10.53,0,0.77,0,0,0,0,0,118.76,139.69,0

14,03:15-03:30,20,0,0,20.61,0,0,62.16,26.73,24.29,20.18,0,0,59.73,683.14,434.65,0,45.53,0,26.01,0,0,20.85,0,0,6.52,18.2,0,0,0,0,0,0,0,0,16.48,0,92,0,0,26.4,0,70.04,0,148.3,0,410.62,0,0,0,0,42.39,43.57,0,0,0,0,8.87,0,0,10.53,0,0.77,0,0,0,0,0,118.76,139.69,0

15,03:30-03:45,20,0,0,20.61,0,0,62.16,26.73,24.29,20.18,0,0,59.73,683.14,434.65,0,45.53,0,26.01,0,0,20.85,0,0,6.52,18.2,0,0,0,0,0,0,0,0,16.48,0,92,0,0,26.4,0,70.04,0,148.3,0,410.62,0,0,0,0,42.39,43.57,0,0,0,0,8.87,0,0,10.53,0,0.77,0,0,0,0,0,118.76,139.69,0

16,03:45-04:00,20,0,0,20.61,0,0,62.16,26.73,24.29,20.18,0,0,59.73,683.14,434.65,0,45.53,0,26.01,0,0,20.85,0,0,6.52,18.2,0,0,0,0,0,0,0,0,16.48,0,92,0,0,26.4,0,70.04,0,148.3,0,410.62,0,0,0,0,42.39,43.57,0,0,0,0,8.87,0,0,10.53,0,0.77,0,0,0,0,0,118.76,139.69,0

17,04:00-04:15,20,0,0,20.61,0,0,62.16,26.73,24.29,20.18,0,0,59.73,683.14,434.65,0,45.53,0,26.01,0,0,20.85,0,0,6.52,18.2,0,0,0,0,0,0,0,0,16.48,0,92,0,0,26.4,0,70.04,0,148.3,0,410.62,0,0,0,0,42.39,43.57,0,0,0,0,8.87,0,0,10.53,0,0.77,0,0,0,0,0,118.76,139.69,0

18,04:15-04:30,20,0,0,20.61,0,0,62.16,26.73,24.29,20.18,0,0,59.73,683.14,434.65,0,45.53,0,26.01,0,0,20.85,0,0,6.52,18.2,0,0,0,0,0,0,0,0,16.48,0,92,0,0,26.4,0,70.04,0,148.3,0,410.62,0,0,0,0,42.39,43.57,0,0,0,0,8.87,0,0,10.53,0,0.77,0,0,0,0,0,118.76,139.69,0

19,04:30-04:45,20,0,0,20.61,0,0,62.16,26.73,33.12,20.18,0,0,59.73,683.14,434.65,0,45.53,0,26.01,0,0,20.85,0,0,6.52,18.2,0,0,0,0,0,0,0,0,16.48,0,92,0,0,26.4,0,70.04,0,148.3,0,410.62,0,0,0,11.91,42.39,43.57,0,0,0,0,8.87,0,0,10.53,0,0.77,0,0,0,0,0,118.76,139.69,0

20,04:45-05:00,20,0,0,20.61,0,0,62.16,26.73,33.12,20.18,0,0,59.73,683.14,434.65,0,45.53,0,26.01,0,0,20.85,0,0,6.52,18.2,0,0,0,0,0,0,0,0,16.48,0,92,0,0,26.4,0,70.04,0,148.3,0,410.62,0,0,0,11.91,42.39,43.57,0,0,0,0,8.87,0,0,10.53,0,0.77,0,0,0,0,0,118.76,139.69,0

21,05:00-05:15,20,0,0,20.61,0,0,62.16,13.36,33.12,20.18,0,0,59.73,683.14,434.65,0,42.49,0,26.01,0,0,20.85,0,0,6.52,18.2,0,0,0,0,0,0,0,0,16.48,0,92,0,0,26.4,0,70.04,0,148.3,0,410.62,0,0,0,23.82,42.39,43.89,0,0,0,0,8.87,0,0,10.53,0,0.77,0,0,0,0,0,118.76,139.69,0

22,05:15-05:30,20,0,0,20.61,19.88,0,62.16,13.36,33.12,20.18,0,0,59.73,683.14,434.65,0,42.49,0,26.01,0,0,20.85,0,0,6.52,18.2,0,0,0,0,0,0,0,0,16.48,0,92,0,0,26.4,0,70.04,0,148.3,0,410.62,0,0,0,35.72,42.39,43.89,0,0,0,0,8.87,0,0,10.53,0,0.77,0,0,0,0,0,118.76,139.69,0

23,05:30-05:45,20,0,0,20.61,43.56,0,62.16,2.33,33.12,20.18,0,0,59.73,683.14,434.65,0,42.49,0,26.01,0,0,20.85,0,0,13.04,18.2,0,0,0,0,0,0,0,0,16.48,0,92,0,0,26.4,0,70.04,0,148.3,0,410.62,0,0,0,35.72,42.39,43.89,0,9.14,0,0,8.87,0,0,10.53,0,0.77,0,0,0,0,0,118.76,139.69,0

24,05:45-06:00,20,2.66,0,20.61,70.17,0,62.16,2.33,33.12,20.18,0,0,59.73,683.14,434.65,0,42.49,0,26.01,0,0,20.85,0,0,13.04,18.2,0,0,12.64,0,0,0,0,0,16.48,0,92,0,0,26.4,0,70.04,0,148.3,0,410.62,0,0,0,35.72,42.39,43.89,0,9.14,0,0,8.87,0,0,10.53,0,0.77,0,0,0,0,0,118.76,139.69,0

25,06:00-06:15,20,13.17,9.68,20.61,70.17,0,62.16,2.33,39.75,20.18,0,0,59.73,683.14,434.65,0,42.49,3.82,26.01,0,0,20.85,0,0,13.04,18.2,0,0,12.64,0,0,0,0,0,16.48,0,92,0,0,26.4,0,70.04,0,148.3,0,410.62,0,0,0,35.72,42.39,43.89,0,18.25,0,0,8.87,0,0,10.53,0,0.77,0,0,0,0,0,118.76,139.69,0

26,06:15-06:30,20,26.34,19.35,20.61,93.56,0,62.16,2.33,39.75,20.18,0,0,59.73,683.14,434.65,0,42.49,16.54,26.01,0,0,20.85,0,0,13.04,18.2,0,0,28.05,0,0,0,0,0,32.96,0,92,0,0,26.4,0,70.04,0,148.3,0,410.62,0,0,0,47.63,42.39,43.89,0,18.25,0,0,17.75,0,0,10.53,0,0.77,0,0,0,0,0,118.76,139.69,0

27,06:30-06:45,20,39.51,29.06,20.61,116.95,0,62.16,2.33,39.75,20.18,0,0,59.73,683.14,434.65,0,42.49,16.54,26.01,0,0,20.85,0,0,19.56,18.2,0,0,42.15,0,0,0,0,0,49.43,0,92,0,0,26.4,0,70.04,0,148.3,0,410.62,0,0,0,47.63,42.39,43.89,0,27.41,0,0,39.05,0,0,15.81,0,0.77,0,0,0,0,0,118.76,139.69,0

28,06:45-07:00,20,39.51,29.06,20.61,140.35,0,62.16,2.33,39.75,20.18,0,0,59.73,683.14,434.65,0,42.49,16.54,26.01,0,0,20.85,0,0,19.56,18.2,0,0,42.15,0,0,0,0,0,49.43,0,92,0,0,26.4,0,70.04,0,148.3,0,410.62,0,0,0,47.63,42.39,43.89,0,27.41,0,0,39.05,0,0,15.81,0,0.77,0,0,0,0,0,118.76,139.69,0

29,07:00-07:15,20,39.51,29.06,20.61,140.35,0,62.16,2.33,36.43,20.18,0,0,59.73,683.14,434.65,0,42.49,16.54,26.01,0,0,20.85,0,0,19.56,18.2,0,0,42.15,0,0,0,0,0,49.43,0,92,0,0,26.4,0,70.04,0,148.3,0,410.62,0,0,0,47.63,42.39,43.89,0,27.41,0,0,39.05,0,0,15.81,0,0.77,0,0,0,0,0,118.76,139.69,0

30,07:15-07:30,20,39.51,29.06,20.61,140.35,0,62.16,9.29,36.43,20.18,0,0,59.73,683.14,434.65,0,42.49,16.54,26.01,0,0,20.85,0,0,19.56,18.2,0,0,42.15,0,0,0,0,0,49.43,0,92,0,0,26.4,0,70.04,0,148.3,0,410.62,0,0,0,47.63,42.39,43.89,0,27.41,0,0,39.05,0,0,15.81,0,0.77,0,0,0,0,0,118.76,139.69,0

31,07:30-07:45,20,39.51,29.06,20.61,140.35,0,62.16,69.72,36.43,31.9,0,0,59.73,683.14,434.65,0,42.49,16.54,26.01,0,0,20.85,0,0,19.56,18.2,0,0,42.15,0,0,5.76,0,0,49.43,0,92,0,0,26.4,0,70.04,0,148.3,0,410.62,0,0,0,47.63,42.39,43.89,0,27.41,0,0,39.05,0,0,15.81,0,0.77,0,0,0,0,0,118.76,139.69,0

32,07:45-08:00,20,39.51,29.06,20.61,140.35,0,62.16,69.72,36.43,31.9,0,0,59.73,683.14,434.65,0,42.49,3.57,26.01,0,0,20.85,0,0,19.56,18.2,0,0,42.15,0,0,5.76,0,0,49.43,0,92,0,0,26.4,0,70.04,0,148.3,0,410.62,0,0,0,47.63,42.39,41.48,0,27.41,0,0,39.05,0,0,15.81,0,0.77,0,0,0,0,0,118.76,139.69,0

33,08:00-08:15,20,39.51,19.35,20.61,116.95,0,62.16,69.72,36.43,31.9,0,0,59.73,683.14,434.65,0,42.49,0,26.01,0,0,20.85,0,0,6.52,18.2,0,0,42.15,0,0,5.76,0,0,32.96,0,92,0,0,26.4,0,70.04,0,148.3,0,416.25,0,0,0,47.63,42.39,44.52,0,18.25,0,0,17.75,0,0,10.53,0,0.77,0,0,0,0,0,118.76,139.69,0

34,08:15-08:30,20,39.51,9.68,20.61,93.56,0,62.16,69.72,39.75,31.9,0,0,59.73,683.14,434.65,0,42.49,0,26.01,0,0,20.85,0,0,6.52,18.2,0,0,28.1,0,0,5.76,0,0,16.48,0,92,0,0,26.4,0,70.04,0,148.3,0,416.25,0,0,0,47.63,42.39,44.42,0,18.25,0,0,8.87,0,0,10.53,0,0.77,0,0,0,0,0,118.76,139.69,0

35,08:30-08:45,20,26.34,9.68,20.61,70.17,0,62.16,15.11,39.75,31.9,0,0,59.73,683.14,434.65,0,42.49,0,26.01,0,0,20.85,0,0,6.52,18.2,0,0,28.1,0,0,5.76,0,0,0,0,92,0,0,26.4,0,70.04,0,148.3,0,416.25,0,0,0,47.63,42.39,44.42,0,15.85,0,0,8.87,0,0,10.53,0,0.77,0,0,0,0,0,118.76,139.69,0

36,08:45-09:00,20,13.17,0,20.61,43.56,0,62.16,13.36,39.75,31.9,0,0,59.73,683.14,434.65,0,42.49,0,26.01,0,0,20.85,0,0,6.52,18.2,0,0,13.99,0,0,5.76,0,0,0,0,92,0,0,26.4,0,70.04,0,148.3,0,416.25,0,0,0,35.72,42.39,44.42,0,9.14,0,0,8.87,0,0,10.53,0,0.77,0,0,0,0,0,118.76,139.69,0

37,09:00-09:15,20,13.17,0,20.61,19.8,0,62.16,13.36,39.75,20.18,0,0,59.73,683.14,434.65,0,45.53,0,26.01,0,0,20.85,0,0,6.52,18.2,0,0,13.99,0,0,0.51,0,0,0,0,92,0,0,26.4,0,70.04,0,148.3,0,416.25,0,0,0,35.72,42.39,44.21,0,0,0,0,8.87,0,0,10.53,0,0.77,0,0,0,0,0,118.76,139.69,0

38,09:15-09:30,20,13.17,0,20.61,0,0,62.16,13.36,36.43,20.18,0,0,59.73,683.14,434.65,0,45.53,0,26.01,0,0,20.85,0,0,6.52,18.2,0,0,13.99,0,0,0.51,0,0,0,0,92,0,0,26.4,0,70.04,0,148.3,0,416.25,0,0,0,35.72,42.39,43.99,0,0,0,0,8.87,0,0,10.53,0,0.77,0,0,0,0,0,118.76,139.69,0

39,09:30-09:45,20,13.17,0,20.61,0,0,62.16,13.36,36.43,20.18,0,0,59.73,683.14,434.65,0,45.53,0,26.01,0,0,20.85,0,0,6.52,18.2,0,0,6.71,0,0,0.51,0,0,0,0,92,0,0,26.4,0,70.04,0,148.3,0,416.25,0,0,0,35.72,42.39,43.57,0,0,0,0,8.87,0,0,10.53,0,0.77,0,0,0,0,0,118.76,139.69,0

40,09:45-10:00,20,13.17,0,20.61,0,0,62.16,13.36,36.43,20.18,0,0,59.73,683.14,434.65,0,45.53,0,26.01,0,0,20.85,0,0,6.52,18.2,0,0,0,0,0,0.51,0,0,0,0,92,0,0,26.4,0,70.04,0,148.3,0,416.25,0,0,0,35.72,42.39,43.57,0,0,0,0,8.87,0,0,10.53,0,0.77,0,0,0,0,0,118.76,139.69,0

41,10:00-10:15,20,0,0,20.61,0,0,62.16,13.36,35.88,31.9,0,0,59.73,683.14,434.65,0,45.53,0,26.01,0,0,20.85,0,0,6.52,18.2,0,0,0,0,0,0.51,0,0,0,0,92,0,0,26.4,0,70.04,0,148.3,0,416.25,0,0,0,35.72,42.39,43.47,0,0,0,0,8.87,0,0,10.53,0,0.77,0,0,0,0,0,118.76,139.69,0

42,10:15-10:30,20,0,0,20.61,0,0,62.16,13.36,35.88,31.9,0,0,59.73,683.14,434.65,0,45.53,0,26.01,0,0,20.85,0,0,6.52,18.2,0,0,0,0,0,0.51,0,0,0,0,92,0,0,26.4,0,70.04,0,148.3,0,416.25,0,0,0,23.82,42.39,43.26,0,0,0,0,8.87,0,0,10.53,0,0.77,0,0,0,0,0,118.76,139.69,0

43,10:30-10:45,20,0,0,20.61,0,0,62.16,13.36,35.88,31.9,0,0,59.73,683.14,434.65,0,45.53,0,26.01,0,0,20.85,0,0,6.52,18.2,0,0,0,0,0,0.51,0,0,0,0,92,0,0,26.4,0,70.04,0,148.3,0,416.25,0,0,0,23.82,42.39,43.05,0,0,0,0,8.87,0,0,10.53,0,0.77,0,0,0,0,0,118.76,139.69,0

44,10:45-11:00,20,0,0,20.61,0,0,62.16,13.36,35.88,31.9,0,0,59.73,683.14,434.65,0,45.53,0,26.01,0,0,20.85,0,0,6.52,18.2,0,0,0,0,0,0.51,0,0,0,0,92,0,0,26.4,0,70.04,0,148.3,0,416.25,0,0,0,23.82,42.39,42.84,0,0,0,0,8.87,0,0,10.53,0,0.77,0,0,0,0,0,118.76,139.69,0

45,11:00-11:15,20,0,0,20.61,0,0,62.16,13.36,35.88,31.9,0,0,59.73,683.14,434.65,0,45.53,0,26.01,0,0,20.85,0,0,6.52,18.2,0,0,0,0,0,0.77,0,0,0,0,92,0,0,26.4,0,70.04,0,148.3,0,416.25,0,0,0,23.82,42.39,42.73,0,0,0,0,8.87,0,0,10.53,0,0.77,0,0,0,0,0,118.76,139.69,0

46,11:15-11:30,20,0,0,20.61,0,0,62.16,13.36,35.88,31.9,0,0,59.73,683.14,434.65,0,45.53,0,26.01,0,0,20.85,0,0,6.52,18.2,0,0,0,0,0,0.77,0,0,0,0,92,0,0,26.4,0,70.04,0,148.3,0,416.25,0,0,0,23.82,42.39,42.52,0,0,0,0,8.87,0,0,10.53,0,0.77,0,0,0,0,0,118.76,139.69,0

47,11:30-11:45,20,0,0,20.61,0,0,62.16,13.36,35.88,24.21,0,0,59.73,683.14,434.65,0,45.53,0,26.01,0,0,20.85,0,0,6.52,18.2,0,0,0,0,0,0.77,0,0,0,0,92,0,0,26.4,0,70.04,0,148.3,0,416.25,0,0,0,23.82,42.39,42.52,0,0,0,0,8.87,0,0,10.53,0,0.77,0,0,0,0,0,118.76,139.69,0

48,11:45-12:00,20,0,0,20.61,0,0,62.16,13.36,35.88,24.21,0,0,59.73,683.14,434.65,0,45.53,0,26.01,0,0,20.85,0,0,6.52,18.2,0,0,0,0,0,0.77,0,0,0,0,92,0,0,26.4,0,70.04,0,148.3,0,416.25,0,0,0,23.82,42.39,42.32,0,0,0,0,8.87,0,0,10.53,0,0.77,0,0,0,0,0,118.76,139.69,0

49,12:00-12:15,20,0,0,20.61,0,0,62.16,13.36,35.88,28.25,0,0,59.73,683.14,434.65,0,45.53,0,26.01,0,0,20.85,0,0,6.52,18.2,0,0,0,0,0,0.77,0,0,0,0,92,0,0,26.4,0,70.04,0,148.3,0,416.25,0,0,0,11.91,42.39,42.32,0,0,0,0,8.87,0,0,10.53,0,0.77,0,0,0,0,0,118.76,139.69,0

50,12:15-12:30,20,0,0,20.61,0,0,62.16,13.36,35.88,28.25,0,0,59.73,683.14,434.65,0,45.53,0,26.01,0,0,20.85,0,0,6.52,18.2,0,0,0,0,0,0.77,0,0,0,0,92,0,0,26.4,0,70.04,0,148.3,0,416.25,0,0,0,11.91,42.39,42,0,0,0,0,8.87,0,0,10.53,0,0.77,0,0,0,0,0,118.76,139.69,0

51,12:30-12:45,20,0,0,20.61,0,0,62.16,13.36,33.12,28.25,0,0,59.73,683.14,434.65,0,45.53,0,26.01,0,0,20.85,0,0,6.52,18.2,0,0,0,0,0,0.77,0,0,0,0,92,0,0,26.4,0,70.04,0,148.3,0,416.25,0,0,0,0,42.39,41.48,0,0,0,0,8.87,0,0,10.53,0,0.77,0,0,0,0,0,118.76,139.69,0

52,12:45-13:00,20,0,0,20.61,0,0,62.16,13.36,33.12,28.25,0,0,59.73,683.14,434.65,0,45.53,0,26.01,0,0,20.85,0,0,6.52,18.2,0,0,0,0,0,0.77,0,0,0,0,92,0,0,26.4,0,70.04,0,148.3,0,416.25,0,0,0,0,42.39,41.48,0,0,0,0,8.87,0,0,10.53,0,0.77,0,0,0,0,0,118.76,139.69,0

53,13:00-13:15,20,0,0,20.61,0,0,62.16,13.36,33.12,28.25,0,0,59.73,683.14,434.65,0,45.53,0,26.01,0,0,20.85,0,0,6.52,18.2,0,0,0,0,0,0.77,0,0,0,0,92,0,0,26.4,0,70.04,0,148.3,0,416.25,0,0,0,0,42.39,41.48,0,0,0,0,8.87,0,0,10.53,0,0.77,0,0,0,0,0,118.76,139.69,0

54,13:15-13:30,20,0,0,20.61,0,0,62.16,13.36,35.88,28.25,0,0,59.73,683.14,434.65,0,45.53,0,26.01,0,0,20.85,0,0,6.52,18.2,0,0,0,0,0,0.77,0,0,0,0,92,0,0,26.4,0,70.04,0,148.3,0,416.25,0,0,0,0,42.39,41.48,0,0,0,0,8.87,0,0,10.53,0,0.77,0,0,0,0,0,118.76,139.69,0

55,13:30-13:45,20,0,0,20.61,0,0,62.16,13.36,35.88,29.6,0,0,59.73,683.14,434.65,0,45.53,0,26.01,0,0,20.85,0,0,6.52,18.2,0,0,0,0,0,0.77,0,0,0,0,92,0,0,26.4,0,70.04,0,148.3,0,416.25,0,0,0,0,42.39,41.48,0,0,0,0,8.87,0,0,10.53,0,0.77,0,0,0,0,0,118.76,139.69,0

56,13:45-14:00,20,0,0,20.61,0,0,62.16,13.36,35.88,29.6,0,0,59.73,683.14,434.65,0,45.53,0,26.01,0,0,20.85,0,0,6.52,18.2,0,0,0,0,0,0.77,0,0,0,0,92,0,0,26.4,0,70.04,0,148.3,0,416.25,0,0,0,0,42.39,41.48,0,0,0,0,8.87,0,0,10.53,0,0.77,0,0,0,0,0,118.76,139.69,0

57,14:00-14:15,20,0,0,20.61,0,0,62.16,13.36,35.88,21.53,0,0,59.73,683.14,434.65,0,45.53,0,26.01,0,0,20.85,0,0,6.52,18.2,0,0,0,0,0,0.77,0,0,0,0,92,0,0,26.4,0,70.04,0,148.3,0,416.25,0,0,0,0,42.39,41.48,0,0,0,0,8.87,0,0,10.53,0,0.77,0,0,0,0,0,118.76,139.69,0

58,14:15-14:30,20,0,0,20.61,0,0,62.16,13.36,35.88,21.53,0,0,59.73,683.14,434.65,0,45.53,0,26.01,0,0,20.85,0,0,6.52,18.2,0,0,0,0,0,0.77,0,0,0,0,92,0,0,26.4,0,70.04,0,148.3,0,416.25,0,0,0,11.91,42.39,41.48,0,0,0,0,8.87,0,0,10.53,0,0.77,0,0,0,0,0,118.76,139.69,0

59,14:30-14:45,20,0,0,20.61,0,0,62.16,2.33,35.88,21.53,0,0,59.73,683.14,434.65,0,45.53,0,26.01,0,0,20.85,0,0,6.52,18.2,0,0,0,0,0,0.77,0,0,0,0,92,0,0,26.4,0,70.04,0,148.3,0,416.25,0,0,0,11.91,42.39,41.48,0,0,0,0,8.87,0,0,10.53,0,0.77,0,0,0,0,0,118.76,139.69,0

60,14:45-15:00,20,0,0,20.61,0,0,62.16,2.33,35.88,21.53,0,0,59.73,683.14,434.65,0,45.53,0,26.01,0,0,20.85,0,0,6.52,18.2,0,0,0,0,0,0.77,0,0,0,0,92,0,0,26.4,0,70.04,0,148.3,0,416.25,0,0,0,23.82,42.39,40.95,0,0,0,0,8.87,0,0,10.53,0,0.77,0,0,0,0,0,118.76,139.69,0

61,15:00-15:15,20,0,0,20.61,0,0,62.16,2.33,35.88,21.53,0,0,59.73,683.14,434.65,0,45.53,0,26.01,0,0,20.85,0,0,6.52,18.2,0,0,0,0,0,0.77,0,0,0,0,92,0,0,26.4,0,70.04,0,148.3,0,416.25,0,0,0,23.82,42.39,40.95,0,0,0,0,8.87,0,0,10.53,0,0.77,0,0,0,0,0,118.76,139.69,0

62,15:15-15:30,20,0,0,20.61,0,0,62.16,2.33,35.88,21.53,0,0,59.73,683.14,434.65,0,45.53,0,26.01,0,0,20.85,0,0,6.52,18.2,0,0,0,0,0,0.77,0,0,0,0,92,0,0,26.4,0,70.04,0,148.3,0,416.25,0,0,0,23.82,42.39,40.95,0,0,0,0,8.87,0,0,10.53,0,0.77,0,0,0,0,0,118.76,139.69,0

63,15:30-15:45,20,0,0,20.61,0,0,62.16,2.33,35.88,21.53,0,0,59.73,683.14,434.65,0,45.53,0,26.01,0,0,20.85,0,0,6.52,18.2,0,0,0,0,0,0.77,0,0,0,0,92,0,0,26.4,0,70.04,0,148.3,0,416.25,0,0,0,23.82,42.39,40.95,0,0,0,0,8.87,0,0,10.53,0,0.77,0,0,0,0,0,118.76,139.69,0

