Block,Time Block,KOTESHWR,KOLDAM,MAPS,KUDGI,KKNPPU2,KKNP,KISHANGANGA,DADRT2,CHAMERA1,BSIUL,CHAMERA3,BRBCL,CHAMERA2,DHAULIGNGA,FSTPP I & II,JHAJJAR,DULHASTI,UNCHAHAR3,TelanganaSTPP,VALLURNTECL,TANDA2,URI,UNCHAHAR2,UNCHAHAR1,UNCHAHAR4,URI2,TEHRI,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,SEWA2,SINGRAULI_HYDRO,TANAKPUR,SINGRAULI,TALST2,SIMHST1,TALA,SIMHST2,RAPPC,RSTPSU7,NTPL,PARBATI3,RIHAND3,SASAN,RAPPB,RIHAND2,SALAL,RIHAND1,RAMPUR,RSTPSU1TO6,KGSU1AND2,KGSU3AND4,KHSTPP-II,KHSTPP-I,NLCEXP,NLCIIST2,NLCTS2EXP,NJPC,NNTPP,NAPP,NLCIIST1,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
8,01:45-02:00,8.51,0,0,0,0,0,0,357.47,0,0,0,12.4,0,0,7.54,343.92,15.79,13.9,0,0,0,1.06,22.33,9.45,0,4.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.48,0,0,0,0,25.28,0,0,0,119.1,334.32,0,113.76,1.34,88.14,0,0,0,0,78.14,18.34,0,0,0,0,0,42.35,0,0,0,0,0,0

9,02:00-02:15,8.51,0,0,0,0,0,0,357.47,0,0,0,12.47,0,0,7.54,343.92,15.79,13.9,0,0,0,1.06,22.33,9.45,0,4.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.48,0,0,0,0,25.28,0,0,0,119.1,334.32,0,113.76,1.34,88.14,0,0,0,0,78.14,18.34,0,0,0,0,0,42.35,0,0,0,0,0,0

10,02:15-02:30,8.51,0,0,0,0,0,0,357.47,0,0,0,12.18,0,0,7.54,343.92,15.79,13.9,0,0,0,1.06,22.33,9.45,0,4.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.48,0,0,0,0,25.28,0,0,0,119.1,334.32,0,113.76,1.34,88.14,0,0,0,0,78.14,18.34,0,0,0,0,0,42.35,0,0,0,0,0,0

11,02:30-02:45,8.51,0,0,0,0,0,0,357.47,0,0,0,10.86,0,0,7.54,343.92,15.79,13.9,0,0,0,1.06,22.33,9.45,0,4.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.48,0,0,0,0,25.28,0,0,0,119.1,334.32,0,113.76,1.34,88.14,0,0,0,0,78.14,18.34,0,0,0,0,0,42.35,0,0,0,0,0,0

12,02:45-03:00,8.51,0,0,0,0,0,0,357.47,0,0,0,12.61,0,0,7.54,343.92,15.79,13.9,0,0,0,1.06,22.33,9.45,0,4.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.48,0,0,0,0,25.28,0,0,0,119.1,334.32,0,113.76,1.34,88.14,0,0,0,0,78.14,18.34,0,0,0,0,0,42.35,0,0,0,0,0,0

13,03:00-03:15,8.51,0,0,0,0,0,0,357.47,0,0,0,14,0,0,7.54,343.92,15.79,13.9,0,0,0,1.06,22.33,9.45,0,4.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.48,0,0,0,0,25.28,0,0,0,119.1,334.32,0,113.76,1.34,88.14,0,0,0,0,78.14,18.34,0,0,0,0,0,42.35,0,0,0,0,0,0

14,03:15-03:30,8.51,0,0,0,0,0,0,357.47,0,0,0,14.74,0,0,7.54,343.92,15.79,13.9,0,0,0,1.06,22.33,9.45,0,4.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.48,0,0,0,0,25.28,0,0,0,119.1,334.32,0,113.76,1.34,88.14,0,0,0,0,78.14,18.34,0,0,0,0,0,42.35,0,0,0,0,0,0

15,03:30-03:45,8.51,0,0,0,0,0,0,357.47,0,0,0,19.16,0,0,7.54,343.92,15.79,13.9,0,0,0,1.06,22.33,8.48,0,4.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.48,0,0,0,0,25.28,0,0,0,119.1,334.32,0,113.76,1.34,88.14,0,0,0,0,78.14,18.34,0,0,0,0,0,42.35,0,0,0,0,0,0

16,03:45-04:00,8.51,0,0,0,0,0,0,357.47,0,0,0,19.16,0,0,7.54,343.92,15.79,13.9,0,0,0,1.06,22.33,8.48,0,4.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.48,0,0,0,0,25.28,0,0,0,119.1,334.32,0,113.76,1.34,88.14,0,0,0,0,78.14,18.34,0,0,0,0,0,42.35,0,0,0,0,0,0

17,04:00-04:15,8.51,0,0,0,0,0,0,357.47,0,0,0,19.16,0,0,7.54,343.92,15.79,13.9,0,0,0,1.06,22.33,8.48,0,4.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.35,0,0,0,0,25.28,0,0,0,119.1,334.32,0,113.76,1.34,88.14,0,0,0,0,78.14,18.34,0,0,0,0,0,42.35,0,0,0,0,0,0

18,04:15-04:30,8.51,0,0,0,0,0,0,357.47,0,0,0,19.16,0,0,7.54,343.92,15.79,13.9,0,0,0,1.06,22.33,8.48,0,4.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.67,0,0,0,0,25.28,0,0,0,119.1,334.32,0,113.76,1.34,88.14,0,0,0,0,78.14,18.34,0,0,0,0,0,42.35,0,0,0,0,0,0

19,04:30-04:45,8.51,0,0,0,0,0,0,357.47,0,0,0,19.16,0,0,6.58,343.92,15.79,13.9,0,0,0,1.06,22.33,8.48,0,4.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.67,0,0,0,0,25.28,0,0,0,119.1,267.45,0,113.76,1.34,88.14,0,0,0,0,78.14,18.34,0,0,0,0,0,42.35,0,0,0,0,0,0

20,04:45-05:00,8.51,0,0,0,0,0,0,357.47,0,0,0,19.16,0,0,6.58,343.92,15.79,13.9,0,0,0,1.06,22.33,8.48,0,4.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.67,0,0,0,0,25.28,0,0,0,119.1,267.45,0,113.76,1.34,88.14,0,0,0,0,78.14,18.34,0,0,0,0,0,42.35,0,0,0,0,0,0

21,05:00-05:15,8.51,0,0,0,0,0,0,357.47,0,0,0,19.16,0,0,11.05,344.76,15.79,16.43,0,0,0,1.06,26.12,8.48,0,4.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.67,0,0,0,0,25.28,0,0,0,119.1,267.45,0,113.76,1.34,88.14,0,0,0,0,122.45,27.86,0,0,0,0,0,42.35,0,0,0,0,0,0

22,05:15-05:30,8.51,0,0,0,0,0,0,357.48,0,0,0,19.16,0,0,13.42,344.76,15.79,16.43,0,0,0,1.06,26.75,8.48,0,4.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.67,0,0,0,0,25.28,0,0,0,119.1,267.45,0,113.76,1.34,88.14,0,0,0,0,142.07,32.28,0,0,0,0,0,42.35,0,0,0,0,0,0

23,05:30-05:45,8.51,0,0,0,0,0,0,357.48,0,0,9.26,19.16,3.19,0,13.42,344.76,15.79,16.43,0,0,0,1.06,26.75,8.48,0,4.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.67,0,0,0,0,25.28,0,0,0,119.1,267.45,0,113.76,1.34,88.14,0,0,0,0,142.07,32.28,0,0,0,0,0,42.35,0,0,0,0,0,0

24,05:45-06:00,8.51,0,0,0,0,0,0,357.48,0,0,9.26,19.16,12.62,0,13.42,344.76,15.79,16.43,0,0,0,1.06,26.75,8.48,0,4.13,14.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.67,0,0,0,0,25.28,0,0,0,119.1,267.45,0,113.76,1.34,88.14,0,0,0,0,142.07,32.28,0,0,0,0,0,42.35,0,0,0,0,0,0

25,06:00-06:15,8.51,0,0,0,0,0,0,359.95,0,0,9.26,19.16,12.62,0,14.91,432.06,15.79,18.55,0,0,0,1.06,31.74,9.37,0,4.13,14.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.67,0,0,0,0,25.28,0,0,0,119.1,267.45,0,113.76,1.34,88.14,0,0,0,0,142.07,32.28,0,0,0,19.69,0,42.35,0,0,0,0,0,0

26,06:15-06:30,8.51,0,0,0,0,0,0,359.95,0,0,9.26,19.16,12.62,7.59,14.91,520.19,15.79,19.93,0,0,0,1.06,32.35,9.84,0,4.13,29.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.67,0,0,0,0,25.28,0,0,0,119.1,267.45,0,113.76,1.34,88.14,0,0,0,0,142.07,32.28,0,0,0,44.82,0,42.35,0,0,0,0,0,0

27,06:30-06:45,8.51,0,0,0,0,0,0,428.57,11.51,1.05,9.26,19.16,12.62,10.13,14.91,569.13,15.79,25.28,0,0,0,25.38,40.61,9.84,0,4.13,44.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,120.67,0,0,0,0,25.28,0,0,0,119.1,267.45,0,113.76,8.9,88.14,0,0,0,0,142.07,32.28,0,0,0,67.22,0,42.35,0,0,0,0,0,0

28,06:45-07:00,9.45,0,0,0,0,0,0,535.87,11.74,12.49,18.57,19.16,25.23,15.89,14.91,569.34,31.57,25.28,0,0,0,25.38,40.61,9.84,0,4.13,59.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,120.67,0,0,0,0,25.28,0,0,0,119.1,267.45,0,113.76,40.07,88.14,0,0,0,0,142.07,32.28,0,0,0,89.63,0,42.35,0,0,0,0,0,0

29,07:00-07:15,9.45,0,0,0,0,0,0,633.5,26.92,12.49,18.57,19.16,25.23,18.98,14.91,569.34,31.57,25.28,0,0,0,25.38,40.61,9.84,0,4.13,59.63,0,0,16.36,0,0,21.08,0,0,13.36,0,0,0,7.57,0,5.52,120.67,0,0,0,0,25.28,0,0,0,119.1,267.45,0,113.76,40.07,88.14,0,0,0,0,142.07,32.28,0,0,0,89.63,0,42.35,0,0,0,0,0,0

30,07:15-07:30,9.45,0,0,0,0,0,0,654.45,26.92,12.49,18.57,19.16,25.23,26.26,14.91,550.18,31.57,25.28,0,0,0,4.22,40.61,9.84,0,4.13,59.63,0,0,16.36,0,0,21.08,0,0,13.36,0,0,0,7.57,0,5.52,120.67,0,0,0,0,25.28,0,0,0,119.1,267.45,0,113.76,40.07,88.14,0,0,0,0,142.07,32.28,0,0,0,112.05,0,42.35,0,0,0,0,0,0

31,07:30-07:45,9.45,0,0,0,0,0,0,654.45,26.92,12.49,18.57,19.16,25.23,26.26,14.91,550.18,31.57,25.28,0,0,0,3.17,40.61,9.84,0,4.13,59.63,0,0,16.36,0,0,21.08,0,0,13.36,0,0,0,7.85,0,5.52,120.67,0,0,0,0,25.28,0,0,0,119.1,267.45,0,113.76,40.07,88.14,0,0,0,0,142.07,32.28,0,0,0,112.05,0,42.35,0,0,0,0,0,0

32,07:45-08:00,9.45,0,0,0,0,0,0,654.45,26.92,12.49,18.57,19.16,25.23,26.26,14.91,550.18,31.57,25.28,0,0,0,3.17,40.61,9.84,0,4.13,59.63,0,0,16.36,0,0,21.08,0,0,13.36,0,0,0,7.85,0,5.52,120.67,0,0,0,0,25.28,0,0,0,119.1,267.45,0,113.76,40.07,88.14,0,0,0,0,142.07,32.28,0,0,0,112.05,0,42.35,0,0,0,0,0,0

33,08:00-08:15,9.45,0,0,0,0,0,0,654.45,26.92,12.49,18.57,19.16,25.23,26.26,14.91,531.02,31.57,25.28,0,0,0,3.17,40.61,9.84,0,4.13,59.63,0,0,53.34,0,0,68.46,0,0,43.56,0,0,0,7.85,0,5.52,120.67,0,0,0,0,25.28,0,0,0,119.1,267.45,0,113.76,40.07,88.14,0,0,0,0,142.07,32.28,0,0,0,112.05,0,42.35,0,0,0,0,0,0

34,08:15-08:30,9.45,0,0,0,0,0,0,654.45,26.92,12.49,18.57,19.16,25.23,26.26,14.91,531.02,31.57,25.28,0,0,0,3.17,40.61,9.84,0,4.13,59.63,0,0,53.34,0,0,68.46,0,5.03,38.52,0,0,0,7.85,0,5.52,120.67,0,0,0,0,25.28,0,0,0,119.1,267.45,0,113.76,8.9,88.14,0,0,0,0,142.07,32.28,0,0,0,112.05,0,42.35,0,0,0,0,0,0

35,08:30-08:45,8.51,0,0,0,0,0,0,654.45,11.51,2.11,9.26,19.16,25.23,15.31,14.91,531.02,15.79,25.28,0,0,0,1.59,40.61,9.84,0,18.04,59.63,0,0,53.34,0,0,68.46,0,5.03,38.33,0,0,0,0,0,5.52,120.67,0,0,0,0,25.28,0,0,0,119.1,267.45,0,113.76,1.34,88.14,0,0,0,0,142.07,32.28,0,0,0,95.98,0,42.35,0,0,0,0,0,0

36,08:45-09:00,8.51,0,0,0,0,0,0,654.45,0,0,0,19.16,25.23,7.59,14.91,531.02,15.79,25.28,0,0,0,25.38,40.61,9.84,0,18.04,59.63,0,0,53.34,0,0,68.46,0,5.03,38.12,0,0,0,0,0,0,120.67,0,0,0,0,25.28,0,0,0,119.1,267.45,0,113.76,1.34,88.14,0,0,0,0,142.07,32.28,0,0,0,72.58,0,42.35,0,0,0,0,0,0

37,09:00-09:15,8.51,0,0,0,0,0,0,654.45,0,0,0,19.16,25.23,0,14.91,502.28,15.79,25.28,0,0,0,25.38,40.61,9.84,0,18.04,29.81,0,0,53.34,0,0,68.46,0,5.03,37.93,0,0,0,0,0,0.49,120.67,0,0,0,0,25.28,0,0,0,119.1,267.45,0,113.76,1.34,88.14,0,0,0,0,142.07,32.28,0,0,0,67.22,0,42.35,0,0,0,0,0,0

38,09:15-09:30,8.51,0,0,0,0,0,0,654.45,0,0,0,19.16,12.62,0,14.91,502.28,15.79,25.28,0,0,0,25.38,40.61,9.84,0,18.04,29.81,0,0,53.34,0,0,68.46,0,5.03,37.93,0,0,0,0,0,0.49,120.67,0,0,0,0,25.28,0,0,0,119.1,267.45,0,113.76,1.34,88.14,0,0,0,0,142.07,32.28,0,0,0,67.22,0,42.35,0,0,0,0,0,0

39,09:30-09:45,8.51,0,0,0,0,0,0,654.45,0,0,0,19.16,0,0,14.91,502.28,15.79,25.28,0,0,0,4.22,40.61,9.84,0,18.04,29.81,0,0,53.34,0,0,68.46,0,0,37.72,0,0,0,0,0,0.49,120.67,0,0,0,0,25.28,0,0,0,119.1,267.45,0,113.76,1.34,88.14,0,0,0,0,142.07,32.28,0,0,0,44.82,0,42.35,0,0,0,0,0,0

40,09:45-10:00,8.51,0,0,0,0,0,0,654.45,0,0,0,19.16,0,0,14.91,502.28,0,25.28,0,0,0,4.22,40.61,9.84,0,18.04,14.91,0,0,53.34,0,0,68.46,0,0,42.54,0,0,0,0,0,0.49,120.67,0,0,0,0,25.28,0,0,0,119.1,267.45,0,113.76,1.34,88.14,0,0,0,0,142.07,32.28,0,0,0,22.41,0,42.35,0,0,0,0,0,0

41,10:00-10:15,8.51,0,0,0,0,0,0,654.45,0,0,0,19.16,0,0,14.91,468.84,0,25.28,0,0,0,2.12,40.61,9.84,0,4.13,0,0,0,20.4,0,0,22.53,0,0,16.3,0,0,0,0,0,0.49,120.67,0,0,0,0,25.28,0,0,0,119.1,267.45,0,113.76,1.34,88.14,0,0,0,0,142.07,32.28,0,0,0,0,0,42.35,0,0,0,0,0,0

42,10:15-10:30,8.51,0,0,0,0,0,0,654.45,0,0,0,19.16,0,0,14.91,465.96,0,25.28,0,0,0,2.12,40.61,9.84,0,4.13,0,0,0,20.4,0,0,21,0,0,13.02,0,0,0,0,0,0.49,120.67,0,0,0,0,25.28,0,0,0,119.1,267.45,0,113.76,1.34,88.14,0,0,0,0,142.07,32.28,0,0,0,0,0,42.35,0,0,0,0,0,0

43,10:30-10:45,8.51,0,0,0,0,0,0,654.45,0,0,0,19.16,0,0,14.91,464.05,0,25.28,0,0,0,2.12,40.61,9.84,0,4.13,0,0,0,1.19,0,0,2.12,0,0,1.37,0,0,0,0,0,0.49,120.67,0,0,0,0,25.28,0,0,0,119.1,267.45,0,113.76,1.34,88.14,0,0,0,0,142.07,32.28,0,0,0,0,0,42.35,0,0,0,0,0,0

44,10:45-11:00,8.51,0,0,0,0,0,0,654.45,0,0,0,19.16,0,0,14.91,462.46,0,25.28,0,0,0,2.12,40.61,9.84,0,4.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,120.67,0,0,0,0,25.28,0,0,0,119.1,267.45,0,113.76,1.34,88.14,0,0,0,0,142.07,32.28,0,0,0,0,0,42.35,0,0,0,0,0,0

45,11:00-11:15,8.51,0,0,0,0,0,0,567.63,0,0,0,19.16,0,0,14.91,616.21,0,25.28,0,0,0,1.06,40.61,9.84,0,4.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,120.67,0,0,0,0,25.28,0,0,0,119.1,267.45,0,113.76,1.34,88.14,0,0,0,0,142.07,32.28,0,0,0,0,0,42.35,0,0,0,0,0,0

46,11:15-11:30,8.51,0,0,0,0,0,0,522.45,0,0,0,19.16,0,0,14.91,626.82,0,25.28,0,0,0,1.06,40.61,9.84,0,4.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,120.67,0,0,0,0,25.28,0,0,0,119.1,267.45,0,113.76,1.34,88.14,0,0,0,0,142.07,32.28,0,0,0,0,0,42.35,0,0,0,0,0,0

47,11:30-11:45,8.51,0,0,0,0,0,0,493.6,0,0,0,19.16,0,0,14.91,511.99,0,25.28,0,0,0,1.06,40.61,9.84,0,4.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,120.67,0,0,0,0,25.28,0,0,0,119.1,267.45,0,113.76,1.34,88.14,0,0,0,0,142.07,32.28,0,0,0,0,0,42.35,0,0,0,0,0,0

48,11:45-12:00,8.51,0,0,0,0,0,0,412.28,0,0,0,19.16,0,0,14.91,511.11,0,25.28,0,0,0,1.06,40.61,9.84,0,4.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,120.67,0,0,0,0,25.28,0,0,0,119.1,267.45,0,113.76,1.34,88.14,0,0,0,0,142.07,32.28,0,0,0,0,0,42.35,0,0,0,0,0,0

49,12:00-12:15,8.51,0,0,0,0,0,0,364.18,0,0,0,19.16,0,0,14.91,425.77,0,25.28,0,0,0,1.06,40.61,9.84,0,4.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,120.67,0,0,0,0,25.28,0,0,0,119.1,267.45,0,113.76,1.34,88.14,0,0,0,0,142.07,32.28,0,0,0,0,0,42.35,0,0,0,0,0,0

50,12:15-12:30,8.51,0,0,0,0,0,0,364.18,0,0,0,19.16,0,0,14.91,425.77,0,25.28,0,0,0,1.06,40.61,9.84,0,4.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,120.67,0,0,0,0,25.28,0,0,0,119.1,267.45,0,113.76,1.34,88.14,0,0,0,0,142.07,32.28,0,0,0,0,0,42.35,0,0,0,0,0,0

51,12:30-12:45,8.51,0,0,0,0,0,0,364.18,0,0,0,19.16,0,0,14.91,425.77,0,25.28,0,0,0,1.06,40.61,9.84,0,4.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,120.67,0,0,0,0,25.28,0,0,0,119.1,267.45,0,113.76,1.34,88.14,0,0,0,0,142.07,32.28,0,0,0,0,0,42.35,0,0,0,0,0,0

52,12:45-13:00,8.51,0,0,0,0,0,0,364.18,0,0,0,19.16,0,0,14.91,425.77,0,25.28,0,0,0,1.06,40.61,9.84,0,4.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,120.67,0,0,0,0,25.28,0,0,0,119.1,267.45,0,113.76,1.34,88.14,0,0,0,0,142.07,32.28,0,0,0,0,0,42.35,0,0,0,0,0,0

53,13:00-13:15,8.51,0,0,0,0,0,0,364.18,0,0,0,19.16,0,0,14.91,420.56,0,22.7,0,0,0,1.06,27.78,9.84,0,4.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,120.67,0,0,0,0,25.28,0,0,0,119.1,267.45,0,113.76,1.34,88.14,0,0,0,0,142.07,32.28,0,0,0,0,0,42.35,0,0,0,0,0,0

54,13:15-13:30,8.51,0,0,0,0,0,0,364.18,0,0,0,19.16,0,0,14.91,401.4,0,22.7,0,0,0,1.06,27.78,9.84,0,4.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,120.67,0,0,0,0,25.28,0,0,0,119.1,267.45,0,113.76,1.34,88.14,0,0,0,0,142.07,32.28,0,0,0,0,0,42.35,0,0,0,0,0,0

55,13:30-13:45,8.51,0,0,0,0,0,0,364.18,0,0,0,19.16,0,0,8.06,401.4,0,19.18,0,0,0,5.29,27.78,8.85,0,4.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,97.03,0,0,0,0,25.28,0,0,0,101.32,267.45,0,96.7,1.34,68.65,0,0,0,0,97.07,22.49,0,0,0,0,0,42.35,0,0,0,0,0,0

56,13:45-14:00,8.51,0,0,0,0,0,0,364.18,0,0,0,19.16,0,0,8.06,401.4,0,17.34,0,0,0,5.29,27.78,7.8,0,4.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,82.7,0,0,0,0,25.28,0,0,0,87.34,267.45,0,91.28,1.34,60.65,0,0,0,0,97.07,22.49,0,0,0,0,0,42.35,0,0,0,0,0,0

57,14:00-14:15,8.51,0,0,0,0,0,0,364.18,0,0,0,19.16,0,0,8.06,401.4,0,17.34,0,0,0,5.29,27.78,7.8,0,4.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,109.94,0,0,0,0,25.28,0,0,0,87.34,267.45,0,91.28,1.34,60.65,0,0,0,0,97.07,22.49,0,0,0,0,0,42.35,0,0,0,0,0,0

58,14:15-14:30,8.51,0,0,0,0,0,0,364.18,0,0,0,19.16,0,0,8.06,401.4,0,17.34,0,0,0,5.29,27.78,7.8,0,4.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,109.94,0,0,0,0,25.28,0,0,0,87.34,267.45,0,91.28,1.34,60.65,0,0,0,0,97.07,22.49,0,0,0,0,0,42.35,0,0,0,0,0,0

59,14:30-14:45,8.51,0,0,0,0,0,0,364.18,0,0,0,19.16,0,0,8.06,344.76,0,17.34,0,0,0,1.06,27.78,7.8,0,4.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,109.94,0,0,0,0,25.28,0,0,0,87.34,267.45,0,91.28,1.34,60.65,0,0,0,0,97.07,22.49,0,0,0,0,0,42.35,0,0,0,0,0,0

60,14:45-15:00,8.51,0,0,0,0,0,0,364.18,0,0,0,19.16,0,0,8.06,344.76,0,17.34,0,0,0,1.06,27.78,7.8,0,4.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,109.94,0,0,0,0,25.28,0,0,0,87.34,267.45,0,91.28,1.34,60.65,0,0,0,0,97.07,22.49,0,0,0,0,0,42.35,0,0,0,0,0,0

61,15:00-15:15,8.51,0,0,0,0,0,0,364.18,0,0,0,19.16,0,0,10.4,344.76,0,19.93,0,0,0,1.06,32.35,7.8,0,4.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,109.94,0,0,0,0,25.28,0,0,0,87.34,267.45,0,91.28,1.34,60.65,0,0,0,0,114,25.57,0,0,0,0,0,42.35,0,0,0,0,0,0

