Column1,Time,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,GNARE/NR/2024/12/20/3668,SR/01102023/07102043/L_NR_2018_61,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/13082046/L_NR_2021_12,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2020_06,NR/01102023/08032047/L_NR_2021_14,L_NR_2019_19,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,GNA/NR/2024/12/01/2197,GNA/NR/2024/12/01/3428,GNA/NR/2024/12/01/1899,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2024/12/23/2645,NR/30092023/31122025/SH-07,GNA/NR/2024/12/01/1475,GNA/NR/2024/12/01/1766,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2024/12/01/1599,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_35,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31102037/L_NR_2019_11,NR/01102023/19072037/LT-05,GNA/NR/2024/12/01/7739,GNA/WR/2024/10/15/7089,GNA/WR/2024/11/01/4200,NR/30092023/26122029/SH-06,GNA/SR/2024/12/01/6968,NR/01102023/30042040/GNA_LT_36,NR/01102023/31052040/LT-31,NR/01102023/27052033/DIAPL(L_NR_2023_04)
7,01:30-01:45,0,0,0,6,0,0,0,0,0,0,7.5,14,7.5,0,0,22.5,7,14,0,0,22.3,8.74,8.74,74.81,0,0,26.23,22.3,52.91,1.62,142.69,1.65,64.45,0,0.69,57.43,1.14,70.15,47.56,0,0,0,150,0,0,0

8,01:45-02:00,0,0,0,6,0,0,0,0,0,0,7.5,14,7.5,0,0,22.5,7,14,0,0,22.3,8.74,8.74,74.81,0,0,26.23,22.3,52.91,1.62,142.69,1.65,64.45,0,0.69,57.43,1.14,70.15,47.56,0,0,0,150,0,0,0

9,02:00-02:15,0,0,0,6,0,0,0,0,0,0,7.5,14,7.5,0,0,22.5,7,14,0,0,22.3,8.74,8.74,74.81,0,0,26.23,22.3,52.91,1.62,142.69,1.74,64.45,0,0,57.43,1.14,70.15,47.56,0,0,0,150,0,0,0

10,02:15-02:30,0,0,0,6,0,0,0,0,0,0,7.33,14,7.33,0,0,22.01,7,14,0,0,22.3,8.74,8.74,74.81,0,0,26.23,22.3,52.91,1.62,142.69,1.74,64.45,0,0,57.43,1.14,70.15,47.56,0,0,0,150,0,0,0

11,02:30-02:45,0,0,0,6,0,0,0,0,0,0,7.17,14,7.17,0,0,21.49,7,14,0,0,22.3,8.74,8.74,74.81,0,0,26.23,22.3,52.91,1.62,142.69,1.74,64.45,0,0.69,57.43,1.14,70.15,47.56,0,0,0,150,0,0,0

12,02:45-03:00,0,0,0,6,0,0,0,0,0,0,7,14,7,0,0,21,7,14,0,0,22.3,8.74,8.74,74.81,0,0,26.23,22.3,52.91,1.62,142.69,1.74,64.45,0,0.69,57.43,1.14,70.15,47.56,0,0,0,150,0,0,0

13,03:00-03:15,0,0,0,6,0,0,0,0,0,0,6.83,14,6.83,0,0,20.51,7,14,0,0,22.3,8.74,8.74,74.81,0,0,26.23,22.3,52.91,1.62,142.69,1.74,64.45,0,0.69,57.43,1.07,70.15,47.56,0,0,0,150,0,0,0

14,03:15-03:30,0,0,0,6,0,0,0,0,0,0,6.67,14,6.67,0,0,19.99,7,14,0,0,22.3,8.74,8.74,74.81,0,0,26.23,22.3,52.91,1.62,142.69,1.74,64.45,0,0.69,57.43,1.07,70.15,47.56,0,0,0,150,0,0,0

15,03:30-03:45,0,0,0,6,0,0,0,0,0,0,6.67,14,6.67,0,0,19.99,7,14,0,0,22.3,8.74,8.74,74.81,0,0,26.23,22.3,52.91,1.62,142.69,1.74,64.45,0,0.69,57.43,1.07,70.15,47.56,0,0,0,150,0,0,0

16,03:45-04:00,0,0,0,6,0,0,0,0,0,0,6.67,14,6.67,0,0,19.99,7,14,0,0,22.3,8.74,8.74,74.81,0,0,26.23,22.3,52.91,1.62,142.69,1.74,64.45,0,0.69,57.43,1.07,70.15,47.56,0,0,0,150,0,0,0

17,04:00-04:15,0,0,0,6,0,0,0,0,0,0,7.33,18.34,7.33,0,0,22.01,7,18.33,0,0,22.3,8.74,8.74,74.81,0,0,26.23,22.3,52.91,1.62,142.69,1.65,64.45,0,0.69,57.43,1.07,70.15,47.56,0,0,0,150,0,0,0

18,04:15-04:30,0,0,0,6,0,0,0,0,0,0,7.33,19.34,7.33,0,0,22.01,7,19.33,0,0,22.3,8.74,8.74,74.81,0,0,26.23,22.3,52.91,1.62,142.69,1.65,64.45,0,0.69,57.43,1.07,70.15,47.56,0,0,0,150,0,0,0

19,04:30-04:45,0,0,0,6,0,0,0,0,0,0,7.33,20,7.33,0,0,22.01,7,20,0,0,22.3,8.74,8.74,74.81,0,0,26.23,22.3,52.91,1.62,142.69,1.65,111.38,0,0.69,57.43,1.07,70.15,47.56,0,0,0,150,0,0,0

20,04:45-05:00,0,0,0,6,0,0,0,0,0,0,7.33,20,7.33,0,0,22.01,7,20,0,0,22.3,8.74,8.74,74.81,0,0,26.23,22.3,70.23,1.62,142.69,1.65,111.38,0,0.69,74.58,1.07,70.15,47.56,0,0,0,150,0,0,0

21,05:00-05:15,0,0,0,6,0,0,0,0,0,0,7.33,27.66,7.33,0,0,22.01,7,27.67,0,0,22.3,8.74,8.74,74.81,0,0,26.23,22.3,100.22,1.62,142.69,1.65,111.38,0,0,74.58,1.07,70.15,47.56,0,0,0,150,0,0,0

22,05:15-05:30,0,0,0,6,0,0,0,0,0,0,7.33,27.34,7.33,0,0,22.01,7,27.33,0,0,22.3,8.74,8.74,74.81,0,0,26.23,22.3,100.22,1.62,142.69,1.65,111.38,0,0,74.58,1.07,70.15,47.56,0,0,0,150,0,0,0

23,05:30-05:45,0,0,0,6,0,0,0,0,0,0,11,27.34,11,0,0,33,7,27.33,0,0,22.3,8.74,8.74,74.81,0,0,26.23,22.3,100.22,1.62,142.69,1.65,111.38,0,0.69,74.58,1.07,70.15,47.56,0,0,0,150,0,0,0

24,05:45-06:00,0,0,0,6,0,0,0,0,0,0,11.17,26.66,11.17,0,0,33.49,7,26.67,0,0,22.3,8.74,8.74,74.81,0,0,26.23,22.3,100.22,1.62,142.69,1.65,111.38,0,0.69,74.58,1.07,70.15,47.56,0,0,0,150,0,0,0

25,06:00-06:15,0,0,0,6,0,0,0,0,0,0,11,26.66,11,0,0,33,7,26.67,0,0.65,22.3,8.74,8.74,96.2,192.4,0,26.23,22.3,100.22,1.62,0,1.74,130.59,0,0.69,74.58,1.03,70.15,0,0,0,0,150,0,0,0

26,06:15-06:30,0,0,0.13,6,0,0,0,0,0,0,10.5,26,10.5,0,0,31.5,7,26,0,1.19,24.05,8.74,8.74,115.44,192.4,0,26.23,24.05,100.22,1.62,0,1.74,130.59,0,0.69,86.77,1.03,70.15,0,0,0,0,150,0,0,0

27,06:30-06:45,0,0,0.32,6,0,0,0,0,1,0,10,25.66,10,0,0,30,7,25.67,0.16,2.75,24.05,8.74,8.74,135.3,192.4,0,26.23,24.05,100.22,1.62,0,1.74,130.59,0,0,86.77,1.03,66,0,0,0,0,150,0,0,0

28,06:45-07:00,0,0,0.47,6,0,0,0,0,4,0,9.67,25.66,9.67,0,0,28.99,7,25.67,3.46,5.57,24.05,13.47,13.47,135.3,192.4,0,26.23,24.05,100.22,1.62,0,1.74,130.59,0,0,86.77,1.03,66,0,0,0,0,150,0,0,0

29,07:00-07:15,1,1,1.5,6,0,0,0,0.06,8,0.28,9.33,16.66,9.33,2,0.1,28.01,7,16.67,12.7,13.41,24.05,13.47,13.47,135.3,192.4,0,26.23,24.05,100.22,1.62,0,1.74,130.59,0.08,0.69,86.77,1.03,74.49,0,0,0,0,150,0.08,0.08,0

30,07:15-07:30,4,2,3.09,6,0,1,1,0.26,14,1.32,9,14.66,9,3,3.36,27,7,14.67,23.44,23.15,24.05,13.47,13.47,135.3,192.4,0,26.23,24.05,100.22,1.62,0,1.74,130.59,0.31,0.69,86.77,1.03,82.97,0,0,0,0,150,0.32,0.31,0

31,07:30-07:45,7,5,5.18,6,1,3,3,0.83,20,4.16,8.67,14,8.67,5,9.03,25.99,7,14,29.25,29.25,24.05,13.47,13.47,135.3,192.4,0,43.29,24.05,100.22,1.62,0,1.74,130.59,0.69,0.69,86.77,1.03,91.46,0,0,0,0,150,0.71,0.69,0

32,07:45-08:00,11,8,7.63,6,2,4,4,2.67,26.84,13.33,8.17,14,8.17,7,15.53,24.49,7,14,26.83,26.83,24.05,13.47,13.47,135.3,192.4,0,43.29,24.05,100.22,1.62,0,1.74,130.59,1.05,0.69,86.77,1.03,115.03,0,0,0,0,150,1.08,1.05,0

33,08:00-08:15,18,10,12.8,6,3,5,7,5.08,29.9,25.42,7.83,14,7.83,8,22.9,23.51,7,14,29.9,29.9,28.86,13.47,13.47,135.3,192.4,0,43.29,28.86,100.22,1.62,0,1.65,130.59,2.01,0.69,86.77,1.03,115.03,0,0,0,0,150,2.05,2.01,0

34,08:15-08:30,28,13,17.99,6,4,7,12,5.2,29.9,26,7.67,14,7.67,11,30.38,22.99,7,14,29.9,29.9,28.86,13.47,13.47,135.3,192.4,0,43.29,28.86,100.22,1.62,0,1.65,130.59,2.39,0,86.77,1.03,115.03,0,0,0,0,150,2.44,2.39,0

35,08:30-08:45,28,13,23.16,6,7,7,12,7.16,30.4,35.8,7.33,14,7.33,14,37.53,22.01,7,14,30.4,30.4,28.86,13.47,13.47,135.3,192.4,0,43.29,28.86,100.22,1.62,0,1.65,130.59,2.96,0,86.77,1.03,115.03,0,0,0,0,150,3.04,2.96,0

36,08:45-09:00,35,17,28.33,6,11,8,15,9.56,30.8,47.79,7.33,14,7.33,18,44.82,22.01,7,14,30.8,30.8,33.67,13.47,13.47,135.3,192.4,0,43.29,33.67,100.22,1.62,0,1.65,130.59,3.92,0.69,86.77,1.03,115.03,0,0,0,0,150,4.01,3.92,0

37,09:00-09:15,39,19,33.75,6,12,9,16,12.16,30.8,60.8,7.33,14,7.33,22,52.21,22.01,7,14,30.8,30.8,33.67,8.74,8.74,135.3,192.4,0,26.23,33.67,100.22,1.62,0,1.65,130.59,4.87,0.69,86.77,0.99,115.03,0,0,0,0,150,4.99,4.87,0

38,09:15-09:30,46,22,39.12,6,15,11,19,15.25,30.8,76.25,7.33,14,7.33,25,59.46,22.01,7,14,30.8,30.8,33.67,8.74,8.74,135.3,192.4,0,26.23,33.67,100.22,1.62,0,1.65,130.59,5.83,0.69,86.77,0.99,115.03,0,0,0,0,150,5.97,5.83,0

39,09:30-09:45,53,26,44.58,6,17,13,22,18.75,30.8,93.77,7.33,14,7.33,27,66.25,22.01,7,14,30.8,30.8,33.67,8.74,8.74,135.3,192.4,0,26.23,33.67,100.22,1.62,0,1.65,130.59,6.78,0.69,86.77,0.99,115.03,0,0,0,0,150,6.95,6.78,0

40,09:45-10:00,63,30,49.72,6,20,15,27,22.28,30.8,111.41,7.33,14,7.33,32,72.94,22.01,7,14,30.8,30.8,33.67,8.74,8.74,135.3,192.4,0,26.23,33.67,100.22,1.62,0,1.65,130.59,7.74,0.69,86.77,0.99,115.03,0,0,0,0,150,7.93,7.74,0

41,10:00-10:15,81,37,55.45,6,20,18,34,25.62,30.8,128.09,6.67,13.34,6.67,37,78.6,19.99,7,13.33,30.8,30.8,33.67,8.74,8.74,135.3,192.4,0,26.23,33.67,100.22,1.62,0,1.74,130.59,8.69,0,86.77,1.07,115.03,0,0,0,0,150,8.91,8.69,0

42,10:15-10:30,88,40,59.43,6,22,20,37,28.71,30.8,143.57,6.67,13.34,6.67,42,83.04,19.99,7,13.33,30.8,30.8,33.67,8.74,8.74,135.3,192.4,0,26.23,33.67,100.22,1.62,0,1.74,130.59,9.67,0,86.77,1.07,115.03,0,0,0,0,150,9.91,9.67,0

43,10:30-10:45,67,33,64.54,6,24,17,28,31.17,30.8,155.84,6.67,13.34,6.67,47,74.12,19.99,7,13.33,30.8,30.8,33.67,8.74,8.74,135.3,192.4,0,26.23,33.67,100.22,1.62,0,1.74,130.59,10.79,0.69,86.77,1.07,106.54,0,0,0,0,150,11.06,10.79,0

44,10:45-11:00,74,37,68.42,6,25,18,31,33.69,30.8,168.43,6.67,13.34,6.67,52,77.32,19.99,7,13.33,30.8,30.8,33.67,8.74,8.74,135.3,192.4,0,26.23,33.67,100.22,1.62,0,1.74,130.59,11.56,0.69,86.77,1.07,98.06,0,0,0,0,150,11.84,11.56,0

45,11:00-11:15,109,40,62.01,6,25,20,46,36.16,30.8,180.78,6.67,13.34,6.67,53,81.94,19.99,7,13.33,30.8,30.8,28.86,14.43,14.43,135.3,192.4,0,26.23,28.86,100.22,1.62,0,1.74,130.59,12.42,0.69,86.77,1.14,89.57,0,0,0,0,150,12.73,12.42,0

46,11:15-11:30,116,43,63.07,6,26,22,49,37.07,30.8,185.33,6.67,13.34,6.67,54,88.03,19.99,7,13.33,30.8,30.8,28.86,14.43,14.43,135.3,192.4,0,26.23,28.86,100.22,1.62,0,1.74,130.59,12.92,0.69,86.77,1.14,81.09,0,0,0,0,150,13.25,12.92,0

47,11:30-11:45,123,47,64.13,6,28,23,52,37.8,30.8,188.98,6.67,13.34,6.67,57,92.7,19.99,7,13.33,30.8,30.8,28.86,14.43,14.43,135.3,192.4,0,26.23,28.86,100.22,1.62,0,1.74,130.59,8.12,0.69,86.77,1.14,72.6,0,0,0,0,150,8.32,8.12,0

48,11:45-12:00,182,47,65.19,6,29,23,78,38.97,30.8,194.82,6.67,13.34,6.67,58,95.88,19.99,7,13.33,30.8,30.8,28.86,14.43,14.43,135.3,192.4,0,26.23,28.86,100.22,1.62,0,1.74,130.59,8.33,0,86.77,1.14,70.15,0,0,0,0,150,8.54,8.33,0

49,12:00-12:15,91,50,65.35,6,31,25,39,39.7,30.8,198.5,6.67,13.34,6.67,62,95.63,19.99,7,13.33,30.8,30.8,28.86,14.43,14.43,135.3,192.4,0,26.23,28.86,100.22,1.62,0,1.65,130.59,8.56,0,74.58,1.22,70.15,0,0,0,0,150,8.77,8.56,0

50,12:15-12:30,98,50,65.51,6,32,25,42,40.55,30.8,202.74,6.67,13.34,6.67,63,97.16,19.99,7,13.33,30.8,30.8,28.86,14.43,14.43,135.3,192.4,0,26.23,28.86,100.22,1.62,0,1.65,130.59,8.75,0.69,74.58,1.22,70.15,0,0,0,0,150,8.97,8.75,0

51,12:30-12:45,109,53,65.68,6,33,27,46,38.29,30.8,191.42,6.67,13.34,6.67,67,96.06,19.99,7,13.33,30.8,30.8,28.86,10.58,10.58,135.3,192.4,0,26.23,28.86,100.22,1.62,0,1.65,130.59,9.03,0.69,74.58,1.22,70.15,0,0,0,0,150,9.26,9.03,0

52,12:45-13:00,109,53,65.84,6,33,27,46,38.3,30.8,191.48,6.67,13.34,6.67,67,92.03,19.99,7,13.33,30.8,30.8,28.86,10.58,10.58,135.3,192.4,0,26.23,28.86,100.22,1.62,0,1.65,130.59,9.23,0.69,74.58,1.22,70.15,0,0,0,0,150,9.45,9.23,0

53,13:00-13:15,105,52,65.08,6,34,26,45,37.77,30.8,188.82,6.67,13.34,6.67,70,88.74,19.99,7,13.33,30.8,30.8,22.3,10.58,10.58,135.3,192.4,0,26.23,22.3,100.22,1.66,0,1.65,130.59,9.36,0.69,86.77,1.22,70.15,0,0,0,0,150,9.6,9.36,0

54,13:15-13:30,105,50,64.33,6,33,25,45,37.39,30.8,186.96,6.67,13.34,6.67,68,86.72,19.99,7,13.33,30.8,30.8,22.3,8.74,8.74,135.3,192.4,0,26.23,22.3,100.22,1.66,0,1.65,121.96,9.36,0.69,74.58,1.22,70.15,0,0,0,0,150,9.6,9.36,0

55,13:30-13:45,84,40,63.58,6,32,20,36,36.12,30.8,180.61,6.67,13.34,6.67,63,82.44,19.99,7,13.33,30.8,30.8,22.3,8.74,8.74,135.3,192.4,0,26.23,22.3,100.22,1.66,0,1.65,130.59,9.36,0,74.58,1.22,70.15,0,0,0,0,150,9.6,9.36,0

56,13:45-14:00,81,37,62.83,6,31,19,34,34.76,30.8,173.79,6.67,13.34,6.67,58,82.5,19.99,7,13.33,30.8,30.8,22.3,8.74,8.74,135.3,192.4,0,26.23,22.3,100.22,1.66,0,1.65,130.59,9.2,0,86.77,1.22,70.15,0,0,0,0,150,9.43,9.2,0

57,14:00-14:15,70,33,60.95,6,29,17,30,33.07,30.8,165.33,6.67,13.34,6.67,55,77.49,19.99,7,13.33,30.8,30.8,22.3,8.74,8.74,135.3,192.4,0,26.23,22.3,100.22,1.66,0,1.65,130.59,8.57,0.69,86.77,1.07,70.15,0,0,0,0,150,8.79,8.57,0

58,14:15-14:30,67,31,57.8,6,27,16,28,31.01,30.8,155.05,6.67,13.34,6.67,52,68.16,19.99,7,13.33,30.8,30.8,22.3,8.74,8.74,135.3,192.4,0,26.23,22.3,100.22,1.66,0,1.65,130.59,7.95,0.69,86.77,1.07,70.15,0,0,0,0,150,8.14,7.95,0

59,14:30-14:45,77,37,53.11,6,25,18,33,30.89,30.8,154.48,6.67,13.34,6.67,48,59.26,19.99,7,13.33,30.8,30.8,22.3,8.74,8.74,135.3,192.4,0,26.23,22.3,100.22,1.66,0,1.65,130.59,7.32,0.69,86.77,1.07,70.15,0,0,0,0,150,7.5,7.32,0

60,14:45-15:00,70,33,49.97,6,23,17,30,27.98,30.8,139.88,6.67,13.34,6.67,43,51.37,19.99,7,13.33,30.8,30.8,22.3,8.74,8.74,135.3,192.4,0,26.23,22.3,100.22,1.66,0,1.65,130.59,6.69,0.69,86.77,1.07,70.15,0,0,0,0,150,6.85,6.69,0

61,15:00-15:15,63,27,45.63,6,21,13,27,25.3,31.3,126.5,6.67,13.34,6.67,42,45.28,19.99,7,13.33,31.3,31.3,22.3,8.74,8.74,135.3,192.4,0,26.23,22.3,100.22,1.71,0,1.74,130.59,6.05,0.69,86.77,1.14,70.15,0,0,0,0,150,6.21,6.05,0

62,15:15-15:30,56,24,40.77,6,18,12,24,22.13,31.3,110.64,6.67,13.34,6.67,38,39.37,19.99,7,13.33,31.3,31.3,22.3,8.74,8.74,135.3,192.4,0,26.23,22.3,100.22,1.71,0,1.74,130.59,5.43,0.69,86.77,1.14,70.15,0,0,0,0,150,5.57,5.43,0

63,15:30-15:45,49,20,36.01,6,15,10,21,19.43,28,97.15,6.67,13.34,6.67,37,33.26,19.99,7,13.33,32.95,32.95,22.3,8.74,8.74,135.3,192.4,0,26.23,22.3,100.22,1.71,0,1.74,130.59,4.8,0,86.77,1.14,78.63,0,0,0,0,150,4.93,4.8,0

64,15:45-16:00,42,15,31.02,6,12,7,18,16.71,20,83.58,6.67,13.34,6.67,32,27.21,19.99,7,13.33,33,33,22.3,8.74,8.74,135.3,192.4,0,26.23,22.3,100.22,1.71,0,1.74,130.59,4.17,0,86.77,1.14,87.12,0,0,0,0,150,4.28,4.17,0

65,16:00-16:15,35,12,26.26,6,8,6,15,12.53,15,62.66,6.67,13.34,6.67,27,21.23,19.99,6.67,13.33,33,33,28.86,8.74,8.74,135.3,192.4,0,26.23,28.86,100.22,1.71,0,1.74,130.59,3.47,0.69,86.77,1.22,95.6,0,0,0,0,150,3.55,3.47,0

66,16:15-16:30,28,9,21.21,6,7,4,12,11.13,10,55.65,6.67,13.66,6.67,23,15.41,19.99,6.67,13.67,33,23.74,28.86,13.47,13.47,135.3,192.4,0,26.23,28.86,100.22,1.71,0,1.74,130.59,2.76,0.69,86.77,1.22,104.09,0,0,0,0,150,2.83,2.76,0

67,16:30-16:45,21,7,16.3,6,5,3,9,7.79,5,38.95,6.67,13.66,6.67,15,10.12,19.99,8.67,13.67,22.15,13.59,28.86,13.47,13.47,135.3,192.4,0,26.23,28.86,100.22,1.71,0,1.74,130.59,2.04,0.69,86.77,1.22,112.57,0,0,0,0,150,2.09,2.04,0

68,16:45-17:00,11,5,11.22,6,3,3,4,5.26,1,26.29,6.67,14,6.67,12,5.83,19.99,8.67,14,8.99,5.67,28.86,13.47,13.47,135.3,192.4,0,26.23,28.86,100.22,1.71,0,1.74,130.59,1.34,0.69,86.77,1.22,115.03,0,0,0,0,150,1.37,1.34,0

69,17:00-17:15,7,3,8.42,6,2,2,3,4.18,0,20.88,6.67,14,6.67,10,2.92,19.99,8.33,14,3.3,1.37,28.86,13.47,13.47,135.3,192.4,0,43.29,28.86,100.22,1.71,0,1.65,130.59,1.01,0.69,86.77,1.22,115.03,0,0,0,0,150,1.04,1.01,24.72

70,17:15-17:30,4,1,5.82,6,1,0,1,2.25,0,11.23,6.67,14.34,6.67,7,1.2,19.99,8.33,14.33,0.93,2.1,28.86,13.47,13.47,135.3,192.4,0,43.29,28.86,100.22,1.71,0,1.65,130.59,0.7,0.69,86.77,1.22,115.03,0,0,0,0,150,0.72,0.7,25.23

71,17:30-17:45,1,0,3.17,6,0,0,0,1.01,0,5.03,6.67,14.34,6.67,3,0.08,19.99,8,14.33,0.05,1.2,28.86,13.47,13.47,135.3,192.4,0,43.29,28.86,100.22,1.71,0,1.65,130.59,0.37,0,86.77,1.22,115.03,0,0,0,0,150,0.38,0.37,26.74

72,17:45-18:00,0,0,0.44,6,0,0,0,0.22,0,1.08,6.67,14.66,6.67,2,0,19.99,8,14.67,0.03,0.67,28.86,13.47,13.47,135.3,192.4,0,43.29,28.86,100.22,1.71,0,1.65,130.59,0.06,0,86.77,1.22,115.03,0,0,0,0,150,0.06,0.06,26.74

73,18:00-18:15,0,0,0.31,6,0,0,0,0,0,0,6.83,14.66,6.83,0,0,20.51,8.33,14.67,0,0,28.86,13.47,13.47,135.3,192.4,0,43.29,28.86,100.22,1.66,0,1.65,130.59,0,0.69,86.77,1.07,115.03,0,150,50,0,150,0,0,26.24

74,18:15-18:30,0,0,0.22,6,0,0,0,0,0,0,7,15,7,0,0,21,8.67,15,0,0,28.86,13.47,13.47,135.3,192.4,0,43.29,28.86,100.22,1.66,0,1.65,130.59,0,0.69,86.77,1.07,115.03,0,150,50,0,150,0,0,26.24

75,18:30-18:45,0,0,0,6,0,0,0,0,0,0,7.17,15,7.17,0,0,21.49,8.67,15,0,0,28.86,13.47,13.47,135.3,192.4,0,43.29,28.86,100.22,1.66,0,1.65,130.59,0,0.69,86.77,1.07,115.03,0,150,50,0,150,0,0,26.24

76,18:45-19:00,0,0,0,6,0,0,0,0,0,0,7.17,15.66,7.17,0,0,21.49,9,15.67,0,0,28.86,13.47,13.47,135.3,192.4,0,43.29,28.86,100.22,1.66,0,1.65,130.59,0,0.69,86.77,1.07,115.03,0,150,50,0,150,0,0,26.24

77,19:00-19:15,0,0,0,6,0,0,0,0,0,0,7.17,16,7.17,0,0,21.49,9,16,0,0,28.86,13.47,13.47,135.3,192.4,0,38.48,28.86,100.22,1.66,0,1.65,130.59,0,0.69,86.77,1.03,115.03,0,150,50,0,150,0,0,26.24

78,19:15-19:30,0,0,0,6,0,0,0,0,0,0,7.17,16,7.17,0,0,21.49,9.33,16,0,0,28.86,13.47,13.47,135.3,192.4,0,38.48,28.86,100.22,1.66,0,1.65,130.59,0,0.69,86.77,1.03,115.03,0,150,50,0,150,0,0,26.24

79,19:30-19:45,0,0,0,6,0,0,0,0,0,0,7.33,16,7.33,0,0,22.01,9.33,16,0,0,28.86,13.47,13.47,135.3,192.4,0,38.48,28.86,100.22,1.66,0,1.65,130.59,0,0,86.77,1.03,66,0,150,50,0,150,0,0,26.24

