Block,Time,NR/01012024/15012024/IEX_231227_05966,NR/01102023/19072037/LT-05,NR/15012024/15012024/HPX-TAMCTG-140124-05772,NR/01012024/31012024/HPX-GTAMLDCRA-141223-05424,NR/01012024/31032024/ ChanjuII,NR/01012024/15012024/HPX-TAMDLY-271223-05546,NR/01102023/31102037/L_NR_2019_11,NR/01012024/31012024/HP-27,NR/30092023/31122025/SH-07,NR/01012024/31012024/HPX-TAMLDCRA-141223-05419,NR/01102023/30042040/GNA_LT_36,NR/01102023/30042040/GNA_LT_35,NR/01012024/15012024/IEX_231227_05965,NR/01012024/31012024/HP-26,NR/06012024/31012024/NVVN/OA/16855,NR/01102023/06022042/L_NR_2012_07,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/05012040/L_NR_2020_02,NR/01102023/31052040/LT-31,NR/20122023/29022024/IEX_LDC_231218_00501,NR/01102023/06022042/L_NR_2012_02,NR/01102023/25122043/GNA_MEJA_DELHI,NR/30092023/26122029/SH-06,NR/01102023/15082037/GNA_NR_2012_01,NR/20122023/29022024/IEX_LDC_231218_00502,NR/01102023/22052037/LT-59,NR/01012024/31012024/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01012024/31012024/HPX-GTAMLDCRA-141223-05423,NR/01012024/31012024/52,SR/01102023/07102043/L_NR_2018_61,NR/01012024/31012024/HP-28,NR/01102023/23072042/L_NR_2012_04,WR/01102023/29112042/L_NR_2019_05,WR/01102023/30052048/L_NR_2022_10,NR/05012024/31012024/SJVN050124NR1342,NR/05012024/31012024/SJVN050124NR1341,NR/22102023/11042047/L_NR_2021_17,NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02012046/L_NR_2021_17,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,NR/22102023/11042047/L_NR_2021_16,NR/01102023/14082046/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,L_NR_2019_19,WR/01102023/16072048/L_NR_2022_08,NR/01102023/02122045/L_NR_2021_13,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06)
14,03:15-03:30,48.000000,69.980000,0.000000,18.240000,1.470000,48.000000,1.030000,57.160000,25.820000,6.720000,0.000000,0.000000,95.990000,152.120000,28.800000,32.640000,24.000000,1.430000,0.000000,8.160000,109.430000,0.000000,25.820000,48.000000,11.520000,0.730000,48.000000,5.760000,0.000000,11.01,24.470000,148.480000,0,23.19,0,0,0,0,0,0,22.92,7.64,23.19,0,0,0,0,0,0,7.34,0,7.64,0,0

15,03:30-03:45,48.000000,69.980000,0.000000,18.240000,1.470000,48.000000,1.030000,57.160000,25.820000,6.720000,0.000000,0.000000,95.990000,152.120000,28.800000,32.640000,24.000000,1.430000,0.000000,8.160000,109.430000,0.000000,25.820000,48.000000,11.520000,0.730000,48.000000,5.760000,0.000000,11.01,24.470000,148.480000,0,22.34,0,0,0,0,0,0,32.97,10.99,22.34,0,0,0,0,0,0,7.34,0,10.99,0,0

16,03:45-04:00,48.000000,69.980000,0.000000,18.240000,1.470000,48.000000,1.030000,57.160000,25.820000,6.720000,0.000000,0.000000,95.990000,152.120000,28.800000,32.640000,24.000000,1.430000,0.000000,8.160000,109.430000,0.000000,25.820000,48.000000,11.520000,0.730000,48.000000,5.760000,0.000000,11.01,24.470000,148.480000,0,21.43,0,0,0,0,0,0,32.66,10.88,21.43,0,0,0,0,0,0,7.34,0,10.89,0,0

17,04:00-04:15,48.000000,69.980000,0.000000,18.240000,1.560000,48.000000,1.030000,57.160000,25.820000,6.720000,0.000000,0.000000,95.990000,152.120000,28.800000,32.640000,24.000000,1.430000,0.000000,8.160000,109.430000,0.000000,25.820000,48.000000,11.520000,0.730000,48.000000,5.760000,0.000000,11.01,24.470000,148.480000,0,20.61,0,0,0,0,0,0,32.27,10.75,20.61,0,0,0,0,0,0,7.34,0,10.76,0,0

18,04:15-04:30,48.000000,69.980000,0.000000,18.240000,1.560000,48.000000,1.030000,57.160000,25.820000,6.720000,0.000000,0.000000,95.990000,152.120000,28.800000,32.640000,24.000000,1.430000,0.000000,8.160000,109.430000,0.000000,25.820000,48.000000,11.520000,0.730000,48.000000,5.760000,0.000000,11.01,24.470000,148.480000,0,19.3,0,0,0,0,0,0,31.89,10.63,19.3,0,0,0,0,0,0,7.34,0,10.63,0,0

19,04:30-04:45,48.000000,69.980000,0.000000,18.240000,1.560000,48.000000,1.030000,57.160000,25.820000,6.720000,0.000000,0.000000,95.990000,152.120000,28.800000,32.640000,24.000000,1.430000,0.000000,8.160000,109.430000,0.000000,25.820000,48.000000,11.520000,0.730000,48.000000,5.760000,0.000000,11.01,24.470000,148.480000,0,14.67,0,0,0,0,0,0,25.16,8.38,14.67,0,0,0,0,0,0,7.34,0,8.39,0,0

20,04:45-05:00,48.000000,69.980000,0.000000,18.240000,1.560000,48.000000,1.030000,57.160000,25.820000,6.720000,0.000000,0.000000,95.990000,152.120000,28.800000,32.640000,24.000000,1.430000,0.000000,8.160000,109.430000,0.000000,25.820000,48.000000,11.520000,0.730000,48.000000,5.760000,0.000000,11.1,24.470000,148.480000,0,14.67,0,0,0,0,0,0,25.35,8.46,14.67,0,0,0,0,0,0,7.34,0,8.45,0,0

21,05:00-05:15,48.000000,69.980000,0.000000,18.240000,1.470000,48.000000,0.990000,57.160000,25.820000,6.720000,0.000000,0.000000,95.990000,152.120000,28.800000,32.640000,24.000000,1.430000,0.000000,8.160000,109.430000,0.000000,25.820000,48.000000,11.520000,0.730000,48.000000,5.760000,0.000000,11.21,24.470000,148.480000,0,14.67,0,0,0,0,0,0,24.83,8.28,14.67,0,0,0,0,0,0,7.34,0,8.27,0,0

22,05:15-05:30,48.000000,65.840000,0.000000,18.240000,1.470000,48.000000,0.990000,57.160000,25.820000,6.720000,0.000000,0.000000,95.990000,152.120000,28.800000,32.640000,24.000000,1.430000,0.000000,8.160000,109.430000,0.000000,25.820000,48.000000,11.520000,0.730000,48.000000,5.760000,0.000000,11.31,24.470000,191.980000,0,14.67,0,0,0,0,0,0,25.2,8.4,14.67,0,0,0,0,0,0,7.34,0,8.4,0,0

23,05:30-05:45,48.000000,65.840000,0.000000,18.240000,1.470000,48.000000,0.990000,57.160000,25.820000,6.720000,0.000000,0.000000,95.990000,152.120000,28.800000,32.640000,24.000000,1.430000,0.000000,8.160000,138.230000,0.000000,25.820000,48.000000,11.520000,0.730000,48.000000,5.760000,0.000000,8.41,24.470000,230.380000,0,14.51,0,0,0,0,0,0,25.15,8.39,14.51,0,0,0,0,0,0,7.34,0,8.38,0,0

24,05:45-06:00,48.000000,65.840000,0.000000,18.240000,1.470000,48.000000,0.990000,57.160000,25.820000,6.720000,0.000000,0.000000,95.990000,152.120000,28.800000,51.520000,24.000000,1.430000,0.000000,8.160000,200.620000,0.000000,25.820000,48.000000,11.520000,0.730000,48.000000,5.760000,0.000000,8.41,24.470000,269.970000,0,14.23,0,0,0,0,0,0,24.93,8.32,14.23,0,0,0,0,0,0,7.34,0,8.31,0,0

25,06:00-06:15,48.000000,65.840000,0.000000,18.240000,1.470000,48.000000,0.990000,0.000000,24.190000,6.720000,0.000000,0.000000,95.990000,77.420000,28.800000,56.270000,24.000000,1.430000,0.000000,8.160000,213.320000,0.000000,30.720000,48.000000,11.520000,0.730000,48.000000,5.760000,95.990000,8.41,0.000000,230.380000,0,14.24,0,0,0,0,0,0,24.29,8.09,14.24,0,0,0,0,0,0,6.66,0,8.1,0,0

26,06:15-06:30,48.000000,82.750000,0.000000,18.240000,1.470000,48.000000,0.990000,0.000000,24.190000,6.720000,0.000000,0.000000,95.990000,77.420000,28.800000,67.700000,24.000000,1.430000,0.000000,8.160000,233.170000,0.000000,30.720000,100.540000,11.520000,0.730000,48.000000,5.760000,95.990000,8.41,0.000000,269.970000,0,14.07,0,0,0,0,0,0,23.5,7.84,14.07,0,0,0,0,0,0,6.66,0,7.83,0,0

27,06:30-06:45,48.000000,114.760000,0.000000,18.240000,1.470000,48.000000,0.990000,0.000000,10.350000,6.720000,0.000000,0.000000,95.990000,77.420000,28.800000,86.580000,24.000000,1.430000,0.000000,8.160000,259.750000,0.000000,30.720000,100.540000,11.520000,0.730000,48.000000,5.760000,95.990000,8.41,0.000000,269.970000,0,14.08,0,0,0,0,0,0,20,6.66,14.08,0,0,0,0,0,0,6.66,0,6.67,0.5,0

28,06:45-07:00,48.000000,114.760000,0.000000,18.240000,1.470000,48.000000,0.990000,0.000000,0.750000,6.720000,0.000000,0.000000,95.990000,77.420000,28.800000,86.580000,24.000000,1.430000,0.000000,8.160000,259.750000,0.000000,30.720000,100.540000,11.520000,0.730000,48.000000,5.760000,95.990000,8.41,0.000000,269.970000,0,14.08,0,0,0,0,0,0,20,6.66,14.08,0,0,0,0,0,0,6.66,0,6.67,2,0.89

29,07:00-07:15,48.000000,114.760000,0.000000,18.240000,1.470000,48.000000,0.950000,0.000000,0.750000,6.720000,0.000000,0.000000,95.990000,77.420000,28.800000,86.580000,24.000000,1.430000,0.000000,8.160000,259.750000,0.000000,30.720000,100.540000,11.520000,0.730000,48.000000,5.760000,95.990000,8.41,0.000000,269.970000,2.55,14.08,0,0,0,0,0.12,0,20,6.66,14.08,0,0,0,0,0,0.310976,6.66,0.02,6.67,7,3.45

30,07:15-07:30,48.000000,114.760000,0.000000,18.240000,1.470000,48.000000,0.950000,0.000000,0.750000,6.720000,0.000000,0.000000,95.990000,77.420000,28.800000,86.580000,24.000000,1.430000,0.000000,8.160000,259.750000,0.000000,30.720000,100.540000,11.520000,0.730000,48.000000,5.760000,95.990000,8.41,0.000000,269.970000,7.45,14.09,0,0,0,0,1.02,0,20,6.66,14.09,1,0,0,0,0,3.537352,6.66,0.2,6.67,13,10.42

31,07:30-07:45,48.000000,114.760000,0.000000,18.240000,1.470000,48.000000,0.950000,0.000000,30.720000,6.720000,0.060000,0.060000,95.990000,77.420000,28.800000,86.580000,23.040000,1.430000,0.060000,8.160000,259.750000,0.000000,30.720000,100.540000,11.520000,0.730000,48.000000,5.760000,95.990000,8.41,0.000000,269.970000,15.48,14.08,0,0,1,1,2.54,0,20,6.66,14.08,3,0,0,0.33,2,9.173792,6.66,0.51,6.67,20,20.31

32,07:45:08:00,48.000000,114.760000,0.000000,18.240000,1.470000,48.000000,0.950000,0.000000,30.720000,6.720000,0.320000,0.320000,95.990000,77.420000,28.800000,86.580000,23.040000,1.430000,0.320000,8.160000,259.750000,0.000000,30.720000,100.540000,11.520000,0.730000,48.000000,5.760000,95.990000,8.41,0.000000,269.970000,25.49,14.23,0,0,3,3,8.38,0,20,6.66,14.23,5,0,5,1,7,15.024028,6.66,1.67,6.67,28,33

33,08:00-08:15,48.000000,114.760000,102.710000,18.240000,1.560000,48.000000,0.990000,0.000000,30.720000,6.720000,0.940000,0.910000,95.990000,77.420000,28.800000,86.580000,0.000000,1.430000,0.910000,8.160000,259.750000,0.000000,30.720000,100.540000,11.520000,0.690000,48.000000,5.760000,48.000000,8.41,0.000000,269.970000,30.33,14.2,0,0,4,4,23.31,0,20,6.66,14.2,8,0,5,1.67,11,21.81691,6.66,4.66,6.67,30.33,30.34

34,08:15-08:30,48.000000,114.760000,102.710000,18.240000,1.560000,48.000000,0.990000,0.000000,30.720000,6.720000,1.870000,1.820000,95.990000,77.420000,28.800000,86.580000,0.000000,1.430000,1.820000,8.160000,259.750000,0.000000,30.720000,100.540000,11.520000,0.690000,48.000000,5.760000,48.000000,8.41,0.000000,269.970000,30.33,14.17,0,0,6,6,7.18,0,20,6.66,14.17,12,0,5,3,14,30.718598,6.66,1.44,6.67,30.33,30.34

35,08:30-08:45,48.000000,114.760000,102.710000,18.240000,1.560000,48.000000,0.990000,0.000000,30.720000,6.720000,3.010000,2.930000,95.990000,77.420000,28.800000,86.580000,0.000000,1.430000,2.930000,8.160000,259.750000,0.000000,30.720000,100.540000,11.520000,0.690000,48.000000,5.760000,48.000000,8.41,0.000000,269.970000,32,14.14,0,0,7,7,13.31,0,20,6.66,14.14,15,0,5,6.67,18,41.923452,6.66,2.66,6.67,32,32

36,08:45:09:00,48.000000,114.760000,102.710000,18.240000,1.560000,48.000000,0.990000,0.000000,30.720000,6.720000,3.930000,3.840000,95.990000,77.420000,28.800000,86.580000,0.000000,1.430000,3.840000,8.160000,259.750000,0.000000,30.720000,100.540000,11.520000,0.690000,48.000000,5.760000,48.000000,8.41,0.000000,269.970000,32,14.1,0,0,8,10,21.95,0,20,6.66,14.1,17,0,5,8.33,25,54.673468,6.66,4.39,6.67,32,32

37,09:00:09:15,48.000000,114.760000,102.710000,18.240000,1.470000,48.000000,0.990000,0.000000,30.720000,6.720000,4.450000,4.350000,95.990000,229.540000,28.800000,86.580000,0.000000,1.430000,4.350000,8.160000,259.750000,0.000000,30.720000,100.540000,11.520000,0.690000,48.000000,5.760000,48.000000,8.41,0.000000,269.970000,32,10,0,0,9,13,124.48,0,17.5,5.84,10,19,0,5,10,32,67.821922,5,24.89,5.83,32,32

38,09:15-09:30,48.000000,114.760000,102.710000,18.240000,1.470000,48.000000,0.990000,0.000000,30.720000,6.720000,4.900000,4.780000,95.990000,229.540000,28.800000,86.580000,0.000000,1.430000,4.780000,8.160000,259.750000,0.000000,30.720000,100.540000,11.520000,0.690000,48.000000,5.760000,48.000000,8.41,0.000000,269.970000,32,10,0,0,11,16,147.13,0,15,5,10,21,0,5,11.67,39,80.115192,5,29.42,5,32,32

39,09:30-09:45,48.000000,114.760000,102.710000,18.240000,1.470000,48.000000,0.990000,0.000000,30.720000,6.720000,5.610000,5.470000,95.990000,229.540000,28.800000,86.580000,0.000000,1.430000,5.470000,8.160000,259.750000,0.000000,30.720000,100.540000,11.520000,0.690000,48.000000,5.760000,48.000000,8.41,0.000000,269.970000,32,10,0,0,15,27,167.31,0,15,5,10,30,0,31.61,54.04,63,91.456098,5,33.46,5,32,32

40,09:45-10:00,48.000000,114.760000,102.710000,18.240000,1.470000,48.000000,0.990000,0.000000,30.720000,6.720000,6.350000,6.200000,95.990000,229.540000,28.800000,86.580000,0.000000,1.430000,6.200000,8.160000,259.750000,0.000000,30.720000,100.540000,11.520000,0.690000,48.000000,5.760000,48.000000,8.41,0.000000,269.970000,32.5,10,0,0,17,33,185.21,0,15,5,10,35,0,34.49,60.34,77,102.145898,5,37.04,5,32.5,32.5

41,10:00-10:15,48.000000,114.760000,0.000000,18.240000,1.470000,48.000000,0.990000,0.000000,30.720000,6.720000,12.450000,12.150000,95.990000,229.540000,28.800000,86.580000,0.000000,1.430000,12.150000,8.160000,259.750000,0.000000,30.720000,100.540000,11.520000,0.690000,48.000000,5.760000,48.000000,8.41,0.000000,269.970000,32.5,10,0,0,34,54,202.55,0,15,5,10,68,0,36.96,66.18,126,111.766718,5,40.51,5,32.5,32.5

42,10:15-10:30,48.000000,114.760000,0.000000,18.240000,1.470000,48.000000,0.990000,0.000000,30.720000,6.720000,13.410000,13.070000,95.990000,229.540000,28.800000,86.580000,0.000000,1.430000,13.070000,8.160000,259.750000,0.000000,30.720000,100.540000,11.520000,0.690000,48.000000,5.760000,48.000000,8.41,0.000000,269.970000,32.5,10,0,0,37,60,217.79,0,15,5,10,75,0,38.93,71.72,140,119.764632,5,43.56,5,32.5,32.5

43,10:30-10:45,48.000000,114.760000,0.000000,18.240000,1.470000,48.000000,0.990000,0.000000,30.720000,6.720000,14.230000,13.890000,95.990000,229.540000,28.800000,86.580000,0.000000,1.430000,13.890000,8.160000,259.750000,0.000000,30.720000,100.540000,11.520000,0.690000,48.000000,5.760000,48.000000,7.21,0.000000,269.970000,32.5,10,0,0,39,64,231.68,0,14,4.66,10,79,0,38.95,76.85,151,118.841422,5,46.34,4.67,32.5,32.5

44,10:45-11:00,48.000000,114.760000,0.000000,18.240000,1.470000,48.000000,0.990000,0.000000,30.720000,6.720000,14.980000,14.610000,95.990000,229.540000,28.800000,86.580000,0.000000,1.430000,14.610000,8.160000,259.750000,0.000000,30.720000,100.540000,11.520000,0.690000,48.000000,5.760000,48.000000,7.21,0.000000,269.970000,32.5,10,0,0,41,68,235,0,14,4.66,10,82,0,40.28,81.71,158,123.943372,5,47,4.67,32.5,32.5

45,11:00-11:15,48.000000,114.760000,0.000000,18.240000,1.470000,48.000000,0.990000,0.000000,30.720000,6.720000,15.480000,15.100000,95.990000,229.540000,28.800000,86.580000,0.000000,1.480000,15.100000,8.160000,259.750000,0.000000,30.720000,100.540000,11.520000,0.690000,48.000000,5.760000,95.990000,7.21,0.000000,269.970000,32.5,10,23.04,20.16,43,72,235,0,14,4.66,10,87,0,41.45,85.65,168,128.258164,5,47,4.67,32.5,32.5

46,11:15-11:30,48.000000,114.760000,0.000000,18.240000,1.470000,48.000000,0.990000,0.000000,30.720000,6.720000,15.960000,15.580000,95.990000,229.540000,28.800000,86.580000,0.000000,1.480000,15.580000,8.160000,259.750000,0.000000,30.720000,100.540000,11.520000,0.690000,48.000000,5.760000,95.990000,7.21,0.000000,269.970000,32.5,10,23.04,20.16,43,75,235,0,14,4.66,10,87,0,42.44,88.19,175,132.125928,5,47,4.67,32.5,32.5

47,11:30-11:45,48.000000,114.760000,0.000000,18.240000,1.470000,48.000000,0.990000,0.000000,30.720000,6.720000,16.230000,15.830000,95.990000,229.540000,28.800000,86.580000,0.000000,1.480000,15.830000,8.160000,259.750000,0.000000,30.720000,100.540000,11.520000,0.690000,48.000000,5.760000,95.990000,7.21,0.000000,269.970000,32.5,10,23.04,20.16,44,76,235,0,14,4.66,10,89,0,43.29,92.92,179,135.546664,5,47,4.67,32.5,32.5

48,11:45-12:00,48.000000,114.760000,0.000000,18.240000,1.470000,48.000000,0.990000,0.000000,30.720000,6.720000,16.370000,15.970000,95.990000,229.540000,28.800000,86.580000,0.000000,1.480000,15.970000,8.160000,259.750000,0.000000,30.720000,100.540000,11.520000,0.690000,48.000000,5.760000,95.990000,7.21,0.000000,269.970000,32.5,10,23.04,20.16,44,78,235,0,14,4.66,10,89,0,44.03,93.02,182,138.160806,5,47,4.67,32.5,32.5

49,12:00-12:15,48.000000,114.760000,0.000000,18.240000,1.560000,48.000000,0.990000,0.000000,30.720000,6.720000,16.470000,16.070000,95.990000,229.540000,28.800000,86.580000,0.000000,1.480000,16.070000,8.160000,259.750000,0.000000,30.720000,100.540000,11.520000,0.690000,48.000000,5.760000,95.990000,7.21,0.000000,269.970000,32.5,10,23.04,20.16,47,81,235,0,14,4.66,10,93,0,46.44,93.03,189,145.157766,5,47,4.67,32.5,32.5

50,12:15-12:30,48.000000,114.760000,0.000000,18.240000,1.560000,48.000000,0.990000,0.000000,30.720000,6.720000,16.540000,16.130000,95.990000,229.540000,28.800000,86.580000,0.000000,1.480000,16.130000,8.160000,259.750000,0.000000,30.720000,100.540000,11.520000,0.690000,48.000000,5.760000,95.990000,7.25,0.000000,269.970000,32.5,10,23.04,20.16,47,81,235,0,14,4.66,10,93,0,46.55,93,189,146.168438,5,47,4.67,32.5,32.5

