Column1,Time,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/26072023/31072042/L_NR_2023_07,L_NR_2019_19,NR/01102023/13082046/L_NR_2021_12,WR/01102023/01102023/L_NR_2020_06,NR/26072023/25122043/L_NR_2023_10,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_16,WR/01102023/24112044/L_NR_2020_07,NR/22102023/11042047/L_NR_2021_17,WR/01102023/01102023/L_NR_2022_09,NR/01102023/25072045/L_NR_2021_15,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,NR/01102023/02122045/L_NR_2021_13,SR/01102023/07102043/L_NR_2018_61,NR/01102023/30042040/GNA_LT_35,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_36,GNA/NR/2024/12/01/1899,NR/01102023/06022042/L_NR_2012_02,NR/01102023/22052037/LT-59,GNA/NR/2024/12/01/1599,NR/01102023/06022042/L_NR_2012_07,GNA/SR/2024/12/01/6968,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2024/12/01/1475,GNA/NR/2024/12/01/7739,GNA/NR/2024/12/01/1766,NR/30092023/31122025/SH-07,GNA/WR/2024/10/15/7089,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2024/12/01/3428,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/26122029/SH-06,NR/01102023/19072037/LT-05,GNA/WR/2024/11/01/4200,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/12/01/2197,NR/01102023/31052040/LT-31
21,05:00-05:15,0,0,43,0,0,0,0,15.83,0,0,0,15.83,0,43,0,47.51,7.33,0,7,0,1.92,74.78,0,8.66,115.19,0.69,95.13,76.48,150,1.07,25.97,31.71,25.97,0,0,1.62,8.66,0,0,35.06,0,0,25.97,0

22,05:15-05:30,0,0,45,0,0,0,0,16.17,0,0,0,16.17,0,45,0,48.49,7.33,0,7,0,1.92,94.98,0,8.66,115.19,0.69,95.13,76.48,150,1.07,25.97,31.71,25.97,0,0,1.62,8.66,0,0,35.06,0,0,25.97,0

23,05:30-05:45,0,0,47,0,0,0,0,16.5,0,0,0,16.5,0,47,0,49.5,8,0,7,0,1.92,115.17,0,8.66,115.19,0.69,95.13,76.48,150,1.07,25.97,31.71,25.97,0,0,1.62,8.66,0,0,35.06,0,0,25.97,0

24,05:45-06:00,0,0,47.66,0,0,0,0,17.17,0,0,0,17.17,0,47.67,0,51.49,8,0,7,0,1.92,115.17,0,8.66,115.19,0.69,95.13,76.48,150,1.07,25.97,31.71,25.97,0,0,1.62,8.66,0,0,35.06,0,0,25.97,0

25,06:00-06:15,0.92,0,47.66,0.01,0,0,0,15.5,0,0,0,15.5,0,47.67,0,46.5,8.67,0,7,0,1.92,134.88,0,8.66,130.55,0.69,0,86.75,150,1.07,28.85,0,28.85,0,0,1.62,8.66,0,0,35.06,0,0,28.85,0

26,06:15-06:30,1.49,0,47.34,4.23,0,0,0,15.67,0,0,0,15.67,0,47.33,0,46.99,8.67,0,7,0,1.92,134.88,0,8.66,130.55,0.69,0,86.75,150,1.07,28.85,0,28.85,0,0,1.62,8.66,0,0,56.56,0,0,28.85,0

27,06:30-06:45,3.06,1,47,11.05,0,0,0,15.83,0,0,0,15.83,0,47,0,47.51,9,0,7,0.15,1.92,134.88,0.15,8.66,130.55,0.69,0,86.75,150,1.22,31.74,0,31.74,0,0,1.62,8.66,0,0,56.56,0,0,31.74,0.15

28,06:45-07:00,9.76,5,46,18.4,0,0.29,0,16,0,0,0,16,0,46,0,48,9,0,7,0.34,1.92,134.88,0.35,8.66,130.55,0.69,0,86.75,150,1.22,31.74,0,31.74,0,0,1.62,8.66,0,0,56.56,0,0,31.74,0.34

29,07:00-07:15,19.72,10,55.34,28.68,1,5.25,0.55,16.17,0,2,1,16.17,0,55.33,0,48.49,11.67,0.11,7,0.66,1.92,134.88,0.68,8.66,130.55,0.69,0,86.75,150,1.14,31.74,0,31.74,0,0,1.62,8.66,0,0,32.99,0,0,31.74,0.66

30,07:15-07:30,32.43,16,54.34,32.43,4,14.84,2.51,16.17,1,3,2,16.17,1,54.33,1,48.49,11,0.5,7,1.1,1.92,134.88,1.13,8.66,130.55,0.69,0,86.75,150,1.14,31.74,0,31.74,0,0,1.62,8.66,0,0,32.99,0,0,31.74,1.1

31,07:30-07:45,32.35,22,53.66,32.35,7,23.87,10.33,22.17,3,6,5,22.17,3,53.67,2,66.49,15.67,2.07,7,1.69,1.92,134.88,1.73,8.66,130.55,0.69,0,86.75,150,1.14,34.62,0,34.62,0,0,1.62,8.66,0,0,32.99,0,0,34.62,1.69

32,07:45-08:00,31.35,26,53,31.35,11,33.29,22.14,21.83,4,8,8,21.83,4,53,4,65.51,15.67,4.43,7,2.42,1.92,134.88,2.48,8.66,130.55,0.69,0,86.75,150,1.14,34.62,0,34.62,0,0,1.62,8.66,0,0,32.99,0,0,34.62,2.42

33,08:00-08:15,31.07,31.07,51.66,31.06,39,44.84,39.19,20.83,16,13,17,20.83,8,51.67,5,62.51,15.33,7.84,7,3.21,1.84,134.88,3.29,11.54,130.55,0.69,0,86.75,150,1.14,36.54,0,36.54,0,0,1.57,11.54,0,0,32.99,0,0,36.54,3.21

34,08:15-08:30,31.4,31.4,51,31.4,53,57.57,65.16,20,22,19,23,20,12,51,9,60,15.33,13.03,7,3.99,1.84,134.88,4.09,11.54,130.55,0.69,0,86.75,150,1.14,36.54,0,36.54,0,0,1.57,11.54,0,0,32.99,0,0,36.54,3.99

35,08:30-08:45,31.4,31.4,51.66,31.4,67,70.31,89.07,19.17,28,27,40,19.17,20,51.67,14,57.49,14.67,17.81,7,4.76,1.84,134.88,4.87,11.54,130.55,0.69,0,86.75,150,1.14,36.54,0,36.54,0,0,1.57,11.54,0,0,32.99,0,0,36.54,4.76

36,08:45-09:00,32.47,32.47,50.34,32.46,81,82.16,110.18,18.5,34,40,49,18.5,24,50.33,19,55.5,14.67,22.03,7,5.76,1.84,134.88,5.9,11.54,130.55,0.69,0,86.75,150,1.14,36.54,0,36.54,0,0,1.57,11.54,0,0,32.99,0,0,36.54,5.76

37,09:00-09:15,32.47,32.47,60,32.46,98,92.71,130.13,21.67,42,47,50,21.67,25,60,24,64.99,14.67,26.03,7,7.32,1.92,134.88,7.51,8.66,130.55,0.69,0,86.75,150,1.14,28.85,0,28.85,0,0,1.57,8.66,0,0,32.99,0,0,28.85,7.32

38,09:15-09:30,32.47,32.47,60,32.46,112,102.02,149.19,21.17,48,53,57,21.17,28,60,27,63.49,14.67,29.84,7,8.2,1.92,134.88,8.4,8.66,130.55,0.69,0,86.75,150,1.14,28.85,0,28.85,0,0,1.57,8.66,0,0,32.99,0,0,28.85,8.2

39,09:30-09:45,32.47,32.47,60,32.46,109,110.33,167.9,20.33,46,62,57,20.33,29,60,30,61.01,14.33,33.58,7,9.23,1.92,134.88,9.46,8.66,130.55,0.69,0,86.75,150,1.14,28.85,0,28.85,0,0,1.57,8.66,0,0,32.99,0,0,28.85,9.23

40,09:45-10:00,32.47,32.47,59,32.46,123,117.71,183.96,19.33,52,67,63,19.33,32,59,32,58.01,14,36.79,7,10.56,1.92,134.88,10.83,8.66,130.55,0.69,0,86.75,150,1.14,28.85,0,28.85,0,0,1.57,8.66,0,0,32.99,0,0,28.85,10.56

41,10:00-10:15,32.47,32.47,66.66,32.46,137,123.98,198.59,26.67,58,69,70,26.67,35,66.67,34,79.99,13,39.72,6.8,11.49,1.92,134.88,11.78,8.66,130.55,0.69,0,86.75,150,1.07,28.85,0,28.85,0,0,1.62,8.66,0,0,32.99,0,0,28.85,11.49

42,10:15-10:30,32.47,32.47,66.66,32.46,147,129.07,211.93,26.67,63,73,73,26.67,37,66.67,36,79.99,12.67,42.39,6.8,12.25,1.92,134.88,12.56,8.66,130.55,0.69,0,86.75,150,1.07,28.85,0,28.85,0,0,1.62,8.66,0,0,32.99,0,0,28.85,12.25

43,10:30-10:45,32.47,32.47,66.66,32.46,154,133.27,212.53,26.67,66,77,75,26.67,38,66.67,37,79.99,11.67,42.51,6.8,12.93,1.92,134.88,13.26,8.66,130.55,0.69,0,86.75,150,1.07,28.85,0,28.85,0,0,1.62,8.66,0,0,32.99,0,0,28.85,12.93

44,10:45-11:00,32.47,32.47,65,32.46,161,136.65,220.48,25.83,69,80,78,25.83,39,65,38,77.51,11,44.1,6.8,13.51,1.92,134.88,13.86,8.66,130.55,0.69,0,86.75,150,1.07,28.85,0,28.85,0,0,1.62,8.66,0,0,32.99,0,0,28.85,13.51

45,11:00-11:15,32.47,32.47,33.34,32.46,168,139.33,225.01,19.17,72,83,81,19.17,41,33.33,40,57.49,10.33,45,6.8,13.91,1.92,115.17,14.26,8.66,115.19,0.69,0,76.48,150,1.14,25.97,0,25.97,0,0,1.62,8.66,0,0,35.06,0,0,25.97,13.91

46,11:15-11:30,32.47,32.47,32.66,32.46,175,141.41,227.69,17.5,75,87,85,17.5,42,32.67,41,52.5,9.67,45.54,6.8,14.32,1.92,134.88,14.67,8.66,130.55,0.69,0,86.75,150,1.14,25.97,0,25.97,0,0,1.62,8.66,0,0,35.06,0,0,25.97,14.32

47,11:30-11:45,32.47,32.47,30,32.46,182,142.83,229.97,15.83,78,88,87,15.83,43,30,40,47.51,9,45.99,6.8,14.52,1.92,134.88,14.88,8.66,130.55,0.69,0,86.75,150,1.14,25.97,0,25.97,0,0,1.62,8.66,0,0,35.06,0,0,25.97,14.52

48,11:45-12:00,32.47,32.47,27.66,32.46,182,143.66,231.78,15,78,88,87,15,43,27.67,41,45,8.33,46.36,6.8,14.52,1.92,134.88,14.88,8.66,130.55,0.69,0,86.75,150,1.14,25.97,0,25.97,0,0,1.62,8.66,0,0,35.06,0,0,25.97,14.52

49,12:00-12:15,32.47,32.47,26.34,32.46,179,143.98,232.96,14.67,76,88,87,14.67,43,26.33,41,43.99,8.33,46.59,6.8,14.52,1.92,134.88,14.88,8.66,130.55,0.77,0,86.75,150,1.22,25.97,0,25.97,0,0,1.66,8.66,0,0,35.06,0,0,25.97,14.52

50,12:15-12:30,32.47,32.47,25,32.46,179,143.14,233.71,13.17,76,88,87,13.17,43,25,42,39.49,8.33,46.74,6.8,14.52,1.92,134.88,14.88,8.66,130.55,0.77,0,86.75,150,1.22,25.97,0,25.97,0,0,1.66,8.66,0,0,35.06,0,0,25.97,14.52

51,12:30-12:45,32.47,32.47,21.34,32.46,179,141.62,230.95,13,76,88,87,13,43,21.33,41,39,8.33,46.19,6.8,14.52,1.92,115.17,14.88,8.66,115.19,0.77,0,76.48,150,1.22,25.97,0,25.97,0,0,1.66,8.66,0,0,35.06,0,0,25.97,14.52

52,12:45-13:00,32.47,32.47,20,32.46,179,139.27,230.34,12.83,76,88,87,12.83,43,20,41,38.51,8.33,46.07,6.8,14.52,1.92,115.17,14.88,8.66,115.19,0.77,0,65.99,150,1.22,25.97,0,25.97,0,0,1.66,8.66,0,0,35.06,0,0,25.97,14.52

53,13:00-13:15,32.47,32.47,20,32.46,179,136.3,228.73,19.17,76,87,87,19.17,43,20,41,57.49,16.67,45.75,6.8,14.52,1.92,115.17,14.88,8.66,98.4,0.77,0,65.99,150,1.22,25.97,0,25.97,0,0,1.66,8.66,0,0,35.06,0,0,25.97,14.52

54,13:15-13:30,32.47,32.47,20,32.46,179,132.54,226.27,19.17,76,85,87,19.17,43,20,40,57.49,16.67,45.26,6.8,14.52,1.92,115.17,14.88,8.66,98.4,0.77,0,65.99,150,1.22,25.97,0,25.97,0,0,1.66,8.66,0,0,35.06,0,0,25.97,14.52

55,13:30-13:45,32.47,32.47,19.66,32.46,168,128.12,228.07,19.17,72,82,80,19.17,40,19.67,39,57.49,16.67,45.62,7,13.96,1.92,115.17,14.32,8.66,98.4,0.77,0,65.99,150,1.22,25.97,0,25.97,0,0,1.66,8.66,0,0,35.06,0,0,25.97,13.96

56,13:45-14:00,32.47,32.47,19.66,32.46,161,122.78,225.85,18.83,69,80,79,18.83,39,19.67,38,56.51,16.67,45.17,7,13.81,1.92,115.17,14.16,8.66,98.4,0.77,0,65.99,150,1.22,25.97,0,25.97,0,0,1.66,8.66,0,0,35.06,0,0,25.97,13.81

57,14:00-14:15,32.47,32.47,45,32.46,154,116.62,223.16,21.67,66,78,73,21.67,37,45,37,64.99,21.67,44.63,7,13.34,1.92,134.88,13.68,8.66,113.76,0.77,0,57.41,150,1.38,25.97,0,25.97,0,0,1.71,8.66,0,0,35.06,0,0,25.97,13.34

58,14:15-14:30,32.47,32.47,46,32.46,144,109.58,215.66,21.67,61,75,67,21.67,33,46,35,64.99,21.67,43.13,7.2,12.61,1.92,134.88,12.92,8.66,113.76,0.77,0,57.41,150,1.38,25.97,0,25.97,0,0,1.71,8.66,0,0,35.06,0,0,25.97,12.61

59,14:30-14:45,32.47,32.47,45,32.46,133,101.8,204.87,21.67,57,72,62,21.67,31,45,33,64.99,21.67,40.97,7.4,11.91,1.92,134.88,12.2,8.66,113.76,0.77,0,57.41,150,1.38,25.97,0,25.97,0,0,1.71,8.66,0,0,35.06,0,0,25.97,11.91

60,14:45-15:00,32.47,32.47,45,32.46,123,93.21,191.15,20.83,52,67,57,20.83,28,45,31,62.51,21.67,38.23,8.4,10.87,1.92,134.88,11.14,8.66,113.76,0.77,0,57.41,150,1.38,25.97,0,25.97,0,0,1.71,8.66,0,0,35.06,0,0,25.97,10.87

61,15:00-15:15,32.47,32.47,45,32.46,109,83.66,176.69,19.67,46,59,52,19.67,26,45,28,58.99,21.67,35.34,9.4,10.07,1.92,134.88,10.32,8.66,130.55,0.85,0,76.25,150,1.45,25.97,0,25.97,0,0,1.71,8.66,0,0,35.06,0,0,25.97,10.07

62,15:15-15:30,32.47,32.47,45.34,32.46,95,73.17,160.33,18.5,40,55,45,18.5,23,45.33,26,55.5,21,32.07,9.6,8.99,1.92,134.88,9.21,8.66,130.55,0.85,0,76.25,150,1.45,25.97,0,25.97,0,0,1.71,8.66,0,0,35.06,0,0,25.97,8.99

63,15:30-15:45,33,28,45.66,33,81,62.08,143.45,17.5,34,48,38,17.5,19,45.67,24,52.5,21.67,28.69,10,7.96,1.92,134.88,8.16,8.66,130.55,0.85,0,86.75,150,1.45,31.74,0,31.74,0,0,1.71,8.66,0,0,35.06,0,0,31.74,7.96

64,15:45-16:00,33,24,46.34,33,70,49.99,125.07,17,30,43,31,17,16,46.33,20,51,21.67,25.01,11,6.93,1.92,134.88,7.11,8.66,130.55,0.85,0,86.75,150,1.45,31.74,0,31.74,0,0,1.71,8.66,0,0,35.06,0,0,31.74,6.93

65,16:00-16:15,33,18,47,33,60,37.66,106.34,16.5,25,36,27,16.5,13,47,16,49.5,21.33,21.27,11,5.89,1.92,134.88,6.04,8.66,130.55,0.85,0,86.75,150,1.53,31.74,0,31.74,0,0,1.71,8.66,0,0,32.04,0,0,31.74,5.89

66,16:15-16:30,22.73,12,47.66,32.43,46,26.08,86.82,16,19,28,18,16,9,47.67,10,48,21.33,17.36,10.8,4.78,1.92,134.88,4.91,8.66,130.55,0.85,0,86.75,150,1.53,31.74,0,31.74,0,0,1.71,8.66,0,0,32.04,0,0,31.74,4.78

67,16:30-16:45,13.23,6,31.34,21.74,32,16.88,67.24,15.5,13,20,10,15.5,5,31.33,7,46.5,17.67,13.45,10.6,3.68,1.92,134.88,3.76,9.62,130.55,0.93,0,86.75,150,1.53,36.54,0,36.54,0,0,1.71,9.62,0,0,39.3,0,0,36.54,3.68

68,16:45-17:00,5.93,1,30,12.3,21,11,48.22,15,9,15,7,15,3,30,5,45,17,9.65,10.4,2.58,1.92,134.88,2.65,9.62,130.55,0.93,0,86.75,150,1.53,36.54,0,36.54,0,0,1.71,9.62,0,0,43.55,0,0,36.54,2.58

69,17:00-17:15,1.47,0,29.34,4.75,11,6.83,29.54,15,4,10,3,15,1,29.33,2,45,13,5.91,10,1.82,1.92,134.88,1.87,12.5,130.55,0.93,0,86.75,150,1.22,37.51,0,37.51,0,0,1.71,12.5,0,0,47.79,0,0,37.51,1.82

70,17:15-17:30,1.69,0,28.66,0.79,4,2.16,16.79,15,1,7,1,15,0,28.67,1,45,12.67,3.36,9.6,1.24,1.92,134.88,1.27,12.5,130.55,0.93,0,86.75,150,1.22,37.51,0,37.51,0,0,1.71,12.5,0,0,52.03,0,0,37.51,1.24

71,17:30-17:45,0.99,0,28,0.31,1,0,5.19,15,0,3,0,15,0,28,0,45,9,1.04,9.2,0.77,1.92,134.88,0.79,12.5,130.55,0.93,0,86.75,150,1.22,37.51,0,37.51,0,0,1.71,12.5,0,0,56.27,0,0,37.51,0.77

72,17:45-18:00,0.65,0,27.66,0.03,0,0,2.17,15,0,2,0,15,0,27.67,0,45,9,0.44,8.8,0.43,1.92,134.88,0.44,12.5,130.55,0.93,0,86.75,150,1.22,37.51,0,37.51,0,0,1.71,12.5,0,0,56.56,0,0,37.51,0.43

73,18:00-18:15,0,0,28.34,0,0,0,0.01,10,0,0,0,10,0,28.33,0,30,9.33,0,8.4,0.25,1.92,134.88,0.25,12.5,130.55,0.93,0,69.24,150,1.22,37.51,0,37.51,0,150,1.71,12.5,0,0,56.56,50,0,37.51,0.25

74,18:15-18:30,0,0,29,0,0,0,0,9.67,0,0,0,9.67,0,29,0,28.99,9.67,0,8.4,0,1.92,134.88,0,12.5,130.55,0.93,0,69.24,150,1.22,37.51,0,37.51,0,150,1.71,12.5,0,0,56.56,50,0,37.51,0

75,18:30-18:45,0,0,30.34,0,0,0,0,9.5,0,0,0,9.5,0,30.33,0,28.5,10,0,7,0,1.92,134.88,0,12.5,130.55,0.93,0,69.24,150,1.22,37.51,0,37.51,0,150,1.71,12.5,0,0,56.56,50,0,37.51,0

76,18:45-19:00,0,0,32,0,0,0,0,9.17,0,0,0,9.17,0,32,0,27.49,10.33,0,7,0,1.92,134.88,0,12.5,130.55,0.93,0,69.24,150,1.22,37.51,0,37.51,0,150,1.71,12.5,0,0,56.56,50,0,37.51,0

77,19:00-19:15,0,0,32.66,0,0,0,0,9,0,0,0,9,0,32.67,0,27,10.67,0,7,0,1.92,134.88,0,8.66,130.55,0.85,0,69.24,150,1.14,37.51,0,37.51,0,150,1.66,8.66,26.24,0,56.56,50,0,37.51,0

78,19:15-19:30,0,0,33.34,0,0,0,0,8.83,0,0,0,8.83,0,33.33,0,26.51,11.33,0,7,0,1.92,134.88,0,8.66,130.55,0.85,0,69.24,150,1.14,37.51,0,37.51,0,150,1.66,8.66,26.24,0,56.56,50,0,37.51,0

79,19:30-19:45,0,0,34,0,0,0,0,12.67,0,0,0,12.67,0,34,0,37.99,11.33,0,7,0,1.92,134.88,0,8.66,130.55,0.85,0,69.24,150,1.14,37.51,0,37.51,0,150,1.66,8.66,26.24,0,56.56,50,0,37.51,0

80,19:45-20:00,0,0,34,0,0,0,0,13,0,0,0,13,0,34,0,39,11.33,0,7,0,1.92,134.88,0,8.66,130.55,0.85,0,69.24,150,1.14,37.51,0,37.51,0,150,1.66,8.66,26.24,0,32.04,50,0,37.51,0

81,20:00-20:15,0,0,40,0,0,0,0,13.17,0,0,0,13.17,0,40,0,39.49,8.33,0,7,0,1.92,134.88,0,8.66,130.55,0.85,0,69.24,150,1.14,34.62,0,34.62,0,250,1.66,8.66,26.24,0,32.04,50,0,34.62,0

82,20:15-20:30,0,0,39.34,0,0,0,0,13.5,0,0,0,13.5,0,39.33,0,40.5,8.33,0,7,0,1.92,134.88,0,8.66,130.55,0.85,0,69.24,150,1.14,34.62,0,34.62,0,250,1.66,8.66,26.24,0,32.04,50,0,34.62,0

83,20:30-20:45,0,0,46,0,0,0,0,15.83,0,0,0,15.83,0,46,0,47.51,11,0,7,0,1.92,134.88,0,8.66,130.55,0.85,0,69.24,150,1.14,34.62,0,34.62,0,250,1.66,8.66,26.24,0,32.04,50,0,34.62,0

84,20:45-21:00,0,0,45.66,0,0,0,0,15.83,0,0,0,15.83,0,45.67,0,47.51,10.67,0,7,0,1.92,134.88,0,8.66,130.55,0.85,0,69.24,150,1.14,34.62,0,34.62,0,250,1.66,8.66,26.24,0,32.04,50,0,34.62,0

