Column1,Time,GNARE/SR/2025/01/13/4532,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,L_NR_2019_19,WR/01102023/29112042/L_NR_2019_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_07),GNA/NR/2025/06/01/4973,NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_07,NR/01102023/22052037/LT-59,GNA/NR/2025/06/01/7782,GNA/NR/2025/06/01/7762,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,WR/01102023/31032046/L_NR_2020_05,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,GNA/NR/2025/06/01/9257,GNA/NR/2025/06/01/5280,GNA/NR/2025/06/16/6051,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/04/01/8456,GNA/NR/2025/06/16/8791,NR/01102023/05012040/L_NR_2020_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/06/01/9719,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/06/16/1239,NR/30092023/26122029/SH-06,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/06/07/5932,GNA/NR/2025/06/01/7786,NR/30092023/31122025/SH-07,GNA/NR/2025/06/01/7663,NR/01102023/31102037/L_NR_2019_11,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/04/01/8964,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/06/01/2868,GNA/NR/2025/04/01/8510,GNA/NR/2025/06/01/4444,GNA/NR/2025/06/01/2569,GNARE/NR/2024/12/20/3668,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17
6,01:15-01:30,41.82,0,0,7.33,0,0,0,6.67,7.33,0,48.37,0,87.26,10.14,11.92,24.18,13.7,0,0,0,0,22.01,0,0,24.18,11.93,19.35,28.77,10.58,15.33,5.63,273.53,24.18,0,53.21,32,0,-0,48.37,32,48.37,10.8,100.78,7.32,70.53,130.89,29.2,15.72,0,62.88,0,0,0

7,01:30-01:45,42.61,0,0,7.33,0,0,0,6.67,7.33,0,48.37,0,40.26,10.14,11.92,24.18,13.7,0,0,0,0,22.01,0,0,24.18,11.93,19.35,28.77,10.35,15.33,5.63,273.53,24.18,0,53.21,32,0,-0,48.37,32,48.37,10.8,100.78,7.1,70.53,130.89,29.2,15.37,0,62.88,0,0,0

8,01:45-02:00,42.01,0,0,7.33,0,0,0,6.67,7.33,0,48.37,0,28.93,10.14,11.92,24.18,13.7,0,0,0,0,22.01,0,0,24.18,11.93,19.35,28.77,10.35,15.33,5.63,273.53,24.18,0,53.21,32,0,-0,48.37,32,48.37,10.8,100.78,7.1,70.53,102.99,29.2,15.37,0,62.88,0,0,0

9,02:00-02:15,44.42,0,0,7.33,0,0,0,6.67,7.33,0,48.37,0,28.93,10.14,11.92,24.18,15.84,0,0,0,0,22.01,0,0,24.18,11.93,19.35,29.27,10.35,15.33,5.44,232.45,24.18,0,53.21,32,0,-0,48.37,32,48.37,10.64,100.78,7.1,70.53,102.99,29.2,15.37,193.48,62.88,0,0,0

10,02:15-02:30,44.42,0,0,7.33,0,0,0,6.67,7.33,0,48.37,0,28.93,10.14,11.92,24.18,15.84,0,0,0,0,22.01,0,0,24.18,11.93,19.35,29.27,10.35,15.33,5.44,193.75,24.18,0,53.21,32,0,-0,48.37,32,48.37,10.64,100.78,7.1,70.53,102.99,29.2,15.37,193.48,62.88,0,0,0

11,02:30-02:45,44.42,0,0,7.33,0,0,0,2.67,7.33,0,48.37,0,28.93,10.14,11.92,24.18,15.84,0,0,0,0,22.01,0,0,24.18,11.93,19.35,29.27,10.35,15.33,5.44,155.05,24.18,0,53.21,32,0,-0,48.37,32,48.37,10.64,100.78,7.1,70.53,102.99,29.2,15.37,193.48,62.88,0,0,0

12,02:45-03:00,43.62,0,0,7.33,0,0,0,2.67,7.33,0,48.37,0,28.93,10.14,11.92,24.18,15.84,0,0,0,0,22.01,0,0,24.18,11.93,19.35,29.27,10.35,15.33,5.44,150.44,24.18,0,53.21,32,0,-0,48.37,32,48.37,10.64,100.78,7.1,70.53,102.99,29.2,15.37,193.48,62.88,0,0,0

13,03:00-03:15,42.62,0,0,7.33,0,0,0,1.67,7.33,0,48.37,0,28.93,9.91,11.92,24.18,15.46,0,0,0,0,22.01,0,0,24.18,11.93,19.35,29.27,10.35,15.33,5.25,150.44,24.18,0,0,19.8,0,-0,48.37,19.8,48.37,10.41,100.78,7.1,70.53,102.99,29.2,15.37,193.48,62.88,0,0,0

14,03:15-03:30,42.02,0,0,7.33,0,0,0,1.67,7.33,0,48.37,0,49.25,9.91,11.92,24.18,15.46,0,0,0,0,22.01,0,0,24.18,11.93,19.35,29.27,10.35,15.33,5.25,150.44,24.18,0,0,19.8,0,-0,48.37,19.8,48.37,10.41,100.78,5.31,70.53,70.95,29.2,15.37,193.48,62.88,0,0,0

15,03:30-03:45,40.62,0,0,7.33,0,0,0,1.67,7.33,0,48.37,0,49.25,9.91,11.92,24.18,15.46,0,0,0,0,22.01,0,0,24.18,11.93,19.35,29.27,10.35,15.33,5.25,150.44,24.18,0,0,19.8,0,-0,48.37,19.8,48.37,10.41,100.78,1.93,70.53,70.95,29.2,15.37,193.48,62.88,0,0,0

16,03:45-04:00,40.02,0,0,7.33,0,0,0,1.67,7.33,0,48.37,0,49.25,9.91,11.92,24.18,15.46,0,0,0,0,22.01,0,0,24.18,11.93,19.35,29.27,10.35,15.33,5.25,150.44,24.18,0,0,19.8,0,-0,48.37,19.8,48.37,10.41,100.78,2.35,70.53,70.95,29.2,15.37,193.48,62.88,0,0,0

17,04:00-04:15,42.02,0,0,7.17,0,0,0,1.67,7.17,0,48.37,0,38.7,9.67,11.92,24.18,15.09,0,0,0,0,21.49,0,0,24.18,11.93,19.35,29.27,10.35,15.33,5.07,150.44,24.18,0,0,19.8,0,-0,48.37,19.8,48.37,10.25,100.78,2.93,70.53,52.24,29.2,15.37,193.48,62.88,0,0,0

18,04:15-04:30,42.02,0,0,7,0,0,0,1.67,7,0,48.37,0,38.7,9.67,11.92,24.18,15.09,0,0,0,0,21,0,0,24.18,11.93,19.35,29.27,7.78,15.33,5.07,150.44,24.18,0,0,19.8,0,-0,48.37,19.8,48.37,10.25,100.78,3.52,70.53,52.24,29.2,11.09,193.48,62.88,0,0,0

19,04:30-04:45,41.02,0,0,7,0,0,0,1.67,7,0,48.37,0,38.7,9.67,11.92,24.18,15.09,0,0,0,0,21,0,0,24.18,11.93,19.35,29.27,7.78,15.33,5.07,150.44,24.18,0,0,19.8,0,-0,48.37,19.8,48.37,10.25,100.78,3.9,70.53,52.24,29.2,11.09,193.48,62.88,0,0,0

20,04:45-05:00,40.02,0,0,7,0,0,0,1.67,7,0,48.37,0,38.7,9.67,11.92,24.18,15.09,0,0,0,0,21,0,0,24.18,11.93,19.35,29.27,7.78,15.33,5.07,150.44,24.18,0,0,19.8,0,-0,48.37,19.8,48.37,10.25,100.78,4.37,70.53,52.24,29.2,11.09,193.48,62.88,0,0,0

21,05:00-05:15,42.02,0,0,7,0,0,0,1.67,7,0,48.37,0,49.25,9.67,11.92,24.18,14.72,0,0,0,0,21,0,0,24.18,11.93,19.35,29.27,7.78,15.33,4.88,150.44,24.18,0,0,19.8,0,-0,48.37,19.8,48.37,10.03,100.78,4.85,70.53,70.95,29.2,11.09,193.48,62.88,0,0,0

22,05:15-05:30,42.02,0,0,7,0,0,0,1.67,7,0,48.37,0,49.25,9.67,11.92,24.18,14.72,0,0,0,0,21,0,0,24.18,11.93,19.35,29.27,7.78,15.33,4.88,150.44,24.18,0,0,19.8,0,-0,48.37,19.8,48.37,10.03,100.78,5.31,70.53,70.95,29.2,11.09,193.48,62.88,0,0,0

23,05:30-05:45,42.02,0,0,7,1.06,0,0,0.33,7,0,48.37,0,49.25,9.67,11.92,24.18,14.72,0,0,0,0,21,0,0,24.18,11.93,19.35,29.27,7.78,15.33,4.88,150.44,24.18,0,0,19.8,0,-0,48.37,19.8,48.37,10.03,100.78,5.31,70.53,70.95,29.2,11.09,193.48,62.88,0,0,0

24,05:45-06:00,42.02,0,0,7,3.56,0,0,0.33,7,0,48.37,0,49.25,9.67,11.92,24.18,14.72,0,1,0,0,21,0,0,24.18,11.93,19.35,29.27,7.78,15.33,4.88,150.44,24.18,0,0,19.8,0,-0,48.37,19.8,48.37,10.03,100.78,5.31,70.53,70.95,29.2,11.09,193.48,62.88,0,0,0

25,06:00-06:15,42.02,0,5.6,7,6.19,20.6,0,0.33,7,0,48.37,0,49.25,9.67,11.92,24.18,14.35,0,1,1,0,21,0,1,24.18,11.93,19.35,29.27,7.78,15.33,4.69,150.44,24.18,0,0,19.8,0,-0,48.37,19.8,48.37,10.03,100.78,5.31,70.53,70.95,29.2,11.09,193.48,62.88,0,1,0

26,06:15-06:30,42.02,0,15.4,7,9.27,29.98,0,0.33,7,0,48.37,1.1,49.25,9.67,11.92,24.18,14.35,0,1,2,0,21,0,2,24.18,11.93,19.35,29.27,7.78,15.33,4.69,150.44,24.18,1.1,0,19.8,0.85,-0,48.37,19.8,48.37,10.03,100.78,5.31,70.53,70.95,29.2,11.09,193.48,62.88,0,2,1

27,06:30-06:45,42.02,0,25.6,7,13.24,33,0,0.33,7,3,48.37,0.66,38.32,9.67,11.92,24.18,14.35,0,3,3,0,21,0,3,24.18,11.93,19.35,28.76,7.78,15.33,4.69,150.44,24.18,0.66,0,19.8,0.51,-0,48.37,19.8,48.37,10.03,71.76,5.31,70.53,51.74,29.2,11.09,193.48,62.88,4.85,3,2

28,06:45-07:00,42.02,0,33,7,18,33,0,0.33,7,6,48.37,0.98,38.32,9.67,11.92,24.18,14.35,0,4,4,2.99,21,14.93,6,24.18,11.93,19.35,29.26,7.78,15.33,4.69,150.44,24.18,0.98,0,19.8,0.76,-0,48.37,19.8,48.37,10.03,53.21,5.31,70.53,51.74,29.2,11.09,193.48,62.88,7.85,7,3

29,07:00-07:15,40.02,0,33,7,23.49,33,0,0.33,7,10,48.37,1.4,38.32,9.52,11.92,24.18,13.98,0,6,5,4.86,21,24.3,9,24.18,11.93,19.35,29.26,6.09,15.33,5.07,150.44,24.18,1.4,0,21.96,1.09,-0,48.37,21.96,48.37,10.03,53.21,3.97,70.53,51.74,17.41,8.09,193.48,62.88,11.48,13,7

30,07:15-07:30,40.02,0,33,7,29.96,33,0,0.33,7,16,48.37,2.05,38.32,9.52,11.92,24.18,13.98,0,9,6,6.86,21,34.31,13,24.18,11.93,19.35,29.26,5.79,15.33,5.07,150.44,24.18,2.05,0,21.96,1.59,-0,48.37,21.96,48.37,10.03,53.21,3.97,70.53,51.74,17.41,8.09,193.48,62.88,15.74,17,8

31,07:30-07:45,40.02,0,33,7,37.53,33,0,0.33,7,24,48.37,2.76,38.32,9.52,11.92,24.18,13.98,0,7,7,8.93,21,44.66,15,24.18,11.93,19.35,29.77,4.74,15.33,5.07,150.44,24.18,2.76,0,21.96,2.13,-0,48.37,21.96,48.37,10.03,53.21,3.97,70.53,51.74,17.41,8.09,193.48,62.88,20.46,10,5

32,07:45-08:00,40.02,0,32.6,7,44.63,32.6,0,0.33,7,32.6,48.37,3.52,38.32,9.52,11.92,24.18,13.98,0,9,8,10.77,21,53.82,18,24.18,11.93,19.35,30.28,4.74,15.33,5.07,150.44,24.18,3.52,0,21.96,2.72,-0,48.37,21.96,48.37,10.03,53.21,3.97,70.53,51.74,17.41,8.09,193.48,62.88,25.66,12,6

33,08:00-08:15,40.02,0,33,7,51.34,33,0,0.33,7,33,48.37,4.61,38.32,9.52,11.92,24.18,13.61,0,10,9,13.02,21,65.12,23,24.18,11.93,19.35,29.78,4.74,15.33,4.88,150.44,24.18,4.61,0,21.96,3.56,-0,48.37,21.96,48.37,9.88,53.21,3.97,70.53,51.74,17.41,8.09,193.48,62.88,26.04,15,7

34,08:15-08:30,40.02,0,33,7,58.33,33,0,0.33,7,33,48.37,5.72,38.32,9.52,11.92,24.18,13.61,0,13,12,15.05,21,75.25,26,24.18,11.93,19.35,29.78,4.74,15.33,4.88,150.44,24.18,5.72,0,21.96,4.42,-0,48.37,21.96,48.37,9.88,53.21,3.97,70.53,51.74,17.41,8.09,193.48,62.88,30.58,17,8

35,08:30-08:45,40.02,0,33,7,65.98,33,0,0,7,33,48.37,6.83,38.32,8.58,11.92,24.18,13.61,0,19,16,14.99,21,74.95,30,24.18,11.93,19.35,28.77,4.74,15.33,4.88,150.44,24.18,6.83,0,21.96,5.27,-0,48.37,21.96,48.37,9.88,82.23,3.97,70.53,51.74,17.41,8.09,193.48,62.88,34.71,23,12

36,08:45-09:00,40.02,0,33,7,74.47,33,0,0,7,33,48.37,7.93,38.32,8.58,11.92,24.18,13.61,0,22,18,16.7,21,83.5,33,24.18,11.93,19.35,29.27,4.74,15.33,4.88,150.44,24.18,7.93,0,21.96,6.13,-0,48.37,21.96,48.37,9.88,100.78,3.97,70.53,51.74,17.41,8.09,193.48,62.88,38.62,29,14

37,09:00-09:15,42.02,0,33,7,74.61,33,0,0,7,33,48.37,8.39,38.32,8.58,11.92,24.18,13.43,0,28,16,26.24,21,131.22,38,24.18,11.93,19.35,29.27,4.74,15.33,4.69,150.44,24.18,8.39,0,21.96,6.48,-77.39,48.37,21.96,48.37,9.64,100.78,2.18,70.53,51.74,17.41,8.01,193.48,62.88,50.18,35,18

38,09:15-09:30,42.02,0,33,7,82.14,33,0,0,7,33,48.37,8.83,38.32,8.58,11.92,24.18,13.43,0,33,18,28.05,21,140.27,40,24.18,11.93,19.35,29.27,4.74,15.33,4.69,150.44,24.18,8.83,0,21.96,6.82,-77.39,48.37,21.96,48.37,9.64,100.78,2.18,70.53,51.74,17.41,8.01,193.48,62.88,51.06,39,19

39,09:30-09:45,42.02,0,33,7,88.62,33,0,0,7,33,48.37,9.26,38.32,8.58,11.92,24.18,13.43,0,34,21,31.45,21,157.24,52,24.18,11.93,19.35,26.74,4.74,15.33,5.63,150.44,24.18,9.26,0,21.96,7.16,-77.39,48.37,21.96,48.37,9.64,100.78,2.18,70.53,51.74,17.41,8.01,193.48,62.88,51.94,38,19

40,09:45-10:00,42.02,0,33,7,94.93,33,0,0,7,33,48.37,9.71,38.32,8.58,11.92,24.18,13.43,0,37,22,33.63,21,168.15,57,24.18,11.93,19.35,26.74,4.74,15.33,5.63,150.44,24.18,9.71,0,21.96,7.51,-77.39,48.37,21.96,48.37,9.64,100.78,2.18,70.53,51.74,17.41,8.01,193.48,62.88,52.82,40,20

41,10:00-10:15,42.02,0,33,7,100.57,33,0,0,7,33,48.37,6.98,38.32,8.58,11.92,24.18,13.24,0,45,21,35.66,21,178.28,42,24.18,11.93,19.35,26.74,4.74,15.33,5.63,150.44,24.18,6.98,0,21.96,5.4,-77.39,48.37,21.96,48.37,9.64,100.78,2.18,70.53,51.74,17.41,8.01,193.48,62.88,55,51,25

42,10:15-10:30,42.02,0,33,7,105.3,33,0,0,7,33,48.37,7.36,38.32,8.58,11.92,24.18,13.24,0,48,23,37.48,21,187.38,43,24.18,11.93,19.35,26.74,4.74,15.33,5.63,150.44,24.18,7.36,0,21.96,5.69,-77.39,48.37,21.96,48.37,9.64,100.78,2.18,70.53,51.74,17.41,8.01,193.48,62.88,58.33,52,26

43,10:30-10:45,42.02,0,33,7,102.36,33,0,1.67,7,33,48.37,7.74,38.32,8.04,11.92,24.18,13.24,0,36,18,39.07,21,195.33,42,24.18,11.93,19.35,29.26,4.74,15.33,5.63,150.44,24.18,7.74,0,21.96,5.98,-77.39,48.37,21.96,48.37,9.64,100.78,2.18,70.53,51.74,17.41,8.01,193.48,62.88,61.67,53,27

44,10:45-11:00,42.02,0,33,7,101.9,33,0,1.67,7,33,48.37,8.12,38.32,8.04,11.92,24.18,13.24,0,39,20,40.38,21,201.87,43,24.18,11.93,19.35,29.26,4.74,15.33,5.63,150.44,24.18,8.12,0,21.96,6.27,-77.39,48.37,21.96,48.37,9.64,100.78,2.18,70.53,51.74,17.41,8.01,193.48,62.88,65,53,27

45,11:00-11:15,42.02,0,33,7,100.81,33,0,1.67,7,33,48.37,7.92,38.32,8.04,11.92,24.18,15.46,0,27,18,30.86,21,154.32,37,24.18,11.93,19.35,29.26,4.74,15.33,4.69,150.44,24.18,7.92,0,21.96,6.12,-77.39,48.37,21.96,48.37,9.64,71.76,2.18,70.53,51.74,17.41,8.01,193.48,62.88,54.67,30,15

46,11:15-11:30,42.02,0,33,7,99.23,33,0,1.67,7,33,48.37,7.75,38.32,8.04,11.92,24.18,15.46,0,28,19,32.06,21,160.28,37,24.18,11.93,19.35,28.76,4.74,15.33,4.69,150.44,24.18,7.75,0,21.96,5.99,-77.39,48.37,21.96,48.37,9.64,53.21,2.18,70.53,51.74,17.41,8.01,193.48,62.88,57.33,33,17

47,11:30-11:45,42.02,0,33,7,87.72,33,0,1.67,7,33,48.37,7.58,38.32,8.04,11.92,24.18,15.46,0,22,18,42.5,21,212.5,40,24.18,11.93,19.35,28.76,5.51,15.33,4.69,150.44,24.18,7.58,0,21.96,5.85,-77.39,48.37,21.96,48.37,9.64,53.21,2.18,64.52,51.74,17.41,8.01,193.48,62.88,68.73,25,12

48,11:45-12:00,42.02,0,33,7,91.82,33,0,1.67,7,33,48.37,7.43,38.32,8.04,11.92,24.18,15.46,0,22,20,42.5,21,212.5,40,24.18,11.93,19.35,28.26,5.51,15.33,4.69,150.44,24.18,7.43,0,21.96,5.74,-77.39,48.37,21.96,48.37,9.64,53.21,2.18,64.52,51.74,17.41,8.01,193.48,62.88,69.05,25,12

49,12:00-12:15,42.02,0,33,7,95.98,33,0,1.67,7,33,48.37,8.04,38.32,7.64,11.92,24.18,15.37,0,22,27,42.5,21,212.5,65,24.18,11.93,19.35,28.26,5.82,15.33,5.63,150.44,24.18,8.04,0,28.82,6.21,-77.39,48.37,28.82,48.37,9.26,53.21,2.18,64.52,51.74,17.41,8.64,193.48,62.88,69.15,25,12

50,12:15-12:30,42.02,0,33,7,96.04,33,0,1.67,7,33,48.37,8.27,38.32,7.64,11.92,24.18,15.37,0,22,30,42.5,21,212.5,65,24.18,11.93,19.35,28.26,5.82,15.33,5.63,150.44,24.18,8.27,0,28.82,6.39,-77.39,48.37,28.82,48.37,9.26,53.21,2.18,64.52,51.74,17.41,8.64,193.48,62.88,69.14,25,12

51,12:30-12:45,42.02,0,33,7,95.61,33,0,0.33,7,33,48.37,8.46,38.32,7.64,11.92,24.18,15.37,0,27,24,45,21,225,45,24.18,11.93,19.35,28.26,5.82,15.33,5.63,150.44,24.18,8.46,0,26.97,6.53,-77.39,48.37,26.97,48.37,9.26,53.21,2.18,64.52,51.74,17.41,8.64,193.48,62.88,90.94,30,15

52,12:45-13:00,42.02,0,33,7,92.63,33,0,0.33,7,33,48.37,8.62,38.32,7.64,11.92,24.18,15.37,0,27,25,45,21,225,45,24.18,11.93,19.35,28.26,5.82,15.33,5.63,150.44,24.18,8.62,0,26.97,6.66,-77.39,48.37,26.97,48.37,9.26,53.21,2.18,64.52,51.74,17.41,8.64,193.48,62.88,93.95,30,15

53,13:00-13:15,42.02,0,33,7,91.36,33,0,0.33,7,33,48.37,9.08,38.32,9.36,11.92,24.18,15.56,0,25,19,42.5,21,212.5,33,24.18,11.93,19.35,27.25,5.82,15.33,5.63,150.44,24.18,9.08,0,26.97,7.02,-77.39,48.37,26.97,48.37,9.57,53.21,2.18,64.52,51.74,17.41,8.64,193.48,62.88,89.44,28,14

54,13:15-13:30,42.02,0,33,7,89.64,33,0,0.33,7,33,48.37,9.29,38.32,9.36,11.92,24.18,15.56,0,25,20,42.5,21,212.5,33,24.18,11.93,19.35,27.25,5.82,15.33,5.63,150.44,24.18,9.29,0,26.97,7.18,-77.39,48.37,26.97,48.37,9.57,53.21,2.18,64.52,51.74,17.41,8.64,193.48,62.88,89,28,14

55,13:30-13:45,42.02,0,33,7.5,86.68,33,0,0.33,7.5,33,48.37,8.67,38.32,9.36,11.92,24.18,15.56,0,18,17,42.5,22.5,212.5,37,24.18,11.93,19.35,29.26,5.81,15.33,5.63,150.44,24.18,8.67,0,26.97,6.69,-0,48.37,26.97,48.37,9.57,53.21,2.18,64.52,51.74,17.41,8.64,193.48,62.88,75.96,20,10

56,13:45-14:00,42.02,0,33,7.5,79.97,33,0,0.33,7.5,33,48.37,8.68,38.32,9.36,11.92,24.18,15.56,0,18,18,42.5,22.5,212.5,37,24.18,11.93,19.35,29.26,5.81,15.33,5.63,150.44,24.18,8.68,0,26.97,6.7,-0,48.37,26.97,48.37,9.57,53.21,2.18,64.52,51.74,17.41,8.64,193.48,62.88,75.21,20,10

57,14:00-14:15,42.02,0,33,7.5,69.29,33,0,0.33,7.5,33,48.37,8.46,38.32,9.36,11.92,24.18,15.56,0,18,19,38.33,22.5,191.67,43,24.18,11.93,19.35,29.26,5.81,15.33,5.81,150.44,24.18,8.46,0,26.97,6.53,-0,48.37,26.97,48.37,10.03,53.21,2.18,64.52,51.74,17.41,8.64,193.48,62.88,74.44,20,10

58,14:15-14:30,42.02,0,33,7.5,66.35,33,0,1.33,7.5,33,48.37,8.26,38.32,9.36,11.92,24.18,15.56,0,18,18,37.5,22.5,187.5,43,24.18,11.93,19.35,29.77,5.81,15.33,5.81,150.44,24.18,8.26,0,26.97,6.38,-0,48.37,26.97,48.37,10.03,53.21,2.18,64.52,51.74,17.41,8.64,193.48,62.88,73.18,20,10

59,14:30-14:45,42.02,0,33,7.5,63.27,33,0,2.67,7.5,33,48.37,8.05,38.32,9.21,11.92,24.18,15.56,0,22,18,29.17,22.5,145.83,37,24.18,11.93,19.35,29.77,5.81,15.33,5.81,150.44,24.18,8.05,0,26.97,6.22,-0,48.37,26.97,48.37,10.03,53.21,2.18,64.52,51.74,17.41,8.64,193.48,62.88,56.67,20,10

60,14:45-15:00,42.02,0,33,7.5,59.72,33,0,4.67,7.5,33,48.37,9.25,38.32,9.21,11.92,24.18,15.56,0,22,18,29,22.5,145,37,24.18,11.93,19.35,29.77,5.81,15.33,5.81,150.44,24.18,9.25,0,26.97,7.14,-0,48.37,26.97,48.37,10.03,53.21,2.18,64.52,51.74,17.41,8.64,193.48,62.88,56,20,10

61,15:00-15:15,42.02,0,33,7.5,56.36,33,0,5,7.5,33,48.37,9.44,38.32,9.21,11.92,24.18,16.02,0,18,19,28.83,22.5,144.17,33,24.18,11.93,19.35,29.77,5.81,15.33,6,150.44,24.18,9.44,0,26.97,7.3,-0,48.37,26.97,48.37,10.8,53.21,3.97,64.52,51.74,17.41,8.64,193.48,62.88,34.32,20,10

62,15:15-15:30,42.02,0,33,7.5,53.47,33,0,5,7.5,33,48.37,8.66,38.32,9.52,11.92,24.18,16.02,0,18,18,28.67,22.5,143.33,32,24.18,11.93,19.35,29.77,5.81,15.33,6,150.44,24.18,8.66,0,26.97,6.69,-0,48.37,26.97,48.37,10.8,53.21,3.97,64.52,51.74,17.41,8.64,193.48,62.88,33.9,20,10

63,15:30-15:45,42.02,0,33,7.5,49.51,33,0,6.67,7.5,33,48.37,8.87,38.32,9.52,11.92,24.18,16.02,0,34,17,25.83,22.5,129.17,27,24.18,11.93,19.35,29.77,5.81,15.33,6,150.44,24.18,8.87,0,26.97,6.86,-0,48.37,26.97,48.37,10.8,53.21,3.97,64.52,51.74,17.41,8.64,193.48,62.88,33.28,37,18

