Block,Time,DHAULIGNGA,FSTPP I & II,KGSU1AND2,KHSTPP-I,KHSTPP-II,NLCEXP,NNTPP,RIHAND3,SINGRAULI_HYDRO,TEHRIPSP,ANTA_CRF,DADRI_GF,BRBCL,KKNP,RAMPUR,RIHAND2,RSTPSU7,SASAN,TALST2,UNCHAHAR1,DADRI_RF,CHAMERA1,JHAJJAR,KKNPPU2,NLCIIST2,TEHRI,AURY_CRF,NLCTS2EXP,RAPPB,TANDA2,VALLURNTECL,ANTA_LF,DULHASTI,KOTESHWR,NTPL,SEWA2,SIMHST1,SIMHST2,SINGRAULI,TelanganaSTPP,UNCHAHAR2,ANTA_GF,BSIUL,CHAMERA3,NJPC,NLCIIST1,PARBATI2,RAPPD,SALAL,TALA,URI,NAPP,PARBATI3,UNCHAHAR3,ANTA_RF,AURY_GF,AURY_RF,DADRI_CRF,CHAMERA2,DADRT2,KGSU3AND4,KISHANGANGA,KOLDAM,KUDGI,MAPS,RAPPC,RIHAND1,RSTPSU1TO6,TANAKPUR,UNCHAHAR4,URI2,AURY_LF,DADRI_LF
9,02:00-02:15,42.46,18.35,0,43.1,98.87,0,0,130.84,0,0,0,0,24.99,0,5.67,125.27,0,418.77,0,21.65,105.39,42.15,667.25,0,0,74.02,0,0,0,5.73,0,0,38.02,40.57,0,18.34,0,0,113.75,0,45,0,0,33.94,175.79,0,16.18,24.28,83.67,20.43,24.29,24.48,56.49,27.69,52.59,0,80.91,0,47.12,689.38,0,3.2,8.62,0,0,65.59,98.32,0,13.06,3.22,37.42,0,0

10,02:15-02:30,42.46,18.35,0,43.1,98.87,0,0,130.84,0,0,0,0,24.99,0,5.67,125.27,0,418.77,0,21.65,105.39,42.15,667.25,0,0,74.02,0,0,0,5.73,0,0,38.02,40.57,0,18.34,0,0,113.75,0,45,0,0,33.94,175.79,0,16.18,24.28,83.67,20.43,24.29,24.48,56.49,27.69,52.59,0,80.91,0,47.12,689.38,0,3.2,8.62,0,0,65.59,98.32,0,13.06,3.22,37.42,0,0

11,02:30-02:45,42.46,18.35,0,43.1,98.87,0,0,130.84,0,0,0,0,24.99,0,5.67,125.27,0,418.77,0,21.65,105.39,42.15,667.25,0,0,74.02,0,0,0,5.73,0,0,38.02,40.57,0,18.34,0,0,113.75,0,45,0,0,33.94,175.79,0,16.18,24.28,83.67,20.43,24.29,24.48,47.57,27.69,52.59,0,80.91,0,47.12,689.38,0,3.2,8.62,0,0,65.59,98.32,0,13.06,3.22,26.5,0,0

12,02:45-03:00,42.46,18.35,0,43.1,98.87,0,0,130.84,0,0,0,0,24.99,0,5.67,125.27,0,418.77,0,21.65,105.39,42.15,667.25,0,0,74.02,0,0,0,5.73,0,0,38.02,40.57,0,18.34,0,0,113.75,0,45,0,0,33.94,175.79,0,16.18,24.28,83.67,20.43,24.29,24.48,47.57,27.69,52.59,0,80.91,0,47.12,689.38,0,3.2,8.62,0,0,65.59,98.32,0,13.06,3.22,26.5,0,0

13,03:00-03:15,42.46,18.35,0,43.1,98.87,0,0,130.84,0,0,0,0,24.99,0,5.67,125.27,0,418.77,0,21.65,105.39,42.15,667.25,0,0,74.02,0,0,0,5.73,0,0,38.02,20.29,0,18.34,0,0,113.75,0,45,0,0,33.94,175.79,0,16.18,24.28,80.18,20.43,52.36,24.48,41.62,27.69,52.59,0,80.91,0,47.12,689.38,0,3.2,8.62,0,0,65.59,98.32,0,11.91,3.22,26.5,0,0

14,03:15-03:30,42.46,18.35,0,43.1,98.87,0,0,130.84,0,0,0,0,24.99,0,5.67,125.27,0,418.77,0,21.65,105.39,42.15,667.25,0,0,74.02,0,0,0,5.73,0,0,38.02,20.29,0,18.34,0,0,113.75,0,45,0,0,33.94,175.79,0,16.18,24.28,80.18,20.43,52.36,24.48,41.62,27.69,52.59,0,80.91,0,47.12,689.38,0,3.2,8.62,0,0,65.59,98.32,0,11.91,3.22,26.5,0,0

15,03:30-03:45,42.46,18.35,0,43.1,98.87,0,0,130.84,0,0,0,0,24.99,0,5.67,125.27,0,418.77,0,21.65,105.39,42.15,667.25,0,0,74.02,0,0,0,5.73,0,0,38.02,20.29,0,18.34,0,0,113.75,0,45,0,0,33.94,175.79,0,16.18,24.28,80.18,20.43,33.12,24.48,41.62,27.69,52.59,0,80.91,0,47.12,689.38,0,3.2,8.62,0,0,65.59,98.32,0,11.91,3.22,26.5,0,0

16,03:45-04:00,42.46,18.35,0,43.1,98.87,0,0,130.84,0,0,0,0,24.99,0,5.67,125.27,0,418.77,0,21.65,105.39,42.15,667.25,0,0,74.02,0,0,0,5.73,0,0,38.02,20.29,0,18.34,0,0,113.75,0,45,0,0,33.94,175.79,0,16.18,24.28,80.18,20.43,33.12,24.48,41.62,27.69,52.59,0,80.91,0,47.12,689.38,0,3.2,8.62,0,0,65.59,98.32,0,11.91,3.22,26.5,0,0

17,04:00-04:15,42.46,18.35,0,43.1,98.87,0,0,130.84,0,0,0,0,24.99,0,5.67,125.27,0,418.77,0,21.65,105.39,42.15,667.25,0,0,74.02,0,0,0,5.73,0,0,38.02,20.29,0,18.34,0,0,113.75,0,45,0,0,33.94,175.79,0,16.18,24.28,80.18,20.43,39.75,24.48,41.62,27.69,52.85,0,80.91,0,47.12,689.38,0,3.2,8.62,0,0,65.59,98.32,0,11.91,3.22,26.5,0,0

18,04:15-04:30,42.46,18.35,0,43.1,98.87,0,0,130.84,0,0,0,0,24.99,0,5.67,125.27,0,418.77,0,21.65,105.39,42.15,667.25,0,0,74.02,0,0,0,5.73,0,0,38.02,20.29,0,18.34,0,0,113.75,0,45,0,0,33.94,175.79,0,16.18,24.28,80.18,20.43,39.75,24.48,41.62,27.69,52.85,0,80.91,0,47.12,689.38,0,3.2,8.62,0,0,65.59,98.32,0,11.91,3.22,26.5,0,0

19,04:30-04:45,42.46,18.35,0,43.1,98.87,0,0,130.84,0,0,0,0,24.99,0,5.67,125.27,0,418.77,0,21.65,105.39,42.15,667.25,0,0,74.02,0,0,0,5.73,0,0,38.02,20.29,0,18.34,0,0,113.75,0,45,0,0,33.94,175.79,0,16.18,24.28,80.18,20.57,39.75,24.48,52.03,27.69,52.85,0,80.91,0,47.12,689.38,0,3.2,8.62,0,0,65.59,98.32,0,11.91,3.22,26.5,0,0

20,04:45-05:00,42.46,18.35,0,43.1,98.87,0,0,130.84,0,0,0,0,24.99,0,5.67,125.27,0,418.77,0,21.65,105.39,42.15,667.25,0,0,74.02,0,0,0,5.73,0,0,38.02,20.29,0,18.34,0,0,113.75,0,45,0,0,33.94,175.79,0,16.18,24.28,80.18,20.57,39.75,24.48,52.03,27.69,52.85,0,80.91,0,47.12,689.38,0,3.2,8.62,0,0,65.59,98.32,0,11.91,3.22,26.5,0,0

21,05:00-05:15,42.46,18.35,0,43.1,98.87,0,0,130.84,0,0,0,0,24.99,0,5.67,125.27,0,418.77,0,21.65,105.39,42.15,667.25,0,0,74.02,0,0,0,5.73,0,0,38.02,20.29,0,18.34,0,0,113.75,0,45,0,0,33.94,175.79,0,16.18,24.28,80.18,20.16,52.36,24.48,52.03,27.69,52.85,0,80.91,0,47.12,689.38,0,3.2,8.62,0,0,65.59,98.32,0,11.91,3.22,37.42,0,0

22,05:15-05:30,42.46,18.35,0,43.1,98.87,0,0,130.84,0,0,0,0,24.99,0,5.67,125.27,0,418.77,0,21.65,105.39,42.15,667.25,0,0,74.02,0,0,0,5.73,0,0,38.02,20.29,0,18.34,0,0,113.75,0,45,0,0,33.94,175.79,0,16.18,24.28,80.18,20.16,52.36,24.48,52.03,27.69,52.85,0,80.91,0,47.12,689.38,0,3.2,8.62,0,0,65.59,98.32,0,11.91,3.22,37.42,0,0

23,05:30-05:45,42.46,18.35,0,43.1,98.87,0,0,130.84,0,0,0,0,24.99,0,5.67,125.27,0,418.77,0,21.65,105.39,42.15,667.25,0,0,74.02,0,0,0,5.73,0,0,55.38,20.29,0,18.34,0,0,113.75,0,45,0,0,33.94,175.79,0,16.18,24.28,80.18,20.02,52.36,24.48,52.03,27.69,52.85,0,80.91,0,47.12,689.38,0,3.2,8.62,0,0,65.59,98.32,0,11.91,3.22,32.74,0,0

24,05:45-06:00,42.46,18.35,0,43.1,98.87,0,0,130.84,0,0,0,0,24.99,0,5.67,125.27,0,418.77,0,21.65,105.39,42.15,667.25,0,0,74.02,0,0,0,5.73,0,0,55.38,20.29,0,18.34,0,0,113.75,0,45,0,0,33.94,175.79,0,16.18,24.28,80.18,19.87,44.16,24.48,52.03,27.69,52.85,0,80.91,0,47.12,689.38,0,3.2,8.62,0,0,65.59,98.32,0,11.91,3.22,32.74,0,0

25,06:00-06:15,42.46,18.35,0,43.1,98.87,0,0,130.84,0,0,0,0,24.99,0,5.67,125.27,0,418.77,0,21.23,105.39,42.15,667.25,0,0,74.02,0,0,0,3.13,0,0,55.38,10.14,0,18.34,0,0,113.75,0,43.61,0,0,33.94,175.79,0,23.22,24.28,80.18,19.9,44.16,24.48,56.49,27.09,52.59,0,80.91,0,47.12,689.38,0,2.14,8.62,0,0,65.59,98.32,0,11.91,1.62,37.42,0,0

26,06:15-06:30,42.46,18.35,0,43.1,98.87,0,0,130.84,0,0,0,0,24.99,0,5.67,125.27,0,418.77,0,21.23,105.39,42.15,667.25,0,0,74.02,0,0,0,3.13,0,0,55.38,10.14,0,18.34,0,0,113.75,0,43.61,0,0,33.94,175.79,0,23.22,24.28,80.18,19.75,44.16,24.48,56.49,27.09,52.59,0,80.91,0,47.12,687.52,0,2.14,8.62,0,0,65.59,98.32,0,11.91,1.62,37.42,0,0

27,06:30-06:45,31.85,18.35,0,43.1,98.87,0,0,130.84,0,0,0,0,24.99,0,5.67,125.27,0,418.77,0,21.23,105.39,42.15,667.25,0,0,74.02,0,0,0,3.13,0,0,55.38,10.14,0,18.34,0,0,113.75,0,43.61,0,0,33.94,175.79,0,23.22,24.28,80.18,19.43,44.16,24.48,56.49,27.09,52.59,0,80.91,0,47.12,685.7,0,2.14,8.62,0,0,65.59,98.32,0,3.85,1.62,32.74,0,0

28,06:45-07:00,10.62,18.35,0,43.1,98.87,0,0,130.84,0,0,0,0,24.99,0,5.67,125.27,0,418.77,0,21.23,105.39,42.15,667.25,0,0,74.02,0,0,0,3.13,0,0,55.38,10.14,0,18.34,0,0,113.75,0,43.61,0,0,33.94,175.79,0,23.22,24.28,80.18,19.26,44.16,24.48,56.49,27.09,52.59,0,80.91,0,47.12,689.38,0,2.14,8.62,0,0,65.59,98.32,0,3.85,1.62,32.74,0,0

29,07:00-07:15,0,18.35,0,43.1,98.87,0,0,130.84,0,0,0,0,24.99,0,5.67,125.27,0,418.77,0,21.65,105.39,42.15,667.25,0,0,74.02,0,0,0,3.13,0,0,55.38,10.14,0,18.34,0,0,113.75,0,45,0,0,33.94,175.79,0,23.22,24.28,80.18,19.26,44.16,24.48,56.49,27.69,52.59,0,80.91,0,47.12,689.38,0,2.14,8.62,0,0,65.59,98.32,0,3.85,2.66,37.42,0,0

30,07:15-07:30,0,18.35,0,43.1,98.87,0,0,130.84,0,0,0,0,24.99,0,5.67,125.27,0,418.77,0,21.65,105.39,42.15,667.25,0,0,74.02,0,0,0,5.73,0,0,55.38,10.14,0,18.34,0,0,113.75,0,45,0,0,33.94,175.79,0,23.22,24.28,80.18,19.26,44.16,24.48,56.49,27.69,52.59,0,80.91,0,47.12,689.38,0,2.14,8.62,0,0,65.59,98.32,0,3.85,3.22,37.42,0,0

31,07:30-07:45,0,18.35,0,43.1,98.87,0,0,130.84,0,0,0,0,24.99,0,5.67,125.27,0,418.77,0,21.65,105.39,42.15,667.25,0,0,74.02,0,0,0,5.73,0,0,55.38,10.14,0,18.34,0,0,113.75,0,45,0,0,33.94,175.79,0,23.22,24.28,80.18,19.4,39.75,24.48,56.49,27.69,52.59,0,80.91,0,47.12,689.38,0,2.14,8.62,0,0,65.59,98.32,0,11.91,3.22,32.74,0,0

32,07:45-08:00,0,18.35,0,43.1,98.87,0,0,130.84,0,0,0,0,24.99,0,5.67,125.27,0,418.77,0,21.65,105.39,42.15,667.25,0,0,74.02,0,0,0,5.73,0,0,55.38,10.14,0,18.34,0,0,113.75,0,45,0,0,33.94,175.79,0,23.22,24.28,80.18,19.4,39.75,24.48,56.49,27.69,52.59,0,80.91,0,47.12,689.38,0,2.14,8.62,0,0,65.59,98.32,0,11.91,3.22,32.74,0,0

33,08:00-08:15,0,18.35,0,43.1,98.87,0,0,130.84,0,0,0,0,24.99,0,5.67,125.27,0,418.77,0,21.65,102.75,42.15,667.25,0,0,55.52,0,0,0,5.73,0,0,55.38,10.14,0,18.34,0,0,113.75,0,45,0,0,33.94,175.79,0,23.22,24.28,80.18,19.55,39.75,24.48,56.49,27.69,52.09,0,80.91,0,47.12,689.38,0,2.14,8.62,0,0,65.59,98.32,0,11.91,3.22,32.74,0,0

34,08:15-08:30,0,18.35,0,43.1,98.87,0,0,130.84,0,0,0,0,24.99,0,5.67,125.27,0,418.77,0,21.65,102.75,42.15,667.25,0,0,37.01,0,0,0,5.73,0,0,55.38,10.14,0,18.34,0,0,113.75,0,45,0,0,33.94,175.79,0,23.22,24.28,80.18,19.55,39.75,24.48,56.49,27.69,52.09,0,80.91,0,47.12,689.38,0,2.14,8.62,0,0,65.59,98.32,0,11.91,3.22,32.74,0,0

35,08:30-08:45,0,18.35,0,43.1,98.87,0,0,130.84,0,0,0,0,24.99,0,5.67,125.27,0,418.77,0,21.65,102.75,42.15,667.25,0,0,18.5,0,0,0,5.73,0,0,55.38,10.14,0,18.34,0,0,113.75,0,45,0,0,33.94,175.79,0,23.22,24.28,80.18,19.55,39.75,24.48,56.49,27.69,52.09,0,80.91,0,47.12,689.38,0,2.14,8.62,0,0,65.59,98.32,0,11.91,3.22,32.74,0,0

36,08:45-09:00,0,18.35,0,45.53,98.87,0,0,130.84,0,0,0,0,24.99,0,5.67,125.27,0,418.77,0,21.65,102.75,42.15,667.25,0,0,0,0,0,0,5.73,0,0,55.38,10.14,0,18.34,0,0,113.75,0,45,0,0,33.94,175.79,0,23.22,24.28,80.18,19.69,39.75,24.48,56.49,27.69,52.09,0,80.91,0,47.12,689.38,0,2.14,8.62,0,0,65.59,98.32,0,11.91,3.22,32.74,0,0

37,09:00-09:15,0,18.35,0,45.53,98.87,0,0,130.84,0,0,0,0,24.99,0,5.67,125.27,0,418.77,0,21.65,102.75,42.15,667.25,0,0,0,0,0,0,5.73,0,0,55.38,10.14,0,18.34,0,0,113.75,0,45,0,0,33.94,175.79,0,23.22,24.28,80.18,19.69,44.16,24.48,56.49,27.69,51.59,0,80.65,0,47.12,689.38,0,2.14,8.62,0,0,65.59,98.32,0,11.91,3.22,32.74,0,0

38,09:15-09:30,0,18.35,0,45.53,98.87,0,0,130.84,0,0,0,0,24.99,0,5.67,125.27,0,418.77,0,21.65,102.75,42.15,667.25,0,0,0,0,0,0,5.73,0,0,55.38,10.14,0,18.34,0,0,113.75,0,45,0,0,33.94,175.79,0,23.22,24.28,80.18,19.69,44.16,24.48,56.49,27.69,51.59,0,80.65,0,47.12,689.38,0,2.14,8.62,0,0,65.59,98.32,0,11.91,3.22,32.74,0,0

39,09:30-09:45,0,18.35,0,45.53,98.87,0,0,130.84,0,0,0,0,24.99,0,5.67,125.27,0,418.77,0,21.65,102.75,42.15,667.25,0,0,0,0,0,0,5.73,0,0,55.38,10.14,0,18.34,0,0,113.75,0,45,0,0,33.94,175.79,0,23.22,24.28,80.18,19.97,52.36,24.48,56.49,27.69,51.59,0,80.65,0,47.12,689.38,0,2.14,8.62,0,0,65.59,98.32,0,11.91,3.22,32.74,0,0

40,09:45-10:00,0,18.35,0,45.53,98.87,0,0,130.84,0,0,0,0,24.99,0,5.67,125.27,0,418.77,0,21.65,102.75,42.15,667.25,0,0,0,0,0,0,5.73,0,0,55.38,10.14,0,18.34,0,0,113.75,0,45,0,0,33.94,175.79,0,23.22,24.28,80.18,22.4,52.36,24.48,56.49,27.69,51.59,0,80.65,0,47.12,689.38,0,2.14,8.62,0,0,65.59,98.32,0,11.91,3.22,32.74,0,0

41,10:00-10:15,0,18.35,0,45.53,98.87,0,0,130.84,0,0,0,0,24.99,0,5.67,125.27,0,418.77,0,21.65,102.75,42.15,667.25,0,0,0,0,0,0,5.73,0,0,55.38,10.14,0,18.34,0,0,113.75,0,45,0,0,33.94,175.79,0,23.22,24.28,80.18,22.4,52.36,24.48,50.55,27.69,50.82,0,80.65,0,47.12,689.38,0,2.14,8.62,0,0,65.59,98.32,0,11.91,3.22,32.74,0,0

42,10:15-10:30,0,18.35,0,45.53,98.87,0,0,130.84,0,0,0,0,24.99,0,5.67,125.27,0,418.77,0,21.65,102.75,42.15,667.25,0,0,0,0,0,0,5.73,0,0,55.38,10.14,0,18.34,0,0,113.75,0,45,0,0,33.94,175.79,0,23.22,24.28,80.18,22.4,39.75,24.48,50.55,27.69,50.82,0,80.65,0,47.12,689.38,0,2.14,8.62,0,0,65.59,98.32,0,11.91,3.22,32.74,0,0

43,10:30-10:45,0,18.35,0,45.53,98.87,0,0,130.84,0,0,0,0,24.99,0,5.67,125.27,0,418.77,0,21.65,102.75,42.15,667.25,0,0,0,0,0,0,5.73,0,0,55.38,10.14,0,18.34,0,0,113.75,0,45,0,0,33.94,175.79,0,23.22,24.28,80.18,22.4,39.75,24.48,55.01,27.69,50.57,0,80.65,0,47.12,689.38,0,2.14,8.62,0,0,65.59,98.32,0,11.91,3.22,32.74,0,0

44,10:45-11:00,0,18.35,0,45.53,98.87,0,0,130.84,0,0,0,0,24.99,0,5.67,125.27,0,418.77,0,21.65,102.75,42.15,667.25,0,0,0,0,0,0,5.73,0,0,55.38,10.14,0,18.34,0,0,113.75,0,45,0,0,33.94,175.79,0,23.22,24.28,80.18,22.4,39.75,24.48,55.01,27.69,50.57,0,80.65,0,47.12,689.38,0,2.14,8.62,0,0,65.59,98.32,0,11.91,3.22,32.74,0,0

45,11:00-11:15,0,18.35,0,45.53,98.87,0,0,130.84,0,0,0,0,24.99,0,5.67,125.27,0,418.77,0,21.65,102.75,42.15,667.25,0,0,0,0,0,0,5.73,0,0,55.38,10.14,0,18.34,0,0,113.75,0,45,0,0,33.94,175.79,0,23.22,24.28,80.18,22.4,39.75,24.48,55.01,27.69,50.06,0,80.65,0,47.12,689.38,0,2.14,8.62,0,0,65.59,98.32,0,11.91,3.22,32.74,0,0

46,11:15-11:30,0,18.35,0,45.53,98.87,0,0,130.84,0,0,0,0,24.99,0,5.67,125.27,0,418.77,0,21.65,102.75,42.15,667.25,0,0,0,0,0,0,5.73,0,0,55.38,10.14,0,18.34,0,0,113.75,0,45,0,6.55,33.94,175.79,0,23.22,24.28,80.18,22.4,39.75,24.48,55.01,27.69,50.06,0,80.26,0,47.12,689.38,0,2.14,8.62,0,0,65.59,98.32,0,11.91,3.22,32.74,0,0

47,11:30-11:45,0,18.35,0,45.53,98.87,0,0,130.84,0,0,0,0,24.99,0,5.67,125.27,0,418.77,0,21.65,102.75,42.15,667.25,0,0,0,0,0,0,5.73,0,0,55.38,10.14,0,18.34,0,0,113.75,0,45,0,6.55,33.94,175.79,0,23.22,24.28,80.18,22.4,37.53,24.48,55.01,27.69,50.06,0,80.26,0,47.12,689.38,0,2.14,8.62,0,0,65.59,98.32,0,11.91,3.22,32.74,0,0

48,11:45-12:00,0,18.35,0,45.53,98.87,0,0,130.84,0,0,0,0,24.99,0,5.67,125.27,0,418.77,0,21.65,102.75,42.15,667.25,0,0,0,0,0,0,5.73,0,0,55.38,10.14,0,18.34,0,0,113.75,0,45,0,13.01,33.94,175.79,0,23.22,24.28,80.18,22.4,39.75,24.48,55.01,27.69,50.06,0,80.26,0,47.12,689.38,0,2.14,8.62,0,0,65.59,98.32,0,11.91,3.22,32.74,0,0

49,12:00-12:15,0,18.35,0,45.53,98.87,0,0,130.84,0,0,0,0,24.99,0,5.67,125.27,0,418.77,0,21.65,102.75,42.15,667.25,0,0,0,0,0,0,5.73,0,0,38.02,10.14,0,18.34,0,0,113.75,0,45,0,19.56,33.94,175.79,0,23.22,24.28,80.18,22.7,52.36,24.48,55.01,27.69,49.81,0,80.26,0,47.12,689.38,0,2.14,8.62,0,0,65.59,98.32,0,11.91,3.22,32.74,0,0

50,12:15-12:30,0,18.35,0,45.53,98.87,0,0,130.84,0,0,0,0,24.99,0,5.67,125.27,0,418.77,0,21.65,102.75,42.15,667.25,0,0,0,0,0,0,5.73,0,0,38.02,10.14,0,18.34,0,0,113.75,0,45,0,19.56,33.94,175.79,0,23.22,24.28,80.18,22.7,52.36,24.48,55.01,27.69,49.81,0,80.26,0,47.12,689.38,0,2.14,8.62,0,0,65.59,98.32,0,11.91,3.22,32.74,0,0

51,12:30-12:45,0,18.35,0,45.53,98.87,0,0,130.84,0,0,0,0,24.99,0,5.67,125.27,0,418.77,0,21.65,102.75,42.15,667.25,0,0,0,0,0,0,5.73,0,0,38.02,10.14,0,18.34,0,0,113.75,0,45,0,19.56,33.94,175.79,0,23.22,24.28,80.18,22.79,39.75,24.48,55.01,27.69,49.81,0,80.26,0,47.12,689.38,0,2.14,8.62,0,0,65.59,98.32,0,11.91,3.22,32.74,0,0

52,12:45-13:00,0,18.35,0,45.53,98.87,0,0,130.84,0,0,0,0,24.99,0,5.67,125.27,0,418.77,0,21.65,102.75,42.15,667.25,0,0,0,0,0,0,5.73,0,0,38.02,10.14,0,18.34,0,0,113.75,0,45,0,19.56,33.94,175.79,0,23.22,24.28,80.18,22.79,39.75,24.48,55.01,27.69,49.81,0,80.26,0,47.12,689.38,0,2.14,8.62,0,0,65.59,98.32,0,11.91,3.22,32.74,0,0

53,13:00-13:15,0,18.35,0,45.53,98.87,0,0,130.84,0,0,0,0,24.99,0,5.67,125.27,0,418.77,0,21.65,102.75,42.15,667.25,0,0,0,0,0,0,5.73,0,0,38.02,10.14,0,18.34,0,0,113.75,0,45,0,19.56,33.94,175.79,0,23.22,24.28,80.18,22.79,43.05,24.48,55.01,27.69,49.56,0,80.26,0,47.12,689.38,0,2.14,8.62,0,0,65.59,98.32,0,11.91,3.22,32.74,0,0

54,13:15-13:30,0,18.35,0,45.53,98.87,0,0,130.84,0,0,0,0,24.99,0,5.67,125.27,0,418.77,0,21.65,102.75,42.15,667.25,0,0,0,0,0,0,5.73,0,0,38.02,10.14,0,18.34,0,0,113.75,0,45,0,19.56,33.94,175.79,0,23.22,24.28,80.18,22.79,43.05,24.48,55.01,27.69,49.56,0,79.48,0,47.12,689.38,0,2.14,8.62,0,0,65.59,98.32,0,11.91,3.22,32.74,0,0

