Column1,Time,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/04/01/6490,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/05012040/L_NR_2020_02,GNA/WR/2025/04/01/4420,NR/01102023/19072037/LT-05,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/04/01/1831,NR/01102023/22052037/LT-59,GNA/NR/2025/04/01/8456,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/04/01/1333,GNA/NR/2025/04/01/9334,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/04/01/4565,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_35,NR/01102023/06022042/L_NR_2012_02,NR/01102023/31052040/LT-31,GNA/NR/2025/04/01/8510,GNA/NR/2025/04/01/5285,GNA/NR/2025/04/01/7960,GNA/NR/2025/04/01/7459,GNA/NR/2025/04/01/6216,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,GNA/NR/2025/04/01/8964,GNA/SR/2025/04/01/2597,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,GNARE/NR/2024/12/20/3668,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,L_NR_2019_19,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,GNARE/SR/2025/01/13/4532,WR/01102023/31032046/L_NR_2020_05
26,06:15-06:30,100.27,9.62,272.15,2.61,0,115.09,10.14,0,1.92,3.88,10.35,30.28,2.89,2.89,86.82,48.12,0,0,260.45,0,7.68,2.89,22.14,9.62,9.62,30.5,9.26,0,0,39,39,5.67,14.17,0,0,0,1.19,0.24,0,0.39,0,0,1.56,9.6,10.2,0,14.17,3.2,42.49

27,06:30-06:45,100.27,9.62,272.15,2.61,0,115.09,10.14,0,1.92,3.88,10.35,30.28,2.89,2.89,86.82,48.12,0,0,260.45,0,7.68,2.89,22.14,9.62,9.62,30.5,9.26,0,0,37.67,37.67,5.67,12.5,1,0,1,1.89,0.38,1,0.16,0,0,4.37,23.1,20.3,1,12.5,3.2,37.5

28,06:45-07:00,100.27,9.62,272.15,2.61,0,115.09,10.14,0.39,1.92,3.88,10.35,30.28,2.89,2.89,86.82,48.12,0,0.39,260.45,0.39,7.68,2.89,22.14,9.62,9.62,30.5,9.26,0,0,36.33,36.33,5.67,11.83,4,1,3,7.8,1.56,2,1.42,1,1,9.55,30.6,29.47,4,11.83,3,35.51

29,07:00-07:15,100.27,9.62,272.15,2.43,0,66.04,10.04,1.14,1.92,3.88,10.35,30.28,2.89,2.89,86.82,48.12,0,1.14,260.45,1.14,7.68,2.89,22.14,9.62,9.62,26.95,26.95,0,0,32.67,32.67,5.67,12,14,6,5,16.53,3.3,3,4.5,7,3,17.62,32.41,32.41,8.99,12,2.8,36

30,07:15-07:30,100.27,9.62,272.15,2.43,0,66.04,10.04,2.02,1.92,3.88,10.35,30.28,2.89,2.89,74.62,48.12,0,2.02,228.99,2.02,7.68,2.89,22.14,9.62,9.62,26.95,26.95,0,0,31,31,5.67,12.17,28,12,7,28.57,5.71,8,8.56,10,5,27.03,32.72,32.72,13.99,12.17,2.8,36.49

31,07:30-07:45,100.27,9.62,272.15,2.43,0,66.04,8.93,3.08,1.92,3.65,10.35,30.28,2.89,2.89,86.82,48.12,0,3.08,257.86,3.08,7.68,2.89,22.14,9.62,9.62,25.98,30.5,0,0,23.33,23.33,5.67,7.5,42,18,12,44.66,8.93,13,14.02,10,5,36.36,32.1,32.1,22,7.5,2.8,22.5

32,07:45-08:00,100.27,9.62,272.15,2.43,0,66.04,8.93,4.22,1.92,3.65,10.35,30.28,2.89,2.89,74.62,48.12,0,4.22,229.43,4.22,7.68,2.89,22.14,9.62,9.62,25.98,30.5,0,0,22.67,22.67,6,7.5,56,24,16,60.6,12.12,19,21.06,17,8,45.83,31,31,28,7.5,2.6,22.5

33,08:00-08:15,52.94,9.62,231,2.43,0,66.04,8.85,5.38,1.92,3.65,10.35,30.28,2.89,2.89,40.42,48.12,0,5.38,110.69,5.38,7.68,2.89,22.14,9.62,9.62,25.98,30.5,0,0,21.33,21.33,4.67,7.5,70,30,20,86.76,17.35,29,28.97,37,18,55.41,32.4,32.4,32.4,7.5,2.6,22.5

34,08:15-08:30,52.94,9.62,192.5,2.43,0,70.19,8.85,6.83,1.92,3.65,7.95,30.28,2.89,2.89,40.42,48.12,0,6.83,110.69,6.83,7.68,2.89,22.14,9.62,9.62,25.98,30.5,0,0,20,20,3.67,7.5,88,37,23,108.17,21.63,37,36.95,43,22,64.83,33,33,33,7.5,2.6,22.5

35,08:30-08:45,52.94,9.62,149.68,2.43,0,70.19,8.85,8.18,1.92,4.03,7.95,30.28,2.89,2.89,40.42,48.12,0,8.18,110.69,8.18,7.68,2.89,22.14,9.62,9.62,25.98,30.5,0,0,17.33,17.33,3,6.67,95,40,27,126.28,25.25,43,45.34,50,25,73.78,33,33,33,6.67,2.6,19.99

36,08:45-09:00,52.94,9.62,149.68,2.43,0,70.19,8.85,9.24,1.92,4.03,7.95,30.28,2.89,2.89,40.42,48.12,0,9.24,110.69,9.24,7.68,2.89,22.14,9.62,9.62,25.98,30.5,0,0,16.67,16.67,2.67,6.67,109,46,30,146.96,29.39,51,53.61,57,28,87.4,33,33,33,6.67,2.6,19.99

37,09:00-09:15,52.94,9.62,192.5,2.43,0,70.19,8.75,10.39,1.92,4.03,7.95,30.28,2.89,2.89,40.42,48.12,0,10.39,110.69,10.39,7.68,2.89,43.31,9.62,9.62,26.14,30,0,0,16.67,16.67,2.67,6.67,123,52,32,166.83,33.36,56,61.75,65,32,94.36,33,33,33,6.67,2.6,19.99

38,09:15-09:30,52.94,9.62,192.5,2.43,0,70.19,8.75,11.5,1.92,4.03,7.95,30.78,2.89,2.89,40.42,48.12,0,11.5,110.69,11.5,7.68,2.89,43.31,9.62,9.62,26.14,30,0,0,16.33,16.33,2.67,6.67,137,58,34,185.7,37.14,63,69.32,71,36,101.9,33,33,33,6.67,2.6,19.99

39,09:30-09:45,52.94,9.62,231,2.43,0,70.19,8.75,12.54,1.92,4.03,7.95,31.29,2.89,2.89,40.42,48.12,0,12.54,110.69,12.54,7.68,2.89,43.31,9.62,9.62,26.14,30,0,0,16.33,16.33,2.67,6.67,151,64,36,203.21,40.64,71,76.49,79,39,108.96,33,33,33,6.67,2.6,19.99

40,09:45-10:00,52.94,9.62,231,2.43,0,70.19,8.75,13.48,1.92,4.03,7.95,31.29,2.89,2.89,40.42,48.12,0,13.48,110.69,13.48,7.68,2.89,43.31,9.62,9.62,26.14,30,0,0,16,16,2.67,6.67,165,70,39,219.34,43.87,77,83.17,85,42,115.46,33,33,33,6.67,2.6,19.99

41,10:00-10:15,52.94,9.62,272.15,2.24,0,70.19,8.66,14.16,1.92,3.88,7.95,31.29,2.89,2.89,40.42,48.12,0,14.16,110.69,14.16,7.68,2.89,43.31,9.62,9.62,26.14,30,0,0,17,17,2.67,6.67,179,76,42,233.43,46.68,85,89.07,89,45,121.17,33,33,33,6.67,2.6,19.99

42,10:15-10:30,52.94,9.62,272.15,2.24,0,70.19,8.66,14.88,1.92,3.88,7.95,31.29,2.89,2.89,40.42,48.12,0,14.88,110.69,14.88,7.68,2.89,43.31,9.62,9.62,26.14,30,0,0,17.67,17.67,2.67,6.67,193,82,43,245.83,49.17,89,94.8,93,47,125.82,33,33,33,6.67,2.6,19.99

43,10:30-10:45,52.94,9.62,272.15,2.24,0,70.19,8.66,15.48,1.92,3.88,10.35,31.29,2.89,2.89,40.42,48.12,0,15.48,110.69,15.48,7.68,2.89,43.31,9.62,9.62,26.14,30,0,0,18.33,18.33,3,6.67,203,87,45,245.83,49.17,91,99.28,97,48,129.82,33,33,33,6.67,2.6,19.99

44,10:45-11:00,52.94,9.62,272.15,2.24,0,70.19,8.66,16.01,1.92,3.88,10.35,31.29,2.89,2.89,40.42,48.12,0,16.01,110.69,16.01,7.68,2.89,43.31,9.62,9.62,26.14,30,0,0,19,19,3,6.67,207,88,48,245.83,49.17,94,100,100,50,133.06,33,33,33,6.67,2.6,19.99

45,11:00-11:15,52.94,9.62,272.15,2.24,0,70.19,8.66,16.51,1.92,3.72,10.35,31.29,2.89,2.89,0,48.12,0,16.51,110.69,16.51,7.68,2.89,43.31,9.62,9.62,17.75,30,0,0,15,15,3,6.67,210,90,49,245.83,49.17,96,100,100,50,135.81,33,33,33,6.67,2.6,19.99

46,11:15-11:30,52.94,9.62,272.15,2.24,0,70.19,8.66,16.82,1.92,3.72,10.35,31.29,2.89,2.89,0,48.12,0,16.82,110.69,16.82,7.68,2.89,43.31,9.62,9.62,17.75,30,0,0,15,15,3.33,6.67,210,90,49,245.83,49.17,97,100,100,50,137.93,33,33,33,6.67,2.6,19.99

47,11:30-11:45,52.94,9.62,272.15,2.61,0,70.19,8.66,16.82,1.92,3.72,10.35,31.29,2.89,2.89,0,48.12,0,16.82,110.69,16.82,7.68,2.89,43.31,9.62,9.62,17.75,30,0,0,15,15,3,6.67,210,90,48,245.83,49.17,91,100,97,48,139.45,33,33,33,6.67,2.6,19.99

48,11:45-12:00,52.94,9.62,272.15,2.61,0,70.19,8.66,16.82,1.92,3.72,10.35,31.29,2.89,2.89,0,48.12,0,16.82,110.69,16.82,7.68,2.89,43.31,9.62,9.62,17.75,30,0,0,15,15,3.33,6.67,210,90,48,245.83,49.17,91,100,97,48,140.69,33,33,33,6.67,2.6,19.99

49,12:00-12:15,52.94,9.62,231,2.61,0,70.19,8.57,16.82,1.92,3.65,7.85,31.29,2.89,2.89,0,48.12,0,16.82,110.69,16.82,7.68,2.89,43.31,9.62,9.62,19.34,29.5,0,0,16.67,16.67,6,7.5,186,79,48,240.07,48.02,92,100,97,48,141.69,33,33,33,7.5,2.8,22.5

50,12:15-12:30,52.94,9.62,231,2.61,0,70.19,8.57,16.82,1.92,3.65,7.85,31.29,2.89,2.89,0,48.12,0,16.82,110.69,16.82,7.68,2.89,43.31,9.62,9.62,19.34,29.5,0,0,17.67,17.67,6.33,8.33,186,79,48,238.95,47.79,92,100,97,48,142.29,33,33,33,8.33,2.8,25.01

51,12:30-12:45,52.94,9.62,231,2.61,0,70.19,8.57,16.82,1.92,3.65,7.85,31.29,2.89,2.89,0,48.12,0,16.82,110.69,16.82,7.68,2.89,43.31,9.62,9.62,26.3,29.5,0,0,25.67,25.67,6.67,9.5,186,79,48,238.72,47.74,92,100,97,48,140.41,33,33,33,9.5,3,28.5

52,12:45-13:00,52.94,9.62,192.5,2.61,0,70.19,8.57,16.82,1.92,3.65,7.85,31.29,2.89,2.89,0,48.12,0,16.82,110.69,16.82,7.68,2.89,43.31,9.62,9.62,26.3,29.5,0,0,26.67,26.67,7.33,10.83,186,79,48,239.34,47.87,92,100,97,48,138.36,33,33,33,10.83,3,32.51

53,13:00-13:15,52.94,9.62,149.68,2.7,0,70.19,8.47,16.82,1.92,3.88,10.35,31.29,2.89,2.89,0,48.12,0,16.82,110.69,16.82,7.68,2.89,43.31,9.62,9.62,26.3,29.5,0,0,29,29,9.33,10.67,179,76,48,238.8,47.76,95,100,97,48,135.46,33,33,33,10.67,3,31.99

54,13:15-13:30,52.94,9.62,149.68,2.7,0,70.19,8.47,16.82,1.92,3.88,10.35,31.29,2.89,2.89,0,48.12,0,16.82,110.69,16.82,7.68,2.89,43.31,9.62,9.62,26.3,29.5,0,0,31,31,10,11,179,76,48,239.02,47.8,95,100,97,48,131.47,33,33,33,11,3.2,33

55,13:30-13:45,52.94,9.62,149.68,2.7,0,70.19,7.56,16.82,1.92,3.88,10.35,31.29,2.89,2.89,0,48.12,0,16.82,127.77,16.82,7.68,2.89,43.31,9.62,9.62,26.3,29.5,0,0,32.67,32.67,10.67,11.33,179,76,48,239.14,47.83,95,100,93,47,130.2,33,33,33,11.33,3.4,34.01

56,13:45-14:00,52.94,9.62,192.5,2.7,0,70.19,7.56,16.82,1.92,3.88,10.35,31.29,2.89,2.89,0,48.12,0,16.82,127.77,16.82,7.68,2.89,43.31,9.62,9.62,26.3,29.5,0,0,34.67,34.67,12,11.67,179,76,48,238.92,47.79,95,100,93,47,127.7,33,33,33,11.67,3.6,34.99

57,14:00-14:15,52.94,9.62,231,2.9,0,70.19,7.64,16.29,1.92,4.27,10.35,31.29,2.89,2.89,0,48.12,0,16.29,127.77,16.29,7.68,2.89,43.31,9.62,9.62,26.3,29.5,0,0,36.33,36.33,12.67,12.17,189,81,48,239.27,47.85,91,100,92,46,124.54,33,33,33,12.17,3.6,36.49

58,14:15-14:30,52.94,9.62,272.15,2.9,0,70.19,7.64,15.8,1.92,4.27,10.35,31.29,2.89,2.89,0,48.12,0,15.8,175.9,15.8,7.68,2.89,43.31,9.62,9.62,26.3,29.5,0,0,37.33,37.33,13.33,12.67,189,81,48,238.66,47.73,91,100,91,45,120.86,33,33,33,12.67,3.8,37.99

59,14:30-14:45,52.94,9.62,272.15,2.9,0,70.19,7.64,15.27,1.92,4.27,10.35,31.29,2.89,2.89,0,48.12,0,15.27,189.83,15.27,7.68,2.89,43.31,9.62,9.62,26.3,29.5,0,0,38.33,38.33,14,13.17,189,81,47,238.76,47.75,91,100,89,45,114.67,33,33,33,13.17,4,39.49

60,14:45-15:00,52.94,9.62,272.15,2.9,0,70.19,7.64,14.69,1.92,4.27,10.35,31.29,2.89,2.89,0,48.12,0,14.69,189.83,14.69,7.68,2.89,43.31,9.62,9.62,26.3,29.5,0,0,39,39,14.67,13.67,186,79,45,236.91,47.38,88,100,87,43,108.18,33,33,33,13.67,4.2,40.99

61,15:00-15:15,52.94,9.62,272.15,3.18,0,70.19,7.64,13.97,1.92,4.5,10.35,31.29,2.89,2.89,0,48.12,0,13.97,223.52,13.97,7.68,2.89,43.31,9.62,9.62,26.3,29.5,0,0,39.67,39.67,14.33,15.17,179,76,43,229.69,45.94,87,100,85,43,101.36,33,33,33,15.17,5.4,45.49

62,15:15-15:30,52.94,9.62,272.15,3.18,0,70.19,7.64,13.26,1.92,4.5,10.35,31.29,2.89,2.89,0,48.12,0,13.26,223.52,13.26,7.68,2.89,43.31,9.62,9.62,26.3,29.5,0,0,40.33,40.33,14.33,15.67,172,73,40,219.12,43.82,82,97.89,82,41,93.97,33,33,33,15.67,5.6,46.99

63,15:30-15:45,52.94,9.62,272.15,3.18,0,70.19,7.64,12.41,1.92,4.5,10.35,31.29,2.89,2.89,0,48.12,0,12.41,223.52,12.41,7.68,2.89,43.31,9.62,9.62,26.3,29.5,0,0,41,41,15,16.17,161,69,38,205.2,41.04,77,91.98,77,38,88.16,33,33,33,16.17,6,48.49

64,15:45-16:00,52.94,9.62,272.15,3.18,0,70.19,7.64,11.66,1.92,4.5,10.35,31.29,2.89,2.89,0,48.12,0,11.66,223.52,11.66,7.68,2.89,43.31,9.62,9.62,26.3,29.5,0,0,41.67,41.67,15.33,16.67,151,64,35,189.96,37.99,70,85.9,71,36,81.8,33,33,33,16.67,6.4,49.99

65,16:00-16:15,81.81,9.62,272.15,3.46,50,70.19,7.74,10.56,1.92,4.81,10.35,31.28,2.89,2.89,0,48.12,0,10.56,257.86,10.56,7.68,2.89,43.31,9.62,9.62,26.3,29.5,0,0,42,42,18.33,15.67,137,58,33,173.82,34.76,64,77.84,63,32,74.6,33,33,33,15.67,8,46.99

66,16:15-16:30,100.27,9.62,272.15,3.46,50,70.19,7.74,9.65,1.92,4.81,10.35,31.28,2.89,2.89,0,48.12,0,9.65,257.86,9.65,7.68,2.89,43.31,9.62,9.62,26.3,29.5,0,0,42,42,18.33,15.5,123,52,29,156.72,31.34,57,71.54,57,28,66.67,33,33,33,15.5,8,46.5

67,16:30-16:45,100.27,9.62,272.15,3.46,50,66.04,7.74,8.67,1.92,4.81,10.35,31.28,2.89,2.89,0,48.12,0,8.67,257.86,8.67,7.68,2.89,43.31,9.62,9.62,26.3,29.5,0,0,42,42,15,15.67,105,45,25,138.97,27.8,49,64.07,50,25,51.89,33,33,33,15.67,8,46.99

68,16:45-17:00,100.27,9.62,272.15,3.46,50,66.04,7.74,7.22,1.92,4.81,10.35,31.28,2.89,2.89,0,48.12,0,7.22,257.86,7.22,7.68,2.89,43.31,9.62,9.62,26.3,29.5,0,0,42.33,42.33,15,15.83,88,37,21,120.75,24.15,42,56.56,43,21,42.28,33,33,33,15.83,8.2,47.51

69,17:00-17:15,100.27,9.62,272.15,3.73,50,66.04,7.83,5.62,1.92,5.12,10.35,31.29,2.89,2.89,0,48.12,0,5.62,257.86,5.62,7.68,2.89,43.31,9.62,9.62,26.3,29.5,0,0,40.33,40.33,10.33,15.5,70,30,18,90.3,18.06,36,48.41,37,18,32.95,33,33,32,15.5,8.4,46.5

70,17:15-17:30,100.27,9.62,272.15,3.73,50,66.04,7.83,4.35,1.92,5.12,10.35,31.29,2.89,2.89,0,48.12,0,4.35,257.86,4.35,7.68,2.89,43.31,9.62,9.62,26.3,29.5,0,0,38.67,38.67,10.33,15.17,53,22,12,71.88,14.38,29,40.79,23,11,24.24,33,33,16,15.17,8.4,45.49

