Block,Time Block,RAPPC,RSTPSU7,RSTPSU1TO6,NTPL,RAPPB,RIHAND3,RIHAND2,PARBATI3,RIHAND1,RAMPUR,SIMHST2,TALST2,TANDA2,TALA,TANAKPUR,SEWA2,SIMHST1,SASAN,SINGRAULI,SINGRAULI_HYDRO,SALAL,CHAMERA1,BSIUL,BRBCL,NLCIIST2,NNTPP,NLCIIST1,NLCTS2EXP,NLCEXP,MAPS,NAPP,NJPC,KHSTPP-II,KUDGI,KOTESHWR,KKNPPU2,KGSU1AND2,KOLDAM,KHSTPP-I,KGSU3AND4,KISHANGANGA,KKNP,JHAJJAR,FSTPP I & II,DHAULIGNGA,CHAMERA2,CHAMERA3,DADRT2,DULHASTI,TEHRI,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,URI2,UNCHAHAR3,TelanganaSTPP,UNCHAHAR2,URI,DADRI_RF,AURY_RF,AURY_GF,AURY_LF,DADRI_CRF,DADRI_GF,DADRI_LF,ANTA_CRF,ANTA_GF,ANTA_LF,ANTA_RF,AURY_CRF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
7,01:30-01:45,51.99,0,0,0,0,119.57,99.37,0,77.68,0,0,0,0,0,0.49,0,0,367.89,108.03,0,1.35,0,0,14.39,0,0,0,0,0,0,41.91,0,80.35,0,8.53,0,0,0,36.89,0,0,0,346.12,10.23,0,0,0,191.4,0,0,15.42,0,0,18.11,18.84,0,29.45,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

8,01:45-02:00,51.99,0,0,0,0,119.57,99.37,0,77.68,0,0,0,0,0,6.03,0,0,367.89,108.03,0,1.35,0,0,14.33,0,0,0,0,0,0,41.91,0,80.35,0,8.53,0,0,0,36.89,0,0,0,346.12,10.23,0,0,0,191.4,0,0,15.42,0,0,18.11,18.84,0,29.45,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

9,02:00-02:15,51.99,0,0,0,0,119.57,99.37,0,77.68,0,0,0,0,0,6.03,0,0,367.89,108.03,0,1.35,0,0,13.96,0,0,0,0,0,0,41.91,0,80.35,0,8.53,0,0,0,36.89,0,0,0,346.12,10.23,0,0,0,191.4,0,0,11.55,0,0,18.11,13.96,0,22.43,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

10,02:15-02:30,51.99,0,0,0,0,119.57,99.37,0,77.68,0,0,0,0,0,6.03,0,0,367.89,108.03,0,1.35,0,0,14.29,0,0,0,0,0,0,41.91,0,80.35,0,8.53,0,0,0,36.89,0,0,0,346.12,10.23,0,0,0,191.4,0,0,11.55,0,0,4.27,13.96,0,22.43,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

11,02:30-02:45,51.99,0,0,0,0,119.57,99.37,0,77.68,0,0,0,0,0,0.49,0,0,367.89,108.03,0,1.35,0,0,13.97,0,0,0,0,0,0,41.91,0,80.35,0,8.53,0,0,0,36.89,0,0,0,346.12,10.16,0,0,0,191.4,0,0,11.55,0,0,4.27,13.96,0,22.43,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

12,02:45-03:00,51.99,0,0,0,0,119.57,99.37,0,77.68,0,0,0,0,0,0.49,0,0,367.89,108.03,0,1.35,0,0,16.45,0,0,0,0,0,0,41.91,0,80.35,0,8.53,0,0,0,36.89,0,0,0,346.12,10.16,0,0,0,191.4,0,0,11.55,0,0,4.27,13.96,0,22.43,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

13,03:00-03:15,51.99,0,0,0,0,119.57,99.37,0,77.68,0,0,0,0,0,0.49,0,0,367.89,108.03,0,1.35,0,0,17.77,0,0,0,0,0,0,41.91,0,80.35,0,8.53,0,0,0,36.89,0,0,0,346.12,10.16,0,0,0,191.4,0,0,11.55,0,0,4.27,13.96,0,22.43,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

14,03:15-03:30,51.99,0,0,0,0,119.57,99.37,0,77.68,0,0,0,0,0,0.49,0,0,367.89,108.03,0,1.35,0,0,19.24,0,0,0,0,0,0,41.91,0,80.35,0,8.53,0,0,0,36.89,0,0,0,346.12,10.16,0,0,0,191.4,0,0,11.55,0,0,4.27,13.96,0,22.43,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

15,03:30-03:45,51.99,0,0,0,0,119.57,99.37,0,77.68,0,0,0,0,0,0.49,0,0,367.89,108.03,0,8.94,0,0,19.24,0,0,0,0,0,0,41.91,0,80.35,0,8.53,0,0,0,36.89,0,0,0,346.12,12.9,0,0,0,191.4,0,0,11.55,0,0,4.27,13.96,0,22.43,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,51.99,0,0,0,0,119.57,99.37,0,77.68,0,0,0,0,0,0.49,0,0,367.89,108.03,0,40.23,0,0,19.24,0,0,0,0,0,0,41.91,0,80.35,0,8.53,0,0,0,36.89,0,0,0,346.12,12.9,0,0,0,191.4,0,0,11.55,0,0,4.27,13.96,0,22.43,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,51.99,0,0,0,0,119.57,99.37,0,77.68,0,0,0,0,0,0.49,0,0,367.89,108.03,0,40.23,0,0,19.24,0,0,0,0,0,0,41.91,0,80.35,0,8.53,0,0,0,36.89,0,0,0,346.12,12.9,0,0,0,191.4,0,0,15.42,0,0,4.27,18.7,0,29.23,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,51.99,0,0,0,0,119.57,99.37,0,77.68,0,0,0,0,0,0.49,0,0,367.89,108.03,0,40.23,0,0,19.24,0,0,0,0,0,0,41.91,0,80.35,0,8.53,0,0,0,36.89,0,0,0,346.12,12.9,0,0,0,216.4,0,0,15.42,0,0,4.27,18.7,0,29.23,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,51.99,0,0,0,0,119.57,99.37,0,77.68,0,0,0,0,0,0.49,0,0,367.89,108.03,0,40.23,0,0,19.24,0,0,0,0,0,0,41.91,0,80.35,0,8.53,0,0,0,36.89,0,0,0,346.12,12.9,0,0,0,254.88,15.85,0,15.42,0,0,4.27,18.7,0,29.23,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,51.99,0,0,0,0,119.57,114.22,0,88.49,0,0,0,0,0,0.49,0,0,367.89,121.16,0,40.23,0,0,19.24,0,0,0,0,0,0,41.91,0,95.09,0,8.53,0,0,0,43.49,0,0,0,346.12,12.98,0,0,0,293.35,15.85,0,15.42,0,0,4.27,18.7,0,29.23,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,51.99,0,0,0,0,119.57,114.22,0,88.49,0,0,0,0,0,0.49,0,0,367.89,121.16,0,40.23,0,0,19.24,0,0,0,0,0,0,41.91,0,95.09,0,8.53,0,0,0,43.49,0,0,0,346.12,12.98,0,0,0,341.44,15.85,0,15.42,0,0,4.27,18.7,0,29.23,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,51.99,0,0,0,0,119.57,114.22,0,88.49,0,0,0,0,0,6.03,0,0,367.89,121.16,0,8.94,0,0,19.24,0,0,0,0,0,0,41.91,18.22,95.09,0,8.53,0,0,0,43.49,0,0,0,346.12,15.59,0,0,0,408.76,15.85,14.97,15.42,0,0,4.27,18.7,0,29.23,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,51.99,0,0,0,0,119.57,114.22,0,88.49,0,0,0,0,0,6.03,0,0,367.89,121.16,0,2.24,0,0,19.24,0,0,0,0,0,0,41.91,36.43,95.09,0,8.53,0,0,0,43.49,0,0,0,346.12,15.59,0,0,0,466.47,15.85,29.94,15.42,0,0,4.27,18.7,0,29.23,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,51.99,0,0,0,0,119.57,114.22,0,88.49,0,0,0,0,0,6.03,0,0,367.89,121.16,0,2.24,0,0,19.24,0,0,0,0,0,0,41.91,54.65,95.09,0,8.53,0,0,0,43.49,0,0,0,346.12,15.59,0,0,0,495.33,15.85,44.91,15.42,0,0,4.27,18.7,0,29.23,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,51.99,0,0,0,0,119.57,114.22,3.67,78.87,0,0,0,0,0,0.49,0,0,367.89,121.16,0,2.24,0,0,19.24,0,0,0,0,0,0,41.91,91.08,95.09,0,8.53,0,0,0,43.49,0,0,0,418.13,15.59,7.63,3.2,0,552.67,31.7,59.86,17.64,0,0,4.27,25.38,0,40.78,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

26,06:15-06:30,51.99,0,0,0,0,119.57,114.22,15.92,78.87,0,0,0,0,0,0.49,0,0,367.89,121.16,0,2.24,0,0,19.24,0,0,0,0,0,0,41.91,112.48,95.09,0,25.6,0,0,0,43.49,0,0,0,509.59,15.59,15.37,3.2,6.12,591.14,31.7,59.86,17.64,0,0,4.27,25.38,0,40.78,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

27,06:30-06:45,51.99,0,0,0,0,119.57,114.22,15.92,78.87,0,0,0,0,0,0.49,10.14,0,367.89,121.16,0,2.24,11.55,0,19.24,0,0,0,0,0,0,41.91,134.98,95.09,0,38.31,0,0,0,43.49,0,0,0,627.93,15.59,35.15,25.33,27.95,656.7,31.7,59.86,19.77,0,0,4.27,25.38,0,40.78,25.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

28,06:45-07:00,51.99,0,0,0,0,119.57,114.22,15.92,78.87,0,0,0,0,0,0.49,10.14,0,367.89,121.16,0,2.24,26.98,0,19.24,0,0,0,0,0,0,41.91,134.98,95.09,0,38.31,0,0,0,43.49,0,0,0,627.93,15.59,35.15,25.33,27.95,656.7,31.7,59.86,19.77,0,0,4.27,25.38,0,40.78,25.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

29,07:00-07:15,51.99,0,0,0,0,119.57,114.22,15.92,78.87,0,0,0,0,0,0.49,10.14,0,367.89,121.16,0,2.24,26.98,0,19.24,0,0,0,0,0,0,41.91,134.98,95.09,0,38.31,0,0,0,43.49,0,0,0,627.93,15.59,35.15,25.33,27.95,656.7,31.7,59.86,19.77,0,0,4.27,25.38,0,40.78,25.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

30,07:15-07:30,51.99,0,0,0,0,119.57,114.22,15.92,78.87,0,0,0,0,0,0.24,10.14,0,367.89,121.16,0,2.24,26.98,0,19.24,0,0,0,0,0,0,41.91,134.98,95.09,0,38.31,0,0,0,43.49,0,0,0,627.93,15.59,35.15,25.33,27.95,656.7,31.7,59.86,19.77,0,0,4.27,25.38,0,40.78,3.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

31,07:30-07:45,51.99,0,0,0,0,119.57,114.22,15.92,78.87,0,0,0,0,0,0.24,10.14,0,367.89,121.16,0,2.24,26.98,0,19.24,0,0,0,0,0,0,41.91,134.98,95.09,0,38.31,0,0,0,43.49,0,0,0,627.93,15.59,35.15,25.33,27.95,656.7,31.7,59.86,19.77,0,0,4.27,25.38,0,40.78,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

32,07:45-08:00,51.99,0,0,0,0,119.57,114.22,3.42,78.87,0,0,0,0,0,0.24,10.14,0,367.89,121.16,0,2.24,13.51,0,19.24,0,0,0,0,0,0,41.91,100.19,95.09,0,38.31,0,0,0,43.49,0,0,0,627.93,15.59,35.15,25.33,27.95,656.7,31.7,59.86,19.77,0,0,4.27,25.38,0,40.78,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

33,08:00-08:15,51.99,0,0,0,0,119.57,114.22,0,78.87,0,0,0,0,0,6.03,0,0,367.89,121.16,0,2.24,13.51,0,19.24,0,0,0,0,0,0,41.91,79.15,95.09,0,18.97,0,0,0,43.49,0,0,0,627.93,15.59,15.37,25.33,1.84,656.7,31.7,59.86,19.77,0,0,4.27,25.38,0,40.78,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

34,08:15-08:30,51.99,0,0,0,0,119.57,114.22,0,78.87,0,0,0,0,0,6.03,0,0,367.89,121.16,0,2.24,0,0,19.24,0,0,0,0,0,0,41.91,59.21,95.09,0,8.53,0,0,0,43.49,0,0,0,627.93,15.59,7.75,12.67,0,656.7,31.7,44.91,19.77,0,0,4.27,25.38,0,40.78,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

35,08:30-08:45,51.99,0,0,0,0,119.57,114.22,0,78.87,0,0,0,0,0,0.24,0,0,378.71,121.16,0,2.24,0,0,19.24,0,0,0,0,0,0,41.91,30.06,95.09,0,8.53,0,0,0,43.49,0,0,0,627.93,15.59,0,0,0,656.7,31.7,44.91,19.77,0,0,4.27,25.38,0,40.78,25.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

36,08:45-09:00,51.99,0,0,0,0,119.57,114.22,0,78.87,0,0,0,0,0,0.24,0,0,388.78,121.16,0,2.24,0,0,19.24,0,0,0,0,0,0,41.91,21.86,95.09,0,8.53,0,0,0,43.49,0,0,0,627.93,15.59,0,0,0,656.7,31.7,29.94,19.77,0,0,4.27,25.38,0,40.78,25.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

37,09:00-09:15,51.99,0,0,0,0,119.57,114.22,0,78.87,0,0,0,0,0,0.24,0,0,389.53,121.16,0,2.24,0,0,19.24,0,0,0,0,0,0,41.91,0,95.09,0,8.53,0,0,0,43.49,0,0,0,627.93,15.59,0,0,0,656.7,31.7,29.94,19.77,0,0,4.27,25.38,0,40.78,25.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

38,09:15-09:30,51.99,0,0,0,0,119.57,114.22,0,78.87,0,0,0,0,0,0.24,0,0,389.53,121.16,0,2.24,0,0,19.24,0,0,0,0,0,0,41.91,0,95.09,0,8.53,0,0,0,43.49,0,0,0,627.93,15.59,0,0,0,656.7,15.85,14.97,19.77,0,0,4.27,25.38,0,40.78,3.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

39,09:30-09:45,51.99,0,0,0,0,119.57,114.22,0,78.87,0,0,0,0,0,6.03,0,0,389.53,121.16,0,1.35,0,0,19.24,0,0,0,0,0,0,41.91,0,95.09,0,8.53,0,0,0,43.49,0,0,0,627.93,15.59,0,0,0,656.7,15.85,14.97,19.77,0,0,4.27,25.38,0,40.78,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

40,09:45-10:00,51.99,0,0,0,0,119.57,114.22,0,78.87,0,0,0,0,0,0.24,0,0,389.53,121.16,0,1.35,0,0,19.24,0,0,0,0,0,0,41.91,0,95.09,0,8.53,0,0,0,43.49,0,0,0,627.93,15.59,0,0,0,656.7,15.85,0,19.77,0,0,4.27,25.38,0,40.78,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

41,10:00-10:15,51.99,0,0,0,0,119.57,114.22,0,85,0,0,0,0,0,0.24,0,0,389.53,121.16,0,1.35,0,0,19.24,0,0,0,0,0,0,41.91,0,95.09,0,8.53,0,0,0,43.49,0,0,0,627.93,15.59,0,0,0,610.38,0,0,19.77,0,0,4.27,25.38,0,40.78,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

42,10:15-10:30,51.99,0,0,0,0,119.57,114.22,0,88.49,0,0,0,0,0,0.24,0,0,389.53,121.16,0,1.35,0,0,19.24,0,0,0,0,0,0,41.91,0,95.09,0,8.53,0,0,0,43.49,0,0,0,627.93,15.59,0,0,0,600.76,0,0,19.77,0,0,18.11,25.38,0,40.78,10.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

43,10:30-10:45,51.99,0,0,0,0,119.57,114.22,0,88.49,0,0,0,0,0,0.24,0,0,389.53,121.16,0,1.35,0,0,19.24,0,0,0,0,0,0,41.91,0,95.09,0,8.53,0,0,0,43.49,0,0,0,627.93,15.59,0,0,0,595.95,0,0,19.77,0,0,18.11,25.38,0,40.78,10.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

44,10:45-11:00,51.99,0,0,0,0,119.57,114.22,0,88.49,0,0,0,0,0,0.24,0,0,389.53,121.16,0,1.35,0,0,18.85,0,0,0,0,0,0,41.91,0,95.09,0,8.53,0,0,0,43.49,0,0,0,627.93,15.59,0,0,0,576.71,0,0,19.77,0,0,18.11,25.38,0,40.78,10.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

45,11:00-11:15,51.99,0,0,0,0,119.57,114.22,0,88.49,0,0,0,0,0,0.24,0,0,389.53,121.16,0,1.35,0,0,19.24,0,0,0,0,0,0,41.91,0,95.09,0,8.53,0,0,0,43.49,0,0,0,503.02,15.59,0,0,0,576.71,0,0,17.64,0,0,18.11,23.05,0,36.19,10.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

46,11:15-11:30,51.99,0,0,0,0,119.57,114.22,0,88.49,0,0,0,0,0,0.24,0,0,389.53,121.16,0,1.35,0,0,19.24,0,0,0,0,0,0,41.91,0,95.09,0,8.53,0,0,0,43.49,0,0,0,416.46,15.59,0,0,0,557.48,0,0,17.64,0,0,4.27,22.79,0,36.19,10.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

47,11:30-11:45,51.99,0,0,0,0,119.57,114.22,0,88.49,0,0,0,0,0,1.11,0,0,389.53,121.16,0,1.35,0,0,19.24,0,0,0,0,0,0,41.91,0,95.09,0,8.53,0,0,0,43.49,0,0,0,346.12,15.59,0,0,0,490.52,0,0,17.64,0,0,4.27,22.79,0,36.19,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

48,11:45-12:00,51.99,0,0,0,0,119.57,114.22,0,88.49,0,0,0,0,0,1.11,0,0,389.53,121.16,0,1.35,0,0,19.24,0,0,0,0,0,0,41.91,0,95.09,0,8.53,0,0,0,43.49,0,0,0,346.12,15.59,0,0,0,428,0,0,17.64,0,0,4.27,22.79,0,36.19,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

49,12:00-12:15,51.99,0,0,0,0,119.57,114.22,0,88.49,0,0,0,0,0,1.11,0,0,389.53,121.16,0,12.29,0,0,19.24,0,0,0,0,0,0,41.91,0,95.09,0,8.53,0,0,0,43.49,0,0,0,346.12,15.59,0,0,0,375.22,0,0,17.64,0,0,4.27,25.38,0,40.78,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

50,12:15-12:30,51.99,0,0,0,0,119.57,114.22,0,88.49,0,0,0,0,0,1.11,0,0,389.53,121.16,0,53.64,0,0,19.24,0,0,0,0,0,0,41.91,0,95.09,0,8.53,0,0,0,43.49,0,0,0,346.12,15.59,0,0,0,312.58,0,0,17.64,0,0,4.27,25.38,0,40.78,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

51,12:30-12:45,51.99,0,0,0,0,119.57,114.22,0,88.49,0,0,0,0,0,1.11,0,0,389.53,121.16,0,53.64,0,0,19.24,0,0,0,0,0,0,41.91,0,95.09,0,8.53,0,0,0,43.49,0,0,0,346.12,15.59,0,0,0,297.2,0,0,17.64,0,0,4.27,25.38,0,40.78,10.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

52,12:45-13:00,51.99,0,0,0,0,119.57,114.22,0,88.49,0,0,0,0,0,1.11,0,0,389.53,121.16,0,53.64,0,0,19.24,0,0,0,0,0,0,41.91,0,95.09,0,8.53,0,0,0,43.49,0,0,0,346.12,15.59,0,0,0,293.35,0,0,17.64,0,0,4.27,25.38,0,40.78,10.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

53,13:00-13:15,51.99,0,0,0,0,119.57,114.22,0,88.49,0,0,0,0,0,1.11,0,0,389.53,121.16,0,12.29,0,0,19.24,0,0,0,0,0,0,41.91,0,95.09,0,8.53,0,0,0,43.49,0,0,0,346.12,15.59,0,0,0,293.35,0,0,17.64,0,0,4.27,22.42,0,36.54,10.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

54,13:15-13:30,51.99,0,0,0,0,119.57,114.22,0,88.49,0,0,0,0,0,1.11,0,0,389.53,121.16,0,1.35,0,0,19.24,0,0,0,0,0,0,41.91,0,95.09,0,8.53,0,0,0,43.49,0,0,0,346.12,15.59,0,0,0,293.35,0,0,17.64,0,0,4.27,21.82,0,36.19,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

55,13:30-13:45,51.99,0,0,0,0,119.57,114.22,0,88.49,0,0,0,0,0,1.11,0,0,389.53,121.16,0,1.35,0,0,19.24,0,0,0,0,0,0,41.91,0,95.09,0,8.53,0,0,0,43.49,0,0,0,346.12,15.59,0,0,0,293.35,0,0,17.64,0,0,4.27,21.82,0,29.45,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,51.99,0,0,0,0,119.57,114.22,0,88.49,0,0,0,0,0,1.11,0,0,389.53,121.16,0,1.35,0,0,19.24,0,0,0,0,0,0,41.91,0,95.09,0,8.53,0,0,0,43.49,0,0,0,346.12,15.59,0,0,0,293.35,0,0,17.64,0,0,4.27,21.82,0,29.45,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

57,14:00-14:15,51.99,0,0,0,0,119.57,114.22,0,88.49,0,0,0,0,0,1.11,0,0,389.53,121.16,0,1.35,0,0,19.24,0,0,0,0,0,0,41.91,0,95.09,0,8.53,0,0,0,43.49,0,0,0,346.12,15.59,0,0,0,293.35,13.58,0,17.64,0,0,4.27,21.82,0,29.45,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

58,14:15-14:30,51.99,0,0,0,0,119.57,114.22,0,88.49,0,0,0,0,0,1.11,0,0,389.53,121.16,0,1.35,0,0,19.24,0,0,0,0,0,0,41.91,0,95.09,0,8.53,0,0,0,43.49,0,0,0,346.12,15.59,0,0,0,293.35,13.58,0,17.64,0,0,4.27,21.82,0,29.45,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,51.99,0,0,0,0,119.57,114.22,0,88.49,0,0,0,0,0,1.11,0,0,389.53,121.16,0,1.35,0,0,19.24,0,0,0,0,0,0,41.91,0,95.09,0,8.53,0,0,0,43.49,0,0,0,346.12,15.59,0,0,0,327.33,13.58,0,17.64,0,0,4.27,21.82,0,29.45,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,51.99,0,0,0,0,119.57,114.22,0,88.49,0,0,0,0,0,1.11,0,0,389.53,121.16,0,1.35,0,0,19.24,0,0,0,0,0,0,41.91,0,95.09,0,8.53,0,0,0,43.49,0,0,0,346.12,15.59,0,0,0,351.06,13.58,0,17.64,0,0,4.27,21.82,0,29.45,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

61,15:00-15:15,51.99,0,0,0,0,119.57,114.22,0,88.49,0,0,0,0,0,1.11,0,0,389.53,121.16,0,1.35,0,0,19.24,0,0,0,0,0,0,41.91,0,95.09,0,8.53,0,0,0,43.49,0,0,0,416.46,15.59,0,0,0,320.83,15.85,0,17.64,0,0,4.27,21.82,0,33.2,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

62,15:15-15:30,51.99,0,0,0,0,119.57,114.22,0,88.49,0,0,0,0,0,1.11,0,0,389.53,121.16,0,1.35,0,0,19.24,0,0,0,0,0,0,41.91,0,95.09,0,8.53,0,0,0,43.49,0,0,0,464.55,15.59,0,0,0,351.06,15.85,0,17.64,0,0,4.27,21.82,0,36.18,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

