Block,Time,CHAMERA1,KGSU3AND4,NTPL,ANTA_CRF,JHAJJAR,KHSTPP-I,KISHANGANGA,NLCIIST2,SALAL,SINGRAULI,TALA,TelanganaSTPP,ANTA_GF,DADRT2,KUDGI,RAPPC,UNCHAHAR4,AURY_CRF,DHAULIGNGA,NAPP,NNTPP,RIHAND2,RSTPSU1TO6,TANAKPUR,DADRI_GF,DADRI_RF,BRBCL,KKNPPU2,MAPS,NJPC,RAPPB,RSTPSU7,SIMHST2,TALST2,TANDA2,TEHRI,UNCHAHAR1,URI2,ANTA_LF,FSTPP I & II,NLCIIST1,NLCTS2EXP,SIMHST1,SINGRAULI_HYDRO,DADRI_LF,CHAMERA2,DULHASTI,KHSTPP-II,KKNP,KOTESHWR,NLCEXP,PARBATI3,RAMPUR,RIHAND3,SASAN,SEWA2,ANTA_RF,AURY_RF,DADRI_CRF,BSIUL,CHAMERA3,KGSU1AND2,KOLDAM,RIHAND1,UNCHAHAR2,UNCHAHAR3,URI,VALLURNTECL,AURY_GF,AURY_LF
14,03:15-03:30,0,0,0,0,654.3,33.69,0,0,1.4,125.96,0,0,0,683.14,0,53.3,0,0,0,43.37,0,118.75,0,0,0,69.05,20,0,0,0,0,0,0,0,0,0,10.27,4.31,0,20.8,0,0,0,0,23.57,0,16.48,148.3,0,8.88,0,0,0,124.32,348.98,0,45.05,53.76,0,0,0,0,0,92,42.39,26.39,1.11,0,0,0

15,03:30-03:45,0,0,0,0,654.3,33.69,0,0,1.4,125.96,0,0,0,683.14,0,53.3,0,0,0,43.37,0,118.75,0,0,0,69.05,20,0,0,0,0,0,0,0,0,0,10.27,4.31,0,20.8,0,0,0,0,23.57,0,16.48,148.3,0,8.88,0,0,0,124.32,348.98,0,45.05,53.76,0,0,0,0,0,92,42.39,26.39,1.11,0,0,0

16,03:45-04:00,0,0,0,0,654.3,33.69,0,0,1.4,125.96,0,0,0,683.14,0,53.3,0,0,0,43.37,0,118.75,0,0,0,69.05,20,0,0,0,0,0,0,0,0,0,10.27,4.31,0,20.8,0,0,0,0,23.57,0,16.48,148.3,0,8.88,0,0,0,124.32,348.98,0,45.05,53.76,0,0,0,0,0,92,42.39,26.39,1.11,0,0,0

17,04:00-04:15,0,0,0,0,654.3,33.69,0,0,1.4,125.96,0,0,0,683.14,0,53.3,0,0,0,43.37,0,118.75,0,0,0,69.05,20,0,0,0,0,0,0,0,0,0,10.27,4.31,0,20.8,0,0,0,0,23.57,0,16.48,148.3,0,8.88,0,0,0,124.32,348.98,0,45.05,53.76,0,0,0,0,0,92,42.39,26.39,1.11,0,0,0

18,04:15-04:30,0,0,0,0,654.3,33.69,0,0,1.4,125.96,0,0,0,683.14,0,53.3,0,0,0,43.37,0,118.75,0,0,0,69.05,20,0,0,0,0,0,0,0,0,0,10.27,4.31,0,20.8,0,0,0,0,23.57,0,16.48,148.3,0,8.88,0,0,0,124.32,348.98,0,45.05,53.76,0,0,0,0,0,92,42.39,26.39,1.11,0,0,0

19,04:30-04:45,0,0,0,0,654.3,33.69,0,0,1.4,125.96,0,0,0,683.14,0,53.3,0,0,0,43.37,0,118.75,0,0,0,69.05,20,0,0,0,0,0,0,0,0,0,10.27,4.31,0,20.15,0,0,0,0,23.57,0,16.48,148.3,0,8.88,0,0,0,124.32,348.98,0,45.25,53.76,0,0,0,0,0,92,42.39,26.39,1.11,0,0,0

20,04:45-05:00,0,0,0,0,654.3,33.69,0,0,1.4,125.96,0,0,0,683.14,0,53.3,0,0,0,43.37,0,118.75,0,0,0,69.05,20,0,0,0,0,0,0,0,0,0,10.27,4.31,0,20.15,0,0,0,0,23.57,0,16.48,148.3,0,8.88,0,0,0,124.32,348.98,0,45.25,53.76,0,0,0,0,0,92,42.39,26.39,1.11,0,0,0

21,05:00-05:15,0,0,0,0,654.3,33.69,0,0,1.4,125.96,0,0,0,683.14,0,53.3,0,0,0,43.37,0,118.75,0,0,0,69.05,20,0,0,0,0,0,0,0,0,0,10.27,4.31,0,20.15,0,0,0,0,23.57,0,16.48,148.3,0,8.88,0,0,0,124.32,348.98,0,45.25,53.76,0,0,0,0,0,92,42.39,26.39,1.11,0,0,0

22,05:15-05:30,0,0,0,0,654.3,33.69,0,0,1.4,125.96,0,0,0,683.14,0,53.3,0,0,0,43.37,0,118.75,0,0,0,69.05,20,0,0,0,0,0,0,0,0,0,10.27,4.31,0,20.15,0,0,0,0,23.57,0,16.48,148.3,0,8.88,0,0,0,124.32,348.98,0,45.25,53.76,0,0,0,0,0,92,42.39,26.39,1.11,0,0,0

23,05:30-05:45,0,0,0,0,654.3,33.69,0,0,1.4,125.96,0,0,0,683.14,0,53.3,0,0,0,43.37,0,118.75,0,0,0,69.05,20,0,0,23.39,0,0,0,0,0,0,10.27,4.31,0,20.15,0,0,0,0,23.57,0,16.48,148.3,0,8.88,0,0,0,124.32,348.98,0,45.25,53.76,0,0,0,0,0,92,42.39,26.39,1.11,0,0,0

24,05:45-06:00,0,0,0,0,654.3,33.69,0,0,1.4,125.96,0,0,0,683.14,0,53.3,0,0,0,43.37,0,118.75,0,0,0,69.05,20,0,0,23.39,0,0,0,0,0,15.56,10.27,4.31,0,20.15,0,0,0,0,23.57,0,16.48,148.3,0,8.88,0,0,0,124.32,348.98,0,45.25,53.76,0,0,0,0,0,92,42.39,26.39,1.11,0,0,0

25,06:00-06:15,0,0,0,0,654.3,33.69,0,0,1.4,125.96,0,0,0,683.14,0,53.3,0,0,0,43.37,0,118.75,0,0,0,69.05,20,0,0,46.79,0,0,0,0,0,15.56,10.27,4.31,0,20.15,0,0,0,0,23.57,0,16.48,148.3,0,8.88,0,3.82,0,124.32,348.98,0,45.25,53.76,0,0,0,0,0,92,42.39,26.39,1.11,0,0,0

26,06:15-06:30,0,0,0,0,654.3,33.69,0,0,9.29,125.96,0,0,0,683.14,0,53.3,0,0,0,43.37,0,118.75,0,0,0,69.05,20,0,0,70.17,0,0,0,0,0,29.86,10.27,4.31,0,20.15,0,0,0,0,23.57,3.33,16.48,148.3,0,8.88,0,16.55,0,124.32,348.98,0,45.47,53.76,0,0,0,0,0,92,42.39,26.39,1.11,0,0,0

27,06:30-06:45,12.01,0,0,0,654.3,33.69,0,0,41.83,125.96,0,0,0,683.14,0,53.3,0,0,7.92,43.37,0,118.75,0,0,0,69.05,20,0,0,93.56,0,0,0,0,0,46.68,10.27,4.31,0,20.15,0,0,0,0,23.57,13.17,16.48,148.3,0,8.88,0,16.55,0,124.32,348.98,0,45.47,53.76,0,2.2,9.67,0,0,92,42.39,26.39,1.11,0,0,0

28,06:45-07:00,12.25,0,0,0,634.3,33.69,0,0,41.83,125.96,0,0,0,683.14,0,53.3,0,0,27.41,43.37,0,118.75,0,0,0,69.05,20,0,0,116.96,0,0,0,0,0,62.24,10.27,4.31,0,20.15,0,0,0,0,23.57,26.34,32.95,148.3,0,9.86,0,16.55,0,124.32,348.98,7.9,45.47,53.76,0,13.04,19.38,0,0,92,42.39,26.39,1.11,0,0,0

29,07:00-07:15,28.1,0,0,0,594.3,33.69,0,0,41.83,125.96,0,0,0,683.14,0,53.3,0,0,27.41,43.37,0,118.75,0,5.76,0,69.05,20,0,0,116.96,0,0,0,0,0,62.24,10.27,4.31,0,20.15,0,0,0,0,23.57,26.34,32.95,148.3,0,9.86,0,16.55,0,124.32,348.98,7.9,45.47,53.76,0,13.04,19.38,0,0,92,42.39,26.39,1.33,0,0,0

30,07:15-07:30,28.1,0,0,0,594.3,33.69,0,0,41.83,125.96,0,0,0,683.14,0,53.3,0,0,27.41,43.37,0,118.75,0,5.76,0,69.05,20,0,0,116.96,0,0,0,0,0,62.24,10.27,4.31,0,20.15,0,0,0,0,23.57,26.34,32.95,148.3,0,9.86,0,16.55,0,124.32,348.98,7.9,45.47,53.76,0,13.04,19.38,0,0,92,42.39,26.39,1.33,0,0,0

31,07:30-07:45,28.1,0,0,0,594.3,33.69,0,0,41.83,125.96,0,0,0,683.14,0,53.3,0,0,27.41,43.37,0,118.75,0,5.76,0,69.05,20,0,0,116.96,0,0,0,0,0,62.24,10.27,4.31,0,20.15,0,0,0,0,23.57,26.34,32.95,148.3,0,9.86,0,16.55,0,124.32,348.98,8.19,45.47,53.76,0,13.04,19.38,0,0,92,42.39,26.39,4.41,0,0,0

32,07:45-08:00,28.1,0,0,0,594.3,33.69,0,0,41.83,125.96,0,0,0,683.14,0,53.3,0,0,27.41,43.37,0,118.75,0,5.76,0,69.05,20,0,0,116.96,0,0,0,0,0,62.24,10.27,10.76,0,20.15,0,0,0,0,23.57,26.34,32.95,148.3,0,9.86,0,3.56,0,124.32,348.98,8.19,45.47,53.76,0,13.04,19.38,0,0,92,42.39,26.39,26.49,0,0,0

33,08:00-08:15,28.1,0,0,0,554.3,33.69,0,0,9.29,125.96,0,0,0,683.14,0,53.3,0,0,27.41,43.37,0,118.75,0,5.76,0,69.05,20,0,0,93.56,0,0,0,0,0,62.24,10.27,10.76,0,20.15,0,0,0,0,23.57,26.34,32.95,148.3,0,9.86,0,0,0,124.32,348.98,8.19,45.47,53.76,0,13.04,19.38,0,0,92,42.39,26.39,26.49,0,0,0

34,08:15-08:30,28.1,0,0,0,554.3,33.69,0,0,1.4,125.96,0,0,0,683.14,0,53.3,0,0,15.98,43.37,0,118.75,0,5.76,0,69.05,20,0,0,93.56,0,0,0,0,0,62.24,10.27,10.76,0,20.15,0,0,0,0,23.57,26.34,32.95,148.3,0,9.86,0,0,0,124.32,348.98,8.19,45.47,53.76,0,13.04,19.38,0,0,92,42.39,26.39,26.49,0,0,0

35,08:30-08:45,12.01,0,0,0,554.3,33.69,0,0,1.4,125.96,0,0,0,683.14,0,53.3,0,0,7.92,43.37,0,118.75,0,0,0,69.05,20,0,0,70.17,0,0,0,0,0,62.24,10.27,4.31,0,20.15,0,0,0,0,23.57,13.17,16.48,148.3,0,8.88,0,0,0,124.32,348.98,0,45.25,53.76,0,2.2,9.67,0,0,92,42.39,26.39,3.31,0,0,0

36,08:45-09:00,0,0,0,0,554.3,33.69,0,0,1.4,125.96,0,0,0,683.14,0,53.3,0,0,0,43.37,0,118.75,0,0,0,69.05,20,0,0,70.17,0,0,0,0,0,46.12,10.27,4.31,0,20.15,0,0,0,0,23.57,0,0,148.3,0,8.88,0,0,0,124.32,348.98,0,45.05,53.76,0,0,0,0,0,92,42.39,26.39,2.21,0,0,0

37,09:00-09:15,0,0,0,0,524.3,33.69,0,0,1.4,125.96,0,0,0,683.14,0,53.3,0,0,0,43.37,0,118.75,0,0,0,69.05,20,0,0,46.79,0,0,0,0,0,44.79,10.27,4.31,0,20.15,0,0,0,0,23.57,0,0,148.3,0,8.88,0,0,0,124.32,348.98,0,44.83,53.76,0,0,0,0,0,92,42.39,26.39,2.21,0,0,0

38,09:15-09:30,0,0,0,0,524.3,33.69,0,0,1.4,125.96,0,0,0,683.14,0,53.3,0,0,0,43.37,0,118.75,0,0,0,69.05,20,0,0,46.79,0,0,0,0,0,31.12,10.27,4.31,0,20.15,0,0,0,0,23.57,0,0,148.3,0,8.88,0,0,0,124.32,348.98,0,44.83,53.76,0,0,0,0,0,92,42.39,26.39,2.21,0,0,0

39,09:30-09:45,0,0,0,0,524.3,33.69,0,0,1.4,125.96,0,0,0,683.14,0,53.3,0,0,0,43.37,0,118.75,0,0,0,69.05,20,0,0,46.79,0,0,0,0,0,31.12,10.27,4.31,0,20.15,0,0,0,0,23.57,0,0,148.3,0,8.88,0,0,0,124.32,348.98,0,44.63,53.76,0,0,0,0,0,92,42.39,26.39,2.21,0,0,0

40,09:45-10:00,0,0,0,0,524.3,33.69,0,0,1.4,125.96,0,0,0,683.14,0,53.3,0,0,0,43.37,0,118.75,0,0,0,69.05,20,0,0,46.79,0,0,0,0,0,14.93,10.27,4.31,0,20.15,0,0,0,0,23.57,0,0,148.3,0,8.88,0,0,0,124.32,348.98,0,44.41,53.76,0,0,0,0,0,92,42.39,26.39,26.49,0,0,0

41,10:00-10:15,0,0,0,0,494.3,33.69,0,0,1.4,125.96,0,0,0,683.14,0,53.3,0,0,0,43.37,0,118.75,0,0.9,0,69.05,20,0,0,23.39,0,0,0,0,0,0,10.27,10.76,0,20.15,0,0,0,0,23.57,0,0,148.3,0,8.88,0,0,0,124.32,348.98,0,44.31,53.76,0,0,0,0,0,92,42.39,26.39,26.49,0,0,0

42,10:15-10:30,0,0,0,0,494.3,33.69,0,0,1.4,125.96,0,0,0,683.14,0,53.3,0,0,0,43.37,0,118.75,0,0.9,0,69.05,20,0,0,0,0,0,0,0,0,0,10.27,10.76,0,20.15,0,0,0,0,23.57,0,0,148.3,0,8.88,0,0,0,124.32,348.98,0,44.31,53.76,0,0,0,0,0,92,42.39,26.39,2.21,0,0,0

43,10:30-10:45,0,0,0,0,494.3,33.69,0,0,1.4,125.96,0,0,0,683.14,0,53.3,0,0,0,43.37,0,118.75,0,0.9,0,69.05,20,0,0,0,0,0,0,0,0,0,10.27,10.76,0,20.15,0,0,0,0,23.57,0,0,148.3,0,8.88,0,0,0,124.32,348.98,0,44.1,53.76,0,0,0,0,0,92,42.39,26.39,1.33,0,0,0

44,10:45-11:00,0,0,0,0,494.3,33.69,0,0,1.4,125.96,0,0,0,683.14,0,53.3,0,0,0,43.37,0,118.75,0,0.9,0,69.05,20,0,0,0,0,0,0,0,0,0,10.27,4.31,0,20.15,0,0,0,0,23.57,0,0,148.3,0,8.88,0,0,0,124.32,348.98,0,43.89,53.76,0,0,0,0,0,92,42.39,26.39,1.33,0,0,0

45,11:00-11:15,0,0,0,0,654.3,33.69,0,0,1.4,125.96,0,0,0,683.14,0,53.3,0,0,0,43.37,0,118.75,0,0.9,0,69.05,20,0,0,0,0,0,0,0,0,0,10.27,4.31,0,20.15,0,0,0,0,23.57,0,0,148.3,0,8.88,0,0,0,124.32,348.98,0,43.68,53.76,0,0,0,0,0,92,42.39,26.39,1.33,0,0,0

46,11:15-11:30,0,0,0,0,654.3,33.69,0,0,1.4,125.96,0,0,0,683.14,0,53.3,0,0,0,43.37,0,118.75,0,0.9,0,69.05,20,0,0,0,0,0,0,0,0,0,10.27,4.31,0,20.15,0,0,0,0,23.57,0,0,148.3,0,8.88,0,0,0,124.32,348.98,0,43.68,53.76,0,0,0,0,0,92,42.39,26.39,1.33,0,0,0

47,11:30-11:45,0,0,0,0,654.3,33.69,0,0,1.4,125.96,0,0,0,683.14,0,53.3,0,0,0,43.37,0,118.75,0,0.9,0,69.05,20,0,0,0,0,0,0,0,0,0,10.27,4.31,0,20.15,0,0,0,0,23.57,0,0,148.3,0,8.88,0,0,0,124.32,348.98,0,43.47,53.76,0,0,0,0,0,92,42.39,26.39,1.33,0,0,0

48,11:45-12:00,0,0,0,0,654.3,33.69,0,0,1.4,125.96,0,0,0,683.14,0,53.3,0,0,0,43.37,0,118.75,0,0.9,0,69.05,20,0,0,0,0,0,0,0,0,0,10.27,4.31,0,20.15,0,0,0,0,23.57,0,0,148.3,0,8.88,0,0,0,124.32,348.98,0,43.47,53.76,0,0,0,0,0,92,42.39,26.39,1.33,0,0,0

49,12:00-12:15,0,0,0,0,654.3,33.69,0,0,1.4,125.96,0,0,0,683.14,0,53.3,0,0,0,43.37,0,118.75,0,0.9,0,69.05,20,0,0,0,0,0,0,0,0,0,10.27,4.31,0,20.15,0,0,0,0,23.57,0,0,148.3,0,8.88,0,0,0,124.32,348.98,0,43.36,53.76,0,0,0,0,0,92,42.39,26.39,26.49,0,0,0

50,12:15-12:30,0,0,0,0,654.3,33.69,0,0,1.4,125.96,0,0,0,683.14,0,53.3,0,0,0,43.37,0,118.75,0,0.9,0,69.05,20,0,0,0,0,0,0,0,0,0,10.27,4.31,0,20.15,0,0,0,0,23.57,0,0,148.3,0,8.88,0,0,0,124.32,348.98,0,43.16,53.76,0,0,0,0,0,92,42.39,26.39,26.49,0,0,0

51,12:30-12:45,0,0,0,0,654.3,33.69,0,0,1.4,125.96,0,0,0,683.14,0,53.3,0,0,0,43.37,0,118.75,0,0.9,0,69.05,20,0,0,0,0,0,0,0,0,0,10.27,4.31,0,20.15,0,0,0,0,23.57,0,0,148.3,0,8.88,0,0,0,124.32,369.22,0,43.16,53.76,0,0,0,0,0,92,42.39,26.39,1.33,0,0,0

52,12:45-13:00,0,0,0,0,654.3,33.69,0,0,1.4,125.96,0,0,0,683.14,0,53.3,0,0,0,43.37,0,118.75,0,0.9,0,69.05,20,0,0,0,0,0,0,0,0,0,10.27,4.31,0,20.15,0,0,0,0,23.57,0,0,148.3,0,8.88,0,0,0,124.32,386.1,0,42.94,53.76,0,0,0,0,0,92,42.39,26.39,1.33,0,0,0

53,13:00-13:15,0,0,0,0,654.3,33.69,0,0,1.4,125.96,0,0,0,683.14,0,53.3,0,0,0,43.37,0,118.75,0,0.9,0,69.05,20,0,0,0,0,0,0,0,0,0,10.27,4.31,0,20.15,0,0,0,0,23.57,0,0,148.3,0,8.88,0,0,0,124.32,397.35,0,42.94,53.76,0,0,0,0,0,92,42.39,26.39,1.33,0,0,0

54,13:15-13:30,0,0,0,0,654.3,33.69,0,0,1.4,125.96,0,0,0,683.14,0,53.3,0,0,0,43.37,0,118.75,0,0.9,0,69.05,20,0,0,0,0,0,0,0,0,0,10.27,4.31,0,20.15,0,0,0,0,23.57,0,0,148.3,0,8.88,0,0,0,124.32,405.22,0,42.94,53.76,0,0,0,0,0,92,42.39,26.39,1.33,0,0,0

55,13:30-13:45,0,0,0,0,654.3,33.69,0,0,1.4,125.96,0,0,0,683.14,0,53.3,0,0,0,43.37,0,118.75,0,0.9,0,69.05,20,0,0,0,0,0,0,0,0,0,10.27,4.31,0,20.15,0,0,0,0,23.57,0,0,148.3,0,8.88,0,0,0,124.32,410.62,0,42.94,53.76,0,0,0,0,0,92,42.39,26.39,1.33,0,0,0

56,13:45-14:00,0,0,0,0,654.3,33.69,0,0,1.4,125.96,0,0,0,683.14,0,53.3,0,0,0,43.37,0,118.75,0,0.9,0,69.05,20,0,0,0,0,0,0,0,0,0,10.27,4.31,0,20.15,0,0,0,0,23.57,0,0,148.3,0,8.88,0,0,0,124.32,410.62,0,42.74,53.76,0,0,0,0,0,92,42.39,26.39,1.33,0,0,0

57,14:00-14:15,0,0,0,0,654.3,33.69,0,0,1.4,125.96,0,0,0,683.14,0,53.3,0,0,0,43.37,0,118.75,0,0.9,0,69.05,20,0,0,0,0,0,0,0,0,0,10.27,4.31,0,20.15,0,0,0,0,23.57,0,0,148.3,0,8.88,0,0,0,124.32,410.62,0,42.94,53.76,0,0,0,0,0,92,42.39,26.39,1.33,0,0,0

58,14:15-14:30,0,0,0,0,654.3,33.69,0,0,1.4,125.96,0,0,0,683.14,0,53.3,0,0,0,43.37,0,118.75,0,0.9,0,69.05,20,0,0,0,0,0,0,0,0,0,10.27,4.31,0,20.15,0,0,0,0,23.57,0,0,148.3,0,8.88,0,0,0,124.32,410.62,0,42.94,53.76,0,0,0,0,0,92,42.39,26.39,1.33,0,0,0

59,14:30-14:45,0,0,0,0,654.3,33.69,0,0,1.4,125.96,0,0,0,683.14,0,53.3,0,0,0,43.37,0,118.75,0,0.9,0,69.05,20,0,0,0,0,0,0,0,0,0,10.27,4.31,0,20.15,0,0,0,0,23.57,0,0,148.3,0,8.88,0,0,0,124.32,410.62,0,42.94,53.76,0,0,0,0,0,92,42.39,26.39,0.66,0,0,0

60,14:45-15:00,0,0,0,0,654.3,33.69,0,0,1.4,125.96,0,0,0,683.14,0,53.3,0,0,0,43.37,0,118.75,0,0.9,0,69.05,20,0,0,0,0,0,0,0,0,0,10.27,4.31,0,20.15,0,0,0,0,23.57,0,0,148.3,0,8.88,0,0,0,124.32,410.62,0,42.94,53.76,0,0,0,0,0,92,42.39,26.39,0.66,0,0,0

61,15:00-15:15,0,0,0,0,654.3,33.69,0,0,1.4,125.96,0,0,0,683.14,0,53.3,0,0,0,43.37,0,118.75,0,0.9,0,69.05,20,0,0,0,0,0,0,0,0,0,10.27,4.31,0,20.15,0,0,0,0,23.57,0,0,148.3,0,8.88,0,0,0,124.32,410.62,0,42.94,53.76,0,0,0,0,0,92,42.39,26.39,0.66,0,0,0

62,15:15-15:30,0,0,0,0,654.3,33.69,0,0,1.4,125.96,0,0,0,683.14,0,53.3,0,0,0,43.37,0,118.75,0,0.9,0,69.05,20,0,0,0,0,0,0,0,0,0,10.27,4.31,0,20.15,0,0,0,0,23.57,0,0,148.3,0,8.88,0,0,0,124.32,410.62,0,42.94,53.76,0,0,0,0,0,92,42.39,26.39,0.66,0,0,0

63,15:30-15:45,0,0,0,0,654.3,33.69,0,0,1.4,125.96,0,0,0,683.14,0,53.3,0,0,0,43.37,0,118.75,0,0.9,0,69.05,20,0,0,0,0,0,0,0,0,15.56,10.27,4.31,0,20.15,0,0,0,0,23.57,0,0,148.3,0,8.88,0,0,0,124.32,410.62,0,42.94,53.76,0,0,0,0,0,92,42.39,26.39,0.66,0,0,0

64,15:45-16:00,0,0,0,0,654.3,33.69,0,0,1.4,125.96,0,0,0,683.14,0,53.3,0,0,0,43.37,0,118.75,0,0.9,0,69.05,20,0,0,0,0,0,0,0,0,15.56,10.27,4.31,0,20.15,0,0,0,0,23.57,0,0,148.3,0,8.88,0,0,0,124.32,410.62,0,42.94,53.76,0,0,0,0,0,92,42.39,26.39,0.66,0,0,0

