Block,Time,CHAMERA2,JHAJJAR,NLCIIST1,NLCIIST2,PARBATI3,RAPPB,RAPPC,RIHAND1,RSTPSU7,SALAL,TALST2,TANAKPUR,TelanganaSTPP,ANTA_CRF,ANTA_LF,AURY_CRF,KGSU3AND4,NJPC,NLCTS2EXP,SINGRAULI_HYDRO,URI2,DADRI_CRF,CHAMERA3,KHSTPP-II,KISHANGANGA,NNTPP,NTPL,AURY_LF,BRBCL,KKNPPU2,KUDGI,UNCHAHAR3,UNCHAHAR4,VALLURNTECL,AURY_GF,KGSU1AND2,NLCEXP,RIHAND3,ANTA_GF,AURY_RF,DADRI_GF,BSIUL,SIMHST2,TALA,UNCHAHAR2,ANTA_RF,DADRI_RF,CHAMERA1,DADRT2,DULHASTI,KHSTPP-I,KKNP,KOLDAM,KOTESHWR,MAPS,RIHAND2,SASAN,SINGRAULI,TEHRI,DHAULIGNGA,FSTPP I & II,NAPP,RAMPUR,RSTPSU1TO6,SEWA2,SIMHST1,TANDA2,UNCHAHAR1,URI,DADRI_LF
6,01:15-01:30,0,436.2,0,0,0,0,52.03,46,0,1.4,0,3.2,0,0,0,0,0,0,0,0,18.83,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,28.88,67.95,0,683.14,16.48,45.22,0,0,8.87,0,118.76,279.18,139.68,0,0,18.2,43.68,0,0,0,0,0,20.56,2.21,22.47

7,01:30-01:45,0,436.2,0,0,0,0,52.03,46,0,1.4,0,3.2,0,0,0,0,0,0,0,0,10.76,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,28.88,67.95,0,683.14,16.48,45.22,0,0,8.87,0,118.76,279.18,139.68,0,0,18.2,43.68,0,0,0,0,0,20.56,2.21,22.47

8,01:45-02:00,0,436.2,0,0,0,0,52.03,46,0,1.4,0,3.2,0,0,0,0,0,0,0,0,4.44,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,28.88,67.95,0,683.14,16.48,45.22,0,0,8.87,0,118.76,279.18,139.68,0,0,18.2,43.68,0,0,0,0,0,20.56,2.21,22.47

9,02:00-02:15,0,436.2,0,0,0,0,52.03,46,0,1.4,0,3.2,0,0,0,0,0,0,0,0,4.44,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,29.09,67.95,0,683.14,0,45.22,0,0,8.87,0,118.76,279.18,139.68,0,0,18.2,43.68,0,0,0,0,0,20.56,2.21,22.47

10,02:15-02:30,0,436.2,0,0,0,0,52.03,46,0,1.4,0,8.33,0,0,0,0,0,0,0,0,4.44,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,29.09,67.95,0,683.14,0,45.22,0,0,8.87,0,118.76,279.18,139.68,0,0,18.2,43.68,0,0,0,0,0,20.56,2.21,22.47

11,02:30-02:45,0,436.2,0,0,0,0,52.03,46,0,1.4,0,3.2,0,0,0,0,0,0,0,0,4.44,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,29.09,67.95,0,683.14,0,45.22,0,0,8.87,0,118.76,279.18,139.68,0,0,18.2,43.68,0,0,0,0,0,20.56,2.21,22.47

12,02:45-03:00,0,436.2,0,0,0,0,52.03,46,0,1.4,0,3.2,0,0,0,0,0,0,0,0,4.44,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,29.09,67.95,0,683.14,0,45.22,0,0,8.87,0,118.76,279.18,139.68,0,0,18.2,43.68,0,0,0,0,0,20.56,2.21,22.47

13,03:00-03:15,0,436.2,0,0,0,0,52.03,46,0,13.95,0,3.2,0,0,0,0,0,0,0,0,4.44,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,29.09,67.95,0,683.14,0,45.22,0,0,8.87,0,118.76,279.18,139.68,0,0,18.2,43.68,0,0,0,0,0,20.56,2.21,22.47

14,03:15-03:30,0,436.2,0,0,0,0,52.03,46,0,55.77,0,3.2,0,0,0,0,0,0,0,0,4.44,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,29.09,67.95,0,683.14,0,45.22,0,0,8.87,0,118.76,279.18,139.68,0,0,18.2,43.68,0,0,0,0,0,20.56,2.21,22.47

15,03:30-03:45,0,436.2,0,0,0,0,52.03,46,0,55.77,0,3.2,0,0,0,0,0,0,0,0,4.44,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,29.09,67.95,0,683.14,0,45.22,0,0,8.87,0,118.76,279.18,139.68,0,0,18.2,43.68,0,0,0,0,0,20.56,2.21,22.47

16,03:45-04:00,0,436.2,0,0,0,0,52.03,46,0,55.77,0,3.2,0,0,0,0,0,0,0,0,4.44,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,29.09,67.95,0,683.14,0,45.22,0,0,8.87,0,118.76,279.18,139.68,0,0,18.2,43.68,0,0,0,0,0,20.56,2.21,22.47

17,04:00-04:15,0,436.2,0,0,0,0,52.03,46,0,55.77,0,8.33,0,0,0,0,0,0,0,0,4.44,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,29.09,67.95,0,683.14,0,45.22,0,0,8.87,0,118.76,279.18,139.68,0,0,18.2,43.68,0,0,0,0,0,20.56,2.21,22.47

18,04:15-04:30,0,436.2,0,0,0,0,52.03,46,0,13.36,0,8.33,0,0,0,0,0,0,0,0,4.44,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,29.09,67.95,0,683.14,0,45.22,0,0,8.87,0,118.76,279.18,139.68,0,0,18.2,43.68,0,0,0,0,0,20.56,2.21,22.47

19,04:30-04:45,0,436.2,0,0,0,0,52.03,46,0,1.4,0,8.33,0,0,0,0,0,0,0,0,4.44,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,29.09,67.95,0,683.14,0,45.22,0,0,8.87,0,118.76,279.18,139.68,0,0,18.2,43.68,0,0,0,0,0,20.56,2.21,22.47

20,04:45-05:00,0,436.2,0,0,0,0,52.03,46,0,1.4,0,3.2,0,0,0,0,0,0,0,0,4.44,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,29.09,67.95,0,683.14,0,45.22,0,0,8.87,0,118.76,279.18,139.68,0,0,18.2,43.68,0,0,0,0,0,20.56,2.21,22.47

21,05:00-05:15,0,436.2,0,0,0,0,52.03,46,0,1.4,0,3.2,0,0,0,0,0,0,0,0,4.44,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,29.09,67.95,0,683.14,0,45.22,0,0,8.87,0,118.76,301.5,139.68,0,0,18.2,43.68,0,0,0,0,0,20.56,3.31,22.47

22,05:15-05:30,0,436.2,0,0,0,0,52.03,46,0,1.4,0,3.2,0,0,0,0,0,18.94,0,0,4.44,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,29.09,67.95,0,683.14,0,45.22,0,0,8.87,0,118.76,309.38,139.68,0,0,18.2,43.68,0,0,0,0,0,20.56,3.31,22.47

23,05:30-05:45,0,436.2,0,0,0,0,52.03,46,0,1.4,0,3.2,0,0,0,0,0,39.78,0,0,4.44,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,29.09,67.95,0,683.14,16.48,45.22,0,0,8.87,0,118.76,317.25,139.68,0,0,18.2,43.68,0,0,0,0,0,20.56,3.31,22.47

24,05:45-06:00,0,436.2,0,0,0,0,52.03,46,0,1.4,0,3.2,0,0,0,0,0,56.82,0,0,4.44,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,29.09,67.95,0,683.14,16.48,45.22,0,0,8.87,0,118.76,325.12,139.68,15.56,0,18.2,43.68,0,0,0,0,0,20.56,3.31,22.47

25,06:00-06:15,3.33,436.2,0,0,3.82,0,52.03,46,0,1.4,0,1.15,0,0,0,0,0,75.76,0,0,4.44,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,1.1,0,0,21.19,28.88,67.95,0,683.14,16.48,45.22,0,0,8.87,0,118.76,333,139.68,31.13,8.06,18.2,43.68,0,0,0,0,0,20.56,3.31,22.47

26,06:15-06:30,12,436.2,0,0,16.55,0,52.03,46,0,1.4,0,1.15,0,0,0,0,0,94.7,0,0,4.44,0,9.68,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,6.52,0,0,21.19,28.88,67.95,0,683.14,32.96,45.22,0,0,8.87,0,118.76,340.88,139.68,46.69,8.06,18.2,43.68,0,0,5.27,0,0,20.56,3.31,22.47

27,06:30-06:45,26.34,436.2,0,0,16.55,0,52.03,46,0,1.4,0,6.27,0,0,0,0,0,140.34,0,0,4.44,0,29.06,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,13.04,0,0,21.19,28.88,67.95,12.01,683.14,32.96,45.22,0,0,20.11,0,118.76,348.98,139.68,62.24,16.64,18.2,43.68,0,0,10.54,0,0,20.56,3.31,22.47

28,06:45-07:00,26.34,436.2,0,0,16.55,0,52.03,46,0,1.4,0,1.15,0,0,0,0,0,140.34,0,0,4.44,0,29.06,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,13.04,0,0,21.19,28.88,67.95,28.05,683.14,32.96,45.22,0,0,20.11,0,118.76,348.98,139.68,62.24,36.55,18.2,43.68,0,0,10.54,0,0,20.56,26.49,22.47

29,07:00-07:15,26.34,436.2,0,0,16.55,0,52.03,46,0,1.4,0,1.15,0,0,0,0,0,140.34,0,0,4.44,0,29.06,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,13.04,0,0,21.19,28.88,67.95,42.15,683.14,32.96,45.22,0,0,20.11,0,118.76,348.98,139.68,62.24,36.55,18.2,43.68,0,0,10.54,0,0,20.56,26.49,22.47

30,07:15-07:30,26.34,436.2,0,0,16.55,0,52.03,46,0,1.4,0,1.15,0,0,0,0,0,140.34,0,0,4.44,0,29.06,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,13.04,0,0,21.19,28.88,67.95,42.15,683.14,32.96,45.22,0,0,20.11,0,118.76,348.98,139.68,62.24,36.55,18.2,43.68,0,0,10.54,0,0,20.56,26.49,22.47

31,07:30-07:45,26.34,436.2,0,0,16.55,0,52.03,46,0,1.4,0,1.15,0,0,0,0,0,140.34,0,0,4.44,0,29.06,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,13.04,0,0,21.19,28.88,67.95,28.05,683.14,32.96,45.22,0,0,20.11,0,118.76,348.98,133.5,62.24,36.55,18.2,43.68,0,0,10.54,0,0,20.56,3.31,22.47

32,07:45-08:00,26.34,436.2,0,0,3.56,0,52.03,46,0,1.4,0,1.15,0,0,0,0,0,140.34,0,0,4.44,0,29.06,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,13.04,0,0,21.19,28.88,67.95,14.05,683.14,32.96,45.22,0,0,20.11,0,118.76,348.98,133.5,62.24,36.55,18.2,43.68,0,0,5.27,0,0,20.56,1.66,22.47

33,08:00-08:15,25.33,436.2,0,0,0,0,52.03,46,0,1.4,0,6.27,0,0,0,0,0,94.7,0,0,4.44,0,1.27,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,6.52,0,0,21.19,28.77,67.95,14.05,683.14,16.48,45.22,0,0,8.87,0,118.76,348.98,133.5,46.69,27.34,18.2,43.68,0,0,0,0,0,20.56,1.66,22.47

34,08:15-08:30,13.06,436.2,0,0,0,0,52.03,46,0,1.4,0,1.15,0,0,0,0,0,61.56,0,0,4.44,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,1.1,0,0,21.19,28.77,67.95,0,683.14,16.48,45.22,0,0,8.87,0,118.76,348.98,133.5,31.13,17.17,18.2,43.68,0,0,0,0,0,20.56,1.66,22.47

35,08:30-08:45,13.06,436.2,0,0,0,0,52.03,46,0,1.4,0,1.15,0,0,0,0,0,37.88,0,0,4.44,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,28.77,67.95,0,683.14,16.48,45.22,0,0,8.87,0,118.76,348.98,133.5,31.13,8.06,18.2,43.68,0,0,0,0,0,20.56,1.66,22.47

36,08:45-09:00,13.06,436.2,0,0,0,0,52.03,46,0,1.4,0,1.15,0,0,0,0,0,18.94,0,0,4.44,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,28.77,67.95,0,683.14,16.48,45.22,0,0,8.87,0,118.76,348.98,133.5,31.13,0,18.2,43.68,0,0,0,0,0,20.56,1.66,22.47

37,09:00-09:15,13.06,436.2,0,0,0,0,52.03,46,0,1.4,0,1.15,0,0,0,0,0,0,0,0,4.44,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,28.77,67.95,0,683.14,16.48,45.22,0,0,8.87,0,118.76,348.98,133.5,15.56,0,18.2,43.68,0,0,0,0,0,20.56,1.66,22.47

38,09:15-09:30,13.06,436.2,0,0,0,0,52.03,46,0,1.4,0,1.15,0,0,0,0,0,0,0,0,4.44,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,28.77,67.95,0,683.14,16.48,45.22,0,0,8.87,0,118.76,348.98,133.5,15.56,0,18.2,43.68,0,0,0,0,0,20.56,1.66,22.47

39,09:30-09:45,12,436.2,0,0,0,0,52.03,46,0,1.4,0,1.15,0,0,0,0,0,0,0,0,4.44,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,28.77,67.95,0,683.14,16.48,45.22,0,0,8.87,0,118.76,348.98,120,0,0,18.2,43.68,0,0,0,0,0,20.56,26.49,22.47

40,09:45-10:00,12,436.2,0,0,0,0,52.03,46,0,1.4,0,1.15,0,0,0,0,0,0,0,0,4.44,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,28.77,67.95,0,683.14,16.48,45.22,0,0,8.87,0,118.76,348.98,120,0,0,18.2,43.68,0,0,0,0,0,20.56,26.49,22.47

41,10:00-10:15,0,436.2,0,0,0,0,52.03,46,0,1.4,0,3.2,0,0,0,0,0,0,0,0,10.76,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,28.46,67.95,0,683.14,16.48,45.22,0,0,8.87,0,118.76,348.98,120,0,0,18.2,43.68,0,0,0,0,0,20.56,26.49,22.47

42,10:15-10:30,0,436.2,0,0,0,0,52.03,46,0,1.4,0,3.2,0,0,0,0,0,0,0,0,10.76,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,28.46,67.95,0,683.14,16.48,45.22,0,0,8.87,0,118.76,348.98,120,0,0,18.2,43.68,0,0,0,0,0,20.56,3.31,22.47

43,10:30-10:45,0,436.2,0,0,0,0,52.03,46,0,1.4,0,3.2,0,0,0,0,0,0,0,0,10.76,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,28.46,67.95,0,683.14,32.96,45.22,0,0,8.87,0,118.76,348.98,120,0,0,18.2,43.68,0,0,0,0,0,20.56,2.21,22.47

44,10:45-11:00,0,436.2,0,0,0,0,52.03,46,0,1.4,0,3.2,0,0,0,0,0,0,0,0,10.76,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,28.46,67.95,0,683.14,32.96,45.22,0,0,8.87,0,118.76,348.98,120,0,0,18.2,43.68,0,0,0,0,0,20.56,2.21,22.47

45,11:00-11:15,0,436.2,0,0,0,0,52.03,46,0,1.4,0,3.2,0,0,0,0,0,0,0,0,10.76,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,28.46,67.95,0,683.14,32.96,45.22,0,0,8.87,0,118.76,348.98,120,0,0,18.2,43.68,0,0,0,0,0,20.56,2.21,22.47

46,11:15-11:30,0,436.2,0,0,0,0,52.03,46,0,1.4,0,3.2,0,0,0,0,0,0,0,0,10.76,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,28.46,67.95,0,683.14,32.96,45.22,0,0,8.87,0,118.76,348.98,120,0,0,18.2,43.68,0,0,0,0,0,20.56,2.21,22.47

47,11:30-11:45,0,436.2,0,0,0,0,52.03,46,0,1.4,0,3.2,0,0,0,0,0,0,0,0,4.44,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,28.35,67.95,0,683.14,32.96,45.22,0,0,8.87,0,118.76,348.98,120,0,0,18.2,43.68,0,0,0,0,0,20.56,26.49,22.47

48,11:45-12:00,0,436.2,0,0,0,0,52.03,46,0,1.4,0,3.2,0,0,0,0,0,0,0,0,4.44,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,28.35,67.95,0,683.14,32.96,45.22,0,0,8.87,0,118.76,348.98,120,0,0,18.2,43.68,0,0,0,0,0,20.56,8.83,22.47

49,12:00-12:15,0,436.2,0,0,0,0,52.03,46,0,1.4,0,3.2,0,0,0,0,0,0,0,0,4.44,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,28.04,67.95,0,683.14,32.96,45.22,0,0,8.87,0,118.76,348.98,120,0,0,18.2,43.68,0,0,0,0,0,20.56,4.41,22.47

50,12:15-12:30,0,436.2,0,0,0,0,52.03,46,0,1.4,0,3.2,0,0,0,0,0,0,0,0,4.44,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,28.04,67.95,0,683.14,32.96,45.22,0,0,8.87,0,118.76,348.98,120,0,0,18.2,43.68,0,0,0,0,0,20.56,4.41,22.47

51,12:30-12:45,0,436.2,0,0,0,0,52.03,46,0,1.4,0,3.2,0,0,0,0,0,0,0,0,4.44,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,28.04,67.95,0,683.14,16.48,45.22,0,0,8.87,0,118.76,348.98,120,0,0,18.2,43.68,0,0,0,0,0,20.56,4.41,22.47

52,12:45-13:00,0,436.2,0,0,0,0,52.03,46,0,1.4,0,3.2,0,0,0,0,0,0,0,0,4.44,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,28.04,67.95,0,683.14,16.48,45.22,0,0,8.87,0,118.76,348.98,120,0,0,18.2,43.68,0,0,0,0,0,20.56,4.41,22.47

53,13:00-13:15,0,436.2,0,0,0,0,52.03,46,0,1.4,0,3.2,0,0,0,0,0,0,0,0,4.44,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,28.04,67.95,0,683.14,16.48,45.22,0,0,8.87,0,118.76,348.98,120,0,0,18.2,43.68,0,0,0,0,0,20.56,1.66,22.47

54,13:15-13:30,0,436.2,0,0,0,0,52.03,46,0,1.4,0,3.2,0,0,0,0,0,0,0,0,4.44,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,28.04,67.95,0,683.14,16.48,45.22,0,0,8.87,0,118.76,348.98,120,0,0,18.2,43.68,0,0,0,0,0,20.56,1.66,22.47

55,13:30-13:45,0,436.2,0,0,0,0,52.03,46,0,1.4,0,3.2,0,0,0,0,0,0,0,0,4.44,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,28.04,67.95,0,683.14,16.48,45.22,0,0,8.87,0,118.76,337.5,120,0,0,18.2,43.68,0,0,0,0,0,20.56,1.66,22.47

56,13:45-14:00,0,436.2,0,0,0,0,52.03,46,0,1.4,0,3.2,0,0,0,0,0,0,0,0,4.44,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,28.04,67.95,0,683.14,16.48,45.22,0,0,8.87,0,118.76,337.5,120,0,0,18.2,43.68,0,0,0,0,0,20.56,1.66,22.47

57,14:00-14:15,0,436.2,0,0,0,0,52.03,46,0,1.4,0,8.33,0,0,0,0,0,0,0,0,4.44,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,27.93,67.95,0,683.14,16.48,45.22,0,0,8.87,0,118.76,337.5,120,0,0,18.2,43.68,0,0,0,0,0,20.56,1.66,22.47

58,14:15-14:30,0,436.2,0,0,0,0,52.03,46,0,1.4,0,8.33,0,0,0,0,0,0,0,0,4.44,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,27.93,67.95,0,683.14,16.48,45.22,0,0,8.87,0,118.76,337.5,120,0,0,18.2,43.68,0,0,0,0,0,20.56,1.66,22.47

59,14:30-14:45,0,436.2,0,0,0,0,52.03,46,0,1.4,0,3.2,0,0,0,0,0,0,0,0,4.44,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,27.93,67.95,0,683.14,16.48,45.22,0,0,8.87,0,118.76,337.5,120,0,0,18.2,43.68,0,0,0,0,0,20.56,1.66,22.47

60,14:45-15:00,0,436.2,0,0,0,0,52.03,46,0,1.4,0,3.2,0,0,0,0,0,0,0,0,4.44,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,27.93,67.95,0,683.14,16.48,45.22,0,0,8.87,0,118.76,337.5,120,0,0,18.2,43.68,0,0,0,0,0,20.56,1.66,22.47

61,15:00-15:15,0,459.23,0,0,0,0,52.03,46,0,12.78,0,3.2,0,0,0,0,0,0,0,0,4.44,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,27.93,67.95,0,683.14,16.48,45.22,0,0,8.87,0,118.76,337.5,125.97,0,0,18.2,43.68,0,0,0,0,0,20.56,1.11,22.47

62,15:15-15:30,0,470.78,0,0,0,0,52.03,46,0,55.77,0,3.2,0,0,0,0,0,0,0,0,4.44,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,27.93,67.95,0,683.14,16.48,45.22,0,0,8.87,0,118.76,337.5,125.97,0,0,18.2,43.68,0,0,0,0,0,20.56,1.11,22.47

63,15:30-15:45,0,470.78,0,0,0,0,52.03,46,0,55.77,0,3.2,0,0,0,0,0,0,0,0,4.44,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,27.93,67.95,0,683.14,16.48,45.22,0,0,8.87,0,118.76,337.5,125.97,0,0,18.2,43.68,0,0,0,0,0,20.56,1.11,22.47

64,15:45-16:00,0,482.33,0,0,0,0,52.03,46,0,41.83,0,3.2,0,0,0,0,0,0,0,0,4.44,0,0,98.87,0,0,0,0,20,0,0,26.39,0,0,0,0,0,124.32,0,70.59,0,0,0,0,21.19,27.93,67.95,0,683.14,16.48,45.22,0,0,8.87,0,118.76,337.5,125.97,15.56,0,18.2,43.68,0,0,0,0,0,20.56,1.11,22.47

