Block,Time,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/02012046/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,NR/01102023/14082046/L_NR_2021_16,WR/01102023/29112042/L_NR_2019_05,NR/01102023/13082046/L_NR_2021_12,WR/01102023/01102023/L_NR_2022_09,NR/04042024/30042024/SJVN040424NR1694,WR/01102023/31032046/L_NR_2020_05,NR/01102023/02122045/L_NR_2021_13,WR/01102023/16072048/L_NR_2022_08,SR/01102023/07102043/L_NR_2018_61,NR/26072023/25122043/L_NR_2023_10,NR/01102023/08032047/L_NR_2021_14,L_NR_2019_19,WR/01102023/01102023/L_NR_2020_06,WR/01102023/24112044/L_NR_2020_07,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,WR/01102023/30052048/L_NR_2022_10,NR/16042024/31052024/IEX_240323_06618,NR/01102023/23072042/L_NR_2012_04,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_36,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01102023/06022042/L_NR_2012_02,NR/01102023/15082037/GNA_NR_2012_01,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/31052040/LT-31,NR/01102023/19072037/LT-05,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_07,NR/01102023/05012040/L_NR_2020_02,NR/01102023/25122043/GNA_MEJA_DELHI,NR/30092023/31122025/SH-07,NR/01102023/30042040/GNA_LT_35,NR/01042024/30042024/PTC/OA/32001,NR/30092023/26122029/SH-06,NR/01102023/31102037/L_NR_2019_11,NR/16042024/30042024/IEX_240323_06617,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04
68,16:45-17:00,30.02,74,30.01,0,32,0,30.02,79.63,66,0,84.5,15.93,25.66,25.01,31,32.85,31.041198,28.16,28.17,18,16,66,48.280000,0.000000,3.880000,7.110000,11.620000,242.310000,72.430000,16.110000,6.940000,93.680000,25.740000,33.800000,3.520000,0.000000,25.630000,6.940000,41.040000,25.630000,0.000000,9.660000,273.050000

69,17:00-17:15,30.02,60,30.01,0,28,0,30.02,71.3,66,0,85.5,14.26,26.66,29.22,25,27.25,24.415958,28.5,28.5,14.5,14,66,48.280000,0.000000,4.040000,6.890000,11.800000,262.190000,100.610000,16.110000,6.710000,70.400000,26.240000,57.580000,3.670000,0.000000,25.630000,6.710000,41.040000,25.630000,0.000000,9.660000,273.050000

70,17:15-17:30,22,46,33,0,22,0,19.7,62.97,66,0,85.5,12.59,26.66,28.21,19,22.1,18.21941,28.5,28.5,12,11,66,48.280000,0.000000,4.040000,5.720000,11.800000,262.190000,100.610000,16.110000,5.590000,70.400000,26.240000,68.110000,3.670000,0.000000,25.630000,5.590000,41.040000,25.630000,0.000000,9.660000,273.050000

71,17:30-17:45,7,28,25.7,0,15,0,10.87,51.42,66,0,85.5,10.28,26.34,22.01,12,16.96,12.675643,28.5,28.5,9.5,8,66,48.280000,0.000000,4.040000,4.560000,11.800000,262.190000,100.610000,16.110000,4.460000,70.400000,26.750000,68.110000,3.670000,0.000000,25.630000,4.460000,41.040000,25.630000,0.000000,9.660000,273.050000

72,17:45-18:00,1,14,15.52,0,11,0,4.43,43.03,66,0,85.5,8.6,26.34,20.6,6,12,8.388723,28.5,28.5,6,6,66,48.280000,0.000000,4.040000,3.470000,11.800000,262.190000,100.610000,16.110000,3.390000,70.400000,26.750000,68.110000,3.670000,0.000000,25.630000,3.390000,41.040000,25.630000,0.000000,9.660000,273.050000

73,18:00-18:15,0,7,0,0,9,0,0,33.55,66,0,85.5,6.71,26.66,19,3,7.58,4.647411,28.5,28.5,4,5,66,48.280000,0.000000,4.040000,2.380000,11.900000,262.190000,100.610000,16.110000,2.320000,70.400000,27.250000,87.110000,3.800000,0.000000,25.630000,2.320000,41.040000,25.630000,0.000000,9.660000,273.050000

74,18:15-18:30,0,4,0,0,5,0,0,24.08,65.67,0,85.5,4.82,26.34,17.6,1,4.1,2.455236,28.5,28.5,2,2,65.67,48.280000,0.000000,4.040000,1.500000,11.900000,262.190000,100.610000,16.110000,1.460000,66.240000,28.260000,68.110000,3.800000,0.000000,25.630000,1.460000,41.040000,25.630000,0.000000,9.660000,273.050000

75,18:30-18:45,0,1,0,0,1,0,0,14.62,65.33,0,85.5,2.92,26,10.01,0,1.78,0.935328,28.5,28.5,1,0,65.33,48.280000,0.000000,4.270000,0.630000,11.900000,262.190000,100.610000,16.110000,0.610000,66.240000,29.270000,57.580000,3.800000,0.000000,25.630000,0.610000,41.040000,25.630000,0.000000,9.660000,273.050000

76,18:45-19:00,0,1,0,0,0,0,0,5.14,64.67,0,83.5,1.03,25.66,9.01,0,0,0,27.84,27.83,0.5,0,64.67,48.280000,0.000000,4.270000,0.320000,11.900000,262.190000,100.610000,16.110000,0.310000,66.240000,30.270000,76.570000,3.800000,0.000000,25.630000,0.310000,41.040000,25.630000,0.000000,9.660000,273.050000

77,19:00-19:15,0,0,0,0,0,0,0,2.89,63.33,0,79.5,0.58,25,8.21,0,0,0,26.5,26.5,0,0,63.33,48.280000,0.000000,4.270000,0.000000,12.080000,262.190000,100.610000,16.110000,0.000000,66.240000,30.270000,76.570000,3.900000,0.000000,25.630000,0.000000,41.040000,25.630000,0.000000,9.660000,273.050000

78,19:15-19:30,0,0,0,0,0,0,0,1.28,60.67,0,75.5,0.26,24,7.61,0,0,0,25.16,25.17,0,0,60.67,48.280000,0.000000,4.270000,0.000000,12.080000,262.190000,100.610000,16.110000,0.000000,70.400000,30.270000,87.110000,3.900000,0.000000,25.630000,0.000000,41.040000,25.630000,0.000000,9.660000,273.050000

79,19:30-19:45,0,0,0,0,0,0,0,0.33,55,0,71.5,0.06,22.66,7.01,0,0,0,23.84,23.83,0,0,55,48.280000,0.000000,4.270000,0.000000,12.080000,262.190000,100.610000,16.110000,0.000000,70.400000,30.270000,87.110000,3.900000,0.000000,25.630000,0.000000,41.040000,25.630000,0.000000,9.660000,273.050000

80,19:45-20:00,0,0,0,0,0,0,0,0,50,0,68,0,20.66,7.01,0,0,0,22.66,22.67,0,0,50,48.280000,0.000000,4.270000,0.000000,12.080000,262.190000,100.610000,16.110000,0.000000,70.400000,30.270000,87.110000,3.900000,0.000000,25.630000,0.000000,41.040000,25.630000,0.000000,9.660000,273.050000

81,20:00-20:15,0,0,0,0,0,0,0,0,48,0,67.5,0,18.66,7.01,0,0,0,22.5,22.5,0,0,48,48.280000,0.000000,4.270000,0.000000,12.260000,262.190000,100.610000,16.110000,0.000000,70.400000,30.270000,87.110000,4.000000,0.000000,25.630000,0.000000,41.040000,25.630000,0.000000,9.660000,273.050000

82,20:15-20:30,0,0,0,0,0,0,0,0,44.67,0,68,0,17.34,7.01,0,0,0,22.66,22.67,0,0,44.67,48.280000,0.000000,4.270000,0.000000,12.260000,262.190000,100.610000,16.110000,0.000000,70.400000,30.270000,68.110000,4.000000,0.000000,25.630000,0.000000,41.040000,25.630000,0.000000,9.660000,273.050000

83,20:30-20:45,0,0,0,0,0,0,0,0,40.33,0,67,0,16.34,7.01,0,0,0,22.34,22.33,0,0,40.33,48.280000,0.000000,4.110000,0.000000,12.260000,262.190000,100.610000,16.110000,0.000000,70.400000,30.270000,87.110000,4.000000,0.000000,25.630000,0.000000,41.040000,25.630000,0.000000,9.660000,273.050000

84,20:45-21:00,0,0,0,0,0,0,0,0,38,0,66,0,15.34,7.01,0,0,0,22,22,0,0,38,48.280000,0.000000,4.110000,0.000000,12.260000,262.190000,100.610000,16.110000,0.000000,70.400000,30.270000,87.110000,4.000000,0.000000,25.630000,0.000000,41.040000,25.630000,0.000000,9.660000,273.050000

85,21:00-21:15,0,0,0,0,0,0,0,0,43.67,0,66,0,19.34,7.01,0,0,0,22,22,0,0,43.67,48.280000,0.000000,4.660000,0.000000,12.260000,225.540000,100.610000,16.110000,0.000000,66.240000,29.270000,68.110000,4.000000,0.000000,25.630000,0.000000,41.040000,25.630000,0.000000,9.660000,273.050000

86,21:15-21:30,0,0,0,0,0,0,0,0,43.33,0,66,0,19.34,7.01,0,0,0,22,22,0,0,43.33,48.280000,0.000000,4.660000,0.000000,12.260000,225.540000,100.610000,16.110000,0.000000,66.240000,29.270000,68.110000,4.000000,0.000000,25.630000,0.000000,41.040000,25.630000,0.000000,9.660000,231.770000

87,21:30-21:45,0,0,0,0,0,0,0,0,42.67,0,66,0,19.66,7.01,0,0,0,22,22,0,0,42.67,48.280000,0.000000,4.660000,0.000000,12.260000,262.190000,100.610000,16.110000,0.000000,74.750000,29.270000,87.110000,4.000000,0.000000,25.630000,0.000000,41.040000,25.630000,0.000000,9.660000,273.050000

88,21:45-22:00,0,0,0,0,0,0,0,0,42,0,66,0,20.34,7.01,0,0,0,22,22,0,0,42,48.280000,0.000000,4.660000,0.000000,12.260000,262.190000,100.610000,16.110000,0.000000,83.270000,29.270000,87.110000,4.000000,0.000000,25.630000,0.000000,41.040000,25.630000,0.000000,9.660000,273.050000

89,22:00-22:15,0,0,0,0,0,0,0,0,49.33,0,80,0,26.66,7.01,0,0,0,26.66,26.67,0,0,49.33,48.280000,0.000000,4.510000,0.000000,12.450000,262.190000,100.610000,16.110000,0.000000,91.790000,29.270000,87.110000,3.900000,0.000000,30.900000,0.000000,41.040000,30.900000,4.080000,9.660000,273.050000

90,22:15-22:30,0,0,0,0,0,0,0,0,50,0,80.5,0,26,7.01,0,0,0,26.84,26.83,0,0,50,48.280000,0.000000,4.510000,0.000000,12.450000,262.190000,100.610000,16.110000,0.000000,115.450000,29.270000,87.110000,3.900000,0.000000,30.900000,0.000000,41.040000,30.900000,4.080000,9.660000,273.050000

91,22:30-22:45,0,0,0,0,0,0,0,0,50.67,0,81,0,25.66,7.01,0,0,0,27,27,0,0,50.67,48.280000,0.000000,4.970000,0.000000,12.450000,262.190000,100.610000,16.110000,0.000000,115.450000,29.270000,87.110000,3.900000,0.000000,1.880000,0.000000,41.040000,30.900000,4.080000,9.660000,273.050000

92,22:45-23:00,0,0,0,0,0,0,0,0,51,0,80.5,0,25.34,7.01,0,0,0,26.84,26.83,0,0,51,48.280000,0.000000,4.970000,0.000000,12.450000,262.190000,100.610000,16.110000,0.000000,115.450000,29.270000,87.110000,3.900000,0.000000,1.880000,0.000000,41.040000,30.900000,4.080000,9.660000,273.050000

93,23:00-23:15,0,0,0,0,0,0,0,0,51.67,0,81,0,24.66,7.01,0,0,0,27,27,0,0,51.67,48.280000,0.000000,4.970000,0.000000,12.450000,262.190000,100.610000,16.110000,0.000000,115.450000,28.260000,87.110000,3.800000,0.000000,30.900000,0.000000,41.040000,30.900000,3.920000,9.660000,273.050000

94,23:15-23:30,0,0,0,0,0,0,0,0,52,0,81.5,0,24,7.01,0,0,0,27.16,27.17,0,0,52,48.280000,0.000000,4.970000,0.000000,12.450000,262.190000,100.610000,16.110000,0.000000,115.450000,28.260000,87.110000,3.800000,0.000000,30.900000,0.000000,41.040000,30.900000,4.080000,9.660000,273.050000

95,23:30-23:45,0,0,0,0,0,0,0,0,51.33,0,82,0,24,7.01,0,0,0,27.34,27.33,0,0,51.33,48.280000,0.000000,4.970000,0.000000,12.450000,262.190000,100.610000,16.110000,0.000000,115.450000,28.260000,87.110000,3.800000,0.000000,30.900000,0.000000,41.040000,30.900000,4.080000,9.660000,273.050000

96,23:45-24:00,0,0,0,0,0,0,0,0,52,0,81.5,0,23.34,7.01,0,0,0,27.16,27.17,0,0,52,48.280000,0.000000,4.970000,0.000000,12.450000,262.190000,100.610000,16.110000,0.000000,115.450000,28.260000,87.110000,3.800000,0.000000,30.900000,0.000000,41.040000,30.900000,4.080000,9.660000,273.050000

