Block,Time,URI,URI2,RIHAND1,RIHAND2,SALAL,SEWA2,SINGRAULI,TANAKPUR,TANDA2,UNCHAHAR1,UNCHAHAR2,UNCHAHAR3,SINGRAULI_HYDRO,RIHAND3,TEHRI,UNCHAHAR4,KOTESHWR,NAPP,NJPC,RAMPUR,RAPPC,CHAMERA1,CHAMERA2,DADRT2,DHAULIGNGA,JHAJJAR,KISHANGANGA,DULHASTI,RAPPB,BSIUL,CHAMERA3,PARBATI3,KOLDAM,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,TALST2,VALLURNTECL,NTPL,NLCIIST2,NLCTS2EXP,NNTPP,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,SIMHST2,RSTPSU1TO6,RSTPSU7,SIMHST1,KUDGI,MAPS,NLCEXP,NLCIIST1,TALA,FSTPP I & II,BRBCL,KHSTPP-I,KHSTPP-II,VSTPS I,VSTPS II,VSTPS III,VSTPS IV,VSTPS V,LARA-I,MOUDA,SIPAT I,SIPAT II,SOLAPUR,MOUDA_II,TAPS-II,SASAN,GADARWARA-I,KHARGONE-I,KSTPS I&II,KSTPS7,KAPS,GANDHAR-APM,GANDHAR-NAPM,GANDHAR-RLNG,GANDHAR-ComGas,KAWAS-APM,KAWAS-NAPM,KAWAS-RLNG,KAWAS-zLIQ,KAWAS-ComGas
6,01:15-01:30,50.784,35.944935,79.966942,120.694688,83.664,17.179062,144.026761,1.1529,2.525983,20.904656,43.545976,26.963602,1.055068,126.520838,31.370567,1.427606,17.425726,44.150584,0,0,59.447069,13.983,43.63516,344.673159,0,661.459879,2.551476,53.905351,0,19.8,21.118518,0,0,0,6.41457,37.904279,0,0,6.080756,54.726808,0,0,73.287535,0,0,3.03,2.38,1.89,0.41,0.87,0.17,1.99,2.18,1.6,0,0.49,7.86,1.94,0,9.33,0.25,1.75,0.74,0,18.140334,15.00135,33.385,152.393475,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,1.800632,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021924,0,0,0.002557,0,0.018058

7,01:30-01:45,50.784,35.944935,79.966942,120.694688,83.664,17.179062,144.026761,1.1529,2.525983,20.904656,43.545976,26.963602,1.055068,126.520838,31.370567,1.427607,17.425726,44.150584,0,0,59.447069,13.983,43.63516,344.673159,0,661.459879,2.551476,53.905351,0,19.8,21.118518,0,0,0,6.41457,37.904279,0,0,6.080756,54.726808,0,0,73.287535,0,0,3.03,2.38,1.89,0.41,0.87,0.17,1.99,2.18,1.6,0,0.49,7.86,1.94,0,9.33,0.25,1.75,0.74,0,18.140334,15.00135,33.385,152.393475,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,2.056646,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021924,0,0,0.002557,0,0.018058

8,01:45-02:00,50.784,35.944935,79.966942,120.694688,83.664,17.179062,144.026761,1.1529,2.525983,20.904656,43.545976,26.963602,1.055068,126.520838,31.370567,1.427607,17.425726,44.150584,0,0,59.447069,13.983,43.63516,344.673159,0,661.459879,2.551476,53.905351,0,13.2,21.118518,0,0,0,6.41457,37.904279,0,0,6.080756,54.726808,0,0,73.287535,0,0,3.03,2.38,1.89,0.41,0.87,0.17,1.99,2.18,1.6,0,0.49,7.86,1.94,0,9.33,0.25,1.75,0.74,0,18.140334,15.00135,33.385,152.393475,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,2.056646,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021924,0,0,0.002557,0,0.018058

9,02:00-02:15,50.784,35.944935,79.966942,120.694688,83.664,17.179062,144.026761,1.281,2.525983,20.323972,43.545976,26.963602,1.055068,126.520838,31.370567,1.427607,8.712863,44.150584,0,0,59.447069,13.983,29.001777,344.673159,0,661.459879,2.551476,53.905351,0,13.2,21.118518,0,0,0,6.41457,39.070564,0,0,6.080756,54.726808,0,0,73.287535,0,0,2.75,2.38,1.89,0.41,0.87,0.17,1.99,2.18,1.6,0,0.63,7.86,1.94,0,9.33,0.25,1.75,0.74,0,18.140334,15.00135,33.385,152.393475,2.395424,1.942962,1.959684,2.683688,1.327531,4.116188,1.938103,5.313701,1.870228,3.542468,1.755846,2.056646,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.022111,0,0,0.002557,0,0.018058

10,02:15-02:30,50.784,35.944935,79.966942,120.694688,83.664,17.179062,144.026761,1.281,2.525983,17.420547,43.545976,26.963602,1.055068,126.520838,31.370567,1.427606,8.712863,44.150584,0,0,59.447069,13.983,29.001777,344.673159,0,661.459879,2.551476,53.905351,0,13.2,21.118518,0,0,0,6.41457,39.070564,0,0,6.080756,54.726808,0,0,73.287535,0,0,2.43,2.38,1.89,0.41,0.87,0.17,1.99,2.18,1.6,0,0.76,7.86,1.94,0,9.33,0.25,1.75,0.74,0,18.140334,15.00135,33.385,152.393475,2.395424,1.942962,1.959684,2.683688,1.327531,4.116188,1.938103,5.313701,1.870228,3.542468,1.755846,2.056646,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.022111,0,0,0.002557,0,0.018058

11,02:30-02:45,50.784,35.944935,79.966942,120.694688,53.452,17.179062,144.026761,1.281,2.525983,17.420547,43.545976,26.963602,1.055068,126.520838,31.370567,1.427606,8.712863,44.150584,0,0,59.447069,13.983,29.001777,344.673159,0,661.459879,2.551476,53.905351,0,13.2,21.118518,0,0,0,6.41457,39.070564,0,0,6.080756,54.726808,0,0,73.287535,0,0,2.43,2.38,1.89,0.41,0.87,0.17,1.99,2.18,1.6,0,0.88,7.86,1.94,0,9.33,0.25,1.75,0.74,0,18.140334,15.00135,33.385,152.393475,2.395424,1.942962,1.959684,2.683688,1.327531,4.20135,1.938103,5.313701,1.870228,3.542468,1.755846,2.056646,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.022111,0,0,0.002557,0,0.018058

12,02:45-03:00,50.784,35.944935,79.966942,120.694688,53.452,17.179062,144.026761,1.281,2.525983,17.420547,43.545976,26.963602,1.055068,126.520838,31.370567,1.427607,8.712863,44.150584,0,0,59.447069,13.983,29.001777,344.673159,0,661.459879,2.551476,53.905351,0,13.2,21.118518,0,0,0,6.41457,39.070564,0,0,6.080756,54.726808,0,0,73.287535,0,0,2.43,2.38,1.89,0.41,0.87,0.17,1.99,2.18,1.6,0,0.88,7.86,1.94,0,9.33,0.25,1.75,0.74,0,18.140334,15.00135,33.385,152.393475,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,2.056646,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.022111,0,0,0.002557,0,0.018058

13,03:00-03:15,50.784,34.64741,79.966942,120.694688,53.452,17.179062,144.026761,1.281,2.525983,17.420547,43.545976,26.963602,1.055068,126.520838,31.370567,1.427606,8.712863,44.150584,0,0,59.447069,13.983,29.001777,344.673159,0,661.459879,2.551476,53.905351,0,13.2,21.118518,0,0,0,6.41457,39.070564,0,0,6.080756,54.726808,0,0,73.287535,0,0,2.11,2.38,1.89,0.41,0.87,0.17,1.99,2.18,1.6,0,0.88,7.86,1.94,0,9.33,0.25,1.75,0.74,0,18.140334,15.00135,33.385,152.393475,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,2.056646,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.022111,0,0,0.002557,0,0.018058

14,03:15-03:30,50.784,34.64741,79.966942,120.694688,53.452,17.179062,144.026761,1.281,2.525983,17.420547,43.545976,26.963602,1.055068,126.520838,31.370567,1.427607,8.712863,44.150584,0,0,59.447069,13.983,29.001777,344.673159,0,661.459879,2.551476,53.905351,0,13.2,21.118518,0,0,0,6.41457,39.070564,0,0,6.080756,54.726808,0,0,73.287535,0,0,2.11,2.38,1.89,0.41,0.87,0.17,1.99,2.18,1.6,0,0.88,7.86,1.94,0,9.33,0.25,1.75,0.74,0,18.140334,15.00135,33.385,152.393475,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,2.056646,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.022111,0,0,0.002557,0,0.018058

15,03:30-03:45,50.784,34.64741,79.966942,120.694688,53.452,17.179062,144.026761,1.281,2.525983,20.323972,43.545976,26.963602,1.055068,126.520838,31.370567,1.427606,8.712863,44.150584,0,0,59.447069,13.983,29.001777,344.673159,0,661.459879,2.551476,53.905351,0,13.2,21.118518,0,0,0,6.41457,39.070564,0,0,6.080756,54.726808,0,0,73.287535,0,0,2.11,2.38,1.89,0.41,0.87,0.17,1.99,2.18,1.6,0,0.78,7.86,1.94,0,9.33,0.25,1.75,0.74,0,18.140334,15.00135,33.385,152.393475,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,2.400843,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.022111,0,0,0.002557,0,0.018058

16,03:45-04:00,50.784,34.64741,79.966942,120.694688,53.452,17.179062,144.026761,1.281,2.525983,20.323972,43.545976,26.963602,1.055068,126.520838,31.370567,1.427606,8.712863,44.150584,20.475526,0.395742,59.447069,13.983,29.001777,344.673159,0,661.459879,2.551476,53.905351,0,13.2,21.118518,0,0,0,6.41457,39.070564,0,0,6.080756,54.726808,0,0,73.287535,0,0,2.11,2.38,1.89,0.41,0.87,0.17,1.99,2.18,1.6,0,0.78,7.86,1.94,0,9.33,0.25,1.75,0.74,0,18.140334,15.00135,33.385,152.393475,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,2.400843,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.022111,0,0,0.002557,0,0.018058

17,04:00-04:15,50.784,34.64741,79.966942,120.694688,53.452,17.179062,144.026761,1.281,2.525983,20.323972,43.545976,26.963602,1.055068,126.520838,31.370567,1.427606,8.712863,44.150584,20.475526,0.395742,59.447069,13.983,29.001777,344.673159,0,661.459879,2.551476,53.905351,0,13.2,21.118518,0,0,0,6.41457,39.070564,0,0,6.080756,54.726808,0,0,73.287535,0,0,2.11,2.38,1.89,0.41,0.87,0.17,1.99,2.18,1.6,0,0.78,7.86,1.94,0,9.33,0.25,1.75,0.74,0,18.140334,15.00135,33.385,152.393475,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,2.400843,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.022296,0,0,0.002557,0,0.018058

18,04:15-04:30,50.784,34.64741,79.966942,120.694688,53.452,17.179062,144.026761,1.281,2.525983,20.323972,43.545976,26.963602,1.055068,126.520838,31.370567,1.427607,8.712863,44.150584,20.475526,0.395742,59.447069,13.983,29.001777,344.673159,0,661.459879,2.551476,53.905351,0,13.2,21.118518,0,0,0,6.41457,39.070564,0,0,6.080756,54.726808,0,0,73.287535,0,0,2.11,2.38,1.89,0.41,0.87,0.17,1.99,2.18,1.6,0,0.78,7.86,1.94,0,9.33,0.25,1.75,0.74,0,18.140334,15.00135,33.385,152.393475,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,2.400843,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.022296,0,0,0.002557,0,0.018058

19,04:30-04:45,50.784,34.64741,79.966942,120.694688,53.452,17.179062,144.026761,1.281,2.525983,20.323972,43.545976,26.963602,1.055068,126.520838,31.370567,1.427606,8.712863,44.150584,20.475526,0.395742,59.447069,13.983,29.001777,344.673159,0,661.459879,2.551476,53.905351,0,13.2,21.118518,0,0,0,6.41457,39.070564,0,0,6.080756,54.726808,0,0,73.287535,0,0,2.11,2.38,1.89,0.41,0.87,0.17,1.99,2.18,1.6,0,0.88,7.86,1.94,0,9.33,0.25,1.75,0.74,0,18.140334,15.00135,33.385,152.393475,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,2.400843,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.022296,0,0,0.002557,0,0.018058

20,04:45-05:00,50.784,34.64741,79.966942,120.694688,53.452,17.179062,144.026761,1.281,2.525983,20.323972,43.545976,26.963602,1.055068,126.520838,20.913711,1.427606,8.712863,44.150584,20.475526,0.395742,59.447069,13.983,29.001777,344.673159,0,661.459879,2.551476,53.905351,0,13.2,21.118518,3.47244,0,0,6.41457,39.070564,0,0,6.080756,54.726808,0,0,73.287535,0,0,2.11,2.38,1.89,0.41,0.87,0.17,1.99,2.18,1.6,0,0.88,7.86,1.94,0,9.33,0.25,1.75,0.74,0,18.140334,15.00135,33.385,152.393475,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,2.400843,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.022296,0,0,0.002557,0,0.018058

21,05:00-05:15,52.992,34.64741,79.966942,120.694688,53.452,17.179062,144.026761,0,2.525983,20.323972,43.545976,26.963602,1.055068,126.520838,0,1.427606,8.712863,44.150584,20.475526,0.395742,59.447069,13.983,29.001777,344.673159,0,661.459879,2.551476,53.905351,0,13.2,21.118518,18.056691,0,0,6.41457,39.070564,0,0,6.080756,54.726808,0,0,73.287535,0,0,2.11,2.38,1.89,0.41,0.87,0.17,1.99,2.18,1.6,0,0.88,7.86,1.94,0,9.33,0.25,1.75,0.74,0,18.140334,15.00135,33.385,152.393475,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,2.400843,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.022111,0,0,0.002557,0,0.018058

22,05:15-05:30,52.992,34.64741,79.966942,120.694688,53.452,17.179062,144.026761,0,2.525983,20.323972,43.545976,26.963602,1.055068,126.520838,0,1.427606,8.712863,44.150584,40.951052,0.791483,59.447069,13.983,29.001777,344.673159,9.915136,661.459879,2.551476,53.905351,0,13.2,21.118518,36.113381,0,0,6.41457,39.070564,0,0,6.080756,54.726808,0,0,73.287535,0,0,2.11,2.38,1.89,0.41,0.87,0.17,1.99,2.18,1.6,0,0.88,7.86,1.94,0,9.33,0.25,1.75,0.74,0,18.140334,15.00135,33.385,152.393475,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,2.400843,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.022111,0,0,0.002557,0,0.018058

23,05:30-05:45,50.784,34.64741,79.966942,120.694688,53.452,17.179062,144.026761,0,2.525983,20.323972,43.545976,26.963602,1.055068,126.520838,0,1.427606,8.712863,44.150584,51.188815,0.989355,59.447069,13.983,29.001777,344.673159,9.915136,661.459879,2.551476,53.905351,0,13.2,21.118518,36.113381,0,0,6.41457,39.070564,0,0,6.080756,54.726808,0,0,73.287535,0,0,2.11,2.38,1.89,0.41,0.87,0.17,1.99,2.18,1.6,0,0.88,7.86,1.94,0,9.33,0.25,1.75,0.74,0,18.140334,15.00135,33.385,152.393475,2.406215,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,2.420755,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.022111,0,0,0.002557,0,0.018058

24,05:45-06:00,50.784,34.64741,79.966942,120.694688,53.452,17.179062,144.026761,0,2.525983,20.323972,43.545976,26.963602,1.055068,126.520838,0,1.427606,8.712863,44.150584,70.128676,1.349763,59.447069,13.983,29.001777,344.673159,9.915136,661.459879,2.551476,53.905351,0,13.2,21.118518,36.113381,0,0,6.41457,39.070564,0,0,6.080756,54.726808,0,0,73.287535,0,0,2.11,2.38,1.89,0.42,0.87,0.17,1.99,2.18,1.6,0,0.88,7.86,1.94,0,9.33,0.25,1.75,0.8,0,18.140334,15.00135,33.385,152.393475,2.406215,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,2.420755,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.022111,0,0,0.002557,0,0.018058

25,06:00-06:15,50.784,34.64741,79.966942,120.694688,53.452,17.179062,144.026761,0,2.525983,20.323972,43.545976,26.963602,1.055068,126.520838,0,1.427606,8.712863,44.150584,61.426578,1.187226,59.447069,13.983,29.001777,344.673159,9.915136,661.459879,2.551476,53.905351,0,13.2,21.118518,36.113381,0,0,6.41457,39.070564,0,0,6.080756,54.726808,0,0,72.0861,0,0,2.11,2.38,1.89,0.42,0.87,0.17,1.99,2.18,1.6,0,0.88,7.74,1.94,0,9.33,0.25,1.75,0.8,0,18.140334,15.00135,33.385,144.762,2.406215,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,2.420755,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.022111,0,0,0.002557,0,0.018058

26,06:15-06:30,50.784,34.64741,79.966942,120.694688,53.452,17.179062,144.026761,0,2.525983,20.323972,43.545976,26.963602,1.055068,126.520838,0,1.427606,8.712863,44.150584,75.861824,1.462832,59.447069,25.28,29.001777,344.673159,9.915136,661.459879,2.551476,53.905351,0,13.2,21.118518,18.056691,0,0,6.41457,39.070564,0,0,6.080756,54.726808,0,0,72.0861,0,0,2.11,2.38,1.89,0.42,0.87,0.17,1.99,2.18,1.6,0,0.88,7.74,1.94,0,9.33,0.25,1.75,0.8,0,18.140334,15.00135,33.385,144.762,2.406215,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,2.420755,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.022111,0,0,0.002557,0,0.018058

27,06:30-06:45,50.784,34.64741,79.966942,120.694688,53.452,17.179062,144.026761,0,2.525983,20.323972,43.545976,26.963602,1.055068,126.520838,0,1.427606,8.712863,44.150584,75.759446,1.462832,59.447069,28.09872,29.001777,344.673159,9.915136,661.459879,2.551476,53.905351,0,13.2,21.118518,3.47244,0,0,6.41457,39.070564,0,0,6.080756,54.726808,0,0,72.0861,0,0,2.35,2.38,1.89,0.42,0.87,0.17,1.99,2.18,1.6,0,0.88,7.74,1.94,0,9.33,0.25,1.75,0.8,0,18.140334,15.00135,33.385,144.762,2.406215,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,2.420755,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.022036,0,0,0.002557,0,0.018058

28,06:45-07:00,50.784,34.64741,79.966942,120.694688,53.452,17.179062,144.026761,0,2.525983,20.323972,43.545976,26.963602,1.055068,126.520838,0,1.427606,8.712863,44.150584,70.128676,1.349763,59.447069,28.09872,29.001777,344.673159,9.915136,661.459879,2.551476,53.905351,0,13.2,21.118518,0,0,0,6.41457,39.070564,0,0,6.080756,54.726808,0,0,72.0861,0,0,2.55,2.38,1.89,0.42,0.87,0.17,1.99,2.18,1.6,0,0.88,7.74,1.94,0,9.33,0.25,1.75,0.8,0,18.140334,15.00135,30.957,144.762,2.406215,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,2.420755,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.022036,0,0,0.002557,0,0.018058

29,07:00-07:15,50.784,34.64741,79.966942,120.694688,53.452,17.179062,144.026761,0,2.525983,20.323972,43.545976,26.963602,1.055068,126.520838,0,1.427606,8.712863,44.150584,40.951052,0.791483,59.447069,28.09872,29.001777,344.673159,9.915136,661.459879,2.551476,53.905351,0,13.2,21.118518,0,0,0,6.41457,39.070564,0,0,6.080756,54.726808,0,0,72.0861,0,0,2.55,2.38,1.89,0.42,0.87,0.17,1.99,2.18,1.6,0,0.88,7.86,1.94,0,9.33,0.25,1.73,0.76,0,18.140334,15.00135,30.957,144.762,2.406215,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,2.420755,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.022036,0,0,0.002557,0,0.017738

30,07:15-07:30,50.784,34.64741,79.966942,120.694688,53.452,17.179062,144.026761,0,2.525983,20.323972,43.545976,26.963602,1.055068,126.520838,0,1.427606,8.712863,44.150584,20.475526,0.395742,59.447069,28.09872,29.001777,344.673159,9.915136,661.459879,2.551476,53.905351,0,13.2,21.118518,0,0,0,6.41457,39.070564,0,0,6.080756,54.726808,0,0,72.0861,0,0,2.55,2.38,1.89,0.42,0.87,0.17,1.99,2.18,1.6,0,0.88,7.86,1.94,0,9.33,0.25,1.73,0.76,0,18.140334,15.00135,30.957,144.762,2.406215,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,2.420755,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.022036,0,0,0.002557,0,0.017738

31,07:30-07:45,50.784,34.64741,79.966942,120.694688,53.452,17.179062,144.026761,0,2.525983,20.323972,43.545976,26.963602,1.055068,126.520838,0,1.427606,8.712863,44.150584,0,0,59.447069,28.09872,29.001777,344.673159,9.915136,661.459879,2.551476,53.905351,0,13.2,21.118518,0,0,0,6.41457,39.070564,0,0,6.080756,54.726808,0,0,72.0861,0,0,2.55,2.38,1.89,0.42,0.87,0.17,1.99,2.18,1.6,0,0.88,7.86,1.94,0,9.33,0.25,1.73,0.76,0,18.140334,15.00135,30.957,147.515625,2.406215,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,2.420755,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021924,0,0,0.002557,0,0.017738

