Block,Time,URI,URI2,RIHAND1,RIHAND2,SALAL,SEWA2,SINGRAULI,TANAKPUR,TANDA2,UNCHAHAR1,UNCHAHAR2,UNCHAHAR3,SINGRAULI_HYDRO,RIHAND3,TEHRI,UNCHAHAR4,KOTESHWR,NAPP,NJPC,RAMPUR,RAPPC,CHAMERA1,CHAMERA2,DADRT2,DHAULIGNGA,JHAJJAR,KISHANGANGA,DULHASTI,RAPPB,BSIUL,CHAMERA3,PARBATI3,KOLDAM,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,TALST2,VALLURNTECL,NTPL,NLCIIST2,NLCTS2EXP,NNTPP,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,SIMHST2,RSTPSU1TO6,RSTPSU7,SIMHST1,KUDGI,MAPS,NLCEXP,NLCIIST1,TALA,FSTPP I & II,BRBCL,KHSTPP-I,KHSTPP-II,VSTPS I,VSTPS II,VSTPS III,VSTPS IV,VSTPS V,LARA-I,MOUDA,SIPAT I,SIPAT II,SOLAPUR,MOUDA_II,TAPS-II,SASAN,GADARWARA-I,KHARGONE-I,KSTPS I&II,KSTPS7,KAPS,GANDHAR-APM,GANDHAR-NAPM,GANDHAR-RLNG,GANDHAR-ComGas,KAWAS-APM,KAWAS-NAPM,KAWAS-RLNG,KAWAS-zLIQ,KAWAS-ComGas
65,16:00-16:15,50.232,35.068229,79.966942,120.694688,26.726,17.179062,144.026761,0,2.525983,22.193777,43.545976,26.963602,1.055068,126.520838,31.370567,1.427606,8.712863,44.150584,0,0,59.447069,28.09872,14.427279,344.673159,0,661.459879,2.551476,53.905351,0,13.1076,0,0,0,0,6.41457,30.906566,0,0,6.080756,54.726808,0,0,72.0861,0,0,3.03,2.38,1.89,0.41,0.87,0.17,1.99,2.18,1.6,0,0.88,7.86,1.94,0,9.33,0.25,1.78,0.74,0,18.140334,15.00135,30.957,147.515625,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,2.695844,2.673924,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021181,0,0,0.002557,0,0.017418

66,16:15-16:30,50.232,35.068229,79.966942,120.694688,26.726,17.179062,144.026761,0,2.525983,22.193777,43.545976,26.963602,1.055068,126.520838,31.370567,1.427606,8.712863,44.150584,20.475526,0.395742,59.447069,28.09872,14.427279,344.673159,0,661.459879,2.551476,53.905351,0,13.1076,0,0,0,0,6.41457,30.906566,0,0,6.080756,54.726808,0,0,72.0861,0,0,3.03,2.38,1.89,0.41,0.87,0.17,1.99,2.18,1.6,0,0.88,7.86,1.94,0,9.33,0.25,1.78,0.74,0,18.140334,15.00135,30.957,147.515625,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,2.695844,2.673924,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021181,0,0,0.002557,0,0.017418

67,16:30-16:45,50.784,35.068229,79.966942,120.694688,26.726,17.179062,144.026761,1.281,2.525983,22.193777,43.545976,26.963602,1.055068,126.520838,31.370567,1.427606,8.712863,44.150584,20.475526,0.395742,59.447069,28.09872,14.427279,344.673159,9.340345,661.459879,2.551476,53.905351,0,13.1076,0,0,0,0,6.41457,30.906566,0,0,6.080756,54.726808,0,0,72.0861,0,0,3.03,2.38,1.89,0.41,0.87,0.17,1.99,2.18,1.6,0,0.88,7.86,1.94,0,9.33,0.25,1.78,0.74,0,18.140334,15.00135,32.4745,147.515625,2.406215,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,2.965428,2.673924,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021181,0,0,0.002557,0,0.017418

68,16:45-17:00,50.784,35.068229,79.966942,120.694688,26.726,17.179062,144.026761,1.281,2.525983,22.193777,43.545976,26.963602,1.055068,126.520838,31.370567,1.427606,8.712863,44.150584,20.475526,0.395742,59.447069,28.09872,14.427279,344.673159,9.340345,661.459879,2.551476,53.905351,0,13.1076,0,0,0,0,6.41457,30.906566,0,0,6.080756,54.726808,0,0,72.0861,0,0,3.03,2.38,1.89,0.41,0.87,0.17,1.99,2.18,1.6,0,0.88,7.86,1.94,0,9.33,0.25,1.78,0.74,0,18.140334,15.00135,32.4745,147.515625,2.406215,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,2.965428,2.730816,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021181,0,0,0.002557,0,0.017418

69,17:00-17:15,50.784,35.068229,79.966942,120.694688,26.726,17.179062,144.026761,1.6653,2.525983,22.193777,43.545976,26.963602,1.055068,126.520838,31.370567,1.427606,8.712863,44.150584,20.475526,0.395742,59.447069,28.09872,14.427279,344.673159,9.340345,661.459879,2.551476,53.905351,0,13.1076,0,0,0,0,6.41457,30.906566,0,0,6.080756,54.726808,0,0,72.0861,0,0,3.03,2.38,1.89,0.41,0.87,0.17,1.99,2.18,1.6,0,0.88,7.74,1.94,0,9.33,0.25,1.78,0.74,0,18.140334,15.00135,32.4745,147.515625,2.406215,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,3.235012,2.730816,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021181,0,0,0.002557,0,0.017418

70,17:15-17:30,50.784,35.068229,79.966942,120.694688,26.726,17.179062,144.026761,1.6653,2.525983,22.193777,43.545976,26.963602,1.055068,126.520838,31.370567,1.427606,8.712863,44.150584,20.475526,0.395742,59.447069,28.09872,14.427279,344.673159,9.340345,661.459879,2.551476,53.905351,0,13.1076,10.55926,0,0.85977,0,6.41457,30.906566,0,0,6.080756,54.726808,0,0,72.0861,0,0,3.03,2.38,1.89,0.41,0.87,0.17,1.99,2.18,1.6,0,0.88,7.74,1.94,0,9.33,0.25,1.78,0.74,0,18.140334,15.00135,32.4745,147.515625,2.406215,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,3.511691,2.730816,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021181,0,0,0.002557,0,0.017418

71,17:30-17:45,50.784,35.068229,79.966942,120.694688,26.726,17.179062,144.026761,7.686,2.525983,22.193777,43.545976,26.963602,1.055068,126.520838,31.370567,1.427606,8.712863,44.150584,20.475526,0.395742,59.447069,28.09872,14.427279,344.673159,9.340345,661.459879,2.551476,53.905351,0,13.1076,10.55926,0,0.85977,0,6.41457,30.906566,0,0,6.080756,54.726808,0,0,72.0861,0,0,3.03,2.38,1.89,0.41,0.87,0.17,1.99,2.18,1.6,0,0.88,7.74,1.94,0,9.33,0.25,1.78,0.74,0,18.140334,15.00135,32.4745,147.515625,2.406215,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,3.511691,2.730816,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021181,0,0,0.002557,0,0.017418

72,17:45-18:00,50.784,35.068229,79.966942,120.694688,26.726,17.179062,144.026761,7.686,2.525983,22.193777,43.545976,26.963602,1.055068,126.520838,31.370567,1.427606,8.712863,44.150584,40.951052,0.791483,59.447069,28.09872,14.427279,344.673159,9.340345,661.459879,2.551476,53.905351,0,13.1076,10.55926,0,0.85977,0,6.41457,30.906566,0,0,6.080756,54.726808,0,0,72.0861,0,0,3.03,2.38,1.89,0.41,0.87,0.17,1.99,2.18,1.6,0,0.88,7.74,1.94,0,9.33,0.25,1.78,0.74,0,18.140334,15.00135,32.4745,147.515625,2.406215,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,3.511691,2.730816,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021181,0,0,0.002557,0,0.017418

73,18:00-18:15,50.784,35.068229,79.966942,120.694688,51.128,17.179062,144.026761,7.686,2.525983,22.193777,43.545976,26.963602,1.055068,126.520838,31.370567,1.427606,6.587774,44.150584,61.426578,1.187226,59.447069,28.09872,14.427279,344.673159,9.915136,672.48304,2.551476,53.905351,0,6.5538,10.55926,0,1.719539,0,6.41457,31.489709,0,0,6.080756,54.726808,0,0,72.0861,0,0,3.03,2.38,1.89,0.41,0.87,0.17,1.99,2.18,1.6,0,0.88,7.88,1.94,0,9.33,0.25,1.78,0.74,0,18.140334,15.00135,32.4745,147.515625,2.406215,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,3.511691,2.730816,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021181,0,0,0.002557,0,0.017418

74,18:15-18:30,50.784,35.068229,79.966942,120.694688,83.664,17.179062,144.026761,7.686,2.525983,22.193777,43.545976,26.963602,1.055068,126.520838,31.370567,1.427606,6.587774,44.150584,87.020986,1.674836,59.447069,28.09872,14.427279,344.673159,19.830271,672.48304,2.551476,53.905351,0,6.5538,21.139359,0,2.12793,0,6.41457,31.489709,0,0,6.080756,54.726808,0,0,72.0861,0,0,3.03,2.38,1.89,0.41,0.87,0.17,1.99,2.18,1.6,0,0.88,7.88,1.94,0,9.33,0.25,1.78,0.74,0,18.140334,15.00135,32.4745,147.515625,2.406215,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,3.511691,2.730816,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021181,0,0,0.002557,0,0.017418

75,18:30-18:45,52.992,35.068229,79.966942,120.694688,83.664,17.179062,144.026761,0,2.525983,22.193777,43.545976,26.963602,1.055068,126.520838,31.370567,1.427606,17.425726,44.150584,112.615393,2.169514,59.447069,42.14808,29.090107,344.673159,29.745407,672.48304,2.551476,53.905351,0,13.1076,21.139359,0,3.009194,0,6.41457,31.489709,0,0,6.080756,54.726808,0,0,72.0861,0,0,3.03,2.38,1.89,0.41,0.87,0.17,1.99,2.18,1.6,0,0.88,7.88,1.94,0,9.33,0.25,1.73,0.74,0,18.140334,15.00135,32.4745,147.515625,2.406215,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,3.511691,2.730816,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021255,0,0,0.002557,0,0.017418

76,18:45-19:00,52.992,35.068229,79.966942,120.694688,83.664,17.179062,144.026761,0,2.525983,22.193777,43.545976,26.963602,1.055068,126.520838,31.370567,1.427606,26.563608,44.150584,151.723648,2.883262,59.447069,42.14808,43.63516,344.673159,39.660543,672.483041,2.609464,53.905351,0,19.6614,31.709733,0,4.191377,0,6.41457,31.489709,0,0,6.080756,54.726808,0,0,72.0861,0,0,3.03,2.38,1.89,0.41,0.87,0.17,1.99,2.18,1.6,0,0.88,7.88,1.94,0,9.33,0.25,1.73,0.74,0,18.140334,15.00135,32.4745,147.515625,2.406215,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,3.511691,2.730816,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021255,0,0,0.002557,0,0.017418

77,19:00-19:15,50.784,35.068229,79.966942,120.694688,83.664,17.179062,144.026761,0,2.525983,22.193777,43.545976,26.963602,1.055068,126.520838,31.370567,1.427606,26.563608,44.150584,151.723648,2.883262,59.447069,42.14808,43.63516,344.673159,39.660543,672.483041,2.609464,53.905351,0,19.6614,31.709733,3.47244,4.255859,0,6.41457,32.072851,0,0,6.080756,54.726808,0,0,72.0861,0,0,3.03,2.38,1.89,0.41,0.87,0.17,1.99,2.18,1.6,0,0.88,7.88,1.94,0,9.33,0.25,1.73,0.74,0,18.140334,15.00135,32.4745,147.515625,2.406215,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,3.511691,2.730816,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021255,0,0,0.002557,0,0.017578

78,19:15-19:30,50.784,35.068229,79.966942,120.694688,83.664,17.179062,144.026761,0,2.525983,22.193777,43.545976,26.963602,1.055068,126.520838,31.370567,1.427606,26.563608,44.150584,151.723648,2.883262,59.447069,42.14808,43.63516,344.673159,39.660543,672.483041,2.609464,53.905351,0,19.6614,31.709733,6.944881,4.255859,0,6.41457,32.072851,0,0,6.080756,54.726808,0,0,72.0861,0,0,3.03,2.38,1.89,0.41,0.87,0.17,1.99,2.18,1.6,0,0.88,7.88,1.94,0,9.33,0.25,1.73,0.74,0,18.140334,15.00135,32.4745,147.515625,2.406215,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,3.511691,2.730816,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021255,0,0,0.002557,0,0.017578

79,19:30-19:45,50.784,35.068229,79.966942,120.694688,83.664,17.179062,144.026761,0,2.525983,22.193777,43.545976,26.963602,1.055068,126.520838,31.370567,1.427606,26.563608,44.150584,151.723648,2.883262,59.447069,42.14808,43.63516,344.673159,39.660543,672.48304,2.609464,53.905351,0,19.6614,31.709733,36.113381,4.255859,0,6.41457,32.072851,0,0,6.080756,54.726808,0,0,72.0861,0,0,3.03,2.38,1.89,0.41,0.87,0.17,1.99,2.18,1.6,0,0.88,7.88,1.94,0,9.33,0.25,1.73,0.74,0,18.140334,15.00135,32.4745,147.515625,2.406215,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,3.511691,2.730816,332.1,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021255,0,0,0.002557,0,0.017578

80,19:45-20:00,50.784,35.068229,79.966942,120.694688,51.128,17.179062,144.026761,0,2.525983,22.193777,43.545976,26.963602,1.055068,126.520838,31.370567,1.427606,26.563608,44.150584,151.723648,2.883262,59.447069,42.14808,43.63516,344.673159,39.660543,672.48304,2.609464,53.905351,0,19.6614,31.709733,54.170072,4.255859,0,6.41457,32.072851,0,0,6.080756,54.726808,0,0,72.0861,0,0,3.03,2.38,1.89,0.41,0.87,0.17,1.99,2.18,1.6,0,0.88,7.88,1.94,0,9.33,0.25,1.73,0.74,0,18.140334,15.00135,32.4745,147.515625,2.406215,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,3.511691,2.730816,332.1,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021255,0,0,0.002557,0,0.017578

81,20:00-20:15,50.784,35.068229,79.966942,120.694688,40.089,17.179062,144.026761,0,2.525983,22.193777,43.545976,26.963602,1.055068,126.520838,31.370567,1.427606,26.563608,44.150584,151.723648,2.883262,59.447069,42.14808,43.63516,344.673159,39.660543,672.48304,2.609464,53.905351,0,19.6614,31.709733,54.170072,4.255859,0,6.41457,32.655994,0,0,6.080756,88.779045,0,0,72.0861,0,0,3.03,2.38,1.89,0.41,0.87,0.17,1.99,2.18,1.6,0,0.88,7.88,1.94,0,9.33,0.25,1.73,0.74,0,18.140334,15.00135,32.4745,147.515625,2.406215,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,3.511691,2.730816,315.225,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021367,0,0,0.002557,0,0.017578

82,20:15-20:30,50.784,35.068229,79.966942,120.694688,40.089,17.179062,144.026761,0,2.525983,22.193777,43.545976,26.963602,1.055068,126.520838,31.370567,1.427606,26.563608,44.150584,151.723648,2.883262,59.447069,42.14808,43.63516,344.673159,39.660543,672.483041,2.609464,53.905351,0,19.6614,31.709733,54.170072,4.255859,0,6.41457,32.655994,0,0,6.080756,88.779045,0,0,72.0861,0,0,3.03,2.38,1.89,0.41,0.87,0.17,1.99,2.18,1.6,0,0.88,7.88,1.94,0,9.33,0.25,1.73,0.74,0,18.140334,15.00135,32.4745,147.515625,2.406215,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,3.511691,2.730816,298.35,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021367,0,0,0.002557,0,0.017578

83,20:30-20:45,50.784,35.068229,79.966942,120.694688,40.089,17.179062,144.026761,1.281,2.525983,22.193777,43.545976,26.963602,1.055068,126.520838,31.370567,1.427606,26.563608,44.150584,126.436373,2.438053,59.447069,42.14808,43.63516,344.673159,29.745407,672.483041,2.609464,53.905351,0,19.6614,31.709733,36.113381,4.255859,0,6.41457,32.655994,0,0,6.080756,91.211348,0,0,72.0861,0,0,3.03,2.38,1.89,0.41,0.87,0.17,1.99,2.18,1.6,0,0.88,7.88,1.94,0,9.33,0.25,1.73,0.74,0,18.140334,15.00135,32.4745,147.515625,2.406215,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,3.511691,2.730816,276.75,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021367,0,0,0.002557,0,0.017578

84,20:45-21:00,52.992,35.068229,79.966942,120.694688,40.089,17.179062,144.026761,1.281,2.525983,22.193777,43.545976,26.963602,1.055068,126.520838,31.370567,1.427606,25.501064,44.150584,126.436373,2.438053,59.447069,42.14808,29.090107,344.673159,17.243714,672.483041,2.551476,53.905351,0,6.5538,31.709733,18.056691,4.255859,0,6.41457,32.655994,0,0,6.080756,91.211348,0,0,72.0861,0,0,3.03,2.38,1.89,0.41,0.87,0.17,1.99,2.18,1.6,0,0.88,7.88,1.94,0,9.33,0.25,1.73,0.74,0,18.140334,15.00135,32.4745,147.515625,2.406215,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,3.511691,2.730816,276.75,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021367,0,0,0.002557,0,0.017578

85,21:00-21:15,52.992,35.068229,94.319982,120.694688,40.089,17.179062,144.026761,1.281,2.525983,22.193777,43.545976,26.963602,1.055068,126.520838,31.370567,1.427606,25.501064,44.150584,126.436373,2.438053,59.447069,42.14808,29.090107,344.673159,17.243714,672.48304,2.551476,53.905351,0,6.5538,31.709733,5.555905,3.191895,0,6.41457,33.239137,0,0,6.080756,91.211348,0,0,72.0861,0,0,3.03,2.38,1.89,0.41,0.87,0.17,1.99,2.18,1.6,0,0.88,7.88,1.94,0,9.33,0.25,1.73,0.74,0,18.140334,15.00135,32.4745,147.515625,2.406215,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,3.511691,2.730816,276.75,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021553,0,0,0.002557,0,0.017578

86,21:15-21:30,50.784,35.068229,94.319982,120.694688,40.089,17.179062,144.026761,1.281,2.525983,22.193777,43.545976,26.963602,1.055068,126.520838,31.370567,1.427606,25.501064,44.150584,126.436373,2.438053,59.447069,42.14808,29.090107,344.673159,17.243714,672.48304,2.551476,53.905351,0,6.5538,31.709733,0,3.191895,0,6.41457,33.239137,0,0,6.080756,91.211348,0,0,72.0861,0,0,3.03,2.38,1.89,0.41,0.87,0.17,1.99,2.18,1.6,0,0.88,7.88,1.94,0,9.33,0.25,1.73,0.74,0,18.140334,15.00135,32.4745,147.515625,2.406215,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,3.511691,2.730816,276.75,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021553,0,0,0.002557,0,0.017578

87,21:30-21:45,50.784,35.068229,94.319982,120.694688,40.089,17.179062,144.026761,1.281,2.525983,22.193777,43.545976,26.963602,1.055068,126.520838,31.370567,1.427606,25.501064,44.150584,126.436373,2.438053,59.447069,42.14808,29.090107,344.673159,19.830271,672.48304,2.551476,53.905351,0,6.5538,31.709733,0,3.191895,0,6.41457,33.239137,0,0,6.080756,91.211348,0,0,72.0861,0,0,3.03,2.38,1.89,0.41,0.87,0.17,1.99,2.18,1.6,0,0.92,7.88,1.94,0,9.33,0.25,1.73,0.74,0,18.140334,15.00135,32.4745,147.515625,2.406215,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,3.511691,2.730816,276.75,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021553,0,0,0.002557,0,0.017578

88,21:45-22:00,50.784,35.068229,94.319982,120.694688,40.089,17.179062,144.026761,1.281,2.525983,22.193777,43.545976,26.963602,1.055068,126.520838,31.370567,1.427606,25.501064,44.150584,126.436373,2.438053,59.447069,42.14808,29.090107,344.673159,19.830271,672.483041,2.551476,53.905351,0,6.5538,31.709733,0,3.191895,0,6.41457,33.239137,0,0,6.080756,91.211348,0,0,72.0861,0,0,3.03,2.38,1.89,0.41,0.87,0.17,1.99,2.18,1.6,0,0.92,7.88,1.94,0,9.33,0.25,1.73,0.74,0,18.140334,15.00135,32.4745,147.515625,2.406215,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,3.511691,2.730816,276.75,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021553,0,0,0.002557,0,0.017578

89,22:00-22:15,50.784,35.068229,94.319982,120.694688,40.089,17.179062,144.026761,1.281,2.525983,22.193777,43.545976,26.963602,1.055068,126.520838,31.370567,1.427606,26.563608,44.150584,126.436373,2.438053,59.447069,42.14808,29.090107,344.673159,19.830271,672.483041,2.609464,53.905351,0,19.6614,31.709733,0,4.255859,0,6.41457,34.405422,0,0,6.080756,91.211348,0,0,72.0861,0,0,3.03,2.38,1.89,0.42,0.87,0.17,1.99,2.18,1.6,0,1.08,7.88,1.94,0,9.33,0.25,1.73,0.8,0,18.140334,15.00135,32.4745,147.515625,2.406215,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,3.511691,2.730816,276.75,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021553,0,0,0.002557,0,0.017897

90,22:15-22:30,50.784,35.068229,94.319982,120.694688,40.089,17.179062,144.026761,1.281,2.525983,22.193777,43.545976,26.963602,1.055068,126.520838,31.370567,1.427606,26.563608,44.150584,126.436373,2.438053,59.447069,42.14808,29.090107,344.673159,19.830271,672.483041,2.609464,53.905351,0,19.6614,31.709733,0,4.255859,0,6.41457,34.405422,0,0,6.080756,91.211348,0,0,72.0861,0,0,3.03,2.38,1.89,0.42,0.87,0.17,1.99,2.18,1.6,0,1.08,7.88,1.94,0,9.33,0.25,1.73,0.8,0,18.140334,15.00135,32.4745,147.515625,2.406215,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,3.511691,2.730816,276.75,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021553,0,0,0.002557,0,0.017897

91,22:30-22:45,50.784,35.068229,94.319982,120.694688,26.726,17.179062,144.026761,1.281,2.525983,22.193777,43.545976,26.963602,1.055068,126.520838,31.370567,1.427606,26.563608,44.150584,126.129241,2.430986,59.447069,42.14808,29.090107,344.673159,19.830271,672.48304,2.609464,53.905351,0,19.6614,31.709733,0,4.255859,0,6.41457,34.405422,0,0,6.080756,91.211348,0,0,72.0861,0,0,3.03,2.38,1.89,0.42,0.87,0.17,1.99,2.18,1.6,0,1.17,7.88,1.94,0,9.33,0.25,1.73,0.8,0,18.140334,15.00135,32.4745,147.515625,2.406215,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,3.511691,2.730816,276.75,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021739,0,0,0.002557,0,0.017897

92,22:45-23:00,50.784,35.068229,94.319982,120.694688,26.726,17.179062,144.026761,1.281,2.525983,22.193777,43.545976,26.963602,1.055068,126.520838,31.370567,1.427606,26.563608,44.150584,104.425183,2.014044,59.447069,42.14808,29.090107,344.673159,9.340345,672.48304,2.609464,53.905351,0,19.6614,31.709733,0,3.191895,0,6.41457,34.405422,0,0,6.080756,91.211348,0,0,72.0861,0,0,3.03,2.38,1.89,0.41,0.87,0.17,1.99,2.18,1.6,0,1.17,7.88,1.94,0,9.33,0.25,1.73,0.75,0,18.140334,15.00135,32.4745,147.515625,2.406215,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,3.511691,2.730816,276.75,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021739,0,0,0.002557,0,0.017897

93,23:00-23:15,50.784,35.068229,94.319982,120.694688,40.089,17.179062,144.026761,1.281,2.525983,22.193777,43.545976,26.963602,1.055068,126.520838,31.370567,1.427606,17.425726,44.150584,80.878328,1.561768,59.447069,42.14808,29.090107,344.673159,9.340345,672.48304,2.551476,53.905351,0,19.6614,21.139359,0,3.191895,0,6.41457,35.571708,0,0,6.080756,91.211348,0,0,72.0861,0,0,3.03,2.38,1.89,0.41,0.87,0.17,1.99,2.18,1.6,0,1.27,7.88,1.94,0,9.33,0.25,1.73,0.75,0,18.140334,15.00135,32.778,147.515625,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,3.511691,2.730816,276.75,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021739,0,0,0.002557,0,0.018058

94,23:15-23:30,50.784,35.068229,94.319982,120.694688,40.089,17.179062,144.026761,1.281,2.525983,22.193777,43.545976,26.963602,1.055068,126.520838,31.370567,1.427606,17.425726,44.150584,66.443081,1.279094,59.447069,42.14808,29.090107,344.673159,9.340345,672.483041,2.551476,53.905351,0,19.6614,21.139359,0,2.12793,0,6.41457,35.571708,0,0,6.080756,91.211348,0,0,72.0861,0,0,3.03,2.38,1.89,0.41,0.87,0.17,1.99,2.18,1.6,0,1.27,7.88,1.94,0,9.33,0.25,1.73,0.75,0,18.140334,15.00135,32.778,147.515625,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,3.511691,2.730816,276.75,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021739,0,0,0.002557,0,0.018058

95,23:30-23:45,50.784,35.068229,94.319982,120.694688,40.089,17.179062,144.026761,1.281,2.525983,22.193777,43.545976,26.963602,1.055068,126.520838,31.370567,1.427606,17.425726,44.150584,46.991332,0.904553,59.447069,42.14808,29.090107,344.673159,0,672.483041,2.551476,53.905351,0,19.6614,21.139359,0,2.12793,0,6.41457,35.571708,0,0,6.080756,91.211348,0,0,72.0861,0,0,3.03,2.38,1.89,0.41,0.87,0.17,1.99,2.18,1.6,0,1.37,7.88,1.94,0,9.33,0.25,1.73,0.75,0,18.140334,15.00135,32.778,147.515625,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,3.511691,2.730816,276.75,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021924,0,0,0.002557,0,0.018058

96,23:45-24:00,50.784,35.068229,94.319982,120.694688,40.089,17.179062,144.026761,1.281,2.525983,22.193777,43.545976,26.963602,1.055068,126.520838,31.370567,1.427606,17.425726,44.150584,30.201401,0.579479,59.447069,42.14808,29.090107,344.673159,0,661.459879,2.551476,53.905351,0,19.6614,21.139359,0,2.12793,0,6.41457,35.571708,0,0,6.080756,91.211348,0,0,72.0861,0,0,3.03,2.38,1.89,0.41,0.87,0.17,1.99,2.18,1.6,0,1.37,7.88,1.94,0,9.33,0.25,1.73,0.75,0,18.140334,15.00135,32.778,147.515625,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,3.511691,2.730816,276.75,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021924,0,0,0.002557,0,0.018058

