Block,Time,DADRT2,DULHASTI,KOLDAM,NLCEXP,PARBATI3,RIHAND1,RSTPSU1TO6,SASAN,SEWA2,SIMHST1,TANAKPUR,DADRI_GF,KHSTPP-II,NLCTS2EXP,RAPPC,SINGRAULI_HYDRO,TALST2,VALLURNTECL,AURY_GF,BRBCL,DHAULIGNGA,KGSU3AND4,NAPP,NLCIIST2,RAMPUR,RAPPB,RIHAND2,RIHAND3,SINGRAULI,TALA,UNCHAHAR4,NJPC,UNCHAHAR1,URI2,KHSTPP-I,KKNPPU2,MAPS,SIMHST2,TEHRI,TelanganaSTPP,URI,ANTA_RF,AURY_CRF,AURY_LF,AURY_RF,DADRI_LF,CHAMERA1,JHAJJAR,KUDGI,NNTPP,UNCHAHAR3,BSIUL,CHAMERA2,FSTPP I & II,KISHANGANGA,KKNP,NLCIIST1,NTPL,RSTPSU7,SALAL,TANDA2,ANTA_CRF,ANTA_LF,DADRI_CRF,DADRI_RF,CHAMERA3,KGSU1AND2,KOTESHWR,UNCHAHAR2,ANTA_GF
65,16:00-16:15,683.14,0,0,0,0,92,0,405,0,0,3.72,0,98.87,0,54.06,0,0,0,0,20,0,0,41.76,0,0,0,118.76,124.32,139.68,0,0,0,20.56,4.44,45.22,0,0,0,31.13,0,1.11,28.77,0,0,70.59,23.56,0,654.31,0,0,26.39,0,0,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,0,0,8.87,42.4,0

66,16:15-16:30,683.14,0,0,0,0,92,0,405,0,0,3.72,0,98.87,0,54.06,0,0,0,0,20,0,0,41.76,0,0,0,118.76,124.32,139.68,0,0,0,20.56,4.44,45.22,0,0,0,31.13,0,1.11,28.77,0,0,70.59,23.56,0,654.31,0,0,26.39,0,0,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,0,0,8.87,42.4,0

67,16:30-16:45,683.14,16.48,0,0,0,92,0,405,0,0,3.72,0,98.87,0,54.06,0,0,0,0,20,0,0,41.76,0,0,0,118.76,124.32,139.68,0,0,23.39,20.56,4.44,45.22,0,0,0,46.69,0,1.11,28.77,0,0,70.59,23.56,0,654.31,0,0,26.39,0,0,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,0,0,8.87,42.4,0

68,16:45-17:00,683.14,16.48,0,0,0,92,0,405,0,0,3.72,0,98.87,0,54.06,0,0,0,0,20,0,0,41.76,0,0,0,118.76,124.32,139.68,0,0,46.78,20.56,4.44,45.22,0,0,0,62.24,0,1.11,28.77,0,0,70.59,23.56,0,654.31,0,0,26.39,0,3.33,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,0,0,8.87,42.4,0

69,17:00-17:15,683.14,16.48,0,0,0,92,0,405,0,0,3.72,0,98.87,0,54.06,0,0,0,0,20,8.06,0,41.76,0,0,0,118.76,124.32,139.68,0,0,61.56,20.56,4.44,45.22,0,0,0,62.24,0,1.11,28.77,0,0,70.59,23.56,0,654.31,0,0,26.39,0,13.17,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,0,0,8.87,42.4,0

70,17:15-17:30,683.14,32.96,0,0,0,92,0,405,0,0,3.72,0,98.87,0,54.06,0,0,0,0,20,16.16,0,41.76,0,0,0,118.76,124.32,139.68,0,0,79.08,20.56,4.44,45.22,0,0,0,62.24,0,1.11,29.09,0,0,70.59,23.56,12.01,654.31,0,0,26.39,1.1,26.34,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,0,0,8.87,42.4,0

71,17:30-17:45,683.14,32.96,0,0,0,92,0,405,0,0,3.07,0,98.87,0,54.06,0,0,0,0,20,16.41,0,41.76,0,0,0,118.76,124.32,139.68,0,0,99.43,20.56,4.44,45.22,0,0,0,62.24,0,1.11,29.09,0,0,70.59,23.56,24.49,654.31,0,0,26.39,6.52,26.34,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,9.68,0,17.75,42.4,0

72,17:45-18:00,683.14,49.43,0,0,0,92,0,405,5.27,0,3.07,0,98.87,0,54.06,0,0,0,0,20,36.55,0,41.76,0,0,0,118.76,124.32,139.68,0,0,140.34,20.56,4.44,45.22,0,0,0,62.24,0,1.11,29.09,0,0,70.59,23.56,42.15,654.31,0,0,26.39,13.04,26.34,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,29.06,0,29.88,42.4,0

73,18:00-18:15,683.14,49.43,0,0,0,92,0,405,5.27,0,1.79,0,98.87,0,54.06,0,0,0,0,20,36.55,0,41.76,0,0,0,118.76,124.32,139.68,0,0,140.34,20.56,4.44,45.22,0,0,0,62.24,0,1.11,29.09,0,0,70.59,23.56,42.15,654.31,0,0,26.39,13.04,26.34,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,29.06,0,29.88,42.4,0

74,18:15-18:30,683.14,49.43,0,0,0,92,0,405,5.27,0,1.79,0,98.87,0,54.06,0,0,0,0,20,36.55,0,41.76,0,0,0,118.76,124.32,139.68,0,0,140.34,20.56,4.44,45.22,0,0,0,62.24,0,1.11,29.09,0,0,70.59,23.56,42.15,459.81,0,0,26.39,13.04,26.34,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,29.06,0,29.88,42.4,0

75,18:30-18:45,683.14,49.43,0,0,0,92,0,405,5.27,0,0.51,0,98.87,0,54.06,0,0,0,0,20,36.55,0,41.76,0,0,0,118.76,124.32,139.68,0,0,140.34,20.56,4.44,45.22,0,0,0,62.24,0,4.41,29.71,0,0,70.59,23.56,42.15,654.31,0,0,26.39,13.04,26.34,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,29.06,0,29.88,42.4,0

76,18:45-19:00,683.14,49.43,0,0,0,92,0,405,5.27,0,0.51,0,98.87,0,54.06,0,0,0,0,20,36.55,0,41.76,0,0,0,118.76,124.32,139.68,0,0,140.34,20.56,4.44,45.22,0,0,0,62.24,0,26.49,29.71,0,0,70.59,23.56,42.15,654.31,0,0,26.39,13.04,26.34,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,29.06,0,29.88,42.4,0

77,19:00-19:15,683.14,49.43,0,0,3.82,92,0,405,5.27,0,0.51,0,98.87,0,54.06,0,0,0,0,20,24.57,0,41.76,0,0,0,118.76,124.32,139.68,0,0,116.95,20.56,4.44,45.22,0,0,0,62.24,0,26.49,29.71,0,0,70.59,23.56,42.15,654.31,0,0,26.39,13.04,26.34,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,29.06,0,29.88,42.4,0

78,19:15-19:30,683.14,32.96,0,0,16.55,92,0,405,0,0,0.51,0,98.87,0,54.06,0,0,0,0,20,16.12,0,41.76,0,0,0,118.76,124.32,139.68,0,0,93.56,20.56,4.44,45.22,0,0,0,62.24,0,26.49,29.71,0,0,70.59,23.56,24.49,654.31,0,0,26.39,6.52,26.34,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,2.55,0,19.72,42.4,0

79,19:30-19:45,683.14,16.48,0,0,16.55,92,0,405,0,0,0,0,98.87,0,54.06,0,0,0,0,20,8.06,0,41.76,0,0,0,118.76,124.32,139.68,0,0,70.17,20.56,4.44,45.22,0,0,0,62.24,0,3.31,29.71,0,0,70.59,23.56,12.01,654.31,0,0,26.39,1.1,26.34,11.7,0,0,0,0,0,9.29,0,0,0,0,67.95,0,0,8.87,42.4,0

80,19:45-20:00,683.14,16.48,0,0,16.55,92,0,405,0,0,0,0,98.87,0,54.06,0,0,0,0,20,0,0,41.76,0,0,0,118.76,124.32,139.68,0,0,46.78,20.56,4.44,45.22,0,0,0,62.24,0,1.11,29.71,0,0,70.59,23.56,0,654.31,0,0,26.39,0,13.17,11.7,0,0,0,0,0,41.83,0,0,0,0,67.95,0,0,8.87,42.4,0

81,20:00-20:15,683.14,16.48,0,0,16.55,92,0,393.75,0,0,2.05,0,98.87,0,54.06,0,0,0,0,20,0,0,41.76,0,0,0,118.76,124.32,139.68,0,0,23.39,20.56,4.44,45.22,0,0,0,62.24,0,1.11,29.71,0,0,70.59,23.56,0,654.31,0,0,26.39,0,13.17,11.7,0,0,0,0,0,41.83,0,0,0,0,67.95,0,0,8.87,42.4,0

82,20:15-20:30,683.14,16.48,0,0,16.55,92,0,393.75,0,0,2.05,0,98.87,0,54.06,0,0,0,0,20,0,0,41.76,0,0,0,118.76,124.32,139.68,0,0,0,20.56,4.44,45.22,0,0,0,62.24,0,1.11,29.71,0,0,70.59,23.56,0,654.31,0,0,26.39,0,0,11.7,0,0,0,0,0,41.83,0,0,0,0,67.95,0,0,8.87,42.4,0

83,20:30-20:45,683.14,16.48,0,0,16.55,92,0,393.75,0,0,2.05,0,98.87,0,54.06,0,0,0,0,20,0,0,41.76,0,0,0,118.76,124.32,139.68,0,0,0,20.56,4.44,45.22,0,0,0,62.24,0,11.04,29.71,0,0,70.59,23.56,0,654.31,0,0,26.39,0,0,11.7,0,0,0,0,0,27.89,0,0,0,0,67.95,0,0,8.87,42.4,0

84,20:45-21:00,683.14,16.48,0,0,3.56,92,0,393.75,0,0,2.05,0,98.87,0,54.06,0,0,0,0,20,0,0,41.76,0,0,0,118.76,124.32,139.68,0,0,0,20.56,4.44,45.22,0,0,0,61.74,0,11.04,29.71,0,0,70.59,23.56,0,654.31,0,0,26.39,0,0,11.7,0,0,0,0,0,6.97,0,0,0,0,67.95,0,0,8.87,42.4,0

85,21:00-21:15,683.14,16.48,0,0,0,92,0,393.75,0,0,2.05,0,98.87,0,54.06,0,0,0,0,20,0,0,41.76,0,0,0,118.76,124.32,139.68,0,0,0,20.56,4.44,45.22,0,0,0,61.74,0,11.04,29.93,0,0,70.59,23.56,0,654.31,0,0,26.39,0,0,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,0,0,8.87,42.4,0

86,21:15-21:30,683.14,16.48,0,0,0,92,0,393.75,0,0,2.05,0,98.87,0,54.06,0,0,0,0,20,0,0,41.76,0,0,0,118.76,124.32,139.68,0,0,0,20.56,4.44,45.22,0,0,0,61.74,0,11.04,29.93,0,0,70.59,23.56,0,654.31,0,0,26.39,0,0,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,0,0,8.87,42.4,0

87,21:30-21:45,683.14,16.48,0,0,0,92,0,393.75,0,0,2.05,0,98.87,0,54.06,0,0,0,0,20,0,0,41.76,0,0,0,118.76,124.32,139.68,0,0,0,20.56,4.44,45.22,0,0,0,61.74,0,11.04,29.93,0,0,70.59,23.56,0,654.31,0,0,26.39,0,0,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,0,0,8.87,42.4,0

88,21:45-22:00,683.14,16.48,0,0,0,92,0,393.75,0,0,2.05,0,98.87,0,54.06,0,0,0,0,20,0,0,41.76,0,0,0,118.76,124.32,136.5,0,0,0,20.56,4.44,45.22,0,0,0,61.74,0,11.04,29.93,0,0,70.59,23.56,0,654.31,0,0,26.39,0,0,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,0,0,8.87,42.4,0

89,22:00-22:15,683.14,16.48,0,0,0,92,0,393.75,0,0,2.05,0,98.87,0,54.06,0,0,0,0,20,0,0,41.76,0,0,0,118.76,124.32,136.5,0,0,0,20.56,4.44,45.22,0,0,0,61.74,0,11.04,29.93,0,0,70.59,23.56,0,654.31,0,0,26.39,0,0,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,0,0,8.87,42.4,0

90,22:15-22:30,683.14,16.48,0,0,0,92,0,393.75,0,0,2.05,0,98.87,0,54.06,0,0,0,0,20,0,0,41.76,0,0,0,118.76,124.32,133.5,0,0,0,20.56,4.44,45.22,0,0,0,46.69,0,11.04,29.93,0,0,70.59,23.56,0,654.31,0,0,26.39,0,0,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,0,0,8.87,42.4,0

91,22:30-22:45,683.14,16.48,0,0,0,92,0,393.75,0,0,2.05,0,98.87,0,54.06,0,0,0,0,20,0,0,41.76,0,0,0,118.76,124.32,133.5,0,0,0,20.56,4.44,45.22,0,0,0,46.69,0,11.04,29.93,0,0,70.59,23.56,0,654.31,0,0,26.39,0,0,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,0,0,8.87,42.4,0

92,22:45-23:00,683.14,16.48,0,0,0,92,0,393.75,0,0,2.05,0,98.87,0,54.06,0,0,0,0,20,0,0,41.76,0,0,0,118.76,124.32,130.5,0,0,0,20.56,4.44,45.22,0,0,0,46.69,0,11.04,30.13,0,0,70.59,23.56,0,654.31,0,0,26.39,0,0,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,0,0,8.87,42.4,0

93,23:00-23:15,683.14,16.48,0,0,0,92,0,393.75,0,0,2.05,0,98.87,0,54.06,0,0,0,0,20,0,0,41.76,0,0,0,118.76,124.32,125.97,0,0,0,20.56,4.44,45.22,0,0,0,46.69,0,11.04,30.13,0,0,70.59,23.56,0,654.31,0,0,26.39,0,0,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,0,0,8.87,42.4,0

94,23:15-23:30,683.14,16.48,0,0,0,92,0,393.75,0,0,2.05,0,98.87,0,54.06,0,0,0,0,20,0,0,41.76,0,0,0,118.76,124.32,125.97,0,0,0,20.56,4.44,45.22,0,0,0,15.12,0,11.04,30.13,0,0,70.59,23.56,0,654.31,0,0,26.39,0,0,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,0,0,8.87,42.4,0

95,23:30-23:45,683.14,16.48,0,0,0,92,0,393.75,0,0,2.05,0,98.87,0,54.06,0,0,0,0,20,0,0,41.76,0,0,0,118.76,124.32,125.97,0,0,0,20.56,4.44,45.22,0,0,0,0,0,6.63,30.13,0,0,70.59,23.56,0,654.31,0,0,26.39,0,0,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,0,0,8.87,42.4,0

96,23:45-24:00,683.14,16.48,0,0,0,92,0,393.75,0,0,2.05,0,98.87,0,54.06,0,0,0,0,20,0,0,41.76,0,0,0,118.76,124.32,125.97,0,0,0,20.56,4.44,45.22,0,0,0,0,0,6.63,30.13,0,0,70.59,23.56,0,654.31,0,0,26.39,0,0,11.7,0,0,0,0,0,1.4,0,0,0,0,67.95,0,0,8.87,42.4,0

