Block,Time Block,BRBCL,BSIUL,CHAMERA1,CHAMERA2,CHAMERA3,DHAULIGNGA,DADRT2,FSTPP I & II,DULHASTI,JHAJJAR,KGSU1AND2,KGSU3AND4,KHSTPP-I,KHSTPP-II,KOLDAM,KKNP,KKNPPU2,KISHANGANGA,KOTESHWR,KUDGI,MAPS,NAPP,NJPC,NLCEXP,NLCIIST1,NLCIIST2,NNTPP,NTPL,NLCTS2EXP,PARBATI3,RAPPB,RAMPUR,RAPPC,RSTPSU1TO6,RIHAND3,RIHAND2,RIHAND1,SIMHST1,RSTPSU7,SALAL,SEWA2,SASAN,SINGRAULI_HYDRO,SIMHST2,SINGRAULI,TANAKPUR,TALST2,TALA,TEHRI,TANDA2,TelanganaSTPP,UNCHAHAR1,UNCHAHAR3,UNCHAHAR4,UNCHAHAR2,URI,VALLURNTECL,URI2,AURY_CRF,ANTA_CRF,ANTA_RF,ANTA_LF,AURY_GF,ANTA_GF,DADRI_LF,DADRI_RF,AURY_LF,DADRI_GF,DADRI_CRF,AURY_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
24,05:45-06:00,19.38,12.63,27.23,30.36,20.71,0,657.81,20,52.12,137.52,0,0,32.64,95.8,4.7,0,0,4.19,9.36,0,0,43.23,161.9,0,0,0,0,0,0,52.43,0,3.43,58.65,0,59.03,117.92,38.88,0,0,77.12,16.83,294.3,0,0,98.12,8.07,0,2.45,33.36,1.49,0,17.37,22.04,0,35.4,45.99,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,19.38,12.63,27.23,30.36,20.71,0,657.81,20,52.12,137.52,0,0,32.64,95.8,4.7,0,0,4.19,9.36,0,0,43.23,161.9,0,0,0,0,0,0,52.43,0,3.43,58.65,0,59.03,117.92,38.88,0,0,77.12,16.83,294.3,0,0,98.12,8.07,0,8.75,19.47,1.49,0,17.37,22.04,0,35.4,45.99,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

26,06:15-06:30,19.38,12.63,27.23,30.36,20.71,0,657.81,20,52.12,137.52,0,0,32.64,95.8,4.7,0,0,4.19,9.36,0,0,43.23,161.9,0,0,0,0,0,0,52.43,0,3.43,58.65,0,59.03,117.92,38.88,0,0,77.12,16.83,294.3,0,0,98.12,8.07,0,8.63,16.47,1.49,0,17.37,22.04,0,35.4,41.71,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

27,06:30-06:45,19.38,12.63,27.23,30.36,20.71,0,657.81,20,52.12,137.52,0,0,32.64,95.8,4.7,0,0,4.19,9.36,0,0,43.23,161.9,0,0,0,0,0,0,52.43,0,3.43,58.65,0,59.03,117.92,38.88,0,0,77.12,16.83,294.3,0,0,98.12,8.07,0,9.2,16.47,1.49,0,17.37,22.04,0,35.4,41.71,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

28,06:45-07:00,19.38,12.63,27.23,30.36,20.71,0,657.81,20,52.12,137.52,0,0,32.64,95.8,4.7,0,0,4.19,9.36,0,0,43.23,161.9,0,0,0,0,0,0,52.43,0,3.43,58.65,0,59.03,117.92,38.88,0,0,77.12,16.83,294.3,0,0,98.12,8.07,0,9.2,16.47,1.49,0,17.37,22.04,0,35.4,41.71,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

29,07:00-07:15,19.38,12.63,27.23,27.46,20.71,0,657.81,18.36,52.12,137.52,0,0,28.13,83.86,4.7,0,0,4.19,9.36,0,0,43.23,161.9,0,0,0,0,0,0,52.43,0,3.43,58.65,0,59.03,117.92,38.88,0,0,77.12,16.83,294.3,0,0,98.12,8.07,0,9.18,16.47,1.49,0,17.37,22.04,0,35.4,41.71,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

30,07:15-07:30,19.38,12.63,27.23,27.46,20.71,0,657.81,17.09,52.12,137.52,0,0,28.13,82.57,4.7,0,0,4.19,9.36,0,0,43.23,161.9,0,0,0,0,0,0,17.01,0,3.43,58.65,0,59.03,117.92,38.88,0,0,77.12,16.83,294.3,0,0,98.12,8.07,0,9.28,16.47,1.49,0,17.37,22.04,0,35.4,41.71,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

31,07:30-07:45,19.38,12.63,27.23,27.46,20.71,0,605.96,17.09,52.12,137.52,0,0,28.13,82.57,4.7,0,0,4.19,9.36,0,0,43.23,161.9,0,0,0,0,0,0,17.01,0,3.43,58.65,0,59.03,117.92,38.88,0,0,77.12,16.83,294.3,0,0,98.12,8.07,0,9.37,16.47,1.49,0,17.37,22.04,0,35.4,41.71,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

32,07:45-08:00,19.38,12.63,27.23,27.46,20.71,0,565.08,17.09,52.12,137.52,0,0,28.13,82.57,4.7,0,0,4.19,9.36,0,0,43.23,161.9,0,0,0,0,0,0,17.01,0,3.43,58.65,0,59.03,117.92,38.88,0,0,77.12,16.83,294.3,0,0,98.12,8.07,0,9.49,16.47,1.49,0,17.37,22.04,0,35.4,41.71,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

33,08:00-08:15,19.38,6.32,13.61,27.46,20.71,0,478.46,15.07,52.12,111.52,0,0,24.75,70.83,4.7,0,0,4.19,9.36,0,0,43.23,161.9,0,0,0,0,0,0,17.01,0,3.43,58.65,0,59.03,117.92,38.88,0,0,77.12,16.83,294.3,0,0,98.12,8.07,0,9.51,0,1.49,0,15.13,19.18,0,30.6,41.71,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

34,08:15-08:30,19.38,6.32,13.61,27.46,20.71,0,440.73,15.07,52.12,111.52,0,0,24.53,70.83,4.7,0,0,4.19,9.36,0,0,43.23,161.9,0,0,0,0,0,0,17.01,0,3.43,58.65,0,59.03,117.92,38.88,0,0,77.12,16.83,294.3,0,0,98.12,8.07,0,11.57,0,1.49,0,15.13,19.18,0,30.6,41.71,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

35,08:30-08:45,19.38,6.32,13.61,27.46,20.71,0,410.93,15.07,52.12,111.52,0,0,24.53,70.83,4.7,0,0,4.19,9.36,0,0,43.23,161.9,0,0,0,0,0,0,17.01,0,3.43,58.65,0,59.03,117.92,38.88,0,0,77.12,16.83,294.3,0,0,98.12,8.07,0,11.53,0,1.49,0,15.13,19.18,0,30.6,41.71,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

36,08:45-09:00,19.38,6.32,13.61,27.46,20.71,0,380.89,15.07,52.12,111.52,0,0,24.53,70.83,4.7,0,0,4.19,9.36,0,0,43.23,161.9,0,0,0,0,0,0,17.01,0,3.43,58.65,0,59.03,117.92,38.88,0,0,77.12,16.83,294.3,0,0,98.12,8.07,0,11.48,0,1.49,0,15.13,19.18,0,30.6,41.71,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

37,09:00-09:15,19.38,6.32,13.61,27.46,20.71,0,365.6,15.07,52.12,111.52,0,0,24.53,70.83,4.7,0,0,4.19,9.36,0,0,43.23,161.9,0,0,0,0,0,0,17.01,0,3.43,58.65,0,59.03,117.92,38.88,0,0,77.12,16.83,294.3,0,0,98.12,8.07,0,11.31,0,1.49,0,15.22,19.23,0,30.78,41.71,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

38,09:15-09:30,19.38,6.32,13.61,27.46,20.71,0,365.6,15.07,52.12,111.52,0,0,24.53,70.83,4.7,0,0,4.19,9.36,0,0,43.23,161.9,0,0,0,0,0,0,17.01,0,3.43,58.65,0,59.03,117.92,38.88,0,0,77.12,16.83,294.3,0,0,98.12,8.07,0,11.45,0,1.49,0,15.22,19.23,0,30.78,41.71,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

39,09:30-09:45,19.38,6.32,13.61,26.01,20.71,0,365.6,15.07,52.12,111.52,0,0,24.53,70.83,4.7,0,0,4.19,9.36,0,0,43.23,161.9,0,0,0,0,0,0,17.01,0,3.43,58.65,0,59.03,117.92,38.88,0,0,77.12,16.83,294.3,0,0,98.12,8.07,0,11.07,0,1.49,0,15.22,19.23,0,30.78,41.71,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

40,09:45-10:00,19.38,6.32,13.61,26.01,20.71,0,365.6,15.07,52.12,111.52,0,0,24.53,70.83,3.53,0,0,4.19,9.36,0,0,43.23,161.9,0,0,0,0,0,0,17.01,0,3.43,58.65,0,59.03,117.92,38.88,0,0,77.12,16.83,294.3,0,0,98.12,8.07,0,11.07,0,1.49,0,15.22,19.23,0,30.78,41.71,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

41,10:00-10:15,19.38,6.32,13.61,26.01,20.71,0,365.6,15.07,52.12,111.52,0,0,24.53,70.83,3.53,0,0,4.19,9.36,0,0,43.23,161.9,0,0,0,0,0,0,17.01,0,3.43,58.65,0,69.94,117.92,38.88,0,0,77.12,16.83,306.94,0,0,98.12,8.07,0,10.62,0,1.49,0,15.22,19.23,0,30.78,42.25,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

42,10:15-10:30,18.55,0,0,26.01,20.71,0,365.6,15.07,52.12,111.52,0,0,24.53,70.83,3.53,0,0,4.19,0,0,0,43.23,161.9,0,0,0,0,0,0,17.01,0,3.43,58.65,0,85.26,117.92,38.88,0,0,77.12,16.83,316.1,0,0,98.12,8.07,0,10.62,0,1.49,0,15.22,19.23,0,30.78,42.25,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

43,10:30-10:45,19.38,0,0,26.01,20.71,0,365.6,15.07,52.12,111.52,0,0,24.53,70.83,3.53,0,0,4.19,0,0,0,43.23,161.9,0,0,0,0,0,0,17.01,0,3.43,58.65,0,85.26,103.24,38.88,0,0,77.12,16.83,316.1,0,0,77.32,8.07,0,10.62,0,1.49,0,15.22,19.23,0,30.78,42.25,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

44,10:45-11:00,19.38,0,0,26.01,20.71,0,365.6,15.07,52.12,111.52,0,0,29.04,75.16,3.53,0,0,4.19,0,0,0,43.23,161.9,0,0,0,0,0,0,17.01,0,3.43,58.65,0,67.01,103.24,38.88,0,0,77.12,16.83,316.1,0,0,77.32,8.07,0,10.62,0,1.49,0,15.22,19.23,0,30.78,42.25,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

45,11:00-11:15,19.38,0,0,21.68,20.71,0,424.1,15.07,52.12,111.52,0,0,29.04,84.06,3.53,0,0,4.19,0,0,0,43.23,161.9,0,0,0,0,0,0,17.01,0,3.43,58.65,0,67.01,103.24,38.88,0,0,77.12,16.83,316.1,0,0,77.32,8.07,0,10.62,0,1.49,0,15.13,19.18,0,30.6,42.25,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

46,11:15-11:30,19.38,6.32,0,21.68,20.71,0,445.81,15.07,52.12,111.52,0,0,29.04,84.06,2.35,0,0,4.19,9.36,0,0,43.23,161.9,0,0,0,0,0,0,17.01,0,3.43,58.65,0,70.64,103.24,38.88,0,0,77.12,16.83,316.1,0,0,77.32,8.07,0,10.62,0,1.49,0,15.13,19.18,0,30.6,42.25,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

47,11:30-11:45,19.33,6.32,0,21.68,20.71,0,431.29,15.07,52.12,111.52,0,0,29.04,84.06,2.35,0,0,4.19,9.36,0,0,43.23,161.9,0,0,0,0,0,0,17.01,0,3.43,58.65,0,70.96,103.24,38.88,0,0,77.12,16.83,316.1,0,0,77.32,8.07,0,10.35,0,1.49,0,15.13,19.18,0,30.6,42.25,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

48,11:45-12:00,19.38,6.32,0,21.68,20.71,0,447.76,15.07,52.12,111.52,0,0,29.04,84.06,2.35,0,0,4.19,9.36,0,0,43.23,161.9,0,0,0,0,0,0,17.01,0,3.43,58.65,0,74.92,103.24,38.88,0,0,77.12,16.83,316.1,0,0,77.32,8.07,0,10.35,0,1.49,0,15.13,19.18,0,30.6,42.25,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

49,12:00-12:15,19.38,12.63,0,21.68,20.71,0,450.66,15.07,52.12,111.52,0,0,29.04,84.06,2.35,0,0,4.19,9.36,0,0,43.23,161.9,0,0,0,0,0,0,17.01,0,3.43,58.65,0,78.87,103.24,38.88,0,0,77.12,16.83,316.1,0,0,77.32,8.07,0,10.35,0,1.49,0,15.13,19.18,0,30.6,42.25,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

50,12:15-12:30,19.38,12.63,0,21.68,20.71,0,458.42,15.07,52.12,111.52,0,0,29.04,84.06,2.35,0,0,4.19,9.36,0,0,43.23,161.9,0,0,0,0,0,0,17.01,0,3.43,58.65,0,82.83,103.24,38.88,0,0,77.12,16.83,316.1,0,0,77.32,8.07,0,10.35,0,1.49,0,15.13,19.18,0,30.6,42.25,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

51,12:30-12:45,19.38,12.63,0,21.68,20.71,0,467.14,15.07,52.12,111.52,0,0,29.04,84.06,2.35,0,0,4.19,9.36,0,0,43.23,161.9,0,0,0,0,0,0,17.01,0,3.43,58.65,0,86.19,103.24,38.88,0,0,77.12,16.83,316.1,0,0,77.32,8.07,0,10.35,0,1.49,0,15.13,19.18,0,30.6,42.25,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

52,12:45-13:00,19.38,12.63,0,21.68,20.71,0,477.79,15.07,52.12,111.52,0,0,29.04,84.06,2.35,0,0,4.19,9.36,0,0,43.23,161.9,0,0,0,0,0,0,17.01,0,3.43,58.65,0,86.19,103.24,38.88,0,0,77.12,16.83,316.1,0,0,77.32,8.07,0,10.35,0,1.49,0,15.13,19.18,0,30.42,42.25,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

53,13:00-13:15,19.38,6.32,0,21.68,20.71,9.74,483.61,15.07,52.12,111.52,0,0,29.04,84.06,2.35,0,0,4.19,9.36,0,0,43.23,161.9,0,0,0,0,0,0,17.01,0,3.43,58.65,0,86.19,103.24,38.88,0,0,77.12,16.83,316.1,0,0,77.32,8.07,0,11.97,0,1.49,0,15.13,19.18,0,30.42,42.25,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

54,13:15-13:30,19.38,6.32,0,21.68,20.71,19.48,495.23,15.07,52.12,111.52,0,0,29.04,84.06,2.35,0,0,4.19,9.36,0,0,43.23,161.9,0,0,0,0,0,0,17.01,0,3.43,58.65,0,86.19,103.24,38.88,0,0,77.12,16.83,316.1,0,0,77.32,8.07,0,11.97,0,1.49,0,15.13,19.18,0,30.42,42.25,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

55,13:30-13:45,19.38,6.32,0,21.68,20.71,29.22,505.89,15.07,52.12,111.52,0,0,29.04,84.06,2.35,0,0,4.19,9.36,0,0,43.23,161.9,0,0,0,0,0,0,17.01,0,3.43,58.65,0,97.33,104.21,38.88,0,0,77.12,16.83,316.1,0,0,83.27,8.07,0,11.97,0,1.49,0,15.05,19.07,0,30.25,42.25,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,19.38,6.32,0,21.68,20.71,39.14,517.52,15.07,52.12,111.52,0,0,29.04,84.06,2.35,0,0,4.19,9.36,0,0,43.23,161.9,0,0,0,0,0,0,17.01,0,3.43,58.65,0,100.73,104.21,38.88,0,0,77.12,16.83,316.1,0,0,88.11,8.07,0,11.97,0,1.49,0,15.05,19.07,0,30.25,42.25,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

