Column1,Time,NR/22102023/11042047/L_NR_2021_16,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,NR/01102023/22052037/LT-59,NR/26072023/31072042/L_NR_2023_07,WR/01102023/01102023/L_NR_2020_06,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/16072048/L_NR_2022_08,GNARE/NR/2024/12/20/3668,WR/01102023/31032046/L_NR_2020_05,SR/01102023/07102043/L_NR_2018_61,NR/01102023/08032047/L_NR_2021_14,NR/01102023/13082046/L_NR_2021_12,NR/01102023/25072045/L_NR_2021_15,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/01/01/8058,GNA/NR/2025/01/01/6775,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/01/01/8738,GNA/NR/2025/01/01/3514,GNA/NR/2025/01/01/3925,GNA/NR/2025/01/01/5531,GNA/NR/2025/01/01/3733,NR/30092023/31122025/SH-07,GNA/NR/2025/01/02/1250,GNA/NR/2025/01/01/7459,GNA/WR/2025/01/01/8625,NR/01102023/06022042/L_NR_2012_07,NR/22102023/11042047/L_NR_2021_17,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/30042040/GNA_LT_35,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/01/01/6528,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/WR/2024/11/01/4200,NR/01102023/19072037/LT-05,GNA/NR/2025/01/01/3945,NR/01102023/31052040/LT-31,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/01/09/6952,GNA/WR/2025/01/01/9606,NR/30092023/26122029/SH-06,NR/01102023/06022042/L_NR_2012_02
71,17:30-17:45,1,3,3.84,0,7,6.67,6.67,13.34,2.01,13.33,1.46,6.67,6.49,19.99,11.21,7,19.18,0,1.52,26.77,36.32,1.21,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,86.22,0,2.23,0,1.34,1.55,14.34,131.91,26.75,0,114.33,43.02,1.34,99.59,1.38,129.05,0,32,113.32

72,17:45-18:00,0,1,1.23,0,1,6.67,6.67,14.34,1.31,14.33,0.19,6.67,2.45,19.99,11.61,3,6.14,0,1.52,26.77,36.32,1.21,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,86.22,0,0,0,0.78,1.55,14.34,131.91,26.75,0,114.33,43.02,0.78,99.59,0.8,129.05,0,32,113.32

73,18:00-18:15,0,0,0.15,0,0,6.67,6.67,15.34,0,15.33,0,6.67,1.38,19.99,14.01,2,0.76,0,1.52,26.77,36.32,1.14,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,50,86.22,0,0,0,0.39,1.46,14.34,131.91,26.75,50,114.33,43.02,0.39,99.59,0.4,135.74,30,31.14,113.32

74,18:15-18:30,0,0,0,0,0,6.67,6.67,16.66,0,16.67,0,6.67,0.61,19.99,15.01,0,0,0,1.52,26.77,36.32,1.14,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,50,86.22,0,0,0,0.14,1.46,14.34,131.91,26.24,50,114.33,43.02,0.14,99.59,0.14,135.74,30,31.14,113.32

75,18:30-18:45,0,0,0,0,0,6.67,6.67,20.34,0,20.33,0,6.67,0,19.99,15.61,0,0,0,1.52,26.77,36.32,1.14,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,50,86.22,0,0,0,0.05,1.46,14.34,131.91,25.73,50,114.33,43.02,0.05,99.59,0.06,139.56,30,31.14,113.32

76,18:45-19:00,0,0,0,0,0,6.67,6.67,24.34,0,24.33,0,6.67,0,19.99,16.41,0,0,0,1.52,26.77,36.32,1.14,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,50,86.22,0,0,0,0,1.46,14.34,131.91,25.73,50,114.33,43.02,0,99.59,0,140.52,30,31.14,113.32

77,19:00-19:15,0,0,0,0,0,7,7,26.34,0,26.33,0,6.67,0,21,17.21,0,0,0,1.47,26.77,36.32,1.14,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,50,86.22,0,0,0,0,1.46,14.34,131.91,25.73,50,114.33,43.02,0,99.59,0,113.75,30,31.14,113.32

78,19:15-19:30,0,0,0,0,0,7.67,7.67,28.34,0,28.33,0,6.67,0,22.99,17.61,0,0,0,1.47,26.77,36.32,1.14,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,50,86.22,0,0,0,0,1.46,14.34,131.91,25.73,50,114.33,43.02,0,99.59,0,116.62,30,31.14,113.32

79,19:30-19:45,0,0,0,0,0,10.5,10.5,29.66,0,29.67,0,9.33,0,31.5,17.21,0,0,0,1.47,26.77,36.32,1.14,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,50,86.22,0,0,0,0,1.46,14.34,131.91,25.73,50,114.33,43.02,0,99.59,0,0,30,31.14,113.32

80,19:45-20:00,0,0,0,0,0,10.67,10.67,31.34,0,31.33,0,9.67,0,31.99,16.81,0,0,0,1.47,26.77,36.32,1.14,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,50,86.22,0,0,0,0,1.46,14.34,131.91,25.73,50,114.33,43.02,0,99.59,0,0,30,31.14,113.32

81,20:00-20:15,0,0,0,0,0,11.33,11.33,26.66,0,26.67,0,10,0,34.01,16.21,0,0,0,1.47,26.77,36.32,1.14,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,50,86.22,0,0,0,0,1.46,14.34,131.91,25.73,50,114.33,43.02,0,99.59,0,0,30,17.36,113.32

82,20:15-20:30,0,0,0,0,0,11.67,11.67,27.34,0,27.33,0,10.33,0,34.99,15.61,0,0,0,1.47,26.77,36.32,1.14,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,50,86.22,0,0,0,0,1.46,14.34,131.91,25.73,50,65.59,43.02,0,99.59,0,0,30,18.93,113.32

83,20:30-20:45,0,0,0,0,0,10,10,22,0,22,0,10.33,0,30,12.41,0,0,0,1.47,26.77,36.32,1.14,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,50,86.22,0,0,0,0,1.46,14.34,131.91,25.73,50,65.59,43.02,0,99.59,0,0,30,8.13,113.32

84,20:45-21:00,0,0,0,0,0,10,10,22.34,0,22.33,0,10.33,0,30,12.21,0,0,0,1.47,26.77,36.32,1.14,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,50,86.22,0,0,0,0,1.46,14.34,131.91,25.73,50,65.59,43.02,0,99.59,0,0,30,0,113.32

85,21:00-21:15,0,0,0,0,0,10,10,16.66,0,16.67,0,7,0,30,12.01,0,0,0,1.47,26.77,36.32,1.14,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,50,86.22,0,0,0,0,1.55,14.34,131.91,25.24,50,93.71,43.02,0,99.59,0,0,30,0,113.32

86,21:15-21:30,0,0,0,0,0,10,10,16.66,0,16.67,0,7,0,30,11.81,0,0,0,1.47,26.77,36.32,1.14,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,50,86.22,0,0,0,0,1.55,14.34,131.91,25.24,50,114.33,43.02,0,99.59,0,0,30,0,113.32

87,21:30-21:45,0,0,0,0,0,9.17,9.17,16.66,0,16.67,0,7,0,27.49,8.8,0,0,0,1.47,26.77,36.32,1.14,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,50,86.22,0,0,0,0,1.55,14.34,131.91,25.24,50,114.33,43.02,0,99.59,0,0,30,0,113.32

88,21:45-22:00,0,0,0,0,0,9.17,9.17,16.66,0,16.67,0,7,0,27.49,8.4,0,0,0,1.47,26.77,36.32,1.14,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,50,86.22,0,0,0,0,1.55,14.34,131.91,25.24,50,114.33,43.02,0,99.59,0,0,30,0,113.32

89,22:00-22:15,0,0,0,0,0,9,9,16.66,0,16.67,0,7,0,27,12.21,0,0,0,1.42,26.77,25.81,1.06,47.8,19.12,47.8,28.68,20.07,0,47.8,25.81,0,86.22,0,0,0,0,1.46,14.34,131.91,25.24,50,97.47,43.02,0,99.59,0,0,30,0,114.71

90,22:15-22:30,0,0,0,0,0,8.83,8.83,16.66,0,16.67,0,7,0,26.51,12.01,0,0,0,1.42,26.77,25.81,1.06,47.8,19.12,47.8,28.68,20.07,0,47.8,25.81,0,86.22,0,0,0,0,1.46,14.34,131.91,25.24,50,69.71,43.02,0,99.59,0,0,30,0,114.71

91,22:30-22:45,0,0,0,0,0,8.67,8.67,21.66,0,21.67,0,7,0,25.99,12.01,0,0,0,1.42,26.77,25.81,1.06,47.8,19.12,47.8,28.68,20.07,0,47.8,25.81,0,86.22,0,0,0,0,1.46,14.34,131.91,25.24,50,69.71,43.02,0,99.59,0,0,30,0,114.71

92,22:45-23:00,0,0,0,0,0,8.5,8.5,21.66,0,21.67,0,7,0,25.5,12.01,0,0,0,1.42,26.77,25.81,1.06,47.8,19.12,47.8,28.68,20.07,0,47.8,25.81,0,86.22,0,0,0,0,1.46,14.34,131.91,25.24,50,69.71,43.02,0,99.59,0,0,30,0,114.71

93,23:00-23:15,0,0,0,0,0,8.33,8.33,21.34,0,21.33,0,7,0,25.01,11.81,0,0,0,1.42,26.77,25.81,1.06,47.8,19.12,47.8,28.68,20.07,0,47.8,25.81,0,86.22,0,0,0,0,1.46,8.6,131.91,25.24,50,69.71,36.32,0,99.59,0,0,30,0,114.71

94,23:15-23:30,0,0,0,0,0,8.17,8.17,21.34,0,21.33,0,7,0,24.49,11.81,0,0,0,1.42,26.77,25.81,1.06,47.8,19.12,47.8,28.68,20.07,0,47.8,25.81,0,86.22,0,0,0,0,1.46,8.6,131.91,25.24,50,69.71,36.32,0,99.59,0,0,30,0,114.71

95,23:30-23:45,0,0,0,0,0,8,8,21,0,21,0,7,0,24,11.21,0,0,0,1.42,26.77,25.81,1.06,47.8,19.12,47.8,28.68,20.07,0,47.8,25.81,0,86.22,0,0,0,0,1.46,8.6,131.91,25.24,50,69.71,36.32,0,99.59,0,0,30,0,114.71

96,23:45-24:00,0,0,0,0,0,7.83,7.83,21,0,21,0,7,0,23.51,10.6,0,0,0,1.42,26.77,25.81,1.06,47.8,19.12,47.8,28.68,20.07,0,47.8,25.81,0,86.22,0,0,0,0,1.46,8.6,131.91,25.24,50,69.71,36.32,0,99.59,0,0,30,0,114.71

