Block,Time,CHAMERA1,CHAMERA2,CHAMERA3,TALA,VALLURNTECL,DADRI_CRF,KISHANGANGA,KKNP,KKNPPU2,NLCIIST2,PARBATI3,SINGRAULI,SINGRAULI_HYDRO,TelanganaSTPP,ANTA_GF,ANTA_LF,AURY_RF,BSIUL,DADRT2,DHAULIGNGA,DULHASTI,JHAJJAR,KOLDAM,KOTESHWR,MAPS,NNTPP,RIHAND2,UNCHAHAR2,UNCHAHAR3,UNCHAHAR4,URI,ANTA_RF,DADRI_RF,NJPC,NTPL,PARBATI2,RAMPUR,TANDA2,TEHRIPSP,AURY_LF,DADRI_LF,KHSTPP-II,KUDGI,NAPP,RIHAND1,TALST2,BRBCL,KGSU3AND4,KHSTPP-I,NLCEXP,RSTPSU1TO6,TANAKPUR,ANTA_CRF,AURY_CRF,DADRI_GF,NLCIIST1,RAPPC,RAPPD,RSTPSU7,SASAN,SEWA2,TEHRI,UNCHAHAR1,AURY_GF,FSTPP I & II,KGSU1AND2,NLCTS2EXP,RAPPB,RIHAND3,SALAL,SIMHST1,SIMHST2,URI2
58,14:15-14:30,42.15,0,0,30.55,0,0,6.96,0,0,0,38.06,113.75,0.66,0,0,0,75.59,0,689.38,42.46,55.38,667.25,8.62,10.14,0,0,125.27,45,27.69,3.22,48.57,47.540000000000006,71.13,0,0,0,0,5.73,0,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.91,0,0,0,0,65.59,24.14,0,343.12,12.22,0,21.65,0,18.35,0,0,0,130.84,72.05,0,0,36.97

59,14:30-14:45,42.15,0,0,29.46,0,0,6.96,0,0,0,38.06,113.75,0.66,0,0,0,75.59,0,689.38,42.46,55.38,667.25,8.62,10.14,0,0,125.27,45,27.69,3.22,48.57,47.540000000000006,71.13,0,0,0,0,5.73,0,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.91,0,0,0,0,65.59,24.14,0,343.12,12.22,0,21.65,0,18.35,0,0,0,130.84,72.05,0,0,36.97

60,14:45-15:00,42.15,0,0,29.46,0,0,6.96,0,0,0,38.06,113.75,0.66,0,0,0,75.59,0,689.38,42.46,55.38,667.25,8.62,10.14,0,0,125.27,45,27.69,3.22,48.57,47.540000000000006,71.13,0,0,0,0,5.73,0,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.91,0,0,0,0,65.59,24.14,0,343.12,12.22,0,21.65,0,18.35,0,0,0,130.84,72.05,0,0,36.97

61,15:00-15:15,42.15,0,0,29.46,0,0,6.96,0,0,0,38.06,113.75,0.66,0,0,0,75.59,0,689.38,42.46,55.38,667.25,8.62,10.14,0,0,125.27,45,27.69,3.22,48.57,47.540000000000006,71.13,0,0,0,0,5.73,0,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.91,0,0,0,0,65.59,24.14,0,343.12,12.22,0,21.65,0,18.35,0,0,0,130.84,72.05,0,0,36.97

62,15:15-15:30,42.15,0,0,29.16,0,0,6.96,0,0,0,38.06,113.75,0.66,0,0,0,75.59,0,689.38,42.46,55.38,667.25,8.62,10.14,0,0,125.27,45,27.69,3.22,48.57,47.540000000000006,71.13,0,0,0,0,5.73,0,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.91,0,0,0,0,65.59,24.14,0,343.12,12.22,0,21.65,0,18.35,0,0,0,130.84,72.05,0,0,36.97

63,15:30-15:45,42.15,0,0,29.02,0,0,6.96,0,0,0,38.06,113.75,0.66,0,0,0,75.59,0,689.38,42.46,55.38,667.25,8.62,10.14,0,0,125.27,45,27.69,3.22,48.57,47.540000000000006,71.13,0,0,0,0,5.73,0,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.91,0,0,0,0,65.59,24.14,0,343.12,12.22,0,21.65,0,18.35,0,0,0,130.84,72.05,0,0,36.97

64,15:45-16:00,42.15,0,0,28.87,0,0,6.96,0,0,0,38.06,113.75,0.66,0,0,0,75.59,0,689.38,42.46,55.38,667.25,8.62,10.14,0,0,125.27,45,27.69,3.22,48.57,47.540000000000006,71.13,0,0,0,0,5.73,0,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.91,0,0,0,0,65.59,24.14,0,343.12,12.22,0,21.65,0,18.35,0,0,0,130.84,72.05,0,0,36.97

65,16:00-16:15,42.15,0,0,28.87,0,0,6.96,0,0,0,38.06,113.75,0.66,0,0,0,75.59,0,549.38,42.46,55.38,667.25,8.62,10.14,0,0,125.27,45,27.69,3.22,48.57,46.91,71.13,0,0,0,0,5.73,0,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.91,0,0,0,0,65.59,24.14,0,340.31,12.22,0,21.65,0,18.35,0,0,0,130.84,72.05,0,0,36.97

66,16:15-16:30,42.15,0,0,28.72,0,0,6.96,0,0,0,38.06,113.75,0.66,0,0,0,75.59,0,549.38,42.46,55.38,667.25,8.62,10.14,0,0,125.27,45,27.69,3.22,48.57,46.91,71.13,0,0,0,0,5.73,0,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.91,0,0,0,0,65.59,24.14,0,340.31,12.22,0,21.65,0,18.35,0,0,0,130.84,72.05,0,0,36.97

67,16:30-16:45,42.15,0,0,32.93,0,0,6.96,0,0,0,38.06,113.75,0.66,0,0,0,75.59,0,549.38,42.46,55.38,667.25,8.62,10.14,0,0,125.27,45,27.69,3.22,48.57,46.28,71.13,0,0,0,0,5.73,0,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.91,0,0,0,0,65.59,24.14,0,340.31,12.22,0,21.65,0,18.35,0,0,0,130.84,60.43,0,0,36.97

68,16:45-17:00,42.15,0,0,32.93,0,0,6.96,0,0,0,38.06,113.75,0.66,0,0,0,75.59,0,549.38,42.46,55.38,667.25,8.62,10.14,0,0,125.27,45,27.69,3.22,48.57,46.28,71.13,0,0,0,0,5.73,0,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.91,0,0,0,0,65.59,24.14,0,340.31,12.22,16.19,21.65,0,18.35,0,0,0,130.84,60.43,0,0,36.97

69,17:00-17:15,42.15,0,0,32.93,0,0,6.96,0,0,0,38.06,113.75,0.66,0,0,0,75.59,0,549.38,42.46,55.38,667.25,8.62,10.14,0,0,125.27,45,27.69,3.22,48.57,46.28,71.13,0,0,0,0,5.73,0,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.91,0,0,0,0,65.59,24.14,0,340.31,12.22,32.38,21.65,0,18.35,0,0,0,130.84,59.26,0,0,36.97

70,17:15-17:30,42.15,0,0,32.93,0,0,6.96,0,0,0,38.06,113.75,0.66,0,0,0,75.59,0,549.38,42.46,55.38,667.25,8.62,10.14,0,0,125.27,45,27.69,3.22,48.57,46.28,71.13,0,0,0,0,5.73,0,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.91,0,0,0,0,65.59,24.14,0,340.31,12.22,48.57,21.65,0,18.35,0,0,0,130.84,59.26,0,0,36.97

71,17:30-17:45,42.15,0,0,32.63,0,0,6.96,0,0,0,38.06,113.75,0.66,0,0,0,75.59,0,549.38,42.46,55.38,667.25,8.62,10.14,0,0,125.27,45,27.69,3.22,48.57,46.28,71.13,0,0,0,0,5.73,0,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.91,0,0,0,0,65.59,24.14,0,340.31,12.22,64.45,21.65,0,18.35,0,0,0,130.84,56.94,0,0,36.97

72,17:45-18:00,42.15,0,0,32.34,0,0,6.96,0,0,0,38.06,113.75,0.66,0,0,0,75.59,0,549.38,42.46,55.38,667.25,8.62,10.14,0,0,125.27,45,27.69,3.22,48.57,46.28,71.13,0,0,0,0,5.73,0,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.91,0,0,0,0,65.59,24.14,0,340.31,12.22,64.45,21.65,0,18.35,0,0,0,130.84,56.94,0,0,36.97

73,18:00-18:15,42.15,0,0,32.34,0,0,6.96,0,0,0,38.06,113.75,0.66,0,0,0,75.59,0,549.38,42.46,55.38,667.25,8.62,10.14,0,0,125.27,45,27.69,3.22,48.57,46.28,71.13,0,0,0,0,5.73,0,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.91,0,0,0,0,65.59,24.14,0,333,12.22,64.45,21.65,0,18.35,0,0,0,130.84,53.45,0,0,36.97

74,18:15-18:30,42.15,0,0,32.34,0,0,6.96,0,0,0,38.06,113.75,0.66,0,0,0,75.59,0,549.38,42.46,55.38,667.25,8.62,10.14,0,0,125.27,45,27.69,3.22,48.57,46.28,71.13,0,0,0,0,5.73,0,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.91,0,0,0,0,65.59,24.14,0,333,12.22,64.45,21.65,0,18.35,0,0,0,130.84,53.45,0,0,36.97

75,18:30-18:45,42.15,0,0,26.84,0,0,6.96,0,0,0,38.06,113.75,0.66,0,0,0,75.59,0,549.38,42.46,55.38,667.25,8.62,10.14,0,0,125.27,45,27.69,3.22,48.57,46.28,71.13,0,0,0,0,5.73,83.18,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.91,0,0,0,0,65.59,24.14,0,333,12.22,64.45,21.65,0,18.35,0,0,0,130.84,51.13,0,0,36.97

76,18:45-19:00,42.15,0,0,26.25,0,0,6.96,0,0,0,38.06,113.75,0.66,0,0,0,75.59,0,549.38,42.46,55.38,667.25,8.62,20.51,0,0,125.27,45,27.69,3.22,48.57,46.28,71.13,0,0,0,0,5.73,83.18,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.91,0,0,0,0,65.59,24.14,0,333,12.22,64.45,21.65,0,18.35,0,0,0,130.84,51.13,0,0,36.97

77,19:00-19:15,42.15,15.7,11.31,26.25,0,0,6.96,0,0,0,38.06,113.75,0.66,0,0,0,75.59,0,549.38,42.46,55.38,667.25,8.62,30.43,0,0,125.27,45,27.69,3.22,48.57,46.53,71.13,0,0,0,0,5.73,83.18,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.91,0,0,0,0,65.59,24.14,0,333,12.22,64.76,21.65,0,18.35,0,0,0,130.84,51.13,0,0,36.97

78,19:15-19:30,42.27,49.59,35.69,26.25,0,0,7.18,0,0,0,57.98,113.75,0.66,0,0,0,75.59,0,549.38,44.81,57.67,667.25,8.62,43.51,0,0,125.27,45,27.69,3.22,48.57,46.53,71.13,0,0,0,0,5.73,83.18,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.91,0,0,0,0,65.59,24.14,0,333,12.99,65.38,21.65,0,18.35,0,0,0,130.84,51.13,0,0,36.97

79,19:30-19:45,42.27,49.59,0,26.55,0,0,7.18,0,0,0,57.98,113.75,0.66,0,0,0,75.59,0,549.38,44.81,57.67,667.25,8.62,43.51,0,0,125.27,45,27.69,3.22,48.57,46.91,71.13,0,0,0,0,5.73,83.18,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.91,0,0,0,0,65.59,24.14,0,333,12.99,65.38,21.65,0,18.35,0,0,0,130.84,49.97,0,0,36.97

80,19:45-20:00,42.27,49.59,0,26.55,0,0,7.18,0,0,0,57.98,113.75,0.66,0,0,0,75.59,0,549.38,44.81,57.67,667.25,8.62,43.51,0,0,125.27,45,27.69,3.22,48.57,46.91,71.13,0,0,0,0,5.73,83.18,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.91,0,0,0,0,65.59,24.14,0,333,12.99,65.38,21.65,0,18.35,0,0,0,130.84,49.97,0,0,36.97

81,20:00-20:15,42.27,49.59,0,26.55,0,0,7.18,0,0,0,57.98,113.75,0.66,0,0,0,75.59,0,549.38,44.81,57.67,667.25,8.62,43.51,0,0,125.27,45,27.69,3.22,48.57,47.540000000000006,71.13,0,0,0,0,5.73,83.18,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.91,0,0,0,0,65.59,24.14,0,333,12.99,65.38,21.65,0,16.12,0,0,0,130.84,49.97,0,0,36.97

82,20:15-20:30,42.27,49.59,0,26.55,0,0,7.18,0,0,0,57.98,113.75,0.66,0,0,0,75.59,0,549.38,44.81,57.67,667.25,8.62,43.51,0,0,125.27,45,27.69,3.22,48.57,47.540000000000006,71.13,0,0,0,0,5.73,83.18,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.91,0,0,0,0,65.59,24.14,0,333,12.99,65.38,21.65,0,16.12,0,0,0,130.84,49.97,0,0,36.97

83,20:30-20:45,42.27,49.59,0,27.14,0,0,7.18,0,0,0,57.98,113.75,0.66,0,0,0,75.59,0,549.38,44.81,57.67,667.25,8.62,43.51,0,0,125.27,45,27.69,3.22,48.57,47.540000000000006,71.13,0,0,0,0,5.73,83.18,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.91,0,0,0,0,65.59,24.14,0,333,12.99,65.38,21.65,0,16.12,0,0,0,130.84,49.97,0,0,36.97

84,20:45-21:00,42.27,49.59,0,27.14,0,0,7.18,0,0,0,57.98,113.75,0.66,0,0,0,75.97999999999999,0,549.38,44.81,57.67,667.25,8.62,43.51,0,0,125.27,45,27.69,3.22,48.57,47.540000000000006,71.13,0,0,0,0,5.73,83.18,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.91,0,0,0,0,65.59,24.14,0,333,12.99,65.38,21.65,0,16.12,0,0,0,130.84,49.97,0,0,36.97

85,21:00-21:15,42.27,49.59,0,26.84,0,0,7.18,0,0,0,57.98,113.75,0.66,0,0,0,75.97999999999999,0,549.38,44.81,57.67,667.25,8.62,43.51,0,0,125.27,45,27.69,3.22,48.57,48.17,71.13,0,0,0,0,5.73,83.18,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.91,0,0,0,0,65.59,24.14,0,333,12.99,65.38,21.65,0,16.12,0,0,0,130.84,49.38,0,0,36.97

86,21:15-21:30,42.15,47.12,0,26.84,0,0,6.96,0,0,0,29.73,113.75,0.66,0,0,0,75.97999999999999,0,549.38,42.46,55.38,667.25,8.62,40.57,0,0,125.27,45,27.69,3.22,48.57,48.17,71.13,0,0,0,0,5.73,83.18,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.91,0,0,0,0,65.59,24.14,0,333,12.22,65.38,21.65,0,16.12,0,0,0,130.84,49.38,0,0,36.97

87,21:30-21:45,42.15,47.12,0,28.08,0,0,6.96,0,0,0,56.49,113.75,0.66,0,0,0,75.97999999999999,0,549.38,42.46,55.38,667.25,8.62,40.57,0,0,125.27,45,27.69,3.22,48.57,48.17,71.13,0,0,0,0,5.73,83.18,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.91,0,0,0,0,65.59,24.14,0,333,12.22,65.38,21.65,0,16.12,0,0,0,130.84,48.81,0,0,36.97

88,21:45-22:00,42.27,49.59,0,28.08,0,0,7.18,0,0,0,57.98,113.75,0.66,0,0,0,75.97999999999999,0,549.38,44.81,57.67,667.25,8.62,43.51,0,0,125.27,45,27.69,3.22,48.57,48.17,71.13,0,0,0,0,5.73,83.18,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.91,0,0,0,0,65.59,24.14,0,333,12.99,65.38,21.65,0,16.12,0,0,0,130.84,48.81,0,0,36.97

89,22:00-22:15,42.27,49.59,0,28.08,0,0,7.18,0,0,0,57.98,113.75,0.66,0,0,0,75.97999999999999,0,549.38,44.81,57.67,667.25,8.62,43.51,0,0,125.27,45,27.69,3.22,48.57,50.06,71.13,0,0,0,0,5.73,83.18,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.91,0,0,0,0,65.59,24.14,0,333,12.99,65.38,21.65,0,16.12,0,0,0,130.84,48.81,0,0,36.97

90,22:15-22:30,42.27,49.59,0,28.08,0,0,7.18,0,0,0,57.98,113.75,0.66,0,0,0,75.97999999999999,0,549.38,44.81,57.67,667.25,8.62,43.51,0,0,125.27,45,27.69,3.22,48.57,50.06,71.13,0,0,0,0,5.73,83.18,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.91,0,0,0,0,65.59,24.14,0,333,12.99,65.38,21.65,0,16.12,0,0,0,130.84,48.81,0,0,36.97

91,22:30-22:45,42.27,49.59,0,28.08,0,0,7.18,0,0,0,57.98,113.75,0.66,0,0,0,76.24,0,549.38,44.81,57.67,667.25,8.62,43.51,0,0,125.27,45,27.69,3.22,48.57,50.06,71.13,0,0,0,0,5.73,83.18,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.91,0,0,0,0,65.59,24.14,0,333,12.99,65.38,21.65,0,16.12,0,0,0,130.84,48.81,0,0,36.97

92,22:45-23:00,42.15,47.12,0,28.08,0,0,6.96,0,0,0,32.71,113.75,0.66,0,0,0,76.24,0,549.38,42.46,55.38,667.25,8.62,30.65,0,0,125.27,45,27.69,3.22,48.57,50.06,71.13,0,0,0,0,5.73,83.18,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.91,0,0,0,0,65.59,24.14,0,333,12.22,64.15,21.65,0,16.12,0,0,0,130.84,48.81,0,0,36.97

93,23:00-23:15,42.15,47.12,0,28.08,0,0,6.96,0,0,0,22.3,113.75,0.66,0,0,0,76.24,0,549.38,42.46,55.38,667.25,8.62,30.43,0,0,125.27,45,27.69,3.22,48.57,51.32000000000001,71.13,0,0,0,0,5.73,83.18,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.91,0,0,0,0,65.59,24.14,0,333,12.22,64.15,21.65,0,16.12,0,0,0,130.84,48.81,0,0,36.97

94,23:15-23:30,42.15,47.12,0,28.08,0,0,6.96,0,0,0,22.3,113.75,0.66,0,0,0,76.24,0,549.38,42.46,55.38,667.25,8.62,30.43,0,0,125.27,45,27.69,3.22,48.57,51.32000000000001,71.13,0,0,0,0,5.73,83.18,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.91,0,0,0,0,65.59,24.14,0,333,12.22,64.15,21.65,0,16.12,0,0,0,130.84,48.81,0,0,36.97

95,23:30-23:45,42.15,47.12,0,28.08,0,0,6.96,0,0,0,41.62,113.75,0.66,0,0,0,76.24,0,549.38,42.46,55.38,667.25,8.62,30.43,0,0,125.27,45,27.69,3.22,48.57,51.32000000000001,71.13,0,0,0,0,5.73,83.18,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.91,0,0,0,0,65.59,24.14,0,333,12.22,64.15,21.65,0,16.12,0,0,0,130.84,48.81,0,0,36.97

96,23:45-24:00,42.15,47.12,0,28.08,0,0,6.96,0,0,0,41.62,113.75,0.66,0,0,0,76.24,0,549.38,42.46,55.38,667.25,8.62,30.43,0,0,125.27,45,27.69,3.22,48.57,51.32000000000001,71.13,0,0,0,0,5.73,83.18,0,0,98.87,0,24.48,98.32,0,24.99,0,45.53,0,0,11.91,0,0,0,0,65.59,24.14,0,333,12.22,64.15,21.65,0,16.12,0,0,0,130.84,48.81,0,0,36.97

