Block,Time Block,DHAULIGNGA,DADRT2,DADRI_RF,CHAMERA2,CHAMERA1,CHAMERA3,ANTA_CRF,URI,DADRI_LF,ANTA_RF,AURY_LF,DADRI_CRF,VALLURNTECL,UNCHAHAR4,ANTA_LF,AURY_GF,DADRI_GF,URI2,UNCHAHAR3,ANTA_GF,AURY_CRF,AURY_RF,TelanganaSTPP,UNCHAHAR2,UNCHAHAR1,TEHRI,BSIUL,BRBCL,TANDA2,SIMHST1,RSTPSU1TO6,RSTPSU7,RAMPUR,SALAL,SEWA2,NNTPP,RAPPC,RIHAND3,SIMHST2,NTPL,RIHAND1,PARBATI3,RIHAND2,RAPPB,SASAN,TALST2,TANAKPUR,TALA,SINGRAULI,SINGRAULI_HYDRO,NJPC,MAPS,NLCIIST1,NLCTS2EXP,NAPP,NLCIIST2,NLCEXP,KHSTPP-I,KKNP,KOLDAM,JHAJJAR,KKNPPU2,KISHANGANGA,KGSU1AND2,DULHASTI,KGSU3AND4,KHSTPP-II,FSTPP I & II,KUDGI,KOTESHWR,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
63,15:30-15:45,0,179.96,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,4.14,16.5,0,0,0,0,27.05,6.56,14.9,0,19.23,0,0,0,0,0,1.35,0,0,51.73,119.56,0,0,88.47,0,114.2,0,194.72,0,1.97,0,134.33,0,0,0,0,0,42,0,0,21.18,0,0,345.21,0,0,0,15.85,0,114.41,13.26,0,8.53,0,0,0,0,0

64,15:45-16:00,0,179.96,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,4.14,16.5,0,0,0,0,27.05,6.56,29.8,0,19.23,0,0,0,0,0,1.35,0,0,51.73,119.56,0,0,88.47,0,114.2,0,194.72,0,1.97,0,134.33,0,0,0,0,0,42,0,0,21.18,0,0,345.21,0,0,0,15.85,0,114.41,13.26,0,8.53,0,0,0,0,0

65,16:00-16:15,0,179.96,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,4.14,18.66,0,0,0,0,31.29,7.92,29.8,0,19.23,0,0,0,0,0,1.35,0,0,51.73,119.56,0,0,88.47,0,114.2,0,194.72,0,1.97,0,134.33,0,0,0,0,0,42,0,0,25.58,0,0,345.21,0,0,0,15.85,0,114.41,16.02,0,8.53,0,0,0,0,0

66,16:15-16:30,0,179.96,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,4.14,20.01,0,0,0,0,32.68,7.92,29.8,0,19.23,0,0,0,0,0,1.35,0,0,51.73,119.56,0,0,88.47,0,114.2,0,194.72,0,1.97,0,134.33,0,22.49,0,0,0,42,0,0,25.58,0,0,345.21,0,0,0,15.85,0,114.41,16.02,0,8.53,0,0,0,0,0

67,16:30-16:45,0,226.12,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,4.14,20.01,0,0,0,0,32.68,7.92,44.7,0,19.23,0,0,0,0,0,1.35,0,0,51.73,119.56,0,0,88.47,0,114.2,0,162.27,0,1.97,0,134.33,0,40.97,0,0,0,42,0,0,25.58,0,0,461.67,0,0,0,15.85,0,135.19,16.02,0,8.53,0,0,0,0,0

68,16:45-17:00,0,226.12,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,4.14,20.01,0,0,0,0,32.68,7.92,44.7,0,18.55,0,0,0,0,0,1.35,0,0,51.73,119.56,0,0,88.47,0,114.2,0,162.27,0,1.97,0,134.33,0,44.71,0,0,0,42,0,0,31.93,0,0,548.22,0,0,0,15.85,0,142.61,20,0,8.53,0,0,0,0,0

69,17:00-17:15,7.62,273.09,0,1.92,0,0,0,1.07,0,0,0,0,0,0,0,0,0,4.14,25.39,0,0,0,0,40.76,9.89,44.7,0,19.23,0,0,0,0,0,1.35,0,0,51.73,119.56,0,0,88.47,0,114.2,0,162.27,0,1.97,0,134.33,0,67.48,0,0,0,42,0,0,31.93,0,0,622.18,0,0,0,31.69,0,142.61,20,0,17.07,0,0,0,0,0

70,17:15-17:30,16.89,297.48,0,5.77,11.58,1.22,0,1.07,0,0,0,0,0,0,0,0,0,4.14,25.39,0,0,0,0,40.76,9.89,44.7,2.12,19.23,0,0,0,0,0,1.35,0,0,51.73,119.56,0,0,88.47,0,114.2,0,162.27,0,1.97,0,134.33,0,89.97,0,0,0,42,0,0,31.93,0,0,610.6,0,0,0,31.69,0,142.61,20,0,25.6,0,0,0,0,0

71,17:30-17:45,26.36,223.8,0,37.99,26.1,27.94,0,1.07,0,0,0,0,0,0,0,0,0,4.14,25.39,0,0,0,0,40.76,9.89,59.62,12.54,19.23,0,0,0,0,0,1.35,7.6,0,51.73,119.56,0,0,88.47,0,114.2,0,162.27,0,2.71,0,134.33,0,112.46,0,0,0,42,0,0,31.93,0,0,591.36,0,0,0,31.69,0,142.61,20,0,37.55,0,0,0,0,0

72,17:45-18:00,26.36,128.63,0,37.99,26.1,27.94,0,1.07,0,0,0,0,0,0,0,0,0,4.14,25.39,0,0,0,0,40.76,9.89,59.62,12.54,19.23,0,0,0,0,0,1.35,7.6,0,51.73,119.56,0,0,88.47,0,114.2,0,162.27,0,2.71,0,134.33,0,112.46,0,0,0,42,0,0,31.93,0,0,591.36,0,0,0,31.69,0,142.61,20,0,37.55,0,0,0,0,0

73,18:00-18:15,26.36,249.32,0,37.99,26.1,27.94,0,1.07,0,0,0,0,0,0,0,0,0,4.14,25.39,0,0,0,0,40.76,9.89,59.62,12.54,19.23,0,0,0,0,0,1.35,7.6,0,51.73,119.56,0,0,88.47,0,114.2,0,162.27,0,2.71,0,134.33,0,112.46,0,0,0,42,0,0,31.93,0,0,591.36,0,0,0,31.69,0,142.61,20,0,37.55,0,0,0,0,0

74,18:15-18:30,26.36,341.12,0,37.99,26.1,27.94,0,1.07,0,0,0,0,0,0,0,0,0,4.14,25.39,0,0,0,0,40.76,9.89,59.62,12.54,19.23,0,0,0,0,0,1.35,7.6,0,51.73,119.56,0,0,88.47,0,114.2,0,162.27,0,2.71,0,134.33,0,112.46,0,0,0,42,0,0,31.93,0,0,591.36,0,0,0,31.69,0,142.61,20,0,37.55,0,0,0,0,0

75,18:30-18:45,17.13,345.22,0,37.99,11.58,27.94,0,1.07,0,0,0,0,0,0,0,0,0,4.14,25.39,0,0,0,0,40.76,9.89,59.62,12.54,19.23,0,0,0,0,0,1.35,7.6,0,51.73,119.56,0,0,88.47,0,114.2,0,162.27,0,2.71,0,134.33,0,112.46,0,0,0,42,0,0,31.93,0,0,590.93,0,0,0,31.69,0,142.61,20,0,37.55,0,0,0,0,0

76,18:45-19:00,8.76,345.22,0,1.92,0,1.22,0,1.07,0,0,0,0,0,0,0,0,0,4.14,25.39,0,0,0,0,40.76,9.89,59.62,2.12,19.23,0,0,0,0,0,1.35,0,0,51.73,119.56,0,0,88.47,0,114.2,0,162.27,0,2.71,0,134.33,0,89.97,0,0,0,42,0,0,31.93,0,0,626.94,0,0,0,31.69,0,142.61,20,0,18.96,0,0,0,0,0

77,19:00-19:15,0,345.22,0,0,0,0,0,4.24,0,0,0,0,0,0,0,0,0,4.14,25.39,0,0,0,0,40.76,9.89,59.62,0,19.23,0,0,0,0,0,1.35,0,0,51.73,119.56,0,0,88.47,3.67,114.2,0,162.27,0,2.71,0,134.33,0,67.48,0,0,0,42,0,0,31.93,0,0,626.94,0,0,0,15.85,0,142.61,20,0,8.53,0,0,0,0,0

78,19:15-19:30,0,345.22,0,0,0,0,0,4.24,0,0,0,0,0,0,0,0,0,4.14,25.39,0,0,0,0,40.76,9.89,59.62,0,19.23,0,0,0,0,0,8.93,0,0,51.73,119.56,0,0,88.47,15.9,114.2,0,162.27,0,2.71,0,134.33,0,39.06,0,0,0,42,0,0,31.93,0,0,626.94,0,0,0,15.85,0,142.61,20,0,8.53,0,0,0,0,0

79,19:30-19:45,0,345.22,0,0,0,0,0,8.49,0,0,0,0,0,0,0,0,0,4.14,25.39,0,0,0,0,40.76,9.89,44.7,0,19.23,0,0,0,0,0,40.22,0,0,51.73,119.56,0,0,88.47,15.9,114.2,0,162.27,0,2.71,0,134.33,0,18.21,0,0,0,42,0,0,31.93,0,0,626.94,0,0,0,15.85,0,142.61,20,0,8.53,0,0,0,0,0

80,19:45-20:00,0,345.22,0,0,0,0,0,25.47,0,0,0,0,0,0,0,0,0,4.14,25.39,0,0,0,0,40.76,9.89,44.7,0,19.23,0,0,0,0,0,40.22,0,0,51.73,119.56,0,0,88.47,15.9,114.2,0,162.27,0,2.71,0,134.33,0,0,0,0,0,42,0,0,31.93,0,0,626.94,0,0,0,15.85,0,142.61,20,0,8.53,0,0,0,0,0

81,20:00-20:15,0,345.23,0,0,0,0,0,25.47,0,0,0,0,0,0,0,0,0,4.14,25.39,0,0,0,0,40.76,9.89,29.8,0,19.23,0,0,0,0,0,40.22,0,0,51.73,119.56,0,0,88.47,15.9,114.2,0,162.27,0,2.71,0,134.33,0,0,0,0,0,42,0,0,31.93,0,0,626.94,0,0,0,15.85,0,142.61,20,0,8.53,0,0,0,0,0

82,20:15-20:30,0,345.23,0,0,0,0,0,25.47,0,0,0,0,0,0,0,0,0,4.14,25.39,0,0,0,0,40.76,9.89,29.8,0,19.23,0,0,0,0,0,40.22,0,0,51.73,119.56,0,0,88.47,15.9,114.2,0,162.27,0,2.71,0,134.33,0,0,0,0,0,42,0,0,31.93,0,0,626.94,0,0,0,15.85,0,142.61,20,0,8.53,0,0,0,0,0

83,20:30-20:45,0,326,0,0,0,0,0,25.47,0,0,0,0,0,0,0,0,0,4.14,25.39,0,0,0,0,40.76,9.89,29.8,0,19.23,0,0,0,0,0,40.22,0,0,51.73,119.56,0,0,88.47,15.9,114.2,0,124.41,0,2.71,0,134.33,0,0,0,0,0,42,0,0,31.93,0,0,626.94,0,0,0,15.85,0,142.61,20,0,8.53,0,0,0,0,0

84,20:45-21:00,0,306.75,0,0,0,0,0,25.47,0,0,0,0,0,0,0,0,0,4.14,25.39,0,0,0,0,40.76,9.89,29.8,0,19.23,0,0,0,0,0,40.22,0,0,51.73,119.56,0,0,88.47,3.43,114.2,0,124.41,0,2.71,0,134.33,0,0,0,0,0,42,0,0,31.93,0,0,626.94,0,0,0,15.85,0,142.61,20,0,8.53,0,0,0,0,0

85,21:00-21:15,0,449.96,0,0,0,0,0,8.49,0,0,0,0,0,0,0,0,0,4.14,25.39,0,0,0,0,40.76,9.89,14.9,0,19.23,0,0,0,0,0,8.93,0,0,51.73,119.56,0,0,88.47,0,114.2,0,124.41,0,2.71,0,134.33,0,0,0,0,0,42,0,0,31.93,0,0,574.29,0,0,0,15.85,0,142.61,20,0,8.53,0,0,0,0,0

86,21:15-21:30,0,331.11,0,0,0,0,0,8.49,0,0,0,0,0,0,0,0,0,4.14,25.39,0,0,0,0,40.76,9.89,0,0,19.23,0,0,0,0,0,1.35,0,0,51.73,119.56,0,0,88.47,0,114.2,0,124.41,0,2.71,0,134.33,0,0,0,0,0,42,0,0,31.93,0,0,468.65,0,0,0,15.85,0,142.61,20,0,8.53,0,0,0,0,0

87,21:30-21:45,0,219.12,0,0,0,0,0,14.86,0,0,0,0,0,0,0,0,0,4.14,25.39,0,0,0,0,40.76,9.89,0,0,19.23,0,0,0,0,0,1.35,0,0,51.73,119.56,0,0,88.47,0,114.2,0,124.41,0,2.71,0,134.33,0,0,0,0,0,42,0,0,31.93,0,0,379.37,0,0,0,15.85,0,142.61,20,0,8.53,0,0,0,0,0

88,21:45-22:00,0,181.88,0,0,0,0,0,14.86,0,0,0,0,0,0,0,0,0,4.14,25.39,0,0,0,0,40.76,9.89,0,0,19.23,0,0,0,0,0,1.35,0,0,51.73,119.56,0,0,88.47,0,114.2,0,124.41,0,2.71,0,134.33,0,0,0,0,0,42,0,0,31.93,0,0,379.37,0,0,0,15.85,0,142.61,20,0,8.53,0,0,0,0,0

89,22:00-22:15,0,181.88,0,0,0,0,0,4.24,0,0,0,0,0,0,0,0,0,4.14,21.88,0,0,0,0,35.14,8.52,0,0,19.23,0,0,0,0,0,1.35,0,0,51.73,119.56,0,0,88.47,0,114.2,0,124.41,0,1.97,0,134.33,0,0,0,0,0,42,0,0,27.54,0,0,349.46,0,0,0,15.85,0,142.61,17.24,0,8.53,0,0,0,0,0

90,22:15-22:30,0,181.88,0,0,0,0,0,4.24,0,0,0,0,0,0,0,0,0,4.14,21.88,0,0,0,0,35.14,8.52,0,0,19.23,0,0,0,0,0,1.35,0,0,51.73,119.56,0,0,88.47,0,114.2,0,124.41,0,1.97,0,134.33,0,0,0,0,0,42,0,0,27.54,0,0,349.46,0,0,0,15.85,0,142.61,17.24,0,8.53,0,0,0,0,0

91,22:30-22:45,0,181.88,0,0,0,0,0,4.24,0,0,0,0,0,0,0,0,0,10.35,19.27,0,0,0,0,30.55,6.96,0,0,19.23,0,0,0,0,0,1.35,0,0,51.73,119.56,0,0,88.47,0,114.2,0,124.41,0,1.97,0,134.33,0,0,0,0,0,42,0,0,27.54,0,0,349.46,0,0,0,15.85,0,142.61,17.24,0,8.53,0,0,0,0,0

92,22:45-23:00,0,181.88,0,0,0,0,0,3.18,0,0,0,0,0,0,0,0,0,10.35,19.27,0,0,0,0,30.55,6.96,0,0,19.23,0,0,0,0,0,1.35,0,0,51.73,119.56,0,0,88.47,0,114.2,0,124.41,0,1.97,0,134.33,0,0,0,0,0,42,0,0,27.54,0,0,349.46,0,0,0,15.85,0,142.61,15.05,0,8.53,0,0,0,0,0

93,23:00-23:15,0,181.88,0,0,0,0,0,2.13,0,0,0,0,0,0,0,0,0,10.35,19.27,0,0,0,0,30.55,6.96,0,0,19.23,0,0,0,0,0,1.35,0,0,51.73,119.56,0,0,88.47,0,114.2,0,124.41,0,1.97,0,134.33,0,0,0,0,0,42,0,0,27.54,0,0,349.46,0,0,0,15.85,0,142.61,15.05,0,8.53,0,0,0,0,0

94,23:15-23:30,0,181.88,0,0,0,0,0,2.13,0,0,0,0,0,0,0,0,0,10.35,13.96,0,0,0,0,22.41,5.77,0,0,19.23,0,0,0,0,0,1.35,0,0,51.73,119.56,0,0,88.47,0,114.2,0,124.41,0,1.97,0,134.33,0,0,0,0,0,42,0,0,27.54,0,0,345.21,0,0,0,15.85,0,142.61,15.05,0,8.53,0,0,0,0,0

95,23:30-23:45,0,181.88,0,0,0,0,0,2.13,0,0,0,0,0,0,0,0,0,10.35,13.96,0,0,0,0,22.41,5.77,0,0,19.23,0,0,0,0,0,1.35,0,0,51.73,119.56,0,0,88.47,0,114.2,0,124.41,0,1.97,0,134.33,0,0,0,0,0,42,0,0,27.54,0,0,345.21,0,0,0,15.85,0,142.61,15.05,0,8.53,0,0,0,0,0

96,23:45-24:00,0,181.88,0,0,0,0,0,2.13,0,0,0,0,0,0,0,0,0,10.35,13.96,0,0,0,0,22.41,5.77,0,0,19.23,0,0,0,0,0,1.35,0,0,51.73,119.56,0,0,88.47,0,114.2,0,124.41,0,1.97,0,134.33,0,0,0,0,0,42,0,0,27.54,0,0,345.21,0,0,0,15.85,0,142.61,11,0,8.53,0,0,0,0,0

