Block,Time,WR/01102023/01102023/L_NR_2020_06,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/19072037/LT-05,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,WR/01102023/16072048/L_NR_2022_08,NR/01112023/30112023/HP-09,WR/01102023/30052048/L_NR_2022_10,SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_16,NR/01102023/15082037/GNA_NR_2012_01,NR/22102023/11042047/L_NR_2021_17,NR/01102023/14082046/L_NR_2021_16,NR/01102023/23072042/L_NR_2012_04,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/30092023/26122029/SH-06,NR/01102023/05012040/L_NR_2020_02,NR/01102023/02122045/L_NR_2021_13,NR/01112023/30112023/HP-10,NR/01102023/31102037/L_NR_2019_11,NR/01102023/02012046/L_NR_2021_17,NR/01102023/30042040/GNA_LT_36,NR/03112023/30112023/IEX-231101-05680,NR/01102023/30042040/GNA_LT_35,NR/02112023/15112023/D20231102NR21539,NR/01102023/13082046/L_NR_2021_12,NR/03112023/30112023/HPX-TAMDLY-011123-05147,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/31052040/LT-31,NR/30092023/31122025/SH-07,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/RUMS(L_NR_2019_07),L_NR_2019_19,NR/01102023/06022042/L_NR_2012_02,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,NR/01102023/06022042/L_NR_2012_07,SR/01112023/30112023/KSEB_BYPL-NOV23,NR/01102023/22052037/LT-59
69,17:00-17:15,6.66,28.990000,117.880000,13.33,5,6.67,6.34,0.000000,13.33,6.41,3,101.200000,2,0,271.740000,1.67,12,13.420000,2.550000,4.25,223.850000,2.080000,0,2.560000,48.310000,2.500000,48.310000,21.24,48.310000,28,0.000000,2.500000,13.420000,4,7,4.095067,261.450000,20,3,74.090000,144.93,2.020000

70,17:15-17:30,6.66,28.990000,117.880000,13.33,1,6.67,6.34,0.000000,13.33,6.41,6,101.200000,3,0,271.740000,0.33,7.5,13.420000,2.550000,2.39,223.850000,2.080000,0,1.590000,48.310000,1.560000,48.310000,11.95,48.310000,17.5,0.000000,1.560000,13.420000,3,1,0.855976,261.450000,20,1,74.090000,144.93,2.020000

71,17:30-17:45,6.66,28.990000,117.880000,13.33,0,6.67,6.34,0.000000,13.33,6.41,5,101.200000,2,0,271.740000,0,6,21.160000,2.550000,1.06,223.850000,2.080000,0,0.880000,48.310000,0.860000,48.310000,5.32,48.310000,14,0.000000,0.860000,9.270000,2,0,0,261.450000,20,0.1,74.090000,144.93,2.020000

72,17:45-18:00,6.66,28.990000,117.880000,13.33,0,6.67,6.34,0.000000,13.33,6.41,1,101.200000,1,0,271.740000,0,1,21.160000,2.550000,0.27,223.850000,2.080000,0,0.390000,48.310000,0.380000,48.310000,1.33,48.310000,4,0.000000,0.380000,9.270000,0,0,0,261.450000,20,0,74.090000,144.93,2.020000

73,18:00-18:15,6.66,28.990000,117.880000,13.33,0,6.67,6.34,0.000000,13.33,6.01,0,101.200000,0,0,271.740000,0,0,21.160000,2.550000,0,93.630000,2.080000,0,0.110000,48.310000,0.110000,48.310000,0,48.310000,0,0.000000,0.110000,21.160000,0,0,0,261.450000,20,0,74.090000,144.93,2.020000

74,18:15-18:30,6.66,28.990000,117.880000,13.33,0,6.67,6.34,0.000000,13.33,6.01,0,101.200000,0,0,271.740000,0,0,21.160000,2.550000,0,93.630000,2.080000,0,0.000000,48.310000,0.000000,48.310000,0,48.310000,0,0.000000,0.000000,21.160000,0,0,0,261.450000,20,0,74.090000,144.93,2.020000

75,18:30-18:45,6.66,28.990000,117.880000,13.33,0,6.67,6.34,0.000000,13.33,6.01,0,101.200000,0,0,271.740000,0,0,21.160000,2.550000,0,93.630000,2.080000,0,0.000000,48.310000,0.000000,48.310000,0,48.310000,0,0.000000,0.000000,21.160000,0,0,0,261.450000,20,0,74.090000,144.93,2.020000

76,18:45-19:00,6.66,28.990000,117.880000,13.33,0,6.67,6.34,0.000000,13.33,6.01,0,101.200000,0,0,271.740000,0,0,21.160000,2.550000,0,93.630000,2.080000,0,0.000000,48.310000,0.000000,48.310000,0,48.310000,0,0.000000,0.000000,21.160000,0,0,0,261.450000,20,0,74.090000,144.93,2.020000

77,19:00-19:15,6.66,28.990000,117.880000,13.33,0,6.67,6.34,0.000000,13.33,6.01,0,101.200000,0,0,271.740000,0,0,26.030000,2.420000,0,93.630000,2.000000,0,0.000000,48.310000,0.000000,48.310000,0,48.310000,0,0.000000,0.000000,26.030000,0,0,0,261.450000,20,0,74.090000,144.93,1.940000

78,19:15-19:30,6.66,28.020000,117.880000,14.08,0,6.67,6.34,0.000000,14.08,6.01,0,101.200000,0,0,271.740000,0,0,26.030000,2.420000,0,93.630000,2.000000,0,0.000000,48.310000,0.000000,48.310000,0,48.310000,0,0.000000,0.000000,26.030000,0,0,0,261.450000,20,0,74.090000,144.93,1.940000

79,19:30-19:45,6.66,28.020000,117.880000,14.99,0,6.67,6.34,0.000000,14.99,6.01,0,101.200000,0,0,271.740000,0,0,26.030000,2.420000,0,93.630000,2.000000,0,0.000000,48.310000,0.000000,48.310000,0,48.310000,0,0.000000,0.000000,26.030000,0,0,0,261.450000,20,0,74.090000,144.93,1.940000

80,19:45-20:00,6.66,28.020000,117.880000,16.11,0,6.67,6.34,0.000000,16.11,6.01,0,101.200000,0,0,271.740000,0,0,26.030000,2.420000,0,93.630000,2.000000,0,0.000000,48.310000,0.000000,48.310000,0,48.310000,0,0.000000,0.000000,26.030000,0,0,0,261.450000,20,0,74.090000,144.93,1.940000

81,20:00-20:15,6.66,28.020000,117.880000,14.12,0,6.67,6.34,0.000000,14.12,6.01,0,101.200000,0,0,271.740000,0,0,26.030000,2.420000,0,93.630000,2.000000,0,0.000000,48.310000,0.000000,48.310000,0,48.310000,0,0.000000,0.000000,26.030000,0,0,0,261.450000,20,0,74.090000,144.93,1.940000

82,20:15-20:30,6.66,28.020000,117.880000,13.47,0,6.67,6.34,0.000000,13.47,6.01,0,101.200000,0,0,271.740000,0,0,26.030000,2.420000,0,93.630000,2.000000,0,0.000000,48.310000,0.000000,48.310000,0,48.310000,0,0.000000,0.000000,26.030000,0,0,0,261.450000,20,0,74.090000,144.93,1.940000

83,20:30-20:45,6.66,28.020000,117.880000,13.87,0,6.67,6.34,0.000000,13.87,6.01,0,101.200000,0,0,271.740000,0,0,26.030000,2.420000,0,93.630000,2.000000,0,0.000000,48.310000,0.000000,48.310000,0,48.310000,0,0.000000,0.000000,26.030000,0,0,0,261.450000,20,0,64.930000,144.93,1.940000

84,20:45-21:00,6.66,28.020000,117.880000,14,0,6.67,6.34,0.000000,14,6.01,0,101.200000,0,0,271.740000,0,0,26.030000,2.420000,0,93.630000,2.000000,0,0.000000,48.310000,0.000000,48.310000,0,48.310000,0,0.000000,0.000000,26.030000,0,0,0,261.450000,20,0,64.930000,144.93,1.940000

85,21:00-21:15,6.66,28.020000,100.500000,14,0,6.67,6.34,0.000000,14,6.01,0,101.200000,0,0,271.740000,0,0,26.030000,2.420000,0,93.630000,1.920000,0,0.000000,48.310000,0.000000,48.310000,0,48.310000,0,0.000000,0.000000,26.030000,0,0,0,261.450000,20,0,64.930000,144.93,2.100000

86,21:15-21:30,6.66,28.020000,71.890000,14.33,0,6.67,6.34,0.000000,14.33,6.01,0,101.200000,0,0,271.740000,0,0,26.030000,2.420000,0,93.630000,1.920000,0,0.000000,48.310000,0.000000,48.310000,0,48.310000,0,0.000000,0.000000,26.030000,0,0,0,261.450000,20,0,64.930000,144.93,2.100000

87,21:30-21:45,6.66,28.020000,71.890000,15.11,0,6.67,6.34,0.000000,15.11,6.01,0,101.200000,0,0,271.740000,0,0,26.030000,2.420000,0,93.630000,1.920000,0,0.000000,48.310000,0.000000,48.310000,0,48.310000,0,0.000000,0.000000,26.030000,0,0,0,261.450000,20,0,64.930000,144.93,2.100000

88,21:45-22:00,6.66,28.020000,71.890000,16.79,0,6.67,6.34,0.000000,16.79,8.01,0,101.200000,0,0,271.740000,0,0,26.030000,2.420000,0,93.630000,1.920000,0,0.000000,48.310000,0.000000,48.310000,0,48.310000,0,0.000000,0.000000,26.030000,0,0,0,261.450000,20,0,64.930000,144.93,2.100000

89,22:00-22:15,6.66,27.050000,71.890000,17.82,0,6.67,6.34,38.280000,17.82,7.81,0,101.200000,0,0,271.740000,0,0,26.030000,2.420000,0,93.630000,2.000000,0,0.000000,48.310000,0.000000,48.310000,0,48.310000,0,0.000000,0.000000,26.030000,0,0,0,226.010000,20,0,64.930000,144.93,2.020000

90,22:15-22:30,7.5,27.050000,71.890000,18.61,0,7.5,6.34,38.280000,18.61,7.61,0,101.200000,0,0,271.740000,0,0,26.030000,2.420000,0,93.630000,2.000000,0,0.000000,48.310000,0.000000,48.310000,0,48.310000,0,0.000000,0.000000,26.030000,0,0,0,226.010000,22.5,0,64.930000,144.93,2.020000

91,22:30-22:45,7.5,27.050000,71.890000,16.67,0,7.5,7.34,38.280000,16.67,7.41,0,101.200000,0,0,271.740000,0,0,26.030000,2.420000,0,93.630000,2.000000,0,0.000000,48.310000,0.000000,48.310000,0,48.310000,0,0.000000,0.000000,26.030000,0,0,0,226.010000,22.5,0,64.930000,144.93,2.020000

92,22:45-23:00,7.5,27.050000,71.890000,15.45,0,7.5,7.34,38.280000,15.45,7.21,0,101.200000,0,0,271.740000,0,0,26.030000,2.420000,0,93.630000,2.000000,0,0.000000,48.310000,0.000000,48.310000,0,48.310000,0,0.000000,0.000000,26.030000,0,0,0,226.010000,22.5,0,64.930000,144.93,2.020000

93,23:00-23:15,7.5,27.050000,71.890000,15.12,0,7.5,7.34,38.280000,15.12,7.21,0,82.130000,0,0,271.740000,0,0,26.030000,2.420000,0,93.630000,2.000000,0,0.000000,48.310000,0.000000,48.310000,0,48.310000,0,0.000000,0.000000,26.030000,0,0,0,184.770000,22.5,0,49.930000,144.93,2.020000

94,23:15-23:30,7.5,27.050000,71.890000,15,0,7.5,7.34,38.280000,15,7.21,0,72.460000,0,0,271.740000,0,0,26.030000,2.420000,0,93.630000,2.000000,0,0.000000,48.310000,0.000000,48.310000,0,48.310000,0,0.000000,0.000000,26.030000,0,0,0,184.770000,22.5,0,49.930000,144.93,2.020000

95,23:30-23:45,7.5,27.050000,71.890000,15,0,7.5,7.34,38.280000,15,7.21,0,67.630000,0,0,271.740000,0,0,26.030000,2.420000,0,93.630000,2.000000,0,0.000000,48.310000,0.000000,48.310000,0,48.310000,0,0.000000,0.000000,26.030000,0,0,0,184.770000,22.5,0,49.930000,144.93,2.020000

96,23:45-24:00,7.5,27.050000,71.890000,15,0,7.5,7.34,38.280000,15,7.21,0,57.970000,0,0,271.740000,0,0,26.030000,2.420000,0,93.630000,2.000000,0,0.000000,48.310000,0.000000,48.310000,0,48.310000,0,0.000000,0.000000,26.030000,0,0,0,184.770000,22.5,0,49.930000,144.93,2.020000

