Column1,Time,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,NR/01102023/25072045/L_NR_2021_15,NR/01102023/13082046/L_NR_2021_12,GNARE/SR/2025/01/13/4532,WR/01102023/01102023/L_NR_2020_06,GNARE/NR/2024/12/20/3668,WR/01102023/29112042/RUMS(L_NR_2019_06),L_NR_2019_19,WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,NR/22102023/11042047/L_NR_2021_16,WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_17,GNA/NR/2025/04/01/7960,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/04/01/5285,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/04/01/1831,NR/01102023/19072037/LT-05,GNA/NR/2025/04/16/2139,GNA/NR/2025/04/01/8456,GNA/NR/2025/04/01/8964,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/04/01/4565,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_07,NR/30092023/26122029/SH-06,NR/01102023/06022042/L_NR_2012_02,GNA/WR/2025/04/01/4420,GNA/NR/2025/04/01/6490,NR/01102023/30042040/GNA_LT_36,NR/01102023/30042040/GNA_LT_35,NR/30092023/31122025/SH-07,NR/01102023/22052037/LT-59,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/04/01/8510,NR/01102023/31052040/LT-31,GNA/NR/2025/04/01/7459,GNA/SR/2025/04/01/2597,GNA/NR/2025/04/16/1389,GNA/NR/2025/04/29/1142,GNA/NR/2025/04/16/4327,GNA/NR/2025/04/29/1534,GNA/NR/2025/04/01/1333,GNA/NR/2025/04/01/6216,GNA/NR/2025/04/01/9334,GNA/NR/2025/04/16/8132,GNA/NR/2025/04/16/2341,GNA/NR/2025/04/16/6639
18,04:15-04:30,0,0,0,0,0,0,6,34.33,0,0,0,81.67,34.33,103.01,0,26.67,81.66,0,0,0,43.78,6.69,2.89,272.37,1.93,35.12,96.33,10.43,4.05,30.79,11.43,48.16,100.36,67.99,17.93,130.33,0,9.63,0,0,32,5.52,3.74,6.27,0,9.63,0,28.9,0,72.25,0,2.89,9.63,2.89,14.59,19.27,72.25

19,04:30-04:45,0,0,0,0,0,0,6,34.17,0,0,0,81.67,34.17,102.49,0,26.33,81.66,0,0,0,43.78,6.45,2.89,272.37,1.93,35.12,96.33,10.43,4.05,30.79,11.43,48.16,100.36,67.99,17.93,130.33,0,9.63,0,0,32,5.52,3.74,6.27,0,9.63,0,28.9,0,72.25,0,2.89,9.63,2.89,14.59,19.27,72.25

20,04:45-05:00,0,0,0,0,0,0,6,33.83,0,0,0,81.67,33.83,101.51,0,26.33,81.66,0,0,0,43.78,6.45,2.89,272.37,1.93,35.12,96.33,10.43,3.63,30.79,11.43,48.16,100.36,67.99,17.93,100.37,0,9.63,0,0,32,5.52,3.74,6.27,0,9.63,0,28.9,0,72.25,0,2.89,9.63,2.89,14.59,19.27,72.25

21,05:00-05:15,0,0,0,0,0,0,6,33.33,0,0,0,81.67,33.33,100.01,0,15.67,81.66,0,0,0,43.78,6.3,2.89,272.37,1.93,35.12,96.33,9.54,3.63,30.79,11.16,48.16,100.36,67.99,17.93,100.37,0,9.63,0,0,32,5.52,3.74,6.27,0,9.63,0,28.9,0,72.25,0,2.89,9.63,2.89,14.59,19.27,72.25

22,05:15-05:30,0,0,0,0,0,0,6,32.67,0,0,0,81.67,32.67,97.99,0,15.67,81.66,0,0,0,43.78,6.3,2.89,272.37,1.93,35.12,96.33,9.54,3.63,30.79,11.16,48.16,100.36,67.99,17.93,100.37,0,9.63,0,0,32,5.52,3.74,6.27,0,9.63,0,28.9,0,72.25,0,2.89,9.63,2.89,14.59,19.27,72.25

23,05:30-05:45,0,0,0,0,0,0,6,32,0,0,0,81.67,32,96,0,21,81.66,0,0,0,43.78,6.3,2.89,272.37,1.93,35.12,96.33,9.54,3.63,30.79,11.16,48.16,100.36,67.99,17.93,100.37,0,9.63,0,0,32,5.52,3.74,7.74,0,9.63,0,28.9,0,72.25,0,2.89,9.63,2.89,14.59,19.27,72.25

24,05:45-06:00,0,0,0,0,0,0,6,31.5,0,0,0.21,81.67,31.5,94.5,0,20,81.66,0,0,0,43.78,6.3,2.89,272.37,1.93,35.12,96.33,9.54,3.63,29.78,11.16,48.16,100.36,67.99,17.93,100.37,0,9.63,0,0,32,5.52,3.74,7.74,0,9.63,0,28.9,0,72.25,0,2.89,9.63,2.89,14.59,19.27,72.25

25,06:00-06:15,0,0,0,0.03,0,0.16,6,29.33,0,0,1.82,81.67,29.33,88.01,1,27,81.66,0,0,1,43.78,6.15,2.89,272.37,1.93,35.12,96.33,9.54,3.63,29.27,10.97,48.16,100.36,67.99,17.93,100.37,0,9.63,0,0,32,5.52,3.64,7.74,0,9.63,0,28.9,0,72.25,0,2.89,9.63,2.89,14.59,19.27,72.25

26,06:15-06:30,1,0,0,0.65,0,3.24,6,28,0.28,6.6,4.94,81.67,28,84,5,26.67,81.66,5.8,2,2,43.78,6.15,2.89,272.37,1.93,35.12,96.33,9.54,3.63,28.26,10.97,48.16,100.36,67.99,17.93,100.37,0,9.63,0,0,32,5.52,3.64,7.74,0,9.63,0,28.9,0,72.25,0,2.89,9.63,2.89,14.59,19.27,72.25

27,06:30-06:45,2,1,0,1.73,1,8.62,6,33.33,3.64,15.8,9.79,81.67,33.33,100.01,7,27,81.66,10.34,5,3,43.78,6.15,2.89,272.37,1.93,35.12,96.33,9.54,4.05,27.75,10.97,48.16,100.36,67.99,32,100.37,0,9.63,0,0,32,5.52,3.64,7.74,0,9.63,0,28.9,0,72.25,0,2.89,9.63,2.89,14.59,19.27,72.25

28,06:45-07:00,3,4,1,3.12,3,15.6,6,33.33,6.62,25.8,16.36,81.67,33.33,100.01,9,26.33,81.66,20.5,8,4,43.78,6.15,2.89,272.37,1.93,35.12,96.33,9.54,4.05,27.75,10.97,48.16,100.36,67.99,32,100.37,0,9.63,1.07,1.07,32,5.52,3.64,7.74,1.07,9.63,0,28.9,0,72.25,0,2.89,9.63,2.89,14.59,19.27,72.25

29,07:00-07:15,7,14,6,4.95,5,24.76,6,33.33,10.28,33,24.4,81.67,33.33,100.01,13,29.33,81.66,33,13,7,43.78,6.15,2.89,272.37,1.93,35.12,96.33,9.54,4.05,27.75,10.79,48.16,100.36,55.78,32,100.37,0,9.63,1.95,1.95,32,5.52,3.64,7.74,1.95,9.63,0,28.9,0,72.25,0,2.89,9.63,2.89,14.59,19.27,72.25

30,07:15-07:30,12,28,12,7.45,7,37.23,6,33.33,14.93,33,33.28,81.67,33.33,100.01,19,29,81.66,33,16,9,43.78,6.15,2.89,231.19,1.93,35.12,96.33,9.54,4.05,27.75,10.79,48.16,100.36,45.28,32,82.21,0,9.63,3.04,3.04,32,5.52,3.64,7.74,3.04,9.63,0,28.9,0,72.25,0,2.89,9.63,2.89,14.59,19.27,72.25

31,07:30-07:45,19,49,21,10.31,12,51.55,6,33.33,21.29,33,42.76,79,33.33,100.01,30,27.67,79,33,22,15,43.78,6.15,2.89,192.66,1.93,35.12,96.33,3.28,1.18,27.75,10.79,48.16,71.46,45.28,32,80.92,0,9.63,4.21,4.21,32,5.52,3.64,2.22,4.21,9.63,0,28.9,0,72.25,0,2.89,9.63,2.89,14.59,19.27,72.25

32,07:45-08:00,27,63,27,13.61,16,68.06,6,33.33,27.59,33,52.14,75.33,33.33,100.01,37,26.67,75.34,33,30,18,43.78,6.15,2.89,149.8,1.93,35.12,96.33,3.28,1.18,28.26,10.79,48.16,52.98,45.28,32,80.92,0,9.63,5.48,5.48,32,5.52,3.64,2.22,5.48,9.63,0,28.9,0,72.25,0,2.89,9.63,2.89,14.59,19.27,72.25

33,08:00-08:15,36,84,36,17.38,22,86.9,6,30.33,34.6,33,61.47,74,30.33,91.01,43,24.67,74,33,33,22,43.78,5.84,2.89,149.8,1.93,35.12,96.33,5.74,1.18,29.27,10.69,48.16,52.98,45.28,21.93,80.92,0,9.63,6.9,6.9,32,5.52,3.54,2.22,6.9,9.63,0,28.9,0,72.25,0,2.89,9.63,2.89,14.59,19.27,72.25

34,08:15-08:30,42,98,42,21.02,27,105.07,6,27.83,42,33,70.74,73,27.83,83.51,50,23,73,33,33,25,43.78,5.84,2.89,149.8,1.93,35.12,96.33,5.65,1.18,29.78,10.69,48.16,52.98,45.28,21.93,80.92,0,9.63,8.4,8.4,32,5.52,3.54,2.22,8.4,9.63,0,28.9,0,72.25,0,2.89,9.63,2.89,14.59,19.27,72.25

35,08:30-08:45,49,112,48,24.57,30,122.82,6,25.83,49.42,33,79.53,72.33,25.83,77.51,59,21.67,72.34,33,33,29,43.78,5.84,2.89,149.8,1.93,35.12,96.33,4.71,1.18,30.28,10.69,48.16,52.98,45.28,21.93,80.92,0,9.63,9.78,9.78,32,5.52,3.54,2.22,9.78,9.63,0,28.9,0,72.25,0,2.89,9.63,2.89,14.59,19.27,72.25

36,08:45-09:00,56,126,54,27.86,33,139.31,6,24.17,56.14,33,92.9,72.33,24.17,72.49,65,22,72.34,33,33,33,43.78,5.84,2.89,149.8,1.93,35.12,96.33,4.71,1.18,30.28,10.69,48.16,52.98,45.28,21.93,80.92,0,9.63,11.05,11.05,32,5.52,3.54,2.22,11.05,9.63,0,28.9,0,72.25,0,2.89,9.63,2.89,14.59,19.27,72.25

37,09:00-09:15,62,140,60,31.28,35,156.4,6,26.67,62.57,33,101.07,70,26.67,79.99,71,24,70,33,33,35,43.78,5.76,2.89,154.13,1.93,35.12,96.33,4.71,1.18,29.78,10.51,48.16,52.98,45.28,21.93,65.5,0,9.63,12.3,12.3,32,5.52,3.54,2.22,12.3,9.63,0,28.9,0,72.25,0,2.89,9.63,2.89,14.59,19.27,72.25

38,09:15-09:30,67,151,64,34.1,37,170.48,6,26.67,68.81,33,108.37,72.67,26.67,79.99,77,24.33,72.66,33,33,38,43.78,5.76,2.89,159.91,1.93,35.12,96.33,4.71,1.18,30.28,10.51,48.16,52.98,45.28,21.93,65.5,0,9.63,13.36,13.36,32,5.52,3.54,2.22,13.36,9.63,0,28.9,0,72.25,0,2.89,9.63,2.89,14.59,19.27,72.25

39,09:30-09:45,73,161,69,36.81,40,184.04,6,26.67,74.51,33,115.16,74,26.67,79.99,81,30,74,33,33,41,43.78,6.07,2.89,165.69,1.93,35.12,96.33,4.71,1.18,30.28,10.51,48.16,52.98,45.28,21.93,65.5,0,9.63,14.4,14.4,32,5.52,3.54,2.22,14.4,9.63,0,28.9,0,72.25,0,2.89,9.63,2.89,14.59,19.27,72.25

40,09:45-10:00,80,172,73,39.59,41,197.96,6,26.67,79.7,33,121.29,76.67,26.67,79.99,87,30,76.66,33,33,43,43.78,6.07,2.89,165.69,1.93,35.12,96.33,4.71,1.18,30.28,10.51,48.16,52.98,45.28,21.93,65.5,0,9.63,15.35,15.35,32,5.52,3.54,2.22,15.35,9.63,0,28.9,0,72.25,0,2.89,9.63,2.89,14.59,19.27,72.25

41,10:00-10:15,86,182,78,41.99,43,209.95,6,28,84.59,33,126.63,77,28,84,90,30.33,77,33,33,45,43.78,6.07,2.89,184.95,1.93,35.12,96.33,4.71,1.18,30.28,9.5,48.16,52.98,45.28,21.93,65.5,0,9.63,16.24,16.24,32,5.52,3.46,2.22,16.24,9.63,0,28.9,0,72.25,0,2.89,9.63,2.89,14.59,19.27,72.25

42,10:15-10:30,89,193,82,45.09,45,225.43,6,30.5,88.66,33,130.85,80,30.5,91.5,92,31,80,33,33,46,43.78,6.07,2.89,204.22,1.93,35.12,96.33,4.71,1.18,30.28,9.5,48.16,52.98,45.28,21.93,65.5,0,9.63,17.01,17.01,32,5.52,3.46,2.22,17.01,9.63,0,28.9,0,72.25,0,2.89,9.63,2.89,14.59,19.27,72.25

43,10:30-10:45,89,203,87,46.21,46,231.07,6,32.5,95.98,33,134.38,82,32.5,97.5,96,32,82,33,33,48,43.78,6.07,2.89,223.49,1.93,35.12,96.33,4.71,1.18,30.28,9.5,48.16,52.98,45.28,21.93,65.5,0,9.63,17.66,17.66,32,5.52,3.46,2.22,17.66,9.63,0,28.9,0,72.25,0,2.89,9.63,2.89,14.59,19.27,72.25

44,10:45-11:00,91,207,88,48.02,47,240.11,6,34.17,99.31,33,136.96,81.33,34.17,102.49,98,33,81.34,33,33,49,43.78,6.07,2.89,226.38,1.93,35.12,96.33,4.71,1.18,30.28,9.5,48.16,52.98,45.28,21.93,83.65,0,9.63,18.15,18.15,32,5.52,3.46,2.22,18.15,9.63,0,28.9,0,72.25,0,2.89,9.63,2.89,14.59,19.27,72.25

45,11:00-11:15,86,210,90,48.33,45,241.67,6,35.83,100,33,139.02,81.33,35.83,107.51,100,34,81.34,33,33,50,43.78,5.99,2.89,226.38,1.93,35.12,96.33,4.71,3.97,30.28,9.32,48.16,52.98,57.48,21.93,83.65,0,9.63,18.14,18.14,32,5.52,3.46,4.29,18.14,9.63,0,28.9,0,72.25,0,2.89,9.63,2.89,14.59,19.27,72.25

46,11:15-11:30,86,210,90,48.33,45,241.67,6,37.5,100,33,140.62,80.33,37.5,112.5,100,34.67,80.34,33,33,50,43.78,5.99,2.89,226.38,1.93,35.12,96.33,4.71,3.97,30.28,9.32,48.16,52.98,57.48,21.93,83.65,0,9.63,18.14,18.14,32,5.52,3.46,4.29,18.14,9.63,0,28.9,0,72.25,0,2.89,9.63,2.89,14.59,19.27,72.25

47,11:30-11:45,85,207,88,48.33,43,241.67,6,37.5,100,33,141.81,80.33,37.5,112.5,100,31.67,80.34,33,33,50,43.78,5.53,2.89,226.38,1.93,35.12,96.33,4.71,3.97,30.28,9.32,48.16,52.98,57.48,21.93,83.65,0,9.63,18.14,18.14,32,4.97,3.46,4.04,18.14,9.63,0,28.9,0,72.25,0,2.89,9.63,2.89,14.59,19.27,72.25

48,11:45-12:00,85,207,88,48.33,43,241.67,6,37.5,100,33,142.9,81,37.5,112.5,100,32,81,33,33,50,43.78,5.53,2.89,226.38,1.93,35.12,96.33,4.71,3.97,30.28,9.32,48.16,52.98,57.48,21.93,83.65,0,9.63,18.14,18.14,32,4.97,3.46,4.04,18.14,9.63,0,28.9,0,72.25,0,2.89,9.63,2.89,14.59,19.27,72.25

49,12:00-12:15,83,207,88,48.33,43,241.67,6,37.5,100,33,143.64,80.67,37.5,112.5,100,32.33,80.66,33,33,50,43.78,5.53,2.89,226.38,1.93,35.12,96.33,4.71,3.97,29.78,9.22,48.16,52.98,57.48,21.93,83.65,0,9.63,18.14,18.14,32,5.05,3.54,4.04,18.14,9.63,0,28.9,0,72.25,0,2.89,9.63,2.89,14.59,19.27,72.25

50,12:15-12:30,84,207,88,48.33,43,241.67,6,37.5,100,33,143.63,80,37.5,112.5,100,33,80,33,33,50,43.78,5.53,2.89,226.38,1.93,35.12,96.33,4.71,3.97,29.78,9.22,48.16,52.98,57.48,21.93,83.65,0,9.63,18.14,18.14,32,5.05,3.54,4.04,18.14,9.63,0,28.9,0,72.25,0,2.89,9.63,2.89,14.59,19.27,72.25

51,12:30-12:45,91,196,84,48.33,45,241.67,6,33.33,100,33,143.1,81.33,33.33,100.01,98,33.67,81.34,33,33,49,43.78,5.53,2.89,226.38,1.93,35.12,96.33,4.71,3.97,29.78,9.22,48.16,52.98,57.48,21.93,83.65,0,9.63,16.7,16.7,32,5.05,3.83,4.04,16.7,9.63,0,28.9,0,72.25,0,2.89,9.63,2.89,14.59,19.27,72.25

52,12:45-13:00,91,196,84,48.33,45,241.67,6,33.33,100,33,142.25,80.33,33.33,100.01,97,34.33,80.34,33,33,49,43.78,5.53,2.89,226.38,1.93,35.12,96.33,4.71,3.97,29.78,9.22,48.16,52.98,57.48,21.93,83.65,0,9.63,16.7,16.7,32,5.05,3.83,4.04,16.7,9.63,0,28.9,0,72.25,0,2.89,9.63,2.89,14.59,19.27,72.25

53,13:00-13:15,95,210,90,48.33,45,241.67,8.4,33.33,100,33,140.72,81.67,33.33,100.01,100,28.33,81.66,33,33,50,43.78,5.76,2.89,226.38,1.93,35.12,96.33,4.71,3.97,29.78,9.04,48.16,52.98,57.48,21.93,83.65,0,9.63,16.7,16.7,32,5.05,3.97,4.04,16.7,9.63,0,28.9,0,72.25,0,2.89,9.63,2.89,14.59,19.27,72.25

54,13:15-13:30,95,210,90,48.33,45,241.67,8.6,33.33,100,33,138.38,81.67,33.33,100.01,100,28.33,81.66,33,33,50,43.78,5.76,2.89,226.38,1.93,35.12,96.33,4.71,3.97,29.78,9.04,48.16,52.98,57.48,21.93,83.65,0,9.63,16.7,16.7,32,5.05,3.97,4.04,16.7,9.63,0,28.9,0,72.25,0,2.89,9.63,2.89,14.59,19.27,72.25

55,13:30-13:45,94,210,90,46.88,45,234.42,8.8,33.33,100,33,138.34,81.67,33.33,100.01,97,28.33,81.66,33,33,48,43.78,5.76,2.89,226.38,1.93,35.12,96.33,4.71,3.97,29.27,9.04,48.16,52.98,57.48,21.93,83.65,0,9.63,16.7,16.7,32,5.05,3.97,4.04,16.7,9.63,0,28.9,0,72.25,0,2.89,9.63,2.89,14.59,19.27,72.25

56,13:45-14:00,93,210,90,46.88,45,234.42,9.6,33.33,100,33,134.77,81.67,33.33,100.01,93,28.33,81.66,33,33,47,43.78,5.76,2.89,226.38,1.93,35.12,96.33,4.71,3.97,29.27,9.04,48.16,52.98,57.48,21.93,83.65,0,9.63,16.7,16.7,32,5.05,3.97,4.04,16.7,9.63,0,28.9,0,72.25,0,2.89,9.63,2.89,14.59,19.27,72.25

57,14:00-14:15,91,203,87,46.88,44,234.42,10,33.33,97,33,130.47,81.67,33.33,100.01,93,28.33,81.66,33,33,47,43.78,6.15,2.89,226.38,1.93,35.12,96.33,4.71,3.97,28.25,8.85,48.16,52.98,57.48,21.93,83.65,0,9.63,16.7,16.7,32,5.28,4.11,4.04,16.7,9.63,0,28.9,0,72.25,0,2.89,9.63,2.89,14.59,19.27,72.25

58,14:15-14:30,91,196,84,46.88,43,234.42,10.4,33.33,95.38,33,125.7,81.67,33.33,100.01,93,28.33,81.66,33,33,47,43.78,6.15,2.89,226.38,1.93,35.12,96.33,4.71,3.97,28.25,8.85,48.16,52.98,57.48,21.93,83.65,0,9.63,16.6,16.6,32,5.28,4.11,4.04,16.6,9.63,0,28.9,0,72.25,0,2.89,9.63,2.89,14.59,19.27,72.25

