Block,Time Block,KGSU3AND4,KHSTPP-II,KKNP,KISHANGANGA,KHSTPP-I,KGSU1AND2,KOTESHWR,KKNPPU2,KOLDAM,KUDGI,JHAJJAR,FSTPP I & II,DULHASTI,DHAULIGNGA,ANTA_RF,ANTA_GF,VALLURNTECL,ANTA_LF,ANTA_CRF,AURY_LF,DADRI_GF,AURY_GF,DADRI_CRF,DADRI_RF,AURY_CRF,AURY_RF,DADRI_LF,DADRT2,CHAMERA1,CHAMERA2,CHAMERA3,UNCHAHAR1,TANDA2,UNCHAHAR4,URI2,TALST2,UNCHAHAR3,TANAKPUR,TelanganaSTPP,SINGRAULI_HYDRO,SIMHST2,TALA,UNCHAHAR2,URI,TEHRI,SINGRAULI,BSIUL,BRBCL,RIHAND1,SIMHST1,RSTPSU7,RSTPSU1TO6,RAPPC,RIHAND3,SALAL,RAPPB,SASAN,RIHAND2,SEWA2,PARBATI3,NLCEXP,NLCIIST1,NJPC,NLCIIST2,MAPS,NLCTS2EXP,RAMPUR,NNTPP,NAPP,NTPL,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
62,15:15-15:30,0,80.39,0,0,32.36,0,8.52,0,0,0,231.73,17.21,13.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281.4,0,1.8,0,14.88,0,0,4.39,0,19.25,3.31,0,0,0,0,15.25,2.12,0,134.15,0,19.21,74.91,0,0,0,51.19,119.4,2.24,0,335.16,114.06,0,0,0,0,0,0,0,0,0,0,41.23,0,0,0,0,0,0

63,15:30-15:45,0,80.39,0,0,32.36,0,8.52,0,0,0,282.64,17.21,13.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.79,0,1.8,0,14.88,0,0,4.39,0,19.25,2.46,0,0,0,0,15.25,6.37,0,134.15,0,19.21,74.91,0,0,0,51.19,119.4,7.81,0,345.96,114.06,0,0,0,0,0,0,0,0,0,0,41.23,0,0,0,0,0,0

64,15:45-16:00,0,80.39,0,0,32.36,0,8.52,0,0,0,340.26,19.98,13.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347.8,0,1.8,0,14.88,0,0,4.39,0,19.25,2.46,0,0,0,0,15.25,6.37,14.94,134.15,0,19.21,74.91,0,0,0,51.19,119.4,7.81,0,359.94,114.06,0,0,0,0,0,0,0,0,0,0,41.23,0,0,0,0,0,0

65,16:00-16:15,0,80.39,0,0,32.36,0,8.52,0,0,0,401.34,19.98,13.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414.28,0,1.8,0,19.75,0,0,4.39,0,25.34,2.46,0,0,0,0,20.35,6.37,14.94,134.15,0,19.21,74.91,0,0,0,51.19,119.4,7.81,0,370.21,114.06,0,0,0,0,0,0,0,0,0,0,41.23,0,0,0,0,0,0

66,16:15-16:30,0,80.39,0,0,32.36,0,8.52,0,0,0,417.64,19.98,13.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484.39,0,1.8,0,19.75,0,0,4.39,0,25.34,2.46,0,0,0,0,20.35,6.37,29.9,134.15,0,19.21,74.91,0,0,0,51.19,119.4,7.81,0,377.78,114.06,0,0,0,0,0,0,0,0,0,0,41.23,0,0,0,0,0,0

67,16:30-16:45,0,80.39,0,0,32.36,0,8.52,0,0,0,417.64,19.98,13.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537.21,0,1.8,0,19.75,0,0,4.39,0,25.34,2.46,0,0,0,0,20.35,4.24,44.71,128.21,0,19.21,74.91,0,0,0,51.19,119.4,13.4,0,385.35,114.06,0,0,0,0,18.19,0,0,0,0,0,41.23,0,0,0,0,0,0

68,16:45-17:00,0,80.39,0,0,32.36,0,8.52,0,0,0,417.64,19.98,13.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630.95,0,1.8,0,19.75,0,0,4.39,0,25.34,2.46,0,0,0,0,20.35,4.24,44.71,128.21,0,19.21,74.91,0,0,0,51.19,119.4,53.56,0,392.91,114.06,0,0,0,0,45.47,0,0,0,0,0,41.23,0,0,0,0,0,0

69,17:00-17:15,0,80.39,0,0,32.36,0,8.52,0,0,0,418.93,19.98,13.56,8.77,0,0,0,0,0,0,0,0,0,0,0,0,0,656.09,0,1.8,0,19.75,0,0,4.39,0,25.34,3.31,0,0,0,0,20.35,2.12,59.78,128.21,0,19.21,74.91,0,0,0,51.19,119.4,53.56,0,397.35,114.06,0,0,0,0,64.85,0,0,0,0,0,41.23,0,0,0,0,0,0

70,17:15-17:30,0,80.39,0,0,32.36,0,8.52,0,0,0,418.93,19.98,13.56,17.55,0,0,0,0,20.4,0,0,0,0,0,0,0,0,656.09,11.53,1.8,9.3,19.75,0,0,4.39,0,25.34,3.31,0,0,0,0,20.35,2.12,59.78,128.21,1.06,19.21,74.91,0,0,0,51.19,119.4,53.56,0,397.61,114.06,0,0,0,0,100.04,0,0,0,0,0,41.23,0,0,0,0,0,0

71,17:30-17:45,0,80.39,0,0,32.36,0,8.52,0,0,0,418.93,19.98,31.65,26.31,0,0,0,0,26.93,0,0,0,0,0,0,0,0,656.09,25.8,3.84,18.59,19.75,0,0,4.39,0,25.34,9.84,0,0,0,0,20.35,6.37,59.78,128.21,2.11,19.21,74.91,0,0,0,51.19,119.4,53.56,0,397.61,114.06,5.06,0,0,0,118.23,0,0,0,0,0,41.23,0,0,0,0,0,0

72,17:45-18:00,0,80.39,0,0,32.36,0,9.47,0,0,0,418.93,19.98,47.47,35.1,0,0,0,0,26.93,0,0,0,0,0,0,0,0,656.09,39.79,25.3,27.91,19.75,0,0,4.39,0,25.34,9.84,0,0,0,0,20.35,6.37,59.78,128.21,12.52,19.21,74.91,0,0,0,51.19,119.4,13.4,0,397.61,114.06,10.12,0,0,0,134.78,0,0,0,0,0,41.23,0,0,0,0,0,0

73,18:00-18:15,0,80.39,0,0,32.36,0,9.47,0,0,0,418.93,19.98,47.47,35.1,0,0,0,0,27.23,0,0,0,0,0,0,0,0,656.09,40.48,25.3,27.91,19.75,0,0,4.39,0,25.34,9.84,0,0,0,0,20.35,6.37,59.78,128.21,12.52,19.21,74.91,0,0,0,51.19,119.4,1.34,0,397.61,114.06,10.12,0,0,0,134.78,0,0,0,0,0,41.23,0,0,0,0,0,0

74,18:15-18:30,0,80.39,0,0,32.36,0,9.47,0,0,0,418.93,19.98,47.47,35.1,0,0,0,0,27.23,0,0,0,0,0,0,0,0,656.09,40.48,25.3,27.91,19.75,0,0,4.39,0,25.34,2.58,0,0,0,0,20.35,8.48,59.78,128.21,12.52,19.21,74.91,0,0,0,51.19,119.4,1.34,0,397.61,114.06,10.12,0,0,0,134.78,0,0,0,0,0,41.23,0,0,0,0,0,0

75,18:30-18:45,0,80.39,0,0,32.36,0,9.47,0,0,0,418.93,19.98,47.47,35.1,0,0,0,0,27.23,0,0,0,0,0,0,0,0,656.09,40.48,25.3,27.91,19.75,0,0,4.39,0,25.34,2.58,0,0,0,0,20.35,34.99,59.78,128.21,12.52,19.21,74.91,0,0,0,51.19,119.4,1.34,0,397.61,114.06,10.12,0,0,0,134.78,0,0,0,0,0,41.23,0,0,0,0,0,0

76,18:45-19:00,0,80.39,0,0,32.36,0,9.47,0,0,0,418.93,19.98,47.47,35.1,0,0,0,0,16.43,0,0,0,0,0,0,0,0,656.09,40.48,25.3,27.91,19.75,0,0,4.39,0,25.34,2.58,0,0,0,0,20.35,34.99,59.78,128.21,12.52,19.21,74.91,0,0,0,51.19,119.4,1.34,0,397.61,114.06,10.12,2.45,0,0,134.78,0,0,0,0,0,41.23,0,0,0,0,0,0

77,19:00-19:15,0,80.39,0,0,32.36,0,9.47,0,0,0,417.64,19.98,47.47,35.1,0,0,0,0,0,0,0,0,0,0,0,0,0,603.45,40.48,25.3,27.91,19.75,0,0,4.39,0,25.34,2.58,0,0,0,0,20.35,2.65,59.78,128.21,12.52,19.21,74.91,0,0,0,51.19,119.4,1.34,0,397.61,114.06,10.12,6.11,0,0,134.78,0,0,0,0,0,41.23,0,0,0,0,0,0

78,19:15-19:30,0,80.39,0,0,32.36,0,9.47,0,0,0,417.64,19.98,47.47,35.1,0,0,0,0,0,0,0,0,0,0,0,0,0,570.46,25.8,25.3,27.91,19.75,0,0,4.39,0,25.34,2.58,0,0,0,0,20.35,1.59,59.78,128.21,12.52,19.21,74.91,0,0,0,51.19,119.4,1.34,0,397.61,114.06,10.12,31.79,0,0,134.78,0,0,0,0,0,41.23,0,0,0,0,0,0

79,19:30-19:45,0,80.39,0,0,32.36,0,8.52,0,0,0,417.64,19.98,31.65,26.31,0,0,0,0,0,0,0,0,0,0,0,0,0,570.46,11.53,3.84,9.3,19.75,0,0,4.39,0,25.34,2.58,0,0,0,0,20.35,1.59,44.59,133.27,6.26,19.21,74.91,0,0,0,51.19,119.4,1.34,0,397.61,114.06,5.06,31.79,0,0,112.32,0,0,0,0,0,41.23,0,0,0,0,0,0

80,19:45-20:00,0,80.39,0,0,32.36,0,8.52,0,0,0,417.64,19.98,13.56,17.55,0,0,0,0,0,0,0,0,0,0,0,0,0,536.84,0,1.8,0,19.75,0,0,4.39,0,25.34,2.58,0,0,0,0,20.35,1.59,44.59,134.15,6.26,19.21,74.91,0,0,0,51.19,119.4,1.34,0,397.61,114.06,0,31.79,0,0,89.86,0,0,0,0,0,41.23,0,0,0,0,0,0

81,20:00-20:15,0,80.39,0,0,32.36,0,8.52,0,0,0,417.64,19.98,13.56,8.77,0,0,0,0,0,0,0,0,0,0,0,0,0,517.64,0,1.8,0,19.75,0,0,4.39,0,25.34,9.84,0,0,0,0,20.35,1.59,29.65,134.15,0,19.21,74.91,0,0,0,51.19,119.4,1.34,0,397.61,114.06,0,31.79,0,0,67.12,0,0,0,0,0,41.23,0,0,0,0,0,0

82,20:15-20:30,0,80.39,0,0,32.36,0,8.52,0,0,0,417.64,19.98,13.56,8.77,0,0,0,0,0,0,0,0,0,0,0,0,0,517.64,0,1.8,0,19.75,0,0,4.39,0,25.34,3.07,0,0,0,0,20.35,1.59,29.65,134.15,0,19.21,74.91,0,0,0,51.19,119.4,1.34,0,397.61,114.06,0,31.79,0,0,44.93,0,0,0,0,0,41.23,0,0,0,0,0,0

83,20:30-20:45,0,80.39,0,0,32.36,0,8.52,0,0,0,358.35,17.21,13.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513.58,0,1.8,0,17.01,0,0,4.39,0,22.43,3.07,0,0,0,0,17.87,1.59,14.83,132.98,0,19.21,74.91,0,0,0,51.19,119.4,1.34,0,397.61,114.06,0,31.79,0,0,20.92,0,0,0,0,0,41.23,0,0,0,0,0,0

84,20:45-21:00,0,80.39,0,0,32.36,0,8.52,0,0,0,295.93,17.21,13.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513.58,0,1.8,0,17.01,0,0,4.39,0,21.84,3.07,0,0,0,0,17.54,3.18,14.83,132.98,0,19.21,74.91,0,0,0,51.19,119.4,1.34,0,397.61,114.06,0,4.89,0,0,0,0,0,0,0,0,41.23,0,0,0,0,0,0

85,21:00-21:15,0,80.39,0,0,32.36,0,8.52,0,0,0,230.77,17.21,13.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513.58,0,1.8,0,15.3,0,0,4.39,0,19.25,3.07,0,0,0,0,15.25,34.99,0,132.98,0,19.21,74.91,0,0,0,51.19,119.4,1.34,0,397.61,114.06,0,2.45,0,0,0,0,0,0,0,0,41.23,0,0,0,0,0,0

86,21:15-21:30,0,80.39,0,0,32.36,0,8.52,0,0,0,230.77,17.21,13.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513.58,0,1.8,0,14.88,0,0,4.39,0,19.25,3.07,0,0,0,0,15.25,34.99,0,132.98,0,19.21,74.91,0,0,0,51.19,119.4,1.34,0,397.61,114.06,0,0,0,0,0,0,0,0,0,0,41.23,0,0,0,0,0,0

87,21:30-21:45,0,80.39,0,0,32.36,0,8.52,0,0,0,230.77,17.21,13.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513.58,0,1.8,0,14.88,0,0,4.39,0,19.25,3.07,0,0,0,0,15.25,2.97,0,132.98,0,19.21,74.91,0,0,0,51.19,119.4,1.34,0,397.61,114.06,0,0,0,0,0,0,0,0,0,0,41.23,0,0,0,0,0,0

88,21:45-22:00,0,80.39,0,0,32.36,0,8.52,0,0,0,230.77,17.21,13.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513.58,0,1.8,0,14.88,0,0,4.39,0,19.25,3.07,0,0,0,0,15.25,2.12,0,132.98,0,19.21,74.91,0,0,0,51.19,119.4,1.34,0,397.61,114.06,0,0,0,0,0,0,0,0,0,0,41.23,0,0,0,0,0,0

89,22:00-22:15,0,80.39,0,0,32.36,0,8.52,0,0,0,230.77,15.59,13.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513.58,0,1.8,0,14.88,0,0,4.39,0,19.25,3.07,0,0,0,0,15.25,2.12,0,132.98,0,19.21,74.91,0,0,0,51.19,119.4,1.34,0,397.61,114.06,0,0,0,0,0,0,0,0,0,0,41.23,0,0,0,0,0,0

90,22:15-22:30,0,80.39,0,0,32.36,0,8.52,0,0,0,230.77,15.02,13.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513.58,0,1.8,0,14.88,0,0,4.39,0,19.25,3.07,0,0,0,0,15.25,2.12,0,132.98,0,19.21,74.91,0,0,0,51.19,119.4,1.34,0,397.61,114.06,0,0,0,0,0,0,0,0,0,0,41.23,0,0,0,0,0,0

91,22:30-22:45,0,80.39,0,0,32.36,0,8.52,0,0,0,230.77,15.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513.58,0,1.8,0,14.88,0,0,4.39,0,19.25,3.07,0,0,0,0,15.25,2.12,0,132.98,0,19.21,74.91,0,0,0,51.19,119.4,1.34,0,397.61,114.06,0,0,0,0,0,0,0,0,0,0,41.23,0,0,0,0,0,0

92,22:45-23:00,0,80.39,0,0,32.36,0,8.52,0,0,0,230.77,15.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513.58,0,1.8,0,14.88,0,0,4.39,0,19.25,3.07,0,0,0,0,15.25,2.12,0,132.98,0,19.21,74.91,0,0,0,51.19,119.4,1.34,0,397.61,114.06,0,0,0,0,0,0,0,0,0,0,41.23,0,0,0,0,0,0

93,23:00-23:15,0,80.39,0,0,32.36,0,8.52,0,0,0,230.77,15.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513.58,0,1.8,0,14.88,0,0,4.39,0,19.25,3.07,0,0,0,0,15.25,7.64,0,134.15,0,19.21,74.91,0,0,0,51.19,119.4,1.34,0,397.61,114.06,0,0,0,0,0,0,0,0,0,0,41.23,0,0,0,0,0,0

94,23:15-23:30,0,80.39,0,0,32.36,0,8.52,0,0,0,230.77,15.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473.31,0,1.8,0,14.88,0,0,4.39,0,19.25,3.07,0,0,0,0,15.25,7.64,0,134.15,0,19.21,74.91,0,0,0,51.19,119.4,1.34,0,397.61,114.06,0,0,0,0,0,0,0,0,0,0,41.23,0,0,0,0,0,0

95,23:30-23:45,0,80.39,0,0,32.36,0,8.52,0,0,0,230.77,15.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423.4,0,1.8,0,14.88,0,0,4.39,0,19.25,3.07,0,0,0,0,15.25,7.64,0,134.15,0,19.21,74.91,0,0,0,51.19,119.4,1.34,0,397.61,114.06,0,0,0,0,0,0,0,0,0,0,41.23,0,0,0,0,0,0

96,23:45-24:00,0,80.39,0,0,32.36,0,8.52,0,0,0,230.77,15.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363.51,0,1.8,0,14.88,0,0,4.39,0,19.25,3.07,0,0,0,0,15.25,7.64,0,134.15,0,17.24,74.91,0,0,0,51.19,119.4,1.34,0,397.61,114.06,0,0,0,0,0,0,0,0,0,0,41.23,0,0,0,0,0,0

