Block,Time Block,DADRT2,DHAULIGNGA,VALLURNTECL,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,SASAN,SIMHST1,SIMHST2,SEWA2,UNCHAHAR3,TALST2,TANAKPUR,TelanganaSTPP,URI,UNCHAHAR2,TALA,TEHRI,SINGRAULI_HYDRO,UNCHAHAR1,UNCHAHAR4,TANDA2,URI2,SINGRAULI,JHAJJAR,KGSU1AND2,MAPS,RIHAND3,RAMPUR,RIHAND2,RAPPC,RIHAND1,PARBATI3,RSTPSU1TO6,RSTPSU7,SALAL,RAPPB,FSTPP I & II,DULHASTI,NJPC,NLCIIST1,NLCIIST2,NAPP,NLCTS2EXP,NNTPP,NTPL,NLCEXP,CHAMERA3,BSIUL,CHAMERA2,BRBCL,CHAMERA1,KKNP,KKNPPU2,KISHANGANGA,KOTESHWR,KHSTPP-II,KUDGI,KOLDAM,KGSU3AND4,KHSTPP-I,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
63,15:30-15:45,361.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329.81,0,0,0,14.08,0,1.97,0,0.63,22.47,0,24.83,0.62,11.53,0,0,4.27,122.35,227.8,0,0,59.75,0,91.89,25,55.56,0,0,0,2.24,0,16.84,0,0,0,0,41.68,0,0,0,0,0,0,0,14.42,0,0,0,0,17.06,63.24,0,0,0,29.07,0,0,0,0,0

64,15:45-16:00,361.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329.81,0,0,0,14.08,0,1.97,0,0.63,22.47,0,24.83,0.62,11.53,0,0,4.27,122.35,227.8,0,0,59.75,0,91.89,25,55.56,0,0,0,2.24,0,16.84,0,0,0,0,41.68,0,0,0,0,0,0,0,14.42,0,0,0,0,17.06,63.24,0,0,0,29.07,0,0,0,0,0

65,16:00-16:15,361.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329.81,0,0,0,14.08,0,1.97,0,0.63,22.47,0,37.42,0.62,11.53,0,0,4.27,122.35,227.8,0,0,59.75,0,108.02,25,55.56,0,0,0,2.24,0,19.99,0,0,0,0,41.68,0,0,0,0,0,0,0,14.42,0,0,0,0,17.06,63.24,0,0,0,29.07,0,0,0,0,0

66,16:15-16:30,361.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329.81,0,0,0,14.08,0,1.97,0,0.63,22.47,0,37.42,0.62,11.53,0,0,4.27,122.35,227.8,0,0,59.75,0,114.15,25,55.56,0,0,0,2.24,0,19.99,0,0,0,0,41.68,0,0,0,0,0,0,0,14.42,0,0,0,0,17.06,76.37,0,0,0,35.11,0,0,0,0,0

67,16:30-16:45,361.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329.81,0,0,0,14.08,0,1.97,0,0.63,22.47,0,37.42,0.62,11.53,0,0,4.27,122.35,227.8,0,0,59.75,0,114.15,25,55.56,0,0,0,2.24,0,19.99,0,18.21,0,0,41.68,0,0,0,0,0,0,0,14.42,0,0,0,0,17.06,76.37,0,0,0,35.11,0,0,0,0,0

68,16:45-17:00,361.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329.81,0,0,0,14.08,0,1.97,0,0.63,22.47,0,37.42,0.62,11.53,0,0,4.27,122.35,227.8,0,0,59.75,0,114.15,25,55.56,0,0,0,2.24,0,19.99,0,40.05,0,0,41.68,0,0,0,0,0,0,0,14.42,0,0,0,0,17.06,76.37,0,0,0,35.11,0,0,0,0,0

69,17:00-17:15,361.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329.81,0,0,5.07,14.08,0,0,0,0.63,22.47,0,37.42,0.62,11.53,0,0,4.27,134,227.8,0,0,59.75,0,114.15,25,69.68,0,0,0,2.24,0,19.99,15.84,60.08,0,0,41.68,0,0,0,0,0,0,0,14.42,0,0,0,0,17.06,95.03,0,0,0,43.76,0,0,0,0,0

70,17:15-17:30,361.56,7.61,0,0,0,0,0,0,0,0,0,0,0,0,0,329.81,0,0,10.12,19.26,0,0,0,0.63,30.54,0,49.66,0.62,14.56,0,0,4.27,134.27,230.95,0,0,59.75,0,114.15,25,88.43,0,0,0,2.24,0,17.23,31.68,80.1,0,0,41.68,0,0,0,0,9.3,2.11,2.56,14.42,12.69,0,0,0,25.59,95.03,0,0,0,43.76,0,0,0,0,0

71,17:30-17:45,400,17.56,0,0,0,0,0,0,0,0,0,0,0,0,0,329.81,0,0,10.12,25.38,0,0,0,3.18,40.75,0,49.29,0.62,19.2,0,0,4.27,134.27,269.35,0,0,59.75,0,114.15,25,88.43,0,0,0,2.24,0,19.99,31.68,112.41,0,0,41.68,0,0,0,0,18.63,12.53,37.98,14.42,23.16,0,0,0,37.53,95.03,0,0,0,43.76,0,0,0,0,0

72,17:45-18:00,451.91,17.56,0,0,0,0,0,0,0,0,0,0,0,0,0,329.81,0,0,10.12,25.38,0,0,0,3.18,40.75,0,49.29,0.62,19.2,0,0,4.27,134.27,339.06,0,0,59.75,0,114.15,25,88.43,0,0,0,2.24,0,19.99,31.68,112.41,0,0,41.68,0,0,0,0,18.63,18.8,37.98,14.42,40.51,0,0,0,37.53,95.03,0,0,0,43.76,0,0,0,0,0

73,18:00-18:15,546.58,26.35,0,0,0,0,0,0,0,0,0,0,0,0,0,329.81,0,0,10.12,25.38,0,0,0,3.18,40.75,0,49.29,0.62,19.2,0,0,4.27,134.27,407.38,0,0,59.75,0,114.15,25,88.43,0,0,0,2.24,0,19.99,31.68,112.41,0,0,41.68,0,0,0,0,18.63,18.8,37.98,14.42,40.51,0,0,0,37.53,95.03,0,0,0,43.76,0,0,0,0,0

74,18:15-18:30,599.24,26.35,0,0,0,0,0,0,0,0,0,0,0,0,0,329.81,0,0,10.12,25.38,0,0,0,3.18,40.75,0,49.29,0.62,19.2,0,0,4.27,134.27,414.93,0,0,59.75,0,114.15,25,88.43,0,0,0,2.24,0,19.99,31.68,112.41,0,0,41.68,0,0,0,0,18.63,12.53,37.98,14.42,40.51,0,0,0,37.53,95.03,0,0,0,43.76,0,0,0,0,0

75,18:30-18:45,656.3,26.35,0,0,0,0,0,0,0,0,0,0,0,0,0,329.81,0,0,10.12,25.38,0,0,0,3.18,40.75,0,49.29,0.62,19.2,0,0,4.27,134.27,414.93,0,0,59.75,0,114.15,25,88.43,0,0,0,2.24,0,19.99,31.68,71,0,0,41.68,0,0,0,0,18.63,12.53,37.98,14.42,28.63,0,0,0,37.53,95.03,0,0,0,43.76,0,0,0,0,0

76,18:45-19:00,656.3,26.35,0,0,0,0,0,0,0,0,0,0,0,0,0,329.81,0,0,10.12,25.38,0,0,0,8.49,40.75,0,49.29,0.62,19.2,0,0,4.27,134.27,414.93,0,0,59.75,0,114.15,25,88.43,0,0,0,2.24,0,19.99,31.68,58.81,0,0,41.68,0,0,0,0,18.63,12.53,37.98,14.42,23.16,0,0,0,37.53,95.03,0,0,0,43.76,0,0,0,0,0

77,19:00-19:15,656.3,17.56,0,0,0,0,0,0,0,0,0,0,0,0,0,329.81,0,0,5.07,25.38,0,0,0,2.12,40.75,0,37.42,0.62,19.2,0,0,4.27,134.27,414.93,0,0,59.75,0,114.15,25,88.43,3.67,0,0,2.24,0,19.99,31.68,58.26,0,0,41.68,0,0,0,0,9.3,1.06,12.66,14.42,12.69,0,0,0,17.06,95.03,0,0,0,43.76,0,0,0,0,0

78,19:15-19:30,656.3,8.79,0,0,0,0,0,0,0,0,0,0,0,0,0,329.81,0,0,5.07,25.38,0,0,0,2.12,40.75,0,37.42,0.62,19.2,0,0,4.27,134.27,414.93,0,0,59.75,0,114.15,25,88.43,15.9,0,0,8.93,0,19.99,15.84,58.26,0,0,41.68,0,0,0,0,0,0,3.84,14.42,0,0,0,0,8.53,95.03,0,0,0,43.76,0,0,0,0,0

79,19:30-19:45,656.3,7.75,0,0,0,0,0,0,0,0,0,0,0,0,0,329.81,0,0,5.07,25.38,0,0,0,25.46,40.75,0,24.46,0.62,19.2,0,0,18.1,134.27,414.93,0,0,59.75,0,114.15,25,88.43,15.9,0,0,53.61,0,19.99,15.84,40.05,0,0,41.68,0,0,0,0,0,0,0,14.42,0,0,0,0,8.53,95.03,0,0,0,43.76,0,0,0,0,0

80,19:45-20:00,656.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329.81,0,0,0,25.38,0,0,0,25.46,40.75,0,24.46,0.62,19.2,0,0,18.1,134.27,414.93,0,0,59.75,0,114.15,25,88.43,15.9,0,0,53.61,0,19.99,15.84,18.21,0,0,41.68,0,0,0,0,0,0,0,14.42,0,0,0,0,8.53,95.03,0,0,0,43.76,0,0,0,0,0

81,20:00-20:15,613.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329.81,0,0,0,25.38,0,0,0,25.46,40.75,0,24.46,0.62,19.2,0,0,18.1,134.27,414.93,0,0,59.75,0,114.15,25,88.43,15.9,0,0,53.61,0,19.99,15.84,0,0,0,41.68,0,0,0,0,0,0,0,14.42,0,0,0,0,8.53,95.03,0,0,0,43.76,0,0,0,0,0

82,20:15-20:30,476.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329.81,0,0,0,21.89,0,0,0,25.46,35.21,0,24.46,0.62,16.32,0,0,18.1,134.27,414.93,0,0,59.75,0,114.15,25,88.43,15.9,0,0,53.61,0,19.99,15.84,0,0,0,41.68,0,0,0,0,0,0,0,14.42,0,0,0,0,8.53,95.03,0,0,0,43.76,0,0,0,0,0

83,20:30-20:45,567.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329.81,0,0,0,21.89,0,0,0,25.46,35.21,0,24.46,0.62,16.32,0,0,18.1,134.27,414.93,0,0,59.75,0,114.15,25,88.43,15.9,0,0,8.93,0,19.99,15.84,0,0,0,41.68,0,0,0,0,0,0,0,14.42,0,0,0,0,8.53,95.03,0,0,0,43.76,0,0,0,0,0

84,20:45-21:00,614.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329.81,0,0,0,21.83,0,0,0,25.46,35.21,0,24.46,0.62,16.38,0,0,18.1,134.27,380.07,0,0,59.75,0,114.15,25,88.43,3.43,0,0,1.35,0,19.99,15.84,0,0,0,41.68,0,0,0,0,0,0,0,14.42,0,0,0,0,8.53,95.03,0,0,0,43.76,0,0,0,0,0

85,21:00-21:15,591.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329.81,0,0,0,21.83,0,1.48,0,3.18,35.21,0,12.24,0.62,16.25,0,0,4.27,134.27,312.53,0,0,59.75,0,114.15,25,88.43,0,0,0,1.35,0,19.99,15.84,0,0,0,41.68,0,0,0,0,0,0,0,14.42,0,0,0,0,8.53,95.03,0,0,0,43.76,0,0,0,0,0

86,21:15-21:30,499.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329.81,0,0,0,21.83,0,1.48,0,2.12,35.22,0,12.24,0.62,16.25,0,0,4.27,134.27,251.53,0,0,59.75,0,114.15,25,88.43,0,0,0,1.35,0,19.99,15.84,0,0,0,41.68,0,0,0,0,0,0,0,14.42,0,0,0,0,8.53,95.03,0,0,0,43.76,0,0,0,0,0

87,21:30-21:45,438.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329.81,0,0,0,19.26,0,1.48,0,2.12,30.54,0,12.24,0.62,14.56,0,0,4.27,134.27,230.95,0,0,59.75,0,114.15,25,88.43,0,0,0,1.35,0,19.99,15.84,0,0,0,41.68,0,0,0,0,0,0,0,14.42,0,0,0,0,8.53,95.03,0,0,0,43.76,0,0,0,0,0

88,21:45-22:00,422.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329.81,0,0,0,19.26,0,1.48,0,2.12,30.54,0,12.24,0.62,14.56,0,0,4.27,134.27,230.95,0,0,59.75,0,114.15,25,88.43,0,0,0,1.35,0,19.99,15.84,0,0,0,41.68,0,0,0,0,0,0,0,14.42,0,0,0,0,8.53,95.03,0,0,0,43.76,0,0,0,0,0

89,22:00-22:15,419.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329.81,0,0,0,19.26,0,1.48,0,2.12,30.54,0,12.24,0.62,14.56,0,0,4.27,134.27,230.95,0,0,59.75,0,114.15,25,88.43,0,0,0,1.35,0,18.33,0,0,0,0,41.68,0,0,0,0,0,0,0,14.42,0,0,0,0,8.53,95.03,0,0,0,43.76,0,0,0,0,0

90,22:15-22:30,414.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329.81,0,0,0,19.26,0,1.48,0,2.12,30.54,0,12.24,0.62,14.56,0,0,4.27,134.27,230.95,0,0,59.75,0,114.15,25,88.43,0,0,0,1.35,0,17.23,0,0,0,0,41.68,0,0,0,0,0,0,0,14.42,0,0,0,0,8.53,95.03,0,0,0,43.76,0,0,0,0,0

91,22:30-22:45,361.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329.81,0,0,0,19.26,0,1.48,0,1.07,30.54,0,12.24,0.62,14.56,0,0,4.27,134.27,230.95,0,0,59.75,0,114.15,25,88.43,0,0,0,1.35,0,17.23,0,0,0,0,41.68,0,0,0,0,0,0,0,14.42,0,0,0,0,8.53,95.03,0,0,0,43.76,0,0,0,0,0

92,22:45-23:00,284.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329.81,0,0,0,19.26,0,1.48,0,1.07,30.54,0,12.24,0.62,14.56,0,0,4.27,134.27,230.95,0,0,59.75,0,114.15,25,88.43,0,0,0,1.35,0,19.99,0,0,0,0,41.68,0,0,0,0,0,0,0,14.42,0,0,0,0,8.53,95.03,0,0,0,43.76,0,0,0,0,0

93,23:00-23:15,284.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329.81,0,0,0,19.26,0,1.48,0,1.07,30.54,0,12.24,0.62,14.56,0,0,4.27,134.27,230.95,0,0,59.75,0,114.15,25,88.43,0,0,0,1.35,0,18.29,0,0,0,0,41.68,0,0,0,0,0,0,0,14.42,0,0,0,0,8.53,95.03,0,0,0,37.94,0,0,0,0,0

94,23:15-23:30,284.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329.81,0,0,0,19.26,0,1.48,0,1.07,30.54,0,12.24,0.62,14.56,0,0,4.27,134.27,230.95,0,0,59.75,0,114.15,25,88.43,0,0,0,1.35,0,16.84,0,0,0,0,41.68,0,0,0,0,0,0,0,14.42,0,0,0,0,8.53,95.03,0,0,0,31.89,0,0,0,0,0

95,23:30-23:45,284.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329.81,0,0,0,19.26,0,1.48,0,1.07,30.54,0,12.24,0.62,14.56,0,0,4.27,134.27,230.95,0,0,59.75,0,114.15,25,88.43,0,0,0,1.35,0,16.84,0,0,0,0,41.68,0,0,0,0,0,0,0,14.42,0,0,0,0,8.53,95.03,0,0,0,31.89,0,0,0,0,0

96,23:45-24:00,284.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329.81,0,0,0,19.26,0,1.48,0,1.07,30.54,0,12.24,0.62,14.56,0,0,4.27,134.27,230.95,0,0,59.75,0,114.15,25,88.43,0,0,0,1.35,0,16.84,0,0,0,0,41.68,0,0,0,0,0,0,0,14.42,0,0,0,0,8.53,95.03,0,0,0,31.89,0,0,0,0,0

