Column1,Time,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,GNARE/SR/2025/01/13/4532,GNARE/NR/2024/12/20/3668,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/25072045/L_NR_2021_15,NR/26072023/25122043/L_NR_2023_10,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,L_NR_2019_19,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,GNA/NR/2025/04/01/8964,GNA/NR/2025/05/01/8954,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/05/01/9395,NR/30092023/26122029/SH-06,GNA/NR/2025/05/01/6160,GNA/NR/2025/05/01/4138,NR/01102023/19072037/LT-05,GNA/NR/2025/05/01/7902,GNA/NR/2025/05/01/2069,GNA/NR/2025/04/01/8510,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/05/01/6363,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_36,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/05/01/3877,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/05/01/5800,GNA/NR/2025/05/01/8068,GNA/NR/2025/05/16/9317,NR/30092023/31122025/SH-07,GNA/NR/2025/05/01/9252,GNA/NR/2025/05/16/1698,GNA/NR/2025/05/01/7791,NR/01102023/31052040/LT-31,GNA/NR/2025/04/01/8456,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_02,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/05/01/6957,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/05/01/2474
17,04:00-04:15,0,0,0,0,0,42.02,0,0,0,0,0,87.49,25,0,29.17,74.33,0,0,29.17,74.33,4.3,0,53.14,0,26.5,14.49,0,63.54,0,96.61,11.01,38.64,0,8.57,0,13.96,178,28.98,0,0,10.63,82.12,26.5,13.53,20.53,0,0,7.72,30.28,110.14,9.55,164.24,6.74,29.1

18,04:15-04:30,0,0,0,0,0,41.62,0,0,0,0,0,87.49,25.33,0,29.17,73.67,0,0,29.17,73.67,4.3,0,53.14,0,26.5,14.49,0,63.54,0,96.61,11.01,38.64,0,8.57,0,13.96,158.15,28.98,0,0,10.63,82.12,26.5,13.53,20.53,0,0,7.72,30.28,110.14,9.55,164.24,6.74,29.1

19,04:30-04:45,0,0,0,0,0,42.02,0,0,0,0,0,87.49,25.33,0,29.17,73,0,0,29.17,73,5.28,0,53.14,0,26.5,14.49,0,70.46,0,96.61,11.01,38.64,0,8.57,0,13.96,196.79,28.98,0,0,10.63,82.12,26.5,13.53,20.53,0,0,7.72,30.28,110.14,9.55,164.24,0,29.1

20,04:45-05:00,0,0,0,0,0,42.02,0,0,0,0,0,87.49,25.67,0,29.17,71.67,0,0,29.17,71.67,5.28,0,53.14,0,26.5,14.49,0,70.46,0,96.61,11.01,38.64,0,8.57,0,13.96,179.22,28.98,0,0,10.63,82.12,26.5,13.53,20.53,0,0,7.72,30.28,110.14,9.55,164.24,0,29.1

21,05:00-05:15,0,0,0,0,0,42.02,0,0,0,0,0,100.5,28.67,0,33.5,78.33,0,0,33.5,78.33,5.28,0,53.14,0,26.5,14.49,0,70.46,0,96.61,11.01,38.64,0,8.57,0,13.59,163.41,28.98,0,0,10.63,82.12,26.5,13.53,20.53,0,0,7.72,29.27,110.14,9.25,164.24,0,29.1

22,05:15-05:30,0,0,0,0,0,42.02,0,0,0,0,0,99,28.67,0,33,78.33,0,0,33,78.33,5.28,0,53.14,0,26.5,14.49,0,70.46,0,96.61,11.01,38.64,0,8.57,0,13.59,152.11,28.98,0,0,10.63,82.12,26.5,13.53,20.53,0,0,7.72,28.77,110.14,9.25,164.24,0,29.1

23,05:30-05:45,0,0,0,0,0,42.02,0,0,0,0,0,105.49,34.33,0,35.17,78.33,0.25,0,35.17,78.33,5.28,0,53.14,0,26.5,14.49,0,70.46,0,96.61,11.01,38.64,0,8.57,0,13.59,150.85,28.98,0,0,10.63,82.12,26.5,13.53,20.53,0,0,7.72,29.78,110.14,8.94,164.24,0,29.1

24,05:45-06:00,0,0,0,0,0,41.82,0.35,0,0,0,0,103.99,34.33,0,34.67,78.33,1.79,0,34.67,78.33,5.28,0,53.14,0,26.5,14.49,0,70.46,0,96.61,11.01,38.64,0,8.57,0,13.59,150.24,28.98,0,0,10.63,82.12,26.5,13.53,20.53,0,0,7.72,29.78,110.14,8.94,164.24,0,29.1

25,06:00-06:15,1,0,0,1.02,1,41.62,1.24,0.21,0,1,0,99.49,38.33,14.77,33.17,78.33,4.02,13.46,33.17,78.33,5.28,0,82.12,0,26.5,14.49,0,115.53,0,96.61,11.01,58.61,0,8.18,0,13.23,188.88,28.98,0,0,10.63,82.12,26.5,13.53,20.53,0,0,7.72,29.78,165.87,8.47,164.24,0,29.1

26,06:15-06:30,2,1,0,3.12,2,41.42,2.72,0.63,0,2,1,97.99,37.33,22.17,32.67,78.33,8.03,24.79,32.67,78.33,5.28,0,100.65,0,26.5,14.49,0,93.21,0,96.61,11.01,58.61,0,8.18,0,13.23,227.53,28.98,0,0,10.63,82.12,26.5,13.53,20.53,0,0,7.72,30.78,165.87,8.47,164.24,4.49,29.1

27,06:30-06:45,3,2,0,5.89,3,38.02,4.71,1.18,3,3,3,109.99,38.33,30.86,36.67,78.33,12.89,33,36.67,78.33,5.28,0,71.67,0,26.5,14.49,0,70.46,0,96.61,11.01,38.64,0,8.18,0.58,13.23,188.88,28.98,0.74,0,10.63,82.12,26.5,13.53,20.53,0,0.74,7.72,30.28,110.14,8.47,164.24,4.49,29.1

28,06:45-07:00,6,3,0,9.05,7,37.62,7.12,1.81,6,5,6,109.99,38.33,33,36.67,78.33,18.84,33,36.67,78.33,5.28,0,53.14,0,26.5,14.49,0,70.46,0,96.61,11.01,38.64,0,8.18,0.91,13.23,150.24,28.98,1.17,0,10.63,82.12,26.5,13.53,20.53,0,1.17,7.72,29.78,110.14,8.47,164.24,4.49,29.1

29,07:00-07:15,9,7,0,12.71,15,42.02,9.85,2.54,10,7,10,109.99,38.33,33,36.67,81.67,25.73,33,36.67,81.67,3.93,0,53.14,0,26.5,14.49,0,70.46,0,96.61,8.51,38.64,0,5.45,1.3,13.03,150.24,28.98,1.68,0,10.63,82.12,26.5,13.53,20.53,0,1.68,5.81,29.26,110.14,8.47,164.24,4.49,17.56

30,07:15-07:30,13,9,0,24.17,19,42.02,13.09,4.84,12,9,15,109.01,38.33,33,36.33,81.67,33.17,33,36.33,81.67,3.93,0,53.14,0,26.5,14.49,0,70.46,0,96.61,7.88,38.64,0,7.4,1.77,13.03,150.24,28.98,2.29,0,10.63,82.12,26.5,13.53,20.53,0,2.29,5.81,28.76,110.14,8.47,164.24,4.49,17.56

31,07:30-07:45,18,11,0,34.8,22,42.02,16.98,6.96,18,12,19,109.99,38.33,33,36.67,81.33,50.65,33,36.67,81.33,3.93,0,53.14,0,26.5,14.49,0,70.46,0,96.61,8.63,38.64,0,7.4,2.31,16,150.24,28.98,2.99,0,10.63,82.12,26.5,13.53,20.53,0,2.99,5.81,28.76,110.14,8.47,164.24,4.49,17.56

32,07:45-08:00,24,14,0,47.26,29,41.62,21.2,9.45,25,13,25,109.99,38.33,33,36.67,79.67,58.89,33,36.67,79.67,3.93,0,53.14,0,26.5,14.49,0,70.46,0,96.61,8.63,38.64,0,7.4,3.29,16,150.24,28.98,4.25,0,10.63,82.12,26.5,13.53,20.53,0,4.25,5.81,28.76,110.14,8.47,164.24,4.49,17.56

33,08:00-08:15,30,19,0,58.7,38,41.02,23.92,11.74,33,14,33,109.99,38.33,33,36.67,78,66.8,33,36.67,78,3.93,0,100.65,0,26.5,14.49,0,70.46,0,0,8.63,38.64,0,7.4,4.26,16,150.24,28.98,5.52,0,10.63,82.12,26.5,13.53,20.53,0,5.52,5.81,29.26,110.14,8.01,164.24,4.49,17.56

34,08:15-08:30,37,22,0,69.51,45,40.02,27.52,13.9,33,16,39,106.99,38.33,33,35.67,74.33,74.22,33,35.67,74.33,3.93,0,100.65,0,26.5,14.49,0,70.46,0,0,8.63,38.64,0,7.4,5.18,16,150.24,28.98,6.69,0,10.63,82.12,26.5,13.53,20.53,0,6.69,5.81,29.26,110.14,8.01,164.24,4.49,17.56

35,08:30-08:45,38,26,0,74.74,51,39.62,32.04,14.95,33,18,45,97.5,36.67,33,32.5,71.33,80.93,33,32.5,71.33,3.93,0,100.65,0,26.5,14.49,0,70.46,0,0,8.63,38.64,0,7.01,6.1,16,150.24,28.98,7.89,0,10.63,82.12,26.5,13.53,20.53,0,7.89,5.81,30.28,110.14,8.01,164.24,4.49,17.56

36,08:45-09:00,43,29,0,84.64,58,39.02,36.38,16.93,33,21,51,89.51,35,33,29.83,68,87.15,33,29.83,68,3.93,0,100.65,0,26.5,14.49,0,70.46,0,0,8.63,38.64,0,7.01,6.92,16,150.24,28.98,8.96,0,10.63,82.12,26.5,13.53,20.53,0,8.96,5.81,30.28,110.14,8.01,164.24,4.49,17.56

37,09:00-09:15,45,32,0,94.25,65,42.02,40.55,18.85,33,23,57,82.5,23.33,33,27.5,66.33,87.98,33,27.5,66.33,3.99,0,100.65,0,26.61,14.49,0,70.46,0,0,8.63,38.64,0,7.01,7.74,15.72,150.24,28.98,10.02,0,10.63,82.12,26.61,13.53,20.53,0,10.02,5.81,28.26,110.14,8.47,164.24,4.49,17.56

38,09:15-09:30,46,35,0,103.27,70,42.02,44.57,20.65,33,25,61,81.49,22.67,33,27.17,66.67,94.35,33,27.17,66.67,3.99,0,100.65,0,26.61,14.49,0,70.46,0,0,8.63,38.64,0,7.01,8.47,15.72,152.27,28.98,10.96,0,10.63,82.12,26.61,13.53,20.53,0,10.96,5.81,28.26,110.14,8.47,164.24,4.49,17.56

39,09:30-09:45,48,37,0,100.54,75,42.02,48.47,20.11,33,27,67,79.99,21.67,33,26.67,70,100.29,33,26.67,70,3.99,0,100.65,0,26.61,14.49,0,70.46,0,0,8.63,38.64,0,6.78,9.12,15.72,154.98,28.98,11.8,0,10.63,82.12,26.61,13.53,20.53,0,11.8,5.81,28.26,110.14,8.47,164.24,5.06,17.56

40,09:45-10:00,52,39,0,107.55,79,42.02,52.25,21.51,33,29,72,77.51,21.33,33,25.83,70,105.88,33,25.83,70,3.99,0,100.65,0,26.61,14.49,0,70.46,0,0,8.63,38.64,0,6.78,9.76,15.72,156.73,28.98,12.63,0,10.63,82.12,26.61,13.53,20.53,0,12.63,5.81,28.26,110.14,8.47,164.24,5.06,17.56

41,10:00-10:15,60,42,0,122.52,83,42.02,59.86,24.5,33,31,75,90,21,33,30,73.33,110.51,33,30,73.33,3.99,0,100.65,0,26.61,14.49,0,70.46,0,0,8.63,38.64,0,6.78,10.34,15.53,158.65,28.98,13.39,0,10.63,82.12,26.61,13.53,20.53,0,13.39,5.81,28.77,110.14,8.32,164.24,5.06,17.56

42,10:15-10:30,65,43,0,130.68,87,42.02,62.81,26.14,33,33,78,91.01,21,33,30.33,72.67,114.24,33,30.33,72.67,3.99,0,100.65,0,26.61,14.49,0,70.46,0,0,8.63,38.64,0,6.78,10.79,15.53,159.59,28.98,13.97,0,10.63,82.12,26.61,13.53,20.53,0,13.97,5.81,28.77,110.14,8.32,164.24,5.06,17.56

43,10:30-10:45,72,45,0,139.66,90,42.02,57.7,27.93,33,35,78,91.01,21.33,33,30.33,76.67,115.77,33,30.33,76.67,3.99,0,100.65,0,26.61,14.49,0,70.46,0,0,8.63,38.64,0,6.78,11.19,15.53,161.21,28.98,14.49,0,10.63,82.12,26.61,13.53,20.53,0,14.49,5.81,28.77,110.14,8.32,164.24,5.06,17.56

44,10:45-11:00,73,46,0,147.21,92,42.02,59.8,29.44,33,37,81,91.01,21,33,30.33,76.67,116.33,33,30.33,76.67,3.99,0,100.65,0,26.61,14.49,0,70.46,0,0,8.63,38.64,0,6.78,11.62,15.53,161.86,28.98,15.04,0,10.63,82.12,26.61,13.53,20.53,0,15.04,5.81,27.76,110.14,8.32,164.24,5.06,17.56

45,11:00-11:15,78,46,0,161.21,92,43.82,57.91,32.24,33,39,84,91.01,24,33,30.33,76.67,116.41,33,30.33,76.67,3.99,0,100.65,0,26.61,14.49,0,70.46,0,0,8.63,38.64,0,6.46,11.92,15.35,162.78,28.98,15.42,0,10.63,82.12,26.61,13.53,20.53,0,15.42,5.81,26.74,110.14,8.32,164.24,5.06,17.56

46,11:15-11:30,82,46,0,167.01,92,43.62,59.25,33.4,33,40,84,91.01,23.33,33,30.33,76.67,116.2,33,30.33,76.67,3.99,0,100.65,0,26.61,14.49,0,70.46,0,0,8.63,38.64,0,6.46,12.07,15.35,163.66,28.98,15.63,0,10.63,82.12,26.61,13.53,20.53,0,15.63,5.81,26.74,110.14,8.32,164.24,5.06,17.56

47,11:30-11:45,80,46,0,170.67,92,43.82,60.11,34.13,33,40,81,91.01,23.33,33,30.33,76.67,119.16,33,30.33,76.67,3.93,0,100.65,0,26.61,14.49,0,70.46,0,0,4.35,38.64,0,6.46,12.26,15.35,164.24,28.98,15.87,0,10.63,82.12,26.61,13.53,20.53,0,15.87,4.7,26.74,110.14,8.32,164.24,5.06,17.56

48,11:45-12:00,82,46,0,174.57,92,43.82,61.06,34.91,33,40,81,91.01,23.33,33,30.33,76.67,114.98,33,30.33,76.67,3.93,0,100.65,0,26.61,14.49,0,70.46,0,0,4.35,38.64,0,6.46,12.46,15.35,178.38,28.98,16.13,0,10.63,82.12,26.61,13.53,20.53,0,16.13,4.7,26.74,110.14,8.32,164.24,5.06,17.56

49,12:00-12:15,83,46,0,177.67,92,44.02,61.71,35.54,33,40,81,79.99,23.33,33,26.67,73.67,117.94,33,26.67,73.67,2.17,0,100.65,0,26.7,14.49,0,70.46,0,0,4.35,38.64,0,7.01,12.58,15.07,222.2,28.98,16.28,0,10.63,82.12,26.7,13.53,20.53,0,16.28,5.8,29.78,110.14,8.32,164.24,5.06,17.56

50,12:15-12:30,84,46,0,178.85,92,43.82,62.4,35.77,33,40,81,82.5,23.33,33,27.5,72.33,120.2,33,27.5,72.33,2.17,0,100.65,0,26.7,14.49,0,70.46,0,0,4.35,38.64,0,7.01,12.62,15.07,260.85,28.98,16.33,0,10.63,82.12,26.7,13.53,20.53,0,16.33,5.8,29.78,110.14,8.32,164.24,5.06,17.56

51,12:30-12:45,86,46,0,179.06,92,45.62,66.35,35.81,33,40,81,90,26.67,33,30,73.33,119.4,33,30,73.33,2.17,0,100.65,0,26.7,14.49,0,70.46,0,0,4.35,38.64,0,7.01,12.62,15.07,273.16,28.98,16.32,0,10.63,82.12,26.7,13.53,20.53,0,16.32,5.8,29.78,110.14,8.32,164.24,5.06,17.56

52,12:45-13:00,86,46,0,178.77,92,45.82,66.23,35.76,33,40,81,90,26.67,33,30,72.67,118.19,33,30,72.67,2.17,0,100.65,0,26.7,14.49,0,70.46,0,0,4.35,38.64,0,7.01,12.6,15.07,273.16,28.98,16.29,0,10.63,82.12,26.7,13.53,20.53,0,16.29,5.8,29.78,110.14,8.32,164.24,5.06,17.56

53,13:00-13:15,86,46,0,177.26,92,45.82,66.55,35.45,33,40,82,79.99,26.67,33,26.67,72,116.15,33,26.67,72,2.17,0,100.65,0,26.7,14.49,0,70.46,0,0,4.35,38.64,0,7.4,12.48,14.89,231.86,28.98,16.15,0,10.63,82.12,26.7,13.53,20.53,0,16.15,5.8,29.78,110.14,8.7,164.24,5.06,17.56

54,13:15-13:30,86,46,0,175.21,92,45.42,66.2,35.04,33,40,82,81.49,26.67,33,27.17,72,119.03,33,27.17,72,2.17,0,100.65,0,26.7,14.49,0,70.46,0,0,4.35,38.64,0,7.4,12.33,14.89,231.86,28.98,15.96,0,10.63,82.12,26.7,13.53,20.53,0,15.96,5.8,30.28,110.14,8.7,164.24,6.93,17.56

55,13:30-13:45,83,46,0,172.19,92,45.82,65.52,34.44,33,39,82,82.5,26.67,33,27.5,72.67,115.37,33,27.5,72.67,2.17,0,100.65,0,26.7,14.49,0,70.46,0,0,4.35,38.64,0,7.4,12.13,14.89,273.16,28.98,15.7,0,10.63,82.12,26.7,13.53,20.53,0,15.7,5.8,30.28,165.87,8.7,164.24,6.93,17.56

56,13:45-14:00,80,46,0,167.34,92,45.62,64.26,33.47,33,39,82,85.01,28.33,33,28.33,73.33,113.77,33,28.33,73.33,2.17,0,100.65,0,26.7,14.49,0,70.46,0,0,4.35,38.64,0,7.4,11.88,14.89,273.16,28.98,15.38,0,10.63,82.12,26.7,13.53,20.53,0,15.38,5.8,30.28,165.87,8.7,164.24,6.93,17.56

57,14:00-14:15,77,45,0,161.65,90,45.62,62.82,32.33,33,38,79,90,30,33,30,74,111.34,33,30,74,2.17,0,100.65,0,26.7,14.49,0,70.46,0,0,4.35,38.64,0,7.79,11.6,14.7,273.16,28.98,15.01,0,10.63,82.12,26.7,13.53,20.53,0,15.01,5.8,29.27,110.14,8.86,164.24,7.12,17.56

58,14:15-14:30,73,43,0,155.06,87,46.22,60.72,31.01,33,38,76,91.5,30.67,33,30.5,74.33,108.47,33,30.5,74.33,2.17,0,100.65,0,26.7,14.49,0,70.46,0,0,4.35,38.64,0,7.79,11.13,14.7,273.16,28.98,14.4,0,10.63,82.12,26.7,13.53,20.53,0,14.4,5.8,29.27,165.87,8.86,164.24,7.12,17.56

59,14:30-14:45,70,42,0,148.33,83,45.42,57.82,29.67,33,36,73,100.01,31.33,33,33.33,80,103.21,33,33.33,80,2.17,0,100.65,0,26.7,14.49,0,70.46,0,0,4.35,58.61,0,7.79,10.69,14.7,273.16,28.98,13.84,0,10.63,82.12,26.7,13.53,20.53,0,13.84,5.8,29.27,165.87,8.86,164.24,7.12,17.56

60,14:45-15:00,68,40,0,140.52,80,45.82,55.68,28.11,33,35,70,100.01,32.33,33,33.33,80,96.71,33,33.33,80,2.17,0,100.65,0,26.7,14.49,0,70.46,0,0,4.35,58.61,0,7.79,10.26,14.7,273.16,28.98,13.27,0,10.63,82.12,26.7,13.53,20.53,0,13.27,5.8,30.78,165.87,8.86,164.24,7.12,17.56

61,15:00-15:15,63,36,0,129.96,72,46.22,52.78,25.99,33,34,66,100.01,33.33,33,33.33,80,83.99,33,33.33,80,4.14,0,100.65,0,26.7,14.49,0,70.46,0,0,8.88,58.61,0,8.18,9.74,14.89,273.16,28.98,12.61,0,10.63,82.12,26.7,13.53,20.53,0,12.61,4.14,29.77,165.87,9.25,164.24,7.3,17.56

62,15:15-15:30,60,33,0,122.2,67,45.82,49.93,24.44,33,33,61,102.49,34.67,33,34.17,80,78.94,33,34.17,80,4.14,0,100.65,0,26.7,14.49,0,70.46,0,0,8.88,58.61,0,8.18,9.17,14.89,273.16,28.98,11.86,0,10.63,82.12,26.7,13.53,20.53,0,11.86,4.14,29.77,165.87,9.25,164.24,7.3,17.56

63,15:30-15:45,57,31,0,113.97,62,46.22,47.04,22.8,33,30,57,105,25,33,35,78.81,72.19,33,35,78.81,4.14,0,100.65,0,26.7,14.49,0,70.46,0,0,8.88,58.61,0,6.23,8.49,14.89,273.16,28.98,10.99,0,10.63,82.12,26.7,13.53,20.53,0,10.99,4.14,29.77,225.99,9.25,164.24,7.3,17.56

64,15:45-16:00,56,28,0,105.67,57,46.02,43.53,21.14,33,29,52,107.51,24.67,33,35.83,79.62,65.33,33,35.83,79.62,4.14,0,100.65,0,26.7,14.49,0,70.46,0,0,8.88,58.61,0,7.79,7.92,14.89,273.16,28.98,10.25,0,10.63,82.12,26.7,13.53,20.53,0,10.25,4.14,29.77,225.99,9.25,164.24,7.3,17.56

