Column1,Time,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,NR/01102023/25072045/L_NR_2021_15,NR/26072023/25122043/L_NR_2023_10,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02122045/L_NR_2021_13,WR/01102023/24112044/L_NR_2020_07,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,GNARE/NR/2024/12/20/3668,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,GNARE/SR/2025/01/13/4532,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/01102023/31052040/LT-31,NR/01102023/19072037/LT-05,GNA/NR/2025/01/01/5531,GNA/NR/2025/01/02/1250,GNA/NR/2025/01/01/8738,NR/01102023/06022042/L_NR_2012_02,NR/30092023/31122025/SH-07,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/15082037/GNA_NR_2012_01,GNA/WR/2024/11/01/4200,GNA/NR/2025/01/01/3733,GNA/NR/2025/01/01/3514,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/30042040/GNA_LT_36,GNA/WR/2025/01/01/9606,GNA/NR/2025/01/01/3925,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/01/01/7459,GNA/NR/2025/01/01/3945,GNA/NR/2025/01/01/6528,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/01/01/8058,NR/30092023/26122029/SH-06,GNA/WR/2025/01/01/8625,NR/01102023/31102037/L_NR_2019_11,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_35,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/01/01/6775
7,01:30-01:45,74.34,32.67,22.17,74.33,0,0,0,0,22.17,0,0,0,0,0,66.49,0,10,0,0,0,0,69.87,28.74,47.9,47.9,65.14,0,95.8,52.69,0,20.12,19.16,1.47,0,0,47.9,59.23,25.87,25.87,14.37,1.48,26.82,32,0,1.03,0,0,0,25.87

8,01:45-02:00,74.34,32.67,21.5,74.33,0,0,0,0,21.5,0,0,0,0,0,64.5,0,10.2,0,0,0,0,69.87,28.74,47.9,47.9,65.14,0,95.8,52.69,0,20.12,19.16,1.47,0,0,47.9,59.23,25.87,25.87,14.37,1.48,26.82,32,0,1.03,0,0,0,25.87

9,02:00-02:15,73.34,32.33,20.17,73.33,0,0,0,0,20.17,0,0,0,0,0,60.49,0,10.4,0,0,0,0,69.87,28.74,47.9,47.9,65.14,0,95.8,52.69,0,20.12,19.16,1.47,0,0,47.9,59.23,25.87,25.87,8.62,1.48,26.82,32,0,0.99,0,0,0,25.87

10,02:15-02:30,73.66,31.67,19.17,73.67,0,0,0,0,19.17,0,0,0,0,0,57.49,0,10.6,0,0,0,0,69.87,28.74,47.9,47.9,65.14,0,95.8,52.69,0,20.12,19.16,1.47,0,0,47.9,59.23,25.87,25.87,8.62,1.48,26.82,32,0,0.99,0,0,0,25.87

11,02:30-02:45,71.66,27,21.67,71.67,0,0,0,0,21.67,0,0,0,0,0,64.99,0,11,0,0,0,0,69.87,28.74,47.9,47.9,65.14,0,95.8,52.69,0,20.12,19.16,1.47,0,0,47.9,59.23,25.87,25.87,8.62,1.48,26.82,32,0,0.99,0,0,0,25.87

12,02:45-03:00,72,27,21.33,72,0,0,0,0,21.33,0,0,0,0,0,64.01,0,11,0,0,0,0,69.87,28.74,47.9,47.9,65.14,0,95.8,52.69,0,20.12,19.16,1.47,0,0,47.9,59.23,25.87,25.87,8.62,1.48,26.82,32,0,0.99,0,0,0,25.87

13,03:00-03:15,73.34,22,21,73.33,0,0,0,0,21,0,0,0,0,0,63,0,14.61,0,0,0,0,69.87,28.74,47.9,47.9,65.14,0,95.8,52.69,0,20.12,19.16,1.37,0,0,47.9,59.23,25.87,25.87,8.62,1.43,26.82,32,0,0.99,0,0,0,25.87

14,03:15-03:30,69.34,22,20.83,69.33,0,0,0,0,20.83,0,0,0,0,0,62.51,0,14.81,0,0,0,0,69.87,28.74,47.9,47.9,65.14,0,95.8,52.69,0,20.12,19.16,1.37,0,0,47.9,59.23,25.87,25.87,8.62,1.43,26.82,32,0,0.99,0,0,0,25.87

15,03:30-03:45,55,18.33,20.33,55,0,0,0,0,20.33,0,0,0,0,0,61.01,0,15.01,0,0,0,0,69.87,28.74,47.9,47.9,65.14,0,95.8,52.69,0,20.12,19.16,1.37,0,0,47.9,59.23,25.87,25.87,8.62,1.43,26.82,32,0,0.99,0,0,0,25.87

16,03:45-04:00,55,18.33,20,55,0,0,0,0,20,0,0,0,0,0,60,0,15.21,0,0,0,0,69.87,28.74,47.9,47.9,65.14,0,95.8,52.69,0,20.12,19.16,1.37,0,0,47.9,59.23,25.87,25.87,8.62,1.43,26.82,32,0,0.99,0,0,0,25.87

17,04:00-04:15,50,18.33,19.83,50,0,0,0,0,19.83,0,0,0,0,0,59.51,0,16.41,0,0,0,0,69.87,28.74,47.9,47.9,65.14,0,95.8,52.69,0,20.12,19.16,1.47,0,0,47.9,59.23,25.87,25.87,8.62,1.43,26.82,32,0,0.99,0,0,0,25.87

18,04:15-04:30,50,18.33,19.5,50,0,0,0,0,19.5,0,0,0,0,0,58.5,0,16.41,0,0,0,0,69.87,28.74,47.9,47.9,65.14,0,95.8,52.69,0,20.12,19.16,1.47,0,0,47.9,59.23,25.87,25.87,8.62,1.43,26.82,32,0,0.99,0,0,0,25.87

19,04:30-04:45,43.34,21.67,19.17,43.33,0,0,0,0,19.17,0,0,0,0,0,57.49,0,16.41,0,0,0,0,69.87,28.74,47.9,47.9,65.14,0,95.8,52.69,0,20.12,19.16,1.47,0,0,47.9,59.23,25.87,25.87,8.62,1.43,26.82,32,0,0.99,0,0,0,25.87

20,04:45-05:00,43.34,21.33,18.5,43.33,0,0,0,0,18.5,0,0,0,0,0,55.5,0,16.41,0,0,0,0,69.87,28.74,47.9,47.9,65.14,0,114.96,52.69,0,20.12,19.16,1.47,0,0,47.9,59.23,25.87,25.87,8.62,1.43,26.82,32,0,0.99,0,0,0,25.87

21,05:00-05:15,38.34,18.33,20.5,38.33,0,0,0,0,20.5,0,0,0,0,0,61.5,0,16.61,0,0,0,0,69.87,28.74,47.9,47.9,65.14,0,131.25,52.69,0,20.12,19.16,1.47,0,0,47.9,59.23,37.02,25.87,8.62,1.43,26.82,32,0,0.99,0,0,0,37.02

22,05:15-05:30,38.34,18.33,20.17,38.33,0,0,0,0,20.17,0,0,0,0,0,60.49,0,16.81,0,0,0,0,69.87,28.74,47.9,47.9,65.14,0,131.25,52.69,0,20.12,19.16,1.47,0,0,47.9,59.23,37.02,25.87,8.62,1.43,26.82,32,0,0.99,0,0,0,37.02

23,05:30-05:45,38.34,16.67,19.5,38.33,0,0,0,0,19.5,0,0,0,0,0,58.5,0,17.21,0,0,0,0,65.74,28.74,47.9,47.9,81.87,0,131.25,82.39,0,20.12,19.16,1.47,0,0,47.9,60.27,25.87,25.87,8.62,1.29,26.82,32,0,0.99,0,0,0,25.87

24,05:45-06:00,38.34,16,18.83,38.33,0,0,0,0,18.83,0,0,0,0,0,56.51,0,17.81,0,0,0,0,65.74,28.74,47.9,47.9,81.87,0,131.25,99.8,0,20.12,19.16,1.47,0,0,47.9,60.27,25.87,25.87,8.62,1.29,26.82,32,0,0.99,0,0,0,25.87

25,06:00-06:15,38.34,15.67,17.83,38.33,0,0,0,0,17.83,0,0.21,0,0,0,53.51,0.51,13.01,0,0,0,0,65.74,28.74,47.9,47.9,100.04,0,131.25,99.8,0,20.12,19.16,1.37,0,0,47.9,72.41,25.87,43.11,8.62,1.29,26.82,32,0,0.99,0,0,0,25.87

26,06:15-06:30,38.34,15.33,17.5,38.33,0,0,0,0,17.5,0,1.19,0,0,0.08,52.5,0.94,13.01,0,0,0,0,65.74,28.74,47.9,47.9,100.04,0,131.25,99.8,0,20.12,19.16,1.37,0,0,47.9,72.41,25.87,43.11,8.62,1.29,26.82,32,0,0.99,0,0,0,25.87

27,06:30-06:45,38.34,15,16.83,38.33,0,0,0,0,16.83,0,3.46,0,0,0.18,50.51,1.73,12.81,0,0,0,0,82.65,28.74,47.9,47.9,123.99,0,131.25,99.8,0,20.12,19.16,1.37,0,0,47.9,86.41,27.02,43.11,8.62,1.29,26.82,32,0,0.99,0,0,0,27.02

28,06:45-07:00,38.34,14,16,38.33,0,0,0,0,16,0,7.54,0,0,0.27,48,2.91,12.81,1,0,0,0.09,114.58,28.74,47.9,47.9,130.05,0,131.25,99.8,0,20.12,19.16,1.37,0.09,0,47.9,86.41,27.02,43.11,8.62,1.29,26.82,32,0,0.99,0,0.09,0,27.02

29,07:00-07:15,30,13.33,18.33,30,0,0,0,0,18.33,0.52,15.37,1,0,0.83,55.01,6.13,12.61,3,0,2,0.22,114.58,28.74,47.9,47.9,130.05,0,131.25,99.8,0,20.12,19.16,1.47,0.23,0,47.9,86.41,23.29,43.11,14.37,1.29,26.82,31,50,0.99,0,0.22,0,23.29

30,07:15-07:30,30,12.67,16.67,30,0,0,1,0,16.67,4.93,25.07,2,1,8.5,49.99,12.77,12.61,7,0,3,1.02,114.58,28.74,47.9,47.9,130.05,0,131.25,99.8,0,20.12,19.16,1.47,1.05,0,47.9,86.41,23.29,43.11,14.37,1.29,26.82,31,50,0.99,0,1.02,0,23.29

31,07:30-07:45,20,11.67,15,20,1,1,4,0.42,15,12.47,32.84,3,2,8.67,45,25.71,12.61,10,2.08,5,1.59,114.58,28.74,47.9,47.9,130.05,0,131.25,99.8,0,20.12,19.16,1.47,1.63,0,47.9,86.41,23.29,43.11,14.37,1.29,26.82,31,50,0.99,0,1.59,0,23.29

32,07:45-08:00,20,11.33,14.17,20,2,3,7,5,14.17,19.85,29.75,5,2,9.17,42.49,29.75,12.41,18,25,7,2.72,114.58,28.74,47.9,47.9,130.05,0,131.25,99.8,0,20.12,19.16,1.47,2.79,0,47.9,86.41,23.29,43.11,14.37,1.29,26.82,31,50,0.99,0,2.72,0,23.29

33,08:00-08:15,20,11.33,13.33,20,3,4,11,5.17,13.33,28.53,31.35,7,3,9.17,40.01,31.35,14.21,25,25.83,9,2.91,114.58,28.74,47.9,47.9,130.05,0,131.25,99.8,0,20.12,19.16,1.47,2.99,0,47.9,86.41,23.29,43.11,14.37,1.33,26.82,31,50,0.99,0,2.91,0,23.29

34,08:15-08:30,20,11.33,11.67,20,4,6,14,5.33,11.67,39.36,29.57,9,5,9.42,34.99,29.57,14.01,29.56,26.67,10,3,114.58,28.74,47.9,47.9,130.05,0,131.25,99.8,0,20.12,19.16,1.47,3.07,0,47.9,86.41,23.29,43.11,14.37,1.33,26.82,31,50,0.99,0,3,0,23.29

35,08:30-08:45,20,11,10,20,5,7,18,5.75,10,51.76,30.07,11,5,9.54,30,30.07,13.81,30.06,28.75,11,3.12,114.58,28.74,47.9,47.9,130.05,0,131.25,99.8,0,20.12,19.16,1.47,3.2,0,47.9,86.41,23.29,43.11,14.37,1.33,26.82,31,50,0.99,0,3.12,0,23.29

36,08:45-09:00,20,11,9.17,20,6,9,21,6.08,9.17,39.11,30.47,12,6,9.88,27.49,30.47,13.61,30.46,30.42,12,3.47,114.58,28.74,47.9,47.9,130.05,0,131.25,99.8,0,20.12,19.16,1.47,3.55,0,47.9,86.41,23.29,43.11,14.37,1.33,26.82,31,50,0.99,0,3.47,0,23.29

37,09:00-09:15,18.34,7.33,7.5,18.33,9,9,21,6.42,7.5,58.77,30.47,12,6,10.15,22.5,30.47,15.41,30.46,32.08,18,4,114.58,28.74,47.9,47.9,130.05,0,131.25,99.8,0,20.12,19.16,1.47,4.11,0,47.9,86.41,23.29,43.11,14.37,1.33,26.82,31,0,0.99,0,4,0,23.29

38,09:15-09:30,16.66,7,7.33,16.67,10,9,21,6.75,7.33,65.31,30.47,13,6,10.49,22.01,30.47,15.41,30.46,33.75,20,4.72,114.58,28.74,47.9,47.9,130.05,0,131.25,99.8,0,20.12,19.16,1.47,4.83,0,47.9,86.41,21.69,43.11,14.37,1.33,26.82,31,0,0.99,0,4.72,0,21.69

39,09:30-09:45,15,6.67,7,15,21,24,56,26.79,7,75.34,30.47,27,13,12.07,21,30.47,15.41,30.46,133.92,48,6.23,114.58,28.74,47.9,47.9,130.05,0,131.25,99.8,0,20.12,19.16,1.47,6.38,0,47.9,86.41,21.69,43.11,14.37,1.33,26.82,31,0,0.99,0,6.23,0,21.69

40,09:45-10:00,13.34,6.67,6.67,13.33,25,30,70,30.38,6.67,92.75,30.47,31,16,17.56,19.99,30.47,15.41,30.46,151.87,57,10.27,114.58,28.74,47.9,47.9,130.05,0,131.25,99.8,0,20.12,19.16,1.47,9.57,0,47.9,86.41,21.69,43.11,14.37,1.33,26.82,31,0,0.99,0,10.27,0,21.69

41,10:00-10:15,13.34,6.67,6.67,13.33,28,39,91,33.29,6.67,103.21,30.47,43,22,22.63,19.99,30.47,15.61,30.46,166.44,57,11.28,114.58,28.74,47.9,47.9,130.05,0,131.25,99.8,0,20.12,19.16,1.47,10.51,0,47.9,86.41,16.94,43.11,14.37,1.33,26.82,31,0,0.99,0,11.28,0,16.94

42,10:15-10:30,13.34,6.67,6.67,13.33,30,51,119,36.2,6.67,112.4,30.47,53,27,29.66,19.99,30.47,15.61,30.46,181.02,58,12.3,114.58,28.74,47.9,47.9,130.05,0,131.25,99.8,0,20.12,19.16,1.47,11.46,0,47.9,86.41,36.4,43.11,14.37,1.33,26.82,31,0,0.99,0,12.3,0,36.4

43,10:30-10:45,13.34,6.67,6.67,13.33,34,60,140,40.93,6.67,117.55,30.47,67,33,54.67,19.99,30.47,15.61,30.46,204.63,70,13.1,114.58,28.74,47.9,47.9,130.05,0,131.25,99.8,0,20.12,19.16,1.47,12.2,0,47.9,86.41,36.4,43.11,14.37,1.33,26.82,32,0,0.99,0,13.1,0,36.4

44,10:45-11:00,13.34,6.67,6.67,13.33,35,67,158,42.59,6.67,121.62,30.47,77,38,58.62,19.99,30.47,15.61,30.46,212.97,73,13.68,114.58,28.74,47.9,47.9,130.05,0,131.25,99.8,0,20.12,19.16,1.47,12.75,0,47.9,86.41,36.4,43.11,14.37,1.33,26.82,32,0,0.99,0,13.68,0,36.4

45,11:00-11:15,13.34,6.67,6.67,13.33,37,60,140,44.26,6.67,125.32,30.8,67,33,59.06,19.99,30.8,15.61,30.8,221.3,87,14.33,114.58,28.74,47.9,47.9,130.05,0,131.25,99.8,0,20.12,19.16,1.37,13.35,0,47.9,86.41,36.4,43.11,14.37,1.38,26.82,32,0,1.03,0,14.33,0,36.4

46,11:15-11:30,13.34,6.67,6.67,13.33,39,69,161,45.93,6.67,128.83,30.8,80,40,60.05,19.99,30.8,15.61,30.8,229.63,88,14.85,114.58,28.74,47.9,47.9,130.05,0,131.25,99.8,0,20.12,19.16,1.37,13.84,0,47.9,86.41,36.4,43.11,14.37,1.38,26.82,32,0,1.03,0,14.85,0,36.4

47,11:30-11:45,13.34,6.67,6.67,13.33,41,51,119,46.57,6.67,131.91,30.8,60,30,60.05,19.99,30.8,15.41,30.8,232.87,91,15.4,93.91,28.74,47.9,47.9,130.05,0,131.25,99.8,0,20.12,19.16,1.37,14.35,0,47.9,86.41,36.4,43.11,14.37,1.38,26.82,32,0,1.03,0,15.4,0,36.4

48,11:45-12:00,13.34,6.67,6.67,13.33,43,57,133,46.57,6.67,134.37,30.8,67,33,60.05,19.99,30.8,15.41,30.8,232.87,91,15.67,69.87,28.74,47.9,47.9,130.05,0,131.25,99.8,0,20.12,19.16,1.37,14.6,0,47.9,86.41,36.4,43.11,14.37,1.38,26.82,32,0,1.03,0,15.67,0,36.4

49,12:00-12:15,13.34,6.67,6.67,13.33,43,69,161,46.57,6.67,146.24,30.8,80,40,60.05,19.99,30.8,15.21,30.8,232.87,92,15.96,69.87,28.74,47.9,47.9,130.05,0,131.25,99.8,0,20.12,19.16,1.47,14.87,0,47.9,86.41,36.4,43.11,12.45,1.38,26.82,32,0,1.03,0,15.96,23.21,36.4

50,12:15-12:30,15,6.67,7,15,43,75,175,46.57,7,147.15,30.8,87,43,60.05,21,30.8,15.21,30.8,232.87,92,16.06,69.87,28.74,47.9,47.9,130.05,0,131.25,99.8,0,20.12,19.16,1.47,14.96,0,47.9,86.41,36.4,43.11,12.45,1.38,26.82,32,0,1.03,0,16.06,23.21,36.4

51,12:30-12:45,15,6.67,7,15,44,75,175,46.57,7,147.07,30.8,83,42,60.05,21,30.8,15.21,30.8,232.87,92,16.18,69.87,28.74,47.9,47.9,130.05,0,131.25,99.8,0,20.12,19.16,1.47,15.08,0,47.9,86.41,36.4,43.11,12.45,1.2,26.82,32,0,1.03,0,16.18,22.21,36.4

52,12:45-13:00,15,6.67,7,15,44,75,175,46.57,7,146.27,30.8,87,43,60.05,21,30.8,15.01,30.8,232.87,92,16.17,69.87,28.74,47.9,47.9,130.05,0,131.25,99.8,0,20.12,19.16,1.47,15.07,0,47.9,86.41,36.4,43.11,12.45,1.2,26.82,32,0,1.03,0,16.17,22.21,36.4

53,13:00-13:15,15,6.67,7,15,45,81,189,46.57,7,144.48,30.8,92,46,60.05,21,30.8,25.01,30.8,232.87,92,16.02,69.87,28.74,47.9,47.9,130.05,0,131.25,99.8,0,20.12,19.16,1.47,14.94,0,47.9,75.96,36.4,36.4,12.45,1.2,26.82,32,0,1.06,0,16.02,22.21,36.4

54,13:15-13:30,15,7,7,15,44,82,193,46.57,7,141.94,30.8,92,46,60.05,21,30.8,25.81,30.8,232.87,92,15.79,69.87,28.74,47.9,47.9,113.32,0,131.25,99.8,0,20.12,19.16,1.47,14.71,0,47.9,75.96,36.4,36.4,12.45,1.2,26.82,32,0,1.06,0,15.79,21.19,36.4

55,13:30-13:45,15,7,7,15,43,82,193,46.57,7,139.22,30.8,92,46,60.05,21,30.8,31.01,30.8,232.87,92,15.61,69.87,28.74,47.9,47.9,83.32,0,131.25,99.8,0,20.12,19.16,1.47,14.54,0,47.9,61.95,36.4,36.4,12.45,1.2,26.82,32,0,1.06,0,15.61,21.19,36.4

56,13:45-14:00,15,7,7.17,15,42,81,189,46.57,7.17,135.16,30.8,92,46,60.05,21.49,30.8,31.01,30.8,232.87,91,15.27,69.87,28.74,47.9,47.9,83.32,0,131.25,99.8,0,20.12,19.16,1.47,14.24,0,47.9,61.95,36.4,36.4,12.45,1.2,26.82,32,0,1.06,0,15.27,21.19,36.4

57,14:00-14:15,15,7,7.67,15,41,79,186,46.57,7.67,130.22,30.8,91,45,60.05,22.99,30.8,27.81,30.8,232.87,91,14.74,69.87,28.74,47.9,47.9,83.32,0,146.57,52.69,0,20.12,19.16,1.47,13.73,0,47.9,61.95,36.4,36.4,12.45,1.38,26.82,32,0,1.06,0,14.74,20.69,36.4

58,14:15-14:30,15,7,8.33,15,39,76,179,46.57,8.33,124.37,30.8,86,43,60.05,25.01,30.8,27.61,30.8,232.87,88,14.21,69.87,28.74,47.9,47.9,83.32,0,153.28,52.69,0,20.12,19.16,1.47,13.25,0,47.9,61.95,36.4,36.4,12.45,1.38,26.82,32,0,1.06,0,14.21,20.69,36.4

59,14:30-14:45,15,7.33,9,15,37,72,168,45.5,9,117.59,30.8,82,41,59.48,27,30.8,23.21,30.8,227.47,85,13.56,69.87,28.74,47.9,47.9,83.32,0,153.28,52.69,0,20.12,19.16,1.47,12.63,0,47.9,61.95,36.4,36.4,12.45,1.38,26.82,32,0,1.06,0,13.56,20.69,36.4

60,14:45-15:00,15,7.67,9.33,15,35,69,161,43.55,9.33,109.99,30.8,78,39,58.71,28.01,30.8,22.81,30.8,217.72,78,12.73,69.87,28.74,47.9,47.9,83.32,0,160.94,52.69,0,20.12,19.16,1.47,11.86,0,47.9,61.95,36.4,36.4,12.45,1.38,26.82,32,0,1.06,0,12.73,20.69,36.4

61,15:00-15:15,15,8,9.5,15,33,63,147,40.97,9.5,101.53,31.3,72,36,55.36,28.5,31.3,22.21,31.3,204.85,73,11.89,69.87,28.74,47.9,47.9,83.32,0,168.61,99.8,0,20.12,19.16,1.37,11.09,0,47.9,61.95,36.4,36.4,12.45,1.38,26.82,32,0,1.14,0,11.89,20.69,36.4

62,15:15-15:30,15,8.67,9.83,15,30,57,133,37.49,9.83,92.13,31.3,65,32,51.48,29.51,31.3,22.01,31.3,187.46,66,10.93,69.87,28.74,47.9,47.9,83.32,0,176.27,99.8,0,20.12,19.16,1.37,10.18,0,47.9,61.95,36.4,36.4,12.45,1.38,26.82,32,0,1.14,0,10.93,20.69,36.4

63,15:30-15:45,15,9,10,15,27,51,119,35.03,10,81.73,32.88,58,29,47.11,30,32.88,21.81,27,175.17,62,9.95,69.87,28.74,47.9,47.9,83.32,0,183.94,99.8,0,20.12,19.16,1.37,9.27,0,47.9,61.95,36.4,36.4,12.45,1.38,26.82,32,0,1.14,0,9.95,20.69,36.4

64,15:45-16:00,15,9.67,10.17,15,24,46,109,31.45,10.17,70.65,32.92,51,25,42.36,30.49,32.92,21.41,18.99,157.26,55,8.74,69.87,28.74,47.9,47.9,83.32,0,183.94,99.8,0,20.12,19.16,1.37,8.15,0,47.9,61.95,36.4,36.4,12.45,1.38,26.82,32,0,1.14,0,8.74,20.69,36.4

65,16:00-16:15,15,10.33,10.33,15,23,40,95,27.28,10.33,59.03,33,43,21,37.21,31.01,33,21.01,11,136.4,48,7.5,65.74,28.74,47.9,47.9,83.32,0,191.6,99.8,0,20.12,19.16,1.47,6.99,0,47.9,61.95,36.4,36.4,12.45,1.43,26.82,32,0,1.14,0,7.5,20.69,36.4

66,16:15-16:30,15,10.67,10.5,15,19,33,77,23.11,10.5,46.99,33,35,17,31.87,31.5,33,20.61,5,115.54,42,6.18,65.74,28.74,47.9,47.9,83.32,0,199.26,99.8,0,20.12,19.16,1.47,5.75,0,47.9,61.95,36.4,36.4,12.45,1.43,26.82,32,0,1.14,0,6.18,20.69,36.4

67,16:30-16:45,21.66,11.33,10.67,21.67,13,25,60,18.94,10.67,34.98,33,25,13,26.44,31.99,25.99,20.21,1,94.68,35,4.71,74.19,28.74,47.9,47.9,100.04,0,207.89,99.8,0,20.12,19.16,1.47,4.38,0,47.9,61.95,36.4,36.4,12.45,1.43,26.82,32,0,1.14,0,4.71,21.19,36.4

68,16:45-17:00,21.34,11.67,11,21.33,8,18,42,14.76,11,24.03,31.26,17,8,21.01,33,15.32,19.81,0,73.82,27,2.6,82.65,28.74,47.9,47.9,100.04,0,207.89,99.8,0,20.12,19.16,1.47,2.42,0,47.9,72.41,36.4,36.4,12.45,1.43,26.82,32,0,1.14,0,2.6,21.19,36.4

69,17:00-17:15,20.66,15,10.83,20.67,4,12,28,11.55,10.83,15.13,16.77,7,4,15.79,32.51,8.69,19.41,0,57.77,17,1.66,91.1,28.74,47.9,47.9,130.05,0,207.89,99.8,0,20.12,19.16,1.47,1.55,0,47.9,86.41,36.4,43.11,14.37,1.52,26.82,32,0,1.22,0,1.66,22.21,36.4

70,17:15-17:30,19.66,15,10.67,19.67,2,6,14,8.34,10.67,8.72,7,3,1,11.08,31.99,4.32,19.01,0,41.71,10,0.94,114.58,28.74,47.9,47.9,130.05,0,207.89,99.8,0,20.12,19.16,1.47,0.87,0,47.9,86.41,36.4,43.11,14.37,1.52,26.82,32,0,1.22,0,0.94,23.21,36.4

71,17:30-17:45,28.34,13.33,11,28.33,0,3,7,5.13,11,3.56,1.43,1,0,7.13,33,2.06,18.81,0,25.66,7,0.42,114.58,28.74,47.9,47.9,130.05,0,207.89,99.8,0,20.12,19.16,1.47,0.39,0,47.9,86.41,27.44,43.11,14.37,1.52,26.82,32,0,1.22,0,0.42,25.23,27.44

