Block,Time,LT-31,L_NR_2023_04,L_NR_2020_02,LT-59,L_NR_2012_02,SH-07,L_NR_2018_61,LT-36,LT-05,L_NR_2019_11,LT-35,L_NR_2012_01,L_NR_2012_07,L_NR_2012_04,SH-06,L_NR_2019_07,L_NR_2019_06,L_NR_2021_17,L_NR_2021_16,L_NR_2022_09,L_NR_2019_05,L_NR_2021_12,L_NR_2020_05,L_NR_2023_07,L_NR_2022_10,L_NR_2020_06,L_NR_2021_13,L_NR_2022_08,L_NR_2021_15,L_NR_2023_10,L_NR_2021_14,L_NR_2020_07,L_NR_2019_19
34,08:15-08:30,6.000000,30.660000,10.490000,10.370000,201.100000,26.060000,7.02,6.150000,115.820000,10.750000,6.000000,72.140000,46.840000,271.430000,30.880000,32.34,32.33,13.67,27.33,80,32.33,74.98,115,77,80,38.33,14.99,36.67,20.17,33,33.37,38.34,39.710144

35,08:30-08:45,6.980000,30.660000,10.490000,10.370000,201.100000,26.060000,7,7.160000,115.820000,10.750000,6.980000,48.260000,46.840000,271.430000,30.880000,32.5,32.5,15.67,31.33,80,32.5,85.99,115,87.5,80,38.33,17.2,36.67,23.76,37.5,39.13,38.34,43.718216

36,08:45:09:00,7.960000,31.630000,10.490000,10.370000,201.100000,26.060000,6.05,8.170000,115.820000,10.750000,7.960000,48.260000,46.840000,271.430000,30.880000,32.5,32.5,19.66,39.34,80,32.5,99.59,115,98,80,38.33,19.92,36.67,27.24,42,43.33,38.34,47.88232

37,09:00:09:15,8.810000,27.590000,10.390000,10.290000,201.100000,26.060000,6.08,9.020000,115.820000,10.750000,8.810000,77.210000,55.980000,271.430000,30.880000,32.74,32.73,22,44,80,32.73,113.5,115,108.5,80,38.33,22.7,36.67,30.68,46.5,48.87,38.34,51.363784

38,09:15-09:30,9.590000,28.560000,10.390000,10.290000,201.100000,26.060000,6.05,9.830000,115.820000,10.750000,9.590000,101.090000,55.980000,271.430000,30.880000,32.74,32.73,25,50,80,32.73,150.38,115,122.5,80,38.33,30.08,36.67,33.83,52.5,54.2,38.34,54.065088

39,09:30-09:45,10.450000,28.560000,10.390000,10.290000,201.100000,26.060000,6.19,10.710000,115.820000,10.750000,10.450000,101.090000,55.980000,271.430000,30.880000,32.9,32.9,26,52,81.67,32.9,169.5,120,133,81.67,40,33.9,40,36.69,57,59.2,40,56.493336

40,09:45-10:00,10.970000,29.520000,10.390000,10.290000,201.100000,26.060000,6.15,11.250000,115.820000,10.750000,10.970000,101.090000,55.980000,271.430000,30.880000,32.9,32.9,27.66,55.34,81.67,32.9,188.61,120,143.5,81.67,40,37.72,40,39.4,61.5,63.57,40,58.551008

41,10:00-10:15,11.630000,29.480000,11.880000,10.290000,201.100000,26.060000,6.14,11.930000,115.820000,10.750000,11.630000,101.090000,55.980000,271.430000,26.060000,32.9,32.9,30.66,61.34,81.67,32.9,206.32,120,154,81.67,40,41.26,40,41.79,66,67.77,40,61.1938

42,10:15-10:30,12.130000,29.480000,11.880000,10.290000,201.100000,26.060000,6.16,12.430000,115.820000,10.750000,12.130000,101.090000,55.980000,271.430000,26.060000,32.9,32.9,34,68,81.67,32.9,224.03,120,161,81.67,40,44.81,40,43.79,69,71.83,40,64.70452

43,10:30-10:45,12.510000,29.480000,11.880000,10.290000,201.100000,26.060000,6.09,12.830000,115.820000,10.750000,12.510000,101.090000,55.980000,271.430000,26.060000,32.9,32.9,35.66,71.34,81.67,32.9,229.17,120,168,81.67,40,45.83,40,44,72,74.33,40,68.16648

44,10:45-11:00,13.000000,29.480000,11.880000,10.290000,201.100000,26.060000,6.05,13.320000,115.820000,10.750000,13.000000,101.090000,55.980000,271.430000,26.060000,32.9,32.9,35.66,71.34,81.67,32.9,229.17,120,164.5,81.67,40,45.83,40,44.7,70.5,77.33,40,71.199352

45,11:00-11:15,13.350000,29.480000,11.880000,10.330000,201.100000,26.060000,6.06,13.690000,115.820000,10.750000,13.350000,101.090000,55.980000,271.430000,26.060000,32.9,32.9,36.66,73.34,81.67,32.9,229.17,120,168,81.67,40,45.83,40,45,72,80,40,72.398848

46,11:15-11:30,13.610000,29.480000,11.880000,10.330000,201.100000,26.060000,6.13,13.940000,115.820000,10.750000,13.610000,101.090000,55.980000,271.430000,26.060000,32.9,32.9,37,74,81.67,32.9,229.17,120,171.5,81.67,40,45.83,40,45.8,73.5,81,40,71.491912

47,11:30-11:45,13.730000,29.480000,0.000000,10.330000,201.100000,26.060000,6.1,14.080000,115.820000,10.750000,13.730000,101.090000,55.980000,271.430000,26.060000,32.9,32.9,37.33,74.67,81.67,32.9,229.17,120,175,81.67,40,45.83,40,46.5,75,82.03,40,70.058368

48,11:45-12:00,13.730000,29.480000,0.000000,10.330000,201.100000,26.060000,6.07,14.080000,115.820000,10.750000,13.730000,101.090000,41.000000,271.430000,26.060000,32.9,32.9,37.33,74.67,81.67,32.9,229.17,120,175,81.67,40,45.83,40,46.5,75,82.2,40,68.70284

49,12:00-12:15,13.210000,29.480000,0.000000,10.330000,201.100000,30.880000,6.05,13.540000,115.820000,10.750000,13.210000,101.090000,41.000000,271.430000,26.060000,32.9,32.9,37.33,74.67,81.67,32.9,229.17,120,175,81.67,40,45.83,40,46.5,75,82.53,40,85.03744

50,12:15-12:30,13.210000,29.480000,0.000000,10.330000,201.100000,30.880000,6.12,13.540000,115.820000,10.750000,13.210000,101.090000,41.000000,271.430000,26.060000,32.9,32.9,37.33,74.67,81.67,32.9,229.17,120,175,81.67,40,45.83,40,43,75,84.3,40,83.174808

51,12:30-12:45,13.210000,29.480000,0.000000,10.330000,201.100000,30.880000,6.09,13.540000,115.820000,10.750000,13.210000,101.090000,41.000000,271.430000,26.060000,32.9,32.9,37.33,74.67,81.67,32.9,229.17,120,178.5,81.67,40,45.83,40,44.5,76.5,84,40,80.717304

52,12:45-13:00,13.210000,29.480000,0.000000,10.330000,201.100000,30.880000,6.13,13.540000,115.820000,10.750000,13.210000,101.090000,41.000000,271.430000,26.060000,32.9,32.9,37.33,74.67,81.67,32.9,229.17,120,178.5,81.67,40,45.83,40,44.5,76.5,84.33,40,78.152528

53,13:00-13:15,13.210000,29.480000,0.000000,10.330000,201.100000,30.880000,7.14,13.540000,85.170000,10.750000,13.210000,101.090000,55.980000,271.430000,26.060000,32.9,32.9,37.33,74.67,81.67,32.9,229.17,120,178.5,81.67,40,45.83,40,44.5,76.5,83.97,40,76.367912

54,13:15-13:30,13.160000,29.480000,0.000000,10.330000,201.100000,30.880000,8.53,13.480000,85.170000,10.750000,13.160000,101.090000,55.980000,271.430000,26.060000,32.9,32.9,37.33,74.67,81.67,32.9,229.17,120,178.5,81.67,40,45.83,40,44.5,76.5,83.63,40,75.617008

55,13:30-13:45,12.960000,29.480000,0.000000,10.330000,201.100000,30.880000,11.14,13.280000,85.170000,10.750000,12.960000,101.090000,41.000000,271.430000,26.060000,32.9,32.9,37.33,74.67,81.67,32.9,229.17,120,178.5,81.67,40,45.83,33.15,44.5,76.5,83.2,40,81.390192

56,13:45-14:00,11.840000,29.480000,0.000000,10.330000,201.100000,30.880000,13.72,12.140000,85.170000,10.750000,11.840000,101.090000,41.000000,271.430000,26.060000,32.9,32.9,37.33,74.67,81.67,32.9,229.17,120,178.5,81.67,40,45.83,33.15,44,76.5,81.97,40,79.410536

57,14:00-14:15,11.590000,29.480000,0.000000,10.330000,201.100000,30.880000,24.47,11.880000,85.170000,10.750000,11.590000,101.090000,55.980000,271.430000,26.060000,32.9,32.9,35.66,71.34,81.67,32.9,229.17,120,171.5,81.67,40,45.83,33.15,41.5,73.5,81.33,40,76.670224

58,14:15-14:30,11.330000,29.480000,0.000000,10.330000,201.100000,30.880000,24.07,11.600000,115.820000,10.750000,11.330000,101.090000,55.980000,271.430000,26.060000,32.9,32.9,34,68,81.67,32.9,229.17,120,168,81.67,40,45.83,33.15,38.68,72,79.8,40,73.695864

59,14:30-14:45,11.100000,29.480000,0.000000,10.330000,201.100000,30.880000,23.87,11.370000,115.820000,10.750000,11.100000,101.090000,55.980000,271.430000,26.060000,32.9,32.9,32.33,64.67,81.67,32.9,229.17,120,164.5,81.67,40,45.83,38.55,38.19,70.5,77.67,40,70.40944

60,14:45-15:00,10.690000,29.480000,0.000000,10.330000,201.100000,30.880000,22.98,10.950000,115.820000,10.750000,10.690000,101.090000,55.980000,271.430000,26.060000,32.9,32.9,27.33,54.67,81.67,32.9,229.17,120,157.5,81.67,40,45.83,38.55,37.57,67.5,74.47,40,66.0698

61,15:00-15:15,10.380000,29.480000,0.000000,10.330000,261.160000,30.880000,21.81,10.640000,115.820000,10.750000,10.380000,101.090000,55.980000,271.430000,26.060000,32.9,32.9,25,50,81.67,32.9,225.48,120,150.5,81.67,40,45.09,38.55,36.81,64.5,71,40,64.012128

62,15:15-15:30,9.840000,29.480000,0.000000,10.330000,261.160000,30.880000,20.83,10.080000,115.820000,10.750000,9.840000,101.090000,55.980000,271.430000,26.060000,32.9,32.9,23.33,46.67,80,32.9,210.58,120,143.5,80,40,42.11,38.55,35.88,61.5,67.23,40,59.63348

63,15:30-15:45,9.310000,29.480000,0.000000,10.330000,261.160000,30.880000,20.47,9.550000,115.820000,10.750000,9.310000,101.090000,55.980000,271.430000,26.060000,32.9,32.9,22.33,44.67,80,32.9,195.68,120,129.5,80,40,39.14,36.67,34.57,55.5,63.23,40,54.41616

64,15:45-16:00,8.750000,29.480000,0.000000,10.330000,261.160000,30.880000,20.07,8.970000,115.820000,10.750000,8.750000,101.090000,55.980000,271.430000,26.060000,32.9,32.9,21,42,80,32.9,180.78,120,119,80,40,36.16,36.67,32,51,58.93,40,48.681984

65,16:00-16:15,8.070000,29.480000,0.000000,10.330000,261.160000,24.010000,19.53,8.280000,115.820000,10.750000,8.070000,101.090000,74.000000,271.430000,26.060000,32.9,32.9,20.33,40.67,80,32.9,162.34,120,105,80,40,32.47,36.67,29.32,45,53.77,40,43.259872

66,16:15-16:30,7.310000,29.480000,0.000000,10.330000,261.160000,24.010000,18.81,7.500000,115.820000,10.750000,7.310000,101.090000,74.000000,271.430000,26.060000,32.9,32.9,18.33,36.67,80,32.9,143.9,120,94.5,80,40,28.78,36.67,27.18,40.5,48.97,40,38.13032

67,16:30-16:45,6.460000,29.480000,0.000000,10.330000,261.160000,24.010000,18.07,6.620000,115.820000,10.750000,6.460000,101.090000,74.000000,271.430000,26.060000,32.9,32.9,18.33,36.67,80,32.9,125.46,120,80.5,80,40,25.09,36.67,23.75,34.5,43.67,40,32.893496

68,16:45-17:00,5.640000,29.480000,0.000000,10.330000,261.160000,24.010000,17.17,5.790000,115.820000,10.750000,5.640000,101.090000,74.000000,271.430000,26.060000,25.76,33,15,30,80,33,107.02,120,70,80,40,21.4,38.33,21.18,30,37.73,40,27.539648

69,17:00-17:15,4.940000,30.490000,0.000000,10.330000,261.160000,24.010000,17.84,5.060000,115.820000,10.750000,4.940000,101.090000,74.000000,271.430000,26.060000,20.61,33,15,30,78.33,31.1,93.11,115,59.5,78.33,38.33,18.62,38.33,17.91,25.5,31.87,38.34,22.224808

70,17:15-17:30,4.070000,30.490000,0.000000,10.330000,261.160000,24.010000,15.82,4.170000,115.820000,10.750000,4.070000,101.090000,74.000000,271.430000,26.060000,15.45,30.1,13,26,78.33,21.6,79.21,115,48.21,78.33,38.33,15.84,38.33,17,20.66,26.43,38.34,17.222032

71,17:30-17:45,3.290000,30.490000,0.000000,10.330000,261.160000,24.010000,12.05,3.370000,85.170000,10.750000,3.290000,101.090000,74.000000,271.430000,26.060000,9,18.62,12.67,25.33,78.33,12.96,65.31,115,37.25,78.33,38.33,13.06,38.33,15,15.96,20.93,38.34,12.658096

72,17:45-18:00,2.430000,30.490000,0.000000,10.330000,261.160000,19.550000,9.73,2.480000,115.820000,10.750000,2.430000,101.090000,74.000000,271.430000,26.060000,2.78,9.72,12,24,78.33,8.64,51.41,115,28.04,78.33,38.33,10.28,38.33,11,12.02,15.83,38.34,8.757296

73,18:00-18:15,1.770000,30.490000,0.000000,10.330000,261.160000,14.730000,9.49,1.810000,115.820000,10.750000,1.770000,101.090000,74.000000,271.430000,30.880000,0,0,10.33,20.67,78.33,0,40.77,115,20.03,78.33,38.33,8.15,38.33,8.33,8.59,11.1,38.34,4.915008

74,18:15-18:30,1.250000,30.490000,0.000000,10.330000,261.160000,14.730000,9.04,1.280000,115.820000,10.750000,1.250000,101.090000,74.000000,271.430000,30.880000,0,0,8.33,16.67,78.33,0,30.13,115,12.89,78.33,38.33,6.03,38.33,5.69,5.53,7.13,38.34,2.29172

75,18:30-18:45,0.710000,30.490000,0.000000,10.330000,261.160000,14.730000,8.59,0.730000,115.820000,10.750000,0.710000,101.090000,74.000000,271.430000,30.880000,0,0,5.67,11.33,73.12,0,19.49,107.51,7.08,73.12,35.84,3.9,34.36,3.58,3.03,3.07,35.83,0.92644

76,18:45-19:00,0.310000,30.490000,0.000000,10.330000,261.160000,14.730000,7.73,0.320000,115.820000,10.750000,0.310000,101.090000,74.000000,271.430000,30.880000,0,0,4.67,9.33,71.25,0,8.86,107.11,3.3,71.25,35.71,1.77,33.48,2,1.41,0.33,35.7,0.2438

77,19:00-19:15,0.110000,30.490000,0.000000,10.330000,261.160000,30.880000,7.2,0.110000,115.820000,10.750000,0.110000,101.090000,74.000000,271.430000,30.880000,0,0,3.33,6.67,69.99,0,4.98,105.22,0.97,69.99,35.07,1,32.89,0.87,0.41,0.03,35.08,0

78,19:15-19:30,0.000000,30.490000,0.000000,10.330000,261.160000,30.880000,24.07,0.000000,115.820000,10.750000,0.000000,101.090000,74.000000,271.430000,30.880000,0,0,1.67,3.33,68.25,0,2.22,102.6,0,68.25,34.2,0.44,32.07,0.19,0,0,34.2,0

79,19:30-19:45,0.000000,30.490000,0.000000,10.330000,261.160000,30.880000,23.73,0.000000,115.820000,10.750000,0.000000,101.090000,74.000000,271.430000,30.880000,0,0,0.33,0.67,66.95,0,0.55,100.65,0,66.95,33.55,0.11,31.46,0,0,0,33.55,0

80,19:45-20:00,0.000000,30.490000,0.000000,10.330000,261.160000,30.880000,23.27,0.000000,115.820000,10.750000,0.000000,101.090000,74.000000,271.430000,30.880000,0,0,0,0,65.24,0,0,98.08,0,65.24,32.69,0,30.66,0,0,0,32.71,0

81,20:00-20:15,0.000000,30.540000,0.000000,10.330000,261.160000,30.880000,22.66,0.000000,115.820000,10.750000,0.000000,101.090000,74.000000,271.430000,30.880000,0,0,0,0,65.26,0,0,93.21,0,65.26,31.07,0,30.67,0,0,0,31.06,0

82,20:15-20:30,0.000000,30.540000,0.000000,10.330000,261.160000,30.880000,9.86,0.000000,115.820000,10.750000,0.000000,101.090000,74.000000,271.430000,30.880000,0,0,0,0,64.93,0,0,92.74,0,64.93,30.91,0,30.51,0,0,0,30.91,0

83,20:30-20:45,0.000000,30.540000,0.000000,10.330000,261.160000,30.880000,10.24,0.000000,115.820000,10.750000,0.000000,101.090000,74.000000,271.430000,30.880000,0,0,0,0,75,0,0,92.22,0,75,30.74,0,30.35,0,0,0,30.75,0

84,20:45-21:00,0.000000,30.540000,0.000000,10.330000,261.160000,30.880000,10.52,0.000000,115.820000,10.750000,0.000000,101.090000,74.000000,271.430000,30.880000,0,0,0,0,75,0,0,105.43,0,75,35.15,0,33.54,0,0,0,35.14,0

85,21:00-21:15,0.000000,29.570000,0.000000,10.330000,261.160000,30.880000,10.75,0.000000,115.820000,10.750000,0.000000,101.090000,74.000000,271.430000,30.880000,0,0,0,0,75,0,0,105.31,0,75,35.1,0,33.5,0,0,0,35.11,0

86,21:15-21:30,0.000000,29.570000,0.000000,10.330000,261.160000,30.880000,11.03,0.000000,115.820000,10.750000,0.000000,101.090000,74.000000,271.430000,30.880000,0,0,0,0,75,0,0,104.72,0,75,34.91,0,33.31,0,0,0,34.91,0

87,21:30-21:45,0.000000,29.570000,0.000000,10.330000,261.160000,30.880000,11.26,0.000000,115.820000,10.750000,0.000000,101.090000,74.000000,271.430000,30.880000,0,0,0,0,75,0,0,104.62,0,75,34.88,0,33.28,0,0,0,34.87,0

88,21:45-22:00,0.000000,30.620000,0.000000,10.330000,261.160000,30.880000,11.3,0.000000,115.820000,10.750000,0.000000,101.090000,74.000000,271.430000,30.880000,0,0,0,0,74.56,0,0,104.47,0,74.56,34.82,0,33.23,0,0,0,34.83,0

89,22:00-22:15,0.000000,29.660000,0.000000,10.330000,261.160000,30.880000,11.48,0.000000,115.820000,10.750000,0.000000,101.090000,74.000000,271.430000,30.880000,0,0,0,0,72.75,0,0,103.76,0,72.75,34.59,0,33.01,0,0,0,34.58,0

90,22:15-22:30,0.000000,29.660000,0.000000,10.330000,261.160000,30.880000,11.34,0.000000,115.820000,10.750000,0.000000,101.090000,74.000000,271.430000,30.880000,0,0,0,0,71.8,0,0,103.43,0,71.8,34.48,0,32.91,0,0,0,34.46,0

91,22:30-22:45,0.000000,29.660000,0.000000,10.330000,261.160000,30.880000,11.14,0.000000,115.820000,10.750000,0.000000,101.090000,74.000000,271.430000,30.880000,0,0,0,0,71.47,0,0,101.95,0,71.47,33.98,0,32.45,0,0,0,33.99,0

92,22:45-23:00,0.000000,29.660000,0.000000,10.330000,261.160000,30.880000,11.11,0.000000,115.820000,10.750000,0.000000,101.090000,74.000000,271.430000,30.880000,0,0,0,0,70.52,0,0,101.32,0,70.52,33.77,0,32.25,0,0,0,33.79,0

93,23:00-23:15,0.000000,28.690000,0.000000,10.330000,261.160000,30.880000,11.3,0.000000,115.820000,10.750000,0.000000,101.090000,74.000000,271.430000,30.880000,0,0,0,0,67.28,0,0,100.29,0,67.28,33.43,0,31.93,0,0,0,33.43,0

94,23:15-23:30,0.000000,28.690000,0.000000,10.330000,261.160000,30.880000,11.16,0.000000,115.820000,10.750000,0.000000,101.090000,74.000000,271.430000,30.880000,0,0,0,0,63.78,0,0,98.69,0,63.78,32.9,0,31.43,0,0,0,32.89,0

