Column1,Time,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/31032046/L_NR_2020_05,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/L_NR_2019_05,NR/01102023/19072037/LT-05,GNA/NR/2024/09/01/4802,NR/01102023/31052040/LT-31,GNA/NR/2024/09/01/6566,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/09/01/8090,GNA/NR/2024/09/01/7196,GNA/NR/2024/09/01/2171,GNA/NR/2024/09/01/7119,NR/01082024/30092024/LT_MEJA_DELHI,NR/01102023/30042040/GNA_LT_36,NR/30092023/26122029/SH-06,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2024/09/01/6020,GNA/NR/2024/09/01/9821,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2024/09/01/3451,NR/01102023/05012040/L_NR_2020_02,NR/01102023/22052037/LT-59,GNA/NR/2024/09/01/7908,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/26072023/31072042/L_NR_2023_07,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/06022042/L_NR_2012_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/31122025/SH-07,NR/22102023/11042047/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,L_NR_2019_19,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17
28,06:45-07:00,36.67,13,39.5,18.81,17,13.16,36.67,33,13.17,33,70.59,96.85,1.04,24.21,53.27,1.04,12.47,48.42,2.42,24.8,3.58,1.07,26.91,150.61,0,96.85,0,57.82,48.42,4.66,0,21.79,6,5,1.91,14,12.95,171.08,28.26,26.91,8,9.56,9.4,7.94,4

29,07:00-07:15,33,12.34,39.5,19.01,21,13.16,33,33,13.17,33,70.59,96.85,1.7,24.21,53.27,1.7,12.47,48.42,2.42,24.8,3.58,1.75,26.91,150.61,0,96.85,0,57.82,48.42,4.66,0,21.79,9,7,4.69,21,12.95,171.08,28.26,26.91,10,23.47,15.32,10,5

30,07:15-07:30,32,11.66,39.5,19.61,29,13.16,32,33,13.17,33,70.59,96.85,2.38,24.21,53.27,2.38,12.47,48.42,2.42,24.8,3.58,2.44,26.91,150.61,0,96.85,0,57.82,48.42,4.66,0,21.79,12,8,6.22,28,12.95,171.08,29.27,26.91,12,31.12,21.7,13,6

31,07:30-07:45,26.67,10,38,27.01,32.67,12.66,26.67,32.67,12.67,32.66,70.59,96.85,3.08,24.21,53.27,3.08,12.47,48.42,2.42,24.8,3.58,3.16,26.91,150.61,0,96.85,0,57.82,48.42,4.66,0,21.79,16,12,8.91,39,12.95,139.46,29.27,26.91,17,44.58,24.36,17,8

32,07:45-08:00,26,9.34,37.5,27.61,33,12.5,26,33,12.5,33,70.59,96.85,3.88,24.21,53.27,3.88,12.47,48.42,2.42,24.8,3.58,3.98,26.91,150.61,0,96.85,0,57.82,48.42,4.66,0,21.79,21,16,11.86,49,12.95,110.41,29.27,26.91,24,59.33,30.76,20,11

33,08:00-08:15,25.33,11.66,37,28.41,33,12.34,25.33,33,12.33,33,70.59,96.85,4.78,24.21,53.27,4.78,12.47,48.42,2.42,24.8,3.58,4.9,26.91,150.61,0,96.85,0,57.82,48.42,4.66,0,21.79,30,20,15.46,70,12.95,110.41,28.26,26.91,30,77.29,37.35,24,15

34,08:15-08:30,24.67,11.66,36.5,29.01,33,12.16,24.67,33,12.17,33,70.59,96.85,5.68,24.21,53.27,5.68,12.47,48.42,2.42,24.8,3.58,5.83,26.91,150.61,0,96.85,0,57.82,48.42,4.66,0,21.79,36,23,19.37,84,12.95,110.41,28.26,26.91,38,96.86,43.9,31,18

35,08:30-08:45,24,11.66,35,29.61,33,11.66,24,33,11.67,33,70.59,96.85,6.59,24.21,53.27,6.59,12.47,48.42,2.42,24.8,3.58,6.76,26.91,150.61,0,96.85,0,57.82,48.42,4.66,0,21.79,42,26,23.17,98,12.95,110.41,28.26,26.91,45,115.83,50.84,37,21

36,08:45-09:00,23.33,11.66,35,31.61,33,11.66,23.33,33,11.67,33,70.59,96.85,7.49,24.21,53.27,7.49,12.47,48.42,2.42,24.8,3.58,7.67,26.91,150.61,0,96.85,0,57.82,48.42,4.66,0,21.79,48,29,26.77,112,12.95,110.41,28.26,26.91,52,133.86,57.78,44,25

37,09:00-09:15,22.67,15,56,32.41,33,18.66,22.67,33,18.67,33,70.59,96.85,8.33,24.21,53.27,8.33,12.47,48.42,2.42,24.8,3.58,8.54,26.91,150.61,0,96.85,0,57.82,48.42,4.66,0,21.79,54,33,29.86,126,12.95,110.41,28.26,26.91,59,149.3,64.64,52,28

38,09:15-09:30,40,14.34,54,33.01,33,18,40,33,18,33,70.59,96.85,9.17,24.21,53.27,9.17,12.47,48.42,2.42,24.8,3.58,9.4,26.91,150.61,0,96.85,0,57.82,48.42,4.66,0,21.79,60,35,32.84,140,12.95,110.41,27.24,26.91,65,164.23,71.44,57,31

39,09:30-09:45,41.33,13.34,50,35.01,33,16.66,41.33,33,16.67,33,70.59,96.85,10.17,24.21,53.27,10.17,12.47,48.42,2.42,24.8,3.58,10.42,26.91,150.61,0,96.85,0,57.82,48.42,4.66,0,21.79,64,39,35.83,151,12.95,110.41,27.24,26.91,70,179.15,76.99,65,34

40,09:45-10:00,41,13,48.5,35.61,33,16.16,41,33,16.17,33,70.59,96.85,11.2,24.21,53.27,11.2,12.47,48.42,2.42,24.8,3.58,11.48,26.91,150.61,0,96.85,0,57.82,48.42,4.66,0,21.79,69,40,38.81,161,12.95,110.41,28.25,26.91,76,194.08,82.31,72,37

41,10:00-10:15,41.33,12.34,47.5,36.42,33,15.84,41.33,33,15.83,33,70.59,0,12.11,24.21,53.27,12.11,12.47,48.42,2.42,24.8,3.84,12.41,26.91,150.61,0,96.85,0,57.82,0,4.66,0,21.79,72,41,41.09,168,12.95,110.41,28.25,26.91,81,205.48,86.55,77,39

42,10:15-10:30,41.67,11.66,46.5,37.02,33,15.5,41.67,33,15.5,33,70.59,0,13.24,24.21,53.27,13.24,12.47,48.42,2.42,24.8,3.84,13.57,26.91,150.61,0,96.85,0,57.82,0,4.66,0,21.79,75,43,43.38,175,12.95,110.41,27.76,26.91,86,216.88,89.49,82,41

43,10:30-10:45,41.67,14.66,45,37.62,33,15,41.67,33,15,33,70.59,0,13.74,24.21,53.27,13.74,12.47,48.42,2.42,24.8,4.1,14.09,26.91,150.61,0,96.85,0,57.82,0,4.66,0,21.79,78,44,44.72,182,12.95,139.46,27.76,26.91,89,223.58,87.7,85,43

44,10:45-11:00,41.67,14.66,44,38.02,33,14.66,41.67,33,14.67,33,70.59,0,14.15,24.21,53.27,14.15,12.47,48.42,2.42,24.8,4.1,14.51,26.91,150.61,0,96.85,0,57.82,0,4.66,0,21.79,79,45,45.8,186,12.95,171.08,27.76,26.91,90,229.01,84.32,87,43

45,11:00-11:15,41,14.34,42.5,38.42,33,14.16,41,33,14.17,33,70.59,0,14.48,24.21,53.27,14.48,12.47,48.42,2.42,24.8,4.1,14.84,26.91,150.61,0,96.85,0,57.82,0,4.66,0,21.79,81,45,46,189,12.95,171.08,27.76,26.91,91,230,80.19,88,43

46,11:15-11:30,41,13.66,41.5,39.02,33,13.84,41,33,13.83,33,70.59,0,14.68,24.21,53.27,14.68,12.47,48.42,2.42,24.8,4.1,15.04,26.91,150.61,0,96.85,0,57.82,0,4.66,0,21.79,84,45,46,196,12.95,171.08,27.76,26.91,91,230,74.61,89,44

47,11:30-11:45,46.67,19,57.5,42.02,33,19.16,46.67,33,19.17,33,70.59,0,15.03,24.21,53.27,15.03,12.47,48.42,2.42,24.8,4.1,15.4,26.91,193.7,0,96.85,0,57.82,0,4.66,0,21.79,84,46,46,196,12.95,171.08,27.24,26.91,91,230,79.23,90,44

48,11:45-12:00,46.67,18.66,57.5,42.02,33,19.16,46.67,33,19.17,33,70.59,0,15.18,24.21,53.27,15.18,12.47,48.42,2.42,24.8,4.1,15.57,26.91,232.44,0,96.85,0,57.82,0,4.66,0,21.79,84,46,46,196,12.95,171.08,27.24,26.91,91,230,83.29,90,44

49,12:00-12:15,46.67,20,57.5,42.02,33,19.16,46.67,33,19.17,33,70.59,0,15.2,24.21,53.27,15.2,12.47,48.42,2.42,24.8,4.1,15.59,26.91,232.44,0,96.85,0,57.82,0,4.79,0,21.79,84,46,46,196,12.95,171.08,27.24,26.91,91,230,86.67,90,44

50,12:15-12:30,46.33,20,57.5,42.02,33,19.16,46.33,33,19.17,33,70.59,0,15.23,24.21,53.27,15.23,12.47,48.42,2.42,24.8,4.1,15.61,26.91,232.44,0,96.85,0,57.82,0,4.79,0,21.79,84,46,46,196,12.95,171.08,27.24,26.91,91,230,88.73,90,44

51,12:30-12:45,52.67,20,56.5,42.02,33,18.84,52.67,33,18.83,33,70.59,0,15.27,24.21,53.27,15.27,12.47,48.42,2.42,24.8,4.1,15.65,26.91,232.44,0,96.85,0,57.82,0,4.79,0,21.79,84,46,46,196,12.95,171.08,27.24,26.91,91,230,86.74,91,44

52,12:45-13:00,51.67,19.66,55.5,42.02,33,18.5,51.67,33,18.5,33,70.59,0,15.33,24.21,53.27,15.33,12.47,48.42,2.42,24.8,4.1,15.71,26.91,232.44,0,96.85,0,57.82,0,4.79,0,21.79,84,46,46,196,12.95,171.08,27.24,26.91,91,230,84.45,91,44

53,13:00-13:15,51,14,54.5,42.02,33,18.16,51,33,18.17,33,70.59,0,15.21,24.21,53.27,15.21,12.47,48.42,2.42,24.8,4.1,15.59,26.91,193.7,0,96.85,0,57.82,0,4.94,0,21.79,82,45,46,193,12.95,171.08,28.26,26.91,90,230,82.94,91,43

54,13:15-13:30,50.33,14.34,54.5,42.02,33,18.16,50.33,33,18.17,33,70.59,0,15.12,24.21,53.27,15.12,12.47,48.42,2.42,24.8,4.1,15.5,26.91,193.7,0,96.85,0,57.82,0,4.94,0,21.79,82,45,46,193,12.95,171.08,28.26,26.91,90,230,82.13,91,43

55,13:30-13:45,49.33,14.34,46.5,42.02,33,15.5,49.33,33,15.5,33,70.59,0,15.07,24.21,53.27,15.07,12.47,48.42,2.42,24.8,3.84,15.44,26.91,232.44,0,96.85,0,57.82,0,4.94,0,21.79,82,44,46,193,12.95,171.08,28.26,26.91,90,230,76.95,90,43

56,13:45-14:00,48,14.34,47.5,42.02,33,15.84,48,33,15.83,33,70.59,0,15.7,24.21,53.27,15.7,12.47,48.42,2.42,24.8,3.84,16.1,26.91,232.44,0,96.85,0,57.82,0,4.94,0,21.79,82,44,46,193,12.95,171.08,28.26,26.91,89,230,76.93,90,43

57,14:00-14:15,46.67,14.66,47.5,42.02,33,15.84,46.67,33,15.83,33,70.59,0,15.53,24.21,53.27,15.53,12.47,48.42,2.42,24.8,3.84,15.92,26.91,232.44,0,96.85,0,57.82,0,5.22,0,21.79,78,43,46,182,13.22,171.08,28.26,26.91,88,230,75.55,88,42

58,14:15-14:30,45.67,15,48.5,42.02,33,16.16,45.67,33,16.17,33,70.59,0,14.71,24.21,53.27,14.71,12.47,48.42,2.42,24.8,3.84,15.07,26.91,232.44,0,96.85,0,57.82,0,5.22,0,21.79,78,42,46,182,13.22,171.08,28.76,26.91,88,230,73.77,86,42

59,14:30-14:45,38.33,15,41.5,42.02,33,13.84,38.33,33,13.83,33,70.59,0,14.09,24.21,77.48,14.09,12.47,48.42,2.42,24.8,3.84,14.44,26.91,273.84,0,96.85,0,76.79,0,5.22,0,21.79,75,40,45.79,175,13.22,227.19,28.76,26.91,87,228.95,70.83,82,41

60,14:45-15:00,36.67,15,42.5,42.02,33,14.16,36.67,33,14.17,33,70.59,0,13.48,24.21,77.48,13.48,12.47,48.42,2.42,24.8,3.84,13.81,26.91,273.84,0,96.85,0,76.79,0,5.22,0,21.79,75,39,43.51,175,13.22,227.19,28.76,26.91,83,217.56,67.64,78,40

61,15:00-15:15,35.67,15,42.5,42.02,33,14.16,35.67,33,14.17,33,70.59,0,12.65,24.21,100.9,12.65,12.47,48.42,2.42,24.8,3.84,12.97,26.91,273.84,0,96.85,0,76.79,0,5.59,0,21.79,72,38,40.62,168,13.22,227.19,28.76,26.91,76,203.1,61.98,68,37

62,15:15-15:30,34,15,43,42.02,33,14.34,34,33,14.33,33,70.59,0,11.79,24.21,100.9,11.79,12.47,48.42,2.42,24.8,3.84,12.09,26.91,273.84,0,96.85,0,76.79,0,5.59,0,21.79,69,35,37.73,161,13.22,227.19,28.76,26.91,72,188.63,57.22,65,35

63,15:30-15:45,33.33,14.66,44,42.02,33,14.66,33.33,33,14.67,33,70.59,0,10.38,24.21,100.9,10.38,12.47,48.42,2.42,24.8,3.84,10.65,26.91,273.84,0,96.85,0,76.79,0,5.59,0,21.79,60,33,34.83,140,13.22,227.19,28.26,26.91,66,174.17,50.58,57,31

64,15:45-16:00,37.33,14.34,45,42.02,33,15,37.33,33,15,33,70.59,0,9.57,24.21,100.9,9.57,12.47,48.42,2.42,24.8,3.84,9.81,26.91,273.84,0,96.85,0,76.79,0,5.59,0,21.79,57,30,31.94,133,13.22,227.19,28.26,26.91,58,159.71,44.03,53,28

65,16:00-16:15,37.33,11.66,37.5,42.02,33,12.5,37.33,33,12.5,33,70.59,0,7.6,24.21,100.9,7.6,12.47,48.42,2.42,24.8,3.84,7.79,26.91,273.84,0,96.85,0,76.79,0,5.96,0,21.79,55,25,24.74,130,13.68,227.19,28.26,26.91,51,123.7,37.92,47,24

66,16:15-16:30,37.67,11.66,39,42.02,33,13,37.67,33,13,33,70.59,0,6.73,24.21,100.9,6.73,12.47,48.42,2.42,24.8,3.84,6.9,26.91,273.84,0,96.85,0,76.79,0,5.96,0,21.79,48,23,22.05,112,13.68,227.19,28.26,26.91,44,110.26,32.23,43,21

67,16:30-16:45,38.33,12,39.5,42.02,33,13.16,38.33,33,13.17,33,70.59,0,5.93,24.21,100.9,5.93,12.47,48.42,2.42,24.8,3.84,6.08,26.91,273.84,0,96.85,0,76.79,0,5.96,0,21.79,40,22,19.36,95,13.68,227.19,28.26,26.91,38,96.82,27.11,38,18

68,16:45-17:00,39,12.66,40.5,42.02,25,13.5,39,33,13.5,33,70.59,0,5.05,24.21,100.9,5.05,12.47,48.42,2.42,24.8,3.84,5.18,26.91,273.84,0,96.85,0,76.79,0,5.96,0,21.79,33,17,16.68,77,13.68,227.19,28.26,26.91,32,83.38,23.44,35,15

69,17:00-17:15,39,12.66,40.5,42.02,17,13.5,39,33,13.5,33,70.59,96.85,4.2,24.21,100.9,4.2,12.47,48.42,2.42,24.8,3.59,4.31,26.91,273.84,0,96.85,0,76.79,48.42,6.33,0,21.79,28,14,13.99,67,13.68,227.19,28.26,26.91,26,69.95,19.63,27,12

70,17:15-17:30,38.67,13,40.5,42.02,9,13.5,38.67,33,13.5,33,70.59,96.85,3.43,24.21,100.9,3.43,12.47,48.42,2.42,24.8,3.59,3.51,26.91,273.84,0,96.85,0,76.79,48.42,6.33,0,21.79,24,11,11.3,56,13.68,227.19,28.26,26.91,20,56.52,15.68,23,10

71,17:30-17:45,38.33,13.34,40,42.02,3,13.34,38.33,33,13.33,33,70.59,96.85,2.62,24.21,100.9,2.62,12.47,48.42,2.42,24.8,0,2.68,26.91,273.84,0,96.85,0,76.79,48.42,6.33,0,21.79,18,9,8.62,42,13.68,227.19,29.27,26.91,17,43.08,10.32,18,8

72,17:45-18:00,38,13.66,40,42.02,0,13.34,38,28.36,13.33,27.84,70.59,96.85,1.88,24.21,100.9,1.88,12.47,48.42,2.42,24.8,0,1.93,26.91,273.84,0,96.85,0,76.79,48.42,6.33,0,21.79,12,7,5.93,28,13.68,227.19,29.27,26.91,12,29.66,5.65,15,5

73,18:00-18:15,39,13.34,37.5,42.02,0,12.5,39,0,12.5,0,70.59,96.85,1.43,24.21,90.41,1.43,12.47,48.42,2.42,24.8,0,1.47,26.91,273.84,0,96.85,0,72.64,48.42,6.8,0,21.79,7,6,4.11,18,13.68,227.19,29.27,26.91,9,20.54,1.81,12,5

74,18:15-18:30,38.33,12.66,35.5,42.02,0,11.84,38.33,0,11.83,0,70.59,96.85,1.02,24.21,90.41,1.02,12.47,48.42,2.42,24.8,0,1.05,26.91,273.84,0,96.85,0,72.64,48.42,6.8,0,21.79,4,5,2.63,11,13.68,227.19,29.27,26.91,3,13.14,0,8,2

75,18:30-18:45,37,15,34.5,44.02,0,11.5,37,0,11.5,0,70.59,96.85,0.52,24.21,90.41,0.52,12.47,48.42,2.42,24.8,0,0.53,26.91,273.84,0,96.85,0,72.64,48.42,6.8,0,21.79,3,3,1.48,7,13.68,227.19,30.28,26.91,1,7.39,0,6,1

76,18:45-19:00,35.33,14.66,33.5,44.02,0,11.16,35.33,0,11.17,0,70.59,96.85,0.19,24.21,90.41,0.19,12.47,48.42,2.42,24.8,0,0.2,26.91,273.84,0,96.85,0,77.48,48.42,6.8,0,21.79,1,2,0.29,4,13.68,262.95,30.28,26.91,0,1.45,0,4,0

77,19:00-19:15,30.67,14.34,32.5,44.02,0,10.84,30.67,0,10.83,0,66.42,96.85,0.06,24.21,90.41,0.06,12.47,48.42,2.42,24.8,0,0.06,26.33,273.84,0,96.85,0,77.48,48.42,6.7,0,21.79,0,1,0.16,1,14.6,262.95,30.28,26.91,0,0.82,0,2,0

