Time,Block,NR/2023/13254/A,NR/2023/16191/A,NR/2023/13387/A,NR/2023/13148/A,NR/2023/17202/C,NR/2023/17209/C,NR/2023/16185/A,NR/2023/13242/A,NR/2023/13165/A,NR/2023/17237/C,NR/2023/17207/C,NR/2023/17198/C,NR/2023/13150/A,NR/2023/13253/A,NR/2023/17190/D,NR/2023/16077/A,NR/2023/15770/A,NR/2023/16993/F,NR/2023/17193/D,NR/2023/16291/F,NR/2023/13383/A,NR/2023/17212/C,NR/2023/16073/A,NR/2023/13385/A,NR/2023/17186/D,NR/2023/17205/C,Total
89,22:00-22:15,19.470000,77.740000,99.330000,36.210000,7.060000,47.980000,38.390000,29.370000,22.070000,95.970000,191.940000,11.730000,62.570000,47.980000,0.000000,117.560000,62.380000,51.440000,0.000000,0.770000,50.380000,276.390000,0.000000,49.660000,0,0,1396.39

90,22:15-22:30,19.470000,77.740000,99.330000,36.210000,7.060000,47.980000,38.390000,29.370000,22.070000,95.970000,191.940000,11.730000,62.570000,47.980000,0.000000,117.560000,62.380000,51.440000,0.000000,0.770000,50.380000,312.860000,0.000000,49.660000,0,0,1432.86

91,22:30-22:45,19.470000,77.740000,99.330000,36.210000,7.060000,47.980000,38.390000,29.370000,22.070000,95.970000,191.940000,11.730000,62.570000,47.980000,0.000000,117.560000,62.380000,51.440000,0.000000,0.770000,50.380000,346.450000,0.000000,49.660000,0,0,1466.45

92,22:45-23:00,19.470000,77.740000,99.330000,36.210000,7.060000,47.980000,38.390000,29.370000,22.070000,95.970000,191.940000,11.730000,62.570000,47.980000,0.000000,117.560000,62.380000,51.440000,0.000000,0.770000,50.380000,355.090000,0.000000,49.660000,0,0,1475.09

93,23:00-23:15,19.470000,77.740000,99.330000,36.210000,6.060000,47.980000,38.390000,29.370000,22.070000,95.970000,191.940000,11.730000,62.570000,47.980000,0.000000,117.560000,62.380000,51.440000,0.000000,0.770000,50.380000,355.090000,0.000000,49.660000,0,0,1474.09

94,23:15-23:30,19.470000,77.740000,99.330000,36.210000,6.060000,47.980000,38.390000,29.370000,22.070000,95.970000,191.940000,11.730000,62.570000,47.980000,0.000000,117.560000,62.380000,51.440000,0.000000,0.770000,50.380000,355.090000,0.000000,49.660000,0,0,1474.09

95,23:30-23:45,19.470000,77.740000,99.330000,36.210000,6.060000,47.980000,38.390000,29.370000,22.070000,95.970000,191.940000,11.730000,62.570000,47.980000,0.000000,117.560000,62.380000,51.440000,0.000000,0.770000,50.380000,355.090000,0.000000,49.660000,0,0,1474.09

96,23:45-24:00,19.470000,77.740000,99.330000,36.210000,6.060000,47.980000,38.390000,29.370000,22.070000,95.970000,191.940000,11.730000,62.570000,47.980000,0.000000,117.560000,62.380000,51.440000,0.000000,0.770000,50.380000,351.250000,0.000000,49.660000,0,0,1470.25

