Block,Time Block,BSIUL,CHAMERA3,BRBCL,CHAMERA2,CHAMERA1,DHAULIGNGA,DADRT2,JHAJJAR,FSTPP I & II,DULHASTI,KGSU1AND2,KGSU3AND4,KHSTPP-II,KHSTPP-I,KKNPPU2,KKNP,KISHANGANGA,KOLDAM,KOTESHWR,KUDGI,MAPS,NLCEXP,NAPP,NJPC,NLCIIST1,NLCIIST2,NLCTS2EXP,NNTPP,RAMPUR,NTPL,PARBATI3,RIHAND3,RAPPB,RIHAND2,RIHAND1,RAPPC,SASAN,RSTPSU1TO6,RSTPSU7,SEWA2,SALAL,SINGRAULI_HYDRO,SIMHST1,SIMHST2,SINGRAULI,TALST2,TALA,TANAKPUR,TelanganaSTPP,TEHRI,TANDA2,UNCHAHAR1,UNCHAHAR3,UNCHAHAR2,VALLURNTECL,UNCHAHAR4,URI2,URI,ANTA_GF,ANTA_CRF,AURY_GF,AURY_CRF,AURY_RF,ANTA_RF,AURY_LF,ANTA_LF,DADRI_CRF,DADRI_RF,DADRI_LF,DADRI_GF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0,0,15.63,2.32,0,8.8,290.02,236.97,12.55,15.91,0,0,106.35,31.19,0,0,0,0,8.56,0,0,0,40.43,0,0,0,0,0,0,0,0,120.03,0,114.66,88.83,50.23,404.32,0,0,0,76.64,0,0,0,134.86,0,0,6.18,0,14.41,0,14.96,0,30.67,0,0,4.41,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

7,01:30-01:45,0,0,13.88,2.32,0,8.8,266.06,236.97,12.55,15.91,0,0,106.35,31.19,0,0,0,0,8.56,0,0,0,40.43,0,0,0,0,0,0,0,0,120.03,0,114.66,88.83,50.23,404.32,0,0,0,76.64,0,0,0,134.86,0,0,11.5,0,14.41,0,14.96,0,30.67,0,0,4.41,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

8,01:45-02:00,0,0,14.13,2.32,0,8.8,266.06,236.97,12.55,15.91,0,0,106.35,31.19,0,0,0,0,8.56,0,0,0,40.43,0,0,0,0,0,0,0,0,120.03,0,114.66,88.83,50.23,404.32,0,0,0,76.64,0,0,0,134.86,0,0,11.5,0,14.41,0,14.96,0,30.67,0,0,4.41,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

9,02:00-02:15,0,0,13.83,2.32,0,8.8,230.82,236.97,12.55,15.91,0,0,106.35,31.19,0,0,0,0,8.56,0,0,0,40.43,0,0,0,0,0,0,0,0,120.03,0,114.66,88.83,50.23,404.32,0,0,0,76.64,0,0,0,134.86,0,0,5.56,0,14.41,0,14.96,0,30.67,0,0,4.41,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

10,02:15-02:30,0,0,11.95,2.32,0,8.8,208.13,236.97,12.55,15.91,0,0,106.35,31.19,0,0,0,0,8.56,0,0,0,40.43,0,0,0,0,0,0,0,0,120.03,0,114.66,88.83,50.23,404.32,0,0,0,13.47,0,0,0,134.86,0,0,5.56,0,14.41,0,14.96,0,30.67,0,0,4.41,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

11,02:30-02:45,0,0,12.94,2.32,0,8.8,208.13,236.97,12.62,15.91,0,0,106.36,26.05,0,0,0,0,8.56,0,0,0,40.43,0,0,0,0,0,0,0,0,120.03,0,103.62,76.05,50.23,404.32,0,0,0,2.25,0,0,0,117.63,0,0,6.18,0,14.41,0,14.96,4,30.67,0,0,4.41,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

12,02:45-03:00,0,0,16.88,2.32,0,8.8,208.13,236.97,12.62,15.91,0,0,106.36,26.05,0,0,0,0,8.56,0,0,0,40.43,0,0,0,0,0,0,0,0,120.03,0,103.62,76.05,50.23,404.32,0,0,0,2.25,0,0,0,117.63,0,0,6.18,0,14.41,0,14.96,4,30.67,0,0,4.41,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

13,03:00-03:15,0,0,18.6,2.32,0,8.8,208.13,236.97,12.62,15.91,0,0,106.36,26.05,0,0,0,0,8.56,0,0,0,40.43,0,0,0,0,0,0,0,0,120.03,0,103.62,76.05,50.23,404.32,0,0,0,2.25,0,0,0,117.63,0,0,11.5,0,14.41,0,14.96,6.66,30.67,0,0,4.41,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

14,03:15-03:30,0,0,16.79,2.32,0,8.8,208.13,236.97,12.62,15.91,0,0,106.36,26.05,0,0,0,0,8.56,0,0,0,40.43,0,0,0,0,0,0,0,0,120.03,0,103.62,76.05,50.23,404.32,0,0,0,2.25,0,0,0,117.63,0,0,11.5,0,14.41,0,14.96,6.66,30.67,0,0,4.41,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

15,03:30-03:45,0,0,16.56,2.32,0,8.8,208.13,236.97,12.62,15.91,0,0,106.36,26.05,0,0,0,0,8.56,0,0,0,40.43,0,0,0,0,0,0,0,0,120.03,0,103.62,76.05,50.23,404.32,0,0,0,2.25,0,0,0,117.63,0,0,6.18,0,14.41,0,14.96,9.34,30.67,0,0,4.41,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,0,0,16.82,2.32,0,8.8,208.13,236.97,12.62,15.91,0,0,106.36,26.05,0,0,0,0,8.56,0,0,0,40.43,0,0,0,0,0,0,0,0,120.03,0,103.62,76.05,50.23,404.32,0,0,0,2.25,0,0,0,117.63,0,0,6.18,0,14.41,0,14.96,9.34,30.67,0,0,4.41,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,0,0,19.31,2.32,0,8.8,208.13,236.97,12.62,15.91,0,0,106.36,26.05,0,0,0,0,8.56,0,0,0,40.43,0,0,0,0,0,0,0,0,120.03,0,103.62,76.05,50.23,404.32,0,0,0,2.25,0,0,0,117.63,0,0,5.56,0,14.41,0,14.96,12,30.67,0,0,4.41,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,0,0,19.31,2.32,0,8.8,208.13,236.97,12.62,15.91,0,0,106.36,26.05,0,0,0,0,8.56,0,0,0,40.43,0,0,0,0,0,0,0,0,120.03,0,103.62,76.05,50.23,404.32,0,0,0,2.25,0,0,0,117.63,0,0,5.56,0,14.41,0,14.96,12,30.67,0,0,4.41,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,0,0,19.31,2.32,0,8.8,208.13,236.97,12.62,15.91,0,0,111.19,26.05,0,0,0,0,8.56,0,0,0,40.43,0,0,0,0,0,0,0,0,120.03,0,103.62,76.05,50.23,404.32,0,0,0,2.25,0,0,0,117.63,0,0,6.18,0,14.41,0,14.96,9.93,30.67,0,0,4.41,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,0,0,19.31,2.32,0,8.8,208.13,236.97,12.62,15.91,0,0,111.19,26.05,0,0,0,0,8.56,0,0,0,40.43,20.11,0,0,0,0,0,0,0,120.03,0,103.62,76.05,50.23,404.32,0,0,0,2.25,0,0,0,117.63,0,0,6.18,0,14.41,0,14.96,9.93,30.67,0,0,4.41,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,0,0,19.31,2.32,0,8.8,208.13,236.97,12.62,31.82,0,0,111.19,26.05,0,0,0,0,8.56,0,0,0,40.43,40.97,0,0,0,0,0,0,0,120.03,0,103.62,76.05,50.23,404.32,0,0,0,2.25,0,0,0,117.63,0,0,6.18,0,14.41,0,14.96,11.75,30.67,0,0,4.41,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,0,0,19.31,2.32,0,8.8,208.13,236.97,12.62,31.82,0,0,116.01,26.05,0,0,0,0,8.56,0,0,0,40.43,67.2,0,0,0,0,0,0,0,120.03,0,103.62,76.05,50.23,404.32,0,0,0,2.25,0,0,0,117.63,0,0,6.18,0,14.41,0,14.96,11.75,30.67,0,0,4.41,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,1.06,9.35,19.31,2.32,0,8.8,208.13,236.97,12.62,47.72,0,0,106.36,26.05,0,0,0,0,8.56,0,0,0,40.43,89.41,0,0,0,0,0,0,0,120.03,0,103.62,76.05,50.23,404.32,0,0,0,2.25,0,0,0,117.63,0,0,6.18,0,15.02,0,14.96,12.65,30.67,0,0,4.41,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,2.12,9.35,19.31,3.86,11.44,17.6,208.13,236.97,12.62,47.72,0,0,106.36,26.05,0,0,0,0,8.56,0,0,0,40.43,112.92,0,0,0,0,0,0,2.46,120.03,0,103.62,76.05,50.23,404.32,0,0,0,2.25,0,0,0,117.63,0,0,6.18,0,14.72,0,14.96,12.65,30.67,0,0,4.41,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,6.3,18.69,19.31,7.72,13.57,26.53,181.38,233.17,12.62,47.72,0,0,106.36,26.05,0,0,0,0,8.56,0,0,0,40.43,135.5,0,0,0,0,0,0,6.14,120.03,0,103.62,76.05,50.23,404.32,0,0,0,2.25,0,0,0,117.63,0,0,6.81,0,30.06,0,14.96,13.82,30.67,0,0,4.41,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

26,06:15-06:30,18.89,28.06,19.31,38.15,13.57,36.35,181.38,233.17,12.62,47.72,0,0,106.36,26.05,0,0,0,0,19.04,0,0,0,40.43,135.5,0,0,0,0,0,0,31.96,120.03,0,103.62,76.05,50.23,404.32,0,0,5.09,2.25,0,0,0,117.63,0,0,6.81,0,30.06,0,14.96,15.05,30.67,0,0,4.41,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

27,06:30-06:45,18.89,28.06,19.31,38.15,13.57,36.35,181.38,233.17,12.62,47.72,0,0,106.36,26.05,0,0,0,0,19.04,0,0,0,40.43,135.5,0,0,0,0,0,0,31.96,120.03,0,103.62,76.05,50.23,404.32,0,0,10.18,2.25,0,0,0,117.63,0,0,5.56,0,30.06,0,14.96,15.05,30.67,0,0,18.18,37.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

28,06:45-07:00,18.89,28.06,19.31,38.15,13.57,36.35,181.38,233.17,12.62,47.72,0,0,112.15,26.05,0,0,0,0,19.04,0,0,0,40.43,135.5,0,0,0,0,0,0,31.96,120.03,0,103.62,76.05,50.23,404.32,0,0,10.18,13.47,0,0,0,117.63,0,0,5.56,0,30.06,0,14.96,15.05,30.67,0,0,18.18,37.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

29,07:00-07:15,18.89,28.06,19.31,38.15,11.44,36.35,181.38,233.17,12.62,47.72,0,0,106.36,26.05,0,0,0,0,19.04,0,0,0,40.43,135.5,0,0,0,0,0,0,31.96,120.03,0,103.62,76.05,50.23,404.32,0,0,10.18,76.64,0,0,0,117.63,0,0,5.56,0,30.06,0,11.6,10.14,30.67,0,0,18.18,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

30,07:15-07:30,18.89,28.06,19.31,38.15,0,36.35,181.38,233.17,12.62,47.72,0,0,106.36,26.05,0,0,0,0,19.04,0,0,0,40.43,135.5,0,0,0,0,0,0,31.96,120.03,0,103.62,76.05,50.23,404.32,0,0,5.09,76.64,0,0,0,117.63,0,0,5.56,0,30.06,0,11.6,10.14,30.67,0,0,18.18,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

31,07:30-07:45,6.3,18.69,19.31,25.43,0,26.53,181.38,233.17,12.62,31.82,0,0,126.12,28.43,0,0,0,0,8.56,0,0,0,40.43,109.72,0,0,0,0,0,0,31.96,120.03,0,103.62,76.05,50.23,404.32,0,0,0,76.64,0,0,0,117.63,0,0,5.56,0,14.41,0,11.6,10.14,30.67,0,0,18.18,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

32,07:45-08:00,1.06,9.35,19.31,11.59,0,17.6,181.38,233.17,12.62,31.82,0,0,106.36,26.05,0,0,0,0,8.56,0,0,0,40.43,82.47,0,0,0,0,0,0,4.91,120.03,0,103.62,76.05,50.23,404.32,0,0,0,76.64,0,0,0,117.63,0,0,5.56,0,0,0,11.6,10.14,30.67,0,0,18.18,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

33,08:00-08:15,0,9.35,19.31,11.59,0,8.8,181.38,233.17,12.62,31.82,0,0,106.36,26.05,0,0,0,0,8.56,0,0,0,40.43,71.41,0,0,0,0,0,0,2.46,120.03,0,103.62,76.05,50.23,404.32,0,0,0,13.47,0,0,0,117.63,0,0,5.56,0,0,0,14.96,15.05,30.67,0,0,4.41,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

34,08:15-08:30,0,9.35,19.31,11.59,0,8.8,181.38,233.17,12.62,31.82,0,0,106.36,26.05,0,0,0,0,8.56,0,0,0,40.43,40.23,0,0,0,0,0,0,0,120.03,0,103.62,76.05,50.23,404.32,0,0,0,12.34,0,0,0,117.63,0,0,5.56,0,0,0,14.96,15.05,30.67,0,0,4.41,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

35,08:30-08:45,0,9.35,19.31,11.59,0,8.8,181.38,233.17,12.62,31.82,0,0,106.36,26.05,0,0,0,0,8.56,0,0,0,40.43,22.58,0,0,0,0,0,0,0,120.03,0,103.62,76.05,50.23,404.32,0,0,0,12.34,0,0,0,117.63,0,0,5.56,0,0,0,14.96,15.05,30.67,0,0,4.41,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

36,08:45-09:00,0,9.35,19.31,11.59,0,8.8,181.38,233.17,12.62,31.82,0,0,106.36,26.05,0,0,0,0,8.56,0,0,0,40.43,22.58,0,0,0,0,0,0,0,120.03,0,103.62,76.05,50.23,404.32,0,0,0,12.34,0,0,0,117.63,0,0,5.56,0,0,0,14.96,15.05,30.67,0,0,4.41,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

37,09:00-09:15,0,0,19.31,1.81,0,0,181.38,233.17,12.62,15.91,0,0,106.36,26.05,0,0,0,0,8.56,0,0,0,40.43,22.58,0,0,0,0,0,0,0,120.03,0,103.62,76.05,50.23,404.32,0,0,0,12.34,0,0,0,117.63,0,0,5.56,0,0,0,14.96,15.05,30.67,0,0,4.41,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

38,09:15-09:30,0,0,19.31,1.81,0,0,181.38,233.17,12.62,15.91,0,0,106.36,26.05,0,0,0,0,8.56,0,0,0,40.43,22.58,0,0,0,0,0,0,0,120.03,0,103.62,76.05,50.23,404.32,0,0,0,12.34,0,0,0,117.63,0,0,5.56,0,0,0,14.96,15.05,30.67,0,0,4.41,37.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

39,09:30-09:45,0,0,19.31,1.81,0,0,181.38,233.17,12.62,15.91,0,0,106.36,26.05,0,0,0,0,8.56,0,0,0,40.43,22.58,0,0,0,0,0,0,0,95.27,0,100.99,88.83,50.23,326.16,0,0,0,12.34,0,0,0,101.81,0,0,5.56,0,0,0,14.96,15.05,30.67,0,0,4.41,37.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

40,09:45-10:00,0,0,19.31,1.81,0,0,181.38,233.17,12.62,15.91,0,0,106.36,26.05,0,0,0,0,8.56,0,0,0,40.43,22.58,0,0,0,0,0,0,0,95.27,0,100.99,88.83,50.23,261.47,0,0,0,12.34,0,0,0,101.81,0,0,5.56,0,0,0,14.96,15.05,30.67,0,0,4.41,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

41,10:00-10:15,0,0,19.31,1.81,0,0,181.38,233.17,12.62,15.91,0,0,106.36,26.05,0,0,0,0,8.56,0,0,0,40.43,22.58,0,0,0,0,0,0,0,95.27,0,100.99,88.83,50.23,261.47,0,0,0,12.34,0,0,0,101.81,0,0,11.51,0,0,0,14.96,15.05,30.67,0,0,4.41,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

42,10:15-10:30,0,0,19.31,1.81,0,0,181.38,233.17,12.62,15.91,0,0,126.12,28.43,0,0,0,0,8.56,0,0,0,40.43,22.58,0,0,0,0,0,0,0,95.27,0,100.99,88.83,50.23,261.47,0,0,0,12.34,0,0,0,101.81,0,0,11.51,0,0,0,14.96,15.05,30.67,0,0,4.41,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

43,10:30-10:45,0,0,19.28,1.81,0,0,181.38,233.17,12.62,15.91,0,0,126.12,28.43,0,0,0,0,8.56,0,0,0,40.43,22.58,0,0,0,0,0,0,0,95.27,0,100.99,88.83,50.23,261.47,0,0,0,12.34,0,0,0,101.81,0,0,5.56,0,0,0,11.6,10.14,22.52,0,0,4.41,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

44,10:45-11:00,0,0,18.62,1.81,0,0,181.38,233.17,12.62,15.91,0,0,126.12,28.43,0,0,0,0,8.56,0,0,0,40.43,22.58,0,0,0,0,0,0,0,95.27,0,100.99,88.83,50.23,261.47,0,0,0,12.34,0,0,0,101.81,0,0,5.56,0,0,0,11.6,10.14,22.52,0,0,4.41,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

45,11:00-11:15,0,0,19.31,1.81,0,0,181.38,233.17,12.62,15.91,0,0,126.12,28.43,0,0,0,0,8.56,0,0,0,40.43,22.58,0,0,0,0,0,0,0,95.27,0,100.99,88.83,50.23,261.47,0,0,0,12.34,0,0,0,101.81,0,0,5.56,0,0,0,11.6,10.14,22.52,0,0,4.41,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

46,11:15-11:30,0,0,16.97,1.81,0,0,181.38,233.17,12.62,15.91,0,0,126.12,28.43,0,0,0,0,8.56,0,0,0,40.43,22.58,0,0,0,0,0,0,0,95.27,0,100.99,88.83,50.23,261.47,0,0,0,12.34,0,0,0,101.81,0,0,5.56,0,0,0,11.6,10.14,22.52,0,0,4.41,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

47,11:30-11:45,0,0,17.76,1.81,0,0,181.38,233.17,12.62,15.91,0,0,126.12,28.43,0,0,0,0,8.56,0,0,0,40.43,22.58,0,0,0,0,0,0,0,95.27,0,100.99,88.83,50.23,261.47,0,0,0,12.34,0,0,0,101.81,0,0,5.56,0,0,0,11.6,10.14,22.52,0,0,4.41,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

48,11:45-12:00,0,0,19.31,1.81,0,0,181.38,233.17,12.62,15.91,0,0,126.12,28.43,0,0,0,0,8.56,0,0,0,40.43,22.58,0,0,0,0,0,0,0,95.27,0,100.99,88.83,50.23,261.47,0,0,0,12.34,0,0,0,101.81,0,0,5.56,0,0,0,11.6,10.14,22.52,0,0,4.41,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

49,12:00-12:15,0,0,19.31,1.81,0,0,181.38,233.17,9.72,15.91,0,0,78.76,18.48,0,0,0,0,8.56,0,0,0,40.43,22.58,0,0,0,0,0,0,0,95.27,0,100.99,88.83,50.23,261.47,0,0,0,2.25,0,0,0,101.81,0,0,11.51,0,0,0,11.6,10.14,22.52,0,0,4.41,37.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

50,12:15-12:30,0,0,19.31,1.81,0,0,181.38,233.17,9.72,15.91,0,0,78.76,18.48,0,0,0,0,8.56,0,0,0,40.43,22.58,0,0,0,0,0,0,0,95.27,0,100.99,88.83,50.23,261.47,0,0,0,2.25,0,0,0,101.81,0,0,11.51,0,0,0,11.6,10.14,22.52,0,0,4.41,37.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

51,12:30-12:45,0,0,19.31,1.81,0,0,181.38,233.17,9.72,15.91,0,0,78.76,18.48,0,0,0,0,8.56,0,0,0,40.43,22.58,0,0,0,0,0,0,0,95.27,0,100.99,88.83,50.23,261.47,0,0,0,2.25,0,0,0,101.81,0,0,5.56,0,0,0,11.6,10.14,22.52,0,0,4.41,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

52,12:45-13:00,0,0,19.31,1.81,0,0,181.38,233.17,9.72,15.91,0,0,78.76,18.48,0,0,0,0,8.56,0,0,0,40.43,22.58,0,0,0,0,0,0,0,95.27,0,100.99,88.83,50.23,261.47,0,0,0,2.25,0,0,0,101.81,0,0,5.56,0,0,0,11.6,10.14,22.52,0,0,4.41,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

53,13:00-13:15,0,0,19.31,1.81,0,0,181.38,233.17,9.72,15.91,0,0,78.76,18.48,0,0,0,0,8.56,0,0,0,40.43,22.58,0,0,0,0,0,0,0,95.27,0,100.99,88.83,50.23,261.47,0,0,0,2.25,0,0,0,101.81,0,0,5.56,0,0,0,11.6,10.14,22.52,0,0,4.41,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

54,13:15-13:30,0,0,19.31,1.81,0,0,181.38,233.17,9.72,15.91,0,0,78.76,18.48,0,0,0,0,8.56,0,0,0,40.43,22.58,0,0,0,0,0,0,0,95.27,0,100.99,88.83,50.23,261.47,0,0,0,2.25,0,0,0,101.81,0,0,5.56,0,0,0,11.6,10.14,22.52,0,0,4.41,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

55,13:30-13:45,0,0,19.31,1.81,0,0,181.38,233.17,9.72,31.82,0,0,78.76,18.48,0,0,0,0,8.56,0,0,0,40.43,22.58,0,0,0,0,0,0,0,95.27,0,74.77,61.05,50.23,261.47,0,0,0,2.25,0,0,0,89.65,0,0,5.56,0,0,0,11.6,10.14,22.52,0,0,4.41,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,0,0,19.31,1.81,0,0,181.38,233.17,9.72,31.82,0,0,78.76,18.48,0,0,0,0,8.56,0,0,0,40.43,22.58,0,0,0,0,0,0,0,95.27,0,74.77,61.05,50.23,261.47,0,0,0,2.25,0,0,0,89.65,0,0,5.56,0,0,0,11.6,10.14,22.52,0,0,4.41,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

57,14:00-14:15,0,0,19.31,1.81,0,0,181.38,233.17,9.72,31.82,0,0,78.76,18.48,0,0,0,0,8.56,0,0,0,40.43,22.58,0,0,0,0,0,0,0,95.27,0,74.77,61.05,50.23,261.47,0,0,0,2.25,0,0,0,89.65,0,0,5.56,0,0,0,11.6,10.14,22.52,0,0,4.41,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

58,14:15-14:30,0,0,19.31,1.81,0,0,181.38,233.17,9.72,31.82,0,0,78.76,18.48,0,0,0,0,8.56,0,0,0,40.43,22.58,0,0,0,0,0,0,0,95.27,0,74.77,61.05,50.23,261.47,0,0,0,2.25,0,0,0,89.65,0,0,5.56,0,0,0,11.6,10.14,22.52,0,0,4.41,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,0,0,19.31,1.81,0,0,181.38,233.17,9.72,31.82,0,0,78.76,18.48,0,0,0,0,8.56,0,0,0,40.43,22.58,0,0,0,0,0,0,0,95.27,0,74.77,61.05,50.23,261.47,0,0,0,12.34,0,0,0,89.65,0,0,6.18,0,0,0,11.6,10.14,22.52,0,0,4.41,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,0,0,19.31,1.81,0,0,181.38,233.17,9.72,31.82,0,0,78.76,18.48,0,0,0,0,8.56,0,0,0,40.43,22.58,0,0,0,0,0,0,0,95.27,0,74.77,61.05,50.23,261.47,0,0,0,12.34,0,0,0,89.65,0,0,6.18,0,0,0,11.6,10.14,22.52,0,0,4.41,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

