Column1,Time,NR/01102023/19072037/LT-05,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_02,NR/01102023/05012040/L_NR_2020_02,GNA/WR/2024/11/01/4200,NR/01102023/30042040/GNA_LT_35,GNA/WR/2024/10/15/7089,NR/30092023/26122029/SH-06,NR/01102023/22052037/LT-59,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/31122025/SH-07,NR/01102023/31052040/LT-31,GNA/SR/2024/12/01/6968,GNA/NR/2024/12/01/2197,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/12/24/5256,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,NR/01102023/25072045/L_NR_2021_15,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/RUMS(L_NR_2019_07),GNA/NR/2024/12/01/1766,GNA/NR/2024/12/24/9178,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2024/12/01/7739,GNA/NR/2024/12/01/1475,GNA/NR/2024/12/01/1899,GNA/NR/2024/12/01/3428,GNA/NR/2024/12/01/1599,L_NR_2019_19,WR/01102023/01102023/L_NR_2022_09,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2020_06,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/L_NR_2019_05,WR/01102023/30052048/L_NR_2022_10,GNARE/NR/2024/12/20/3668
16,03:45-04:00,70.15,74.81,1.03,0,63.49,1.62,0,0,0,0,0.77,24.72,0,0,150,22.3,52.91,0,0,0,0,0,0,0,0,0,6,0,22.3,0,1.74,57.43,47.56,26.23,8.74,8.74,142.69,0,78.33,79.5,19.33,0,26.5,26.5,0,78.34,0

17,04:00-04:15,70.15,74.81,0.99,0,63.49,1.62,0,0,0,0,0.77,24.72,0,0,150,22.3,52.91,0,0,0,0,0,0,0,0,0,6,0,22.3,0,1.65,57.43,47.56,26.23,8.74,8.74,142.69,0,78.67,80.51,19.33,0,26.83,26.83,0,78.66,0

18,04:15-04:30,70.15,74.81,0.99,0,63.49,1.62,0,0,0,0,0.77,24.72,0,0,150,22.3,52.91,0,0,0,0,0,0,0,0,0,6,0,22.3,0,1.65,57.43,47.56,26.23,8.74,8.74,142.69,0,79,81,19.33,0,27,27,0,79,0

19,04:30-04:45,70.15,74.81,0.99,0,63.49,1.62,0,0,0,0,0,24.72,0,0,150,22.3,52.91,0,0,0,0,0,0,0,0,0,6,0,22.3,0,1.65,57.43,47.56,26.23,8.74,8.74,142.69,0,79.67,81.49,19,0,27.17,27.17,0,79.66,0

20,04:45-05:00,70.15,74.81,0.99,0,93.62,1.62,0,0,0,0,0,24.72,0,0,150,22.3,52.91,0,0,0,0,0,0,0,0,0,6,0,22.3,0,1.65,57.43,47.56,26.23,8.74,8.74,142.69,0,80.67,82.5,18.67,0,27.5,27.5,0,80.66,0

21,05:00-05:15,70.15,74.81,0.99,0,93.62,1.62,0,0,0,0,0.77,24.72,0,0,150,22.3,78.88,0,0,0,0,0,0,0,0,0,6,0,22.3,0,1.65,64.09,47.56,26.23,8.74,8.74,142.69,0,73.33,78,18.67,0,26,26,0,73.34,0

22,05:15-05:30,70.15,96.2,0.99,0,93.62,1.62,0,0,0,0,0.77,24.72,0,0,150,22.3,100.22,0,0,0,0,0,0,0,0,0,6,0,22.3,0,1.65,64.09,47.56,26.23,8.74,8.74,142.69,0,73.33,78,18.33,0,26,26,0,73.34,0

23,05:30-05:45,70.15,96.2,0.99,0,93.62,1.62,0,0,0,0,0.77,24.22,0,0,150,22.3,100.22,0,0,0,0,0,0,0,0,0,6,0,22.3,0,1.65,64.09,47.56,26.23,8.74,8.74,142.69,0,68.33,76.99,18,0,25.67,25.67,0,68.34,0

24,05:45-06:00,70.15,115.44,0.99,0,93.62,1.62,0,0,0,0,0.77,24.22,0,0,150,22.3,100.22,0,0,0,0,0,0,0,0,0,6,0,22.3,0,1.65,64.09,47.56,26.23,8.74,8.74,142.69,0,68,76.01,18,0,25.33,25.33,0,68,0

25,06:00-06:15,66,135.3,0.99,0,130.59,1.62,0,0,0,0,0,24.22,0,0,150,22.3,100.22,0,0,0,0,0,0,0,0,0,6,0,22.3,96.2,1.74,86.77,0,26.23,8.74,8.74,0,0,67.33,74.51,15,0,24.83,24.83,0.63,67.34,0

26,06:15-06:30,66,135.3,0.99,0,130.59,1.62,0,0,0,0,0,24.22,0,0,150,24.05,100.22,0,0,0,0,0,0,0,0,0,6,0,24.05,96.2,1.74,86.77,0,26.23,8.74,8.74,0,0,63.33,72.49,14.33,0,24.17,24.17,1.17,63.34,0.13

27,06:30-06:45,66,135.3,1.07,0,130.59,1.62,0,0,0,0,0.77,23.72,0,0,150,24.05,100.22,0,0,0,0,0,0,0,0,0,6,1,24.05,96.2,1.74,86.77,0,26.23,8.74,8.74,0,0,61.67,70.01,13.33,0.16,23.33,23.33,2.69,61.66,0.3

28,06:45-07:00,66,135.3,1.07,0,130.59,1.62,0,0,0,0,0.77,23.21,0,0,150,24.05,100.22,0,0,0,0,0,0,0,0,0,6,4,24.05,96.2,1.74,86.77,0,26.23,13.47,13.47,0,0,61,67.5,12.33,3.39,22.5,22.5,5.45,61,0.44

29,07:00-07:15,74.49,135.3,1.07,0.07,130.59,1.62,0,0.07,0,0,0.77,23.21,0,0.07,150,24.05,100.22,0,0,1,0.28,0,0.06,0,2,1,6,8,24.05,96.2,1.74,86.77,0,26.23,13.47,13.47,0,0.52,53.33,65.51,11.67,12.45,21.83,21.83,13.15,53.34,1.41

30,07:15-07:30,115.03,135.3,1.07,0.27,130.59,1.62,0,0.27,0,0,0.77,23.21,0,0.27,150,24.05,100.22,81.77,1,2,1.32,1,0.26,0,3,4,6,14,24.05,96.2,1.74,86.77,0,26.23,13.47,13.47,0,2.18,50.67,63,10.67,22.66,21,21,22.67,50.66,2.9

31,07:30-07:45,115.03,135.3,1.07,0.61,130.59,1.62,0,0.6,0,0,0,23.21,0,0.6,150,24.05,100.22,71.19,3,5,4.16,3,0.83,1,5,7,6,20,24.05,96.2,1.74,86.77,0,43.29,13.47,13.47,0,5.12,59.33,60.49,9.67,22.35,20.17,20.17,22.35,59.34,4.87

32,07:45-08:00,115.03,135.3,1.07,0.86,130.59,1.62,0,0.84,0,0,0,23.21,0,0.84,150,24.05,100.22,75.04,4,8,13.33,4,2.67,2,7,11,6,23.23,24.05,96.2,1.74,86.77,0,43.29,13.47,13.47,0,8.46,58.67,58.01,9,23.24,19.33,19.33,23.23,58.66,7.17

33,08:00-08:15,115.03,135.3,1.07,1.38,130.59,1.62,0,1.35,0,0,0.77,23.21,0,1.35,150,28.86,100.22,78.88,4,10,25.42,5,5.08,3,9,11,6,24.23,28.86,96.2,1.65,86.77,0,43.29,13.47,13.47,0,12.64,50,53.51,8.33,24.24,17.83,17.83,24.23,50,12.03

34,08:15-08:30,115.03,135.3,1.07,1.93,130.59,1.62,0,1.88,0,0,0.77,24.22,0,1.88,150,28.86,100.22,82.73,9,12,25.54,6,5.11,4,12,21,6,24.4,28.86,96.2,1.65,86.77,0,43.29,13.47,13.47,0,18.01,48,47.51,7.67,24.4,15.83,15.83,24.4,48,16.91

35,08:30-08:45,115.03,135.3,1.07,2.62,130.59,1.62,0,2.56,0,0,0.77,24.72,0,2.56,150,28.86,100.22,82.73,12,15,25.65,7,5.13,5,12,28,6,24.83,28.86,96.2,1.65,86.77,0,43.29,13.47,13.47,0,24.33,45,42,7.33,24.84,14,14,24.83,45,18.69

36,08:45-09:00,115.03,135.3,1.07,3.47,130.59,1.62,0,3.38,0,0,0.77,25.23,0,3.38,150,33.67,100.22,81.77,15,17,32.11,8,6.42,6,12,35,6,25.17,33.67,96.2,1.65,86.77,0,43.29,13.47,13.47,0,25.14,42,36.49,7,25.16,12.17,12.17,25.17,42,22.86

37,09:00-09:15,115.03,135.3,1.03,4.32,130.59,1.62,0,4.21,0,0,0,25.23,0,4.21,150,33.67,100.22,79.85,18,21,40.8,11,8.16,7,16,42,6,25.5,33.67,96.2,1.65,86.77,0,43.29,8.74,8.74,0,30.38,33,32.51,6.67,25.5,10.83,10.83,25.5,33,27.23

38,09:15-09:30,115.03,135.3,1.03,5.16,130.59,1.62,0,5.03,0,0,0,25.23,0,5.03,150,33.67,100.22,86.58,24,28,51.13,14,10.23,9,19,56,6,25.5,33.67,96.2,1.65,86.77,0,43.29,8.74,8.74,0,34.54,29.67,28.5,6.67,25.5,9.5,9.5,25.5,29.66,31.57

39,09:30-09:45,115.03,135.3,1.03,6.01,130.59,1.62,0,5.85,0,0,0.77,26.24,0,5.85,150,33.67,100.22,0,30,35,57.82,17,11.56,15,28,70,6,26.33,33.67,96.2,1.65,86.77,0,43.29,8.74,8.74,0,38.97,40,25.01,6.67,26.34,8.33,8.33,26.33,40,35.98

40,09:45-10:00,115.03,135.3,1.03,6.85,130.59,1.62,0,6.69,0,0,0.77,26.74,0,6.69,150,33.67,100.22,0,36,42,69.88,21,13.98,18,33,84,6,26.33,33.67,96.2,1.65,86.77,0,43.29,8.74,8.74,0,48.49,38.33,22.01,6.67,26.34,7.33,7.33,26.33,38.34,40.13

41,10:00-10:15,115.03,135.3,1.03,7.7,130.59,1.62,0,7.51,0,0,0.77,26.74,0,7.51,150,33.67,100.22,0,42,50,85.38,25,17.08,21,40,98,6,26.33,33.67,96.2,1.74,86.77,0,26.23,8.74,8.74,0,53.06,36.67,32.51,6.67,26.34,10.83,10.83,26.33,36.66,44.75

42,10:15-10:30,115.03,135.3,1.03,7.71,130.59,1.62,0,7.53,0,0,0.77,26.74,0,7.53,150,33.67,100.22,0,46,57,97.53,29,19.51,23,45,109,6,26.67,33.67,96.2,1.74,86.77,0,26.23,8.74,8.74,0,53.98,36,31.99,6.67,26.66,10.67,10.67,26.67,36,47.97

43,10:30-10:45,115.03,135.3,1.03,8.6,130.59,1.62,0,8.39,0,0,0,26.74,0,8.39,150,33.67,100.22,0,51,63,143.99,32,28.8,29,57,119,6,26.67,33.67,96.2,1.74,86.77,0,26.23,8.74,8.74,0,53.35,31.67,31.5,6.67,26.66,10.5,10.5,26.67,31.66,33.64

44,10:45-11:00,115.03,135.3,1.03,9.39,130.59,1.62,0,9.16,0,0,0,26.74,0,9.16,150,33.67,100.22,0,57,67,158.66,33,31.73,31,62,133,6,26.67,33.67,96.2,1.74,86.77,0,26.23,8.74,8.74,0,58.8,28.33,32.51,6.67,26.66,10.83,10.83,26.67,28.34,35.66

45,11:00-11:15,66,135.3,1.03,10.16,130.59,1.62,0,9.91,0,0,0.77,26.74,0,9.91,150,28.86,100.22,0,63,70,172.67,35,34.54,33,71,147,6,26.67,28.86,96.2,1.74,86.77,0,26.23,14.43,14.43,0,64.46,25,32.51,7,26.66,10.83,10.83,26.67,25,36.57

46,11:15-11:30,66,135.3,1.03,10.29,130.59,1.62,0,10.04,0,0,0.77,26.24,0,10.04,150,28.86,100.22,0,66,73,182.68,37,36.54,34,74,154,6,27.67,28.86,96.2,1.74,86.77,0,26.23,14.43,14.43,0,69.7,23.33,33,7.33,27.66,11,11,27.67,23.34,37.2

47,11:30-11:45,66,135.3,1.03,10.41,130.59,1.62,0,10.15,0,0,0.77,26.24,0,10.15,150,28.86,100.22,0,69,77,189.87,38,37.98,36,77,161,6,27.67,28.86,96.2,1.74,86.77,0,26.23,14.43,14.43,0,69.57,23.33,30,8,27.66,10,10,27.67,23.34,37.82

48,11:45-12:00,66,135.3,1.03,10.57,130.59,1.62,0,10.31,0,0,0.77,26.74,0,10.31,150,28.86,100.22,0,72,77,197.03,38,39.41,36,80,168,6,27.83,28.86,96.2,1.74,74.58,0,26.23,14.43,14.43,0,93.59,24,30,8.33,27.84,10,10,27.83,24,39.31

49,12:00-12:15,66,135.3,1.07,12.21,130.59,1.62,0,11.91,0,0,0,26.74,0,11.91,150,28.86,100.22,0,72,77,201.49,38,40.3,36,83,168,6,27.83,28.86,96.2,1.65,86.77,0,26.23,14.43,14.43,0,91.19,23.33,30,7.33,27.84,10,10,27.83,23.34,49.32

50,12:15-12:30,66,135.3,1.07,12.21,130.59,1.62,0,11.91,0,0,0,26.74,0,11.91,150,28.86,100.22,0,72,77,205.41,38,41.08,36,83,168,6,27.83,28.86,96.2,1.65,86.77,0,26.23,14.43,14.43,0,90.18,23.33,30,7.67,27.84,10,10,27.83,23.34,49.44

51,12:30-12:45,66,135.3,1.07,12.21,130.59,1.62,0,11.91,0,0,0.77,26.74,0,11.91,150,28.86,100.22,0,72,77,216.67,38,43.33,36,85,168,6,27.83,28.86,96.2,1.65,76.28,0,26.23,14.43,14.43,0,88.15,21.33,42.49,12.33,27.84,14.17,14.17,27.83,21.34,49.56

52,12:45-13:00,66,115.44,1.07,12.21,111.38,1.62,0,11.91,0,0,0.77,26.74,0,11.91,150,28.86,100.22,0,72,77,216.67,38,43.33,36,85,168,6,27.83,28.86,96.2,1.65,64.09,0,26.23,14.43,14.43,0,86.13,21.67,43.01,12.67,27.84,14.33,14.33,27.83,21.66,49.68

53,13:00-13:15,66,115.44,1.07,12.21,111.38,1.66,0,11.91,0,0,0.77,26.24,0,11.91,150,22.3,100.22,0,72,77,216.67,38,43.33,36,85,168,6,27.83,22.3,96.2,1.65,64.09,0,28.86,14.43,14.43,0,84.1,29.33,49.99,13,27.83,16.67,16.67,27.83,29.34,49.11

54,13:15-13:30,66,115.44,1.07,12.04,111.38,1.66,0,11.75,0,0,0.77,26.24,0,11.75,150,22.3,100.22,0,72,75,216.67,37,43.33,35,83,168,6,27.83,22.3,96.2,1.65,64.09,0,28.86,8.74,8.74,0,67.09,30,49.99,13.33,27.83,16.67,16.67,27.83,30,48.55

55,13:30-13:45,70.15,115.44,1.07,11.96,94.58,1.66,0,11.67,0,0,0,25.23,0,11.67,150,22.3,67.34,0,69,72,215.07,36,43.02,35,79,161,6,27.83,22.3,96.2,1.65,64.09,0,28.86,8.74,8.74,0,66.25,30.67,49.99,13.67,27.84,16.67,16.67,27.83,30.66,47.98

56,13:45-14:00,70.15,115.44,1.07,11.88,94.58,1.66,0,11.58,0,0,0,25.23,0,11.58,150,22.3,67.34,0,67,69,212.48,34,42.5,34,76,158,6,27.83,22.3,96.2,1.65,64.09,0,28.86,8.74,8.74,0,65.28,31.67,51,14,27.84,17,17,27.83,31.66,47.41

57,14:00-14:15,70.15,135.3,1.14,11.27,113.79,1.66,0,11,0,0,0.77,25.23,0,11,150,22.3,67.34,0,61,64,206.11,32,41.22,33,73,144,6,27.83,22.3,96.2,1.65,76.28,0,28.86,8.74,8.74,0,65.28,32.67,52.5,11.67,27.84,17.5,17.5,27.83,32.66,49.62

58,14:15-14:30,70.15,135.3,1.14,10.45,113.79,1.66,0,10.19,0,0,0.77,26.24,0,10.19,150,22.3,100.22,0,58,59,196.85,29,39.37,31,69,137,6,27.83,22.3,96.2,1.65,76.28,0,28.86,8.74,8.74,0,64.41,33.33,54,12.67,27.84,18,18,27.83,33.34,46.99

59,14:30-14:45,70.15,135.3,1.14,9.62,130.59,1.66,0,9.38,0,0,0.77,26.24,0,9.38,150,22.3,100.22,0,54,57,184.82,28,36.96,29,67,126,6,27.83,22.3,96.2,1.65,86.77,0,28.86,8.74,8.74,0,60.14,34,37.5,12,27.84,12.5,12.5,27.83,34,44.37

60,14:45-15:00,70.15,135.3,1.14,8.8,130.59,1.66,0,8.58,0,0,0.77,26.24,0,8.58,150,22.3,100.22,0,48,50,171.78,25,34.36,27,62,112,6,27.83,22.3,96.2,1.65,86.77,0,28.86,8.74,8.74,0,49.53,35,39,12.33,27.84,13,13,27.83,35,41.74

61,15:00-15:15,70.15,135.3,1.22,7.96,113.79,1.71,0,7.77,0,0,0,26.24,0,7.77,150,22.3,100.22,0,45,43,156.19,22,31.24,25,58,105,6,28,22.3,96.2,1.74,76.28,0,28.86,8.74,8.74,0,44.66,35.33,40.99,12.67,28,13.67,13.67,28,35.34,37.98

62,15:15-15:30,66,135.3,1.22,7.14,113.79,1.71,0,6.97,0,0,0,26.24,0,6.97,150,22.3,100.22,0,39,40,139.21,20,27.84,22,54,91,6,28,22.3,96.2,1.74,76.28,0,28.86,8.74,8.74,0,39.04,36,42.49,13,28,14.17,14.17,28,36,34.22

63,15:30-15:45,74.49,135.3,1.22,6.32,130.59,1.71,0,6.17,0,0,0.77,26.24,0,6.17,150,22.3,100.22,0,33,33,123.46,17,24.69,19,48,77,6,27,22.3,96.2,1.74,76.28,0,28.86,8.74,8.74,0,33.19,36.33,34.99,13.33,28.5,11.67,11.67,28.5,36.34,30.46

64,15:45-16:00,82.97,135.3,1.22,5.49,130.59,1.71,0,5.36,0,0,0.77,26.24,0,5.36,150,22.3,100.22,0,28,27,107.15,13,21.43,16,42,67,6,20,22.3,96.2,1.74,86.77,0,28.86,8.74,8.74,0,27.33,37.33,36,14,31.64,12,12,31.65,37.34,26.7

65,16:00-16:15,91.46,135.3,1.22,4.56,130.59,1.71,0,4.45,0,0,0.77,26.24,0,4.45,150,28.86,100.22,0,21,23,88.49,11,17.7,12,37,49,6,15,28.86,96.2,1.74,86.77,0,43.29,8.74,8.74,0,21.36,38.33,40.99,14.67,32.75,13.67,13.67,32.76,38.34,22.63

66,16:15-16:30,99.94,135.3,1.22,3.62,130.59,1.71,0,3.53,0,0,0.77,26.24,0,3.53,150,28.86,100.22,0,15,17,72.9,8,14.58,7,27,35,6,10,28.86,96.2,1.74,86.77,0,43.29,13.47,13.47,0,17.22,39.33,43.99,15,33,14.67,14.67,23.27,39.34,18.55

67,16:30-16:45,115.03,135.3,1.22,2.68,130.59,1.71,0,2.63,0,0,0,25.23,0,2.63,150,28.86,100.22,0,9,11,55.41,6,11.08,5,21,21,6,5,28.86,96.2,1.74,86.77,0,43.29,13.47,13.47,0,11.34,40.67,47.51,15.33,21.71,15.83,15.83,13.32,40.66,14.47

68,16:45-17:00,115.03,135.3,1.22,1.76,130.59,1.71,0,1.71,0,0,0,25.23,0,1.71,150,28.86,100.22,0,6,9,39.54,4,7.91,3,15,14,6,1,28.86,96.2,1.74,86.77,0,43.29,13.47,13.47,0,6.61,41.67,49.99,16,8.81,16.67,16.67,5.55,41.66,10.4

69,17:00-17:15,115.03,135.3,1.3,1.34,130.59,1.71,0,1.3,0,0,0.77,25.23,0,1.3,150,33.67,100.22,120.25,3,6,29.51,3,5.9,2,11,7,6,0,33.67,96.2,1.65,86.77,0,43.29,13.47,13.47,0,3.41,42,54,17.33,3.23,18,18,1.35,42,7.95

70,17:15-17:30,115.03,135.3,1.3,0.92,130.59,1.71,0,0.89,0,0,0.77,25.23,0,0.89,150,33.67,100.22,117.36,1,2,19.09,1,3.82,1,8,4,6,0,33.67,96.2,1.65,86.77,0,43.29,13.47,13.47,0,1.45,42.33,55.99,18.33,0.91,18.67,18.67,2.06,42.34,5.5

71,17:30-17:45,115.03,135.3,1.3,0.5,130.59,1.71,0,0.48,0,0,0.77,25.73,0,0.48,150,33.67,100.22,120.25,0,1,9.96,0,1.99,0,5,1,6,0,33.67,96.2,1.65,57.72,0,43.29,13.47,13.47,0,0.13,56.67,64.99,23.33,0.05,21.67,21.67,1.18,56.66,3.05

72,17:45-18:00,115.03,135.3,1.3,0.08,130.59,1.71,0,0.07,0,0,0.77,25.73,0,0.07,150,33.67,100.22,122.17,0,0,2.02,0,0.41,0,2,0,6,0,33.67,96.2,1.65,57.72,0,43.29,13.47,13.47,0,0,58.33,67.5,24,0.03,22.5,22.5,0.65,58.34,0.6

73,18:00-18:15,115.03,135.3,1.3,0,130.59,1.66,50,0,150,0,0,25.73,0,0,150,33.67,100.22,126.98,0,0,0.04,0,0.01,0,0,0,6,0,33.67,96.2,1.65,57.72,0,43.29,13.47,13.47,0,0,70,80.51,25,0,26.83,26.83,0,70,0.34

74,18:15-18:30,115.03,135.3,1.3,0,130.59,1.66,50,0,150,0,0,25.73,0,0,150,33.67,100.22,128.91,0,0,0,0,0,0,0,0,6,0,33.67,96.2,1.65,57.72,0,43.29,13.47,13.47,0,0,70.67,82.99,26.67,0,27.67,27.67,0,70.66,0.15

75,18:30-18:45,115.03,135.3,1.3,0,130.59,1.66,50,0,150,0,0.77,25.23,0,0,150,33.67,100.22,132.76,0,0,0,0,0,0,0,0,6,0,33.67,96.2,1.65,57.72,0,43.29,13.47,13.47,0,0,71.67,85.5,27.33,0,28.5,28.5,0,71.66,0

76,18:45-19:00,115.03,135.3,1.3,0,130.59,1.66,50,0,150,0,0.77,25.23,0,0,150,33.67,100.22,134.68,0,0,0,0,0,0,0,0,6,0,33.67,96.2,1.65,57.72,0,43.29,13.47,13.47,0,0,72.33,87.49,28.33,0,29.17,29.17,0,72.34,0

77,19:00-19:15,115.03,135.3,1.22,0,130.59,1.66,50,0,150,0,0.77,25.23,0,0,150,28.86,100.22,0,0,0,0,0,0,0,0,0,6,0,28.86,96.2,1.65,57.72,0,38.48,13.47,13.47,0,0,73.33,90,29,0,30,30,0,73.34,0

