Block,Time,NR/01022024/29022024/HPX-GTAMLDCRA-141223-05406,NR/01102023/02122045/L_NR_2021_13,NR/01022024/29022024/SJVN010224NR1468,NR/01022024/29022024/SJVN010224NR1469,NR/16022024/29022024/HP-45,NR/01022024/29022024/79,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/13082046/L_NR_2021_12,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_35,NR/01102023/19072037/LT-05,NR/01102023/15082037/GNA_NR_2012_01,L_NR_2019_19,WR/01102023/01102023/L_NR_2020_06,NR/01102023/31052040/LT-31,WR/01102023/29112042/L_NR_2019_05,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05718,SR/14022024/29022024/SJVN140224NR1518,WR/01102023/01102023/L_NR_2022_09,NR/01102023/08032047/L_NR_2021_14,NR/01102023/23072042/L_NR_2012_04,NR/16022024/29022024/HP-40,NR/01022024/29022024/HPX-GTAMLDCRA-141223-05420,WR/01102023/31032046/L_NR_2020_05,SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_16,NR/01102023/22052037/LT-59,NR/16022024/29022024/HP-38,NR/01022024/29022024/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/16022024/29022024/HP-36,NR/19022024/29022024/NVVN/OA/16907,NR/20122023/29022024/IEX_LDC_231218_00501,NR/30092023/31122025/SH-07,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/25072045/L_NR_2021_15,NR/01102023/30042040/GNA_LT_36,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05714,NR/01102023/05012040/L_NR_2020_02,WR/01102023/24112044/L_NR_2020_07,NR/01102023/06022042/L_NR_2012_07,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_17,NR/01012024/31032024/ ChanjuII,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05713,NR/20122023/29022024/IEX_LDC_231218_00502,WR/01102023/16072048/L_NR_2022_08,NR/30092023/26122029/SH-06,WR/01102023/30052048/L_NR_2022_10,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/31102037/L_NR_2019_11
10,02:15-02:30,4.820000,0,0,0,16.320000,0.000000,0,0,145.180000,0.000000,33.050000,99.840000,0,15.52,0.000000,0,6.740000,0,31.64,0,209.080000,0.000000,6.740000,46.61,7.01,0,0.690000,128.130000,96.350000,38.170000,19.270000,8.190000,25.930000,0,0,0.000000,5.780000,1.390000,15.54,33.720000,25.050000,0,0,2.210000,18.310000,11.560000,13.6,25.930000,31.64,0,0.000000,0.950000

11,02:30-02:45,4.820000,0,0,0,16.320000,0.000000,0,0,145.180000,0.000000,33.050000,99.840000,0,15.52,0.000000,0,6.740000,0,31.54,0,209.080000,0.000000,6.740000,46.61,7.01,0,0.690000,128.130000,96.350000,38.170000,19.270000,8.190000,25.930000,0,0,0.000000,5.780000,1.390000,15.54,33.720000,25.050000,0,0,2.210000,18.310000,11.560000,13.32,25.930000,31.54,0,0.000000,0.950000

12,02:45-03:00,4.820000,0,0,0,16.320000,0.000000,0,0,145.180000,0.000000,33.050000,99.840000,0,15.42,0.000000,0,6.740000,0,31.35,0,209.080000,0.000000,6.740000,46.29,7.01,0,0.690000,128.130000,96.350000,38.170000,19.270000,8.190000,25.930000,0,0,0.000000,5.780000,1.390000,15.43,33.720000,25.050000,0,0,2.210000,18.310000,11.560000,13.05,25.930000,31.35,0,0.000000,0.950000

13,03:00-03:15,4.820000,0,0,0,16.320000,0.000000,0,0,145.180000,0.000000,33.050000,72.260000,0,15.23,0.000000,0,6.740000,0,31.22,0,209.080000,0.000000,6.740000,45.71,7.01,0,0.690000,128.130000,96.350000,38.170000,19.270000,8.190000,25.930000,0,0,0.000000,5.780000,1.340000,15.24,33.720000,24.090000,0,0,2.210000,18.310000,11.560000,12.83,25.930000,31.22,0,0.000000,0.950000

14,03:15-03:30,4.820000,0,0,0,16.320000,0.000000,0,0,145.180000,0.000000,33.050000,72.260000,0,14.99,0.000000,0,6.740000,0,30.2,0,209.080000,0.000000,6.740000,44.99,7.01,0,0.690000,128.130000,96.350000,38.170000,19.270000,8.190000,25.930000,0,0,0.000000,5.780000,1.340000,15,33.720000,24.090000,0,0,2.210000,18.310000,11.560000,12.66,25.930000,30.2,0,0.000000,0.950000

15,03:30-03:45,4.820000,0,0,0,16.320000,0.000000,0,0,145.180000,0.000000,33.050000,81.900000,0,14.71,0.000000,0,6.740000,0,29.2,0,209.080000,0.000000,6.740000,44.14,7.01,0,0.690000,128.130000,96.350000,38.170000,19.270000,8.190000,25.930000,0,0,0.000000,5.780000,1.340000,14.71,33.300000,24.090000,0,0,2.210000,18.310000,11.560000,11.84,25.930000,29.2,0,0.000000,0.950000

16,03:45-04:00,4.820000,0,0,0,16.320000,0.000000,0,0,145.180000,0.000000,33.050000,81.900000,0,14.38,0.000000,0,6.740000,0,28.18,0,209.080000,0.000000,6.740000,43.19,7.01,0,0.690000,128.130000,96.350000,38.170000,19.270000,8.190000,25.930000,0,0,0.000000,5.780000,1.340000,14.4,33.300000,24.090000,0,0,2.210000,18.310000,11.560000,11.18,25.930000,28.18,0,0.000000,0.950000

17,04:00-04:15,4.820000,0,0,0,16.320000,0.000000,0,0,145.180000,0.000000,33.050000,81.900000,0,14.3,0.000000,0,6.740000,0,27.66,0,209.080000,0.000000,6.740000,42.92,7.01,0,0.690000,128.130000,96.350000,38.170000,19.270000,8.190000,25.930000,0,0,0.000000,5.780000,1.340000,14.31,33.300000,24.090000,0,0,2.210000,18.310000,11.560000,10.86,25.930000,27.66,0,0.000000,0.950000

18,04:15-04:30,4.820000,0,0,0,16.320000,0.000000,0,0,145.180000,0.000000,33.050000,81.900000,0,14.28,0.000000,0,6.740000,0,27.13,0,209.080000,0.000000,6.740000,42.84,7.01,0,0.690000,128.130000,96.350000,38.170000,19.270000,8.190000,25.930000,0,0,0.000000,5.780000,1.340000,14.28,33.300000,24.090000,0,0,2.210000,18.310000,11.560000,10.64,25.930000,27.13,0,0.000000,0.950000

19,04:30-04:45,4.820000,0,0,0,16.320000,0.000000,0,0,174.090000,0.000000,33.050000,81.900000,0,14.21,0.000000,0,6.740000,0,26.63,0,231.240000,0.000000,6.740000,42.66,7.01,0,0.690000,128.130000,96.350000,38.170000,19.270000,8.190000,25.930000,0,0,0.000000,5.780000,1.340000,14.22,33.300000,24.090000,0,0,2.210000,18.310000,11.560000,10.33,25.930000,26.63,0,0.000000,0.950000

20,04:45-05:00,4.820000,0,0,0,16.320000,0.000000,0,0,200.760000,0.000000,47.210000,81.900000,0,14.16,0.000000,0,6.740000,0,26.14,0,270.980000,0.000000,6.740000,42.5,7.01,0,0.690000,128.130000,96.350000,38.170000,19.270000,8.190000,25.930000,0,0,0.000000,5.780000,1.340000,14.17,52.250000,24.090000,0,0,2.210000,18.310000,11.560000,10.23,25.930000,26.14,0,0.000000,0.950000

21,05:00-05:15,4.820000,0,0,0,16.320000,0.000000,0,0,224.850000,0.000000,47.210000,99.840000,0,13.78,0.000000,0,6.740000,0,25.18,0,270.980000,0.000000,6.740000,41.39,7.01,0,0.690000,128.130000,96.350000,38.170000,19.270000,8.190000,30.830000,0,0,0.000000,5.780000,1.340000,13.8,62.310000,24.090000,0,0,2.120000,18.310000,11.560000,10,25.370000,25.18,0,0.000000,0.950000

22,05:15-05:30,4.820000,0,0,0,16.320000,0.000000,0,0,260.720000,0.000000,47.210000,99.840000,0,13.36,0.000000,0,6.740000,0,25.11,0,270.980000,0.000000,6.740000,40.13,7.01,0,0.690000,128.130000,96.350000,38.170000,19.270000,8.190000,30.830000,0,0,0.000000,5.780000,1.340000,13.38,71.940000,25.050000,0,0,2.120000,18.310000,11.560000,10,25.370000,25.11,0,0.000000,0.950000

23,05:30-05:45,4.820000,0,0,0,16.320000,0.000000,0,0,260.720000,0.000000,47.210000,99.840000,0,13.03,0.000000,0,6.740000,0,25.04,0,270.980000,0.000000,6.740000,39.09,7.01,0,0.690000,128.130000,96.350000,38.170000,19.270000,8.190000,30.830000,0,0,0.000000,5.780000,1.340000,13.03,86.030000,25.050000,0,0,2.120000,18.310000,11.560000,10,25.370000,25.04,0,0.000000,0.950000

24,05:45-06:00,4.820000,0,0,0,16.320000,0.000000,0,0,234.040000,0.000000,33.050000,99.840000,0,12.63,0.000000,0,6.740000,0,24.74,0,231.240000,0.000000,6.740000,37.94,7.01,0,0.690000,128.130000,96.350000,38.170000,19.270000,8.190000,30.830000,0,0,0.000000,5.780000,1.340000,12.65,67.080000,25.050000,0,0,2.120000,18.310000,11.560000,10,25.370000,24.74,0,0.000000,0.950000

25,06:00-06:15,4.820000,0,0,0,0.000000,96.350000,0,0,234.040000,0.000000,33.050000,99.840000,0,12.58,0.000000,0,6.740000,0,24.55,0,270.980000,39.110000,6.740000,37.74,7.01,0,0.690000,0.000000,96.350000,0.000000,48.180000,8.190000,30.830000,0,0,0.000000,5.780000,1.340000,12.58,60.330000,25.050000,0,0,2.120000,18.310000,11.560000,10,30.830000,24.55,0,0.000000,0.950000

26,06:15-06:30,4.820000,0,0,0,0.000000,96.350000,0,0.01,260.720000,0.000000,33.050000,99.840000,0,12.43,0.000000,0,6.740000,0,24.37,0,270.980000,39.110000,6.740000,37.31,7.01,0,0.690000,0.000000,96.350000,0.000000,48.180000,8.190000,30.830000,0,0,0.000000,5.780000,1.340000,12.44,86.030000,25.050000,0,0,2.120000,18.310000,11.560000,10,30.830000,24.37,0,0.000000,0.950000

27,06:30-06:45,4.820000,0,0,0,0.000000,96.350000,0,0.01,260.720000,0.000000,33.050000,99.840000,0,12.01,0.000000,1.77,6.740000,0,24.19,0,270.980000,39.110000,6.740000,36.08,7.01,0,0.690000,0.000000,96.350000,0.000000,48.180000,8.190000,30.830000,1.8,0,0.000000,5.780000,1.340000,12.03,86.030000,24.090000,0,0,2.120000,18.310000,11.560000,10,30.830000,24.19,0,0.000000,0.950000

28,06:45-07:00,4.820000,0,0,0,0.000000,96.350000,2,0.01,260.720000,0.000000,33.050000,99.840000,0.53581,11.89,0.000000,5.22,6.740000,0,24.01,0,270.980000,39.110000,6.740000,35.69,7.01,0,0.690000,0.000000,96.350000,0.000000,48.180000,8.190000,30.830000,5.76,0,0.000000,5.780000,1.340000,11.9,67.080000,24.090000,0,0,2.120000,18.310000,11.560000,10,30.830000,24.01,0,0.000000,0.950000

29,07:00-07:15,4.820000,0.11,0,0,0.000000,96.350000,7,0.54,234.040000,0.000000,47.210000,99.840000,3.477894,11.8,0.000000,11.64,6.740000,0,20.26,0,270.980000,39.110000,6.740000,35.42,7.01,0,0.690000,0.000000,96.350000,0.000000,48.180000,8.190000,30.830000,12.94,0.5,0.000000,5.780000,1.340000,11.81,67.960000,23.120000,1,0,2.120000,18.310000,11.560000,6.66,30.830000,20.26,0,0.000000,0.950000

30,07:15-07:30,4.820000,0.39,0,0,0.000000,96.350000,15,1.95,260.720000,0.110000,57.790000,99.840000,7.813084,11.73,0.110000,20.35,6.740000,0,20.18,0,270.980000,39.110000,6.740000,35.19,7.01,1,0.690000,0.000000,96.350000,0.000000,48.180000,8.190000,30.830000,21.93,1,0.110000,5.780000,1.340000,11.73,86.910000,23.120000,4,0,2.120000,18.310000,11.560000,6.66,30.830000,20.18,1,0.000000,0.950000

31,07:30-07:45,4.820000,1.32,0,0,0.000000,96.350000,25,6.62,260.720000,0.460000,57.790000,99.840000,11.992402,10.01,0.460000,27.5,6.740000,0,20.11,0.67,270.980000,39.110000,6.740000,30.03,7.01,3,0.690000,0.000000,96.350000,0.000000,48.180000,8.190000,30.830000,31.52,2,0.470000,5.780000,1.340000,10.01,86.910000,24.090000,11,1,2.120000,18.310000,11.560000,6.66,30.830000,20.11,4,0.000000,0.950000

32,07:45:08:00,4.820000,5.39,0,0,0.000000,96.350000,30.17,26.96,260.720000,1.120000,57.790000,99.840000,16.970564,9.96,1.120000,30.16,6.740000,0,20.04,2.94,270.980000,39.110000,6.740000,29.85,7.01,8,0.690000,0.000000,96.350000,0.000000,48.180000,8.190000,30.830000,30.17,5,1.150000,5.780000,1.340000,9.95,86.910000,24.090000,18,4,2.120000,18.310000,11.560000,6.66,30.830000,20.04,7,0.000000,0.950000

33,08:00-08:15,4.820000,5.47,0,0,0.000000,48.180000,30.33,27.35,260.720000,2.040000,57.790000,99.840000,22.932668,10.12,2.040000,30.34,6.740000,0,19.94,6.69,270.980000,39.110000,6.740000,30.39,7.01,17,0.690000,0.000000,96.350000,0.000000,48.180000,8.190000,30.830000,30.33,6.6,2.100000,5.780000,1.340000,10.13,86.910000,24.090000,25,8,2.120000,18.310000,11.560000,6.66,30.830000,19.94,10,0.000000,0.950000

34,08:15-08:30,4.820000,9.22,0,0,0.000000,48.180000,30.33,46.12,260.720000,3.200000,57.790000,99.840000,29.966392,10.21,3.200000,30.34,6.740000,0,19.41,11.77,270.980000,39.110000,6.740000,30.6,7.01,27,0.690000,0.000000,96.350000,0.000000,48.180000,8.190000,30.830000,30.33,11.94,3.290000,5.780000,1.340000,10.2,86.910000,24.090000,46,13,2.120000,18.310000,11.560000,6.66,30.830000,19.41,19,0.000000,0.950000

35,08:30-08:45,4.820000,12.85,0,0,0.000000,48.180000,32,64.26,260.720000,4.780000,57.790000,99.840000,37.565152,7,4.780000,32,6.740000,0,18.96,17.74,270.980000,39.110000,6.740000,21,7.01,39,0.690000,0.000000,96.350000,0.000000,48.180000,8.190000,30.830000,32,15.81,4.900000,5.780000,1.340000,7,86.910000,24.090000,56,19,2.120000,18.310000,11.560000,6.66,30.830000,18.96,24,0.000000,0.950000

36,08:45:09:00,4.820000,17.6,0,0,0.000000,48.180000,32,88.03,260.720000,6.260000,47.210000,99.840000,45.290558,7,6.260000,32,6.740000,0,19,23.93,270.980000,39.110000,6.740000,21,7.01,48,0.690000,0.000000,96.350000,0.000000,48.180000,8.190000,30.830000,32,21.61,6.420000,5.780000,1.340000,7,67.960000,24.090000,77,24,2.120000,18.310000,11.560000,6.66,30.830000,19,33,0.000000,0.950000

37,09:00:09:15,4.820000,21.31,0,28.91,0.000000,48.180000,32,106.58,260.720000,7.600000,57.790000,99.840000,69.616332,7,7.600000,32,6.740000,0,18.33,30.81,270.980000,39.110000,6.740000,21,7.01,57,0.690000,0.000000,96.350000,0.000000,48.180000,8.190000,30.830000,32,25.31,7.780000,5.780000,1.340000,7,86.910000,24.090000,102,28,2.020000,18.310000,11.560000,6.66,30.830000,18.33,43,0.000000,0.000000

38,09:15-09:30,4.820000,25.15,0,28.91,0.000000,48.180000,32,125.75,260.720000,8.820000,57.790000,99.840000,78.822522,7,8.820000,32,6.740000,0,17.67,37.73,270.980000,39.110000,6.740000,21,7.01,64,0.690000,0.000000,96.350000,0.000000,48.180000,8.190000,30.830000,32,28.64,9.040000,5.780000,1.340000,7,86.910000,24.090000,119,32,2.020000,18.310000,11.560000,6.66,30.830000,17.67,51,0.000000,0.000000

39,09:30-09:45,4.820000,31.97,0,28.91,0.000000,48.180000,32,159.87,260.720000,9.970000,57.790000,99.840000,87.678,7,9.970000,32,6.740000,0,17.33,42.62,270.980000,39.110000,6.740000,21,6.01,73,0.690000,0.000000,96.350000,0.000000,48.180000,8.190000,30.830000,32,31.78,10.220000,5.780000,1.340000,7,86.910000,24.090000,147,37,2.020000,18.310000,11.560000,6.66,30.830000,17.33,63,0.000000,0.950000

40,09:45-10:00,4.820000,35.97,0,28.91,0.000000,48.180000,32.5,179.86,260.720000,11.140000,57.790000,99.840000,96.280186,7,11.140000,32.5,6.740000,0,16.67,48.88,270.980000,39.110000,6.740000,21,6.01,79,0.690000,0.000000,96.350000,0.000000,48.180000,8.190000,30.830000,32.5,34.44,11.410000,5.780000,1.340000,7,86.910000,23.120000,161,39,2.020000,18.310000,11.560000,6.66,30.830000,16.67,69,0.000000,0.950000

41,10:00-10:15,4.820000,39.49,0,0,0.000000,48.180000,32.5,197.43,260.720000,12.470000,57.790000,99.840000,103.839978,7,12.470000,32.5,6.740000,22.16,16.67,54.54,270.980000,39.110000,6.740000,21,6.01,83,0.660000,0.000000,96.350000,0.000000,48.180000,8.190000,30.830000,32.5,36,12.790000,5.780000,0.000000,7,86.910000,0.000000,172,42,2.020000,18.310000,11.560000,6.66,30.830000,16.67,73,0.000000,0.950000

42,10:15-10:30,4.820000,42.71,0,0,0.000000,48.180000,32.5,213.58,260.720000,13.440000,57.790000,99.840000,110.542474,7,13.440000,32.5,6.740000,22.16,16.67,60.08,270.980000,39.110000,6.740000,21,6.01,89,0.660000,0.000000,96.350000,0.000000,48.180000,8.190000,30.830000,32.5,39.11,13.770000,5.780000,0.000000,7,86.910000,0.000000,179,44,2.020000,18.310000,11.560000,6.66,30.830000,16.67,76,0.000000,0.950000

43,10:30-10:45,4.820000,44.97,0,0,0.000000,48.180000,32.5,224.88,260.720000,14.160000,57.790000,99.840000,110.639894,7,14.160000,32.5,6.740000,22.16,16.67,86.31,270.980000,39.110000,6.740000,21,6.01,92,0.660000,0.000000,96.350000,0.000000,48.180000,8.190000,30.830000,32.5,41.08,14.520000,5.780000,0.000000,7,86.910000,0.000000,186,46,2.020000,18.310000,11.560000,6.66,30.830000,16.67,79,0.000000,0.950000

44,10:45-11:00,4.820000,46.33,0,0,0.000000,48.180000,32.5,231.67,260.720000,14.900000,57.790000,99.840000,117.48852,7.16,14.900000,32.5,6.740000,22.16,16.67,90.13,270.980000,39.110000,6.740000,21.5,6.01,95,0.660000,0.000000,96.350000,0.000000,48.180000,8.190000,30.830000,32.5,42.86,15.270000,5.780000,0.000000,7.17,86.910000,0.000000,193,47,2.020000,18.310000,11.560000,6.66,30.830000,16.67,82,0.000000,0.950000

45,11:00-11:15,4.820000,46.33,0,0,0.000000,96.350000,32.5,231.67,260.720000,15.660000,57.790000,99.840000,124.785278,7,15.660000,32.5,6.740000,22.16,14,92.87,270.980000,39.110000,6.740000,21,6.01,97,0.660000,0.000000,96.350000,0.000000,48.180000,8.190000,30.830000,32.5,44.27,16.050000,5.780000,0.000000,7,86.910000,0.000000,200,48,2.020000,18.310000,11.560000,6.66,30.830000,14,85,0.000000,0.950000

46,11:15-11:30,4.820000,46.33,0,0,0.000000,96.350000,32.5,231.67,260.720000,16.150000,47.210000,99.840000,132.34507,7,16.150000,32.5,6.740000,22.16,14,93.8,270.980000,39.110000,6.740000,21,6.01,97,0.660000,0.000000,96.350000,0.000000,48.180000,8.190000,30.830000,32.5,45.95,16.560000,5.780000,0.000000,7,86.910000,0.000000,203,49,2.020000,18.310000,11.560000,6.66,30.830000,14,87,0.000000,0.950000

47,11:30-11:45,4.820000,45.83,0,0,0.000000,96.350000,32.5,229.17,260.720000,16.240000,57.790000,99.840000,138.355884,7.16,16.240000,32.5,6.740000,22.16,14,93.84,270.980000,39.110000,6.740000,21.5,6.01,97,0.660000,0.000000,96.350000,0.000000,48.180000,8.190000,30.830000,32.5,46.61,16.650000,5.780000,0.000000,7.17,86.910000,0.000000,210,49,2.020000,18.310000,11.560000,6.66,30.830000,14,90,0.000000,0.950000

48,11:45-12:00,4.820000,45.83,0,0,0.000000,96.350000,32.5,229.17,260.720000,16.240000,57.790000,99.840000,142.895656,7.5,16.240000,32.5,6.740000,22.16,14,93.83,270.980000,39.110000,6.740000,22.5,6.01,97,0.660000,0.000000,96.350000,0.000000,48.180000,8.190000,30.830000,32.5,47.25,16.650000,5.780000,0.000000,7.5,86.910000,0.000000,210,49,2.020000,18.310000,11.560000,6.66,30.830000,14,90,0.000000,0.950000

49,12:00-12:15,4.820000,45.83,0,0,0.000000,96.350000,32.5,229.17,260.720000,16.240000,47.210000,99.840000,154.547088,8,16.240000,32.5,6.740000,22.16,18.58,93.81,270.980000,39.110000,6.740000,24,6.01,97,0.000000,0.000000,96.350000,0.000000,48.180000,8.190000,30.830000,32.5,47.67,16.650000,5.780000,0.000000,8,76.400000,0.000000,210,49,1.930000,18.310000,11.560000,7.91,30.830000,18.58,90,0.000000,0.950000

50,12:15-12:30,4.820000,45.83,0,0,0.000000,96.350000,32.5,229.17,260.720000,16.240000,57.790000,99.840000,154.75167,9.16,16.240000,32.5,6.740000,22.16,18.48,93.81,270.980000,39.110000,6.740000,27.5,6.01,97,0.000000,0.000000,96.350000,0.000000,48.180000,8.190000,30.830000,32.5,47.74,16.650000,5.780000,0.000000,9.17,76.400000,0.000000,210,49,1.930000,18.310000,11.560000,8.25,30.830000,18.48,90,0.000000,0.950000

51,12:30-12:45,4.820000,46.33,0,0,0.000000,96.350000,32.5,231.67,260.720000,16.240000,47.210000,99.840000,154.586056,10,16.240000,32.5,6.740000,22.16,18.25,93.82,270.980000,39.110000,6.740000,30,6.01,97,0.000000,0.000000,96.350000,0.000000,48.180000,8.190000,30.830000,32.5,47.83,16.650000,5.780000,0.000000,10,76.400000,0.000000,210,49,1.930000,18.310000,11.560000,8.47,30.830000,18.25,90,0.000000,0.950000

52,12:45-13:00,4.820000,46.33,0,0,0.000000,96.350000,32.5,231.67,234.040000,16.240000,33.050000,99.840000,154.400958,9.83,16.240000,32.5,6.740000,22.16,16.24,93.83,270.980000,39.110000,6.740000,29.47,6.01,97,0.000000,0.000000,96.350000,0.000000,48.180000,8.190000,30.830000,32.5,47.99,16.650000,5.780000,0.000000,9.82,57.440000,0.000000,210,49,1.930000,18.310000,11.560000,8.81,30.830000,16.24,90,0.000000,0.950000

