Block,Time,L_NR_2022_10,L_NR_2021_12,L_NR_2020_02,L_NR_2022_09,L_NR_2021_13,L_NR_2021_14,L_NR_2021_15,L_NR_2012_01,L_NR_2019_11,LT-59,L_NR_2020_07,L_NR_2019_19,L_NR_2012_07,L_NR_2012_02,LT-31,LT-36,L_NR_2021_17,SH-06,LT-05,L_NR_2019_06,LT-35,L_NR_2020_06,L_NR_2012_04,L_NR_2022_08,LT_MEJA_Delhi,L_NR_2023_04,L_NR_2018_61,L_NR_2019_05,L_NR_2021_16,L_NR_2019_07,L_NR_2020_05,SH-07
92,22:45-23:00,64.95,0,8.510000,64.95,0,0,0,101.310000,7.470000,7.240000,31.43,0.000000,87.240000,261.720000,0.000000,0.000000,0,14.510000,115.730000,0,0.000000,31.42,272.020000,28.91,3.740000,0.000000,16.5,0,0,0,94.26,14.510000

93,23:00-23:15,62.3,0,8.510000,62.3,0,0,0,101.310000,7.470000,7.240000,30.58,0.000000,87.240000,261.720000,0.000000,0.000000,0,14.510000,115.730000,0,0.000000,30.58,272.020000,28.86,3.740000,0.000000,17.74,0,0,0,91.75,14.510000

94,23:15-23:30,59.63,0,8.510000,59.63,0,0,0,101.310000,7.470000,7.240000,29.72,0.000000,87.240000,261.720000,0.000000,0.000000,0,14.510000,115.730000,0,0.000000,29.71,272.020000,28.38,3.740000,0.000000,19.32,0,0,0,89.14,14.510000

95,23:30-23:45,58.83,0,8.510000,58.83,0,0,0,101.310000,7.470000,7.240000,28.79,0.000000,87.240000,261.720000,0.000000,0.000000,0,14.510000,115.730000,0,0.000000,28.77,272.020000,27.66,3.740000,0.000000,40.15,0,0,0,86.32,14.510000

96,23:45-24:00,58.43,0,8.510000,58.43,0,0,0,101.310000,7.470000,7.240000,28.43,0.000000,87.240000,261.720000,0.000000,0.000000,0,14.510000,115.730000,0,0.000000,28.44,272.020000,26.21,3.740000,0.000000,41.21,0,0,0,85.31,14.510000

