Block,Time,JHAJJAR,KHSTPP-II,KISHANGANGA,NJPC,RSTPSU7,SASAN,SEWA2,SIMHST1,URI2,FSTPP I & II,KOTESHWR,MAPS,NTPL,RAMPUR,RIHAND2,TANAKPUR,TelanganaSTPP,AURY_CRF,DADRI_LF,BRBCL,DADRT2,DULHASTI,KOLDAM,KUDGI,PARBATI3,UNCHAHAR2,UNCHAHAR4,VALLURNTECL,DADRI_CRF,DADRI_RF,CHAMERA1,KHSTPP-I,KKNPPU2,NLCEXP,ANTA_LF,DADRI_GF,NAPP,RSTPSU1TO6,SALAL,SIMHST2,TALA,TALST2,CHAMERA2,CHAMERA3,KGSU1AND2,RAPPC,SINGRAULI,TANDA2,UNCHAHAR1,UNCHAHAR3,URI,ANTA_GF,ANTA_RF,AURY_LF,AURY_RF,KGSU3AND4,KKNP,NLCIIST2,NLCTS2EXP,NNTPP,RIHAND3,ANTA_CRF,AURY_GF,BSIUL,DHAULIGNGA,NLCIIST1,RAPPB,RIHAND1,SINGRAULI_HYDRO,TEHRI
8,01:45-02:00,472.31,148.3,0,46.78,0,405,0,0,0,14.3,8.87,0,0,0,118.76,13.06,0,0,21.92,15,341.57,32.96,0,0,0,42.4,0,0,0,66.85,0,46.4,0,0,0,0,41.65,0,12.78,0,3.03,0,13.17,9.68,0,51.9,138.75,0,20.56,0,5.52,0,42.74,0,69.5,0,0,0,0,0,124.32,0,0,0,9.11,0,0,92,0,14.93

9,02:00-02:15,472.31,148.3,0,46.78,0,405,0,0,0,14.3,8.87,0,0,0,118.76,10.89,0,0,21.92,15,341.57,32.96,0,0,0,42.4,0,0,0,66.85,0,46.4,0,0,0,0,41.65,0,26.14,0,3.03,0,13.17,9.68,0,51.9,138.75,0,20.56,0,5.52,0,42.74,0,69.5,0,0,0,0,0,124.32,0,0,0,9.11,0,0,92,0,14.93

10,02:15-02:30,472.31,148.3,0,46.78,0,405,0,0,0,14.3,8.87,0,0,0,118.76,10.89,0,0,21.92,15,341.57,32.96,0,0,0,42.4,0,0,0,66.85,0,46.4,0,0,0,0,41.65,0,79.38,0,3.03,0,13.17,9.68,0,51.9,138.75,0,20.56,0,5.52,0,42.74,0,69.5,0,0,0,0,0,124.32,0,0,0,9.11,0,0,92,0,14.93

11,02:30-02:45,472.31,148.3,0,46.78,0,405,0,0,5.38,14.3,8.87,0,0,0,118.76,10.89,0,0,21.92,15,341.57,32.96,0,0,0,42.4,0,0,0,66.85,0,46.4,0,0,0,0,41.65,0,79.38,0,3.18,0,13.17,9.68,0,51.9,138.75,0,20.56,0,5.52,0,42.74,0,69.5,0,0,0,0,0,124.32,0,0,0,9.11,0,0,92,0,14.93

12,02:45-03:00,472.31,148.3,0,46.78,0,405,0,0,5.38,14.3,8.87,0,0,0,118.76,10.89,0,0,21.92,15,341.57,32.96,0,0,0,42.4,0,0,0,66.85,0,46.4,0,0,0,0,41.65,0,79.38,0,3.18,0,13.17,9.68,0,51.9,138.75,0,20.56,0,5.52,0,42.74,0,69.5,0,0,0,0,0,124.32,0,0,0,9.11,0,0,92,0,14.93

13,03:00-03:15,472.31,148.3,0,46.78,0,405,0,0,7.4,14.3,8.87,0,0,0,118.76,10.89,0,0,21.92,13.4,341.57,32.96,0,0,0,42.4,0,0,0,66.85,0,46.4,0,0,0,0,41.65,0,79.38,0,3.18,0,13.17,9.68,0,51.9,138.75,0,20.56,0,5.52,0,42.74,0,69.5,0,0,0,0,0,124.32,0,0,0,9.11,0,0,92,0,14.93

14,03:15-03:30,472.31,148.3,0,46.78,0,405,0,0,7.4,14.3,8.87,0,0,0,118.76,10.89,0,0,21.92,13.4,341.57,32.96,0,0,0,42.4,0,0,0,66.85,0,46.4,0,0,0,0,41.65,0,79.38,0,3.18,0,13.17,9.68,0,51.9,138.75,0,20.56,0,5.52,0,42.74,0,69.5,0,0,0,0,0,124.32,0,0,0,9.11,0,0,92,0,14.93

15,03:30-03:45,472.31,148.3,0,46.78,0,405,0,0,7.4,14.3,8.87,0,0,0,118.76,10.89,0,0,21.92,13.4,341.57,32.96,0,0,0,42.4,0,0,0,66.85,0,46.4,0,0,0,0,41.65,0,79.38,0,3.18,0,13.17,9.68,0,51.9,138.75,0,20.56,0,5.52,0,42.74,0,69.5,0,0,0,0,0,124.32,0,0,0,9.11,0,0,92,0,14.93

16,03:45-04:00,472.31,148.3,0,46.78,0,405,0,0,7.4,14.3,8.87,0,0,0,118.76,10.89,0,0,21.92,13.4,341.57,32.96,0,0,0,42.4,0,0,0,66.85,0,46.4,0,0,0,0,41.65,0,26.14,0,3.18,0,13.17,9.68,0,51.9,138.75,0,20.56,0,5.52,0,42.74,0,69.5,0,0,0,0,0,124.32,0,0,0,9.11,0,0,92,0,14.93

17,04:00-04:15,472.31,148.3,0,46.78,0,405,0,0,7.4,14.3,8.87,0,0,0,118.76,10.89,0,0,21.92,13.4,341.57,32.96,0,0,0,42.4,0,0,0,66.85,0,46.4,0,0,0,0,41.65,0,12.78,0,3.18,0,13.17,9.68,0,51.9,138.75,0,20.56,0,5.52,0,42.74,0,69.5,0,0,0,0,0,124.32,0,0,0,9.11,0,0,92,0,14.93

18,04:15-04:30,472.31,148.3,0,46.78,0,405,0,0,7.4,14.3,8.87,0,0,0,118.76,10.89,0,0,21.92,13.4,341.57,32.96,0,0,0,42.4,0,0,0,66.85,0,46.4,0,0,0,0,41.65,0,12.78,0,3.18,0,13.17,9.68,0,51.9,138.75,0,20.56,0,5.52,0,42.74,0,69.5,0,0,0,0,0,124.32,0,0,0,9.11,0,0,92,0,14.93

19,04:30-04:45,472.31,148.3,0,46.78,0,405,0,0,7.4,14.3,8.87,0,0,0,118.76,10.89,0,0,21.92,13.4,341.57,32.96,0,0,0,42.4,0,0,0,66.85,0,46.4,0,0,0,0,41.65,0,12.78,0,3.18,0,13.17,9.68,0,51.9,138.75,0,20.56,0,5.52,0,42.74,0,69.5,0,0,0,0,0,124.32,0,0,0,9.11,0,0,92,0,14.93

20,04:45-05:00,472.31,148.3,0,46.78,0,405,0,0,7.4,14.3,8.87,0,0,0,118.76,10.89,0,0,21.92,13.4,341.57,32.96,0,0,0,42.4,0,0,0,66.85,0,46.4,0,0,0,0,41.65,0,12.78,0,3.03,0,13.17,9.68,0,51.9,138.75,0,20.56,0,5.52,0,42.74,0,69.5,0,0,0,0,0,124.32,0,0,0,9.11,0,0,92,0,14.93

21,05:00-05:15,472.31,148.3,0,46.78,0,405,0,0,7.4,14.3,8.87,0,0,0,118.76,10.89,0,0,21.92,13.4,341.57,49.43,0,0,0,42.4,0,0,0,66.85,0,46.4,0,0,0,0,41.65,0,12.78,0,2.88,0,13.17,9.68,0,51.9,138.75,0,20.56,0,5.52,0,42.74,0,69.5,0,0,0,0,0,124.32,0,0,0,9.11,0,0,92,0,14.93

22,05:15-05:30,472.31,148.3,0,46.78,0,405,0,0,7.4,14.3,8.87,0,0,0,118.76,10.89,0,0,21.92,13.4,341.57,49.43,0,0,2.55,42.4,0,0,0,66.85,0,46.4,0,0,0,0,41.65,0,12.78,0,2.45,0,13.17,9.68,0,51.9,138.75,0,20.56,0,5.52,0,42.74,0,69.5,0,0,0,0,0,124.32,0,0,1.1,9.11,0,0,92,0,14.93

23,05:30-05:45,472.31,148.3,0,70.17,0,405,0,0,7.4,14.3,8.87,0,0,0,118.76,10.89,0,0,21.92,13.4,341.57,49.43,0,0,5.09,42.4,0,0,0,66.85,0,46.4,0,0,0,0,41.65,0,12.78,0,2.45,0,13.17,9.68,0,51.9,138.75,0,20.56,0,5.52,0,42.74,0,69.5,0,0,0,0,0,124.32,0,0,6.52,18.23,0,0,92,0,14.93

24,05:45-06:00,472.31,148.3,0,88.93,0,405,0,0,7.4,14.3,8.87,0,0,0,118.76,10.89,0,0,21.92,13.4,341.57,49.43,0,0,33.1,42.4,0,0,0,66.85,11.85,46.4,0,0,0,0,41.65,0,12.78,0,1.86,0,26.26,19.36,0,51.9,138.75,0,20.56,0,5.52,0,42.74,0,69.5,0,0,0,0,0,124.32,0,0,6.52,27.48,0,0,92,0,14.93

25,06:00-06:15,472.31,148.3,0,116.95,0,405,0,0,7.4,14.3,9.86,0,0,0,118.76,13.06,0,0,21.92,13.4,341.57,49.43,0,0,33.1,42.4,0,0,0,66.85,14.05,44.92,0,0,0,0,41.65,0,12.78,0,1.86,0,40.79,30.56,0,51.9,138.75,0,20.56,0,5.52,0,41.68,0,69.5,0,0,0,0,0,124.32,0,0,19.56,37.65,0,0,92,0,31.13

26,06:15-06:30,472.31,148.3,0,116.95,0,405,0,0,7.4,14.3,9.86,0,0,0,118.76,13.06,0,0,21.92,13.4,341.57,49.43,0,0,33.1,42.4,0,0,0,66.85,14.05,44.92,0,0,0,0,41.65,0,12.78,0,1.55,0,40.79,30.56,0,51.9,138.75,0,20.56,0,5.52,0,41.68,0,69.5,0,0,0,0,0,124.32,0,0,19.56,37.65,0,0,92,0,31.13

27,06:30-06:45,472.31,148.3,0,116.95,0,405,0,0,6.72,14.3,9.86,0,0,0,118.76,10.89,0,0,21.92,13.4,341.57,49.43,0,0,33.1,42.4,0,0,0,66.85,14.05,44.92,0,0,0,0,41.65,0,12.78,0,1.55,0,40.79,30.56,0,51.9,138.75,0,20.56,0,5.52,0,41.68,0,69.5,0,0,0,0,0,124.32,0,0,19.56,37.65,0,0,92,0,31.13

28,06:45-07:00,472.31,148.3,0,116.95,0,405,0,0,6.72,14.3,9.86,0,0,0,118.76,10.89,0,0,21.92,13.4,341.57,49.43,0,0,33.1,42.4,0,0,0,66.85,14.05,44.92,0,0,0,0,41.65,0,12.78,0,1.55,0,40.79,30.56,0,51.9,138.75,0,20.56,0,5.52,0,41.68,0,69.5,0,0,0,0,0,124.32,0,0,19.56,37.65,0,0,92,0,30.68

29,07:00-07:15,472.31,148.3,0,116.95,0,405,0,0,6.72,14.3,8.87,0,0,0,118.76,10.89,0,0,21.92,13.4,341.57,49.43,0,0,33.1,42.4,0,0,0,66.85,11.85,44.92,0,0,0,0,41.65,0,12.78,0,1.71,0,39.51,19.36,0,51.9,138.75,0,20.56,0,8.83,0,41.68,0,69.5,0,0,0,0,0,124.32,0,0,6.52,27.48,0,0,92,0,14.93

30,07:15-07:30,472.31,148.3,0,88.73,0,405,0,0,6.72,14.3,8.87,0,0,0,118.76,10.89,0,0,21.92,13.4,341.57,49.43,0,0,5.09,42.4,0,0,0,66.85,0,44.92,0,0,0,0,41.65,0,12.78,0,1.86,0,26.34,9.68,0,51.9,138.75,0,20.56,0,44.16,0,41.68,0,69.5,0,0,0,0,0,124.32,0,0,6.52,18.23,0,0,92,0,0

31,07:30-07:45,472.31,148.3,0,88.73,0,405,0,0,5.38,14.3,8.87,0,0,0,118.76,10.89,0,0,21.92,13.4,341.57,49.43,0,0,2.55,42.4,0,0,0,66.85,0,44.92,0,0,0,0,41.65,0,79.38,0,1.86,0,12,9.68,0,51.9,138.75,0,20.56,0,44.16,0,41.68,0,69.5,0,0,0,0,0,124.32,0,0,6.52,18.23,0,0,92,0,0

32,07:45-08:00,472.31,148.3,0,70.17,0,405,0,0,5.38,14.3,8.87,0,0,0,118.76,10.89,0,0,21.92,13.4,341.57,49.43,0,0,0,42.4,0,0,0,66.85,0,44.92,0,0,0,0,41.65,0,79.38,0,2.29,0,12,9.68,0,51.9,138.75,0,20.56,0,8.83,0,41.68,0,69.5,0,0,0,0,0,124.32,0,0,6.52,18.23,0,0,92,0,0

33,08:00-08:15,472.31,148.3,0,70.17,0,405,0,0,5.38,14.99,8.87,0,0,0,118.76,13.06,0,0,21.92,13.4,341.57,32.96,0,0,0,42.4,0,0,0,66.85,0,44.92,0,0,0,0,41.65,0,79.38,0,1.71,0,12,9.68,0,51.9,138.75,0,20.56,0,5.52,0,41.68,0,69.29,0,0,0,0,0,124.32,0,0,6.52,9.11,0,0,92,0,0

34,08:15-08:30,472.31,148.3,0,46.78,0,405,0,0,5.38,15.67,8.87,0,0,0,118.76,13.06,0,0,21.92,13.4,341.57,32.96,0,0,0,42.4,0,0,0,66.85,0,44.92,0,0,0,0,41.65,0,26.14,0,1.71,0,12,9.68,0,51.9,138.75,0,20.56,0,5.52,0,41.68,0,69.29,0,0,0,0,0,124.32,0,0,6.52,9.11,0,0,92,0,0

35,08:30-08:45,472.31,148.3,0,46.78,0,405,0,0,7.4,15.67,8.87,0,0,0,118.76,10.89,0,0,21.92,13.73,341.57,32.96,0,0,0,42.4,0,0,0,66.85,0,44.92,0,0,0,0,41.65,0,26.14,0,1.71,0,2,9.68,0,51.9,138.75,0,20.56,0,5.52,0,41.68,0,69.29,0,0,0,0,0,124.32,0,0,6.52,9.11,0,0,92,0,0

36,08:45-09:00,472.31,148.3,0,46.78,0,405,0,0,7.4,16.37,8.87,0,0,0,118.76,10.89,0,0,21.92,13.73,341.57,32.96,0,0,0,42.4,0,0,0,66.85,0,44.92,0,0,0,0,41.65,0,26.14,0,1.76,0,2,0,0,51.9,138.75,0,20.56,0,5.52,0,41.68,0,69.29,0,0,0,0,0,124.32,0,0,6.52,9.11,0,0,92,0,0

37,09:00-09:15,472.31,148.3,0,46.78,0,396.56,0,0,7.4,16.37,8.87,0,0,0,118.76,10.89,0,0,21.92,13.73,341.57,32.96,0,0,0,42.4,0,0,0,66.85,0,44.92,0,0,0,0,41.65,0,26.14,0,1.76,0,2,0,0,51.9,138.75,0,20.56,0,8.83,0,41.68,0,69.29,0,0,0,0,0,124.32,0,0,6.52,9.11,0,0,92,0,0

38,09:15-09:30,472.31,148.3,0,46.78,0,388.12,0,0,7.4,17.07,8.87,0,0,0,118.76,10.89,0,0,21.92,13.73,341.57,32.96,0,0,0,42.4,0,0,0,66.85,0,44.92,0,0,0,0,41.65,0,26.14,0,1.76,0,2,0,0,51.9,138.75,0,20.56,0,44.16,0,41.68,0,69.29,0,0,0,0,0,124.32,0,0,6.52,9.11,0,0,92,0,0

39,09:30-09:45,472.31,148.3,0,46.78,0,388.12,0,0,7.4,17.07,8.87,0,0,0,118.76,10.89,0,0,21.92,13.73,341.57,32.96,0,0,0,42.4,0,0,0,66.85,0,44.92,0,0,0,0,41.65,0,26.14,0,1.03,0,2,0,0,51.9,138.75,0,20.56,0,44.16,0,41.68,0,69.29,0,0,0,0,0,124.32,0,0,6.52,9.11,0,0,92,0,0

40,09:45-10:00,472.31,148.3,0,46.78,0,388.12,0,0,7.4,17.77,8.87,0,0,0,118.76,10.89,0,0,21.92,13.73,341.57,32.96,0,0,0,42.4,0,0,0,66.85,0,44.92,0,0,0,0,41.65,0,26.14,0,1.03,0,2,0,0,51.9,138.75,0,20.56,0,8.83,0,41.68,0,69.29,0,0,0,0,0,124.32,0,0,6.52,9.11,0,0,92,0,0

41,10:00-10:15,472.31,148.3,0,46.78,0,388.12,0,0,7.4,17.77,8.87,0,0,0,118.76,10.89,0,0,21.92,13.73,341.57,32.96,0,0,0,42.4,0,0,0,66.85,0,44.92,0,0,0,0,41.65,0,26.14,0,1.76,0,2,0,0,51.9,138.75,0,20.56,0,5.52,0,41.48,0,69.29,0,0,0,0,0,124.32,0,0,6.52,9.11,0,0,66,0,0

42,10:15-10:30,472.31,148.3,0,46.78,0,388.12,0,0,7.4,18.46,8.87,0,0,0,118.76,10.89,0,0,21.92,13.73,341.57,32.96,0,0,0,42.4,0,0,0,66.85,0,44.92,0,0,0,0,41.65,0,26.14,0,1.76,0,2,0,0,51.9,138.75,0,20.56,0,5.52,0,41.48,0,69.29,0,0,0,0,0,124.32,0,0,6.52,9.11,0,0,66,0,0

43,10:30-10:45,472.31,148.3,0,46.78,0,388.12,0,0,7.4,19.15,8.87,0,0,0,118.76,10.89,0,0,21.92,13.73,341.57,32.96,0,0,0,42.4,0,0,0,66.85,0,44.92,0,0,0,0,41.65,0,26.14,0,1.76,0,2,0,0,51.9,138.75,0,20.56,0,5.52,0,41.48,0,69.29,0,0,0,0,0,124.32,0,0,6.52,9.11,0,0,66,0,0

44,10:45-11:00,472.31,148.3,0,46.78,0,388.12,0,0,7.4,19.85,8.87,0,0,0,118.76,10.89,0,0,21.92,13.73,341.57,32.96,0,0,0,42.4,0,0,0,66.85,0,44.92,0,0,0,0,41.65,0,26.14,0,1.76,0,2,0,0,51.9,138.75,0,20.56,0,5.52,0,41.48,0,69.29,0,0,0,0,0,124.32,0,0,6.52,9.11,0,0,66,0,0

45,11:00-11:15,472.31,148.3,0,23.39,0,388.12,0,0,5.38,20.54,8.87,0,0,0,118.76,10.89,0,0,21.92,13.73,341.57,32.96,0,0,0,42.4,0,0,0,66.85,0,44.92,0,0,0,0,41.65,0,26.14,0,1.86,0,2,0,0,51.9,138.75,0,20.56,0,5.52,0,41.48,0,69.29,0,0,0,0,0,124.32,0,0,0,9.11,0,0,66,0,0

46,11:15-11:30,472.31,148.3,0,23.39,0,388.12,0,0,5.38,20.8,8.87,0,0,0,118.76,10.89,0,0,21.92,13.73,341.57,32.96,0,0,0,42.4,0,0,0,66.85,0,44.92,0,0,0,0,41.65,0,26.14,0,1.86,0,2,0,0,51.9,138.75,0,20.56,0,5.52,0,41.48,0,69.29,0,0,0,0,0,124.32,0,0,0,9.11,0,0,66,0,0

47,11:30-11:45,472.31,148.3,0,23.39,0,388.12,0,0,5.38,20.8,8.87,0,0,0,118.76,10.89,0,0,21.92,13.73,341.57,32.96,0,0,0,42.4,0,0,0,66.85,0,44.92,0,0,0,0,41.65,0,26.14,0,1.86,0,2,0,0,51.9,138.75,0,20.56,0,5.52,0,41.48,0,69.29,0,0,0,0,0,124.32,0,0,0,9.11,0,0,66,0,0

48,11:45-12:00,472.31,148.3,0,23.39,0,388.12,0,0,5.38,20.8,8.87,0,0,0,118.76,10.89,0,0,21.92,13.73,341.57,32.96,0,0,0,42.4,0,0,0,66.85,0,44.92,0,0,0,0,41.65,0,26.14,0,1.94,0,2,0,0,51.9,138.75,0,20.56,0,5.52,0,41.48,0,69.29,0,0,0,0,0,124.32,0,0,0,9.11,0,0,66,0,0

49,12:00-12:15,472.31,148.3,0,23.39,0,388.12,0,0,26.9,20.8,8.87,0,0,0,118.76,10.89,0,0,21.92,13.73,341.57,32.96,0,0,0,42.4,0,0,0,65.76,0,44.92,0,0,0,0,41.65,0,26.14,0,1.91,0,2,0,0,51.9,138.75,0,20.56,0,3.31,0,41.16,0,68.96,0,0,0,0,0,124.32,0,0,0,9.11,0,0,66,0,0

50,12:15-12:30,472.31,148.3,0,23.39,0,388.12,0,0,26.9,20.8,8.87,0,0,0,118.76,10.89,0,0,21.92,13.73,341.57,32.96,0,0,0,42.4,0,0,0,65.76,0,44.92,0,0,0,0,41.65,0,26.14,0,2.02,0,2,0,0,51.9,138.75,0,20.56,0,3.31,0,41.16,0,68.96,0,0,0,0,0,124.32,0,0,0,9.11,0,0,66,0,0

51,12:30-12:45,472.31,148.3,0,23.39,0,388.12,0,0,26.9,20.8,8.87,0,0,0,118.76,10.89,0,0,21.92,13.73,341.57,32.96,0,0,0,42.4,0,0,0,65.76,0,44.92,0,0,0,0,41.65,0,12.78,0,2.35,0,2,0,0,51.9,138.75,0,20.56,0,3.31,0,41.16,0,68.96,0,0,0,0,0,124.32,0,0,0,9.11,0,0,66,0,0

52,12:45-13:00,472.31,148.3,0,23.39,0,388.12,0,0,26.9,20.8,8.87,0,0,0,118.76,10.89,0,0,21.92,13.73,341.57,32.96,0,0,0,42.4,0,0,0,65.76,0,44.92,0,0,0,0,41.65,0,12.78,0,2.45,0,2,0,0,51.9,138.75,0,20.56,0,3.31,0,41.16,0,68.96,0,0,0,0,0,124.32,0,0,0,9.11,0,0,66,0,0

53,13:00-13:15,472.31,148.3,0,23.39,0,388.12,0,0,26.9,20.8,8.87,0,0,0,118.76,10.89,0,0,21.92,13.73,341.57,32.96,0,0,0,42.4,0,0,0,65.76,0,44.92,0,0,0,0,41.65,0,12.78,0,2.12,0,2,0,0,51.9,138.75,0,20.56,0,6.63,0,41.16,0,68.96,0,0,0,0,0,124.32,0,0,0,9.11,0,0,66,0,0

54,13:15-13:30,472.31,148.3,0,23.39,0,388.12,0,0,26.9,20.8,8.87,0,0,0,118.76,10.89,0,0,21.92,13.73,341.57,32.96,0,0,0,42.4,0,0,0,65.76,0,44.92,0,0,0,0,41.65,0,12.78,0,2.23,0,2,0,0,51.9,138.75,0,20.56,0,6.63,0,41.16,0,68.96,0,0,0,0,0,124.32,0,0,0,9.11,0,0,66,0,0

55,13:30-13:45,472.31,148.3,0,23.39,0,388.12,0,0,5.38,20.8,8.87,0,0,0,118.76,10.89,0,0,21.92,13.73,341.57,32.96,0,0,0,42.4,0,0,0,65.76,0,44.92,0,0,0,0,41.65,0,12.78,0,2.23,0,2,0,0,51.9,138.75,0,20.56,0,6.63,0,41.16,0,68.96,0,0,0,0,0,124.32,0,0,0,9.11,0,0,66,0,0

56,13:45-14:00,472.31,148.3,0,23.39,0,388.12,0,0,5.38,20.8,8.87,0,0,0,118.76,10.89,0,0,21.92,13.73,341.57,32.96,0,0,0,42.4,0,0,0,65.76,0,44.92,0,0,0,0,41.65,0,12.78,0,2.33,0,2,0,0,51.9,138.75,0,20.56,0,6.63,0,41.16,0,68.96,0,0,0,0,0,124.32,0,0,0,9.11,0,0,66,0,0

57,14:00-14:15,472.31,148.3,0,23.39,0,388.12,0,0,4.84,20.8,8.87,0,0,0,118.76,13.06,0,0,21.92,13.73,341.57,32.96,0,0,0,42.4,0,0,0,65.76,0,44.92,0,0,0,0,41.65,0,12.78,0,2.33,0,2,0,0,51.9,138.75,0,20.56,0,6.63,0,41.16,0,68.96,0,0,0,0,0,124.32,0,0,0,9.11,0,0,66,0,0

58,14:15-14:30,472.31,148.3,0,23.39,0,388.12,0,0,4.84,20.8,8.87,0,0,0,118.76,13.06,0,0,21.92,13.73,341.57,32.96,0,0,0,42.4,0,0,0,65.76,0,44.92,0,0,0,0,41.65,0,12.78,0,2.38,0,2,0,0,51.9,138.75,0,20.56,0,6.63,0,41.16,0,68.96,0,0,0,0,0,124.32,0,0,0,9.11,0,0,66,0,0

59,14:30-14:45,472.31,148.3,0,23.39,0,388.12,0,0,4.84,20.8,8.87,0,0,0,118.76,10.89,0,0,21.92,13.73,341.57,32.96,0,0,0,42.4,0,0,0,65.76,0,44.92,0,0,0,0,41.65,0,12.78,0,2.38,0,2,0,0,51.9,138.75,0,20.56,0,6.63,0,41.16,0,68.96,0,0,0,0,0,124.32,0,0,0,9.11,0,0,66,0,0

60,14:45-15:00,472.31,148.3,0,23.39,0,388.12,0,0,4.84,20.8,8.87,0,0,0,118.76,10.89,0,0,21.92,13.73,341.57,32.96,0,0,0,42.4,0,0,0,65.76,0,44.92,0,0,0,0,41.65,0,12.78,0,2.29,0,2,0,0,51.9,138.75,0,20.56,0,6.63,0,41.16,0,68.96,0,0,0,0,0,124.32,0,0,0,9.11,0,0,66,0,0

61,15:00-15:15,472.31,148.3,0,46.78,0,388.12,0,0,4.84,20.8,8.87,0,0,0,118.76,10.89,0,0,21.92,13.73,341.57,32.96,0,0,0,42.4,0,0,0,65.76,0,44.92,0,0,0,0,41.65,0,12.78,0,2.18,0,2,0,0,51.9,138.75,0,20.56,0,3.31,0,41.16,0,68.96,0,0,0,0,0,124.32,0,0,0,9.11,0,0,66,0,0

62,15:15-15:30,472.31,148.3,0,46.78,0,388.12,0,0,4.84,20.8,8.87,0,0,0,118.76,10.89,0,0,21.92,13.73,341.57,32.96,0,0,0,42.4,0,0,0,65.76,0,44.92,0,0,0,0,41.65,0,12.78,0,2.09,0,2,0,0,51.9,138.75,0,20.56,0,3.31,0,41.16,0,68.96,0,0,0,0,0,124.32,0,0,0,9.11,0,0,66,0,0

