Block,Time,BSIUL,DHAULIGNGA,KKNP,NJPC,NLCTS2EXP,RIHAND3,TelanganaSTPP,AURY_RF,DADRI_RF,CHAMERA1,KHSTPP-II,SIMHST2,AURY_GF,DADRI_CRF,DADRI_LF,CHAMERA2,CHAMERA3,DULHASTI,KOLDAM,NLCIIST2,RAPPB,RIHAND2,TALST2,TEHRI,UNCHAHAR1,UNCHAHAR3,ANTA_CRF,BRBCL,FSTPP I & II,MAPS,NNTPP,NTPL,RAMPUR,UNCHAHAR4,VALLURNTECL,ANTA_LF,DADRT2,KGSU3AND4,KISHANGANGA,KOTESHWR,NAPP,UNCHAHAR2,JHAJJAR,RSTPSU7,SINGRAULI_HYDRO,URI,ANTA_GF,AURY_CRF,DADRI_GF,KGSU1AND2,NLCIIST1,PARBATI3,RAPPC,RIHAND1,RSTPSU1TO6,SIMHST1,TANDA2,AURY_LF,KHSTPP-I,KKNPPU2,KUDGI,NLCEXP,SALAL,SASAN,SEWA2,SINGRAULI,TALA,TANAKPUR,URI2,ANTA_RF
6,01:15-01:30,6.52,0,0,0,0,62.16,0,70.04,59.73,0,148.3,0,0,0,0,0,0,0,0,0,0,118.76,0,0,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0.75,36.43,0,0,0,0,0,0,25.51,92,0,0,0,0,45.53,0,0,0,69.72,135,15.81,139.69,0,5.76,33.09,43.26

7,01:30-01:45,6.52,0,0,0,0,62.16,0,70.04,59.73,0,148.3,0,0,0,0,0,0,0,0,0,0,118.76,0,0,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0.75,36.43,0,0,0,0,0,0,25.51,92,0,0,0,0,45.53,0,0,0,26.73,135,15.81,139.69,0,0,28.25,43.26

8,01:45-02:00,6.52,0,0,0,0,62.16,0,70.04,59.73,0,148.3,0,0,0,0,0,0,0,0,0,0,118.76,0,0,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0.75,36.43,0,0,0,0,0,0,25.51,92,0,0,0,0,45.53,0,0,0,26.73,135,15.81,139.69,0,0,28.25,43.26

9,02:00-02:15,6.52,0,0,0,0,62.16,0,70.04,59.73,0,148.3,0,0,0,0,0,0,0,0,0,0,118.76,0,0,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0.75,36.43,0,0,0,0,0,0,25.51,92,0,0,0,0,45.53,0,0,0,26.73,135,15.81,139.69,0,0,28.25,43.26

10,02:15-02:30,6.52,0,0,0,0,62.16,0,70.04,59.73,0,148.3,0,0,0,0,0,0,0,0,0,0,118.76,0,0,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0.75,36.43,0,0,0,0,0,0,25.51,92,0,0,0,0,45.53,0,0,0,26.73,135,15.81,139.69,0,0,28.25,43.26

11,02:30-02:45,6.52,0,0,0,0,62.16,0,70.04,59.73,0,148.3,0,0,0,0,0,0,0,0,0,0,118.76,0,0,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0.75,36.43,0,0,0,0,0,0,25.51,92,0,0,0,0,45.53,0,0,0,26.73,135,15.81,139.69,0,0,33.09,43.26

12,02:45-03:00,6.52,0,0,0,0,62.16,0,70.04,59.73,0,148.3,0,0,0,0,0,0,0,0,0,0,118.76,0,0,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0.75,36.43,0,0,0,0,0,0,25.51,92,0,0,0,0,45.53,0,0,0,26.73,135,15.81,139.69,0,0,33.09,43.26

13,03:00-03:15,6.52,0,0,0,0,62.16,0,70.04,59.73,0,148.3,0,0,0,0,0,0,0,0,0,0,118.76,0,0,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0.75,36.43,0,0,0,0,0,0,25.51,92,0,0,0,0,45.53,0,0,0,26.73,135,15.81,139.69,0,0,33.09,43.57

14,03:15-03:30,6.52,0,0,0,0,62.16,0,70.04,59.73,0,148.3,0,0,0,0,0,0,0,0,0,0,118.76,0,0,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0.75,36.43,0,0,0,0,0,0,25.51,92,0,0,0,0,45.53,0,0,0,26.73,135,15.81,139.69,0,0,33.09,43.57

15,03:30-03:45,13.04,0,0,0,0,62.16,0,70.04,59.73,0,148.3,0,0,0,0,0,0,0,0,0,0,118.76,0,0,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0.75,36.43,0,0,0,0,0,0,25.51,92,0,0,0,0,45.53,0,0,0,26.73,135,15.81,139.69,0,0,33.09,43.57

16,03:45-04:00,13.04,0,0,0,0,62.16,0,70.04,59.73,0,148.3,0,0,0,0,0,0,0,0,0,0,118.76,0,0,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0.75,36.43,0,0,0,0,0,0,25.51,92,0,0,0,0,45.53,0,0,0,26.73,135,15.81,139.69,0,0,33.09,43.57

17,04:00-04:15,13.04,0,0,0,0,62.16,0,70.04,59.73,0,148.3,0,0,0,0,0,0,0,0,0,0,118.76,0,0,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0.75,36.43,0,0,0,0,0,0,25.51,92,0,0,0,0,45.53,0,0,0,26.73,135,15.81,139.69,0,0,28.25,43.57

18,04:15-04:30,13.04,0,0,0,0,62.16,0,70.04,59.73,0,148.3,0,0,0,0,0,0,0,0,0,0,118.76,0,0,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0.75,36.43,0,0,0,0,0,0,25.51,92,0,0,0,0,45.53,0,0,0,26.73,135,15.81,139.69,0,0,28.25,43.57

19,04:30-04:45,13.04,0,0,0,0,62.16,0,70.04,59.73,0,148.3,0,0,0,0,0,0,0,0,0,0,118.76,0,12.1,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0.75,36.43,0,0,0,0,0,0,25.51,92,0,0,0,0,45.53,0,0,0,26.73,135,15.81,139.69,0,0,28.25,43.57

20,04:45-05:00,13.04,0,0,0,0,62.16,0,70.04,59.73,0,148.3,0,0,0,0,0,0,0,0,0,0,118.76,0,12.47,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0.75,36.43,0,0,0,0,0,0,25.51,92,0,0,0,0,45.53,0,0,0,26.73,135,15.81,139.69,0,0,28.25,43.57

21,05:00-05:15,13.04,0,0,0,0,62.16,0,70.04,59.73,0,148.3,0,0,0,0,0,0,0,0,0,0,118.76,0,24.06,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0.75,36.43,0,0,0,0,0,0,25.51,92,0,0,0,0,45.53,0,0,0,13.36,135,15.81,139.69,0,0,28.25,43.89

22,05:15-05:30,13.04,0,0,0,0,62.16,0,70.04,59.73,0,148.3,0,0,0,0,0,0,0,0,0,0,118.76,0,36.29,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0.75,36.43,0,0,0,0,0,0,25.51,92,0,0,0,0,45.53,0,0,0,13.36,135,15.81,139.69,0,0,28.25,43.89

23,05:30-05:45,13.04,0,0,23.39,0,62.16,0,70.04,59.73,13.99,148.3,0,0,0,0,0,0,0,0,0,0,118.76,0,36.29,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0.75,36.43,0,0,0,0,0,0,25.51,92,0,0,0,0,45.53,0,0,0,26.73,135,15.81,139.69,0,0,28.25,43.89

24,05:45-06:00,13.04,0,0,46.78,0,62.16,0,70.04,59.73,28.05,148.3,0,0,0,0,0,0,0,0,0,0,118.76,0,36.29,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0.75,36.43,0,0,0,0,0,3.18,25.51,92,0,0,0,0,45.53,0,0,0,26.73,135,15.81,139.69,0,0,28.25,43.89

25,06:00-06:15,13.04,7.92,0,70.17,0,62.16,0,70.04,59.73,42.15,148.3,0,0,0,0,13.17,9.68,16.48,0,0,0,118.76,0,36.29,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0.75,39.75,0,0,0,0,0,3.82,25.51,92,0,0,0,0,45.53,0,0,0,26.73,135,15.81,139.69,0,0,28.25,43.89

26,06:15-06:30,13.04,10.56,0,93.56,0,62.16,0,70.04,59.73,42.15,148.3,0,0,0,0,26.34,19.35,32.96,0,0,0,118.76,0,48.38,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,17.75,23.39,42.39,434.65,0,0.75,39.75,0,0,0,0,0,16.54,25.51,92,0,0,0,0,45.53,0,0,0,26.73,135,15.81,139.69,0,0,28.25,43.89

27,06:30-06:45,19.56,27.41,0,116.95,0,62.16,0,70.04,59.73,42.15,148.3,0,0,0,0,39.51,29.06,49.43,0,0,0,118.76,0,49.14,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,39.05,23.39,42.39,434.65,0,0.75,39.75,0,0,0,0,0,16.54,25.51,92,0,0,0,0,45.53,0,0,0,26.73,135,15.81,139.69,0,0,28.25,43.89

28,06:45-07:00,19.56,27.41,0,140.35,0,62.16,0,70.04,59.73,42.15,148.3,0,0,0,0,39.51,29.06,49.43,0,0,0,118.76,0,49.14,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,39.05,23.39,42.39,434.65,0,0.75,39.75,0,0,0,0,0,16.54,25.51,92,0,0,0,0,45.53,0,0,0,26.73,135,15.81,139.69,0,0,28.25,43.89

29,07:00-07:15,19.56,27.41,0,140.35,0,62.16,0,70.04,59.73,42.15,148.3,0,0,0,0,39.51,29.06,49.43,0,0,0,118.76,0,49.14,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,39.05,23.39,42.39,434.65,0,0.75,36.43,0,0,0,0,0,16.54,25.51,92,0,0,0,0,45.53,0,0,0,26.73,135,15.81,139.69,0,0,28.25,43.89

30,07:15-07:30,19.56,27.41,0,140.35,0,62.16,0,70.04,59.73,42.15,148.3,0,0,0,0,39.51,29.06,49.43,0,0,0,118.76,0,49.14,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,39.05,23.39,42.39,434.65,0,0.75,36.43,0,0,0,0,0,16.54,25.51,92,0,0,0,0,45.53,0,0,0,26.73,135,15.81,139.69,0,0,28.25,43.89

31,07:30-07:45,19.56,27.41,0,120.83,0,62.16,0,70.04,59.73,42.15,148.3,0,0,0,0,39.51,29.06,49.43,0,0,0,118.76,0,49.14,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,39.05,23.39,42.39,434.65,0,0.75,36.43,0,0,0,0,0,16.54,25.51,92,0,0,0,0,45.53,0,0,0,2.33,135,15.81,139.69,0,0,28.25,43.89

32,07:45-08:00,19.56,27.41,0,93.56,0,62.16,0,70.04,59.73,42.15,148.3,0,0,0,0,39.51,29.06,49.43,0,0,0,118.76,0,49.14,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,39.05,23.39,42.39,434.65,0,0.75,36.43,0,0,0,0,0,3.57,25.51,92,0,0,0,0,45.53,0,0,0,2.33,135,15.81,139.69,0,0,28.25,41.48

33,08:00-08:15,13.04,15.98,0,70.17,0,62.16,0,70.04,59.73,42.15,148.3,0,0,0,0,39.51,19.35,32.96,0,0,0,118.76,0,49.14,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,17.75,23.39,42.39,434.65,0,0,36.43,0,0,0,0,0,0,25.51,92,0,0,0,0,45.53,0,0,0,2.33,135,15.81,139.69,0,5.76,28.25,44.52

34,08:15-08:30,6.52,7.92,0,46.78,0,62.16,0,70.04,59.73,42.15,148.3,0,0,0,0,26.34,9.68,16.48,0,0,0,118.76,0,49.14,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0,39.75,0,0,0,0,0,0,25.51,92,0,0,0,0,45.53,0,0,0,2.33,135,15.81,139.69,0,5.76,28.25,44.42

35,08:30-08:45,6.52,1.32,0,23.39,0,62.16,0,70.04,59.73,42.15,148.3,0,0,0,0,26.34,9.68,16.48,0,0,0,118.76,0,49.14,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0,39.75,0,0,0,0,0,0,25.51,92,0,0,0,0,45.53,0,0,0,2.33,135,15.81,139.69,0,5.76,24.21,44.42

36,08:45-09:00,6.52,0,0,23.39,0,62.16,0,70.04,59.73,42.15,148.3,0,0,0,0,13.17,0,16.48,0,0,0,118.76,0,36.29,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0,39.75,0,0,0,0,0,0,25.51,92,0,0,0,0,45.53,0,0,0,2.33,135,15.81,139.69,0,5.76,24.21,44.42

37,09:00-09:15,0,0,0,0,0,62.16,0,70.04,59.73,42.15,148.3,0,0,0,0,13.17,0,16.48,0,0,0,118.76,0,36.29,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0,39.75,0,0,0,0,0,0,25.51,80,0,0,0,0,45.53,0,0,0,2.33,135,15.81,139.69,0,5.76,24.21,44.21

38,09:15-09:30,0,0,0,0,0,62.16,0,70.04,59.73,24.65,148.3,0,0,0,0,13.17,0,16.48,0,0,0,118.76,0,36.29,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0,36.43,0,0,0,0,0,0,25.51,69,0,0,0,0,45.53,0,0,0,2.33,135,15.81,139.69,0,5.76,24.21,43.99

39,09:30-09:45,0,0,0,0,0,62.16,0,70.04,59.73,24.65,148.3,0,0,0,0,13.17,0,0,0,0,0,118.76,0,36.29,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0,36.43,0,0,0,0,0,0,25.51,58.5,0,0,0,0,45.53,0,0,0,2.33,135,15.81,139.69,0,0,24.21,43.57

40,09:45-10:00,0,0,0,0,0,62.16,0,70.04,59.73,12.33,148.3,0,0,0,0,13.17,0,0,0,0,0,118.76,0,36.29,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0,36.43,0,0,0,0,0,0,25.51,58.5,0,0,0,0,45.53,0,0,0,2.33,135,15.81,139.69,0,0,24.21,43.57

41,10:00-10:15,0,0,0,0,0,62.16,0,70.04,59.73,12.08,148.3,0,0,0,0,13.17,0,0,0,0,0,118.76,0,36.29,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0,36.43,0,0,0,0,0,0,25.51,58.5,0,0,0,0,45.53,0,0,0,2.33,135,15.81,139.69,0,0,24.21,43.47

42,10:15-10:30,0,0,0,0,0,62.16,0,70.04,59.73,0,148.3,0,0,0,0,13.17,0,0,0,0,0,118.76,0,24.83,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0,36.43,0,0,0,0,0,0,25.51,58.5,0,0,0,0,45.53,0,0,0,2.33,135,15.81,139.69,0,0,24.21,43.26

43,10:30-10:45,0,0,0,0,0,62.16,0,70.04,59.73,0,148.3,0,0,0,0,13.17,0,0,0,0,0,118.76,0,24.83,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0,36.43,0,0,0,0,0,0,25.51,58.5,0,0,0,0,45.53,0,0,0,2.33,135,15.81,139.69,0,0,24.21,43.05

44,10:45-11:00,0,0,0,0,0,62.16,0,70.04,59.73,0,148.3,0,0,0,0,13.17,0,0,0,0,0,118.76,0,24.83,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0,36.43,0,0,0,0,0,0,25.51,58.5,0,0,0,0,45.53,0,0,0,2.33,135,15.81,139.69,0,0,24.21,42.84

45,11:00-11:15,0,0,0,0,0,62.16,0,70.04,59.73,0,148.3,0,0,0,0,0,0,0,0,0,0,118.76,0,24.83,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0,36.43,0,0,0,0,0,0,25.51,58.5,0,0,0,0,45.53,0,0,0,2.33,135,15.81,139.69,0,0,24.21,42.73

46,11:15-11:30,0,0,0,0,0,62.16,0,70.04,59.73,0,148.3,0,0,0,0,0,0,0,0,0,0,118.76,0,24.83,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0,36.43,0,0,0,0,0,0,25.51,58.5,0,0,0,0,45.53,0,0,0,2.33,135,15.81,139.69,0,0,24.21,42.52

47,11:30-11:45,0,0,0,0,0,62.16,0,70.04,59.73,0,148.3,0,0,0,0,0,0,0,0,0,0,118.76,0,24.83,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0,36.43,0,0,0,0,0,0,25.51,58.5,0,0,0,0,45.53,0,0,0,1.4,135,15.81,139.69,0,0,24.21,42.52

48,11:45-12:00,0,0,0,0,0,62.16,0,70.04,59.73,0,148.3,0,0,0,0,0,0,0,0,0,0,118.76,0,24.83,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0,36.43,0,0,0,0,0,0,25.51,58.5,0,0,0,0,45.53,0,0,0,1.4,135,15.81,139.69,0,0,24.21,42.32

49,12:00-12:15,0,0,0,0,0,62.16,0,70.04,59.73,0,148.3,0,0,0,0,0,0,0,0,0,0,118.76,0,12.41,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0,36.43,0,0,0,0,0,0,25.51,58.5,0,0,0,0,45.53,0,0,0,1.4,135,15.81,139.69,0,0,24.21,42.32

50,12:15-12:30,0,0,0,0,0,62.16,0,70.04,59.73,0,148.3,0,0,0,0,0,0,0,0,0,0,118.76,0,12.41,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0,36.43,0,0,0,0,0,0,25.51,58.5,0,0,0,0,45.53,0,0,0,1.4,135,15.81,139.69,0,0,24.21,42

51,12:30-12:45,0,0,0,0,0,62.16,0,70.04,59.73,0,148.3,0,0,0,0,0,0,0,0,0,0,118.76,0,0,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0,36.43,0,0,0,0,0,0,25.51,58.5,0,0,0,0,45.53,0,0,0,1.4,135,15.81,139.69,0,0,24.21,41.48

52,12:45-13:00,0,0,0,0,0,62.16,0,70.04,59.73,0,148.3,0,0,0,0,0,0,0,0,0,0,118.76,0,0,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0,36.43,0,0,0,0,0,0,25.51,58.5,0,0,0,0,45.53,0,0,0,1.4,135,15.81,139.69,0,0,24.21,41.48

53,13:00-13:15,0,0,0,0,0,62.16,0,70.04,59.73,0,148.3,0,0,0,0,0,0,0,0,0,0,118.76,0,0,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0,36.43,0,0,0,0,0,0,25.51,58.5,0,0,0,0,45.53,0,0,0,1.4,101.25,15.81,139.69,0,0,24.21,41.48

54,13:15-13:30,0,0,0,0,0,62.16,0,70.04,59.73,0,148.3,0,0,0,0,0,0,0,0,0,0,118.76,0,0,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0,36.43,0,0,0,0,0,0,25.51,58.5,0,0,0,0,45.53,0,0,0,1.4,101.25,15.81,139.69,0,0,24.21,41.48

55,13:30-13:45,0,0,0,0,0,62.16,0,70.04,59.73,0,148.3,0,0,0,0,0,0,0,0,0,0,118.76,0,0,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0,36.43,0,0,0,0,0,0,25.51,58.5,0,0,0,0,45.53,0,0,0,1.4,101.25,15.81,139.69,0,0,24.21,41.48

56,13:45-14:00,0,0,0,0,0,62.16,0,70.04,59.73,0,148.3,0,0,0,0,0,0,0,0,0,0,118.76,0,0,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0,36.43,0,0,0,0,0,0,25.51,58.5,0,0,0,0,45.53,0,0,0,1.4,101.25,15.81,139.69,0,0,24.21,41.48

57,14:00-14:15,0,0,0,0,0,62.16,0,70.04,59.73,0,148.3,0,0,0,0,0,0,0,0,0,0,118.76,0,12.41,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0,36.43,0,0,0,0,0,0,25.51,58.5,0,0,0,0,45.53,0,0,0,1.4,101.25,15.81,139.69,0,0,24.21,41.48

58,14:15-14:30,0,0,0,0,0,62.16,0,70.04,59.73,0,148.3,0,0,0,0,0,0,0,0,0,0,118.76,0,12.41,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0,36.43,0,0,0,0,0,0,25.51,58.5,0,0,0,0,45.53,0,0,0,1.4,101.25,15.81,139.69,0,0,24.21,41.48

59,14:30-14:45,6.52,0,0,0,0,62.16,0,70.04,59.73,0,148.3,0,0,0,0,0,0,0,0,0,0,118.76,0,12.41,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0,36.43,0,0,0,0,0,0,25.51,58.5,0,0,0,0,45.53,0,0,0,1.4,101.25,15.81,139.69,0,0,24.21,41.48

60,14:45-15:00,6.52,0,0,0,0,62.16,0,70.04,59.73,0,148.3,0,0,0,0,0,0,0,0,0,0,118.76,0,24.83,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0,36.43,0,0,0,0,0,0,25.51,58.5,0,0,0,0,45.53,0,0,0,1.4,101.25,15.81,139.69,0,0,24.21,40.95

61,15:00-15:15,6.52,0,0,0,0,62.16,0,70.04,59.73,0,148.3,0,0,0,0,0,0,0,0,0,0,118.76,0,24.83,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0,33.67,0,0,0,0,0,0,25.51,58.5,0,0,0,0,45.53,0,0,0,1.4,101.25,15.81,139.69,0,0,24.21,40.95

62,15:15-15:30,6.52,0,0,0,0,62.16,0,70.04,59.73,0,148.3,0,0,0,0,0,0,0,0,0,0,118.76,0,24.83,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0,33.67,0,0,0,0,0,0,25.51,58.5,0,0,0,0,45.53,0,0,0,1.4,101.25,15.81,139.69,0,0,24.21,40.95

63,15:30-15:45,6.52,0,0,0,0,62.16,0,70.04,59.73,0,148.3,0,0,0,0,0,0,0,0,0,0,118.76,0,24.83,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0,33.67,0,0,0,0,0,0,25.51,58.5,0,0,0,0,45.53,0,0,0,1.4,101.25,15.81,139.69,0,0,24.21,40.95

64,15:45-16:00,6.52,0,0,0,0,62.16,0,70.04,59.73,0,148.3,0,0,0,0,0,0,0,0,0,0,118.76,0,24.83,20.55,26.4,0,20,18.2,0,0,0,0,0,0,0,683.14,0,0,8.87,23.39,42.39,434.65,0,0,36.43,0,0,0,0,0,0,25.51,58.5,0,0,0,0,45.53,0,0,0,1.4,101.25,15.81,139.69,0,0,24.21,40.95

