Block,Time,SR/01102023/07102043/L_NR_2018_61,NR/01102023/25072045/L_NR_2021_15,NR/26072023/25122043/L_NR_2023_10,WR/01102023/24112044/L_NR_2020_07,NR/01102023/13082046/L_NR_2021_12,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/30052048/L_NR_2022_10,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/22102023/11042047/L_NR_2021_16,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_17,NR/01062024/30062024/NDMC/D-46/EE(Power)/2024,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01062024/30062024/IEPL01,NR/01062024/30062024/R2,NR/01062024/15062024/1000011005-GOHP-BRPL,NR/01102023/15082037/GNA_NR_2012_01,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01062024/30062024/1000011017-PPGCL-BRPL,NR/30092023/31122025/SH-07,NR/01062024/30062024/IIPL/(JPL(TM)-BRPL)/BRPLT-169/24-25/1,NR/01102023/06022042/L_NR_2012_02,NR/01062024/30062024/APPCPL/180/F25/GNA/12300,NR/01102023/30042040/GNA_LT_36,NR/01062024/30062024/JPL-BRPL(PTC)GNA,NR/01062024/30062024/1000011195-SIEL-BRPL(DISCOM),NR/01102023/06022042/L_NR_2012_07,NR/01102023/19072037/LT-05,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/22052037/LT-59,NR/01102023/31102037/L_NR_2019_11,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31052040/LT-31,NR/30092023/26122029/SH-06,NR/01062024/15062024/1000011003-KWHPS-BRPL(DISCOM),NR/01062024/30062024/1000011034-ACBL-BRPL,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_35,NR/01102023/23072042/L_NR_2012_04,NR/01062024/30062024/8588/OAN/GMRETL/GPHHPPL-BRPL,NR/01102023/25122043/GNA_MEJA_DELHI
54,13:15-13:30,7.01,44.5,84,31,233.33,32,31.24,31,70,46.67,87.54,31.23,93,93,70,120.07015,31.23,196,47,29.040000,273.080000,0.000000,24.140000,48.290000,73.400000,12.820000,24.140000,22.980000,0.000000,262.210000,0.000000,16.260000,0.000000,0.000000,57.660000,66.250000,7.670000,8.240000,7.830000,7.240000,15.860000,22.980000,24.140000,24.140000,28.260000,15.860000,0.000000,24.140000,0.000000

55,13:30-13:45,7.01,44.5,82,31.33,233.33,32,31.24,31.34,70,46.67,87.44,31.23,98,94,70,114.03011,31.23,193,49,29.040000,273.080000,0.000000,24.140000,48.290000,73.400000,12.820000,24.140000,22.980000,0.000000,262.210000,0.000000,15.860000,0.000000,0.000000,76.580000,66.250000,7.670000,8.240000,7.830000,7.240000,15.480000,22.980000,24.140000,24.140000,28.260000,15.480000,0.000000,24.140000,0.000000

56,13:45-14:00,7.01,44.5,81,31.67,233.33,32,31.4,31.66,70.67,46.67,87.49,31.4,98,95,70.67,110.18202,31.4,189,49,29.040000,273.080000,0.000000,24.140000,48.290000,73.400000,12.820000,24.140000,22.980000,0.000000,262.210000,0.000000,15.710000,0.000000,0.000000,76.580000,66.250000,7.670000,8.240000,7.830000,7.240000,15.330000,22.980000,24.140000,24.140000,28.260000,15.330000,0.000000,24.140000,0.000000

57,14:00-14:15,7.01,44,81,34.17,233.33,32,31.4,34.16,73.33,46.67,87.35,31.4,93,102.5,73.33,105.79812,31.4,189,47,29.040000,273.080000,0.000000,24.140000,48.290000,100.620000,12.720000,24.140000,22.980000,0.000000,262.210000,0.000000,15.430000,0.000000,0.000000,57.660000,66.250000,7.670000,7.770000,8.060000,7.430000,15.060000,22.980000,24.140000,24.140000,28.260000,15.060000,0.000000,24.140000,0.000000

58,14:15-14:30,7.01,43.19,79,34.5,233.33,32,31.4,34.5,74,46.67,87.01,31.4,91,103.5,74,100.985572,31.4,186,46,29.040000,273.080000,0.000000,24.140000,48.290000,100.620000,12.720000,24.140000,22.980000,0.000000,262.210000,0.000000,15.030000,0.000000,0.000000,68.120000,66.250000,7.670000,7.770000,8.060000,7.430000,14.660000,22.980000,24.140000,24.140000,29.270000,14.660000,0.000000,24.140000,0.000000

59,14:30-14:45,7.41,42.52,76,34.83,233.33,32,31.4,34.84,74.67,46.67,86.35,31.4,87,104.5,74.67,98.676718,31.4,179,43,29.040000,273.080000,0.000000,24.140000,48.290000,100.620000,12.720000,24.140000,22.980000,0.000000,262.210000,0.000000,14.480000,0.000000,0.000000,68.120000,66.250000,15.560000,7.770000,8.060000,7.430000,14.120000,22.980000,24.140000,24.140000,24.990000,14.120000,0.000000,24.140000,0.000000

60,14:45-15:00,7.81,41.4,73,35,228.33,32,31.4,35,75.33,45.67,84.56,31.4,85,105,75.33,95.793086,31.4,172,42,29.040000,273.080000,0.000000,24.140000,48.290000,100.620000,12.720000,24.140000,22.980000,0.000000,262.210000,0.000000,13.770000,0.000000,0.000000,87.120000,94.650000,15.560000,7.770000,8.060000,7.430000,13.430000,22.980000,24.140000,24.140000,25.470000,13.430000,0.000000,24.140000,0.000000

61,15:00-15:15,10.01,39.45,69,35.17,219.31,32,31.4,35.16,76,43.86,80.95,31.4,77,105.5,76,92.20803,31.4,161,38,29.040000,273.080000,0.000000,24.140000,48.290000,100.620000,12.820000,24.140000,11.360000,0.000000,262.210000,0.000000,13.040000,0.000000,0.000000,87.120000,115.470000,15.560000,8.010000,8.300000,7.800000,12.720000,30.910000,24.140000,24.140000,25.470000,12.720000,0.000000,24.140000,0.000000

62,15:15-15:30,10.21,37.4,64,35.5,206.28,32,31.5,35.5,76.67,41.26,76.2,31.5,72,106.5,76.67,87.755936,31.5,151,36,29.040000,273.080000,0.000000,24.140000,48.290000,100.620000,12.820000,24.140000,11.360000,0.000000,262.210000,0.000000,12.500000,0.000000,0.000000,87.120000,115.470000,15.560000,8.010000,8.300000,7.800000,12.200000,30.910000,24.140000,24.140000,26.430000,12.200000,0.000000,24.140000,0.000000

63,15:30-15:45,10.61,35.36,60,36.33,192.99,32,31.5,36.34,76.67,38.6,71.08,31.5,67,109,76.67,80.098724,31.5,140,33,29.040000,273.080000,0.000000,24.140000,48.290000,100.620000,12.820000,24.140000,11.360000,0.000000,262.210000,0.000000,11.520000,0.000000,0.000000,87.120000,115.470000,15.560000,8.010000,8.300000,7.800000,11.240000,30.910000,24.140000,24.140000,26.430000,11.240000,0.000000,24.140000,0.000000

64,15:45-16:00,11.01,32.43,55,36.67,180.63,32,31.84,36.66,76.67,36.13,65.69,31.83,62,110,76.67,72.314866,31.83,130,31,29.040000,273.080000,0.000000,24.140000,48.290000,100.620000,12.820000,24.140000,11.360000,0.000000,262.210000,0.000000,10.960000,0.000000,0.000000,87.120000,115.470000,15.560000,8.010000,8.300000,7.800000,10.700000,30.910000,24.140000,24.140000,26.430000,10.700000,0.000000,24.140000,0.000000

65,16:00-16:15,14.2,30.25,51,36.17,165.38,32,32,36.16,76.67,33.07,60.07,32,55,108.5,76.67,64.258232,32,119,28,29.040000,273.080000,38.630000,24.140000,48.290000,100.620000,12.910000,24.140000,11.360000,24.140000,262.210000,0.000000,9.850000,48.290000,48.290000,87.120000,115.470000,15.560000,8.240000,8.610000,8.170000,9.610000,30.910000,24.140000,24.140000,26.920000,9.610000,0.000000,24.140000,0.000000

66,16:15-16:30,14,26.71,45,36.5,151.23,32,32.34,36.5,76.67,30.25,54.16,32.33,49,109.5,76.67,55.997016,32.33,105,24,29.040000,273.080000,38.630000,24.140000,48.290000,100.620000,12.910000,24.140000,11.360000,24.140000,262.210000,0.000000,8.940000,48.290000,48.290000,87.120000,115.470000,13.460000,8.240000,8.610000,8.170000,8.720000,30.910000,24.140000,24.140000,26.920000,8.720000,0.000000,24.140000,0.000000

67,16:30-16:45,18.2,22.93,39,36.33,132.23,32,20.87,36.34,76.67,26.45,47.96,33,42,109,76.67,47.501992,22,91,21,29.040000,273.080000,38.630000,24.140000,48.290000,100.620000,12.910000,24.140000,11.360000,24.140000,262.210000,0.000000,8.050000,48.290000,48.290000,87.120000,115.470000,13.460000,8.240000,8.610000,8.170000,7.860000,30.910000,24.140000,24.140000,26.920000,7.860000,0.000000,24.140000,0.000000

68,16:45-17:00,18,20.18,33,36.33,114.58,32,10.97,36.34,76.67,22.92,41.05,33,35,109,76.67,39.64994,12,77,18,29.040000,273.080000,38.630000,24.140000,48.290000,100.620000,12.910000,24.140000,11.360000,24.140000,262.210000,0.000000,6.990000,48.290000,48.290000,87.120000,115.470000,13.460000,8.240000,8.610000,8.170000,6.820000,30.910000,24.140000,24.140000,26.920000,6.820000,0.000000,24.140000,0.000000

69,17:00-17:15,20,16.85,27,35.83,96.6,32,4.08,35.84,76.67,19.32,34.05,33,29,107.5,76.67,32.275246,7,63,14,29.040000,273.080000,38.630000,24.140000,48.290000,100.620000,13.180000,24.140000,11.360000,24.140000,262.210000,0.000000,5.950000,48.290000,48.290000,87.120000,115.470000,15.560000,8.550000,9.070000,8.910000,5.800000,30.910000,24.140000,24.140000,29.270000,5.800000,0.000000,24.140000,0.000000

70,17:15-17:30,19.4,13,21,36,79.49,32,0.58,36,76.67,15.9,27.61,23.88,23,108,76.67,25.485072,1,49,12,29.040000,273.080000,38.630000,24.140000,48.290000,100.620000,13.180000,24.140000,11.360000,24.140000,262.210000,0.000000,4.990000,48.290000,48.290000,87.120000,115.470000,15.560000,8.550000,9.070000,8.910000,4.870000,30.910000,24.140000,24.140000,28.260000,4.870000,0.000000,24.140000,0.000000

71,17:30-17:45,18.6,10,15,35.5,61.85,32,0,35.5,76.67,12.37,21.19,14.43,19,106.5,76.67,19.14303,0,35,9,29.040000,273.080000,38.630000,24.140000,48.290000,100.620000,13.180000,24.140000,11.360000,24.140000,262.210000,0.000000,4.040000,48.290000,48.290000,87.120000,115.470000,15.560000,8.550000,8.610000,7.620000,3.940000,30.910000,24.140000,24.140000,28.260000,3.940000,0.000000,24.140000,0.000000

72,17:45-18:00,17.6,8,9,35.17,43.65,32,0,35.16,76.67,8.73,14.99,7.74,13,105.5,76.67,13.29783,0,21,7,29.040000,273.080000,38.630000,24.140000,48.290000,100.620000,13.180000,24.140000,11.360000,24.140000,262.210000,0.000000,3.110000,48.290000,48.290000,87.120000,115.470000,15.560000,8.550000,8.610000,7.620000,3.040000,30.910000,24.140000,24.140000,28.260000,3.040000,0.000000,24.140000,0.000000

73,18:00-18:15,15.4,5,6,30.83,29.83,32,0,30.84,76.67,5.96,9.47,0,5,92.5,76.67,8.290442,0,14,3,29.040000,273.080000,38.630000,24.140000,48.290000,100.620000,13.650000,24.140000,11.360000,24.140000,262.210000,0.000000,2.340000,48.290000,48.290000,87.120000,115.470000,15.560000,8.320000,8.610000,7.890000,2.280000,30.910000,24.140000,24.140000,28.260000,2.280000,0.000000,24.140000,0.000000

74,18:15-18:30,14.6,4,3,30,16.8,31.66,0,30,76.67,3.36,5.12,0,3,90,76.67,4.57874,0,7,1,29.040000,273.080000,38.630000,24.140000,48.290000,100.620000,13.650000,24.140000,11.360000,24.140000,262.210000,0.000000,1.650000,48.290000,48.290000,87.120000,115.470000,15.560000,8.320000,8.610000,7.890000,1.610000,30.910000,24.140000,24.140000,28.260000,1.610000,0.000000,24.140000,0.000000

75,18:30-18:45,13.6,3,1,33.33,10.75,30.66,0,33.34,76.67,2.15,2.22,0,1,100,76.67,1.870464,0,4,1,29.040000,273.080000,38.630000,24.140000,48.290000,100.620000,13.650000,24.140000,30.910000,24.140000,262.210000,0.000000,1.010000,48.290000,48.290000,87.120000,115.470000,15.560000,8.320000,8.610000,7.890000,0.980000,30.910000,24.140000,24.140000,28.260000,0.980000,0.000000,24.140000,0.000000

76,18:45-19:00,12.21,2,0,32.5,6.05,29.66,0,32.5,76,1.21,0,0,0,97.5,76,0.311744,0,1,0,29.040000,273.080000,38.630000,24.140000,48.290000,100.620000,13.650000,24.140000,30.910000,24.140000,262.210000,0.000000,0.510000,48.290000,48.290000,87.120000,115.470000,15.560000,8.320000,8.610000,7.890000,0.500000,30.910000,24.140000,24.140000,28.260000,0.500000,0.000000,24.140000,0.000000

77,19:00-19:15,16.4,1,0,32,2.68,29,0,32,81,0.54,0,0,0,96,81,0,0,1,0,29.040000,273.080000,38.630000,24.140000,48.290000,100.620000,14.010000,24.140000,30.910000,24.140000,262.210000,0.000000,0.080000,48.290000,48.290000,87.120000,115.470000,15.560000,9.170000,8.840000,8.270000,0.080000,30.910000,24.140000,24.140000,28.260000,0.080000,0.000000,24.140000,0.000000

78,19:15-19:30,15.2,0.5,0,31.33,0.27,27.66,0,31.34,80.67,0.05,0,0,0,94,80.67,0,0,0,0,29.040000,273.080000,38.630000,24.140000,48.290000,100.620000,14.010000,24.140000,30.910000,24.140000,262.210000,0.000000,0.000000,48.290000,48.290000,87.120000,115.470000,15.560000,9.170000,8.840000,8.270000,0.000000,30.910000,24.140000,24.140000,28.260000,0.000000,0.000000,24.140000,0.000000

79,19:30-19:45,20,0,0,35.83,0,32,0,35.84,80.67,0,0,0,0,107.5,80.67,0,0,0,0,29.040000,273.080000,38.630000,24.140000,48.290000,100.620000,14.010000,24.140000,30.910000,24.140000,262.210000,0.000000,0.000000,48.290000,48.290000,87.120000,115.470000,15.560000,9.170000,9.450000,8.270000,0.000000,30.910000,24.140000,24.140000,27.760000,0.000000,0.000000,24.140000,0.000000

80,19:45-20:00,18.6,0,0,35.83,0,31.66,0,35.84,80.33,0,0,0,0,107.5,80.33,0,0,0,0,29.040000,273.080000,38.630000,24.140000,48.290000,100.620000,14.010000,24.140000,30.910000,24.140000,262.210000,0.000000,0.000000,48.290000,48.290000,87.120000,115.470000,15.560000,9.170000,9.450000,8.270000,0.000000,30.910000,24.140000,24.140000,27.250000,0.000000,0.000000,24.140000,0.000000

81,20:00-20:15,14.6,0,0,35.83,0,31.66,0,35.84,80,0,0,0,0,107.5,80,0,0,0,0,29.040000,273.080000,38.630000,24.140000,48.290000,100.620000,14.200000,24.140000,30.910000,24.140000,262.210000,0.000000,0.000000,48.290000,48.290000,87.120000,115.470000,15.560000,9.170000,9.450000,8.550000,0.000000,30.910000,24.140000,24.140000,31.280000,0.000000,0.000000,24.140000,0.000000

82,20:15-20:30,13.4,0,0,35,0,31.66,0,35,78.33,0,0,0,0,105,78.33,0,0,0,0,29.040000,273.080000,38.630000,24.140000,48.290000,100.620000,14.200000,24.140000,30.910000,24.140000,262.210000,0.000000,0.000000,48.290000,48.290000,87.120000,115.470000,15.560000,9.170000,9.450000,8.550000,0.000000,30.910000,24.140000,24.140000,31.280000,0.000000,0.000000,24.140000,0.000000

83,20:30-20:45,12.41,0,0,34.17,0,30.34,0,34.16,76,0,0,0,0,102.5,76,0,0,0,0,29.040000,273.080000,38.630000,24.140000,48.290000,100.620000,14.840000,24.140000,30.910000,24.140000,262.210000,0.000000,0.000000,48.290000,48.290000,87.120000,115.470000,15.560000,9.170000,9.450000,8.550000,0.000000,30.910000,24.140000,24.140000,31.280000,0.000000,0.000000,24.140000,0.000000

84,20:45-21:00,11.41,0,0,32.5,0,31,0,32.5,71.67,0,0,0,0,97.5,71.67,0,0,0,0,29.040000,273.080000,38.630000,24.140000,48.290000,100.620000,14.840000,24.140000,30.910000,24.140000,262.210000,0.000000,0.000000,48.290000,48.290000,87.120000,115.470000,15.560000,9.170000,9.450000,8.550000,0.000000,30.910000,24.140000,24.140000,31.280000,0.000000,0.000000,24.140000,0.000000

85,21:00-21:15,13,0,0,30.83,0,30.66,0,30.84,68,0,0,0,0,92.5,68,0,0,0,0,29.040000,273.080000,38.630000,24.140000,48.290000,100.620000,15.120000,24.140000,30.910000,24.140000,262.210000,0.000000,0.000000,48.290000,48.290000,87.120000,115.470000,15.560000,8.930000,9.450000,8.550000,0.000000,30.910000,24.140000,24.140000,31.280000,0.000000,0.000000,24.140000,0.000000

86,21:15-21:30,12.41,0,0,30.33,0,30,0,30.34,66,0,0,0,0,91,66,0,0,0,0,29.040000,273.080000,38.630000,24.140000,48.290000,100.620000,15.120000,24.140000,30.910000,24.140000,262.210000,0.000000,0.000000,48.290000,48.290000,87.120000,115.470000,15.560000,8.930000,9.450000,8.550000,0.000000,30.910000,24.140000,24.140000,31.280000,0.000000,0.000000,24.140000,0.000000

87,21:30-21:45,11.61,0,0,30,0,29.34,0,30,64.33,0,0,0,0,90,64.33,0,0,0,0,29.040000,273.080000,38.630000,24.140000,48.290000,100.620000,15.120000,24.140000,30.910000,24.140000,262.210000,0.000000,0.000000,48.290000,48.290000,87.120000,115.470000,15.560000,7.770000,9.450000,8.550000,0.000000,30.910000,24.140000,24.140000,31.280000,0.000000,0.000000,24.140000,0.000000

88,21:45-22:00,11.21,0,0,29.67,0,28.34,0,29.66,63,0,0,0,0,89,63,0,0,0,0,29.040000,273.080000,38.630000,24.140000,48.290000,100.620000,15.120000,24.140000,30.910000,24.140000,262.210000,0.000000,0.000000,48.290000,48.290000,87.120000,115.470000,15.560000,8.550000,9.450000,8.550000,0.000000,30.910000,24.140000,24.140000,31.280000,0.000000,0.000000,24.140000,0.000000

89,22:00-22:15,10.41,0,0,28.33,0,23.34,0,28.34,62,0,0,0,0,85,62,0,0,0,0,29.040000,273.080000,38.630000,24.140000,48.290000,100.620000,15.390000,24.140000,30.910000,24.140000,262.210000,0.000000,0.000000,48.290000,48.290000,87.120000,115.470000,15.560000,8.550000,9.070000,8.450000,0.000000,30.910000,24.140000,24.140000,31.280000,0.000000,0.000000,24.140000,0.000000

90,22:15-22:30,9.61,0,0,28,0,22,0,28,62.33,0,0,0,0,84,62.33,0,0,0,0,29.040000,273.080000,38.630000,24.140000,48.290000,100.620000,15.390000,24.140000,30.910000,24.140000,262.210000,0.000000,0.000000,48.290000,48.290000,87.120000,115.470000,15.560000,8.550000,9.070000,8.450000,0.000000,30.910000,24.140000,24.140000,31.280000,0.000000,0.000000,24.140000,0.000000

91,22:30-22:45,7.01,0,0,27.5,0,21.66,0,27.5,63,0,0,0,0,82.5,63,0,0,0,0,29.040000,273.080000,38.630000,24.140000,48.290000,100.620000,15.390000,24.140000,30.910000,24.140000,262.210000,0.000000,0.000000,48.290000,48.290000,87.120000,115.470000,15.560000,8.240000,9.070000,8.450000,0.000000,30.910000,24.140000,24.140000,31.280000,0.000000,0.000000,24.140000,0.000000

92,22:45-23:00,7.01,0,0,27.17,0,20.66,0,27.16,63.67,0,0,0,0,81.5,63.67,0,0,0,0,29.040000,273.080000,38.630000,24.140000,48.290000,100.620000,15.390000,24.140000,30.910000,24.140000,262.210000,0.000000,0.000000,48.290000,48.290000,87.120000,115.470000,15.560000,8.240000,9.070000,8.450000,0.000000,30.910000,24.140000,24.140000,30.780000,0.000000,0.000000,24.140000,0.000000

93,23:00-23:15,7.01,0,0,26.83,0,20,0,26.84,57.67,0,0,0,0,80.5,57.67,0,0,0,0,29.040000,273.080000,38.630000,24.140000,48.290000,100.620000,15.490000,24.140000,30.910000,24.140000,262.210000,0.000000,0.000000,48.290000,48.290000,87.120000,115.470000,15.560000,8.240000,9.070000,8.450000,0.000000,30.910000,24.140000,24.140000,30.280000,0.000000,0.000000,24.140000,0.000000

94,23:15-23:30,7.01,0,0,27,0,20.34,0,27,58.33,0,0,0,0,81,58.33,0,0,0,0,29.040000,273.080000,38.630000,24.140000,48.290000,100.620000,15.490000,24.140000,30.910000,24.140000,262.210000,0.000000,0.000000,48.290000,48.290000,87.120000,115.470000,15.560000,8.240000,9.070000,8.450000,0.000000,30.910000,24.140000,24.140000,30.280000,0.000000,0.000000,24.140000,0.000000

95,23:30-23:45,7.01,0,0,27.17,0,20.66,0,27.16,58.67,0,0,0,0,81.5,58.67,0,0,0,0,29.040000,273.080000,38.630000,24.140000,48.290000,100.620000,15.490000,24.140000,30.910000,24.140000,262.210000,0.000000,0.000000,48.290000,48.290000,87.120000,115.470000,15.560000,8.240000,9.070000,8.450000,0.000000,30.910000,24.140000,24.140000,30.280000,0.000000,0.000000,24.140000,0.000000

96,23:45-24:00,7.01,0,0,27.5,0,21,0,27.5,59.33,0,0,0,0,82.5,59.33,0,0,0,0,29.040000,273.080000,38.630000,24.140000,48.290000,100.620000,15.490000,24.140000,30.910000,24.140000,262.210000,0.000000,0.000000,48.290000,48.290000,87.120000,115.470000,15.560000,8.240000,9.070000,8.450000,0.000000,30.910000,24.140000,24.140000,30.280000,0.000000,0.000000,24.140000,0.000000

