Block,Time Block,SINGRAULI,UNCHAHAR1,TANDA2,TALST2,TelanganaSTPP,TANAKPUR,SINGRAULI_HYDRO,UNCHAHAR2,TALA,TEHRI,KHSTPP-I,KHSTPP-II,KOTESHWR,KISHANGANGA,KKNP,KKNPPU2,KUDGI,KOLDAM,SIMHST2,RSTPSU1TO6,SALAL,SEWA2,RIHAND3,RSTPSU7,RIHAND2,SASAN,SIMHST1,RAPPB,NLCIIST2,NLCTS2EXP,NLCEXP,NNTPP,RAMPUR,NTPL,RAPPC,NJPC,NLCIIST1,RIHAND1,PARBATI3,NAPP,DADRT2,CHAMERA3,CHAMERA2,MAPS,CHAMERA1,BSIUL,BRBCL,KGSU1AND2,KGSU3AND4,DHAULIGNGA,FSTPP I & II,DULHASTI,JHAJJAR,UNCHAHAR4,URI,UNCHAHAR3,AURY_RF,DADRI_LF,VALLURNTECL,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,URI2,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,134.28,8.84,0,0,0,7.51,0.62,19.6,0,12.05,37.72,81.92,8.53,0,0,0,0,0,0,0,1.35,0,59.75,0,114.16,329.84,0,0,0,0,0,0,0,0,25,0,0,88.44,0,41.68,265.46,0,0,0,0,0,14.42,0,0,0,17.24,0,229.81,0,0.53,12.33,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

7,01:30-01:45,134.28,8.84,0,0,0,1.85,0.62,19.6,0,12.05,37.72,81.92,8.53,0,0,0,0,0,0,0,1.35,0,59.75,0,114.16,329.84,0,0,0,0,0,0,0,0,25,0,0,88.44,0,41.68,265.46,0,0,0,0,0,14.42,0,0,0,17.24,0,229.81,0,0.53,12.33,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

8,01:45-02:00,134.28,8.84,0,0,0,0.99,0.62,19.6,0,12.05,37.72,81.92,8.53,0,0,0,0,0,0,0,1.35,0,59.75,0,114.16,329.84,0,0,0,0,0,0,0,0,25,0,0,88.44,0,41.68,265.46,0,0,0,0,0,14.42,0,0,0,17.24,0,229.81,0,0.53,12.33,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

9,02:00-02:15,134.28,8.84,0,0,0,0.99,0.62,19.6,0,12.05,37.72,81.92,8.53,0,0,0,0,0,0,0,1.35,0,59.75,0,114.16,329.84,0,0,0,0,0,0,0,0,25,0,0,88.44,0,41.68,265.46,0,0,0,0,0,14.42,0,0,0,17.24,0,229.81,0,0.53,12.33,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

10,02:15-02:30,134.28,8.84,0,0,0,0.99,0.62,19.6,0,12.05,37.72,81.92,8.53,0,0,0,0,0,0,0,1.35,0,59.75,0,114.16,329.84,0,0,0,0,0,0,0,0,25,0,0,88.44,0,41.68,265.46,0,0,0,0,0,14.42,0,0,0,17.24,0,229.81,0,0.53,12.33,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

11,02:30-02:45,134.28,8.84,0,0,0,0.99,0.62,19.6,0,12.05,37.72,81.92,8.53,0,0,0,0,0,0,0,1.35,0,59.75,0,114.16,329.84,0,0,0,0,0,0,0,0,25,0,0,88.44,0,41.68,265.46,0,0,0,0,0,14.42,0,0,0,17.24,0,229.81,0,0.53,12.33,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

12,02:45-03:00,134.28,8.84,0,0,0,0.99,0.62,19.6,0,12.05,37.72,81.92,8.53,0,0,0,0,0,0,0,1.35,0,59.75,0,114.16,329.84,0,0,0,0,0,0,0,0,25,0,0,88.44,0,41.68,265.46,0,0,0,0,0,14.42,0,0,0,17.24,0,229.81,0,0.53,12.33,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

13,03:00-03:15,134.28,8.84,0,0,0,0.99,0.62,19.6,0,12.05,37.72,81.92,8.53,0,0,0,0,0,0,0,1.35,0,59.75,0,114.16,329.84,0,0,0,0,0,0,0,0,25,0,0,88.44,0,41.68,265.46,0,0,0,0,0,14.42,0,0,0,17.24,0,229.81,0,0.53,12.33,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

14,03:15-03:30,134.28,8.84,0,0,0,0.99,0.62,19.6,0,12.05,37.72,81.92,8.53,0,0,0,0,0,0,0,1.35,0,59.75,0,114.16,329.84,0,0,0,0,0,0,0,0,25,0,0,88.44,0,41.68,265.46,0,0,0,0,0,14.42,0,0,0,17.24,0,229.81,0,0.53,12.33,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

15,03:30-03:45,134.28,8.84,0,0,0,0.99,0.62,19.6,0,12.05,37.72,81.92,8.53,0,0,0,0,0,0,0,12.29,0,59.75,0,114.16,329.84,0,0,0,0,0,0,0,0,25,0,0,88.44,0,41.68,265.46,0,0,0,0,0,14.42,0,0,0,17.24,0,229.81,0,0.53,12.33,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,134.28,8.84,0,0,0,0.99,0.62,19.6,0,12.35,37.72,81.92,8.53,0,0,0,0,0,0,0,53.61,0,59.75,0,114.16,329.84,0,0,0,0,0,0,0,0,25,0,0,88.44,0,41.68,265.46,0,0,0,0,0,14.42,0,0,0,17.24,0,229.81,0,0.53,12.33,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,134.28,8.84,0,0,0,0.99,0.62,19.6,0,12.35,37.72,81.92,8.53,0,0,0,0,0,0,0,53.61,0,59.75,0,114.16,329.84,0,0,0,0,0,0,0,0,25,0,0,88.44,0,41.68,265.46,0,0,0,0,0,14.42,0,0,0,17.24,0,229.81,0,0.53,12.33,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,134.28,8.84,0,0,0,0.99,0.62,19.6,0,12.35,37.72,81.92,8.53,0,0,0,0,0,0,0,53.61,0,59.75,0,114.16,329.84,0,0,0,0,0,0,0,0,25,0,0,88.44,0,41.68,265.46,0,0,0,0,0,14.42,0,0,0,17.24,0,229.81,0,0.53,12.33,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,134.28,8.84,0,0,0,0.99,0.62,19.6,0,12.35,37.72,95.04,8.53,0,0,0,0,0,0,0,53.61,0,59.75,0,114.16,329.84,0,0,0,0,0,0,0,0,25,0,0,88.44,0,41.68,265.46,0,0,0,0,0,14.42,0,0,0,17.24,0,229.81,0,0.53,12.33,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,134.28,8.84,0,0,0,0.99,0.62,19.6,0,12.35,37.72,95.04,8.53,0,0,0,0,0,0,0,8.93,0,59.75,0,114.16,329.84,0,0,0,0,0,0,0,0,25,0,0,88.44,0,41.68,332.75,0,0,0,0,0,14.42,0,0,0,17.24,0,229.81,0,0.53,12.33,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,134.28,15.41,0,0,0,0.99,0.62,28.17,0,12.35,43.77,95.04,8.53,0,0,0,0,0,0,0,1.35,0,59.75,0,114.16,329.84,0,0,0,0,0,0,0,0,25,0,0,88.44,0,41.68,361.59,0,0,0,0,0,14.42,0,0,0,17.36,0,248.84,0,0.53,16.21,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,134.28,15.41,0,0,0,0.99,0.62,32.69,0,24.71,43.77,95.04,8.53,0,0,0,0,0,0,0,1.35,0,59.75,0,114.16,329.84,0,0,0,0,0,0,0,0,25,0,0,88.44,0,41.68,361.59,0,0,0,0,0,14.42,0,0,0,19.11,0,248.84,0,0.53,20.27,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,134.28,19.21,0,0,0,0.99,0.62,40.21,0,24.71,43.77,95.04,8.53,0,0,0,0,0,0,0,1.35,0,59.75,0,114.16,329.84,0,0,0,0,0,0,0,0,25,0,0,88.44,0,41.68,418.31,0,0,0,0,0,14.42,0,0,0,20,15.84,307.31,0,0.53,25.38,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,134.28,19.21,0,0,0,0.99,0.62,40.75,0,37.06,43.77,95.04,8.53,0,0,0,0,0,0,0,1.35,0,59.75,0,114.16,329.84,0,0,0,0,0,0,0,0,25,20.03,0,88.44,0,41.68,530.86,0,0,0,0,0,14.42,0,0,0,20,15.84,364.99,0,0.53,25.38,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,134.28,19.21,0,0,0,0,0.62,40.75,0,37.06,43.77,95.04,8.53,0,0,0,0,0,0,0,1.35,0,59.75,0,114.16,329.84,0,0,0,0,0,0,0,0,25,40.06,0,88.44,0,41.68,589.69,0,0,0,0,0,14.42,0,0,0,20,15.84,415.15,0,0.53,25.38,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

26,06:15-06:30,134.28,19.21,0,0,0,0,0.62,40.75,0,37.06,43.77,95.04,17.06,0,0,0,0,0,0,0,1.35,5.07,59.75,0,114.16,329.84,0,0,0,0,0,0,0,0,25,55.8,0,88.44,0,41.68,637.76,0,0,0,0,0,14.42,0,0,0,20,15.84,417.83,0,0.53,25.38,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

27,06:30-06:45,134.28,19.21,0,0,0,0,0.62,40.75,0,37.06,43.77,95.04,25.59,0,0,0,0,0,0,0,1.35,10.12,59.75,0,114.16,329.84,0,0,0,0,0,0,0,0,25,80.11,0,88.44,0,41.68,656.37,9.31,5.12,0,12.69,2.11,14.42,0,0,0,20,31.68,417.83,0,0.53,25.38,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

28,06:45-07:00,134.28,19.21,0,0,0,0,0.62,40.75,0,49.3,43.77,95.04,37.54,0,0,0,0,0,0,0,1.35,10.12,59.75,0,114.16,329.84,0,0,0,0,0,0,0,0,25,109.24,0,88.44,0,41.68,656.37,18.63,37.98,0,23.16,12.54,14.42,0,0,7.61,20,31.68,417.83,0,1.07,25.38,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

29,07:00-07:15,134.28,19.21,0,0,0,0,0.62,40.75,0,49.3,43.77,95.04,37.54,0,0,0,0,0,0,0,1.35,10.12,59.75,0,114.16,329.84,0,0,0,0,0,0,0,0,25,109.24,0,88.44,0,41.68,656.37,18.63,37.98,0,23.16,12.54,14.42,0,0,17.56,20,31.68,417.83,0,1.07,25.38,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

30,07:15-07:30,134.28,19.21,0,0,0,0,0.62,40.75,0,49.3,43.77,95.04,37.54,0,0,0,0,0,0,0,1.35,10.12,59.75,0,114.16,329.84,0,0,0,0,0,0,0,0,25,109.24,0,88.44,0,41.68,656.37,18.63,37.98,0,25.6,12.54,14.42,0,0,26.35,20,31.68,417.83,0,25.46,25.38,0,0,0,0,0,0,0,10.34,0,0,0,0,0,0,0,0,0,0,0

31,07:30-07:45,134.28,19.21,0,0,0,0,0.62,40.75,0,49.3,43.77,95.04,37.54,0,0,0,0,0,0,0,1.35,10.12,59.75,0,114.16,329.84,0,0,0,0,0,0,0,0,25,109.24,0,88.44,0,41.68,656.37,18.63,37.98,0,26.96,12.54,14.42,0,0,26.35,20,31.68,417.83,0,25.46,25.38,0,0,0,0,0,0,0,10.34,0,0,0,0,0,0,0,0,0,0,0

32,07:45-08:00,134.28,19.21,0,0,0,0,0.62,40.75,0,49.3,43.77,95.04,37.54,0,0,0,0,0,0,0,1.35,10.12,59.75,0,114.16,329.84,0,0,0,0,0,0,0,0,25,109.24,0,88.44,0,41.68,656.37,18.63,37.98,0,23.16,12.54,14.42,0,0,26.35,20,31.68,417.83,0,25.46,25.38,0,0,0,0,0,0,0,10.34,0,0,0,0,0,0,0,0,0,0,0

33,08:00-08:15,134.28,19.21,0,0,0,0,0.62,40.75,0,49.3,43.77,95.04,37.54,0,0,0,0,0,0,0,1.35,10.12,59.75,0,114.16,329.84,0,0,0,0,0,0,0,0,25,109.24,0,88.44,0,41.68,656.37,18.63,37.98,0,23.16,12.54,14.42,0,0,26.35,18.44,31.68,417.83,0,25.46,25.38,0,0,0,0,0,0,0,10.34,0,0,0,0,0,0,0,0,0,0,0

34,08:15-08:30,134.28,19.21,0,0,0,0,0.62,40.75,0,37.79,43.77,95.04,17.06,0,0,0,0,0,0,0,1.35,10.12,59.75,0,114.16,329.84,0,0,0,0,0,0,0,0,25,109.24,0,88.44,0,41.68,656.37,9.31,12.66,0,12.69,2.11,14.42,0,0,17.56,18.44,15.84,417.83,0,2.65,25.38,0,0,0,0,0,0,0,10.34,0,0,0,0,0,0,0,0,0,0,0

35,08:30-08:45,134.28,19.21,0,0,0,0,0.62,40.75,0,37.06,43.77,103.11,17.06,0,0,0,0,0,0,0,1.35,5.07,59.75,0,114.16,329.84,0,0,0,0,0,0,0,0,25,80.2,0,88.44,0,41.68,656.37,0,12.66,0,12.69,0,14.42,0,0,17.56,18.44,0,417.83,0,1.07,25.38,0,0,0,0,0,0,0,10.34,0,0,0,0,0,0,0,0,0,0,0

36,08:45-09:00,134.28,19.21,0,0,0,0,0.62,40.75,0,24.71,43.77,113.29,17.06,0,0,0,0,0,0,0,1.35,0,59.75,0,114.16,329.84,0,0,0,0,0,0,0,0,25,60.09,0,88.44,0,41.68,656.37,0,12.66,0,0,0,14.42,0,0,7.61,18.44,0,417.83,0,1.07,25.38,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

37,09:00-09:15,134.28,19.21,0,0,0,5.54,0.62,40.75,0,24.71,43.77,115.96,17.06,0,0,0,0,0,0,0,1.35,0,59.75,0,114.16,329.84,0,0,0,0,0,0,0,0,25,40.06,0,88.44,0,41.68,656.37,0,0,0,0,0,14.42,0,0,0,18.44,0,417.83,0,1.07,25.38,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

38,09:15-09:30,134.28,19.21,0,0,0,5.54,0.62,40.75,0,24.71,43.77,120.12,17.06,0,0,0,0,0,0,0,1.35,0,59.75,0,114.16,329.84,0,0,0,0,0,0,0,0,25,18.21,0,88.44,0,41.68,656.37,0,0,0,0,0,14.42,0,0,0,18.44,0,417.83,0,1.07,25.38,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

39,09:30-09:45,134.28,19.21,0,0,0,5.54,0.62,40.75,0,24.71,43.77,121.01,17.06,0,0,0,0,0,0,0,1.35,0,59.75,0,114.16,329.84,0,0,0,0,0,0,0,0,25,0,0,88.44,0,41.68,608.92,0,0,0,0,0,14.42,0,0,0,18.44,0,417.83,0,1.07,25.38,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

40,09:45-10:00,134.28,19.21,0,0,0,5.54,0.62,40.75,0,24.71,43.77,125.25,17.06,0,0,0,0,0,0,0,1.35,0,59.75,0,114.16,329.84,0,0,0,0,0,0,0,0,25,0,0,88.44,0,41.68,547.19,0,0,0,0,0,14.42,0,0,0,18.44,0,417.83,0,25.46,25.38,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

41,10:00-10:15,134.28,19.21,0,0,0,5.54,0.62,40.75,0,24.71,43.77,126.06,17.06,0,0,0,0,0,0,0,1.35,0,59.75,0,114.16,329.84,0,0,0,0,0,0,0,0,25,0,0,88.44,0,41.68,428.88,0,0,0,0,0,14.42,0,0,0,18.44,0,364.99,0,25.46,25.38,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

42,10:15-10:30,134.28,19.21,0,0,0,5.54,0.62,40.75,0,24.71,43.77,130.36,17.06,0,0,0,0,0,0,0,1.35,0,59.75,0,114.16,329.84,0,0,0,0,0,0,0,0,25,0,0,88.44,0,41.68,428.88,0,0,0,0,0,14.42,0,0,0,18.44,0,307.31,0,3.18,25.38,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

43,10:30-10:45,134.28,19.21,0,0,0,0,0.62,40.75,0,24.71,43.77,131.09,17.06,0,0,0,0,0,0,0,1.35,0,59.75,0,114.16,329.84,0,0,0,0,0,0,0,0,25,0,0,88.44,0,41.68,412.54,0,0,0,0,0,14.42,0,0,0,17.36,0,306.93,0,1.07,25.38,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

44,10:45-11:00,134.28,19.21,0,0,0,0,0.62,40.75,0,24.71,43.77,136.14,17.06,0,0,0,0,0,0,0,1.35,0,59.75,0,114.16,329.84,0,0,0,0,0,0,0,0,25,0,0,88.44,0,41.68,391.39,0,0,0,0,0,14.42,0,0,0,17.35,0,306.93,0,1.07,25.38,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

45,11:00-11:15,134.28,16.55,0,0,0,0,0.62,35.13,0,24.71,43.77,141.18,17.06,0,0,0,0,0,0,0,1.35,0,59.75,0,114.16,329.84,0,0,0,0,0,0,0,0,25,0,0,88.44,0,41.68,361.59,0,0,0,0,0,14.42,0,0,0,17.24,0,241.04,0,1.07,21.87,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

46,11:15-11:30,134.28,12.76,0,0,0,0,0.62,27.07,0,24.71,43.77,142.56,17.06,0,0,0,0,0,0,0,1.35,0,59.75,0,114.16,329.84,0,0,0,0,0,0,0,0,25,0,0,88.44,0,41.68,361.59,0,0,0,0,0,14.42,0,0,0,17.24,0,229.81,0,1.07,16.86,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

47,11:30-11:45,134.28,12.76,0,0,0,0,0.62,27.07,0,24.71,43.77,142.56,17.06,0,0,0,0,0,0,0,1.35,0,59.75,0,114.16,334.49,0,0,0,0,0,0,0,0,25,0,0,88.44,0,41.68,361.59,0,0,0,0,0,14.42,0,0,0,17.24,0,229.81,0,25.46,16.86,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

48,11:45-12:00,134.28,12.76,0,0,0,0,0.62,27.07,0,24.71,43.77,142.56,17.06,0,0,0,0,0,0,0,1.35,0,59.75,0,114.16,335.47,0,0,0,0,0,0,0,0,25,0,0,88.44,0,41.68,361.59,0,0,0,0,0,14.42,0,0,0,17.24,0,229.81,0,25.46,16.86,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

49,12:00-12:15,134.28,8.89,0,0,0,0,0.62,19.6,0,24.71,37.94,142.56,17.06,0,0,0,0,0,0,0,1.35,0,59.75,0,114.16,335.47,0,0,0,0,0,0,0,0,25,0,0,88.44,0,41.68,361.59,0,0,0,0,0,14.42,0,0,0,17.24,0,229.81,0,1.07,12.33,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

50,12:15-12:30,134.28,8.84,0,0,0,0,0.62,19.6,0,24.71,37.94,142.56,17.06,0,0,0,0,0,0,0,1.35,0,59.75,0,114.16,335.47,0,0,0,0,0,0,0,0,25,0,0,88.44,0,41.68,284.69,0,0,0,0,0,14.42,0,0,0,17.24,0,229.81,0,1.07,12.33,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

51,12:30-12:45,134.28,8.84,0,0,0,0,0.62,19.6,0,24.71,34.29,101.48,17.06,0,0,0,0,0,0,0,1.35,0,59.75,0,114.16,335.47,0,0,0,0,0,0,0,0,25,0,0,88.44,0,41.68,265.46,0,0,0,0,0,14.42,0,0,0,17.24,0,229.81,0,0.63,12.33,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

52,12:45-13:00,134.28,8.84,0,0,0,0,0.62,19.6,0,24.71,31.9,97.99,17.06,0,0,0,0,0,0,0,1.35,0,59.75,0,114.16,335.47,0,0,0,0,0,0,0,0,25,0,0,88.44,0,41.68,265.46,0,0,0,0,0,14.42,0,0,0,14.92,0,229.81,0,0.63,12.33,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

53,13:00-13:15,134.28,8.84,0,0,0,0,0.62,19.6,0,24.71,31.9,97.99,17.06,0,0,0,0,0,0,0,1.35,0,59.75,0,114.16,335.47,0,0,0,0,0,0,0,0,25,0,0,88.44,0,41.68,265.46,0,0,0,0,0,14.42,0,0,0,14.92,0,229.81,0,0.63,12.33,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

54,13:15-13:30,134.28,8.84,0,0,0,0,0.62,19.6,0,24.71,31.9,97.99,17.06,0,0,0,0,0,0,0,1.35,0,59.75,0,114.16,335.47,0,0,0,0,0,0,0,0,25,0,0,88.44,0,41.68,265.46,0,0,0,0,0,14.42,0,0,0,14.92,0,229.81,0,0.63,12.33,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

55,13:30-13:45,134.28,8.84,0,0,0,0,0.62,19.6,0,24.71,31.9,97.99,17.06,0,0,0,0,0,0,0,1.35,0,59.75,0,114.16,335.47,0,0,0,0,0,0,0,0,25,0,0,88.44,0,41.68,265.46,0,0,0,0,0,14.42,0,0,0,14.92,0,229.81,0,0.63,12.33,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,134.28,8.84,0,0,0,0,0.62,19.6,0,24.71,31.9,97.99,17.06,0,0,0,0,0,0,0,1.35,0,59.75,0,114.16,335.47,0,0,0,0,0,0,0,0,25,0,0,88.44,0,41.68,265.46,0,0,0,0,0,14.42,0,0,0,14.92,0,229.81,0,0.63,12.33,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

57,14:00-14:15,134.28,8.84,0,0,0,0,0.62,19.6,0,24.71,31.9,115.16,17.06,0,0,0,0,0,0,0,8.93,0,59.75,0,114.16,335.47,0,0,0,0,0,0,0,0,25,0,0,88.44,0,41.68,265.46,0,0,0,0,0,14.42,0,0,0,14.92,0,229.81,0,0.63,12.33,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

58,14:15-14:30,134.28,8.84,0,0,0,0,0.62,19.6,0,24.71,31.9,115.16,17.06,0,0,0,0,0,0,0,53.61,0,59.75,0,114.16,335.47,0,0,0,0,0,0,0,0,25,0,0,88.44,0,41.68,265.46,0,0,0,0,0,14.42,0,0,0,14.92,0,229.81,0,0.63,12.33,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,134.28,8.84,0,0,0,0,0.62,19.6,0,24.71,31.9,115.16,17.06,0,0,0,0,0,0,0,53.61,0,59.75,0,114.16,335.47,0,0,0,0,0,0,0,0,25,0,0,88.44,0,41.68,265.46,0,0,0,0,0,14.42,0,0,0,14.92,0,229.81,0,0.63,12.33,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,134.28,8.84,0,0,0,0,0.62,19.6,0,24.71,29.29,106.7,17.06,0,0,0,0,0,0,0,53.61,0,59.75,0,114.16,335.47,0,0,0,0,0,0,0,0,25,0,0,88.44,0,41.68,332.75,0,0,0,0,0,14.42,0,0,0,14.92,0,229.81,0,0.63,12.33,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

61,15:00-15:15,134.28,10.53,0,0,0,0,0.62,22,0,24.71,29.29,102.92,17.06,0,0,0,0,0,0,0,53.61,0,59.75,0,114.16,335.47,0,0,0,0,0,0,0,0,25,0,0,88.44,0,41.68,361.59,0,0,0,0,0,14.42,0,0,0,14.92,0,229.81,0,0.63,14.26,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

62,15:15-15:30,134.28,12.76,0,0,0,0,0.62,27.07,0,24.71,34.63,102.92,17.06,0,0,0,0,0,0,0,8.93,0,59.75,0,114.16,335.47,0,0,0,0,0,0,0,0,25,0,0,88.44,0,41.68,361.59,0,0,0,0,0,14.42,0,0,0,14.92,0,229.81,0,0.63,16.86,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0

