Block,Time,LT-31,L_NR_2021_15,L_NR_2021_12,SH-07,L_NR_2021_16,L_NR_2021_17,L_NR_2023_04,SH-06,LT-36,L_NR_2012_07,LT-05,L_NR_2019_11,L_NR_2012_02,L_NR_2020_02,LT-35,L_NR_2021_13,L_NR_2012_04,L_NR_2021_14,L_NR_2022_09,LT-59,L_NR_2020_05,L_NR_2012_01,L_NR_2019_06,L_NR_2023_10,L_NR_2020_07,L_NR_2019_05,L_NR_2022_08,L_NR_2023_07,L_NR_2019_19,L_NR_2019_07,L_NR_2022_10,L_NR_2020_06,L_NR_2018_61
25,06:00-06:15,0.040000,0,0,30.950000,2,1,30.620000,30.950000,0.040000,74.170000,116.090000,10.780000,174.110000,9.580000,0.040000,0,272.050000,1.66,63.15,10.390000,87.79,75.250000,4.05,0.05,29.27,4.32,19.58,0.11,1.99875,1.88,63.15,29.26,7.99

26,06:15-06:30,0.090000,0.3,0.68,30.950000,3.33,1.67,30.620000,30.950000,0.090000,74.170000,116.090000,10.780000,174.110000,9.580000,0.090000,0.13,272.050000,3.79,62.55,10.390000,90.38,75.250000,8.8,0.9,30.12,8.64,19.84,2.1,6.006,6.66,62.55,30.13,7.93

27,06:30-06:45,0.250000,0.86,1.5,30.950000,4,2,30.620000,30.950000,0.260000,74.170000,116.090000,10.780000,174.110000,9.580000,0.250000,0.3,272.050000,6.53,57.38,10.390000,75.39,75.250000,14.96,2.81,25.13,15.55,19.85,6.55,9.984,10.45,57.38,25.13,7.04

28,06:45-07:00,0.570000,2.1,5.43,30.950000,6,3,30.620000,30.950000,0.580000,74.170000,116.090000,10.780000,174.110000,9.580000,0.570000,1.08,272.050000,7.23,58.22,10.390000,77.49,75.250000,28.16,5.48,25.83,24.19,20.23,12.78,14.274,20.45,58.22,25.83,7.04

29,07:00-07:15,1.060000,3.98,11.18,30.950000,8.67,4.33,30.620000,30.950000,1.090000,74.170000,116.090000,10.780000,174.110000,9.440000,1.060000,2.24,272.050000,10.33,59.66,10.390000,80.17,75.250000,29.98,8.97,26.73,29.99,21.44,20.92,19.41225,29.98,59.66,26.72,7.04

30,07:15-07:30,1.750000,6.62,19.74,30.950000,10,5,30.620000,30.950000,1.790000,74.170000,116.090000,10.780000,174.110000,9.440000,1.750000,3.95,272.050000,14.43,60.45,10.390000,83.48,75.250000,29.98,13.16,27.82,29.99,22.83,30.71,24.9015,29.98,60.45,27.83,7.04

31,07:30-07:45,2.490000,9.85,47.53,30.950000,10.67,5.33,30.620000,30.950000,2.560000,74.170000,116.090000,10.780000,174.110000,9.440000,2.490000,9.5,272.050000,16.1,63.12,10.390000,83.07,75.250000,30.67,17.97,27.69,30.66,23.23,41.93,30.05925,30.67,63.12,27.69,7.04

32,07:45:08:00,3.300000,13.46,61.63,30.950000,14.67,7.33,30.620000,30.950000,3.380000,74.170000,116.090000,10.780000,174.110000,9.440000,3.300000,12.32,272.050000,21.6,63.34,10.390000,84.47,75.250000,30.83,19.5,28.16,30.84,23.5,45.5,34.93425,30.83,63.34,28.16,6.27

33,08:00-08:15,4.360000,18.34,78.7,30.950000,20.67,10.33,30.620000,30.950000,4.470000,74.170000,116.090000,10.780000,174.110000,9.440000,4.360000,15.74,272.050000,27.43,61.78,10.310000,70.62,75.250000,32.33,24,23.54,32.34,19.51,56,39.741,32.33,61.78,23.54,5.73

34,08:15-08:30,5.330000,22.33,98.21,30.950000,24,12,30.620000,30.950000,5.460000,74.170000,116.090000,10.780000,174.110000,9.440000,5.330000,19.64,272.050000,33.37,63.56,10.310000,71.82,75.250000,32.33,27,23.95,32.34,20.17,63,44.733,32.33,63.56,23.94,5.73

35,08:30-08:45,6.530000,26.18,118.18,30.950000,29.33,14.67,30.620000,30.950000,6.690000,74.170000,116.090000,10.780000,174.110000,9.440000,6.530000,23.64,272.050000,39.13,64.45,10.310000,73.21,75.250000,32.5,33,24.41,32.5,20.52,77,50.0175,32.5,64.45,24.4,5.73

36,08:45:09:00,7.680000,29.76,136.46,30.950000,34.67,17.33,30.620000,30.950000,7.870000,74.170000,116.090000,10.780000,174.110000,9.440000,7.680000,27.29,272.050000,43.33,66.08,10.310000,75.1,75.250000,32.5,39,25.03,32.5,20.99,91,55.224,32.5,66.08,25.03,5.73

37,09:00:09:15,8.680000,31,152.66,30.950000,40,20,29.610000,30.950000,8.890000,74.170000,116.090000,10.780000,174.110000,9.110000,8.680000,30.53,272.050000,48.87,68.12,10.310000,76.45,75.250000,32.73,45,25.49,32.74,21.86,105,59.73825,32.73,68.12,25.48,5.73

38,09:15-09:30,9.440000,33,168.9,30.950000,46,23,29.610000,30.950000,9.670000,74.170000,116.090000,10.780000,174.110000,9.110000,9.440000,33.78,272.050000,54.2,69.45,10.310000,77.08,75.250000,32.73,51.6,25.7,32.74,22.78,120.4,63.531,32.73,69.45,25.69,5.73

39,09:30-09:45,10.320000,35,184.15,30.950000,48,24,29.610000,30.950000,10.580000,74.170000,116.090000,10.780000,174.110000,9.110000,10.320000,36.83,272.050000,66.13,76.67,10.310000,98.1,75.250000,32.9,56.1,32.7,32.9,30.12,130.9,66.885,32.9,76.67,32.7,5.73

40,09:45-10:00,11.010000,37,198.84,30.950000,51.34,25.66,29.610000,30.950000,11.290000,74.170000,116.090000,10.780000,174.110000,9.110000,11.010000,39.77,272.050000,70.62,76.67,10.310000,97.68,75.250000,32.9,60.9,32.55,32.9,30.12,142.1,69.654,32.9,76.67,32.56,5.73

41,10:00-10:15,11.450000,38,211.53,30.950000,55.34,27.66,30.580000,30.950000,11.740000,74.170000,116.090000,10.780000,174.110000,9.020000,11.450000,42.31,272.050000,74.95,76.67,10.310000,98.63,75.250000,32.9,65.1,32.86,32.9,30.55,151.9,72.1305,32.9,76.67,32.88,5.73

42,10:15-10:30,12.000000,40.5,223.45,30.950000,60,30,30.580000,30.950000,12.310000,74.170000,116.090000,10.780000,174.110000,9.020000,12.000000,44.69,272.050000,79.14,76.67,10.310000,115,75.250000,32.9,68.4,38.34,32.9,37.45,159.6,74.14875,32.9,76.67,38.33,5.73

43,10:30-10:45,12.480000,42.3,229.88,30.950000,64,32,30.580000,30.950000,12.800000,74.170000,116.090000,10.780000,174.110000,9.020000,12.480000,45.97,272.050000,81.71,76.67,10.310000,115,75.250000,32.9,72,38.34,32.9,37.45,168,75.68925,32.9,76.67,38.33,5.73

44,10:45-11:00,13.860000,44,233.79,30.950000,66.67,33.33,30.580000,30.950000,14.200000,74.170000,116.090000,10.780000,174.110000,9.020000,13.860000,46.76,272.050000,84.8,76.67,10.310000,115,75.250000,32.9,73.5,38.34,32.9,37.53,171.5,76.5765,32.9,76.67,38.33,7

45,11:00-11:15,14.240000,44.5,233.79,30.950000,75.34,37.66,30.580000,30.950000,14.590000,74.170000,116.090000,10.780000,174.110000,8.930000,14.240000,46.76,272.050000,87.55,76.67,10.310000,115,75.250000,32.9,75,38.34,32.9,37.56,175,74.90925,32.9,76.67,38.33,7

46,11:15-11:30,14.540000,44.5,233.79,30.950000,75.34,37.66,30.580000,30.950000,14.900000,74.170000,116.090000,10.780000,174.110000,8.930000,14.540000,46.76,272.050000,88.58,76.67,10.310000,115,75.250000,32.9,76.5,38.34,32.9,37.49,178.5,70.785,32.9,76.67,38.33,7

47,11:30-11:45,14.600000,44.5,233.79,30.950000,75.34,37.66,30.580000,30.950000,14.970000,74.170000,116.090000,10.780000,174.110000,8.930000,14.600000,46.76,272.050000,89.64,76.67,10.310000,115,75.250000,32.9,76.5,38.34,32.9,37.56,178.5,66.85575,32.9,76.67,38.33,7

48,11:45-12:00,14.700000,44.5,233.79,30.950000,75.34,37.66,30.580000,30.950000,15.060000,74.170000,116.090000,10.780000,174.110000,8.930000,14.700000,46.76,272.050000,89.82,76.67,10.310000,115,75.250000,32.9,76.5,38.34,32.9,37.62,178.5,64.233,32.9,76.67,38.33,7

49,12:00-12:15,14.770000,44.5,233.79,30.950000,75.34,37.66,30.580000,30.950000,15.140000,74.170000,116.090000,10.780000,174.110000,8.930000,14.770000,46.76,272.050000,90.16,76.67,10.350000,115,75.250000,32.9,76.5,38.34,32.9,37.78,178.5,72.735,32.9,76.67,38.33,7

50,12:15-12:30,14.800000,44.5,233.79,30.950000,75.34,37.66,30.580000,30.950000,15.170000,74.170000,116.090000,10.780000,174.110000,8.930000,14.800000,46.76,272.050000,91.62,76.67,10.350000,115,75.250000,32.9,76.5,38.34,32.9,37.89,178.5,74.09025,32.9,76.67,38.33,7.32

51,12:30-12:45,15.280000,44.5,233.79,30.950000,75.34,37.66,30.580000,30.950000,15.660000,74.170000,116.090000,10.780000,174.110000,8.930000,15.280000,46.76,272.050000,91.3,76.67,10.350000,112.5,75.250000,32.9,76.5,37.5,32.9,38.33,178.5,73.944,32.9,76.67,37.5,7.3

52,12:45-13:00,15.280000,44.5,233.79,30.950000,75.34,37.66,30.580000,30.950000,15.660000,74.170000,116.090000,10.780000,174.110000,8.930000,15.280000,46.76,272.050000,91.65,76.67,10.350000,112.5,75.250000,32.9,76.5,37.5,32.9,38.33,178.5,72.19875,32.9,76.67,37.5,7.36

53,13:00-13:15,0.590000,44.5,233.79,30.950000,76,38,30.580000,30.950000,20.000000,74.170000,116.090000,10.780000,174.110000,8.930000,19.630000,46.76,272.050000,91.27,76.67,10.350000,112.5,75.250000,32.9,76.5,37.5,32.9,38.33,178.5,69.09825,32.9,76.67,37.5,7.52

54,13:15-13:30,0.550000,44.5,233.79,30.950000,78.67,39.33,30.580000,30.950000,17.100000,74.170000,116.090000,10.780000,174.110000,8.930000,16.330000,46.76,272.050000,90.92,76.67,10.350000,112.5,75.250000,32.9,76.5,37.5,32.9,38.33,178.5,64.9155,32.9,76.67,37.5,8.47

55,13:30-13:45,0.460000,43.5,233.79,30.950000,81.34,40.66,30.580000,30.950000,13.490000,74.170000,116.090000,10.780000,174.110000,8.930000,12.880000,46.76,272.050000,90.47,76.67,10.350000,112.5,75.250000,32.9,76.5,37.5,32.9,38.33,178.5,64.59375,32.9,76.67,37.5,10.07

56,13:45-14:00,12.810000,43,233.79,30.950000,78,39,30.580000,30.950000,13.120000,74.170000,116.090000,10.780000,174.110000,8.980000,12.810000,46.76,272.050000,89.18,80,10.350000,112.5,75.250000,32.9,76.5,37.5,32.9,38.33,178.5,61.269,32.9,80,37.5,11.32

57,14:00-14:15,12.630000,39.5,233.79,30.950000,75.34,37.66,30.580000,30.950000,12.950000,74.170000,116.090000,10.780000,174.110000,9.020000,12.630000,46.76,272.050000,88.51,80,10.350000,112.5,75.250000,32.9,73.5,37.5,32.9,38.33,171.5,57.98325,32.9,80,37.5,12.12

58,14:15-14:30,12.290000,39.2,233.79,30.950000,72,36,30.580000,30.950000,12.600000,74.170000,116.090000,10.780000,174.110000,9.020000,12.290000,46.76,272.050000,86.91,80,10.350000,112.5,75.250000,32.9,70.5,37.5,32.9,38.33,164.5,54.78525,32.9,80,37.5,14.54

59,14:30-14:45,11.920000,39,233.79,30.950000,68.67,34.33,31.540000,30.950000,12.210000,74.170000,113.240000,10.780000,174.110000,9.020000,11.920000,46.76,272.050000,84.68,80,10.350000,112.5,75.250000,32.9,67.5,37.5,32.9,38.33,157.5,50.7585,32.9,80,37.5,16.67

60,14:45-15:00,0.080000,38.34,223.66,30.950000,65.34,32.66,31.540000,30.950000,3.100000,74.170000,113.240000,10.780000,174.110000,9.020000,2.960000,44.73,272.050000,81.34,80,10.350000,112.5,75.250000,32.9,64.5,37.5,32.9,38.33,150.5,46.30275,32.9,80,37.5,19.46

61,15:00-15:15,0.040000,37.01,211.36,30.950000,64,32,31.540000,30.950000,2.210000,74.170000,108.120000,10.780000,174.110000,9.210000,2.110000,42.27,272.050000,77.71,80,10.350000,112.5,75.250000,32.9,61.5,37.5,32.9,38.33,143.5,43.3485,32.9,80,37.5,17.13

62,15:15-15:30,0.010000,35.59,198.78,30.950000,61.34,30.66,31.540000,30.950000,1.540000,74.170000,108.120000,10.780000,174.110000,9.210000,1.470000,39.75,272.050000,73.77,80,10.350000,110,75.250000,32.9,58.5,36.66,32.9,40,136.5,38.52225,32.9,80,36.67,17.53

63,15:30-15:45,0.000000,34.31,185.73,30.950000,59.34,29.66,31.540000,30.950000,0.710000,74.170000,108.120000,10.780000,174.110000,9.210000,0.680000,37.15,272.050000,69.59,80,10.350000,110,75.250000,32.9,54,36.66,32.9,40,126,33.6375,32.9,80,36.67,17.93

64,15:45-16:00,0.000000,31.77,172.26,30.950000,56.67,28.33,31.540000,30.950000,0.390000,74.170000,108.120000,10.780000,174.110000,9.210000,0.370000,34.45,272.050000,65.1,80,10.350000,110,75.250000,32.9,49.5,36.66,32.9,40,115.5,29.20125,32.9,80,36.67,18.28

65,16:00-16:15,0.000000,28.82,169.64,30.950000,52.67,26.33,31.540000,30.950000,0.060000,74.170000,102.430000,10.780000,174.110000,9.580000,0.060000,33.93,272.050000,59.7,80,10.390000,110,75.250000,32.9,45,36.66,32.9,40,105,25.5645,32.9,80,36.67,18.73

66,16:15-16:30,0.000000,26.68,153.33,30.950000,42,21,31.540000,30.950000,0.040000,74.170000,102.430000,10.780000,174.110000,9.580000,0.040000,30.67,272.050000,54.68,80,10.390000,110,75.250000,32.9,40.5,36.66,32.9,40,94.5,22.61025,32.9,80,36.67,19.13

67,16:30-16:45,0.000000,23.25,136.3,30.950000,38,19,31.540000,30.950000,0.010000,74.170000,102.430000,10.780000,174.110000,9.580000,0.010000,27.26,272.050000,49.14,80,10.390000,110,75.250000,32.9,36,36.66,32.9,40,84,19.58775,32.9,80,36.67,20.11

68,16:45-17:00,0.000000,20.68,119.37,30.950000,36.67,18.33,31.540000,30.950000,0.000000,74.170000,102.430000,10.780000,174.110000,9.580000,0.000000,23.87,272.050000,42.93,80,10.390000,110,75.250000,33,31.5,36.66,33,40,73.5,16.17525,26.62,80,36.67,23.08

69,17:00-17:15,0.000000,17.41,102.26,30.950000,35.34,17.66,31.540000,30.950000,0.000000,74.170000,102.430000,10.780000,174.110000,9.950000,0.000000,20.45,272.050000,36.8,80,10.390000,115.82,75.250000,33,27,38.59,31.1,39,63,12.52875,12.24,80,38.61,21.73

70,17:15-17:30,4.850000,15,84.91,30.950000,30.67,15.33,31.540000,30.950000,4.970000,74.170000,102.430000,10.780000,174.110000,9.950000,4.850000,16.98,272.050000,31.12,80,10.390000,115.33,75.250000,30.1,22.5,38.45,21.6,39,52.5,8.96025,4.44,80,38.44,20.08

71,17:30-17:45,4.490000,13.5,68.16,30.950000,28.67,14.33,31.540000,30.950000,4.600000,74.170000,102.430000,10.780000,174.110000,9.950000,4.490000,13.63,272.050000,25.37,80,10.390000,115.11,75.250000,18.62,18,38.37,12.96,39,42,5.99625,1.11,80,38.37,30.08

72,17:45-18:00,3.420000,11,51.89,30.950000,22.67,11.33,31.540000,30.950000,3.500000,74.170000,102.430000,10.780000,174.110000,9.950000,3.420000,10.38,272.050000,20.04,80,10.390000,114.98,75.250000,9.72,13.5,38.32,8.64,38.21,31.5,3.55875,0.05,80,38.33,29.08

73,18:00-18:15,2.960000,8.33,39.43,30.950000,15.33,7.67,31.540000,30.950000,3.040000,74.170000,109.070000,10.780000,174.110000,10.320000,2.960000,7.88,272.050000,15.09,80,10.390000,113.82,75.250000,0,9,37.93,0,37.01,21,2.07675,0,80,37.94,27.74

74,18:15-18:30,1.780000,5.69,27.91,30.950000,10.67,5.33,31.540000,30.950000,1.810000,74.170000,109.070000,10.780000,174.110000,10.320000,1.780000,5.58,272.050000,10.94,80,10.390000,112.78,75.250000,0,6,37.59,0,35.92,14,0.88725,0,80,37.59,26.07

75,18:30-18:45,0.490000,3.58,17.43,30.950000,8.67,4.33,31.540000,30.950000,0.500000,74.170000,109.070000,10.780000,174.110000,10.320000,0.490000,3.48,272.050000,6.69,80,10.390000,112.81,75.250000,0,3,37.61,0,40.31,7,0.312,0,80,37.6,23.09

76,18:45-19:00,0.100000,2,7.96,30.950000,6,3,31.540000,30.950000,0.100000,74.170000,109.070000,10.780000,174.110000,10.320000,0.100000,1.59,272.050000,0.35,80,10.390000,111.62,75.250000,0,1.5,37.2,0,39.5,3.5,0,0,80,37.21,20.08

77,19:00-19:15,0.030000,0.87,3.53,30.950000,3.33,1.67,31.540000,30.950000,0.030000,74.170000,113.810000,10.780000,174.110000,10.600000,0.030000,0.71,272.050000,0.03,80,10.390000,110.12,75.250000,0,0.3,36.71,0,38.93,0.7,0,0,80,36.71,17.08

78,19:15-19:30,0.000000,0.19,1.11,30.950000,0.67,0.33,31.540000,30.950000,0.000000,74.170000,113.810000,10.780000,174.110000,10.600000,0.000000,0.22,272.050000,0,80,10.390000,106.36,75.250000,0,0,35.45,0,38.13,0,0,0,80,35.45,14.31

79,19:30-19:45,0.000000,0,0.23,30.950000,0,0,31.540000,30.950000,0.000000,74.170000,116.090000,10.780000,174.110000,10.600000,0.000000,0.05,272.050000,0,80,10.120000,105.32,75.250000,0,0,35.09,0,37.77,0,0,0,80,35.11,13.84

80,19:45-20:00,0.000000,0,0,30.950000,0,0,31.540000,30.950000,0.000000,74.170000,116.090000,10.780000,174.110000,10.600000,0.000000,0,272.050000,0,80,10.350000,104.82,75.250000,0,0,34.95,0,37.07,0,0,0,80,34.94,7.4

81,20:00-20:15,0.000000,0,0,30.950000,0,0,31.540000,30.950000,0.000000,74.170000,116.090000,10.780000,174.110000,10.600000,0.000000,0,272.050000,0,73.33,10.350000,104.33,75.250000,0,0,34.77,0,34.55,0,0,0,73.33,34.78,7.4

82,20:15-20:30,0.000000,0,0,30.950000,0,0,31.540000,30.950000,0.000000,74.170000,116.090000,10.780000,174.110000,10.600000,0.000000,0,272.050000,0,72.8,10.350000,103.36,75.250000,0,0,34.46,0,34.22,0,0,0,72.8,34.45,7.4

83,20:30-20:45,0.000000,0,0,30.950000,0,0,31.500000,30.950000,0.000000,74.170000,116.090000,10.780000,174.110000,10.600000,0.000000,0,272.050000,0,70.74,10.350000,101.32,75.250000,0,0,33.77,0,33.72,0,0,0,70.74,33.77,7.4

84,20:45-21:00,0.000000,0,0,30.950000,0,0,31.500000,30.950000,0.000000,74.170000,116.090000,10.780000,174.110000,10.600000,0.000000,0,272.050000,0,69.54,10.350000,100.32,75.250000,0,0,33.43,0,33.25,0,0,0,69.54,33.44,7.4

85,21:00-21:15,0.000000,0,0,30.950000,0,0,31.500000,30.950000,0.000000,74.170000,116.090000,10.780000,174.110000,10.510000,0.000000,0,272.050000,0,69.09,10.350000,99.28,75.250000,0,0,33.09,0,32.71,0,0,0,69.09,33.09,7.4

86,21:15-21:30,0.000000,0,0,30.950000,0,0,31.500000,30.950000,0.000000,74.170000,116.090000,10.780000,174.110000,10.510000,0.000000,0,272.050000,0,70.21,10.350000,98.32,75.250000,0,0,32.77,0,31.86,0,0,0,70.21,32.77,7.4

87,21:30-21:45,0.000000,0,0,30.950000,0,0,31.500000,30.950000,0.000000,74.170000,116.090000,10.780000,174.110000,10.510000,0.000000,0,272.050000,0,69.92,10.350000,97.3,75.250000,0,0,32.44,0,31.64,0,0,0,69.92,32.43,7.4

88,21:45-22:00,0.000000,0,0,30.950000,0,0,31.500000,30.950000,0.000000,74.170000,116.090000,10.780000,174.110000,10.510000,0.000000,0,272.050000,0,69.75,10.350000,95.11,75.250000,0,0,31.72,0,31.25,0,0,0,69.75,31.7,7.4

89,22:00-22:15,0.000000,0,0,30.950000,0,0,31.500000,30.950000,0.000000,74.170000,116.090000,10.780000,174.110000,10.370000,0.000000,0,272.050000,0,69.17,10.350000,94.79,75.250000,0,0,31.59,0,31.15,0,0,0,69.17,31.6,7.4

90,22:15-22:30,0.000000,0,0,30.950000,0,0,31.670000,30.950000,0.000000,74.170000,116.090000,10.780000,174.110000,10.370000,0.000000,0,272.050000,0,69.21,10.350000,94.74,75.250000,0,0,31.58,0,30.9,0,0,0,69.21,31.58,7.4

91,22:30-22:45,0.000000,0,0,30.950000,0,0,31.670000,30.950000,0.000000,74.170000,116.090000,10.780000,174.110000,10.370000,0.000000,0,272.050000,0,69.44,10.350000,94.25,75.250000,0,0,31.42,0,30.88,0,0,0,69.44,31.42,7.4

92,22:45-23:00,0.000000,0,0,30.950000,0,0,31.670000,30.950000,0.000000,74.170000,116.090000,10.780000,174.110000,10.370000,0.000000,0,272.050000,0,69.92,10.350000,94.17,75.250000,0,0,31.39,0,29.54,0,0,0,69.92,31.39,8.07

93,23:00-23:15,0.000000,0,0,30.950000,0,0,31.670000,30.950000,0.000000,74.170000,116.090000,10.780000,174.110000,10.370000,0.000000,0,272.050000,0,70.89,10.350000,94.65,75.250000,0,0,31.56,0,29.88,0,0,0,70.89,31.55,8.91

