Block,Time Block,BRBCL,CHAMERA3,CHAMERA1,BSIUL,CHAMERA2,DHAULIGNGA,DADRT2,DULHASTI,FSTPP I & II,JHAJJAR,KGSU1AND2,KGSU3AND4,KHSTPP-I,KHSTPP-II,KKNP,KKNPPU2,KISHANGANGA,KOTESHWR,KOLDAM,KUDGI,MAPS,NJPC,NAPP,NLCEXP,NLCIIST2,NLCTS2EXP,NLCIIST1,NNTPP,NTPL,RAMPUR,PARBATI3,RAPPB,SEWA2,SIMHST1,SASAN,RIHAND1,RAPPC,RIHAND2,RSTPSU1TO6,RIHAND3,RSTPSU7,SALAL,UNCHAHAR1,TALST2,SINGRAULI_HYDRO,TANDA2,SIMHST2,TALA,SINGRAULI,TelanganaSTPP,TANAKPUR,TEHRI,URI2,UNCHAHAR3,UNCHAHAR2,URI,UNCHAHAR4,ANTA_LF,DADRI_LF,AURY_GF,ANTA_GF,DADRI_GF,AURY_CRF,DADRI_CRF,VALLURNTECL,AURY_RF,ANTA_CRF,ANTA_RF,DADRI_RF,AURY_LF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
61,15:00-15:15,19.12,0,0,6.25,0,0,360.79,31.62,10.97,229.31,0,0,24.48,96.24,0,0,0,8.51,0,0,0,2.64,19.98,0,0,0,0,0,0,0,0,0,15.86,0,367.97,61.61,24.47,113.91,0,59.62,0,16.73,11.72,0,0.7,0,0,0,122.14,0,0.74,23.82,28.39,13.93,22.36,34.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

62,15:15-15:30,19.18,0,0,6.25,0,0,360.79,15.81,10.97,229.31,0,0,24.48,96.24,0,0,0,8.51,0,0,0,19.99,19.98,0,0,0,0,0,0,0,0,0,15.86,0,373.36,61.61,24.47,113.91,0,59.62,0,66.88,11.72,0,0.7,0,0,0,122.14,0,0.74,23.82,28.39,13.93,22.36,34.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

63,15:30-15:45,19.18,0,13.42,6.25,0,0,360.79,15.81,10.97,229.31,0,0,24.48,96.24,0,0,0,8.51,0,0,0,19.99,19.98,0,0,0,0,0,0,0,0,0,15.86,0,377.69,61.61,24.47,113.91,0,59.62,0,66.88,11.7,0,0.7,0,0,0,122.14,0,0.74,23.82,28.39,13.93,22.36,34.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,19.18,0,13.42,6.25,0,0,360.79,15.81,10.97,229.31,0,0,29.71,96.24,0,0,0,8.51,0,0,0,19.99,19.98,0,0,0,0,0,0,0,0,0,15.86,0,377.69,61.61,24.47,113.91,0,59.62,0,66.88,11.7,0,0.7,0,0,0,122.14,0,0.74,23.82,28.39,13.93,22.36,34.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,19.18,0,26.91,6.25,0,0,360.79,15.81,15.07,229.31,0,0,35.04,113.93,0,0,0,8.51,0,0,0,19.99,19.98,0,0,0,0,0,0,0,0,0,15.86,0,377.69,61.61,24.47,113.91,0,59.62,0,66.88,11.67,0,0.7,0,0,0,122.14,0,0.74,34.99,28.39,13.93,22.36,33.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,19.18,0,26.91,6.25,0,0,360.79,15.81,12.79,264.56,0,0,43.67,142.25,0,0,0,8.51,0,0,0,19.99,19.98,0,0,0,0,0,0,0,0,0,15.86,0,377.69,88.25,24.47,113.91,0,59.62,0,16.73,11.77,0,0.7,0,0,0,133.73,0,0.74,34.99,28.39,15.73,24.76,33.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,19.18,0,26.91,12.51,0,0,360.79,15.81,16.01,331.83,0,0,43.67,142.25,0,0,0,8.51,0,0,0,19.99,19.98,0,0,0,0,0,0,0,0,0,15.86,0,377.69,88.25,24.47,113.91,0,59.62,0,12.81,15.82,0,0.7,0,0,0,133.99,0,0.74,34.99,28.39,20.33,32.46,33.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,19.03,0,37.89,12.51,0,0,364.83,15.81,19.95,396.02,0,0,43.67,142.25,0,0,0,8.51,0,0,0,39.97,19.98,0,0,0,0,0,0,0,0,0,15.86,0,377.69,88.25,24.47,113.91,0,59.62,0,12.81,19.67,0,0.7,0,0,0,133.99,0,0.74,34.99,28.39,25.32,40.66,33.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,19.18,0,38.26,12.51,2.55,1.27,409.34,15.81,19.95,396.44,0,0,43.67,142.25,0,0,0,17.03,0,0,0,59.96,19.98,0,0,0,0,0,0,0,0,0,15.86,0,377.69,88.25,24.47,113.91,0,59.62,0,12.81,19.71,0,0.7,0,0,0,133.99,0,0.74,34.99,28.39,25.32,40.66,33.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,19.18,9.29,38.49,12.51,12.63,7.6,456.71,31.62,19.95,396.44,0,0,43.67,142.25,0,0,0,25.53,0,0,0,79.93,19.98,0,0,0,0,0,0,0,0,0,15.86,0,377.69,88.25,24.47,113.91,0,59.62,0,12.81,19.71,0,0.7,0,0,0,133.99,0,0.74,46.65,28.39,25.32,40.66,33.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,19.18,27.87,40.43,18.76,37.9,15.2,504.67,47.41,19.95,343.71,0,0,43.67,142.25,0,0,0,37.46,0,0,0,109,19.98,0,0,0,0,0,0,0,0,0,16.24,0,377.69,88.25,24.47,113.91,0,59.62,0,12.81,19.71,0,0.7,0,0,0,133.99,0,0.74,47.37,30.96,25.32,40.66,38.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,19.18,27.87,40.43,18.76,37.9,26.29,552.63,47.41,19.95,362.89,0,0,43.67,142.25,0,0,0,37.46,0,0,0,109,19.98,0,0,0,0,0,0,0,0,0,16.24,0,377.69,88.25,24.47,113.91,0,59.62,0,12.81,19.71,0,0.7,0,0,0,133.99,0,0.74,47.37,30.96,25.32,40.66,38.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,19.18,27.87,40.43,18.76,37.9,26.29,552.35,47.41,19.95,396.44,0,0,43.67,142.25,0,0,0,37.46,0,0,0,109,19.98,0,0,0,0,0,0,0,0,0,16.24,0,377.69,88.25,24.47,113.91,0,59.62,0,12.81,19.71,0,0.7,0,0,0,133.99,0,0.74,47.37,30.96,25.32,40.66,38.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,19.18,27.87,40.43,18.76,37.9,26.29,584.87,47.41,19.95,396.44,0,0,43.67,142.25,0,0,0,37.46,0,0,0,109,19.98,0,0,0,0,0,0,0,0,0,16.24,0,377.69,88.25,24.47,113.91,0,59.62,0,12.81,19.71,0,0.7,0,0,0,133.99,0,0.74,47.37,30.96,25.32,40.66,38.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,19.18,27.87,40.43,18.76,37.9,15.32,622.28,47.41,19.95,414.59,0,0,43.67,142.25,0,0,0,37.46,0,0,0,109,19.98,0,0,0,0,0,0,0,0,0,16.24,0,377.69,88.25,24.47,113.91,0,59.62,0,12.81,19.71,0,0.7,0,0,0,133.99,0,0.74,47.37,30.96,25.32,40.66,33.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,19.18,27.87,40.43,18.76,37.9,15.32,654.98,47.41,19.95,416.92,0,0,43.67,142.25,0,0,0,37.46,0,0,0,109,19.98,0,0,0,0,0,0,0,0,0,16.24,0,377.69,88.25,24.47,113.91,0,59.62,0,12.81,19.71,0,0.7,0,0,0,133.99,0,0.74,47.37,30.96,25.32,40.66,33.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,19.18,9.29,40.43,6.25,12.63,1.27,654.98,31.62,19.95,416.92,0,0,43.67,142.25,0,0,0,17.03,0,0,0,79.93,19.98,0,0,0,0,0,0,0,3.66,0,15.86,0,377.69,88.25,24.47,113.91,0,59.62,0,12.81,19.71,0,0.7,0,0,0,133.99,0,0.74,47.37,28.39,25.32,40.66,33.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,19.18,0,40.43,6.25,12.63,1.27,654.98,31.62,19.95,416.92,0,0,43.67,142.25,0,0,0,17.03,0,0,0,59.96,19.98,0,0,0,0,0,0,0,15.87,0,15.86,0,377.69,88.25,24.47,113.91,0,59.62,0,12.81,19.71,0,0.7,0,0,0,133.99,0,0.74,35.71,28.39,25.32,40.66,33.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,19.18,0,40.43,6.25,12.63,0,654.98,31.62,19.95,416.92,0,0,43.67,142.25,0,0,0,17.03,0,0,0,39.97,19.98,0,0,0,0,0,0,0,15.87,0,15.86,0,377.69,88.25,24.47,113.91,0,59.62,0,12.81,19.71,0,0.7,0,0,0,133.99,0,0.74,35.54,28.39,25.32,40.66,34.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,19.18,0,24.85,6.25,0,0,654.98,31.62,19.95,416.92,0,0,43.67,142.25,0,0,0,8.51,0,0,0,18.17,19.98,0,0,0,0,0,0,0,31.75,0,15.86,0,377.69,88.25,24.47,113.91,0,59.62,0,12.81,19.71,0,0.7,0,0,0,133.99,0,0.74,23.33,28.39,25.32,40.66,34.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,19.18,0,24.85,6.25,0,0,654.92,31.62,19.95,416.92,0,0,43.67,142.25,0,0,0,8.51,0,0,0,2.64,19.98,0,0,0,0,0,0,0,31.75,0,15.86,0,377.69,88.25,24.47,113.91,0,59.62,0,12.81,19.71,0,0.7,0,0,0,133.99,0,0.74,11.9,28.39,25.32,40.66,34.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,19.18,0,24.85,6.25,0,0,654.92,31.62,19.95,416.92,0,0,43.67,142.25,0,0,0,8.51,0,0,0,0,19.98,0,0,0,0,0,0,0,31.75,0,15.86,0,377.69,88.25,24.47,113.91,0,59.62,0,12.81,19.71,0,0.7,0,0,0,133.99,0,0.74,11.72,28.39,25.32,40.66,34.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,19.18,0,11.37,6.25,0,0,654.92,31.62,19.95,416.92,0,0,43.67,142.25,0,0,0,8.51,0,0,0,0,19.98,0,0,0,0,0,0,0,31.75,0,15.86,0,377.69,88.25,24.47,113.91,0,59.62,0,12.81,19.71,0,0.7,0,0,0,133.99,0,0.74,11.54,28.39,25.32,40.66,34.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,19.18,0,0,6.25,0,0,624.43,31.62,19.95,416.92,0,0,43.67,142.25,0,0,0,8.51,0,0,0,0,19.98,0,0,0,0,0,0,0,4.88,0,15.86,0,377.69,88.25,24.47,113.91,0,59.62,0,12.81,19.71,0,0.7,0,0,0,133.99,0,0.74,0,28.39,25.32,40.66,34.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,19.18,0,0,6.25,0,0,566.57,15.81,19.95,416.92,0,0,43.67,142.25,0,0,0,8.51,0,0,0,0,19.98,0,0,0,0,0,0,0,0,0,15.86,0,377.69,88.25,24.47,113.91,0,59.62,0,12.81,19.71,0,0.7,0,0,0,133.99,0,0.74,0,28.39,25.32,40.66,34.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,19.18,0,0,6.25,0,0,501.56,15.81,19.95,416.92,0,0,43.67,142.25,0,0,0,8.51,0,0,0,0,19.98,0,0,0,0,0,0,0,0,0,15.86,0,377.69,88.25,24.47,113.91,0,59.62,0,12.81,19.71,0,0.7,0,0,0,133.99,0,0.74,0,28.39,25.32,40.66,34.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,19.18,0,0,6.25,0,0,424.51,15.81,19.95,416.92,0,0,43.67,142.25,0,0,0,8.51,0,0,0,0,19.98,0,0,0,0,0,0,0,0,0,15.86,0,377.69,88.25,24.47,113.91,0,59.62,0,12.81,19.71,0,0.7,0,0,0,133.99,0,0.74,0,28.39,25.32,40.66,34.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,19.18,0,0,6.25,0,0,357.95,15.81,19.95,416.92,0,0,43.67,142.25,0,0,0,8.51,0,0,0,0,19.98,0,0,0,0,0,0,0,0,0,15.86,0,377.69,88.25,24.47,113.91,0,59.62,0,12.81,19.71,0,0.7,0,0,0,133.99,0,0.74,0,28.39,25.32,40.66,34.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,19.18,0,0,6.25,0,0,357.95,15.81,19.95,416.92,0,0,43.67,142.25,0,0,0,8.51,0,0,0,0,19.98,0,0,0,0,0,0,0,0,0,15.86,0,377.69,88.25,24.47,113.91,0,59.62,0,12.81,19.71,0,0.7,0,0,0,133.99,0,0.74,0,28.39,25.32,40.66,34.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,19.18,0,0,6.25,0,0,357.95,15.81,19.95,416.92,0,0,43.67,142.25,0,0,0,8.51,0,0,0,0,19.98,0,0,0,0,0,0,0,0,0,15.86,0,377.69,88.25,24.47,113.91,0,59.62,0,12.81,19.71,0,0.7,0,0,0,133.99,0,0.74,0,28.39,25.32,40.66,34.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,18.97,0,0,6.25,0,0,357.95,15.81,19.95,416.92,0,0,43.67,142.25,0,0,0,8.51,0,0,0,0,19.98,0,0,0,0,0,0,0,0,0,15.86,0,377.69,88.25,24.47,113.91,0,59.62,0,12.81,19.71,0,0.7,0,0,0,133.99,0,0.74,0,28.39,25.32,40.66,34.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,19.18,0,0,6.25,0,0,357.95,15.81,19.95,416.92,0,0,43.67,142.25,0,0,0,8.51,0,0,0,0,19.98,0,0,0,0,0,0,0,0,0,15.86,0,377.69,88.25,24.47,113.91,0,59.62,0,12.81,19.71,0,0.7,0,0,0,133.99,0,0.74,0,28.39,25.32,40.66,34.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,19.18,0,0,6.25,0,0,360.79,15.81,19.95,372.94,0,0,43.67,142.25,0,0,0,8.51,0,0,0,0,19.98,0,0,0,0,0,0,0,0,0,15.86,0,377.69,88.25,24.47,113.91,0,59.62,0,12.81,16.99,0,0.7,0,0,0,133.99,0,0.74,0,28.39,21.82,35.05,34.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,18.84,0,0,6.25,0,0,360.79,15.81,19.95,297.05,0,0,43.67,142.25,0,0,0,8.51,0,0,0,0,19.98,0,0,0,0,0,0,0,0,0,15.86,0,377.69,88.25,24.47,113.91,0,59.62,0,12.81,16.99,0,0.7,0,0,0,133.99,0,0.74,0,28.39,21.82,35.05,34.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,17.28,0,0,6.25,0,0,360.79,15.81,19.95,251,0,0,43.67,142.25,0,0,0,8.51,0,0,0,0,19.98,0,0,0,0,0,0,0,0,0,15.86,0,377.69,88.25,24.47,113.91,0,59.62,0,12.81,19.71,0,0.7,0,0,0,133.99,0,0,0,28.39,25.32,40.66,34.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,14.49,0,0,6.25,0,0,360.79,15.81,19.95,251,0,0,43.67,142.25,0,0,0,8.51,0,0,0,0,19.98,0,0,0,0,0,0,0,0,0,15.86,0,377.69,88.25,24.47,113.91,0,59.62,0,12.81,19.71,0,0.7,0,0,0,133.99,0,0,0,28.39,25.32,40.66,34.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

