Block,Time Block,BRBCL,BSIUL,CHAMERA3,CHAMERA2,DADRT2,CHAMERA1,DHAULIGNGA,FSTPP I & II,DULHASTI,JHAJJAR,KGSU1AND2,KGSU3AND4,KHSTPP-I,KHSTPP-II,KKNP,KKNPPU2,KOLDAM,KISHANGANGA,KOTESHWR,KUDGI,MAPS,NAPP,NLCEXP,NJPC,NLCIIST1,NLCIIST2,NLCTS2EXP,NNTPP,SIMHST1,SINGRAULI_HYDRO,RAMPUR,RSTPSU1TO6,SIMHST2,RAPPC,NTPL,RSTPSU7,SINGRAULI,PARBATI3,SALAL,SEWA2,RIHAND3,RAPPB,RIHAND2,SASAN,RIHAND1,TelanganaSTPP,TANAKPUR,TALA,TEHRI,TANDA2,TALST2,UNCHAHAR1,UNCHAHAR4,UNCHAHAR3,UNCHAHAR2,AURY_LF,DADRI_GF,URI2,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,URI,AURY_CRF,AURY_RF,DADRI_LF,VALLURNTECL,ANTA_CRF,ANTA_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,16.67,12.51,0,0,264.87,0,0,19.95,0,251,0,0,43.67,142.25,0,0,0,0,8.51,0,0,20.09,0,0,0,0,0,0,0,0.68,0,0,0,24.47,0,0,133.99,0,2.23,15.86,59.62,0,113.91,172.66,88.25,0,0,0,0,0,0,16.99,0,21.82,35.05,0,0,21.29,0,0,0,0,0,33.89,0,0,0,0,0,0,0,0,0,0,0

7,01:30-01:45,14.47,12.51,0,0,264.87,0,0,19.95,0,251,0,0,43.67,142.25,0,0,0,0,8.51,0,0,20.09,0,0,0,0,0,0,0,0.68,0,0,0,24.47,0,0,133.99,0,2.23,15.86,59.62,0,113.91,172.66,88.25,0,0,0,0,0,0,16.99,0,21.82,35.05,0,0,21.29,0,0,0,0,0,31.77,0,0,0,0,0,0,0,0,0,0,0

8,01:45-02:00,13.64,12.51,0,0,264.87,0,0,19.95,0,251,0,0,43.67,142.25,0,0,0,0,8.51,0,0,20.09,0,0,0,0,0,0,0,0.68,0,0,0,24.47,0,0,133.99,0,2.23,15.86,59.62,0,113.91,172.66,88.25,0,0,0,0,0,0,16.99,0,21.82,35.05,0,0,21.29,0,0,0,0,0,31.77,0,0,0,0,0,0,0,0,0,0,0

9,02:00-02:15,14.4,12.51,0,0,264.87,0,0,19.95,0,231.43,0,0,43.67,142.25,0,0,0,0,8.51,0,0,20.09,0,0,0,0,0,0,0,0.68,0,0,0,24.47,0,0,133.99,0,2.23,15.86,59.62,0,113.91,172.66,88.25,0,0,0,0,0,0,16.99,0,21.82,35.05,0,0,21.29,0,0,0,0,0,31.77,0,0,0,0,0,0,0,0,0,0,0

10,02:15-02:30,13.45,12.51,0,0,264.87,0,0,19.95,0,231.43,0,0,43.67,142.25,0,0,0,0,8.51,0,0,20.09,0,0,0,0,0,0,0,0.68,0,0,0,24.47,0,0,133.99,0,2.23,15.86,59.62,0,113.91,172.66,88.25,0,0,0,0,0,0,16.99,0,21.82,35.05,0,0,21.29,0,0,0,0,0,31.77,0,0,0,0,0,0,0,0,0,0,0

11,02:30-02:45,13.53,12.51,0,0,264.87,0,0,19.95,0,231.43,0,0,43.67,142.25,0,0,0,0,8.51,0,0,20.09,0,0,0,0,0,0,0,0.68,0,0,0,24.47,0,0,133.99,0,12.26,15.86,59.62,0,113.91,172.66,88.25,0,0,0,0,0,0,16.99,0,21.82,35.05,0,0,21.29,0,0,0,0,0,31.77,0,0,0,0,0,0,0,0,0,0,0

12,02:45-03:00,16.08,12.51,0,0,264.87,0,0,19.95,0,231.43,0,0,43.67,142.25,0,0,0,0,8.51,0,0,20.09,0,0,0,0,0,0,0,0.68,0,0,0,24.47,0,0,133.99,0,66.88,15.86,59.62,0,113.91,172.66,88.25,0,0,0,0,0,0,16.99,0,21.82,35.05,0,0,21.29,0,0,0,0,0,31.77,0,0,0,0,0,0,0,0,0,0,0

13,03:00-03:15,16.96,6.25,0,0,264.87,0,0,19.95,0,231.43,0,0,43.67,142.25,0,0,0,0,8.51,0,0,20.09,0,0,0,0,0,0,0,0.68,0,0,0,24.47,0,0,133.99,0,66.88,15.86,59.62,0,113.91,172.66,88.25,0,0,0,0,0,0,16.99,0,21.82,35.05,0,0,21.93,0,0,0,0,0,31.77,0,0,0,0,0,0,0,0,0,0,0

14,03:15-03:30,16.61,6.25,0,0,264.87,0,0,19.95,0,231.43,0,0,43.67,142.25,0,0,0,0,8.51,0,0,20.09,0,0,0,0,0,0,0,0.68,0,0,0,24.47,0,0,133.99,0,66.88,15.86,59.62,0,113.91,172.66,88.25,0,0,0,0,0,0,16.99,0,21.82,35.05,0,0,21.93,0,0,0,0,0,31.77,0,0,0,0,0,0,0,0,0,0,0

15,03:30-03:45,17.25,6.25,0,0,264.87,0,0,19.95,0,231.43,0,0,43.67,142.25,0,0,0,0,8.51,0,0,20.09,0,0,0,0,0,0,0,0.68,0,0,0,24.47,0,0,133.99,0,66.88,15.86,59.62,0,113.91,172.66,88.25,0,0,0,0,0,0,16.99,0,21.82,35.05,0,0,22.58,0,0,0,0,0,31.77,0,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,17.84,6.25,0,0,264.87,0,0,19.95,0,231.43,0,0,43.67,142.25,0,0,0,0,8.51,0,0,20.09,0,0,0,0,0,0,0,0.68,0,0,0,24.47,0,0,133.99,0,12.81,15.86,59.62,0,113.91,172.66,88.25,0,0,0,0,0,0,16.99,0,21.82,35.05,0,0,22.58,0,0,0,0,0,31.77,0,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,17.9,6.25,0,0,264.87,0,0,19.95,0,231.43,0,0,43.67,142.25,0,0,0,0,8.51,0,0,20.09,0,0,0,0,0,0,0,0.68,0,0,0,24.47,0,0,133.99,0,12.81,15.86,59.62,0,113.91,172.66,88.25,0,0,0,0,0,0,16.99,0,21.82,35.05,0,0,22.58,0,0,0,0,0,31.77,0,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,19.18,6.25,0,0,264.87,0,0,19.95,0,231.43,0,0,43.67,142.25,0,0,0,0,8.51,0,0,20.09,0,0,0,0,0,0,0,0.68,0,0,0,24.47,0,0,133.99,0,12.81,15.86,59.62,0,113.91,172.66,88.25,0,0,0,0,0,0,16.99,0,21.82,35.05,0,0,22.58,0,0,0,0,0,31.77,0,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,19.18,6.25,0,3.2,264.87,0,0,19.95,0,231.43,0,0,43.67,142.25,0,0,0,0,8.51,0,0,20.09,0,0,0,0,0,0,0,0.68,0,0,0,24.47,0,0,133.99,0,12.81,15.86,59.62,0,113.91,172.66,88.25,0,5.52,0,11.61,0,0,16.99,0,21.82,35.05,0,0,22.58,0,0,0,0,0,31.77,0,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,19.18,6.25,0,12.63,332.02,0,0,19.95,0,231.43,0,0,43.67,142.25,0,0,0,0,8.51,0,0,20.09,0,0,0,0,0,0,0,0.68,0,0,0,24.47,0,0,133.99,0,12.81,15.86,59.62,0,113.91,172.66,88.25,0,5.52,0,11.61,0,0,16.99,0,21.82,35.05,0,0,22.58,0,0,0,0,0,31.77,0,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,19.18,12.51,0,12.63,403,0,0,19.95,0,250.97,0,0,43.67,142.25,0,0,0,0,8.51,0,0,20.09,0,0,0,0,0,0,0,0.68,0,0,0,24.47,0,0,133.99,0,2.23,15.86,59.62,0,113.91,172.66,88.25,0,5.52,0,23.2,0,0,16.99,0,21.82,35.05,0,0,22.58,0,0,0,0,0,31.77,0,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,19.18,12.51,0,12.63,498.11,0,0,19.95,0,306.64,0,0,43.67,142.25,0,0,0,0,8.51,0,0,20.09,0,0,0,0,0,0,0,0.68,0,0,0,24.47,0,0,133.99,0,2.23,15.86,59.62,0,113.91,172.66,88.25,0,5.52,0,34.81,0,0,19.71,0,25.32,40.66,0,0,22.58,0,0,0,0,0,31.77,0,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,19.18,12.51,0,12.63,546.07,13.42,0,19.95,0,364.19,0,0,43.67,142.25,0,0,0,0,8.51,0,0,20.09,0,2.72,0,0,0,0,0,0.68,0,0,0,24.47,0,0,133.99,0,2.23,15.86,59.62,0,113.91,172.66,88.25,0,5.52,0,34.81,0,0,19.71,0,25.32,40.66,0,0,22.58,0,0,0,0,0,31.77,0,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,19.18,12.51,0,12.63,598.08,26.91,0,19.95,0,416.92,0,0,43.67,142.25,0,0,0,0,8.51,0,0,20.09,0,19.99,0,0,0,0,0,0.68,0,0,0,24.47,0,0,133.99,0,2.23,15.86,59.62,0,113.91,172.66,88.25,0,5.52,0,34.81,0,0,19.71,0,25.32,40.66,0,0,22.58,0,0,0,0,0,31.77,0,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,19.18,12.51,9.29,12.63,598.08,40.43,0,19.95,15.81,416.92,0,0,43.67,142.25,0,0,0,0,8.51,0,0,20.09,0,39.97,0,0,0,0,0,0.68,0,0,0,24.47,0,0,133.99,3.66,2.23,15.86,59.62,0,113.91,172.66,88.25,0,5.52,0,34.81,0,0,19.71,0,25.32,40.66,0,0,22.58,0,0,0,0,0,38.13,0,0,0,0,0,0,0,0,0,0,0

26,06:15-06:30,19.18,12.51,18.56,12.63,598.08,40.43,7.73,19.95,31.62,416.92,0,0,43.67,142.25,0,0,0,0,17.03,0,0,20.09,0,55.68,0,0,0,0,0,0.68,0,0,0,24.47,0,0,133.99,15.87,2.23,15.86,59.62,0,113.91,172.66,88.25,0,0.24,0,46.41,0,0,19.71,0,25.32,40.66,0,0,22.58,0,0,0,0,0,38.13,0,0,0,0,0,0,0,0,0,0,0

27,06:30-06:45,19.18,18.76,27.87,37.9,655.27,40.43,26.29,19.95,47.41,416.92,0,0,43.67,142.25,0,0,0,0,37.46,0,0,20.09,0,79.93,0,0,0,0,0,0.68,0,0,0,24.47,0,0,133.99,15.87,2.23,16.24,59.62,0,113.91,172.66,88.25,0,0.24,0,46.41,0,0,19.71,0,25.32,40.66,0,0,22.58,0,0,0,0,0,38.13,0,0,0,0,0,0,0,0,0,0,0

28,06:45-07:00,19.18,18.76,27.87,37.9,655.27,40.43,26.29,19.95,47.41,416.92,0,0,43.67,142.25,0,0,0,0,37.46,0,0,20.09,0,112.18,0,0,0,0,0,0.68,0,0,0,24.47,0,0,133.99,15.87,2.23,16.24,59.62,0,113.91,172.66,88.25,0,0.24,0,47.61,0,0,19.71,0,25.32,40.66,0,0,22.58,0,0,0,0,0,38.13,0,0,0,0,0,0,0,0,0,0,0

29,07:00-07:15,19.18,18.76,27.87,37.9,655.27,40.43,26.29,19.95,47.41,416.92,0,0,43.67,142.25,0,0,0,0,37.46,0,0,20.09,0,112.18,0,0,0,0,0,0.68,0,0,0,24.47,0,0,133.99,15.87,2.23,16.24,59.62,0,113.91,172.66,88.25,0,1.72,0,47.61,0,0,19.71,0,25.32,40.66,0,0,22.58,0,0,0,0,0,38.13,0,0,0,0,0,0,0,0,0,0,0

30,07:15-07:30,19.18,18.76,27.87,37.9,655.27,40.43,26.29,19.95,47.41,416.92,0,0,43.67,142.25,0,0,0,0,37.46,0,0,20.09,0,112.18,0,0,0,0,0,0.68,0,0,0,24.47,0,0,133.99,15.87,2.23,16.24,59.62,0,113.91,172.66,88.25,0,1.72,0,47.61,0,0,19.71,0,25.32,40.66,0,0,22.58,0,0,0,0,0,38.13,0,0,0,0,0,0,0,0,0,0,0

31,07:30-07:45,19.18,18.76,27.87,37.9,655.27,40.43,26.29,19.95,47.41,416.92,0,0,43.67,142.25,0,0,0,0,37.46,0,0,20.09,0,112.18,0,0,0,0,0,0.68,0,0,0,24.47,0,0,133.99,15.87,2.23,16.24,59.62,0,113.91,172.66,88.25,0,1.72,0,47.61,0,0,19.71,0,25.32,40.66,0,0,21.29,0,0,0,0,0,38.13,0,0,0,0,0,0,0,0,0,0,0

32,07:45-08:00,19.18,18.76,27.87,37.9,655.27,40.43,26.29,19.95,47.41,416.92,0,0,43.67,142.25,0,0,0,0,37.46,0,0,20.09,0,112.18,0,0,0,0,0,0.68,0,0,0,24.47,0,0,133.99,3.42,2.23,16.24,59.62,0,113.91,172.66,88.25,0,1.72,0,47.61,0,0,19.71,0,25.32,40.66,0,0,21.29,0,0,0,0,0,38.13,0,0,0,0,0,0,0,0,0,0,0

33,08:00-08:15,19.18,6.25,27.87,37.9,655.27,40.43,17.52,19.95,31.62,416.92,0,0,43.67,142.25,0,0,0,0,17.03,0,0,20.09,0,79.93,0,0,0,0,0,0.68,0,0,0,24.47,0,0,133.99,0,2.23,15.86,59.62,0,113.91,172.66,88.25,0,1.72,0,46.65,0,0,19.71,0,25.32,40.66,0,0,21.29,0,0,0,0,0,31.77,0,0,0,0,0,0,0,0,0,0,0

34,08:15-08:30,19.18,6.25,18.56,25.27,655.27,40.43,15.33,19.95,15.81,416.92,0,0,43.67,142.25,0,0,0,0,8.51,0,0,20.09,0,59.96,0,0,0,0,0,0.68,0,0,0,24.47,0,0,133.99,0,2.23,15.86,59.62,0,113.91,172.66,88.25,0,1.72,0,46.65,0,0,19.71,0,25.32,40.66,0,0,21.29,0,0,0,0,0,31.77,0,0,0,0,0,0,0,0,0,0,0

35,08:30-08:45,19.18,6.25,9.29,12.63,578.9,40.43,1.27,19.95,0,416.92,0,0,43.67,142.25,0,0,0,0,8.51,0,0,20.09,0,39.97,0,0,0,0,0,0.68,0,0,0,24.47,0,0,133.99,0,2.23,15.86,59.62,0,113.91,172.66,88.25,0,1.72,0,46.65,0,0,19.71,0,25.32,40.66,0,0,21.29,0,0,0,0,0,31.77,0,0,0,0,0,0,0,0,0,0,0

36,08:45-09:00,19.18,6.25,0,12.63,506.59,40.43,0,19.95,0,364.19,0,0,43.67,142.25,0,0,0,0,8.51,0,0,20.09,0,39.97,0,0,0,0,0,0.68,0,0,0,24.47,0,0,133.99,0,2.23,15.86,59.62,0,113.91,172.66,88.25,0,1.72,0,34.81,0,0,19.71,0,25.32,40.66,0,0,21.29,0,0,0,0,0,31.77,0,0,0,0,0,0,0,0,0,0,0

37,09:00-09:15,19.18,6.25,0,12.63,550.12,40.43,0,19.95,0,416.92,0,0,43.67,142.25,0,0,0,0,8.51,0,0,20.09,0,18.7,0,0,0,0,0,0.68,0,0,0,24.47,0,0,133.99,0,2.23,15.86,59.62,0,113.91,172.66,88.25,0,1.72,0,34.81,0,0,19.71,0,25.32,40.66,0,0,21.29,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0

38,09:15-09:30,19.18,6.25,0,12.63,455.01,40.43,0,19.95,0,416.92,0,0,43.67,142.25,0,0,0,0,8.51,0,0,20.09,0,18.17,0,0,0,0,0,0.68,0,0,0,24.47,0,0,133.99,0,13.38,15.86,59.62,0,113.91,172.66,88.25,0,1.72,0,34.81,0,0,19.71,0,25.32,40.66,0,0,21.29,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0

39,09:30-09:45,19.18,6.25,0,0,374.22,40.43,0,19.95,0,351.89,0,0,43.67,142.25,0,0,0,0,8.51,0,0,20.09,0,0,0,0,0,0,0,0.68,0,0,0,24.47,0,0,133.99,0,66.88,15.86,59.62,0,113.91,172.66,88.25,0,1.72,0,34.81,0,0,19.71,0,25.32,40.66,0,0,21.29,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0

40,09:45-10:00,19.18,6.25,0,0,360.79,40.43,0,19.95,0,274.76,0,0,43.67,142.25,0,0,0,0,8.51,0,0,20.09,0,0,0,0,0,0,0,0.68,0,0,0,24.47,0,0,133.99,0,66.88,15.86,59.62,0,113.91,172.66,88.25,0,1.72,0,34.81,0,0,11.64,0,15.81,25.17,0,0,21.29,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0

41,10:00-10:15,19.18,6.25,0,0,360.79,26.91,0,19.95,0,274.76,0,0,43.67,142.25,0,0,0,0,8.51,0,0,20.09,0,0,0,0,0,0,0,0.68,0,0,0,24.47,0,0,133.99,0,66.88,15.86,59.62,0,113.91,172.66,88.25,0,1.72,0,34.81,0,0,11.64,0,15.81,25.17,0,0,21.29,0,0,0,0,0,31.77,0,0,0,0,0,0,0,0,0,0,0

42,10:15-10:30,18.27,6.25,0,0,360.79,13.42,0,19.95,0,274.76,0,0,43.67,142.25,0,0,0,0,8.51,0,0,20.09,0,0,0,0,0,0,0,0.68,0,0,0,24.47,0,0,133.99,0,66.88,15.86,59.62,0,113.91,172.66,88.25,0,1.72,0,23.82,0,0,11.64,0,15.81,25.17,0,0,21.29,0,0,0,0,0,31.77,0,0,0,0,0,0,0,0,0,0,0

43,10:30-10:45,15.03,6.25,0,0,360.79,0,0,19.95,0,274.76,0,0,43.67,142.25,0,0,0,0,8.51,0,0,20.09,0,0,0,0,0,0,0,0.68,0,0,0,24.47,0,0,133.99,0,13.38,15.86,59.62,0,113.91,172.66,88.25,0,1.72,0,23.82,0,0,11.64,0,15.81,25.17,0,0,21.29,0,0,0,0,0,31.77,0,0,0,0,0,0,0,0,0,0,0

44,10:45-11:00,16.39,6.25,0,0,360.79,0,0,19.95,0,274.76,0,0,43.67,142.25,0,0,0,0,8.51,0,0,20.09,0,0,0,0,0,0,0,0.68,0,0,0,24.47,0,0,133.99,0,12.81,15.86,59.62,0,113.91,172.66,88.25,0,1.72,0,23.82,0,0,11.64,0,15.81,25.17,0,0,21.29,0,0,0,0,0,31.77,0,0,0,0,0,0,0,0,0,0,0

45,11:00-11:15,17.44,6.25,0,0,360.79,0,0,19.95,0,228.72,0,0,43.67,142.25,0,0,0,0,8.51,0,0,20.09,0,0,0,0,0,0,0,0.68,0,0,0,24.47,0,0,133.99,0,12.81,15.86,59.62,0,113.91,172.66,88.25,0,1.72,0,23.82,0,0,11.64,0,15.81,25.17,0,0,30.96,0,0,0,0,0,31.77,0,0,0,0,0,0,0,0,0,0,0

46,11:15-11:30,15.94,6.25,0,0,360.79,0,0,16.81,0,228.72,0,0,43.67,142.25,0,0,0,0,8.51,0,0,20.09,0,0,0,0,0,0,0,0.68,0,0,0,24.47,0,0,133.99,0,12.81,15.86,59.62,0,113.91,172.66,88.25,0,1.72,0,23.82,0,0,11.64,0,15.81,25.17,0,0,30.96,0,0,0,0,0,31.77,0,0,0,0,0,0,0,0,0,0,0

47,11:30-11:45,17.74,6.25,0,0,360.79,0,0,16.81,0,228.72,0,0,43.67,142.25,0,0,0,0,8.51,0,0,20.09,0,0,0,0,0,0,0,0.7,0,0,0,24.47,0,0,133.99,0,12.81,15.86,59.62,0,113.91,172.66,88.25,0,1.1,0,23.82,0,0,11.39,0,13.95,22.65,0,0,30.96,0,0,0,0,0,31.77,0,0,0,0,0,0,0,0,0,0,0

48,11:45-12:00,19.18,6.25,0,0,360.79,0,0,16.81,0,228.72,0,0,37.64,142.25,0,0,0,0,8.51,0,0,20.09,0,0,0,0,0,0,0,0.7,0,0,0,24.47,0,0,133.99,0,12.81,15.86,59.62,0,113.91,172.66,88.25,0,1.1,0,23.82,0,0,11.39,0,13.93,22.36,0,0,30.96,0,0,0,0,0,31.77,0,0,0,0,0,0,0,0,0,0,0

49,12:00-12:15,19.18,6.25,0,0,360.79,0,0,16.81,0,228.72,0,0,37.64,142.25,0,0,0,0,8.51,0,0,20.09,0,0,0,0,0,0,0,0.7,0,0,0,24.47,0,0,133.99,0,12.81,15.86,59.62,0,113.91,172.66,88.25,0,1.1,0,11.9,0,0,11.39,0,13.93,22.36,0,0,30.96,0,0,0,0,0,25.41,0,0,0,0,0,0,0,0,0,0,0

50,12:15-12:30,19.18,6.25,0,0,284.06,0,0,16.81,0,228.72,0,0,37.64,142.25,0,0,0,0,8.51,0,0,20.09,0,0,0,0,0,0,0,0.7,0,0,0,24.47,0,0,133.99,0,12.81,15.86,59.62,0,113.91,172.66,88.25,0,1.1,0,11.9,0,0,11.39,0,13.93,22.36,0,0,30.96,0,0,0,0,0,25.41,0,0,0,0,0,0,0,0,0,0,0

51,12:30-12:45,19.18,6.25,0,0,264.87,0,0,16.81,0,228.72,0,0,37.64,142.25,0,0,0,0,8.51,0,0,20.09,0,0,0,0,0,0,0,0.7,0,0,0,24.47,0,0,133.99,0,12.81,15.86,59.62,0,113.91,172.66,88.25,0,1.1,0,0,0,0,11.39,0,13.93,22.36,0,0,21.29,0,0,0,0,0,25.41,0,0,0,0,0,0,0,0,0,0,0

52,12:45-13:00,19.18,6.25,0,0,264.87,0,0,15.29,0,228.72,0,0,37.64,142.25,0,0,0,0,8.51,0,0,20.09,0,0,0,0,0,0,0,0.7,0,0,0,24.47,0,0,133.99,0,12.81,15.86,59.62,0,113.91,172.66,88.25,0,1.1,0,0,0,0,11.39,0,13.93,22.36,0,0,21.29,0,0,0,0,0,25.41,0,0,0,0,0,0,0,0,0,0,0

53,13:00-13:15,19.18,6.25,0,0,264.87,0,0,16.81,0,228.72,0,0,29.91,126.8,0,0,0,0,8.51,0,0,20.09,0,0,0,0,0,0,0,0.7,0,0,0,24.47,0,0,133.99,0,12.81,15.86,59.62,0,113.91,172.66,88.25,0,1.1,0,0,0,0,11.39,0,13.93,22.36,0,0,21.29,0,0,0,0,0,31.77,0,0,0,0,0,0,0,0,0,0,0

54,13:15-13:30,19.18,6.25,0,0,264.87,0,0,16.81,0,228.72,0,0,24.48,98.39,0,0,0,0,8.51,0,0,20.09,0,0,0,0,0,0,0,0.7,0,0,0,24.47,0,0,133.99,0,12.81,15.86,59.62,0,113.91,172.66,88.25,0,1.1,0,0,0,0,11.39,0,13.93,22.36,0,0,21.29,0,0,0,0,0,31.77,0,0,0,0,0,0,0,0,0,0,0

55,13:30-13:45,19.18,6.25,0,0,264.87,0,0,16.81,0,228.72,0,0,24.48,94.5,0,0,0,0,8.51,0,0,20.09,0,0,0,0,0,0,0,0.7,0,0,0,24.47,0,0,133.99,0,12.81,15.86,59.62,0,113.91,172.66,88.25,0,1.1,0,0,0,0,11.39,0,13.93,22.36,0,0,21.29,0,0,0,0,0,31.77,0,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,18.46,6.25,0,0,264.87,0,0,16.81,0,228.72,0,0,24.48,94.5,0,0,0,0,8.51,0,0,20.09,0,0,0,0,0,0,0,0.7,0,0,0,24.47,0,0,133.99,0,12.81,15.86,59.62,0,113.91,172.66,88.25,0,1.1,0,0,0,0,11.39,0,13.93,22.36,0,0,21.29,0,0,0,0,0,31.77,0,0,0,0,0,0,0,0,0,0,0

57,14:00-14:15,19.01,6.25,0,12.63,264.87,0,0,16.81,0,228.72,0,0,24.48,94.5,0,0,0,0,8.51,0,0,20.09,0,0,0,0,0,0,0,0.7,0,0,0,24.47,0,0,133.99,0,12.81,15.86,59.62,0,113.91,134.88,88.25,0,1.1,0,11.9,0,0,11.39,0,13.93,22.36,0,0,30.96,0,0,0,0,0,25.41,0,0,0,0,0,0,0,0,0,0,0

58,14:15-14:30,16.07,6.25,0,12.63,264.87,0,0,16.81,0,228.72,0,0,29.01,94.5,0,0,0,0,8.51,0,0,20.09,0,0,0,0,0,0,0,0.7,0,0,0,24.47,0,0,133.99,0,12.81,15.86,59.62,0,113.91,134.88,88.25,0,1.1,0,11.9,0,0,11.39,0,13.93,22.36,0,0,30.96,0,0,0,0,0,25.41,0,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,19.18,6.25,0,12.63,264.87,0,0,16.81,0,228.72,0,0,29.01,107.71,0,0,0,0,8.51,0,0,20.09,0,0,0,0,0,0,0,0.7,0,0,0,24.47,0,0,133.99,0,2.23,15.86,59.62,0,113.91,134.88,88.25,0,1.1,0,23.82,0,0,11.39,0,13.93,22.36,0,0,30.96,0,0,0,0,0,25.41,0,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,19.18,6.25,0,12.63,331.86,0,0,16.81,0,228.72,0,0,29.01,114.14,0,0,0,0,8.51,0,0,20.09,0,0,0,0,0,0,0,0.7,0,0,0,24.47,0,0,133.99,0,2.23,15.86,59.62,0,113.91,134.88,88.25,0,1.1,0,23.82,0,0,11.39,0,13.93,22.36,0,0,30.96,0,0,0,0,0,25.41,0,0,0,0,0,0,0,0,0,0,0

