Column1,Time,NR/01102023/22052037/LT-59,GNA/NR/2024/10/01/4083,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/30092023/26122029/SH-06,NR/01102023/30042040/GNA_LT_36,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/06022042/L_NR_2012_02,NR/01102023/19072037/LT-05,GNA/NR/2024/10/06/7115,GNA/NR/2024/10/06/1802,GNA/NR/2024/10/01/8106,NR/30092023/31122025/SH-07,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/10/01/9582,NR/01102023/05012040/L_NR_2020_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2024/10/01/9072,GNA/NR/2024/10/01/6101,NR/01102023/31052040/LT-31,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/L_NR_2019_05,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/02122045/L_NR_2021_13,NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,SR/01102023/07102043/L_NR_2018_61,WR/01102023/01102023/L_NR_2020_06,L_NR_2019_19,WR/01102023/01102023/L_NR_2022_09,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_07),GNA/NR/2024/10/01/3642,NR/01102023/31102037/L_NR_2019_11,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_07
65,16:00-16:15,4.27,0,273.25,24.8,8.58,6.6,214.54,115.54,96.64,96.64,8.78,24.8,8.37,8.78,4.18,31.29,26.35,26.35,8.37,24,33,47,97,33,26.41,41,132.08,44,6.67,13.33,20,6.66,7.4,6.66,55.59,13.33,21,33,26.35,4.3,0,87.17

66,16:15-16:30,4.27,0,273.25,24.8,7.71,6.6,214.54,115.54,96.64,96.64,8.78,24.8,7.53,8.78,4.18,31.29,26.35,26.35,7.53,20,33,43,83,33,23.15,35,115.78,37,6.67,13.33,20,6.66,7.4,6.66,45.5,13.33,17,33,26.35,4.3,0,87.17

67,16:30-16:45,4.82,0,273.25,24.8,6.8,6.6,214.54,115.54,96.64,96.64,8.78,24.8,6.64,8.78,4.18,31.29,26.35,26.35,6.64,17,33,35,69,33,19.8,29,98.98,29,6.67,13.33,20,6.66,7.4,6.66,37.05,13.33,14,33,26.35,4.3,0,87.17

68,16:45-17:00,4.82,0,273.25,24.8,5.79,6.6,214.54,115.54,96.64,96.64,8.78,24.8,5.64,8.78,4.18,31.29,26.35,26.35,5.64,14,33,28,54,33,16.39,23,81.97,21,6.67,13.33,20,6.66,7.4,6.66,27.89,13.33,10,24.72,26.35,4.3,0,87.17

69,17:00-17:15,4.82,0,273.25,3,4.81,6.6,214.54,115.54,96.64,96.64,8.78,3,4.7,8.78,4.32,31.29,26.35,26.35,4.7,11,33,23,40,29.71,14.58,17,72.92,15,6.67,13.33,20,6.66,7.4,6.66,19.51,13.33,7,17.3,26.35,4.46,0,87.17

70,17:15-17:30,4.82,0,273.25,3,3.93,6.6,214.54,115.54,96.64,96.64,8.78,3,3.84,8.78,4.32,31.29,26.35,26.35,3.84,7,33,18,28,12.72,10.9,12,54.51,8,6.67,13.33,20,7.34,7.2,6.66,12,13.33,4,8.65,26.35,4.46,0,87.17

71,17:30-17:45,4.82,0,273.25,3,3,6.6,214.54,115.54,96.64,96.64,8.78,3,2.92,8.78,4.32,31.29,26.35,26.35,2.92,5,33,12,18,1.17,7.5,7,37.5,4,6.67,13.33,20,8.34,7.2,6.66,5.46,13.33,2,2.47,26.35,4.22,0,87.17

72,17:45-18:00,4.82,0,273.25,3,2.16,6.6,214.54,115.54,96.64,96.64,8.78,3,2.11,8.78,4.32,31.29,26.35,26.35,2.11,5,24.49,8,11,0,4.49,4,22.47,1,7.5,13.33,22.5,10,7.2,7.5,0,13.33,0,0,26.35,4.22,0,87.17

73,18:00-18:15,4.98,0,273.25,3,1.65,6.6,214.54,115.54,96.64,96.64,8.78,3,1.6,8.78,4.32,31.29,26.35,26.35,1.6,3,0,4,5,0,2.4,2,12.03,0,8.33,13.33,25,8.34,6.8,8.34,0,13.33,0,0,26.35,4.22,0,87.17

74,18:15-18:30,4.98,0,273.25,3,1.17,6.6,214.54,115.54,96.64,96.64,8.78,3,1.15,8.78,4.32,31.29,26.35,26.35,1.15,2,0,2,1,0,0.93,0,4.65,0,9.17,13.33,27.5,8.34,6.8,9.16,0,13.33,0,0,26.35,4.22,0,87.17

75,18:30-18:45,4.98,0,273.25,3,0.59,6.6,214.54,115.54,96.64,96.64,8.78,3,0.58,8.78,4.32,31.29,26.35,26.35,0.58,0,0,0,0,0,0.23,0,1.13,0,7.33,13.33,22,8,6.8,7.34,0,13.33,0,0,26.35,4.22,0,77.31

76,18:45-19:00,4.98,0,273.25,3,0.22,6.6,214.54,115.54,96.64,96.64,8.78,3,0.21,8.78,4.32,31.29,26.35,26.35,0.21,0,0,0,0,0,0.03,0,0.17,0,7.33,13.33,22,8,6.8,7.34,0,13.33,0,0,26.35,4.22,0,77.31

77,19:00-19:15,4.98,0,273.25,3,0,6.46,214.54,115.54,96.64,96.64,8.78,3,0,8.78,4.42,31.29,26.35,26.35,0,0,0,0,0,0,0.02,0,0.12,0,7.33,14,22,7.66,6.8,7.34,0,14,0,0,26.35,4.76,0,77.31

78,19:15-19:30,4.98,0,273.25,3,0,6.46,214.54,115.54,96.64,96.64,8.78,3,0,8.78,4.42,31.29,26.35,26.35,0,0,0,0,0,0,0,0,0,0,7.33,14.33,22,7.66,6.8,7.34,0,14.33,0,0,26.35,4.76,0,77.31

79,19:30-19:45,4.98,0,273.25,3,0,6.46,214.54,115.54,96.64,96.64,8.78,3,0,8.78,4.42,31.29,26.35,26.35,0,0,0,0,0,0,0,0,0,0,7.33,14.67,22,7.66,6.8,7.34,0,14.67,0,0,26.35,4.76,0,77.31

80,19:45-20:00,4.98,0,273.25,3,0,6.46,214.54,115.54,96.64,96.64,8.78,3,0,8.78,4.42,31.29,26.35,26.35,0,0,0,0,0,0,0,0,0,0,7.33,15.33,22,7.66,6.8,7.34,0,15.33,0,0,26.35,4.76,0,77.31

81,20:00-20:15,4.9,0,273.25,0,0,6.46,214.54,115.54,96.64,96.64,8.78,8.94,0,8.78,4.42,31.29,26.35,26.35,0,0,0,0,0,0,0,0,0,0,7.33,16,22,7.66,6.8,7.34,0,16,0,0,26.35,4.61,0,77.31

