Block,Time Block,NLCTS2EXP,NAPP,NNTPP,MAPS,NLCEXP,NLCIIST1,NJPC,NLCIIST2,DADRI_CRF,AURY_RF,AURY_LF,DADRI_RF,DADRI_LF,DADRI_GF,URI2,UNCHAHAR3,ANTA_CRF,ANTA_RF,UNCHAHAR2,URI,ANTA_LF,AURY_GF,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,ANTA_GF,AURY_CRF,SINGRAULI_HYDRO,TEHRI,TANDA2,TALST2,TANAKPUR,TelanganaSTPP,TALA,TEHRIPSP,KUDGI,SASAN,SINGRAULI,RIHAND3,SIMHST1,SIMHST2,RIHAND2,SALAL,SEWA2,RSTPSU1TO6,RSTPSU7,KHSTPP-II,KHSTPP-I,KKNP,KKNPPU2,KISHANGANGA,KOLDAM,KOTESHWR,FSTPP I & II,DULHASTI,JHAJJAR,KGSU3AND4,KGSU1AND2,CHAMERA3,DADRT2,DHAULIGNGA,BSIUL,BRBCL,CHAMERA2,CHAMERA1,RAPPC,RIHAND1,RAMPUR,RAPPB,NTPL,PARBATI3,RAPPD,PARBATI2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,35.92,24.59,0,0,40.07,36.02,0,0,19.89,0.73,0,0,0,0,72.52,2.93,0,12.53,0,19.62,0,0,401.94,108.27,125.58,0,0,120.23,81.42,17.6,0,0,93.62,43.7,0,0,4.45,8.27,38.94,18.01,51.71,412.47,0,0,32.58,539.71,40.75,18.77,12.87,45.23,40.46,62.79,45.13,5.44,0,0,35.68,23.09,34.45,0,0,0,0,0

7,01:30-01:45,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,35.92,25.01,0,0,40.74,50.26,0,0,17.44,0.73,0,0,0,0,72.52,2.93,0,12.53,0,19.62,0,0,401.94,108.27,125.58,0,0,120.23,81.42,17.6,0,0,93.62,43.7,0,0,4.45,8.27,38.94,18.01,51.71,377.11,0,0,32.58,450.42,40.75,18.77,12.82,45.23,40.46,62.79,45.13,5.44,0,0,35.68,23.09,34.45,0,0,0,0,0

8,01:45-02:00,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,35.92,25.01,0,0,40.74,50.26,0,0,19.9,0.73,0,0,0,0,72.52,2.93,0,12.53,0,19.62,0,0,401.94,108.27,125.58,0,0,120.23,81.42,17.6,0,0,93.62,43.7,0,0,4.45,8.27,38.94,18.01,51.71,297.3,0,0,32.58,402.43,40.75,18.77,13.29,45.23,40.46,62.79,45.13,5.44,0,0,35.68,23.09,34.45,0,0,0,0,0

9,02:00-02:15,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,23.94,25.01,0,0,40.74,29.67,0,0,19.92,0.73,0,0,0,0,72.52,2.93,0,12.53,0,19.47,0,0,401.94,108.27,125.58,0,0,120.23,81.42,17.6,0,0,93.62,43.7,0,0,4.45,8.27,38.94,18.01,51.71,252.05,0,0,32.58,284.24,40.75,18.77,13.3,45.23,40.46,62.79,45.13,5.44,0,0,35.68,23.09,34.45,0,0,0,0,0

10,02:15-02:30,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,23.94,25.01,0,0,40.74,29.67,0,0,19.92,0.73,0,0,0,0,72.52,2.93,0,12.53,0,19.47,0,0,401.94,108.27,125.58,0,0,120.23,81.42,17.6,0,0,93.62,43.7,0,0,4.45,8.27,38.94,18.01,51.71,252.05,0,0,32.58,236.25,40.75,18.77,12.4,45.23,40.46,62.79,45.13,5.44,0,0,35.68,23.09,34.45,0,0,0,0,0

11,02:30-02:45,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,35.92,25.24,0,0,41.13,29.67,0,0,19.02,0.73,0,0,0,0,72.52,2.93,0,12.53,0,19.47,0,0,401.94,108.27,125.58,0,0,120.23,81.42,17.6,0,0,93.62,43.7,0,0,4.45,8.27,38.94,18.01,51.71,237.07,0,0,32.58,188.26,40.75,18.77,12.98,45.23,40.46,62.79,45.13,5.44,0,0,35.68,23.09,34.45,0,0,0,0,0

12,02:45-03:00,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,35.92,23.68,0,0,35.51,29.67,0,0,17.32,0.73,0,0,0,0,72.52,2.93,0,12.53,0,19.47,0,0,401.94,108.27,125.58,0,0,120.23,81.42,17.6,0,0,93.62,43.7,0,0,4.45,8.27,38.94,18.01,51.71,237.07,0,0,32.58,140.27,40.75,18.77,14.96,45.23,40.46,62.79,45.13,5.44,0,0,35.68,23.09,34.45,0,0,0,0,0

13,03:00-03:15,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,35.92,21.75,0,0,35.51,50.26,0,0,17.32,0.73,0,0,0,0,72.52,2.93,0,11.43,0,19.47,0,0,401.94,108.27,125.58,0,0,120.23,79.18,17.6,0,0,93.62,43.7,0,0,4.45,8.27,38.94,18.01,51.71,237.07,0,0,32.58,92.28,40.75,18.77,16.31,45.23,40.46,62.79,45.13,5.44,0,0,35.68,23.09,34.45,0,0,0,0,0

14,03:15-03:30,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,35.92,23.76,0,0,35.51,50.26,0,0,17.32,0.73,0,0,0,0,72.52,2.93,0,11.43,0,19.47,0,0,401.94,108.27,125.58,0,0,120.23,79.18,17.6,0,0,93.62,43.7,0,0,4.45,8.27,38.94,18.01,51.71,237.07,0,0,32.58,92.28,40.75,18.77,15.79,45.23,40.46,62.79,45.13,5.44,0,0,35.68,23.09,34.45,0,0,0,0,0

15,03:30-03:45,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,28.42,24.07,0,0,36.25,29.67,0,0,17.61,1.46,0,0,0,0,72.52,2.93,0,11.43,0,19.47,0,0,401.94,108.27,125.58,0,0,120.23,79.18,17.6,0,0,93.62,43.7,0,0,4.45,8.27,29.21,18.01,51.71,237.07,0,0,32.58,92.28,40.75,18.77,14.76,45.23,40.46,62.79,45.13,5.44,0,0,35.68,23.09,34.45,0,0,0,0,0

16,03:45-04:00,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,28.42,22.42,0,0,36.25,29.67,0,0,17.61,1.46,0,0,0,0,72.52,2.93,0,11.43,0,19.47,0,0,401.94,108.27,125.58,0,0,120.23,79.18,17.6,0,0,93.62,43.7,0,0,4.45,8.27,29.21,18.01,51.71,237.07,0,0,32.58,92.28,40.75,18.77,15.13,45.23,40.46,62.79,45.13,5.44,0,0,35.68,23.09,34.45,0,0,0,0,0

17,04:00-04:15,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,28.42,22.63,0,0,36.25,25.43,0,0,19.97,1.46,0,0,0,0,72.52,2.93,0,11.43,0,19.47,0,0,401.94,108.27,125.58,0,0,120.23,79.18,17.6,0,0,93.62,43.7,0,0,4.45,8.27,29.21,18.01,51.71,237.88,0,0,32.58,161.87,40.75,18.77,17.78,45.23,40.46,62.79,45.13,5.44,0,0,35.68,23.09,34.45,0,0,0,0,0

18,04:15-04:30,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,28.42,22.63,0,0,36.25,25.43,0,0,19.98,1.46,0,0,0,0,72.52,2.93,0,11.43,0,19.47,0,0,401.94,108.27,125.58,0,0,120.23,79.18,17.6,0,0,93.62,43.7,0,0,4.45,8.27,29.21,18.01,51.71,237.07,0,0,32.58,188.26,40.75,18.77,17.61,45.23,40.46,62.79,45.13,5.44,0,0,35.68,23.09,34.45,0,0,0,0,0

19,04:30-04:45,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,28.42,22.42,0,0,36.25,25.43,0,0,17.61,1.46,0,0,0,0,72.52,2.93,0,11.43,0,19.47,0,0,401.94,108.27,125.58,0,0,120.23,79.18,17.6,0,0,93.62,43.7,0,0,4.45,8.27,29.21,15.85,51.71,237.07,0,0,32.58,188.26,40.75,18.77,20.83,45.23,40.46,62.79,45.13,5.44,0,0,35.68,23.09,34.45,0,0,0,0,0

20,04:45-05:00,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,28.42,22.42,0,0,36.25,50.26,0,0,17.61,1.46,0,0,0,0,72.52,2.93,0,11.43,0,19.47,0,0,401.94,108.27,125.58,0,0,120.23,79.18,17.6,0,0,93.62,43.7,0,0,4.45,8.27,29.21,15.85,51.71,237.07,0,0,32.58,188.26,40.75,18.77,19.09,45.23,40.46,62.79,45.13,5.44,0,0,35.68,23.09,34.45,0,0,0,0,0

21,05:00-05:15,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,28.42,22.42,0,0,36.25,50.26,0,0,17.61,0.3,0,0,0,0,72.52,2.93,0,11.43,0,19.47,0,0,401.94,108.27,125.58,0,0,120.23,79.18,17.6,0,0,93.62,43.7,0,0,4.45,8.27,29.21,15.85,51.71,237.07,0,0,32.58,188.26,40.75,18.77,23.99,45.23,40.46,62.79,45.13,5.44,0,0,35.68,23.09,34.45,0,0,0,0,0

22,05:15-05:30,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,28.42,22.42,0,0,36.25,25.43,0,0,17.61,0.69,0,0,0,0,72.52,2.93,0,11.43,0,19.47,0,0,401.94,108.27,125.58,0,0,120.23,79.18,17.6,0,0,93.62,43.7,0,0,4.45,8.27,29.21,15.85,51.71,237.07,0,0,32.58,188.26,40.75,18.77,23.99,45.23,40.46,62.79,45.13,5.44,0,0,35.68,23.09,34.45,0,0,0,0,0

23,05:30-05:45,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,28.42,25.91,0,0,36.25,25.43,0,0,17.61,0.73,0,0,0,0,72.52,2.93,0,11.43,0,18.88,0,0,401.94,108.27,125.58,0,0,120.23,79.18,17.6,0,0,93.62,43.7,0,0,4.45,8.27,19.47,16.28,51.71,237.07,0,0,32.58,188.26,40.75,18.77,20.65,45.23,40.46,62.79,45.13,5.44,0,0,35.68,23.09,34.45,0,0,0,0,0

24,05:45-06:00,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,28.42,25.36,0,0,41.94,25.43,0,0,19.99,0.73,0,0,0,0,72.52,2.93,0,11.43,0,18.76,0,0,401.94,108.27,125.58,0,0,120.23,79.18,17.6,0,0,93.62,43.7,0,0,4.45,8.27,19.47,16.28,51.71,237.07,0,0,32.58,188.26,40.75,18.77,19.19,45.23,40.46,62.79,45.13,5.44,0,0,35.68,23.09,34.45,0,0,0,0,0

25,06:00-06:15,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,28.42,25.36,0,0,41.94,25.43,0,0,19.99,0.73,0,0,0,0,72.52,2.93,0,11.43,0,18.43,0,0,401.94,108.27,125.58,0,0,120.23,79.18,17.6,0,0,93.62,43.7,0,0,4.45,8.27,19.47,16.28,51.71,302.01,0,0,32.58,224.91,40.75,18.77,19.71,45.23,40.46,62.79,45.13,5.44,0,0,35.68,23.09,34.45,0,0,0,0,0

26,06:15-06:30,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,28.42,25.36,0,0,41.94,25.43,0,0,19.99,0.73,0,0,0,0,72.52,2.93,0,11.43,0,18.26,0,0,401.94,108.27,125.58,0,0,120.23,79.18,17.6,0,0,93.62,43.7,0,0,4.45,8.27,19.47,16.28,51.71,206.27,0,0,32.58,261.63,40.75,18.77,23.99,45.23,40.46,62.79,45.13,5.44,0,0,35.68,23.09,34.45,0,0,0,0,0

27,06:30-06:45,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,28.42,25.36,0,0,41.94,50.26,0,0,19.99,0.73,0,0,0,0,72.52,2.93,0,11.43,0,18.26,0,0,401.94,108.27,125.58,0,0,120.23,79.18,17.6,0,0,93.62,43.7,0,0,4.45,8.27,9.73,16.28,51.71,421.78,0,0,32.58,261.63,40.75,18.77,23.99,45.23,40.46,62.79,45.13,5.44,0,0,35.68,23.09,34.45,0,0,0,0,0

28,06:45-07:00,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,28.42,25.36,0,0,41.94,50.26,0,0,19.99,0.73,0,0,0,0,72.52,2.93,0,11.43,0,18.26,0,0,401.94,108.27,125.58,0,0,120.23,79.18,17.6,0,0,93.62,43.7,0,0,4.45,8.27,9.73,16.28,51.71,421.78,0,0,32.58,261.63,40.75,18.77,21.12,45.23,40.46,62.79,45.13,5.44,0,0,35.68,23.09,34.45,0,0,0,0,0

29,07:00-07:15,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,28.42,21.38,0,0,35.26,50.26,0,0,18.31,0.59,0,0,0,0,72.52,2.93,0,11.43,0,18.23,0,0,401.94,108.27,125.58,0,0,120.23,79.18,17.6,0,0,93.62,43.7,0,0,4.45,8.27,9.73,11.34,51.71,387.23,0,0,32.58,207.84,40.75,18.77,21.12,45.23,40.46,62.79,45.13,5.44,0,0,35.68,23.09,34.45,0,0,0,0,0

30,07:15-07:30,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,28.42,16.47,0,0,26.8,31.79,0,0,14.58,0.59,0,0,0,0,72.52,2.93,0,11.43,0,18.23,0,0,401.94,108.27,125.58,0,0,120.23,79.18,17.6,0,0,93.62,43.7,0,0,4.45,8.27,9.73,12.97,51.71,318.04,0,0,32.58,97.68,40.75,18.77,19.5,45.23,40.46,62.79,45.13,5.44,0,0,35.68,23.09,34.45,0,0,0,0,0

31,07:30-07:45,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,28.42,16.47,0,0,26.8,31.79,0,0,12.86,1.21,0,0,0,0,72.52,2.93,0,11.43,0,18.26,0,0,401.94,108.27,125.58,0,0,120.23,79.18,17.6,0,0,93.62,43.7,0,0,4.45,8.27,9.73,12.97,51.71,251.87,0,0,32.58,65.41,40.75,18.77,17.88,45.23,40.46,62.79,45.13,5.44,0,0,35.68,23.09,34.45,0,0,0,0,0

32,07:45-08:00,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,28.42,16.47,0,0,26.8,31.79,0,0,12.86,0.6,0,0,0,0,72.52,2.93,0,11.43,0,18.26,0,0,401.94,108.27,125.58,0,0,120.23,79.18,17.6,0,0,93.62,43.7,0,0,4.45,8.27,9.73,12.97,51.71,253.39,0,0,32.58,4.94,40.75,18.77,17.63,45.23,40.46,62.79,45.13,5.44,0,0,35.68,23.09,34.45,0,0,0,0,0

33,08:00-08:15,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,26.18,16.47,0,0,28.79,31.79,0,0,12.86,0.59,0,0,0,0,72.52,2.93,0,11.43,0,18.29,0,0,401.94,95.34,125.58,0,0,120.23,79.18,17.6,0,0,81.14,38.36,0,0,4.45,8.27,9.73,11.39,51.71,253.39,0,0,32.58,4.94,40.75,18.77,18.48,45.23,40.46,62.79,45.13,5.44,0,0,35.68,23.09,34.45,0,0,0,0,0

34,08:15-08:30,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,26.18,16.47,0,0,28.79,50.26,0,0,12.86,0.59,0,0,0,0,72.52,2.93,0,11.43,0,18.29,0,0,401.94,108.27,125.58,0,0,120.23,79.18,17.6,0,0,93.62,37.66,0,0,4.45,8.27,9.73,11.34,51.71,253.39,0,0,32.58,4.94,40.75,18.77,20.16,45.23,40.46,62.79,45.13,5.44,0,0,35.68,23.09,34.45,0,0,0,0,0

35,08:30-08:45,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,26.18,15.44,0,0,28.79,50.26,0,0,12.86,0.59,0,0,0,0,54.39,2.93,0,11.43,0,18.29,0,0,401.94,108.27,125.58,0,0,120.23,79.18,17.6,0,0,82.51,33.29,0,0,4.45,8.27,9.73,10.73,51.71,237.07,0,0,32.58,4.94,40.75,18.77,20.16,45.23,40.46,62.79,45.13,5.44,0,0,35.68,23.09,34.45,0,0,0,0,0

36,08:45-09:00,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,26.18,15.44,0,0,28.79,50.26,0,0,12.86,0.59,0,0,0,0,36.26,2.93,0,11.43,0,18.29,0,0,401.94,108.27,125.58,0,0,120.23,79.18,17.6,0,0,77.24,33.29,0,0,4.45,8.27,9.73,10.73,51.71,237.07,0,0,32.58,4.94,40.75,18.77,20.16,45.23,40.46,62.79,45.13,5.44,0,0,35.68,23.09,34.45,0,0,0,0,0

37,09:00-09:15,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,35.92,15.44,0,0,28.79,42.38,0,0,12.86,0.59,0,0,0,0,18.13,4.19,0,11.43,0,19.02,0,0,401.94,108.27,125.58,0,0,120.23,79.18,17.6,0,0,77.38,33.29,0,0,4.45,8.27,9.73,10.73,51.71,237.07,0,0,32.58,4.94,40.75,18.77,17.89,45.23,40.46,62.79,45.13,5.44,0,0,35.68,23.09,34.45,0,0,0,0,0

38,09:15-09:30,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,35.92,15.44,0,0,28.79,42.38,0,0,12.86,0.59,0,0,0,0,0,4.19,0,11.43,0,19.02,0,0,401.94,108.27,125.58,0,0,120.23,79.18,17.6,0,0,79.02,33.29,0,0,4.45,8.27,9.73,10.73,51.71,237.07,0,0,32.58,4.94,40.75,18.77,18.47,45.23,40.46,62.79,45.13,5.44,0,0,35.68,23.09,34.45,0,0,0,0,0

39,09:30-09:45,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,26.18,15.44,0,0,28.79,42.38,0,0,12.86,0.59,0,0,0,0,0,4.19,0,11.43,0,21.44,0,0,401.94,107.84,125.58,0,0,120.23,79.18,17.6,0,0,70.47,33.29,0,0,4.45,8.27,9.73,10.73,51.71,237.07,0,0,32.58,4.94,40.75,18.77,19.04,45.23,40.46,62.79,45.13,5.44,0,0,35.68,23.09,34.45,0,0,0,0,0

40,09:45-10:00,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,26.18,15.44,0,0,28.79,42.38,0,0,12.86,0.59,0,0,0,0,0,4.19,0,11.43,0,21.44,0,0,401.94,107.78,125.58,0,0,120.23,79.18,17.6,0,0,70.47,33.29,0,0,4.45,8.27,9.73,10.73,51.71,237.07,0,0,32.58,4.94,40.75,18.77,23.04,45.23,40.46,62.79,45.13,5.44,0,0,35.68,23.09,34.45,0,0,0,0,0

41,10:00-10:15,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,26.18,15.44,0,0,28.79,46.62,0,0,12.86,0.59,0,0,0,0,0,4.19,0,11.43,0,21.44,0,0,401.94,107.7,125.58,0,0,120.23,79.18,17.6,0,0,70.47,33.29,0,0,4.45,8.27,9.73,10.73,51.71,237.07,0,0,32.58,4.94,40.75,18.77,19.22,45.23,40.46,62.79,45.13,5.44,0,0,35.68,23.09,34.45,0,0,0,0,0

42,10:15-10:30,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,26.18,15.44,0,0,28.79,46.62,0,0,12.86,0.59,0,0,0,0,0,4.19,0,11.43,0,21.44,0,0,401.94,107.39,125.58,0,0,120.23,79.18,17.6,0,0,70.47,33.29,0,0,4.45,8.27,9.73,10.73,51.71,237.07,0,0,32.58,4.94,40.75,18.77,15.47,45.23,40.46,62.79,45.13,5.44,0,0,35.68,23.09,34.45,0,0,0,0,0

43,10:30-10:45,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,26.18,15.44,0,0,28.79,33.91,0,0,12.86,0.59,0,0,0,0,0,4.19,0,11.43,0,21.47,0,0,401.94,106.59,125.58,0,0,120.23,79.18,17.6,0,0,70.47,33.29,0,0,4.45,8.27,9.73,10.73,51.71,237.07,0,0,32.58,4.94,40.75,18.77,16.8,45.23,40.46,62.79,45.13,5.44,0,0,35.68,23.09,34.45,0,0,0,0,0

44,10:45-11:00,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,26.18,15.44,0,0,28.79,33.91,0,0,12.86,0.59,0,0,0,0,0,4.19,0,11.43,0,21.47,0,0,401.94,107.99,125.58,0,0,120.23,79.18,17.6,0,0,70.47,33.29,0,0,4.45,8.27,9.73,10.73,51.71,237.07,0,0,32.58,4.94,40.75,18.77,16.46,45.23,40.46,62.79,45.13,5.44,0,0,35.68,23.09,34.45,0,0,0,0,0

45,11:00-11:15,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,28.42,15.44,0,0,28.79,33.91,0,0,12.86,0.59,0,0,0,0,0,4.19,0,11.43,0,21.47,0,0,401.94,73.43,69.29,0,0,91.54,79.18,17.6,0,0,63.52,27.54,0,0,4.45,8.27,19.47,10.73,51.71,237.07,0,0,32.58,4.94,40.75,18.77,15.53,45.23,40.46,62.79,31.06,5.44,0,0,35.68,23.09,34.45,0,0,0,0,0

46,11:15-11:30,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,28.42,15.44,0,0,28.79,33.91,0,0,12.86,0.59,0,0,0,0,0,4.19,0,11.43,0,21.47,0,0,401.94,70.94,69.29,0,0,82.35,79.18,17.6,0,0,63.52,25.21,0,0,4.45,8.27,29.21,10.73,51.71,237.07,0,0,32.58,4.94,40.75,18.77,16.14,45.23,40.46,62.79,28.89,5.44,0,0,35.68,23.09,34.45,0,0,0,0,0

47,11:30-11:45,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,28.42,15.44,0,0,28.79,33.91,0,0,12.86,0.59,0,0,0,0,0,4.19,0,11.43,0,21.28,0,0,401.94,60.05,69.29,0,0,66.57,79.18,17.6,0,0,63.72,29.31,0,0,4.45,8.27,38.94,10.73,51.71,237.07,0,0,32.58,4.94,40.75,18.77,16,45.23,40.46,62.79,25.95,5.44,0,0,35.68,23.09,34.45,0,0,0,0,0

48,11:45-12:00,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,28.42,15.44,0,0,28.79,33.91,0,0,12.86,0.59,0,0,0,0,0,4.19,0,11.43,0,21.24,0,0,401.94,60.05,69.29,0,0,66.57,79.18,17.6,0,0,63.92,29.34,0,0,4.45,8.27,38.94,10.73,51.71,237.07,0,0,32.58,4.94,40.75,18.77,17.47,45.23,40.46,62.79,25.95,5.44,0,0,35.68,23.09,34.45,0,0,0,0,0

49,12:00-12:15,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,28.42,15.44,0,0,28.79,33.91,0,0,12.86,0.59,0,0,0,0,18.13,4.19,0,11.43,0,21.24,0,0,401.94,60.05,69.29,0,0,66.57,79.18,17.6,0,0,67.5,29.37,0,0,4.45,8.27,38.94,10.73,51.71,237.07,0,0,32.58,4.94,40.75,18.77,23.99,45.23,40.46,62.79,25.95,5.44,0,0,35.68,23.09,34.45,0,0,0,0,0

50,12:15-12:30,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,28.42,15.44,0,0,28.79,33.91,0,0,12.86,0.59,0,0,0,0,36.26,4.19,0,11.43,0,21.24,0,0,401.94,60.05,69.29,0,0,66.57,79.18,17.6,0,0,67.5,29.39,0,0,4.45,8.27,38.94,10.73,51.71,237.07,0,0,32.58,4.94,40.75,18.77,22.08,45.23,40.46,62.79,25.95,5.44,0,0,35.68,23.09,34.45,0,0,0,0,0

51,12:30-12:45,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,28.42,15.44,0,0,28.79,46.62,0,0,12.86,0.59,0,0,0,0,54.39,4.19,0,11.43,0,21.31,0,0,366.19,60.05,69.29,0,0,66.57,79.18,17.6,0,0,67.5,29.41,0,0,4.45,8.27,38.94,10.73,51.71,237.07,0,0,32.58,4.94,40.75,18.77,22.08,45.23,40.46,62.79,25.95,5.44,0,0,35.68,23.09,34.45,0,0,0,0,0

52,12:45-13:00,0,23.13,0,0,0,0,168.72,0,0,0,0,0,0,0,28.42,15.44,0,0,28.79,46.62,0,0,12.86,0.59,0,0,0,0,72.52,4.19,0,11.43,0,21.39,0,0,366.19,60.05,69.29,0,0,66.57,79.18,17.6,0,0,67.5,29.43,0,0,4.45,8.27,38.94,10.73,51.71,237.07,0,0,32.58,4.94,40.75,18.77,21.12,45.23,40.46,62.79,25.95,5.44,0,0,35.68,23.09,34.45,0,0,0,0,0

