Block,Time,CHAMERA2,KHSTPP-I,KKNPPU2,KOLDAM,PARBATI2,RAMPUR,SIMHST1,SIMHST2,SINGRAULI,SINGRAULI_HYDRO,TEHRI,ANTA_CRF,BRBCL,KHSTPP-II,NAPP,RAPPD,SALAL,ANTA_LF,ANTA_RF,DADRI_LF,BSIUL,KGSU1AND2,NLCEXP,NLCIIST2,NNTPP,SEWA2,TALA,URI,AURY_GF,AURY_LF,FSTPP I & II,KUDGI,NJPC,NLCIIST1,RAPPB,RIHAND1,RSTPSU7,DADRI_CRF,KKNP,KOTESHWR,VALLURNTECL,AURY_CRF,AURY_RF,CHAMERA1,CHAMERA3,DADRT2,DULHASTI,UNCHAHAR3,UNCHAHAR4,DHAULIGNGA,MAPS,PARBATI3,RIHAND2,TALST2,TANAKPUR,TEHRIPSP,TelanganaSTPP,UNCHAHAR1,UNCHAHAR2,ANTA_GF,DADRI_RF,JHAJJAR,KGSU3AND4,KISHANGANGA,NLCTS2EXP,NTPL,RAPPC,RIHAND3,RSTPSU1TO6,SASAN,TANDA2,URI2,DADRI_GF
16,03:45-04:00,48.9,33.99,0,10.65,58.05,7.04,0,0,153.28,1.22,29.2,0,20,141.62,23.97,25.64,83.08,0,52.32,0,13.04,0,0,0,0,0,0,50.79,0,0,19.32,0,181.16,0,0,64.81,0,0,0,11.6,0,0,75.53,42.15,35.09,550.85,39.74,27.99,2.48,43.85,0,67.63,96.8,0,9.99,0,0,20.94,45.12,0,71.9,518.85,0,8.71,0,0,68.22,92.37,0,418.77,6.87,38.16,0

17,04:00-04:15,48.9,33.99,0,10.65,58.05,7.04,0,0,153.28,1.22,29.2,0,20,141.62,23.97,25.64,83.08,0,52.32,0,13.04,0,0,0,0,0,0,50.79,0,0,19.32,0,181.16,0,0,64.81,0,0,0,11.6,0,0,75.53,42.15,35.09,550.85,39.74,27.99,2.48,43.85,0,67.63,96.8,0,6.92,0,0,20.94,45.4,0,71.9,518.85,0,8.71,0,0,68.22,92.37,0,418.77,6.87,38.16,0

18,04:15-04:30,48.9,33.99,0,10.65,58.05,7.04,0,0,153.28,1.22,29.2,0,20,141.62,23.97,25.64,83.08,0,52.32,0,13.04,0,0,0,0,0,0,50.79,0,0,19.32,0,181.16,0,0,64.81,0,0,0,11.6,0,0,75.53,42.15,35.09,550.85,39.74,27.99,2.48,43.85,0,67.63,96.8,0,6.92,0,0,20.94,45.1,0,71.9,518.85,0,8.71,0,0,68.22,92.37,0,418.77,6.87,38.16,0

19,04:30-04:45,48.9,33.99,0,10.65,58.05,7.04,0,0,153.28,1.22,29.2,0,20,141.62,23.97,25.64,83.08,0,52.32,0,13.04,0,0,0,0,0,0,50.79,0,0,19.32,0,181.16,0,0,64.81,0,0,0,11.6,0,0,75.53,42.15,35.09,550.85,39.74,27.99,2.48,43.85,0,67.63,96.8,0,6.92,0,0,20.94,45.1,0,71.9,518.85,0,8.71,0,0,68.22,92.37,0,418.77,6.87,38.16,0

20,04:45-05:00,48.9,33.99,0,10.65,58.05,7.04,0,0,153.28,1.22,29.2,0,20,141.62,23.97,25.64,83.08,0,52.32,0,13.04,0,0,0,0,0,0,50.79,0,0,19.32,0,181.16,0,0,64.81,0,0,0,11.6,0,0,75.53,42.15,35.09,550.85,39.74,27.99,2.48,43.85,0,67.63,96.8,0,6.92,0,0,20.94,45.62,0,71.9,518.85,0,8.71,0,0,68.22,92.37,0,418.77,6.87,38.16,0

21,05:00-05:15,48.9,33.99,0,10.65,58.05,7.04,0,0,153.28,1.22,29.2,0,20,141.62,23.97,25.64,83.08,0,52.32000000000001,0,13.04,0,0,0,0,0,0,50.79,0,0,19.32,0,181.16,0,0,99.81,0,0,0,11.6,0,0,78.22,42.15,35.09,690.85,39.74,27.99,3.98,43.85,0,67.63,126.8,0,8.84,0,0,20.94,45.62,0,71.89,670.85,0,8.71,0,0,68.22,132.37,0,418.77,7.07,38.16,0

22,05:15-05:30,48.9,33.99,0,10.65,58.05,7.04,0,0,153.28,1.22,29.2,0,20,141.62,23.97,25.64,83.08,0,52.32000000000001,0,13.04,0,0,0,0,0,0,50.79,0,0,19.32,0,181.16,0,0,99.81,0,0,0,11.6,0,0,78.22,42.15,35.09,690.85,39.74,27.99,3.98,43.85,0,67.63,126.8,0,8.84,0,0,20.94,45.62,0,71.89,670.85,0,8.71,0,0,68.22,132.37,0,418.77,7.07,38.16,0

23,05:30-05:45,48.9,33.99,0,10.65,58.05,7.04,0,0,153.28,1.22,29.2,0,20,141.62,23.97,25.64,83.08,0,52.32000000000001,0,13.04,0,0,0,0,0,0,50.79,0,0,19.32,0,181.16,0,0,99.81,0,0,0,11.6,0,0,78.22,42.15,35.09,690.85,39.74,27.99,3.98,43.85,0,67.63,126.8,0,8.84,0,0,20.94,45.62,0,71.89,670.85,0,8.71,0,0,68.22,132.37,0,418.77,7.07,38.16,0

24,05:45-06:00,48.9,33.99,0,10.65,58.05,7.04,0,0,153.28,1.22,29.2,0,20,141.62,23.97,25.64,83.08,0,52.32000000000001,0,13.04,0,0,0,0,0,0,50.79,0,0,19.32,0,181.16,0,0,99.81,0,0,0,11.6,0,0,78.22,42.15,35.09,690.85,39.74,27.99,3.98,43.85,0,67.63,126.8,0,8.84,0,0,20.94,45.62,0,71.89,670.85,0,8.71,0,0,68.22,132.37,0,418.77,7.07,38.16,0

25,06:00-06:15,48.9,33.99,0,10.65,58.05,7.04,0,0,153.28,1.22,29.2,0,20,141.62,23.97,25.64,83.08,0,52.32000000000001,0,13.04,0,0,0,0,0,0.59,50.79,0,0,19.32,0,181.16,0,0,99.81,0,0,0,11.6,0,0,78.22,42.15,35.09,690.85,39.74,27.99,3.21,43.85,0,67.63,126.8,0,10.25,0,0,20.94,45.1,0,71.89,670.85,0,8.71,0,0,68.22,132.37,0,418.77,6.61,38.16,0

26,06:15-06:30,48.9,33.99,0,10.65,58.05,7.04,0,0,153.28,1.22,29.2,0,20,141.62,23.97,25.64,83.08,0,52.32000000000001,0,13.04,0,0,0,0,0,0,50.79,0,0,19.32,0,181.16,0,0,99.81,0,0,0,11.6,0,0,78.22,42.15,35.09,690.85,39.74,27.99,2.41,43.85,0,67.63,126.8,0,10.25,0,0,20.94,45.1,0,71.89,670.85,0,8.71,0,0,68.22,132.37,0,418.77,6.61,38.16,0

27,06:30-06:45,48.9,33.99,0,10.65,58.05,7.04,0,0,153.28,1.22,29.2,0,20,141.62,23.97,25.64,83.08,0,52.32000000000001,0,13.04,0,0,0,0,0,0,50.79,0,0,19.32,0,181.16,0,0,99.81,0,0,0,11.6,0,0,78.22,42.15,35.09,690.85,39.74,27.99,2.39,43.85,0,67.63,126.8,0,10.25,0,0,20.94,45.62,0,71.89,670.85,0,8.71,0,0,68.22,132.37,0,418.77,6.61,38.16,0

28,06:45-07:00,48.9,33.99,0,10.65,58.05,7.04,0,0,153.28,1.22,29.2,0,20,141.62,23.97,25.64,83.08,0,52.32000000000001,0,13.04,0,0,0,0,0,0,50.79,0,0,19.32,0,181.16,0,0,99.81,0,0,0,10.44,0,0,78.22,42.15,35.09,690.85,39.74,27.99,3.98,43.85,0,67.63,126.8,0,10.25,0,0,20.94,45.62,0,71.89,670.85,0,8.71,0,0,68.22,132.37,0,418.77,7.07,38.16,0

29,07:00-07:15,48.9,33.99,0,10.65,58.05,7.04,0,0,153.28,1.22,29.2,0,20,148.3,23.97,25.64,83.08,0,51.93,0,13.04,0,0,0,0,0,0,50.79,0,0,19.32,0,181.16,0,0,99.81,0,0,0,10.44,0,0,78.22,42.15,35.09,690.85,39.74,27.99,3.98,43.85,0,67.63,126.8,0,11.27,0,0,20.94,45.62,0,71.89,670.85,0,8.71,0,0,68.22,132.37,0,418.77,7.07,38.16,0

30,07:15-07:30,48.9,33.99,0,10.65,58.05,7.04,0,0,153.28,1.22,29.2,0,20,148.3,23.97,25.64,83.08,0,51.93,0,13.04,0,0,0,0,0,0,50.79,0,0,19.32,0,181.16,0,0,99.81,0,0,0,10.44,0,0,78.22,42.15,35.09,690.85,39.74,27.99,3.98,43.85,0,67.63,126.8,0,11.27,0,0,20.94,45.62,0,71.89,670.85,0,8.71,0,0,68.22,132.37,0,418.77,7.07,38.16,0

31,07:30-07:45,48.9,33.99,0,10.65,58.05,7.04,0,0,153.28,1.22,29.2,0,20,148.3,23.97,25.64,83.08,0,51.93,0,13.04,0,0,0,0,0,0,50.79,0,0,19.32,0,181.16,0,0,99.81,0,0,0,10.44,0,0,78.22,42.15,35.09,690.85,39.74,27.99,3.98,43.85,0,67.63,126.8,0,11.27,0,0,20.94,45.62,0,71.89,670.85,0,8.71,0,0,68.22,132.37,0,418.77,7.07,38.16,0

32,07:45-08:00,48.9,33.99,0,10.65,58.05,7.04,0,0,153.28,1.22,29.2,0,20,148.3,23.97,25.64,83.08,0,51.93,0,13.04,0,0,0,0,0,0,50.79,0,0,19.32,0,181.16,0,0,99.81,0,0,0,10.44,0,0,78.22,42.15,35.09,690.85,39.74,27.99,3.98,43.85,0,67.63,126.8,0,11.27,0,0,20.94,45.62,0,71.89,670.85,0,8.71,0,0,68.22,132.37,0,418.77,7.07,38.16,0

33,08:00-08:15,48.9,33.99,0,10.65,58.05,7.04,0,0,153.28,1.22,24.13,0,20,148.3,23.97,25.64,83.08,0,51.269999999999996,0,13.04,0,0,0,0,0,0.76,50.79,0,0,19.32,0,181.16,0,0,99.81,0,0,0,10.44,0,0,78.22,42.15,35.09,690.85,39.74,27.99,3.98,43.85,0,73.77,126.8,0,10.89,0,0,20.94,45.62,0,71.89,670.85,0,8.71,0,0,68.22,132.37,0,418.77,7.07,38.16,0

34,08:15-08:30,48.9,33.99,0,10.65,58.05,7.04,0,0,153.28,1.22,9.73,0,20,148.3,23.97,25.64,83.08,0,51.269999999999996,0,13.04,0,0,0,0,0,0.82,50.79,0,0,19.32,0,181.16,0,0,99.81,0,0,0,10.44,0,0,78.22,42.15,35.09,690.85,39.74,27.99,3.98,43.85,0,73.77,126.8,0,10.89,0,0,20.94,45.62,0,71.89,670.85,0,8.71,0,0,68.22,132.37,0,418.77,7.07,38.16,0

35,08:30-08:45,48.9,33.99,0,10.65,58.05,7.04,0,0,153.28,1.22,0,0,20,148.3,23.97,25.64,83.08,0,51.269999999999996,0,13.04,0,0,0,0,0,1.59,50.79,0,0,19.32,0,181.16,0,0,99.81,0,0,0,10.44,0,0,78.22,42.15,35.09,690.85,39.74,27.99,3.98,43.85,0,73.77,126.8,0,10.25,0,0,20.94,45.62,0,71.89,570.85,0,8.71,0,0,68.22,132.37,0,418.77,7.07,38.16,0

36,08:45-09:00,48.9,33.99,0,10.65,58.05,7.04,0,0,153.28,1.22,0,0,20,148.3,23.97,25.64,83.08,0,51.269999999999996,0,13.04,0,0,0,0,0,1.59,50.79,0,0,19.32,0,181.16,0,0,99.81,0,0,0,10.44,0,0,78.22,42.15,35.09,690.85,39.74,27.99,3.98,43.85,0,73.77,126.8,0,10.25,0,0,20.94,45.62,0,71.89,570.85,0,8.71,0,0,68.22,132.37,0,418.77,7.07,38.16,0

37,09:00-09:15,48.9,33.99,0,10.65,58.05,7.04,0,0,153.28,1.22,0,0,20,148.3,23.97,25.64,83.08,0,51.269999999999996,0,13.04,0,0,0,0,0,1.59,50.79,0,0,19.32,0,181.16,0,0,99.81,0,0,0,10.44,0,0,78.22,42.15,35.09,690.85,39.74,27.99,3.98,43.85,0,67.63,126.8,0,10.25,0,0,20.94,45.62,0,71.89,570.85,0,8.71,0,0,68.22,132.37,0,418.77,7.07,38.16,0

38,09:15-09:30,48.9,33.99,0,10.65,58.05,7.04,0,0,153.28,1.22,0,0,20,148.3,23.97,25.64,83.08,0,51.269999999999996,0,13.04,0,0,0,0,0,1.59,50.79,0,0,19.32,0,181.16,0,0,99.81,0,0,0,10.44,0,0,78.22,42.15,35.09,690.85,39.74,27.99,3.98,43.85,0,67.63,126.8,0,10.25,0,0,21.83,45.62,0,71.89,570.85,0,8.71,0,0,68.22,132.37,0,418.77,7.07,38.16,0

39,09:30-09:45,48.9,33.99,0,10.65,58.05,7.04,0,0,153.28,1.22,0,0,20,148.3,23.97,25.64,83.08,0,51.269999999999996,0,13.04,0,0,0,0,0,1.59,50.79,0,0,19.32,0,181.16,0,0,99.81,0,0,0,10.44,0,0,78.22,42.15,35.09,690.85,39.74,27.99,3.98,43.85,0,67.63,126.8,0,10.25,0,0,21.83,45.62,0,71.89,570.85,0,8.71,0,0,68.22,132.37,0,418.77,7.07,38.16,0

40,09:45-10:00,48.9,33.99,0,10.65,58.05,7.04,0,0,153.28,1.22,0,0,20,148.3,23.97,25.64,83.08,0,51.269999999999996,0,13.04,0,0,0,0,0,1.59,50.79,0,0,19.32,0,181.16,0,0,99.81,0,0,0,10.44,0,0,78.22,42.15,35.09,690.85,39.74,27.99,3.98,43.85,0,67.63,126.8,0,10.25,0,0,21.83,45.62,0,71.89,570.85,0,8.71,0,0,68.22,132.37,0,418.77,7.07,38.16,0

41,10:00-10:15,48.9,33.99,0,10.65,58.05,7.04,0,0,153.28,1.22,0,0,20,148.3,23.97,25.64,83.08,0,51.269999999999996,0,13.04,0,0,0,0,0,1.59,50.79,0,0,19.32,0,181.16,0,0,99.81,0,0,0,10.44,0,0,78.22,42.15,35.09,690.85,39.74,27.99,3.98,32.89,0,67.63,126.8,0,10.25,0,0,21.83,45.62,0,71.89,570.85,0,8.71,0,0,68.22,132.37,0,418.77,7.07,38.16,0

42,10:15-10:30,48.9,33.99,0,10.65,58.05,7.04,0,0,153.28,1.22,0,0,20,148.3,23.97,25.64,83.08,0,51.269999999999996,0,13.04,0,0,0,0,0,1.59,50.79,0,0,19.32,0,181.16,0,0,99.81,0,0,0,10.44,0,0,78.22,28.1,35.09,690.85,39.74,27.99,3.98,32.89,0,67.63,126.8,0,10.25,0,0,21.83,45.62,0,71.89,570.85,0,8.71,0,0,68.22,132.37,0,418.77,7.07,38.16,0

43,10:30-10:45,48.9,33.99,0,10.65,58.05,7.04,0,0,153.28,1.22,0,0,20,148.3,23.97,25.64,83.08,0,51.269999999999996,0,13.04,0,0,0,0,0,1.59,50.79,0,0,19.32,0,181.16,0,0,99.81,0,0,0,10.44,0,0,78.22,28.1,35.09,690.85,39.74,27.99,3.98,32.89,0,67.63,126.8,0,10.25,0,0,21.83,45.62,0,71.89,570.85,0,8.71,0,0,68.22,132.37,0,418.77,7.07,38.16,0

44,10:45-11:00,48.9,33.99,0,10.65,58.05,7.04,0,0,153.28,1.22,0,0,20,148.3,23.97,25.64,83.08,0,51.269999999999996,0,13.04,0,0,0,0,0,1.59,50.79,0,0,19.32,0,181.16,0,0,99.81,0,0,0,10.44,0,0,78.22,28.1,35.09,690.85,39.74,27.99,3.98,32.89,0,67.63,126.8,0,10.25,0,0,21.83,45.62,0,71.89,570.85,0,8.71,0,0,68.22,132.37,0,418.77,7.07,38.16,0

45,11:00-11:15,48.9,33.99,0,10.65,58.05,7.04,0,0,153.28,1.22,0,0,20,148.3,23.97,25.64,83.08,0,50.62,0,13.04,0,0,0,0,0,2.47,52.99,0,0,19.32,0,181.16,0,0,99.81,0,0,0,10.44,0,0,78.22,28.1,35.09,690.85,39.74,27.99,3.98,32.89,0,67.63,126.8,0,10.25,0,0,21.83,45.62,0,71.89,570.85,0,8.71,0,0,68.22,132.37,0,418.77,7.07,38.16,0

46,11:15-11:30,48.9,33.99,0,10.65,58.05,7.04,0,0,153.28,1.22,0,0,20,148.3,23.97,25.64,83.08,0,50.62,0,13.04,0,0,0,0,0,2.47,52.99,0,0,19.32,0,181.16,0,0,99.81,0,0,0,10.44,0,0,78.22,28.1,35.09,690.85,39.74,27.99,3.98,32.89,0,67.63,126.8,0,10.25,0,0,21.83,45.62,0,71.89,570.85,0,8.71,0,0,68.22,132.37,0,418.77,7.07,38.16,0

47,11:30-11:45,48.9,33.99,0,10.65,58.05,7.04,0,0,153.28,1.22,0,0,20,148.3,23.97,25.64,83.08,0,50.62,0,13.04,0,0,0,0,0,2.06,52.99,0,0,19.32,0,181.16,0,0,99.81,0,0,0,10.44,0,0,78.22,14.05,35.09,690.85,39.74,27.99,3.98,32.89,0,58.4,126.8,0,10.25,0,0,21.83,45.62,0,71.89,570.85,0,8.71,0,0,68.22,132.37,0,418.77,7.07,38.16,0

48,11:45-12:00,48.9,33.99,0,10.65,58.05,7.04,0,0,153.28,1.22,0,0,20,148.3,23.97,25.64,83.08,0,50.62,0,13.04,0,0,0,0,0,2.06,52.99,0,0,19.32,0,181.16,0,0,99.81,0,0,0,10.44,0,0,78.22,0,35.09,690.85,39.74,27.99,3.98,32.89,0,58.4,126.8,0,10.25,0,0,21.83,45.62,0,71.89,570.85,0,8.71,0,0,68.22,132.37,0,418.77,7.07,38.16,0

49,12:00-12:15,48.9,33.99,0,10.65,58.05,7.04,0,0,153.28,1.22,0,0,20,148.3,23.97,25.64,83.08,0,49.97,0,6.52,0,0,0,0,0,2.47,52.99,0,0,19.32,0,181.16,0,0,99.81,0,0,0,10.44,0,0,78.22,0,35.09,690.85,39.74,27.99,3.98,21.92,0,58.4,126.8,0,10.25,0,0,21.83,45.62,0,71.89,570.85,0,8.71,0,0,68.22,132.37,0,418.77,7.07,38.16,0

50,12:15-12:30,48.9,33.99,0,10.65,58.05,7.04,0,0,153.28,1.22,0,0,20,148.3,23.97,25.64,83.08,0,49.97,0,6.52,0,0,0,0,0,2.47,52.99,0,0,19.32,0,181.16,0,0,99.81,0,0,0,10.44,0,0,78.22,0,35.09,690.85,39.74,27.99,3.98,21.92,0,58.4,126.8,0,10.25,0,0,21.83,45.62,0,71.89,570.85,0,8.71,0,0,68.22,132.37,0,418.77,7.07,38.16,0

51,12:30-12:45,48.9,33.99,0,10.65,58.05,7.04,0,0,153.28,1.22,0,0,20,148.3,23.97,25.64,83.08,0,49.97,0,6.52,0,0,0,0,0,2.47,52.99,0,0,19.32,0,181.16,0,0,99.81,0,0,0,10.44,0,0,78.22,0,35.09,690.85,39.74,27.99,3.98,21.92,0,58.4,126.8,0,10.25,0,0,21.83,45.62,0,71.89,570.85,0,8.71,0,0,68.22,132.37,0,418.77,7.07,38.16,0

52,12:45-13:00,48.9,33.99,0,10.65,58.05,7.04,0,0,153.28,1.22,0,0,20,148.3,23.97,25.64,83.08,0,49.97,0,6.52,0,0,0,0,0,2.47,52.99,0,0,19.32,0,181.16,0,0,99.81,0,0,0,10.44,0,0,78.22,0,35.09,690.85,39.74,27.99,3.98,21.92,0,58.4,126.8,0,10.25,0,0,21.83,45.62,0,71.89,570.85,0,8.71,0,0,68.22,132.37,0,418.77,7.07,38.16,0

53,13:00-13:15,48.9,33.99,0,10.65,58.05,7.04,0,0,153.28,1.22,0,0,20,148.3,23.97,25.64,83.08,0,49.97,0,6.52,0,0,0,0,0,2.47,52.99,0,0,19.32,0,181.16,0,0,99.81,0,0,0,10.44,0,0,78.22,0,35.09,690.85,39.74,27.99,3.98,21.92,0,58.4,126.8,0,10.25,0,0,21.83,45.62,0,71.89,570.85,0,8.71,0,0,68.22,132.37,0,418.77,7.07,38.16,0

