Block,Time Block,KHSTPP-I,KGSU1AND2,KISHANGANGA,KGSU3AND4,KHSTPP-II,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_LF,ANTA_LF,DADRI_GF,AURY_GF,DADRI_CRF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_RF,SIMHST2,UNCHAHAR2,URI,VALLURNTECL,UNCHAHAR4,URI2,UNCHAHAR3,DULHASTI,FSTPP I & II,JHAJJAR,PARBATI3,RAPPB,RAPPC,RAMPUR,NNTPP,NTPL,RIHAND1,SALAL,SEWA2,RSTPSU1TO6,RSTPSU7,RIHAND3,SASAN,SIMHST1,RIHAND2,BSIUL,BRBCL,CHAMERA2,CHAMERA1,NLCTS2EXP,NLCIIST2,NLCIIST1,NAPP,KKNPPU2,KUDGI,KOLDAM,MAPS,KOTESHWR,NJPC,NLCEXP,TelanganaSTPP,UNCHAHAR1,TALST2,SINGRAULI,TEHRI,TANAKPUR,TALA,TANDA2,SINGRAULI_HYDRO,CHAMERA3,DADRT2,DHAULIGNGA,KKNP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,40.6,0,0,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,37.11,35.31,0,1.57,20.04,0,52.13,20.16,362.4,3.4,0,58.67,2.59,0,0,45.87,76.94,0,0,0,123.67,149.37,0,117.96,6.32,11.13,27.47,27.23,0,0,0,43.94,0,0,3.89,0,37.45,120.34,0,0,15.3,0,123.06,74.53,12.6,12.82,2.71,0,20.71,588.76,39.16,0,0,0,0,0,0

7,01:30-01:45,40.6,0,0,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,37.11,33.18,0,1.57,20.04,0,52.13,20.16,362.4,3.4,0,58.67,2.59,0,0,45.87,50.67,0,0,0,123.67,149.37,0,117.96,6.32,11.65,27.47,27.23,0,0,0,43.94,0,0,3.89,0,37.45,120.34,0,0,15.3,0,123.06,74.53,12.6,12.82,2.71,0,20.71,588.76,39.16,0,0,0,0,0,0

8,01:45-02:00,40.6,0,0,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,37.11,33.18,0,1.57,20.04,0,52.13,20.16,362.4,3.4,0,58.67,2.59,0,0,45.87,50.67,0,0,0,123.67,149.37,0,117.96,6.32,10.63,27.47,27.23,0,0,0,43.94,0,0,3.89,0,37.45,120.34,0,0,15.3,0,123.06,74.53,12.6,12.82,2.71,0,20.71,588.76,39.16,0,0,0,0,0,0

9,02:00-02:15,40.6,0,0,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,34.94,33.18,0,1.57,20.04,0,52.13,20.16,303.28,3.4,0,58.67,2.13,0,0,45.87,50.67,0,0,0,123.67,149.37,0,117.96,6.32,10.77,27.47,27.23,0,0,0,43.94,0,0,3.89,0,37.45,99.08,0,0,17.46,0,123.06,74.53,12.6,12.82,2.71,0,20.71,588.76,39.16,0,0,0,0,0,0

10,02:15-02:30,40.6,0,0,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,30.32,33.18,0,1.57,20.04,0,52.13,20.16,246.1,3.4,0,58.67,2.13,0,0,45.87,50.67,0,0,0,123.67,149.37,0,117.96,6.32,10.95,27.47,27.23,0,0,0,43.94,0,0,3.89,0,37.45,99.08,0,0,15.3,0,123.06,74.53,12.6,12.82,2.71,0,20.71,587.2,39.16,0,0,0,0,0,0

11,02:30-02:45,40.6,0,0,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,30.32,33.18,0,1.57,20.04,0,52.13,20.16,246.1,3.4,0,58.67,2.13,0,0,45.87,50.67,0,0,0,123.67,149.37,0,117.96,6.32,11.66,27.47,27.23,0,0,0,43.94,0,0,3.89,0,37.45,99.08,0,0,15.3,0,123.06,74.53,12.6,12.82,2.71,0,20.71,578.48,39.16,0,0,0,0,0,0

12,02:45-03:00,40.6,0,0,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,30.32,33.18,0,1.57,20.04,0,52.13,20.16,246.1,3.4,0,58.67,2.13,0,0,45.87,50.67,0,0,0,123.67,149.37,0,117.96,6.32,13.13,27.47,27.23,0,0,0,43.94,0,0,3.89,0,37.45,99.08,0,0,15.3,0,123.06,74.53,12.6,12.82,2.71,0,20.71,561.03,39.16,0,0,0,0,0,0

13,03:00-03:15,40.6,0,0,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,30.32,48.68,0,1.57,35.23,0,52.13,20.16,246.1,3.4,0,58.67,2.13,0,0,45.87,50.67,0,0,0,123.67,149.37,0,117.96,6.32,13.59,27.47,27.23,0,0,0,43.94,0,0,3.89,0,37.45,99.08,0,0,15.3,0,123.06,74.53,11.17,12.68,2.71,0,20.71,558.12,39.16,0,0,0,0,0,0

14,03:15-03:30,40.6,0,0,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,30.32,48.68,0,1.57,35.23,0,52.13,20.16,246.1,3.4,0,58.67,2.13,0,0,45.87,50.67,0,0,0,123.67,149.37,0,117.96,6.32,14.27,27.47,27.23,0,0,0,43.94,0,0,3.89,0,37.45,99.08,0,0,15.3,0,123.06,74.53,11.17,12.68,2.71,0,10.36,545.52,39.16,0,0,0,0,0,0

15,03:30-03:45,40.6,0,0,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,30.32,34.24,0,1.57,35.23,0,52.13,20.16,246.1,3.4,0,58.67,2.13,0,0,45.87,50.67,0,0,0,123.67,149.37,0,117.96,6.32,12.83,13.02,27.23,0,0,0,43.94,0,0,3.89,0,37.45,99.08,0,0,15.3,0,123.06,74.53,11.17,12.54,2.71,0,10.36,534.86,39.16,0,0,0,0,0,0

16,03:45-04:00,40.6,0,0,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,30.32,33.18,0,1.57,35.23,0,52.13,20.16,246.1,3.4,0,58.67,2.13,0,0,45.87,50.67,0,0,0,123.67,149.37,0,117.96,6.32,14.54,13.02,13.62,0,0,0,43.94,0,0,3.89,0,37.45,99.08,0,0,15.3,0,123.06,74.53,11.17,12.54,2.71,0,10.36,527.11,39.16,0,0,0,0,0,0

17,04:00-04:15,36.1,0,0,0,88.93,0,0,0,0,0,0,0,0,0,0,0,0,0,30.32,33.18,0,1.57,20.04,0,52.13,17.95,246.1,3.4,0,58.67,2.13,0,0,45.87,50.67,0,0,0,123.67,149.37,0,117.96,6.32,14.54,13.02,13.62,0,0,0,43.94,0,0,3.89,0,37.45,99.08,0,0,15.3,0,123.06,74.53,11.17,12.4,2.71,0,10.36,517.42,39.16,0,0,0,0,0,0

18,04:15-04:30,36.1,0,0,0,88.93,0,0,0,0,0,0,0,0,0,0,0,0,0,30.32,33.18,0,1.57,20.04,0,52.13,17.95,246.1,3.4,0,58.67,2.13,0,0,45.87,50.67,0,0,0,123.67,149.37,0,117.96,6.32,14.54,13.02,13.62,0,0,0,43.94,0,0,3.89,0,37.45,99.08,0,0,15.3,0,123.06,74.53,11.17,12.4,2.71,0,10.36,511.6,39.16,0,0,0,0,0,0

19,04:30-04:45,40.6,0,0,0,85.06,0,0,0,0,0,0,0,0,0,0,0,0,0,30.32,31.02,0,1.57,20.04,0,52.13,20.16,246.1,3.4,0,58.67,2.13,0,0,45.87,50.67,0,0,0,123.67,149.37,0,117.96,6.32,14.54,13.02,0,0,0,0,43.94,0,0,3.89,0,37.45,99.08,0,0,15.3,0,123.06,74.53,11.17,12.25,2.71,0,10.36,514.51,39.16,0,0,0,0,0,0

20,04:45-05:00,40.6,0,0,0,85.06,0,0,0,0,0,0,0,0,0,0,0,0,0,30.32,31.02,0,1.57,20.04,0,52.13,20.16,246.1,3.4,0,58.67,2.13,0,0,45.87,50.67,0,0,0,123.67,149.37,0,117.96,6.32,14.54,13.02,0,0,0,0,43.94,0,0,3.89,0,37.45,99.08,0,0,15.3,0,123.06,74.53,11.17,11.97,2.71,0,10.36,512.57,39.16,0,0,0,0,0,0

21,05:00-05:15,40.6,0,0,0,85.06,0,0,0,0,0,0,0,0,0,0,0,0,0,30.32,31.02,0,1.57,20.04,0,52.13,20.16,246.1,3.4,0,58.67,2.13,0,0,45.87,50.67,0,0,0,123.67,149.37,0,117.96,6.32,14.54,13.02,0,0,0,0,43.94,0,0,3.89,0,37.45,99.08,0,0,15.3,0,123.06,74.53,11.17,11.83,2.71,0,10.36,576.54,39.16,0,0,0,0,0,0

22,05:15-05:30,40.6,0,0,0,85.06,0,0,0,0,0,0,0,0,0,0,0,0,0,30.32,31.02,0,1.57,20.04,0,52.13,20.16,246.1,14.98,0,58.67,2.13,0,0,45.87,50.67,0,0,0,123.67,149.37,0,117.96,6.32,14.54,13.02,0,0,0,0,43.94,0,0,3.89,0,37.45,99.08,0,0,15.3,0,123.06,74.53,11.17,11.53,2.71,0,10.36,588.17,39.16,0,0,0,0,0,0

23,05:30-05:45,40.6,0,0,0,95.4,0,0,0,0,0,0,0,0,0,0,0,0,0,30.32,31.02,0,1.57,35.23,0,52.13,20.16,246.1,10.89,0,58.67,2.13,0,0,45.87,50.67,0,0,0,123.67,149.37,0,117.96,6.32,14.54,13.02,0,0,0,0,43.94,0,0,3.89,0,37.45,99.08,0,0,15.3,0,123.06,74.53,11.17,11.26,2.71,0,10.36,587.2,39.16,0,0,0,0,0,0

24,05:45-06:00,40.6,0,0,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,37.11,31.02,0,1.57,35.23,0,52.13,20.16,297.88,52.44,0,58.67,2.13,0,0,45.87,50.67,0,0,0,123.67,149.37,0,117.96,6.32,14.54,13.02,0,0,0,0,43.94,0,0,3.89,0,37.45,99.08,0,0,15.3,0,123.06,74.53,11.17,10.83,2.71,0,10.36,588.76,39.16,0,0,0,0,0,0

25,06:00-06:15,40.6,0,0,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,41.6,31.02,0,1.57,35.23,0,52.13,20.16,386.63,52.44,0,58.67,2.13,0,0,45.87,50.67,0,0,0,123.67,149.37,0,117.96,6.32,14.54,13.02,0,0,0,0,43.94,0,0,3.89,0,37.45,99.08,0,0,17.45,0,123.06,74.53,11.17,10.69,2.71,0,10.36,627.53,39.16,0,0,0,0,0,0

26,06:15-06:30,40.6,0,0,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,41.72,31.02,0,1.57,35.23,0,52.13,20.16,386.63,52.44,0,58.67,2.13,0,0,45.87,50.67,0,0,0,123.67,149.37,0,117.96,6.32,14.54,13.02,0,0,0,0,43.94,0,0,3.89,0,37.45,99.08,0,0,17.46,0,123.06,74.53,11.17,10.69,2.71,0,10.36,627.53,39.16,0,0,0,0,0,0

27,06:30-06:45,40.6,0,0,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,41.72,33.18,0,1.57,20.04,0,52.13,20.16,385.26,52.44,0,58.67,2.13,0,0,45.87,50.67,0,0,0,123.67,149.37,0,117.96,6.32,14.54,13.02,0,0,0,0,43.94,0,0,3.89,0,37.45,99.08,0,0,17.46,0,123.06,74.53,11.17,10.83,2.71,0,10.36,642.07,39.16,0,0,0,0,0,0

28,06:45-07:00,40.6,0,0,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,41.72,33.18,0,1.57,20.04,0,52.13,20.16,385.26,52.44,0,58.67,2.13,0,0,45.87,50.67,0,0,0,123.67,149.37,0,117.96,6.32,14.54,13.02,0,0,0,0,43.94,0,0,3.89,0,37.45,99.08,0,0,17.46,0,123.06,74.53,11.17,10.96,2.71,0,10.36,640.13,39.16,0,0,0,0,0,0

29,07:00-07:15,40.6,0,0,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,30.32,33.18,0,1.57,20.04,0,52.13,17.33,314.91,52.44,0,58.67,2.13,0,0,45.87,50.67,0,0,0,123.67,149.37,0,117.96,6.32,14.54,13.02,0,0,0,0,43.94,0,0,3.89,0,37.45,99.08,0,0,15.3,0,123.06,74.53,11.17,11.26,2.71,0,10.36,588.76,39.16,0,0,0,0,0,0

30,07:15-07:30,40.6,0,0,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,30.32,33.18,0,1.57,20.04,0,52.13,20.16,268.39,8.17,0,58.67,2.13,0,0,45.87,50.67,0,0,0,123.67,149.37,0,117.96,6.32,14.54,13.02,0,0,0,0,43.94,0,0,3.89,0,37.45,99.08,0,0,15.3,0,123.06,74.53,11.17,11.4,2.71,0,10.36,588.76,39.16,0,0,0,0,0,0

31,07:30-07:45,40.6,0,0,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,30.32,48.68,0,1.57,20.04,0,52.13,20.16,246.1,3.82,0,58.67,2.13,0,0,45.87,50.67,0,0,0,123.67,149.37,0,117.96,6.32,14.54,13.02,0,0,0,0,43.94,0,0,3.89,0,37.45,99.08,0,0,15.3,0,123.06,74.53,11.17,11.4,2.71,0,10.36,588.76,39.16,0,0,0,0,0,0

32,07:45-08:00,40.6,0,0,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,30.32,48.68,0,1.57,20.04,0,52.13,20.16,246.1,3.82,0,58.67,2.13,0,0,45.87,50.67,0,0,0,123.67,149.37,0,117.96,6.32,14.54,13.02,0,0,0,0,43.94,0,0,3.89,0,37.45,99.08,0,0,15.3,0,123.06,74.53,11.17,11.4,2.71,0,10.36,588.76,39.16,0,0,0,0,0,0

33,08:00-08:15,33.96,0,0,0,83.87,0,0,0,0,0,0,0,0,0,0,0,0,0,30.32,40.66,0,1.57,20.04,0,52.13,17.69,246.1,14.98,0,58.67,2.13,0,0,45.87,50.67,0,0,0,123.67,149.37,0,117.96,6.32,14.54,13.02,0,0,0,0,43.94,0,0,3.53,0,37.45,99.08,0,0,15.3,0,123.06,74.53,11.17,11.53,2.71,0,10.36,588.76,39.16,0,0,0,0,0,0

34,08:15-08:30,33.96,0,0,0,83.87,0,0,0,0,0,0,0,0,0,0,0,0,0,30.32,40.66,0,1.57,20.04,0,52.13,17.17,246.1,14.98,0,58.67,2.13,0,0,45.87,50.67,0,0,0,123.67,149.37,0,117.96,6.32,14.54,13.02,0,0,0,0,43.94,0,0,2.36,0,37.45,99.08,0,0,15.3,0,123.06,74.53,11.17,11.53,2.71,0,10.36,584.29,39.16,0,0,0,0,0,0

35,08:30-08:45,33.96,0,0,0,83.87,0,0,0,0,0,0,0,0,0,0,0,0,0,30.32,34.24,0,1.57,20.04,0,52.13,17.17,246.1,3.82,0,58.67,2.13,0,0,45.87,50.67,0,0,0,123.67,149.37,0,117.96,6.32,14.54,13.02,0,0,0,0,43.94,0,0,2.36,0,37.45,99.08,0,0,15.3,0,123.06,74.53,11.17,11.53,2.71,0,10.36,557.15,39.16,0,0,0,0,0,0

36,08:45-09:00,33.96,0,0,0,83.87,0,0,0,0,0,0,0,0,0,0,0,0,0,30.32,34.24,0,1.57,20.04,0,52.13,17.17,246.1,3.82,0,58.67,2.13,0,0,45.87,50.67,0,0,0,123.67,149.37,0,117.96,6.32,14.54,13.02,0,0,0,0,43.94,0,0,2.36,0,37.45,99.08,0,0,15.3,0,123.06,74.53,11.17,11.68,2.71,0,10.36,531.96,39.16,0,0,0,0,0,0

37,09:00-09:15,40.6,0,0,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,30.32,26.75,0,1.57,25.78,0,52.13,17.17,246.1,3.82,0,58.67,2.13,0,0,45.87,50.67,0,0,0,123.67,149.37,0,117.96,6.32,14.54,13.02,0,0,0,0,43.94,0,0,2.36,0,28.09,99.08,0,0,15.3,0,123.06,74.53,11.17,11.83,2.71,0,10.36,522.26,39.16,0,0,0,0,0,0

38,09:15-09:30,40.6,0,0,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,30.32,26.75,0,1.57,25.78,0,52.13,17.17,246.1,3.82,0,58.67,2.13,0,0,45.87,50.67,0,0,0,123.67,149.37,0,117.96,6.32,14.54,13.02,0,0,0,0,43.94,0,0,2.36,0,28.09,99.08,0,0,15.3,0,123.06,74.53,11.17,11.83,2.71,0,10.36,526.14,39.16,0,0,0,0,0,0

39,09:30-09:45,40.6,0,0,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,30.32,34.24,0,1.57,24.35,0,52.13,17.17,246.1,3.82,0,58.67,2.13,0,0,45.87,50.67,0,0,0,123.67,149.37,0,117.96,6.32,14.54,13.02,0,0,0,0,43.94,0,0,2.36,0,28.09,99.08,0,0,15.3,0,123.06,74.53,11.17,11.08,2.71,0,10.36,522.26,39.16,0,0,0,0,0,0

40,09:45-10:00,40.6,0,0,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,30.32,34.24,0,1.57,24.35,0,52.13,20.16,246.1,3.82,0,58.67,2.13,0,0,45.87,50.67,0,0,0,123.67,149.37,0,117.96,6.32,14.54,13.02,0,0,0,0,43.94,0,0,2.36,0,28.09,99.08,0,0,15.3,0,123.06,74.53,11.17,10.71,2.71,0,10.36,527.11,39.16,0,0,0,0,0,0

41,10:00-10:15,40.6,0,0,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,30.32,34.24,0,1.57,21.48,0,52.13,20.16,246.1,3.82,0,58.67,2.13,0,0,45.87,50.67,0,0,0,123.67,149.37,0,117.96,6.32,14.54,13.02,0,0,0,0,43.94,0,0,2.36,0,28.09,99.08,0,0,15.3,0,123.06,74.53,11.17,10.71,2.71,0,10.36,529.05,39.16,0,0,0,0,0,0

42,10:15-10:30,40.6,0,0,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,30.32,34.24,0,1.57,21.48,0,52.13,20.16,246.1,3.82,0,58.67,2.13,0,0,45.87,50.67,0,0,0,123.67,149.37,0,117.96,6.32,14.54,13.02,0,0,0,0,43.94,0,0,2.36,0,28.09,99.08,0,0,15.3,0,123.06,74.53,11.17,10.71,2.71,0,10.36,534.86,39.16,0,0,0,0,0,0

43,10:30-10:45,40.6,0,0,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,30.32,48.68,0,1.57,21.48,0,52.13,20.16,246.1,3.82,0,58.67,2.13,0,0,45.87,50.67,0,0,0,123.67,149.37,0,117.96,6.32,14.54,13.02,0,0,0,0,43.94,0,0,2.36,0,28.09,99.08,0,0,15.3,0,123.06,74.53,11.17,10.71,2.71,0,10.36,541.65,39.16,0,0,0,0,0,0

44,10:45-11:00,40.6,0,0,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,30.32,48.68,0,1.57,21.48,0,52.13,20.16,246.1,3.82,0,58.67,2.13,0,0,45.87,50.67,0,0,0,123.67,149.37,0,117.96,6.32,14.54,13.02,0,0,0,0,43.94,0,0,2.36,0,28.09,99.08,0,0,15.3,0,123.06,74.53,11.17,10.71,2.71,0,10.36,548.43,39.16,0,0,0,0,0,0

45,11:00-11:15,40.6,0,0,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,30.32,34.24,0,1.57,21.48,0,52.13,20.16,246.1,3.82,0,58.67,2.13,0,0,45.87,50.67,0,0,0,123.67,149.37,0,117.96,6.32,14.54,13.02,0,0,0,0,43.94,0,0,2.36,0,28.09,99.08,0,0,15.3,0,123.06,74.53,11.17,13.39,2.71,0,10.36,558.12,39.16,0,0,0,0,0,0

46,11:15-11:30,40.6,0,0,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,30.32,26.75,0,1.57,21.48,0,52.13,17.17,246.1,3.82,0,58.67,2.13,0,0,45.87,37.73,0,0,0,123.67,149.37,0,117.96,6.32,14.54,13.02,0,0,0,0,43.94,0,0,2.36,0,28.09,99.08,0,0,15.3,0,123.06,74.53,11.17,13.39,2.71,0,10.36,573.63,39.16,0,0,0,0,0,0

47,11:30-11:45,40.6,0,0,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,30.32,26.75,0,1.57,21.48,0,52.13,17.17,246.1,3.82,0,58.67,2.13,0,0,45.87,37.73,0,0,0,123.67,149.37,0,117.96,6.32,14.54,13.02,0,0,0,0,43.94,0,0,2.36,0,28.09,99.08,0,0,15.3,0,123.06,74.53,4.97,13.39,2.71,0,10.36,582.35,39.16,0,0,0,0,0,0

48,11:45-12:00,40.6,0,0,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,30.32,26.75,0,1.57,21.48,0,52.13,17.17,246.1,3.82,0,58.67,2.13,0,0,45.87,37.73,0,0,0,123.67,149.37,0,117.96,6.32,14.54,13.02,0,0,0,0,43.94,0,0,2.36,0,28.09,99.08,0,0,15.3,0,123.06,74.53,3.73,13.39,2.71,0,10.36,587.2,39.16,0,0,0,0,0,0

49,12:00-12:15,40.6,0,0,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,30.32,34.24,0,1.57,21.48,0,52.13,17.17,246.1,3.82,0,58.67,2.66,0,0,45.87,37.73,0,0,0,123.67,149.37,0,117.96,0,14.54,13.02,0,0,0,0,43.94,0,0,2.36,0,28.09,123.84,0,0,15.3,0,123.06,74.53,3.73,13.39,2.71,0,10.36,583.32,39.16,0,0,0,0,0,0

50,12:15-12:30,40.6,0,0,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,30.32,48.68,0,1.57,21.48,0,52.13,17.17,246.1,3.82,0,58.67,2.66,0,0,45.87,37.73,0,0,0,123.67,149.37,0,117.96,0,14.54,13.02,0,0,0,0,43.94,0,0,2.36,0,28.09,123.84,0,0,15.3,0,123.06,74.53,11.42,13.39,2.71,0,10.36,579.45,39.16,0,0,0,0,0,0

51,12:30-12:45,40.6,0,0,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,30.32,40.66,0,1.57,21.48,0,52.13,17.17,246.1,3.82,0,58.67,2.66,0,0,45.87,37.73,0,0,0,123.67,149.37,0,117.96,0,14.54,13.02,0,0,0,0,43.94,0,0,2.36,0,28.09,123.84,0,0,15.3,0,123.06,74.53,11.42,13.39,2.71,0,10.36,572.66,39.16,0,0,0,0,0,0

52,12:45-13:00,40.6,0,0,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,30.32,40.66,0,1.57,21.48,0,52.13,17.17,246.1,3.82,0,58.67,2.66,0,0,45.87,37.73,0,0,0,123.67,149.37,0,117.96,0,14.54,13.02,0,0,0,0,43.94,0,0,2.36,0,28.09,123.84,0,0,15.3,0,123.06,74.53,11.42,13.39,2.71,0,10.36,564.91,39.16,0,0,0,0,0,0

53,13:00-13:15,40.6,0,0,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,30.32,40.66,0,1.57,21.48,0,52.13,17.17,246.1,3.82,0,58.67,2.66,0,0,45.87,37.73,0,0,0,123.67,149.37,0,117.96,0,14.54,13.02,0,0,0,0,43.94,0,0,2.36,0,28.09,123.84,0,0,15.3,0,123.06,74.53,11.42,13.39,2.71,0,10.36,553.28,39.16,0,0,0,0,0,0

54,13:15-13:30,40.6,0,0,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,30.32,40.66,0,1.57,21.48,0,52.13,17.17,246.1,3.82,0,58.67,2.66,0,0,45.87,37.73,0,0,0,123.67,149.37,0,117.96,0,14.54,13.02,0,0,0,0,43.94,0,0,2.36,0,28.09,123.84,0,0,15.3,0,123.06,74.53,11.42,13.39,2.71,0,10.36,555.22,39.16,0,0,0,0,0,0

55,13:30-13:45,40.6,0,0,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,30.32,26.75,0,1.57,22.92,0,52.13,17.17,246.1,3.82,0,58.67,2.66,0,0,45.87,37.73,0,0,0,123.67,149.37,0,117.96,0,14.54,13.02,0,0,0,0,43.94,0,0,2.36,0,28.09,123.84,0,0,15.3,0,123.06,74.53,11.42,11.97,2.71,0,10.36,566.85,39.16,0,0,0,0,0,0

56,13:45-14:00,40.6,0,0,0,95.82,0,0,0,0,0,0,0,0,0,0,0,0,0,30.32,26.75,0,1.57,22.92,0,52.13,17.17,246.1,3.82,0,58.67,2.66,0,0,45.87,37.73,0,0,0,123.67,149.37,0,117.96,0,14.54,13.02,0,0,0,0,43.94,0,0,2.36,0,28.09,123.84,0,0,15.3,0,123.06,74.53,11.42,11.97,2.71,0,10.36,581.38,39.16,0,0,0,0,0,0

