Column1,Block,GNA/NR/2024/12/01/1766,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/2024/24146/A/44999,NR/2024/24097/A/45003,GNA/WR/2024/10/15/7089,GNA/WR/2024/11/01/4200,NR/2024/24088/A/45005,WR/2024/25054/A/45181,GNA/SR/2024/12/01/6968,GNA/NR/2024/12/01/1475,NR/2024/24060/A/45178,GNA/NR/2024/12/01/1899,GNA/NR/2024/12/01/3428,GNA/NR/2024/12/01/1599,NR/30092023/31122025/SH-07,GNA/NR/2024/12/01/2197,GNA/NR/2024/12/01/7739,NR/30092023/26122029/SH-06,NR/2024/24052/A/45012,NR/2024/24051/A/45014,NR/2024/23952/A/44994,NR/2024/24071/A/45008,NR/2024/24203/C,NR/2024/24202/C,Total
40,09:45-10:00,28.85,1.92,5.77,7.69,0,0,4.81,0,150,28.85,28.85,8.66,8.66,0,0,28.85,0,0,2.89,0,0.82,3.85,30.77,22.12,363.36000000000007

41,10:00-10:15,28.85,1.92,5.77,7.69,0,0,4.81,0,150,28.85,28.85,8.66,8.66,0,0,28.85,0,0,2.89,0,0.82,4.81,30.77,22.12,364.32000000000005

42,10:15-10:30,28.85,1.92,5.77,7.69,0,0,4.81,0,150,28.85,28.85,8.66,8.66,0,0,28.85,0,0,2.89,0,0.82,4.81,30.77,22.12,364.32000000000005

43,10:30-10:45,28.85,1.92,5.77,7.69,0,0,4.81,0,150,28.85,28.85,8.66,8.66,0,0,28.85,0,0,2.89,0,0.82,4.81,45.68,7.21,364.32000000000005

44,10:45-11:00,28.85,1.92,5.77,7.69,0,0,4.81,0,150,28.85,28.85,8.66,8.66,0,0,28.85,0,0,2.89,0,0.82,4.81,48.37,4.52,364.32000000000005

45,11:00-11:15,25.97,1.84,5.77,7.69,0,0,0,0,150,25.97,28.85,8.66,8.66,0,0,25.97,0,0,3.85,0,0.82,6.73,50.78,2.12,353.68000000000006

46,11:15-11:30,25.97,1.84,5.77,7.69,0,0,0,0,150,25.97,28.85,8.66,8.66,0,0,25.97,0,0,3.85,0,0.82,6.73,52.8,0.1,353.68000000000006

47,11:30-11:45,25.97,1.84,5.77,7.69,0,0,0,0,150,25.97,28.85,8.66,8.66,0,0,25.97,0,0,3.85,0,0.82,6.73,50.87,2.02,353.67

48,11:45-12:00,25.97,1.84,5.77,7.69,0,0,0,0,150,25.97,28.85,8.66,8.66,0,0,25.97,0,0,3.85,0,0.82,6.73,30.77,22.12,353.67

49,12:00-12:15,25.97,1.84,5.77,7.69,0,0,0,0,150,25.97,28.85,8.66,8.66,0,0,25.97,0,0,3.85,0,0.82,6.73,13.46,39.43,353.67

50,12:15-12:30,25.97,1.84,5.77,7.69,0,0,0,0,150,25.97,28.85,8.66,8.66,0,0,25.97,0,0,3.85,0,0.82,6.73,37.79,15.1,353.6700000000001

51,12:30-12:45,25.97,1.84,5.77,7.69,0,0,0,0,150,25.97,28.85,8.66,8.66,0,0,25.97,0,0,3.85,0,0.82,6.73,31.35,21.54,353.6700000000001

52,12:45-13:00,25.97,1.84,5.77,7.69,0,0,0,0,150,25.97,28.85,8.66,8.66,0,0,25.97,0,0,3.85,0,0.82,6.73,31.26,21.64,353.68

53,13:00-13:15,25.97,1.84,5.77,7.69,0,0,0,0,150,25.97,28.85,8.66,8.66,0,0,25.97,0,0,3.85,0,0.77,5.77,13.46,39.43,352.65999999999997

54,13:15-13:30,25.97,1.84,5.77,7.69,0,0,0,0,150,25.97,28.85,8.66,8.66,0,0,25.97,0,0,3.85,0,0.77,5.77,13.46,39.43,352.65999999999997

55,13:30-13:45,25.97,1.84,5.77,7.69,0,0,0,0,150,25.97,28.85,8.66,8.66,0,0,25.97,0,0,3.85,0,0.77,5.77,13.46,39.43,352.65999999999997

56,13:45-14:00,25.97,1.84,5.77,7.69,0,0,0,0,150,25.97,28.85,8.66,8.66,0,0,25.97,0,0,3.85,0,0.77,5.77,13.46,39.43,352.65999999999997

57,14:00-14:15,25.97,1.84,5.77,7.69,0,0,0,0,150,25.97,28.85,8.66,8.66,0,0,25.97,0,0,3.85,0,0.77,4.81,30.77,22.12,351.7

58,14:15-14:30,25.97,1.84,5.77,7.69,0,0,0,0,150,25.97,28.85,8.66,8.66,0,0,25.97,0,0,3.85,0,0.77,4.81,41.45,11.44,351.7

59,14:30-14:45,25.97,1.84,5.77,7.69,0,0,0,0,150,25.97,28.85,8.66,8.66,0,0,25.97,0,0,3.85,0,0.77,4.81,30.77,22.12,351.7

60,14:45-15:00,25.97,1.84,5.77,7.69,0,0,0,0,150,25.97,28.85,8.66,8.66,0,0,25.97,0,0,3.85,0,0.77,4.81,39.91,12.98,351.70000000000005

61,15:00-15:15,25.97,1.92,5.77,7.69,0,0,0,0,150,25.97,28.85,8.66,8.66,0,0,25.97,0,0,3.85,0,0.63,4.81,30.77,22.12,351.64000000000004

62,15:15-15:30,25.97,1.92,5.77,7.69,0,0,0,0,150,25.97,28.85,8.66,8.66,0,0,25.97,0,0,3.85,0,0.63,4.81,32.41,20.48,351.6400000000001

63,15:30-15:45,31.74,1.92,5.77,7.69,0,0,0,0,150,31.74,28.85,8.66,8.66,0,0,31.74,0,0,3.85,0,0.63,4.81,28.27,24.62,368.9500000000001

64,15:45-16:00,31.74,1.92,5.77,7.69,0,0,0,0,150,31.74,28.85,8.66,8.66,0,0,31.74,0,0,3.85,0,0.63,4.81,24.14,22.89,363.0900000000001

65,16:00-16:15,31.74,1.92,5.77,7.69,0,0,0,0,150,31.74,28.85,8.66,8.66,0,0,31.74,0,0,3.85,0,0.48,2.89,19.91,26.83,360.73000000000013

66,16:15-16:30,31.74,1.92,5.77,7.69,0,0,0,0,150,31.74,28.85,8.66,8.66,0,0,31.74,0,0,3.85,0,0.48,2.89,15.77,18.95,348.7100000000001

67,16:30-16:45,36.54,1.92,5.77,7.69,0,0,0,0,150,36.54,28.85,9.62,9.62,0,0,36.54,0,0,3.85,0,0.48,2.89,11.83,11.83,353.97

68,16:45-17:00,36.54,1.92,5.77,7.69,0,0,0,0,150,36.54,28.85,9.62,9.62,0,0,36.54,0,0,3.85,0,0.48,2.89,8.17,8.66,347.1400000000001

69,17:00-17:15,37.51,1.92,5.77,7.69,0,0,3.85,0,150,37.51,28.85,12.5,12.5,0,0,37.51,0,0,3.85,0,0.48,0.96,0,0,340.90000000000003

70,17:15-17:30,37.51,1.92,5.77,7.69,0,0,3.85,0,150,37.51,28.85,12.5,12.5,0,0,37.51,0,0,3.85,0,0.48,0.96,0,0,340.90000000000003

71,17:30-17:45,37.51,1.92,5.77,7.69,0,0,3.85,0,150,37.51,28.85,12.5,12.5,0,0,37.51,0,0,3.85,0,0.48,0.96,0,0,340.90000000000003

72,17:45-18:00,37.51,1.92,5.77,7.69,0,0,3.85,0,150,37.51,28.85,12.5,12.5,0,0,37.51,0,0,3.85,0,0.48,0.96,0,0,340.90000000000003

73,18:00-18:15,37.51,1.92,5.77,7.69,150,50,3.85,38.47,150,37.51,28.85,12.5,12.5,0,0,37.51,0,0,3.85,0,0.53,0,0,0,578.46

74,18:15-18:30,37.51,1.92,5.77,7.69,150,50,3.85,38.47,150,37.51,28.85,12.5,12.5,0,0,37.51,0,0,3.85,0,0.53,0,0,0,578.46

75,18:30-18:45,37.51,1.92,5.77,7.69,150,50,3.85,38.47,150,37.51,28.85,12.5,12.5,0,0,37.51,0,0,3.85,0,0.53,0,0,0,578.46

76,18:45-19:00,37.51,1.92,5.77,7.69,150,50,3.85,38.47,150,37.51,28.85,12.5,12.5,0,0,37.51,0,0,3.85,0,0.53,0,0,0,578.46

77,19:00-19:15,37.51,1.92,5.77,7.69,150,50,3.85,38.47,150,37.51,28.85,8.66,8.66,0,0,37.51,0,0,3.85,0,0.53,0,0,0,570.78

78,19:15-19:30,37.51,1.92,5.77,7.69,150,50,3.85,38.47,150,37.51,28.85,8.66,8.66,0,0,37.51,0,0,3.85,0,0.53,0,0,0,570.78

79,19:30-19:45,37.51,1.92,5.77,7.69,150,50,3.85,38.47,150,37.51,28.85,8.66,8.66,0,0,37.51,0,0,3.85,0,0.53,0,0,0,570.78

80,19:45-20:00,37.51,1.92,5.77,7.69,150,50,3.85,38.47,150,37.51,28.85,8.66,8.66,0,0,37.51,0,0,3.85,0,0.53,0,0,0,570.78

81,20:00-20:15,34.62,1.92,5.77,7.69,250,50,3.85,38.47,150,34.62,28.85,8.66,8.66,0,0,34.62,0,0,3.85,0,0.53,0,0,0,662.11

82,20:15-20:30,34.62,1.92,5.77,7.69,250,50,3.85,38.47,150,34.62,28.85,8.66,8.66,0,0,34.62,0,0,3.85,0,0.53,0,0,0,662.11

83,20:30-20:45,34.62,1.92,5.77,7.69,250,50,3.85,38.47,150,34.62,28.85,8.66,8.66,0,0,34.62,0,0,3.85,0,0.53,0,0,0,662.11

84,20:45-21:00,34.62,1.92,5.77,7.69,250,50,3.85,38.47,150,34.62,28.85,8.66,8.66,0,0,34.62,0,0,3.85,0,0.53,0,0,0,662.11

85,21:00-21:15,31.74,1.92,5.77,7.69,250,50,3.85,38.47,150,31.74,28.85,8.66,8.66,0,0,31.74,0,0,3.85,0,0.53,0,0,0,653.47

86,21:15-21:30,31.74,1.92,5.77,7.69,250,50,3.85,38.47,150,31.74,28.85,8.66,8.66,0,0,31.74,0,0,3.85,0,0.53,0,0,0,653.47

87,21:30-21:45,31.74,1.92,5.77,7.69,250,50,3.85,38.47,150,31.74,28.85,8.66,8.66,0,0,31.74,0,0,3.85,0,0.53,0,0,0,653.47

88,21:45-22:00,31.74,1.92,5.77,7.69,250,50,3.85,38.47,150,31.74,28.85,8.66,8.66,0,0,31.74,0,0,3.85,0,0.53,0,0,0,653.47

89,22:00-22:15,25.97,1.84,5.77,7.69,250,50,0.96,38.47,150,25.97,28.85,8.66,8.66,95.13,0,25.97,31.71,0,2.89,0,0.48,0,0,0,759.02

90,22:15-22:30,25.97,1.84,5.77,7.69,250,50,0.96,38.47,150,25.97,28.85,8.66,8.66,95.13,0,25.97,31.71,0,2.89,0,0.48,0,0,0,759.02

91,22:30-22:45,25.97,1.84,5.77,7.69,250,50,0.96,38.47,150,25.97,28.85,8.66,8.66,95.13,0,25.97,31.71,0,2.89,0,0.48,0,0,0,759.02

92,22:45-23:00,25.97,1.84,5.77,7.69,250,50,0.96,38.47,150,25.97,28.85,8.66,8.66,95.13,0,25.97,31.71,0,2.89,0,0.48,0,0,0,759.02

93,23:00-23:15,25.97,1.84,5.77,7.69,250,50,0.96,38.47,150,25.97,28.85,8.66,8.66,95.13,0,25.97,31.71,0,2.89,0,0.43,0,0,0,758.9699999999999

94,23:15-23:30,25.97,1.84,5.77,7.69,250,50,0.96,38.47,150,25.97,28.85,8.66,8.66,95.13,0,25.97,31.71,0,2.89,0,0.43,0,0,0,758.9699999999999

95,23:30-23:45,25.97,1.84,5.77,7.69,250,50,0.96,38.47,150,25.97,28.85,8.66,8.66,95.13,0,25.97,31.71,0,2.89,0,0.43,0,0,0,758.9699999999999

96,23:45-24:00,25.97,1.84,5.77,7.69,250,50,0.96,38.47,150,25.97,28.85,8.66,8.66,95.13,0,25.97,31.71,0,2.89,0,0.43,0,0,0,758.9699999999999

