Block,Time Block,BRBCL,CHAMERA1,BSIUL,CHAMERA3,CHAMERA2,DADRT2,DHAULIGNGA,FSTPP I & II,DULHASTI,JHAJJAR,KGSU1AND2,KGSU3AND4,KHSTPP-I,KHSTPP-II,TANDA2,TelanganaSTPP,TEHRI,KISHANGANGA,KKNP,KKNPPU2,KOLDAM,KOTESHWR,KUDGI,MAPS,NLCEXP,NJPC,NAPP,NLCIIST1,NLCIIST2,NLCTS2EXP,NNTPP,NTPL,PARBATI3,RAMPUR,RAPPC,RIHAND3,RAPPB,RIHAND2,RIHAND1,SASAN,RSTPSU1TO6,RSTPSU7,SALAL,SEWA2,SIMHST1,SIMHST2,SINGRAULI_HYDRO,SINGRAULI,TALA,TALST2,TANAKPUR,UNCHAHAR2,URI,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,URI2,UNCHAHAR3,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,ANTA_GF,DADRI_RF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
9,02:00-02:15,19.24,0,0,0,0,255.02,0,11.06,0,229.93,0,0,21.39,122.94,0,0,0,0,0,0,0,17.07,0,0,0,0,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.49,216.4,0,0,1.35,0,0,0,0,100.17,0,0,1.97,22.42,1.07,5.77,0,0,4.15,13.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

10,02:15-02:30,19.24,0,0,0,0,255.02,0,11.06,0,229.93,0,0,21.39,122.94,0,0,0,0,0,0,0,17.07,0,0,0,0,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.49,216.4,0,0,1.35,0,0,0,0,100.17,0,0,1.97,22.42,1.07,5.77,0,0,4.15,13.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

11,02:30-02:45,19.24,0,0,0,0,255.02,0,11.06,0,229.93,0,0,21.39,122.94,0,0,0,0,0,0,0,17.07,0,0,0,0,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.49,216.4,0,0,1.35,0,0,0,0.35,100.17,0,0,1.97,22.42,1.07,5.77,0,0,4.15,13.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

12,02:45-03:00,19.24,0,0,0,0,255.02,0,11.06,0,229.93,0,0,21.39,122.94,0,0,0,0,0,0,0,17.07,0,0,0,0,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.49,216.4,0,0,1.35,0,0,0,0.35,100.17,0,0,1.97,22.42,1.07,5.77,0,0,4.15,13.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

13,03:00-03:15,19.24,0,0,0,0,255.02,0,11.06,0,229.93,0,0,21.39,122.94,0,0,0,0,0,0,0,17.07,0,0,0,0,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.49,216.4,0,0,1.35,0,0,0,0.35,100.17,0,0,1.97,22.42,1.07,5.77,0,0,4.15,13.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

14,03:15-03:30,19.24,0,0,0,0,255.02,0,11.06,0,229.93,0,0,21.39,122.94,0,0,0,0,0,0,0,17.07,0,0,0,0,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.49,216.4,0,0,1.35,0,0,0,0.35,100.17,0,0,1.97,22.42,1.07,5.77,0,0,4.15,13.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

15,03:30-03:45,19.24,0,0,0,0,255.02,0,11.06,0,229.93,0,0,21.39,122.94,0,0,0,0,0,0,0,17.07,0,0,0,0,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.49,216.4,0,0,1.35,0,0,0,0.35,100.17,0,0,1.97,22.42,1.07,5.77,0,0,4.15,13.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,19.24,0,0,0,0,255.02,0,11.06,0,229.93,0,0,21.39,122.94,0,0,0,0,0,0,0,17.07,0,0,0,0,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.49,216.4,0,0,1.35,0,0,0,0.35,100.17,0,0,1.97,22.42,1.07,5.77,0,0,4.15,13.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,19.24,0,0,0,0,255.02,0,11.06,0,229.93,0,0,21.39,122.94,0,0,14.6,0,0,0,0,17.07,0,0,0,0,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.49,216.4,0,0,1.35,0,0,0,0.35,100.17,0,0,1.97,22.42,1.07,5.77,0,0,4.15,13.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,19.24,0,0,0,0,255.02,0,11.06,0,229.93,0,0,21.39,122.94,0,0,14.6,0,0,0,0,17.07,0,0,0,0,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.49,216.4,0,0,1.35,0,0,0,0.35,100.17,0,0,1.97,22.42,1.07,5.77,0,0,4.15,13.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,19.24,0,0,0,0,264.63,0,11.06,0,229.93,0,0,21.39,122.94,0,0,14.6,0,0,0,0,17.07,0,0,0,0,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.49,216.4,0,0,1.35,0,0,0,0.35,100.17,0,0,1.97,22.42,1.07,5.77,0,0,4.15,13.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,19.24,0,0,0,0,331.96,0,11.06,0,229.93,0,0,21.39,122.94,0,0,14.6,0,0,0,0,17.07,0,0,0,0,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.49,216.4,0,0,1.35,0,0,0,0.35,100.17,0,0,1.97,22.42,1.07,5.77,0,0,4.15,13.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,19.24,0,0,0,0,360.81,0,12.76,0,229.93,0,0,21.39,142.63,0,0,14.6,0,0,0,0,17.07,0,0,0,18.22,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.49,216.4,0,0,8.94,0,0,0,0.35,100.17,0,0,1.97,22.42,1.07,5.77,0,0,4.15,13.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,19.24,0,0,0,0,360.81,0,13.25,0,229.93,0,0,21.39,142.63,0,0,29.21,0,0,0,0,17.07,0,0,0,18.22,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.49,216.4,0,0,40.23,0,0,0,0.35,100.17,0,0,1.97,22.42,1.07,5.77,0,0,4.15,13.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,19.24,0,0,0,0,418.52,0,17.24,0,251.68,0,0,27.92,142.63,0,0,29.21,0,0,0,0,17.07,0,0,0,18.22,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.49,216.4,0,0,40.23,0,0,0,0.35,100.17,0,0,1.97,31.81,1.07,6.86,0,0,4.15,20.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,19.24,0,0,0,0,476.23,0,17.24,0,251.68,0,0,27.92,142.63,0,0,29.21,0,0,0,0,17.07,0,0,0,44.99,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.49,216.4,0,0,40.23,0,0,0,0.35,100.17,0,0,1.97,35.14,1.07,8.52,0,0,4.15,21.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,19.24,0,0,0,0,572.41,0,17.24,0,307.47,0,0,32.11,142.63,0,0,43.81,0,0,0,0,17.07,0,0,0,67.49,42.12,0,0,0,0,0,3.67,0,51.38,119.58,0,114.22,88.49,216.4,0,0,40.23,0,0,0,0.35,100.17,0,0,0,35.14,1.07,8.52,0,0,4.15,21.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

26,06:15-06:30,19.24,0,0,0,2.56,629.75,0,20.01,15.85,365.18,0,0,32.4,142.63,0,0,43.81,0,0,0,0,17.07,0,0,0,67.49,42.12,0,0,0,0,0,15.91,0,51.38,119.58,0,114.22,88.49,216.4,0,0,40.23,0,0,0,0.35,100.17,0,0,0,40.64,1.07,9.74,0,0,4.15,24.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

27,06:30-06:45,19.24,13.51,2.12,9.31,5.13,656.71,7.62,17.51,31.7,414.8,0,0,32.4,142.63,0,0,43.81,0,0,0,0,17.07,0,0,0,89.99,42.12,0,0,0,0,0,15.91,0,51.38,119.58,0,114.22,88.49,216.4,0,0,40.23,0,0,0,0.35,100.17,0,0,0,40.77,1.07,9.89,0,0,4.15,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

28,06:45-07:00,19.24,26.98,12.54,18.64,25.33,656.71,26.36,17.51,31.7,418.05,0,0,32.4,142.63,0,0,58.41,0,0,0,0,17.07,0,0,0,89.99,42.12,0,0,0,0,0,15.91,0,51.38,119.58,0,114.22,88.49,216.4,0,0,8.94,7.6,0,0,0.35,100.17,0,0,0,40.77,1.07,9.89,0,0,4.15,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

29,07:00-07:15,19.24,26.98,12.54,18.64,25.33,656.71,26.36,17.51,31.7,418.05,0,0,32.4,142.63,0,0,58.41,0,0,0,0,17.07,0,0,0,89.99,42.12,0,0,0,0,0,15.91,0,51.38,119.58,0,114.22,88.49,216.4,0,0,1.35,7.6,0,0,0.35,100.17,0,0,0,40.77,1.07,9.89,0,0,4.15,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

30,07:15-07:30,19.24,26.98,12.54,18.64,25.33,656.71,26.36,17.51,31.7,418.05,0,0,32.4,142.63,0,0,58.41,0,0,0,0,17.07,0,0,0,89.99,42.12,0,0,0,0,0,15.91,0,51.38,119.58,0,114.22,88.49,216.4,0,0,1.35,7.6,0,0,0.35,100.17,0,0,0,40.77,1.07,9.89,0,0,4.15,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

31,07:30-07:45,19.24,26.98,12.54,18.64,25.33,656.71,26.36,17.51,31.7,418.05,0,0,32.4,142.63,0,0,58.41,0,0,0,0,17.07,0,0,0,89.99,42.12,0,0,0,0,0,15.91,0,51.38,119.58,0,114.22,88.49,226.14,0,0,1.35,7.88,0,0,0.35,100.17,0,0,0,40.77,1.07,9.89,0,0,4.15,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

32,07:45-08:00,19.24,26.98,12.54,18.64,25.33,656.71,26.36,17.51,31.7,418.05,0,0,32.4,142.63,0,0,58.41,0,0,0,0,17.07,0,0,0,89.99,42.12,0,0,0,0,0,3.43,0,51.38,119.58,0,114.22,88.49,245.61,0,0,1.35,7.88,0,0,0.35,100.17,0,0,0,40.77,3.18,9.89,0,0,4.15,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

33,08:00-08:15,19.24,26.98,12.54,18.64,25.33,656.71,15.31,17.51,31.7,418.05,0,0,32.4,142.63,0,0,58.41,0,0,0,0,17.07,0,0,0,89.99,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.49,265.09,0,0,1.35,7.88,0,0,0.35,100.17,0,0,0,40.77,25.48,9.89,0,0,4.15,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

34,08:15-08:30,19.24,26.98,2.12,9.31,3.21,656.71,15.31,17.51,15.85,418.05,0,0,32.4,142.63,0,0,58.41,0,0,0,0,17.07,0,0,0,89.99,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.49,284.57,0,0,1.35,7.88,0,0,0.35,100.17,0,0,0,40.77,25.48,9.89,0,0,4.15,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

35,08:30-08:45,19.24,13.51,0,0,0,656.71,15.31,17.51,15.85,418.05,0,0,32.4,142.63,0,0,58.41,0,0,0,0,17.07,0,0,0,89.99,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.49,304.04,0,0,1.35,0,0,0,0.35,100.17,0,0,0,40.77,25.48,9.89,0,0,4.15,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

36,08:45-09:00,19.24,13.51,0,0,0,656.71,7.62,17.51,15.85,418.05,0,0,32.4,142.63,0,0,58.41,0,0,0,0,17.07,0,0,0,67.49,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.49,323.52,0,0,1.35,0,0,0,0.35,100.17,0,0,0,40.77,3.71,9.89,0,0,4.15,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

37,09:00-09:15,19.24,0,0,0,0,656.71,0,17.51,15.85,418.05,0,0,32.4,142.63,0,0,58.41,0,0,0,0,17.07,0,0,0,38.26,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.49,341.91,0,0,1.35,0,0,0,0.35,100.17,0,0,0,40.77,2.13,9.89,0,0,4.15,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

38,09:15-09:30,19.24,0,0,0,0,656.71,0,17.51,15.85,418.05,0,0,32.4,142.63,0,0,58.41,0,0,0,0,17.07,0,0,0,38.26,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.49,346.25,0,0,1.35,0,0,0,0.35,100.17,0,0,0,40.77,2.13,9.89,0,0,4.15,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

39,09:30-09:45,19.24,0,0,0,0,656.71,0,17.51,15.85,418.05,0,0,32.4,142.63,0,0,43.81,0,0,0,0,17.07,0,0,0,38.26,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.49,346.25,0,0,1.35,0,0,0,0.35,100.17,0,0,0,40.77,2.13,9.89,0,0,4.15,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

40,09:45-10:00,19.24,0,0,0,0,618.85,0,17.51,15.85,418.05,0,0,32.4,142.63,0,0,43.81,0,0,0,0,17.07,0,0,0,20.04,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.49,346.25,0,0,1.35,0,0,0,0.35,100.17,0,0,0,40.77,2.13,9.89,0,0,4.15,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

41,10:00-10:15,19.24,0,0,0,0,476.23,0,17.51,0,397.45,0,0,32.4,142.63,0,0,43.81,0,0,0,0,8.53,0,0,0,0,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.49,346.25,0,0,1.35,0,0,0,0.35,100.17,0,0,0,40.77,3.71,9.89,0,0,10.35,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

42,10:15-10:30,19.24,0,0,0,0,428.14,0,17.51,0,373.44,0,0,32.4,142.63,0,0,43.81,0,0,0,0,8.53,0,0,0,0,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.49,346.25,0,0,1.35,0,0,0,0.35,100.17,0,0,0,40.77,25.48,9.89,0,0,10.35,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

43,10:30-10:45,19.24,0,0,0,0,380.05,0,17.51,0,336.32,0,0,32.4,142.63,0,0,29.21,0,0,0,0,8.53,0,0,0,0,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.49,346.25,0,0,1.35,0,0,0,0.35,111.77,0,0,0,40.77,25.48,9.89,0,0,10.35,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

44,10:45-11:00,19.24,0,0,0,0,360.81,0,17.51,0,307.47,0,0,32.4,142.63,0,0,29.21,0,0,0,0,8.53,0,0,0,0,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.49,346.25,0,0,1.35,0,0,0,0.35,116.74,0,0,0,40.77,25.48,9.89,0,0,10.35,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

45,11:00-11:15,19.24,0,0,0,0,360.81,0,17.51,0,238.79,0,0,32.4,142.63,0,0,29.21,0,0,0,0,8.53,0,0,0,0,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.49,346.25,0,0,1.35,0,0,0,0.35,118.91,0,0,0,40.77,3.18,9.89,0,0,10.35,25.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

46,11:15-11:30,19.24,0,0,0,0,360.81,0,17.51,0,238.79,0,0,32.4,142.63,0,0,29.21,0,0,0,0,8.53,0,0,0,0,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.49,346.25,0,0,1.35,0,0,0,0.35,119.02,0,0,0,35.14,1.07,8.52,0,0,10.35,21.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

47,11:30-11:45,19.24,0,0,0,0,360.81,0,17.51,0,231.09,0,0,32.4,142.63,0,0,29.21,0,0,0,0,8.53,0,0,0,0,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.49,354.06,0,0,1.35,0,0,0,0.35,120.42,0,0,5.54,30.56,1.07,6.96,0,0,4.15,19.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

48,11:45-12:00,19.24,0,0,0,0,360.81,0,17.51,0,231.09,0,0,32.4,142.63,0,0,29.21,0,0,0,0,8.53,0,0,0,0,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.49,364.88,0,0,1.35,0,0,0,0.35,122.51,0,0,5.54,30.56,1.07,6.96,0,0,4.15,19.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

49,12:00-12:15,19.24,0,0,0,0,360.81,0,14.44,0,231.09,0,0,32.4,142.63,0,0,14.6,0,0,0,0,8.53,0,0,0,0,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.49,375.7,0,0,1.35,0,0,0,0.35,100.17,0,0,5.54,36.12,1.07,8.34,0,0,4.15,22.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

50,12:15-12:30,19.24,0,0,0,0,283.87,0,13.18,0,231.09,0,0,32.4,142.63,0,0,14.6,0,0,0,0,8.53,0,0,0,0,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.49,378.71,0,0,1.35,0,0,0,0.35,100.17,0,0,5.54,36.18,1.07,8.34,0,0,4.15,22.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

51,12:30-12:45,19.24,0,0,0,0,261.32,0,13.18,0,231.09,0,0,32.4,142.63,0,0,14.6,0,0,0,0,8.53,0,0,0,0,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.49,378.71,0,0,1.35,0,0,0,0.35,113.09,0,0,5.54,36.18,1.07,8.34,0,0,4.15,22.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

52,12:45-13:00,19.24,0,0,0,0,255.02,0,13.18,0,231.09,0,0,32.4,142.63,0,0,0,0,0,0,0,8.53,0,0,0,0,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.49,378.71,0,0,1.35,0,0,0,0.35,113.8,0,0,5.54,36.18,1.07,8.34,0,0,4.15,22.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

53,13:00-13:15,19.24,0,0,0,0,255.02,0,11.65,0,229.93,0,0,28.98,142.63,0,0,0,0,0,0,0,8.53,0,0,0,0,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.49,378.71,0,0,1.35,0,0,0,0.35,113.8,0,0,1.72,27.89,1.07,6.88,0,0,4.15,18.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

54,13:15-13:30,19.24,0,0,0,0,255.02,0,11.65,0,229.93,0,0,28.98,142.63,0,0,0,0,0,0,0,8.53,0,0,0,0,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.49,378.71,0,0,1.35,0,0,0,0.35,114.52,0,0,1.72,27.89,1.07,6.88,0,0,4.15,18.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

55,13:30-13:45,19.24,0,0,0,0,255.02,0,11.65,0,229.93,0,0,22.45,113.66,0,0,0,0,0,0,0,8.53,0,0,0,0,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.49,378.71,0,0,1.35,0,0,0,0.35,114.52,0,0,0,27.89,1.07,6.88,0,0,4.15,18.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,19.24,0,0,0,0,255.02,0,11.65,0,229.93,0,0,22.45,113.66,0,0,0,0,0,0,0,8.53,0,0,0,0,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.49,378.71,0,0,1.35,0,0,0,0.35,114.88,0,0,0,27.89,1.07,6.88,0,0,4.15,18.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

57,14:00-14:15,19.24,0,0,0,0,255.02,0,11.65,0,229.93,0,0,22.45,113.66,0,0,14.6,0,0,0,0,8.53,0,0,0,0,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.49,378.71,0,0,1.35,0,0,0,0.35,114.88,0,0,0,27.89,1.07,6.88,0,0,4.15,18.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

58,14:15-14:30,19.24,0,0,0,0,255.02,0,11.65,0,229.93,0,0,22.45,113.66,0,0,14.6,0,0,0,0,8.53,0,0,0,0,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.49,378.71,0,0,1.35,0,0,0,0.35,114.88,0,0,0,27.89,1.07,6.88,0,0,4.15,18.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,19.24,0,0,0,0,255.02,0,11.65,0,229.93,0,0,22.45,113.66,0,0,28,0,0,0,0,8.53,0,0,0,0,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.29,378.71,0,0,1.35,0,0,0,0.37,114.88,0,0,0,27.89,1.07,6.88,0,0,4.15,18.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,19.24,0,0,0,0,331.96,0,11.65,0,229.93,0,0,22.45,113.66,0,0,28,0,0,0,0,8.53,0,0,0,0,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.29,378.71,0,0,1.35,0,0,0,0.37,114.88,0,0,0,27.89,1.07,6.88,0,0,4.15,18.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

61,15:00-15:15,19.24,0,0,0,0,360.81,0,11.65,0,229.93,0,0,22.45,113.66,0,0,28,0,0,0,0,8.53,0,0,0,0,42.12,0,0,0,0,0,0,0,51.38,119.58,0,114.22,88.49,378.71,0,0,1.35,0,0,0,0.37,114.88,0,0,0,27.89,1.07,6.88,0,0,4.15,18.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

