Block,Time,KGSU1AND2,KGSU3AND4,KISHANGANGA,KKNP,SIMHST2,UNCHAHAR1,UNCHAHAR3,URI2,CHAMERA2,CHAMERA3,FSTPP I & II,JHAJJAR,KHSTPP-II,KKNPPU2,RAPPB,SASAN,TALST2,TANAKPUR,UNCHAHAR4,VALLURNTECL,AURY_LF,DADRT2,KOLDAM,NAPP,NLCIIST1,RSTPSU7,DADRI_LF,CHAMERA1,DHAULIGNGA,RAMPUR,AURY_CRF,BRBCL,BSIUL,NLCTS2EXP,RIHAND1,RSTPSU1TO6,SINGRAULI,SINGRAULI_HYDRO,TALA,TANDA2,ANTA_GF,ANTA_RF,DADRI_RF,NLCIIST2,RAPPC,RIHAND2,SEWA2,TEHRI,ANTA_LF,DADRI_CRF,DADRI_GF,DULHASTI,NNTPP,PARBATI3,SALAL,TelanganaSTPP,UNCHAHAR2,URI,ANTA_CRF,AURY_GF,AURY_RF,KHSTPP-I,KOTESHWR,KUDGI,MAPS,NJPC,NLCEXP,NTPL,RIHAND3,SIMHST1
6,01:15-01:30,0,0,2.88,0,0,20.96,27.05,36.05,44.22,32.08,20.15,413.81,98.87,0,0,412.88,0,11.53,1.62,0,0,686.07,5.35,45.1,0,0,0,28.1,40.4,3.54,0,20.01,0,0,91.57,0,127.75,0,10.64,2.89,0,31.47,72.75,0,60.23,121.71,5.79,34.01,0,0,0,53.79,0,21.08,83.67,0,43.71,38.64,0,0,61.49,44.31,28.98,0,0,167.1,0,0,127.6,0

7,01:30-01:45,0,0,2.88,0,0,20.96,27.05,32.51,44.22,32.08,20.15,413.81,98.87,0,0,412.88,0,11.53,1.62,0,0,686.07,5.35,45.1,0,0,0,28.1,40.4,3.54,0,20.01,0,0,91.57,0,127.75,0,10.64,2.89,0,31.47,72.75,0,60.23,121.71,5.79,34.01,0,0,0,53.79,0,21.08,83.67,0,43.71,38.64,0,0,61.49,44.31,19.32,0,0,167.1,0,0,127.6,0

8,01:45-02:00,0,0,2.88,0,0,20.96,27.05,32.51,44.22,32.08,20.15,413.81,98.87,0,0,412.88,0,11.53,1.62,0,0,686.07,5.35,45.1,0,0,0,28.1,40.4,3.54,0,20.01,0,0,91.57,0,127.75,0,10.64,2.89,0,31.47,72.75,0,60.23,121.71,5.79,34.01,0,0,0,53.79,0,21.08,83.67,0,43.71,38.64,0,0,61.49,44.31,19.32,0,0,167.1,0,0,127.6,0

9,02:00-02:15,0,0,2.88,0,0,20.96,27.05,31.03,44.22,32.08,20.15,413.81,98.87,0,0,412.88,0,12.94,1.62,0,0,686.07,5.35,45.1,0,0,0,28.1,40.4,3.54,0,20.01,0,0,91.57,0,127.75,0,10.64,2.89,0,31.47,72.75,0,60.23,121.71,5.79,34.01,0,0,0,53.79,0,21.08,83.67,0,43.71,38.64,0,0,61.49,44.31,10.19,0,0,167.1,0,0,127.6,0

10,02:15-02:30,0,0,2.88,0,0,20.96,27.05,31.03,44.22,32.08,20.15,413.81,98.87,0,0,412.88,0,12.94,1.62,0,0,686.07,5.35,45.1,0,0,0,28.1,40.4,3.54,0,20.01,0,0,91.57,0,127.75,0,10.64,2.89,0,31.47,72.75,0,60.23,121.71,5.79,34.01,0,0,0,53.79,0,21.08,83.67,0,43.71,38.64,0,0,61.49,44.31,10.19,0,0,167.1,0,0,127.6,0

11,02:30-02:45,0,0,2.88,0,0,20.96,27.05,36.05,44.22,32.08,20.15,413.81,98.87,0,0,412.88,0,11.53,1.62,0,0,686.07,5.35,45.1,0,0,0,28.1,40.4,3.54,0,20.01,0,0,91.57,0,127.75,0,10.64,2.89,0,31.47,72.75,0,60.23,121.71,5.79,34.01,0,0,0,53.79,0,21.08,83.67,0,43.71,47.47,0,0,61.49,44.31,10.19,0,0,167.1,0,0,127.6,0

12,02:45-03:00,0,0,2.88,0,0,20.96,27.05,36.05,44.22,32.08,20.15,413.81,98.87,0,0,412.88,0,11.53,1.62,0,0,686.07,5.35,45.1,0,0,0,28.1,40.4,3.54,0,20.01,0,0,91.57,0,127.75,0,10.64,2.89,0,31.47,72.75,0,60.23,121.71,5.79,34.01,0,0,0,53.79,0,21.08,83.67,0,43.71,47.47,0,0,61.49,44.31,10.19,0,0,167.1,0,0,127.6,0

13,03:00-03:15,0,0,2.88,0,0,20.96,27.05,36.05,44.22,32.08,20.15,413.81,98.87,0,0,412.88,0,2.56,1.62,0,0,686.07,5.35,45.1,0,0,0,28.1,40.4,3.54,0,20.01,0,0,91.57,0,127.75,0,10.64,2.89,0,31.47,72.75,0,60.23,121.71,5.79,34.01,0,0,0,53.79,0,21.08,79.72,0,43.71,35.33,0,0,61.49,44.31,10.19,0,0,167.1,0,0,127.6,0

14,03:15-03:30,0,0,2.88,0,0,20.96,27.05,36.05,44.22,32.08,20.15,413.81,98.87,0,0,412.88,0,2.56,1.62,0,0,686.07,5.35,45.1,0,0,0,28.1,40.4,3.54,0,20.01,0,0,91.57,0,127.75,0,10.64,2.89,0,31.47,72.75,0,60.23,121.71,5.79,34.01,0,0,0,53.79,0,21.08,79.72,0,43.71,35.33,0,0,61.49,44.31,10.19,0,0,167.1,0,0,127.6,0

15,03:30-03:45,0,0,2.88,0,0,20.96,27.05,36.05,44.22,32.08,20.15,413.81,98.87,0,0,412.88,0,2.56,1.62,0,0,686.07,5.35,45.1,0,0,0,28.1,40.4,3.54,0,20.01,0,0,91.57,0,127.75,0,10.64,2.89,0,31.47,72.75,0,60.23,121.71,5.79,34.01,0,0,0,53.79,0,21.08,79.72,0,43.71,35.33,0,0,61.49,44.31,10.19,0,0,167.1,0,0,127.6,0

16,03:45-04:00,0,0,2.88,0,0,20.96,27.05,36.05,44.22,32.08,20.15,413.81,98.87,0,0,412.88,0,8.96,1.62,0,0,686.07,5.35,45.1,0,0,0,28.1,40.4,3.54,0,20.01,0,0,91.57,0,127.75,0,10.64,2.89,0,31.47,72.75,0,60.23,121.71,5.79,34.01,0,0,0,53.79,0,21.08,79.72,0,43.71,35.33,0,0,61.49,44.31,10.19,0,0,167.1,0,0,127.6,0

17,04:00-04:15,0,0,2.88,0,0,20.96,27.05,31.03,44.22,32.08,20.15,413.81,98.87,0,0,412.88,0,10.89,1.62,0,0,686.07,5.35,45.1,0,0,0,28.1,40.4,3.54,0,20.01,0,0,91.57,0,127.75,0,10.73,2.89,0,31.47,72.75,0,60.23,121.71,5.79,34.01,0,0,0,53.79,0,7.03,79.72,0,43.71,35.33,0,0,61.49,44.31,10.19,0,0,167.1,0,0,127.6,0

18,04:15-04:30,0,0,2.88,0,0,20.96,27.05,31.03,44.22,32.08,20.15,413.81,98.87,0,0,412.88,0,10.89,1.62,0,0,686.07,5.35,45.1,0,0,0,28.1,40.4,3.54,0,20.01,0,0,91.57,0,127.75,0,10.73,2.89,0,31.47,72.75,0,60.23,121.71,5.79,34.01,0,0,0,53.79,0,7.03,79.72,0,43.71,35.33,0,0,61.49,44.31,10.19,0,0,167.1,0,0,127.6,0

19,04:30-04:45,0,0,2.88,0,0,20.96,27.05,32.51,44.22,32.08,20.15,413.81,98.87,0,0,412.88,0,10.89,1.62,0,0,686.07,5.35,45.1,0,0,0,28.1,40.4,3.54,0,20.01,0,0,91.57,0,127.75,0,10.35,2.89,0,31.47,72.75,0,60.23,121.71,5.79,34.01,0,0,0,53.79,0,7.03,79.01,0,43.71,35.33,0,0,61.49,44.31,10.19,0,0,167.1,0,0,127.6,0

20,04:45-05:00,0,0,2.88,0,0,20.96,27.05,32.51,44.22,32.08,20.15,413.81,98.87,0,0,412.88,0,10.89,1.62,0,0,686.07,5.35,45.1,0,0,0,28.1,40.4,3.54,0,20.01,0,0,91.57,0,127.75,0,10.35,2.89,0,31.47,72.75,0,60.23,121.71,5.79,34.01,0,0,0,53.79,0,21.08,79.01,0,43.71,35.33,0,0,61.49,44.31,10.19,0,0,167.1,0,0,127.6,0

21,05:00-05:15,0,0,2.88,0,0,20.96,27.05,32.51,44.22,32.08,20.15,413.81,98.87,0,0,412.88,0,10.89,1.62,0,0,686.07,5.35,45.1,0,0,0,28.1,40.4,3.54,0,20.01,0,0,91.57,0,127.75,0,10.17,2.89,0,31.47,72.75,0,60.23,121.71,5.79,34.01,0,0,0,53.79,0,21.08,79.01,0,43.71,38.64,0,0,62.1,44.31,10.19,0,0,167.1,0,0,127.6,0

22,05:15-05:30,0,0,2.88,0,0,20.96,27.05,32.51,44.22,32.08,20.15,413.81,98.87,0,0,412.88,0,10.89,1.62,0,0,686.07,5.35,45.1,0,0,0,28.1,40.4,3.54,0,20.01,0,0,91.57,0,127.75,0,9.88,2.89,0,31.47,72.75,0,60.23,121.71,5.79,34.01,0,0,0,53.79,0,21.08,79.01,0,43.71,38.64,0,0,62.1,44.31,10.19,0,0,167.1,0,0,127.6,0

23,05:30-05:45,0,0,2.88,0,0,20.96,27.05,32.51,44.22,32.08,20.15,413.81,98.87,0,0,412.88,0,12.94,1.62,0,0,686.07,5.35,45.1,0,0,0,42.15,40.4,3.54,0,20.01,0,0,91.57,0,127.75,0,9.47,2.89,0,31.47,72.75,0,60.23,121.71,5.79,34.01,0,0,0,53.79,0,7.03,79.01,0,43.71,38.64,0,0,62.1,44.31,10.19,0,0,167.1,0,0,127.6,0

24,05:45-06:00,0,0,2.88,0,0,20.96,27.05,32.51,44.22,32.08,20.15,413.81,98.87,0,0,412.88,0,12.94,1.62,0,0,686.07,5.35,45.1,0,0,0,42.15,40.4,3.54,0,20.01,0,0,91.57,0,127.75,0,9.23,2.89,0,31.47,72.75,0,60.23,121.71,5.79,34.01,0,0,0,53.79,0,36.54,79.01,0,43.71,38.64,0,0,62.1,44.31,10.19,0,0,167.1,0,0,127.6,0

25,06:00-06:15,0,0,2.88,0,0,20.96,27.05,32.51,44.22,32.08,20.15,413.81,98.87,0,0,412.88,0,11.53,1.62,0,0,686.07,5.35,45.1,0,0,0,42.15,40.4,3.54,0,20.01,0,0,91.57,0,127.75,0,8.88,2.89,0,31.47,72.75,0,60.23,121.71,5.79,34.01,0,0,0,53.79,0,36.54,79.01,0,43.71,38.64,0,0,62.1,44.31,10.19,0,0,167.1,0,0,127.6,0

26,06:15-06:30,0,0,2.88,0,0,20.96,27.05,32.51,44.22,32.08,20.15,413.81,98.87,0,0,412.88,0,11.53,1.62,0,0,686.07,5.35,45.1,0,0,0,42.15,40.4,3.54,0,20,0,0,91.57,0,127.75,0,8.8,2.89,0,31.47,72.75,0,60.23,121.71,5.79,34.01,0,0,0,53.79,0,36.54,79.01,0,43.71,38.64,0,0,62.1,44.31,10.19,0,0,167.1,0,0,127.6,0

27,06:30-06:45,0,0,2.88,0,0,20.96,27.05,32.51,44.22,32.08,20.15,413.81,98.87,0,0,412.88,0,11.53,1.62,0,0,686.07,5.35,45.1,0,0,0,42.15,40.4,3.54,0,20,0,0,91.57,0,127.75,0,8.64,2.89,0,31.47,72.75,0,60.23,121.71,5.79,34.01,0,0,0,53.79,0,36.54,79.01,0,43.71,38.64,0,0,62.1,44.31,10.19,0,0,167.1,0,0,127.6,0

28,06:45-07:00,0,0,2.88,0,0,20.96,27.05,32.51,44.22,32.08,20.15,413.81,98.87,0,0,412.88,0,11.53,1.62,0,0,686.07,5.35,45.1,0,0,0,42.15,40.4,3.54,0,20,0,0,91.57,0,127.75,0,8.64,2.89,0,31.47,72.75,0,60.23,121.71,5.79,34.01,0,0,0,53.79,0,36.54,79.01,0,43.71,38.64,0,0,62.1,44.31,10.19,0,0,167.1,0,0,127.6,0

29,07:00-07:15,0,0,2.88,0,0,20.96,27.05,32.51,44.22,32.08,20.15,413.81,98.87,0,0,412.88,0,11.53,1.62,0,0,686.07,5.35,45.1,0,0,0,42.15,40.4,3.54,0,20.01,6.52,0,91.57,0,127.75,0,8.7,2.89,0,31.47,72.75,0,60.23,121.71,5.79,34.01,0,0,0,53.79,0,36.54,79.01,0,43.71,38.64,0,0,62.1,44.31,10.19,0,0,167.1,0,0,127.6,0

30,07:15-07:30,0,0,2.88,0,0,20.96,27.05,32.51,44.22,32.08,20.15,413.81,98.87,0,0,412.88,0,11.53,1.62,0,0,686.07,5.35,45.1,0,0,0,42.15,40.4,3.54,0,20.01,6.52,0,91.57,0,127.75,0,8.8,2.89,0,31.47,72.75,0,60.23,121.71,5.79,34.01,0,0,0,53.79,0,7.03,79.01,0,43.71,38.64,0,0,62.1,44.31,10.19,0,0,167.1,0,0,127.6,0

31,07:30-07:45,0,0,2.88,0,0,20.96,27.05,32.51,44.22,32.08,20.8,413.81,98.87,0,0,412.88,0,11.53,1.62,0,0,686.07,5.35,45.1,0,0,0,42.15,40.4,3.54,0,20.01,6.52,0,91.57,0,127.75,0,8.94,2.89,0,31.47,72.75,0,60.23,121.71,5.79,17,0,0,0,53.79,0,7.03,79.01,0,43.71,47.47,0,0,62.1,44.31,10.19,0,0,167.1,0,0,127.6,0

32,07:45-08:00,0,0,2.88,0,0,20.96,27.05,32.51,44.22,32.08,20.8,413.81,98.87,0,0,412.88,0,11.53,1.62,0,0,686.07,5.35,45.1,0,0,0,42.15,40.4,3.54,0,20.01,6.52,0,91.57,0,127.75,0,9.08,2.89,0,31.47,72.75,0,60.23,121.71,5.79,17,0,0,0,53.79,0,7.03,79.01,0,43.71,47.47,0,0,62.1,44.31,10.19,0,0,167.1,0,0,127.6,0

33,08:00-08:15,0,0,2.88,0,0,20.96,27.05,32.51,44.22,32.08,20.8,413.81,98.87,0,0,412.88,0,11.53,1.62,0,0,686.07,5.35,45.1,0,0,0,42.15,40.4,3.54,0,20.01,13.04,0,91.57,0,127.75,0,9.08,2.89,0,31.47,70.29,0,60.23,121.71,5.79,17,0,0,0,53.79,0,7.03,79.01,0,43.71,38.64,0,0,62.1,44.31,10.19,0,0,167.1,0,0,127.6,0

34,08:15-08:30,0,0,2.88,0,0,20.96,27.05,32.51,44.22,32.08,20.8,413.81,98.87,0,0,412.88,0,11.53,1.62,0,0,686.07,5.35,45.1,0,0,0,42.15,40.4,3.54,0,20.01,13.04,0,91.57,0,127.75,0,9.08,2.89,0,31.47,70.29,0,60.23,121.71,5.79,17,0,0,0,53.79,0,7.03,79.01,0,43.71,38.64,0,0,62.1,44.31,10.19,0,0,167.1,0,0,127.6,0

35,08:30-08:45,0,0,2.88,0,0,20.96,27.05,32.51,44.22,32.08,20.8,413.81,98.87,0,0,412.88,0,2.56,1.62,0,0,686.07,5.35,45.1,0,0,0,42.15,40.4,3.54,0,20.01,13.04,0,91.57,0,127.75,0,9.23,2.89,0,31.47,70.29,0,60.23,121.71,5.79,17,0,0,0,53.79,0,17.56,79.01,0,43.71,38.64,0,0,62.1,44.31,10.19,0,0,167.1,0,0,127.6,0

36,08:45-09:00,0,0,2.88,0,0,20.96,27.05,32.51,44.22,32.08,20.8,413.81,98.87,0,0,412.88,0,2.56,1.62,0,0,686.07,5.35,45.1,0,0,0,42.15,40.4,3.54,0,20.01,13.04,0,91.57,0,127.75,0,9.23,2.89,0,31.47,70.29,0,60.23,121.71,5.79,17,0,0,0,53.79,0,17.56,79.01,0,43.71,38.64,0,0,62.1,44.31,10.19,0,0,167.1,0,0,127.6,0

37,09:00-09:15,0,0,2.88,0,0,20.96,27.05,32.51,44.22,32.08,20.8,413.81,98.87,0,0,412.88,0,2.56,1.62,0,0,686.07,5.35,45.1,0,0,0,42.15,40.4,3.54,0,20.01,13.04,0,91.57,0,127.75,0,9.53,2.89,0,31.47,70.29,0,60.23,121.71,5.79,17,0,0,0,53.79,0,17.56,79.01,0,43.71,38.64,0,0,62.1,44.31,0,0,0,167.1,0,0,127.6,0

38,09:15-09:30,0,0,2.88,0,0,20.96,27.05,32.51,44.22,32.08,20.8,413.81,98.87,0,0,412.88,0,2.56,1.62,0,0,686.07,5.35,45.1,0,0,0,42.15,40.4,3.54,0,20.01,13.04,0,91.57,0,127.75,0,9.67,2.89,0,31.47,70.29,0,60.23,121.71,5.79,17,0,0,0,53.79,0,17.56,79.01,0,43.71,47.47,0,0,62.1,44.31,0,0,0,167.1,0,0,127.6,0

39,09:30-09:45,0,0,2.88,0,0,20.96,27.05,32.51,44.22,32.08,20.8,413.81,98.87,0,0,412.88,0,11.53,1.62,0,0,686.07,5.35,45.1,0,0,0,42.15,40.4,3.54,0,20.01,13.04,0,91.57,0,127.75,0,9.67,2.89,0,31.47,70.29,0,60.23,121.71,5.79,17,0,0,0,53.79,0,17.56,79.01,0,43.71,47.47,0,0,62.1,44.31,0,0,0,167.1,0,0,127.6,0

40,09:45-10:00,0,0,2.88,0,0,20.96,27.05,32.51,44.22,32.08,20.8,413.81,98.87,0,0,412.88,0,11.53,1.62,0,0,686.07,5.35,45.1,0,0,0,42.15,40.4,3.54,0,20.01,13.04,0,91.57,0,127.75,0,9.67,2.89,0,31.47,70.29,0,60.23,121.71,5.79,17,0,0,0,53.79,0,17.56,79.01,0,43.71,35.33,0,0,62.1,44.31,0,0,0,167.1,0,0,127.6,0

41,10:00-10:15,0,0,2.88,0,0,20.96,27.05,32.51,44.22,32.08,20.8,413.81,98.87,0,0,396,0,0,1.62,0,0,686.07,5.35,45.1,0,0,0,42.15,40.4,3.54,0,20.01,13.04,0,91.57,0,127.75,0,11.97,2.89,0,31.47,70.29,0,60.23,121.71,5.79,0,0,0,0,53.79,0,21.08,79.01,0,43.71,38.64,0,0,62.1,44.31,0,0,0,167.1,0,0,127.6,0

42,10:15-10:30,0,0,2.88,0,0,20.96,27.05,32.51,44.22,32.08,20.8,413.81,98.87,0,0,376.88,0,0,1.62,0,0,686.07,5.35,45.1,0,0,0,42.15,40.4,3.54,0,20.01,13.04,0,91.57,0,127.75,0,11.97,2.89,0,31.47,70.29,0,60.23,121.71,5.79,0,0,0,0,53.79,0,21.08,79.01,0,43.71,38.64,0,0,62.1,44.31,0,0,0,167.1,0,0,127.6,0

43,10:30-10:45,0,0,2.88,0,0,20.96,27.05,32.51,44.22,32.08,20.8,413.81,98.87,0,0,376.88,0,0,1.62,0,0,686.07,5.35,45.1,0,0,0,42.15,40.4,3.54,0,20.01,13.04,0,91.57,0,127.75,0,11.97,2.89,0,31.47,70.29,0,60.23,121.71,5.79,0,0,0,0,53.79,0,21.08,79.01,0,43.71,38.64,0,0,62.1,44.31,0,0,0,167.1,0,0,127.6,0

44,10:45-11:00,0,0,2.88,0,0,20.96,27.05,32.51,44.22,32.08,20.8,413.81,98.87,0,0,376.88,0,0,1.62,0,0,686.07,5.35,45.1,0,0,0,42.15,40.4,3.54,0,20.01,13.04,0,91.57,0,127.75,0,11.97,2.89,0,31.47,70.29,0,60.23,121.71,5.79,0,0,0,0,53.79,0,21.08,79.01,0,43.71,38.64,0,0,62.1,44.31,0,0,0,167.1,0,0,127.6,0

45,11:00-11:15,0,0,2.88,0,0,20.96,27.05,32.51,44.22,32.08,20.8,413.81,98.87,0,0,376.88,0,0,1.62,0,0,686.07,5.35,45.1,0,0,0,42.15,40.4,3.54,0,20.01,13.04,0,91.57,0,127.75,0,11.97,2.89,0,31.47,70.29,0,60.23,121.71,5.79,0,0,0,0,53.79,0,21.08,79.01,0,43.71,38.64,0,0,61.87,44.31,0,0,0,167.1,0,0,127.6,0

46,11:15-11:30,0,0,2.88,0,0,20.96,27.05,32.51,44.22,32.08,20.8,413.81,98.87,0,0,376.88,0,0,1.62,0,0,686.07,5.35,45.1,0,0,0,42.15,40.4,3.54,0,20.01,13.04,0,91.57,0,127.75,0,11.97,2.89,0,31.47,70.29,0,60.23,121.71,5.79,0,0,0,0,53.79,0,21.08,79.01,0,43.71,47.47,0,0,61.87,44.31,0,0,0,167.1,0,0,127.6,0

47,11:30-11:45,0,0,2.88,0,0,20.96,27.05,32.51,44.22,32.08,20.8,413.81,98.87,0,0,376.88,0,0,1.62,0,0,686.07,5.35,45.1,0,0,0,42.15,40.4,3.54,0,20.01,13.04,0,91.57,0,127.75,0,13.15,2.89,0,31.47,70.29,0,60.23,121.71,5.79,0,0,0,0,53.79,0,21.08,79.01,0,43.71,47.47,0,0,61.87,44.31,0,0,0,167.1,0,0,127.6,0

48,11:45-12:00,0,0,2.88,0,0,20.96,27.05,32.51,44.22,32.08,20.8,413.81,98.87,0,0,376.88,0,0,1.62,0,0,686.07,5.35,45.1,0,0,0,42.15,40.4,3.54,0,20.01,13.04,0,91.57,0,127.75,0,13.08,2.89,0,31.47,70.29,0,60.23,121.71,5.79,0,0,0,0,53.79,0,21.08,79.01,0,43.71,36.43,0,0,61.87,44.31,0,0,0,167.1,0,0,127.6,0

49,12:00-12:15,0,0,2.88,0,0,20.96,27.05,32.51,44.22,32.08,20.8,413.81,98.87,0,0,376.88,0,0,1.62,0,0,686.07,5.35,45.1,0,0,0,42.15,40.4,3.54,0,20.01,13.04,0,91.57,0,127.75,0,11.76,2.89,0,31.47,70.29,0,60.23,121.71,5.79,0,0,0,0,53.79,0,17.56,79.01,0,43.71,36.43,0,0,61.87,44.31,0,0,0,167.1,0,0,127.6,0

50,12:15-12:30,0,0,2.88,0,0,20.96,27.05,32.51,44.22,32.08,20.8,413.81,98.87,0,0,376.88,0,0,1.62,0,0,686.07,5.35,45.1,0,0,0,42.15,40.4,3.54,0,20.01,13.04,0,91.57,0,127.75,0,11.76,2.89,0,31.47,70.29,0,60.23,121.71,5.79,0,0,0,0,53.79,0,17.56,79.01,0,43.71,38.64,0,0,61.87,44.31,0,0,0,167.1,0,0,127.6,0

51,12:30-12:45,0,0,2.88,0,0,20.96,27.05,32.51,44.22,32.08,20.8,413.81,98.87,0,0,376.88,0,0,1.62,0,0,686.07,5.35,45.1,0,0,0,42.15,40.4,3.54,0,20.01,13.04,0,91.57,0,127.75,0,12.05,2.89,0,31.47,70.29,0,60.23,121.71,5.79,0,0,0,0,53.79,0,17.56,79.01,0,43.71,39.75,0,0,61.87,44.31,0,0,0,167.1,0,0,127.6,0

52,12:45-13:00,0,0,2.88,0,0,20.96,27.05,32.51,44.22,32.08,20.8,413.81,98.87,0,0,376.88,0,0,1.62,0,0,686.07,5.35,45.1,0,0,0,42.15,40.4,3.54,0,20.01,13.04,0,91.57,0,127.75,0,12.05,2.89,0,31.47,70.29,0,60.23,121.71,5.79,0,0,0,0,53.79,0,17.56,79.01,0,43.71,39.75,0,0,61.87,44.31,0,0,0,167.1,0,0,127.6,0

53,13:00-13:15,0,0,2.88,0,0,20.96,27.05,32.51,44.22,32.08,20.8,413.81,98.87,0,0,376.88,0,0,1.62,0,0,686.07,5.35,45.1,0,0,0,42.15,40.4,3.54,0,20.01,13.04,0,78.18,0,127.75,0,12.05,2.89,0,31.47,70.29,0,60.23,121.71,5.79,0,0,0,0,53.79,0,17.56,79.01,0,43.71,46.37,0,0,61.87,44.31,0,0,0,167.1,0,0,127.6,0

54,13:15-13:30,0,0,2.88,0,0,20.96,27.05,32.51,44.22,32.08,20.8,413.81,98.87,0,0,376.88,0,0,1.62,0,0,686.07,5.35,45.1,0,0,0,42.15,40.4,3.54,0,20.01,13.04,0,78.18,0,127.75,0,12.05,2.89,0,31.47,70.29,0,60.23,121.71,5.79,0,0,0,0,53.79,0,17.56,79.01,0,43.71,46.37,0,0,61.87,44.31,0,0,0,167.1,0,0,127.6,0

55,13:30-13:45,0,0,2.88,0,0,20.96,27.05,29.56,44.22,25.31,20.8,413.81,98.87,0,0,376.88,0,0,1.62,0,0,686.07,5.35,45.1,0,0,0,42.15,40.4,3.54,0,20.01,13.04,0,78.18,0,127.75,0,12.05,2.89,0,31.47,70.29,0,60.23,121.71,5.79,0,0,0,0,53.79,0,17.56,79.01,0,43.71,40.85,0,0,61.87,44.31,10.19,0,0,167.1,0,0,127.6,0

56,13:45-14:00,0,0,2.88,0,0,20.96,27.05,29.56,44.22,25.31,20.8,413.81,98.87,0,0,376.88,0,0,1.62,0,0,686.07,5.35,45.1,0,0,0,42.15,40.4,3.54,0,20.01,13.04,0,78.18,0,127.75,0,12.05,2.89,0,31.47,70.29,0,60.23,121.71,5.79,0,0,0,0,53.79,0,17.56,79.01,0,43.71,40.85,0,0,61.87,44.31,10.19,0,0,167.1,0,0,127.6,0

