Block,Time Block,JHAJJAR,KGSU1AND2,KGSU3AND4,DHAULIGNGA,FSTPP I & II,KHSTPP-I,DULHASTI,CHAMERA2,BSIUL,BRBCL,CHAMERA1,CHAMERA3,DADRT2,TelanganaSTPP,UNCHAHAR2,URI,TALA,TEHRI,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,TANDA2,URI2,UNCHAHAR3,TALST2,TANAKPUR,NJPC,NLCEXP,NAPP,SIMHST1,SINGRAULI_HYDRO,SIMHST2,SEWA2,SINGRAULI,PARBATI3,PARBATI2,RAPPD,RAMPUR,RAPPC,SASAN,RIHAND2,RSTPSU1TO6,RIHAND1,RSTPSU7,RAPPB,SALAL,RIHAND3,NLCTS2EXP,NTPL,NNTPP,NLCIIST1,NLCIIST2,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,KOTESHWR,KHSTPP-II,MAPS,KKNP,KKNPPU2,KOLDAM,KISHANGANGA,KUDGI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
11,02:30-02:45,218.51,0,0,21.14,10.03,31.54,56.7,47.16,12.6,9.76,40.79,33.84,7.37,0,23.79,47.78,7.38,28.61,10.77,1.05,0,3.96,36.81,14.28,0,4.96,174.76,0,24.77,0,1.07,0,5.82,145.24,57.81,47.18,18.49,6.74,65.74,320.63,120.36,0,93.93,0,0,76.33,92.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.14,114.96,0,0,0,6.95,8.34,0,0,0,0,0,0

12,02:45-03:00,218.51,0,0,21.14,10.03,29.21,56.7,47.16,12.6,13.41,40.79,33.84,7.37,0,23.79,47.78,7.38,28.61,10.77,1.05,0,3.96,36.81,14.28,0,4.96,174.76,0,24.77,0,1.07,0,5.82,145.24,57.81,47.18,18.49,6.74,65.74,320.63,120.36,0,93.93,0,0,76.33,92.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.14,114.96,0,0,0,6.95,8.34,0,0,0,0,0,0

13,03:00-03:15,218.51,0,0,21.14,10.03,29.21,56.7,47.16,12.6,15.35,40.79,33.84,7.37,0,23.79,48.21,9.52,28.61,10.77,1.05,0,3.96,36.81,14.28,0,4.96,174.76,0,24.77,0,1.07,0,0,130.6,57.81,47.18,18.49,6.74,65.74,320.63,96.23,0,64.91,0,0,76.33,56.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.14,114.96,0,0,0,6.95,8.34,0,0,0,0,0,0

14,03:15-03:30,218.51,0,0,21.14,10.03,29.21,56.7,47.16,12.6,18.1,40.79,33.84,7.37,0,23.79,48.21,9.52,28.61,10.77,1.05,0,3.96,36.81,14.28,0,4.96,174.76,0,24.77,0,1.07,0,0,130.6,57.81,47.18,18.49,6.74,65.74,320.63,96.23,0,64.91,0,0,76.33,56.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.14,114.96,0,0,0,6.95,8.34,0,0,0,0,0,0

15,03:30-03:45,218.51,0,0,21.14,10.03,29.21,56.7,47.16,12.6,16.62,40.79,33.84,7.37,0,23.79,48.21,9.52,28.61,10.77,1.05,0,3.96,36.81,14.28,0,8.05,174.76,0,24.77,0,1.07,0,0,130.6,71.16,47.18,18.49,6.74,65.74,320.63,96.23,0,64.91,0,0,76.33,56.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.14,114.96,0,0,0,6.95,8.34,0,0,0,0,0,0

16,03:45-04:00,218.51,0,0,21.14,10.03,29.21,56.7,47.16,12.6,12.85,40.79,33.84,7.37,0,23.79,48.21,9.52,28.61,10.77,1.05,0,3.96,36.81,14.28,0,8.05,174.76,0,24.77,0,1.07,0,0,130.6,71.16,47.18,18.49,6.74,65.74,320.63,96.23,0,64.91,0,0,76.33,56.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.14,114.96,0,0,0,6.95,8.34,0,0,0,0,0,0

17,04:00-04:15,218.51,0,0,21.14,10.03,29.21,56.7,47.16,12.6,19.32,40.79,33.84,7.37,0,23.79,48.21,9.52,28.61,10.77,1.05,0,3.96,36.81,14.28,0,8.05,174.76,0,24.77,0,1.07,0,0,130.6,71.16,47.18,18.49,6.74,65.74,320.63,96.23,0,64.91,0,0,77.46,119.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.14,114.96,0,0,0,6.95,8.34,0,0,0,0,0,0

18,04:15-04:30,218.51,0,0,21.14,10.03,29.21,56.7,47.16,12.6,19.32,40.79,33.84,7.37,0,23.79,48.21,9.52,28.61,10.77,1.05,0,3.96,36.81,14.28,0,8.05,174.76,0,24.77,0,1.07,0,0,130.6,71.16,47.18,18.49,6.74,65.74,320.63,96.23,0,64.91,0,0,77.46,124.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.14,114.96,0,0,0,6.95,8.34,0,0,0,0,0,0

19,04:30-04:45,218.51,0,0,21.14,10.03,29.21,56.7,47.16,12.6,19.32,40.79,33.84,83.69,0,23.79,48.21,9.52,28.61,10.77,1.05,0,3.96,36.81,14.28,0,8.05,174.76,0,24.77,0,1.07,0,0,130.6,57.07,47.18,18.49,6.74,65.74,320.63,120.36,0,93.93,0,0,77.46,124.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.14,114.96,0,0,0,6.95,8.34,0,0,0,0,0,0

20,04:45-05:00,218.51,0,0,21.14,10.03,29.21,56.7,47.16,12.6,19.32,40.79,33.84,14.13,0,23.79,48.21,9.52,28.61,10.77,1.05,0,3.96,36.81,14.28,0,8.05,174.76,0,24.77,0,1.07,0,0,145.24,57.07,47.18,18.49,6.74,65.74,320.63,120.36,0,93.93,0,0,77.46,124.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.14,143.27,0,0,0,6.95,8.34,0,0,0,0,0,0

21,05:00-05:15,218.51,0,0,10.58,10.03,29.21,56.7,47.16,18.9,19.32,40.79,33.84,7.37,0,23.79,40,9.52,28.61,10.77,1.05,0,3.96,36.81,14.28,0,4.96,174.76,0,24.77,0,1.07,0,0,130.6,57.07,47.18,18.49,6.74,65.74,320.63,96.23,0,64.91,0,0,77.46,92.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.14,95.17,0,0,0,6.95,8.34,0,0,0,0,0,0

22,05:15-05:30,218.51,0,0,10.58,10.03,29.21,56.7,47.16,18.9,19.32,40.79,33.84,7.37,0,23.79,40,9.52,28.61,10.77,1.05,0,3.96,36.81,14.28,0,4.96,174.76,0,24.77,0,1.07,0,0,130.6,57.07,47.18,18.49,6.74,65.74,320.63,96.23,0,64.91,0,0,77.46,92.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.14,110.54,0,0,0,6.95,8.34,0,0,0,0,0,0

23,05:30-05:45,218.51,0,0,10.58,10.03,29.21,56.7,47.16,18.9,19.32,40.79,33.84,7.37,0,23.79,40,9.52,28.61,10.77,1.05,0,3.96,36.81,14.28,0,4.96,174.76,0,24.77,0,1.07,0,0,130.6,57.07,47.18,18.49,6.74,65.74,320.63,96.23,0,64.91,0,0,77.46,92.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.14,114.96,0,0,0,6.95,8.34,0,0,0,0,0,0

24,05:45-06:00,218.51,0,0,10.58,10.03,29.21,56.7,47.16,18.9,19.32,40.79,33.84,7.37,0,23.79,40,9.52,28.61,10.77,1.05,0,3.96,36.81,14.28,0,4.96,174.76,0,24.77,0,1.07,0,0,130.6,57.07,47.18,18.49,6.74,65.74,320.63,96.23,0,64.91,0,0,77.46,92.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.14,114.96,0,0,0,6.95,8.34,0,0,0,0,0,0

25,06:00-06:15,218.51,0,0,10.58,10.03,29.21,56.7,47.16,18.9,19.32,40.79,33.84,7.37,0,23.79,40,9.52,28.61,10.77,1.05,0,3.96,36.81,14.28,0,4.96,174.76,0,24.77,0,1.07,0,0,130.6,57.07,47.18,18.49,6.74,65.74,320.63,96.23,0,64.91,0,0,77.46,92.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.14,114.96,0,0,0,6.95,8.34,0,0,0,0,0,0

26,06:15-06:30,218.51,0,0,10.58,10.03,29.21,56.7,47.16,18.9,19.32,40.79,33.84,7.37,0,23.79,40,9.52,28.61,10.77,1.05,0,3.96,36.81,14.28,0,4.96,174.76,0,24.77,0,1.07,0,0,130.6,57.07,47.18,18.49,6.74,65.74,320.63,96.23,0,64.91,0,0,77.46,92.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.14,114.96,0,0,0,6.95,8.34,0,0,0,0,0,0

27,06:30-06:45,218.51,0,0,10.58,10.03,29.21,56.7,47.16,18.9,19.32,40.79,33.84,7.37,0,23.79,40,12.07,28.61,10.77,1.05,0,3.96,36.81,14.28,0,4.96,174.76,0,24.77,0,1.07,0,0,117.37,57.07,47.18,18.49,6.74,65.74,320.63,84.86,0,56.2,0,0,77.46,92.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.14,95.17,0,0,0,6.95,8.34,0,0,0,0,0,0

28,06:45-07:00,218.51,0,0,10.58,10.03,29.21,56.7,47.16,18.9,19.32,40.79,33.84,7.37,0,23.79,40,12.84,28.61,10.77,1.05,0,3.96,36.81,14.28,0,4.96,174.76,0,24.77,0,1.07,0,0,111.97,57.07,47.18,18.49,6.74,65.74,320.63,92.19,0,52.64,0,0,77.46,92.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.14,95.17,0,0,0,6.95,8.34,0,0,0,0,0,0

29,07:00-07:15,218.51,0,0,10.58,10.03,29.21,56.7,47.16,18.9,19.32,40.79,33.84,7.37,0,23.79,40,12.84,28.61,10.77,1.05,0,3.96,36.81,14.28,0,4.96,174.76,0,24.77,0,1.07,0,0,119.27,57.07,47.18,18.49,6.74,65.74,320.63,94.11,0,57.37,0,0,77.46,92.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.14,95.17,0,0,0,6.95,8.34,0,0,0,0,0,0

30,07:15-07:30,218.51,0,0,10.58,10.03,29.21,56.7,47.16,18.9,19.32,40.79,33.84,7.37,0,23.79,40,12.84,28.61,10.77,1.05,0,3.96,36.81,14.28,0,4.96,174.76,0,24.77,0,1.07,0,0,130.6,57.07,47.18,18.49,6.74,65.74,320.63,96.23,0,64.91,0,0,77.46,92.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.14,95.17,0,0,0,6.95,8.34,0,0,0,0,0,0

31,07:30-07:45,218.51,0,0,10.58,10.03,29.21,56.7,47.16,18.9,19.32,40.79,33.84,7.37,0,23.79,40,12.84,28.61,10.77,1.05,0,3.96,36.81,14.28,0,4.96,174.76,0,24.77,0,1.07,0,0,111.97,57.07,47.18,18.49,6.74,65.74,320.63,96.23,0,64.91,0,0,77.46,92.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.14,95.17,0,0,0,6.95,8.34,0,0,0,0,0,0

32,07:45-08:00,218.51,0,0,10.58,10.03,26.91,56.7,47.16,18.9,19.32,40.79,33.84,7.37,0,23.79,40,12.84,28.61,10.77,1.05,0,3.96,36.81,14.28,0,4.96,174.76,0,24.77,0,1.07,0,0,79.89,57.07,47.18,18.49,6.74,65.74,320.63,80.39,0,52.64,0,0,77.46,92.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.14,78.8,0,0,0,6.95,8.34,0,0,0,0,0,0

33,08:00-08:15,218.51,0,0,10.58,10.03,28.04,56.7,47.16,18.9,19.32,40.79,33.84,7.37,0,23.79,40,12.84,28.61,10.77,1.05,0,3.96,36.81,14.28,0,4.96,174.76,0,24.77,0,1.07,0,0,79.89,57.07,47.18,18.49,6.74,65.74,323.89,66.2,0,52.64,0,0,77.46,69.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.14,96.9,0,0,0,6.95,8.34,0,0,0,0,0,0

34,08:15-08:30,218.51,0,0,10.58,10.03,28.04,56.7,47.16,18.9,19.32,40.79,33.84,7.37,0,23.79,40,12.84,28.61,10.77,1.05,0,3.96,36.81,14.28,0,4.96,174.76,0,24.77,0,1.07,0,0,79.89,57.07,36.3,18.49,6.74,65.74,323.89,66.2,0,52.64,0,0,77.46,69.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.14,96.9,0,0,0,6.95,8.34,0,0,0,0,0,0

35,08:30-08:45,218.51,0,0,10.58,10.03,28.04,56.7,47.16,18.9,19.32,40.79,33.84,7.37,0,23.79,40,8.43,28.61,10.77,1.05,0,3.96,36.81,14.28,0,4.96,174.76,0,24.77,0,1.07,0,0,79.89,65.22,36.3,18.49,6.74,65.74,323.89,66.2,0,52.64,0,0,77.46,69.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.14,96.9,0,0,0,6.95,8.34,0,0,0,0,0,0

36,08:45-09:00,218.51,0,0,10.58,10.03,28.04,56.7,47.16,18.9,19.32,40.79,33.84,7.37,0,23.79,40,8.43,28.61,10.77,1.05,0,3.96,36.81,14.28,0,4.96,174.76,0,24.77,0,1.07,0,0,79.89,65.22,36.3,18.49,6.74,65.74,323.89,66.2,0,52.64,0,0,77.46,69.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.14,96.9,0,0,0,6.95,8.34,0,0,0,0,0,0

37,09:00-09:15,218.51,0,0,10.58,10.03,28.04,56.7,47.16,18.9,19.32,40.79,33.84,7.37,0,23.79,40,8.43,28.61,10.77,1.05,0,3.96,36.81,14.28,0,4.96,174.76,0,24.77,0,1.07,0,0,79.89,65.22,36.3,18.49,6.74,65.74,323.89,66.2,0,52.64,0,0,77.46,69.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.14,96.9,0,0,0,6.95,8.34,0,0,0,0,0,0

38,09:15-09:30,218.51,0,0,10.58,10.03,28.04,56.7,47.16,18.9,19.32,40.79,33.84,7.37,0,23.79,40,8.43,28.61,10.77,1.05,0,3.96,36.81,14.28,0,4.96,174.76,0,24.77,0,1.07,0,0,79.89,65.22,36.3,18.49,6.74,65.74,323.89,66.2,0,52.64,0,0,77.46,69.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.14,96.9,0,0,0,6.95,8.34,0,0,0,0,0,0

39,09:30-09:45,218.51,0,0,10.58,10.03,28.04,56.7,47.16,12.6,19.32,40.79,33.84,7.37,0,23.79,40,8.43,28.61,10.77,1.05,0,3.96,36.81,14.28,0,4.96,174.76,0,24.77,0,1.07,0,0,79.89,57.07,36.3,18.49,6.74,65.74,323.89,66.2,0,52.64,0,0,77.46,102.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.14,96.9,0,0,0,6.95,8.34,0,0,0,0,0,0

40,09:45-10:00,218.51,0,0,10.58,10.03,28.04,56.7,47.16,12.6,19.32,40.79,33.84,7.37,0,23.79,40,8.43,28.61,10.77,1.05,0,3.96,36.81,14.28,0,4.96,174.76,0,24.77,0,1.07,0,0,79.89,57.07,36.3,18.49,6.74,65.74,323.89,66.2,0,52.64,0,0,77.46,102.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.14,96.9,0,0,0,4.63,8.34,0,0,0,0,0,0

41,10:00-10:15,218.51,0,0,10.58,10.03,28.04,56.7,47.16,12.6,19.32,40.79,33.84,7.37,0,23.79,40,8.43,28.61,10.77,1.05,0,3.96,36.81,14.28,0,4.96,174.76,0,24.77,0,1.07,0,0,79.89,57.07,36.3,18.49,6.74,65.74,323.89,66.2,0,51.67,0,0,77.46,99.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.14,96.9,0,0,0,4.63,8.34,0,0,0,0,0,0

42,10:15-10:30,218.51,0,0,10.58,10.03,28.04,56.7,47.16,12.6,19.32,40.79,33.84,7.37,0,23.79,40,8.43,28.61,10.77,1.05,0,3.96,36.81,14.28,0,4.96,174.76,0,24.77,0,1.07,0,0,79.89,57.07,36.3,18.49,6.74,65.74,323.89,79.18,0,56.61,0,0,77.46,69.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.14,96.9,0,0,0,4.63,8.34,0,0,0,0,0,0

43,10:30-10:45,218.51,0,0,10.58,10.03,28.04,56.7,47.16,6.3,19.32,40.79,33.84,7.37,0,23.79,40,8.43,28.61,10.77,1.05,0,3.96,36.81,14.28,0,4.96,174.76,0,24.77,0,1.07,0,0,94.08,48.92,36.3,18.49,6.74,65.74,323.89,79.18,0,62.75,0,0,77.46,69.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.14,96.9,0,0,0,4.63,8.34,0,0,0,0,0,0

44,10:45-11:00,218.51,0,0,10.58,10.03,28.04,56.7,47.16,6.3,19.32,40.79,33.84,7.37,0,23.79,40,8.43,28.61,10.77,1.05,0,3.96,36.81,14.28,0,4.96,174.76,0,24.77,0,1.07,0,0,94.08,48.92,36.3,18.49,6.74,65.74,323.89,79.18,0,62.75,0,0,77.46,99.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.14,97.89,0,0,0,4.63,8.34,0,0,0,0,0,0

45,11:00-11:15,218.51,0,0,10.58,10.03,28.04,56.7,47.16,6.3,19.32,40.79,33.84,7.37,0,23.79,42.66,16.39,28.61,10.77,1.05,0,3.96,36.81,14.28,0,4.96,174.76,0,24.77,0,1.07,0,0,94.08,32.62,28.74,18.49,6.74,65.74,323.89,79.18,0,62.75,0,0,77.46,99.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.14,97.89,0,0,0,4.63,8.34,0,0,0,0,0,0

46,11:15-11:30,218.51,0,0,10.58,10.03,28.04,56.7,47.16,6.3,19.32,40.79,33.84,7.37,0,23.79,42.66,16.39,19.38,10.77,1.05,0,3.96,36.81,14.28,0,4.96,174.76,0,24.77,0,1.07,0,0,94.08,32.62,28.74,18.49,6.74,65.74,323.89,79.18,0,62.75,0,0,38.34,99.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.14,97.89,0,0,0,4.63,8.34,0,0,0,0,0,0

47,11:30-11:45,218.51,0,0,0,10.03,28.04,56.7,47.16,6.3,19.32,40.79,33.84,7.37,0,23.79,48,16.39,9.77,10.77,1.05,0,3.96,36.81,14.28,0,4.96,174.76,0,24.77,0,1.07,0,0,94.08,32.62,28.74,18.49,6.74,65.74,323.89,79.18,0,62.75,0,0,38.34,69.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.14,97.89,0,0,0,4.63,8.34,0,0,0,0,0,0

48,11:45-12:00,218.51,0,0,0,10.03,28.04,56.7,47.16,6.3,19.32,40.79,33.84,7.37,0,23.79,48,16.39,0,10.77,1.05,0,3.96,36.81,14.28,0,4.96,174.76,0,24.77,0,1.07,0,0,94.08,32.62,28.74,18.49,6.74,65.74,323.89,79.18,0,62.75,0,0,38.34,69.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.14,97.89,0,0,0,2.32,8.34,0,0,0,0,0,0

49,12:00-12:15,218.51,0,0,0,10.03,28.04,56.7,47.16,6.3,19.32,40.79,33.84,7.37,0,23.79,51.19,16.39,0,10.77,1.05,0,3.96,36.81,14.28,0,6.18,174.76,0,24.77,0,1.07,0,0,92.9,32.62,28.74,18.49,6.74,65.74,329.14,78.69,0,62.75,0,0,38.34,100.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.14,97.89,0,0,0,2.32,8.34,0,0,0,0,0,0

50,12:15-12:30,218.51,0,0,0,10.03,28.04,56.7,47.16,6.3,19.32,40.79,33.84,7.37,0,23.79,51.19,16.39,0,10.77,1.05,0,3.96,36.81,14.28,0,6.18,174.76,0,24.77,0,1.07,0,0,92.9,32.62,28.74,18.49,6.74,65.74,329.32,78.69,0,62.75,0,0,38.34,100.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.14,97.89,0,0,0,2.32,8.34,0,0,0,0,0,0

51,12:30-12:45,218.51,0,0,0,10.03,28.04,56.7,47.16,6.3,19.32,40.79,33.84,7.37,0,23.79,51.19,16.39,0,10.77,1.05,0,3.96,36.81,14.28,0,6.81,174.76,0,24.77,0,1.07,0,0,92.9,32.62,28.74,18.49,6.74,65.74,329.32,78.69,0,62.75,0,0,81.38,100.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.14,97.89,0,0,0,2.32,8.34,0,0,0,0,0,0

52,12:45-13:00,218.51,0,0,0,10.03,28.04,56.7,47.16,6.3,19.32,40.79,33.84,7.37,0,23.79,51.19,16.39,0,10.77,1.05,0,3.96,36.81,14.28,0,6.81,174.76,0,24.77,0,1.07,0,0,95.04,32.62,28.74,18.49,6.74,65.74,329.32,78.69,0,62.75,0,0,81.38,100.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.14,97.89,0,0,0,2.32,8.34,0,0,0,0,0,0

53,13:00-13:15,218.51,0,0,21.14,10.03,28.04,56.7,47.16,6.3,19.32,28.63,33.84,7.37,0,23.79,51.19,16.39,4.66,10.77,1.05,0,3.96,36.81,14.28,0,6.81,174.76,0,24.77,0,1.07,0,0,88.62,23.72,27.69,18.49,6.74,65.74,329.32,78.69,0,62.75,0,0,81.38,100.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.14,96.9,0,0,0,2.32,8.34,0,0,0,0,0,0

