Block,Time,BRBCL,DHAULIGNGA,KHSTPP-I,KKNPPU2,KUDGI,NTPL,RAPPB,RAPPC,TALA,VALLURNTECL,AURY_LF,DADRI_CRF,DADRI_LF,BSIUL,FSTPP I & II,KISHANGANGA,RAMPUR,TANAKPUR,UNCHAHAR2,CHAMERA2,DADRT2,NAPP,NLCEXP,SIMHST2,URI2,ANTA_CRF,DULHASTI,KHSTPP-II,KKNP,KOLDAM,KOTESHWR,NLCIIST2,NLCTS2EXP,SIMHST1,TANDA2,TEHRI,ANTA_LF,DADRI_GF,CHAMERA3,RIHAND2,RSTPSU7,SASAN,SINGRAULI,SINGRAULI_HYDRO,TALST2,TelanganaSTPP,URI,DADRI_RF,CHAMERA1,MAPS,RIHAND1,RSTPSU1TO6,UNCHAHAR1,JHAJJAR,NLCIIST1,NNTPP,PARBATI3,SALAL,ANTA_RF,AURY_GF,AURY_RF,KGSU1AND2,KGSU3AND4,NJPC,RIHAND3,SEWA2,UNCHAHAR3,UNCHAHAR4,ANTA_GF,AURY_CRF
6,01:15-01:30,20.01,40.4,44.31,0,0,0,0,60.23,10.05,0,0,0,0,0,14.3,2.88,3.54,10.89,43.71,44.22,686.07,44.62,0,0,36.05,0,53.79,148.3,0,5.35,10.19,0,0,0,2.89,34.01,0,0,32.08,121.71,0,410.62,124.63,0,0,0,38.64,79.73,42.15,0,90.54,0,20.96,413.81,0,0,21.08,83.67,48.13,0,61.49,0,0,167.1,127.6,11.58,27.05,1.62,0,0

7,01:30-01:45,20.01,40.4,44.31,0,0,0,0,60.23,9.85,0,0,0,0,0,14.3,2.88,3.54,10.89,43.71,44.22,686.07,44.62,0,0,29.56,0,53.79,148.3,0,5.35,10.19,0,0,0,2.89,34.01,0,0,32.08,121.71,0,410.62,124.63,0,0,0,38.64,79.73,42.15,0,90.54,0,20.96,413.81,0,0,21.08,83.67,48.13,0,61.49,0,0,167.1,127.6,11.58,27.05,1.62,0,0

8,01:45-02:00,20.01,40.4,44.31,0,0,0,0,60.23,9.7,0,0,0,0,0,14.3,2.88,3.54,10.89,43.71,44.22,686.07,44.62,0,0,29.56,0,53.79,148.3,0,5.35,10.19,0,0,0,2.89,34.01,0,0,32.08,121.71,0,410.62,124.63,0,0,0,38.64,79.73,42.15,0,90.54,0,20.96,413.81,0,0,21.08,83.67,48.13,0,61.49,0,0,167.1,127.6,11.58,27.05,1.62,0,0

9,02:00-02:15,20.01,40.4,44.31,0,0,0,0,60.23,10.73,0,0,0,0,0,14.3,2.88,3.54,10.89,43.71,44.22,686.07,44.62,0,0,29.56,0,53.79,148.3,0,5.35,10.19,0,0,0,2.89,34.01,0,0,32.08,121.71,0,410.62,124.63,0,0,0,38.64,79.73,42.15,0,90.54,0,20.96,413.81,0,0,21.08,83.67,48.13,0,61.49,0,0,167.1,127.6,11.58,27.05,1.62,0,0

10,02:15-02:30,20.01,40.4,44.31,0,0,0,0,60.23,10.61,0,0,0,0,0,14.3,2.88,3.54,10.89,43.71,44.22,686.07,44.62,0,0,29.56,0,53.79,148.3,0,5.35,10.19,0,0,0,2.89,34.01,0,0,32.08,121.71,0,410.62,124.63,0,0,0,38.64,79.73,42.15,0,90.54,0,20.96,413.81,0,0,21.08,83.67,48.13,0,61.49,0,0,167.1,127.6,11.58,27.05,1.62,0,0

11,02:30-02:45,20.01,40.4,44.31,0,0,0,0,60.23,10.35,0,0,0,0,6.52,14.3,2.88,3.54,10.89,43.71,44.22,686.07,44.62,0,0,29.56,0,53.79,148.3,0,5.35,10.19,0,0,0,2.89,34.01,0,0,32.08,121.71,0,410.62,124.63,0,0,0,47.47,79.73,42.15,0,90.54,0,20.96,413.81,0,0,21.08,83.67,48.13,0,61.49,0,0,167.1,127.6,11.58,27.05,1.62,0,0

12,02:45-03:00,20.01,40.4,44.31,0,0,0,0,60.23,10.35,0,0,0,0,6.52,14.3,2.88,3.54,10.89,43.71,44.22,686.07,44.62,0,0,29.56,0,53.79,148.3,0,5.35,10.19,0,0,0,2.89,34.01,0,0,32.08,121.71,0,410.62,124.63,0,0,0,47.47,79.73,42.15,0,90.54,0,20.96,413.81,0,0,21.08,83.67,48.13,0,61.49,0,0,167.1,127.6,11.58,27.05,1.62,0,0

13,03:00-03:15,20.01,40.4,44.31,0,0,0,0,60.23,10.35,0,0,0,0,13.04,14.3,2.88,3.54,10.89,43.71,44.22,686.07,44.62,0,0,29.56,0,53.79,148.3,0,5.35,10.19,0,0,0,2.89,34.01,0,0,32.08,121.71,0,410.62,124.63,0,0,0,38.64,79.73,42.15,0,90.54,0,20.96,413.81,0,0,21.08,80.18,48.13,0,61.49,0,0,167.1,127.6,11.58,27.05,1.62,0,0

14,03:15-03:30,20.01,40.4,44.31,0,0,0,0,60.23,10.35,0,0,0,0,13.04,14.3,2.88,3.54,10.89,43.71,44.22,686.07,44.62,0,0,29.56,0,53.79,148.3,0,5.35,10.19,0,0,0,2.89,34.01,0,0,32.08,121.71,0,410.62,124.63,0,0,0,38.64,79.73,42.15,0,90.54,0,20.96,413.81,0,0,21.08,80.18,48.13,0,61.49,0,0,167.1,127.6,11.58,27.05,1.62,0,0

15,03:30-03:45,20.01,40.4,44.31,0,0,0,0,60.23,10.35,0,0,0,0,13.04,14.3,2.88,3.54,10.89,43.71,44.22,686.07,44.62,0,0,27.34,0,53.79,148.3,0,5.35,10.19,0,0,0,2.89,34.01,0,0,32.08,121.71,0,410.62,124.63,0,0,0,38.64,79.73,42.15,0,90.54,0,20.96,413.81,0,0,7.03,80.18,48.13,0,61.49,0,0,167.1,127.6,11.58,27.05,1.62,0,0

16,03:45-04:00,20.01,40.4,44.31,0,0,0,0,60.23,10.35,0,0,0,0,13.04,14.3,2.88,3.54,10.89,43.71,44.22,686.07,44.62,0,0,27.34,0,53.79,148.3,0,5.35,10.19,0,0,0,2.89,34.01,0,0,32.08,121.71,0,410.62,124.63,0,0,0,38.64,79.73,42.15,0,90.54,0,20.96,413.81,0,0,7.03,80.18,48.13,0,61.49,0,0,167.1,127.6,11.58,27.05,1.62,0,0

17,04:00-04:15,20.01,40.4,44.31,0,0,0,0,60.23,10.73,0,0,0,0,13.04,14.3,2.88,3.54,10.25,43.71,44.22,686.07,44.62,0,0,29.56,0,53.79,148.3,0,5.35,10.19,0,0,0,2.89,34.01,0,0,32.08,121.71,0,410.62,124.63,0,0,0,38.64,79.73,42.15,0,90.54,0,20.96,413.81,0,0,21.08,80.18,48.13,0,61.49,0,0,167.1,127.6,11.58,27.05,1.62,0,0

18,04:15-04:30,20.01,40.4,44.31,0,0,0,0,60.23,10.73,0,0,0,0,13.04,14.3,2.88,3.54,10.25,43.71,44.22,686.07,44.62,0,0,29.56,0,53.79,148.3,0,5.35,10.19,0,0,0,2.89,34.01,0,0,32.08,121.71,0,410.62,124.63,0,0,0,38.64,79.73,42.15,0,90.54,0,20.96,413.81,0,0,21.08,80.18,48.13,0,61.49,0,0,167.1,127.6,11.58,27.05,1.62,0,0

19,04:30-04:45,20.01,40.4,44.31,0,0,0,0,60.23,10.35,0,0,0,0,13.04,14.3,2.88,3.54,10.25,43.71,44.22,686.07,44.62,0,0,29.56,0,53.79,148.3,0,5.35,10.19,0,0,0,2.89,34.01,0,0,32.08,121.71,0,410.62,124.63,0,0,0,38.64,79.73,42.15,0,90.54,0,20.96,413.81,0,0,21.08,80.18,48.13,0,61.49,0,0,167.1,127.6,11.58,27.05,1.62,0,0

20,04:45-05:00,20.01,40.4,44.31,0,0,0,0,60.23,10.17,0,0,0,0,13.04,14.3,2.88,3.54,10.25,43.71,44.22,686.07,44.62,0,0,29.56,0,53.79,148.3,0,5.35,10.19,0,0,0,2.89,34.01,0,0,32.08,121.71,0,410.62,124.63,0,0,0,38.64,79.73,42.15,0,90.54,0,20.96,413.81,0,0,21.08,80.18,48.13,0,61.49,0,0,167.1,127.6,11.58,27.05,1.62,0,0

21,05:00-05:15,20.01,40.4,44.31,0,0,0,0,60.23,9.88,0,0,0,0,13.04,14.3,2.88,3.54,10.25,43.71,44.22,686.07,44.62,0,0,29.56,0,53.79,148.3,0,5.35,10.19,0,0,0,2.89,34.01,0,0,32.08,121.71,0,410.62,124.63,0,0,0,38.64,79.73,42.15,0,90.54,0,20.96,413.81,0,0,21.08,80.18,48.13,0,62.1,0,0,167.1,127.6,11.58,27.05,1.62,0,0

22,05:15-05:30,20.01,40.4,44.31,0,0,0,0,60.23,9.58,0,0,0,0,13.04,14.3,2.88,3.54,10.25,43.71,44.22,686.07,44.62,0,0,29.56,0,53.79,148.3,0,5.35,10.19,0,0,0,2.89,34.01,0,0,32.08,121.71,0,410.62,124.63,0,0,0,38.64,79.73,42.15,0,90.54,0,20.96,413.81,0,0,21.08,80.18,48.13,0,62.1,0,0,167.1,127.6,11.58,27.05,1.62,0,0

23,05:30-05:45,20.01,40.4,44.31,0,0,0,0,60.23,9.17,0,0,0,0,13.04,14.3,2.88,3.54,10.25,43.71,44.22,686.07,44.62,0,0,29.56,0,53.79,148.3,0,5.35,10.19,0,0,0,2.89,34.01,0,0,32.08,121.71,0,410.62,124.63,0,0,0,38.64,79.73,42.15,0,90.54,0,20.96,413.81,0,0,7.03,80.18,48.13,0,62.1,0,0,167.1,127.6,11.58,27.05,1.62,0,0

24,05:45-06:00,20.01,40.4,44.31,0,0,0,0,60.23,8.94,0,0,0,0,13.04,14.3,2.88,3.54,10.25,43.71,44.22,686.07,44.62,0,0,29.56,0,53.79,148.3,0,5.35,10.19,0,0,0,2.89,34.01,0,0,32.08,121.71,0,410.62,124.63,0,0,0,38.64,79.73,42.15,0,90.54,0,20.96,413.81,0,0,36.54,80.18,48.13,0,62.1,0,0,167.1,127.6,11.58,27.05,1.62,0,0

25,06:00-06:15,20.01,40.4,44.31,0,0,0,0,60.23,8.58,0,0,0,0,13.04,14.3,2.88,3.54,10.25,43.05,44.22,686.07,44.62,0,0,36.05,0,53.79,148.3,0,5.35,10.19,0,0,0,2.89,34.01,0,0,32.08,121.71,0,410.62,124.63,0,0,0,38.64,79.73,42.15,0,90.54,0,20.96,413.81,0,0,36.54,80.18,47.31,0,62.1,0,0,167.1,127.6,11.58,27.05,1.62,0,0

26,06:15-06:30,20.01,40.4,44.31,0,0,0,0,60.23,8.49,0,0,0,0,13.04,14.3,2.88,3.54,10.25,43.71,44.22,686.07,44.62,0,0,36.05,0,53.79,148.3,0,5.35,10.19,0,0,0,2.89,34.01,0,0,32.08,121.71,0,410.62,124.63,0,0,0,35.33,79.73,42.15,0,90.54,0,20.96,413.81,0,0,36.54,80.18,47.31,0,62.1,0,0,167.1,127.6,11.58,27.05,1.62,0,0

27,06:30-06:45,20.01,40.4,44.31,0,0,0,0,60.23,8.64,0,0,0,0,13.04,14.3,2.88,3.54,10.25,43.71,44.22,686.07,44.62,0,0,36.05,0,53.79,148.3,0,5.35,10.19,0,0,0,2.89,34.01,0,0,32.08,121.71,0,410.62,124.63,0,0,0,38.64,79.73,42.15,0,90.54,0,20.96,413.81,0,0,36.54,80.18,47.31,0,62.1,0,0,167.1,127.6,11.58,27.05,1.62,0,0

28,06:45-07:00,20.01,40.4,44.31,0,0,0,0,60.23,8.7,0,0,0,0,13.04,14.3,2.88,3.54,10.25,43.71,44.22,686.07,44.62,0,0,32.51,0,53.79,148.3,0,5.35,10.19,0,0,0,2.89,34.01,0,0,32.08,121.71,0,410.62,124.63,0,0,0,38.64,79.73,42.15,0,90.54,0,20.96,413.81,0,0,36.54,80.18,47.31,0,62.1,0,0,167.1,127.6,11.58,27.05,1.62,0,0

29,07:00-07:15,20.01,40.4,44.31,0,0,0,0,60.23,8.8,0,0,0,0,13.04,14.3,2.88,3.54,6.4,43.71,44.22,686.07,44.62,0,0,32.51,0,53.79,148.3,0,5.35,10.19,0,0,0,2.89,34.01,0,0,32.08,121.71,0,410.62,124.63,0,0,0,38.64,79.73,42.15,0,90.54,0,20.96,413.81,0,0,36.54,80.18,47.31,0,62.1,0,0,167.1,127.6,11.58,27.05,1.62,0,0

30,07:15-07:30,20.01,40.4,44.31,0,0,0,0,60.23,8.84,0,0,0,0,13.04,14.3,2.88,3.54,6.4,43.71,44.22,686.07,44.62,0,0,32.51,0,53.79,148.3,0,5.35,10.19,0,0,0,2.89,34.01,0,0,32.08,121.71,0,410.62,124.63,0,0,0,38.64,79.73,42.15,0,90.54,0,20.96,413.81,0,0,7.03,80.18,47.31,0,62.1,0,0,167.1,127.6,11.58,27.05,1.62,0,0

31,07:30-07:45,20.01,40.4,44.31,0,0,0,0,60.23,9,0,0,0,0,13.04,15.71,2.88,3.54,6.4,43.71,44.22,686.07,44.62,0,0,32.51,0,53.79,148.3,0,5.35,10.19,0,0,0,2.89,17,0,0,32.08,121.71,0,410.62,124.63,0,0,0,47.47,79.73,42.15,0,90.54,0,20.96,413.81,0,0,7.03,80.18,47.31,0,62.1,0,0,167.1,127.6,11.58,27.05,1.62,0,0

32,07:45-08:00,20.01,40.4,44.31,0,0,0,0,60.23,9.11,0,0,0,0,13.04,15.71,2.88,3.54,6.4,43.71,44.22,686.07,44.62,0,0,32.51,0,53.79,148.3,0,5.35,10.19,0,0,0,2.89,17,0,0,32.08,121.71,0,410.62,124.63,0,0,0,47.47,79.73,42.15,0,90.54,0,20.96,413.81,0,0,21.08,80.18,47.31,0,62.1,0,0,167.1,127.6,11.58,27.05,1.62,0,0

33,08:00-08:15,20.01,40.4,44.31,0,0,0,0,60.23,9.15,0,0,0,0,13.04,16.4,2.88,3.54,10.25,43.71,44.22,686.07,44.62,0,0,32.51,0,53.79,148.3,0,5.35,10.19,0,0,0,2.89,17,0,0,32.08,121.71,0,410.62,124.63,0,0,0,38.64,76.88,42.15,0,90.54,0,20.96,413.81,0,0,21.08,80.18,46.72,0,62.1,0,0,167.1,127.6,11.58,27.05,1.62,0,0

34,08:15-08:30,20.01,40.4,44.31,0,0,0,0,60.23,9.15,0,0,0,0,13.04,16.4,2.88,3.54,10.25,43.71,44.22,686.07,44.62,0,0,32.51,0,53.79,148.3,0,5.35,10.19,0,0,0,2.89,17,0,0,32.08,121.71,0,410.62,124.63,0,0,0,38.64,76.88,42.15,0,90.54,0,20.96,413.81,0,0,21.08,80.18,46.72,0,62.1,0,0,167.1,127.6,11.58,27.05,1.62,0,0

35,08:30-08:45,20.01,40.4,44.31,0,0,0,0,60.23,9.03,0,0,0,0,13.04,17.1,2.88,3.54,10.25,43.71,44.22,686.07,44.62,0,0,32.51,0,53.79,148.3,0,5.35,10.19,0,0,0,2.89,17,0,0,32.08,121.71,0,410.62,124.63,0,0,0,38.64,76.88,42.15,0,90.54,0,20.96,413.81,0,0,21.08,80.18,46.72,0,62.1,0,0,167.1,127.6,11.58,27.05,1.62,0,0

36,08:45-09:00,20.01,40.4,44.31,0,0,0,0,60.23,9.03,0,0,0,0,13.04,17.1,2.88,3.54,10.25,43.71,44.22,686.07,44.62,0,0,32.51,0,53.79,148.3,0,5.35,10.19,0,0,0,2.89,17,0,0,32.08,121.71,0,410.62,124.63,0,0,0,38.64,76.88,42.15,0,90.54,0,20.96,413.81,0,0,21.08,80.18,46.72,0,62.1,0,0,167.1,127.6,11.58,27.05,1.62,0,0

37,09:00-09:15,20.01,40.4,44.31,0,0,0,0,60.23,9.41,0,0,0,0,13.04,17.79,2.88,3.54,10.25,43.71,44.22,686.07,44.62,0,0,32.51,0,53.79,148.3,0,5.35,10.19,0,0,0,2.89,17,0,0,32.08,121.71,0,410.62,124.63,0,0,0,35.33,76.88,42.15,0,90.54,0,20.96,413.81,0,0,21.08,80.18,46.72,0,62.1,0,0,167.1,127.6,11.58,27.05,1.62,0,0

38,09:15-09:30,20.01,40.4,44.31,0,0,0,0,60.23,9.41,0,0,0,0,13.04,17.79,2.88,3.54,10.25,43.71,44.22,686.07,44.62,0,0,32.51,0,53.79,148.3,0,5.35,10.19,0,0,0,2.89,17,0,0,32.08,121.71,0,410.62,124.63,0,0,0,35.33,76.88,42.15,0,90.54,0,20.96,413.81,0,0,21.08,80.18,46.72,0,62.1,0,0,167.1,127.6,11.58,27.05,1.62,0,0

39,09:30-09:45,20.01,40.4,44.31,0,0,0,0,60.23,9.43,0,0,0,0,13.04,18.48,2.88,3.54,10.25,43.71,44.22,686.07,44.62,0,0,32.51,0,53.79,148.3,0,5.35,10.19,0,0,0,2.89,17,0,0,32.08,121.71,0,410.62,124.63,0,0,0,38.64,76.88,42.15,0,90.54,0,20.96,413.81,0,0,21.08,80.18,46.72,0,62.1,0,0,167.1,127.6,11.58,27.05,1.62,0,0

40,09:45-10:00,20.01,40.4,44.31,0,0,0,0,60.23,9.38,0,0,0,0,13.04,18.48,2.88,3.54,10.25,43.71,44.22,686.07,44.62,0,0,32.51,0,53.79,148.3,0,5.35,10.19,0,0,0,2.89,17,0,0,32.08,121.71,0,410.62,124.63,0,0,0,38.64,76.88,42.15,0,90.54,0,20.96,413.81,0,0,21.08,80.18,46.72,0,62.1,0,0,167.1,127.6,11.58,27.05,1.62,0,0

41,10:00-10:15,20.01,40.4,44.31,0,0,0,0,60.23,9.62,0,0,0,0,13.04,18.48,2.88,3.54,3.85,43.71,44.22,686.07,44.62,0,0,36.05,0,53.79,148.3,0,5.35,10.19,0,0,0,2.89,0,0,0,32.08,121.71,0,410.62,124.63,0,0,0,47.47,76.88,28.1,0,90.54,0,20.96,413.81,0,0,21.08,79.01,46.72,0,62.1,0,0,167.1,127.6,11.58,27.05,1.62,0,0

42,10:15-10:30,20.01,40.4,44.31,0,0,0,0,60.23,9.88,0,0,0,0,13.04,18.48,2.88,3.54,3.85,43.71,44.22,686.07,44.62,0,0,36.05,0,53.79,148.3,0,5.35,10.19,0,0,0,2.89,0,0,0,32.08,121.71,0,410.62,124.63,0,0,0,47.47,76.88,28.1,0,90.54,0,20.96,413.81,0,0,21.08,79.01,46.13,0,62.1,0,0,167.1,127.6,11.58,27.05,1.62,0,0

43,10:30-10:45,20.01,40.4,44.31,0,0,0,0,60.23,9.76,0,0,0,0,13.04,18.48,2.88,3.54,10.25,43.71,44.22,686.07,44.62,0,0,36.05,0,53.79,148.3,0,5.35,10.19,0,0,0,2.89,0,0,0,32.08,121.71,0,410.62,124.63,0,0,0,38.64,76.88,28.1,0,90.54,0,20.96,413.81,0,0,21.08,79.01,46.13,0,62.1,0,0,167.1,127.6,11.58,27.05,1.62,0,0

44,10:45-11:00,20.01,40.4,44.31,0,0,0,0,60.23,9.82,0,0,0,0,13.04,18.48,2.88,3.54,10.25,43.71,44.22,686.07,44.62,0,0,32.51,0,53.79,148.3,0,5.35,10.19,0,0,0,2.89,0,0,0,32.08,121.71,0,410.62,124.63,0,0,0,38.64,76.88,28.1,0,90.54,0,20.96,413.81,0,0,21.08,79.01,46.13,0,62.1,0,0,167.1,127.6,11.58,27.05,1.62,0,0

45,11:00-11:15,20.01,40.4,44.31,0,0,0,0,60.23,9.74,0,0,0,0,13.04,18.48,2.88,3.54,12.94,43.71,44.22,686.07,44.62,0,0,32.51,0,53.79,148.3,0,5.35,10.19,0,0,0,2.89,0,0,0,32.08,121.71,0,410.62,124.63,0,0,0,39.75,76.88,28.1,0,90.54,0,20.96,413.81,0,0,21.08,79.01,46.13,0,61.87,0,0,167.1,127.6,11.58,27.05,1.62,0,0

46,11:15-11:30,20.01,40.4,44.31,0,0,0,0,60.23,9.55,0,0,0,0,13.04,18.48,2.88,3.54,12.94,43.71,44.22,686.07,44.62,0,0,32.51,0,53.79,148.3,0,5.35,10.19,0,0,0,2.89,0,0,0,32.08,121.71,0,410.62,124.63,0,0,0,39.75,76.88,28.1,0,90.54,0,20.96,413.81,0,0,21.08,79.01,46.13,0,61.87,0,0,167.1,127.6,11.58,27.05,1.62,0,0

47,11:30-11:45,20.01,40.4,44.31,0,0,0,0,60.23,9.47,0,0,0,0,13.04,18.48,2.88,3.54,12.94,43.71,44.22,686.07,44.62,0,0,26.6,0,53.79,148.3,0,5.35,10.19,0,0,0,2.89,0,0,0,32.08,121.71,0,410.62,124.63,0,0,0,47.47,76.88,28.1,0,90.54,0,20.96,413.81,0,0,7.03,79.01,46.13,0,61.87,0,0,167.1,127.6,11.58,27.05,1.62,0,0

48,11:45-12:00,20.01,40.4,44.31,0,0,0,0,60.23,9.41,0,0,0,0,13.04,18.48,2.88,3.54,12.94,43.71,44.22,686.07,44.62,0,0,26.6,0,53.79,148.3,0,5.35,10.19,0,0,0,2.89,0,0,0,32.08,121.71,0,410.62,124.63,0,0,0,47.47,76.88,28.1,0,90.54,0,20.96,413.81,0,0,7.03,79.01,46.13,0,61.87,0,0,167.1,127.6,11.58,27.05,1.62,0,0

49,12:00-12:15,20.01,40.4,44.31,0,0,0,0,60.23,9.41,0,0,0,0,13.04,18.48,2.88,3.54,10.89,43.71,44.22,686.07,44.62,0,0,26.6,0,53.79,148.3,0,5.35,10.19,0,0,0,2.89,0,0,0,32.08,121.71,0,410.62,124.63,0,0,0,39.75,76.88,14.05,0,90.54,0,20.96,413.81,0,0,7.03,79.01,45.53,0,61.87,0,0,167.1,127.6,11.58,27.05,1.62,0,0

50,12:15-12:30,20.01,40.4,44.31,0,0,0,0,60.23,9.41,0,0,0,0,13.04,18.48,2.88,3.54,10.89,43.71,44.22,686.07,44.62,0,0,26.6,0,53.79,148.3,0,5.35,10.19,0,0,0,2.89,0,0,0,32.08,121.71,0,410.62,124.63,0,0,0,39.75,76.88,14.05,0,90.54,0,20.96,413.81,0,0,21.08,79.01,45.53,0,61.87,0,0,167.1,127.6,11.58,27.05,1.62,0,0

51,12:30-12:45,20.01,40.4,44.31,0,0,0,0,60.23,9.5,0,0,0,0,6.52,18.48,2.88,3.54,10.89,43.71,44.22,686.07,44.62,0,0,26.6,0,53.79,148.3,0,5.35,9.66,0,0,0,2.89,0,0,0,32.08,121.71,0,410.62,124.63,0,0,0,39.75,76.88,14.05,0,90.54,0,20.96,413.81,0,0,21.08,79.01,45.53,0,61.87,0,0,167.1,127.6,11.58,27.05,1.62,0,0

52,12:45-13:00,20.01,40.4,44.31,0,0,0,0,60.23,9.47,0,0,0,0,6.52,18.48,2.88,3.54,10.89,43.71,44.22,686.07,44.62,0,0,26.6,0,53.79,148.3,0,5.35,9.66,0,0,0,2.89,0,0,0,32.08,121.71,0,410.62,124.63,0,0,0,39.75,76.88,14.05,0,90.54,0,20.96,413.81,0,0,21.08,79.01,45.53,0,61.87,0,0,167.1,127.6,11.58,27.05,1.62,0,0

53,13:00-13:15,20.01,40.4,44.31,0,0,0,0,60.23,9.62,0,0,0,0,6.52,18.48,2.88,3.54,10.89,43.71,44.22,686.07,44.62,0,0,32.51,0,53.79,148.3,0,5.35,9.66,0,0,0,2.89,0,0,0,32.08,121.71,0,410.62,124.63,0,0,0,47.47,76.88,14.05,0,90.54,0,20.96,413.81,0,0,21.08,79.01,45.53,0,61.87,0,0,167.1,127.6,11.58,27.05,1.62,0,0

54,13:15-13:30,20.01,40.4,44.31,0,0,0,0,60.23,9.85,0,0,0,0,6.52,18.48,2.88,3.54,10.89,43.71,44.22,686.07,44.62,0,0,32.51,0,53.79,148.3,0,5.35,9.66,0,0,0,2.89,0,0,0,32.08,121.71,0,410.62,124.63,0,0,0,47.47,76.88,14.05,0,90.54,0,20.96,413.81,0,0,21.08,79.01,45.53,0,61.87,0,0,167.1,127.6,11.58,27.05,1.62,0,0

55,13:30-13:45,20.01,40.4,44.31,0,0,0,0,60.23,9.7,0,0,0,0,6.52,18.48,2.88,3.54,10.89,43.71,44.22,686.07,44.62,0,0,32.51,0,53.79,148.3,0,5.35,9.66,0,0,0,2.89,0,0,0,32.08,121.71,0,410.62,124.63,0,0,0,39.75,76.88,14.05,0,90.54,0,20.96,413.81,0,0,21.08,79.01,45.53,0,61.87,0,0,167.1,127.6,11.58,27.05,1.62,0,0

56,13:45-14:00,20.01,40.4,44.31,0,0,0,0,60.23,9.64,0,0,0,0,6.52,18.48,2.88,3.54,10.89,43.71,44.22,686.07,44.62,0,0,32.51,0,53.79,148.3,0,5.35,9.66,0,0,0,2.89,0,0,0,32.08,121.71,0,410.62,124.63,0,0,0,39.75,76.88,14.05,0,90.54,0,20.96,413.81,0,0,21.08,79.01,45.53,0,61.87,0,0,167.1,127.6,11.58,27.05,1.62,0,0

